section	dataset	histology	source	n_raw	has_CLDN4	has_CD8A	has_KRT8	status	contrast_ok	n_qc	median_umi	n_epi	epi_genes	um_per_px	n_CLDN4_pos	n_CD8A_pos	pct_CLDN4_pos	pct_CD8A_pos	pct_CLDN4_pos_epi	iqr_CLDN4_epi	CD8A_high_rule	n_CD8A_high	n_epi_with_nbr	sd_nbCD8A_epi	lag_rho_ring1	lag_p_ring1	lag_n_ring1	lag_rho_ring1_lo	lag_rho_ring1_hi	lag_rho_annulus	lag_p_annulus	lag_n_annulus	lag_rho_annulus_lo	lag_rho_annulus_hi	n_Q1	n_Q4	CLDN4_Q1	CLDN4_Q4	mean_nbCD8A_Q4	mean_nbCD8A_Q1	delta_nbCD8A_Q4_minus_Q1	delta_nbCD8A_lo	delta_nbCD8A_hi	n_delta_Q4	n_delta_Q1	p_nbCD8A_Q4_vs_Q1	morisita_horn_Q4epi_CD8hi	frac_Q4_with_CD8hi_nbr	lag_rho_KRT8resid_ring1	lag_p_KRT8resid_ring1	lag_n_KRT8resid_ring1	lag_rho_KRT8resid_lo	lag_rho_KRT8resid_hi	delta_nbCD8A_residQ4_minus_Q1	delta_nbCD8A_resid_lo	delta_nbCD8A_resid_hi	n_interface_epi	lag_rho_interface	lag_p_interface	lag_n_interface	lag_rho_interface_lo	lag_rho_interface_hi	delta_nbCD8A_interface_Q4_minus_Q1	delta_nbCD8A_interface_lo	delta_nbCD8A_interface_hi	n_interface_Q1	n_interface_Q4
GSE307534_P12_AIS	GSE307534	AIS_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	12427	1	1	1	ok	1	12167	593293.0	6084	KRT8,KRT19,EPCAM	0.2304154998396168	6621	1162	54.41768718665242	9.550423276074628	82.14990138067061	0.0466029785803633	gt0	1162	6084	0.0035274565341622	0.1625353217509441	2.739087910533796e-37	6084.0	0.1379701826977023	0.1869006145755259	0.1625353217509441	2.739087910533796e-37	6084.0	0.1379701826977023	0.1869006145755259	1521.0	1521.0	0.0144054441987216	0.0610482424145809	0.0031322455760668	0.0019681065688903	0.0011641390071765	0.000920260169005	0.0014080178453479	1521.0	1521.0	3.000445113877825e-30	0.5036439972220144	0.6397107166337935	0.0667464025575406	1.8786484520072745e-07	6084.0	0.0416876733534611	0.0917212131585603	0.0002786546708408	2.576616617878106e-05	0.0005315431755028	3507.0	0.1504614829250846	3.3007435302968123e-19	3507.0	0.1179504520789973	0.1826503059974745	0.0010809673063313	0.0007797174730219	0.0013822171396408	876.0	876.0
GSE307534_P12_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	14177	1	1	1	ok	1	13824	685199.0	6912	KRT8,KRT19,EPCAM	0.2302760923303154	7771	1025	56.213831018518526	7.414641203703703	82.33506944444444	0.05709310707337	gt0	1025	6911	0.0035933895260471	0.1243779950312713	3.112853306478904e-25	6911.0	0.1010973038302945	0.1475225451631593	0.1243779950312713	3.112853306478904e-25	6911.0	0.1010973038302945	0.1475225451631593	1727.0	1727.0	0.0149922451148329	0.0721443195437096	0.0016948264490743	0.0012502118610922	0.0004446145879821	0.0001374330964682	0.000751796079496	1727.0	1727.0	3.693867353927931e-18	0.3946152620828678	0.4863925883034163	0.0363954867217676	0.0024773013521658	6911.0	0.0128293386309684	0.0599212251656709	3.657364030459692e-05	-0.0002693509366914	0.0003424982173006	4227.0	0.1088127693160476	1.30778979690908e-12	4227.0	0.0789239534153951	0.138506128442875	0.0002667950353358	-0.0002091086884564	0.0007426987591282	1056.0	1056.0
GSE307534_P13_MIA	GSE307534	MIA_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	13713	1	1	1	ok	1	13517	901375.0	6759	KRT8,KRT19,EPCAM	0.2303281285698777	4982	1199	36.85729081896871	8.870311459643412	55.12649800266311	0.023174933375014	gt0	1199	6759	0.002011337531982	0.1703296400908724	3.592410100018076e-45	6759.0	0.1470861189537132	0.1933851502961915	0.1703296400908724	3.592410100018076e-45	6759.0	0.1470861189537132	0.1933851502961915	1689.0	1689.0	0.0	0.0232118918217416	0.0019804972930189	0.0011029343804381	0.0008775629125807	0.000736680153677	0.0010184456714843	1689.0	1689.0	2.019958185123867e-34	0.4477632501788753	0.5932504440497336	0.0007695743072155	0.9495615170334972	6759.0	-0.0230716568889887	0.0246099306763053	3.1170657076070706e-05	-0.0001128511081166	0.0001751924222687	5067.0	0.0684927537109143	1.0606500469347647e-06	5067.0	0.041034740666892	0.0958473914322184	0.000255301494743	0.000113816850971	0.000396786138515	1266.0	1266.0
GSE307534_P13_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	4880	1	1	1	ok	1	4860	1011691.5	2430	KRT8,KRT19,EPCAM	0.2301388953814157	1606	825	33.04526748971193	16.97530864197531	57.407407407407405	0.0218138226871466	gt0	825	2430	0.0033901808956649	0.1895072991748358	4.4061902629485924e-21	2430.0	0.1508807975113806	0.2275560173514145	0.1895072991748358	4.4061902629485924e-21	2430.0	0.1508807975113806	0.2275560173514145	607.0	607.0	0.0	0.0218350716390519	0.003415354120408	0.001914601647844	0.0015007524725639	0.0011149842316639	0.0018865207134639	607.0	607.0	6.298128973820477e-17	0.504469618096741	0.7677100494233937	-0.0164941445002507	0.4163807429217884	2430.0	-0.0562207300676081	0.0232845857601852	-0.0006880610164102	-0.0011021042137322	-0.0002740178190883	1441.0	0.0540206647921681	0.0403283940343162	1441.0	0.0023878095376802	0.1053662512826321	0.0001047601996666	-0.0002922975673686	0.0005018179667019	360.0	360.0
GSE307534_P14_AIS	GSE307534	AIS_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	12335	1	1	1	ok	1	12329	639265.0	6165	KRT8,KRT19,EPCAM	0.2509712058103084	3511	708	28.477573201395085	5.742558196122962	37.77777777777778	0.01657890390921	gt0	708	6165	0.001779565685019	0.0719634513499127	1.5441883045243516e-08	6165.0	0.0470850226826535	0.0967526558592342	0.0699239020186229	3.887995110606734e-08	6165.0	0.04503950562447	0.0947215777943816	1541.0	1541.0	0.0	0.0165847606307596	0.0011696275480427	0.0008937873756993	0.0002758401723434	0.0001468129433591	0.0004048674013276	1541.0	1541.0	1.9258816513788705e-05	0.2808741919791337	0.3309539260220636	0.0137316969504621	0.2810288924083358	6165.0	-0.0112351676514302	0.0386814509075014	0.0001076443217497	-2.1579410099682245e-05	0.0002368680535991	5107.0	0.0494070893623112	0.0004122963297307	5107.0	0.0220095663281207	0.0767304598155468	0.0001925147881851	5.49115454270912e-05	0.0003301180309433	1276.0	1276.0
GSE307534_P14_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	11488	1	1	1	ok	1	11477	688358.0	5739	KRT8,KRT19,EPCAM	0.2305054537378655	5944	932	51.79053759693299	8.120589004095146	78.89876285067085	0.0397829826111835	gt0	932	5739	0.0022280941877419	0.1489445285051989	7.91193207434044e-30	5739.0	0.1235476488276602	0.1741464187403556	0.1453417940292921	1.8146789598271174e-28	5739.0	0.1199197556166811	0.1705733533123807	1434.0	1434.0	0.0118802080625782	0.0516941668707158	0.0022616029939245	0.0014056331340629	0.0008559698598615	0.0006869173349968	0.0010250223847262	1434.0	1434.0	7.367504105673069e-25	0.4047635129683516	0.5794979079497908	0.0233292678300821	0.0771960940469052	5739.0	-0.0025452563169731	0.049172575204563	2.395066727329761e-05	-0.0001472773010596	0.0001951786356062	2099.0	0.0951101423570179	1.2726348963773612e-05	2099.0	0.0525393606196355	0.1373358661478215	0.0003859656176404	0.0001242092914114	0.0006477219438694	524.0	524.0
GSE307534_P15_MIA	GSE307534	MIA_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	13250	1	1	1	ok	1	13173	676789.0	6587	KRT8,KRT19,EPCAM	0.2304945012501558	4028	810	30.57769680406893	6.148941015713961	46.21223622286322	0.0166282848828073	gt0	810	6587	0.0021520983680643	0.0922671341236733	6.236446235925041e-14	6587.0	0.0682691669713859	0.1161583916579662	0.092441581865416	5.593358549066835e-14	6587.0	0.0684442932909149	0.1163319625405172	1646.0	1646.0	0.0	0.0166399558369849	0.0015120991765639	0.0011625814101094	0.0003495177664545	0.0001959061530747	0.0005031293798343	1646.0	1646.0	2.042041681653418e-07	0.4235345893642107	0.4228432563791008	0.0017638338240834	0.8861904443593093	6587.0	-0.0223872083675751	0.0259128185919031	-8.119385440161068e-05	-0.000242220098749	7.983238994585892e-05	4765.0	0.0561892576571653	0.0001041410634984	4765.0	0.0278390164374116	0.0844491787930941	0.0001706908809353	1.1094373309986208e-05	0.0003302873885608	1191.0	1191.0
GSE307534_P15_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	14231	1	1	1	ok	1	14207	706595.0	7104	KRT8,KRT19,EPCAM	0.2304589439239958	7078	1142	49.82051101569649	8.038290983318083	75.97128378378379	0.0964785379680246	gt0	1142	7104	0.0026148593556009	0.079849247996287	1.5872381713892128e-11	7104.0	0.0566998701841327	0.1029128145047405	0.079797419527705	1.6358934042716018e-11	7104.0	0.0566478768958627	0.102861205840428	1776.0	1776.0	0.0095163227178455	0.1060186216951298	0.0018463981843986	0.0010628453627258	0.0007835528216728	0.0006046931838722	0.0009624124594733	1776.0	1776.0	2.889355594265752e-10	0.2125036843992998	0.3918918918918919	0.0860460761947978	3.741075371864886e-13	7104.0	0.0629173100513092	0.1090824671324964	0.0004830021395397	0.0002957979797761	0.0006702062993032	3713.0	0.1600804632739633	9.75444895489534e-23	3713.0	0.1285754859289568	0.191262644580601	0.0008363247437465	0.0006295854251699	0.0010430640623232	928.0	928.0
GSE307534_P16_AIS	GSE307534	AIS_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	13454	1	1	1	ok	1	12701	588892.0	6351	KRT8,KRT19,EPCAM	0.2303786532740488	3278	770	25.808991417998584	6.062514762617117	39.37962525586522	0.0172716033937833	gt0	770	6351	0.0020632301131316	0.2756008150409538	4.477837814699716e-111	6351.0	0.2527190988713864	0.2981744201632915	0.2766128879334665	6.53709278397771e-112	6351.0	0.2537444379678208	0.2991722823251528	1587.0	1587.0	0.0	0.0172794357618607	0.002047098961086	0.0008748277284499	0.001172271232636	0.0010271466933209	0.0013173957719512	1587.0	1587.0	8.100689052838103e-61	0.5272090312571678	0.5626969124133585	0.0879545258461368	2.1933347835369044e-12	6351.0	0.0634971550696143	0.1123063117898018	0.0004370783542265	0.0002884786603092	0.0005856780481439	4879.0	0.1233596152388672	5.2645580933308896e-18	4879.0	0.0956297058723929	0.1508982078911742	0.00049965787366	0.0003527403838417	0.0006465753634783	1219.0	1219.0
GSE307534_P16_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	7736	1	1	1	ok	1	7596	660835.5	3798	KRT8,KRT19,EPCAM	0.2305329483551906	5205	952	68.52290679304897	12.53291205897841	96.84044233807268	0.1533418369761298	gt0	952	3798	0.0033731068341517	0.0246623462812452	0.1286065554891647	3798.0	-0.0071482825978969	0.0564231106201341	0.0236441661710374	0.1451537361012082	3798.0	-0.0081669973002874	0.0554075213994629	949.0	949.0	0.0672594670959896	0.2206854200292017	0.0028418836953541	0.0027134083295863	0.0001284753657677	-0.0001812328760147	0.0004381836075501	949.0	949.0	0.2145369377816685	0.3353252950515843	0.5721812434141201	0.0081891175079574	0.6138956056719075	3798.0	-0.0236220568393475	0.0399837254073433	0.0003572580493406	4.867208889989584e-05	0.0006658440097813	1277.0	0.0727179207808634	0.0093364562834836	1277.0	0.0179330723475683	0.1270674276651391	0.0007215128256067	0.0001910806051809	0.0012519450460325	319.0	319.0
GSE307534_P17_AIS	GSE307534	AIS_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	14336	1	1	1	ok	1	13474	794907.5	6737	KRT8,KRT19,EPCAM	0.2305136248404652	3196	687	23.719756568205437	5.098708624016625	35.5202612438771	0.0112326907675334	gt0	687	6736	0.0015571105865674	0.151019077895536	1.1754965184053689e-35	6736.0	0.1275977888733522	0.1742720335109943	0.1532301236139563	1.1402524647780136e-36	6736.0	0.1298237176215376	0.1764658491710716	1684.0	1684.0	0.0	0.0112404811438701	0.0011189736703793	0.0006388192401786	0.0004801544302007	0.0003746529946982	0.0005856558657032	1684.0	1684.0	2.2516705276338256e-21	0.3865563023940365	0.3883610451306413	0.0692106940535886	1.2997059583554372e-08	6736.0	0.0454042627078007	0.0929385581649745	0.0002637155542472	0.000155072815647	0.0003723582928474	5494.0	0.1044017287771863	8.637323888300393e-15	5494.0	0.0781739159846543	0.1304851228338716	0.0003008463317338	0.0001950015389011	0.0004066911245665	1373.0	1373.0
GSE307534_P17_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	13515	1	1	1	ok	1	13510	691438.5	6755	KRT8,KRT19,EPCAM	0.2304783297278078	5528	2674	40.917838638045886	19.79274611398964	67.57957068837898	0.0341222884615229	gt0	2674	6755	0.0038752238144737	0.0321261779132612	0.0082758109196206	6755.0	0.0082846591061877	0.0559311927675525	0.0328361510064453	0.0069549765727138	6755.0	0.0089953289755468	0.0566396640863714	1688.0	1688.0	0.0	0.0341650204312967	0.0042144234480237	0.003799018476564	0.0004154049714596	0.0001409579732803	0.000689851969639	1688.0	1688.0	0.0053663078718706	0.4262745707324016	0.7434834123222749	0.0079523956938239	0.5134421808667958	6755.0	-0.0158984854391678	0.0317942320142149	4.29991915165814e-05	-0.0002263257425124	0.0003123241255456	4817.0	0.0101756063848013	0.4801452345261116	4817.0	-0.0180705527050987	0.0384055360000674	0.000152034580627	-0.0001660147589967	0.0004700839202509	1204.0	1204.0
GSE307534_P18_MIA	GSE307534	MIA_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	13006	1	1	1	no_contrast:no_CD8A_contrast	0	12696	389941.0	6348	KRT8,KRT19,EPCAM	0.2306754002977528	3411	478	26.86672967863894	3.764965343415249	42.23377441713926	0.0289268671886898	gt0	478	6348	0.0022958337733508																																											
GSE307534_P18_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	11971	1	1	1	ok	1	11970	526743.0	5985	KRT8,KRT19,EPCAM	0.2306629108161286	7851	1595	65.58897243107769	13.324979114452798	82.95739348370927	0.0475669931498598	gt0	1595	5985	0.0036713952543386	0.0871355374561822	1.4533365285589363e-11	5985.0	0.0619366275562784	0.1122234324505406	0.0871355374561822	1.4533365285589363e-11	5985.0	0.0619366275562784	0.1122234324505406	1496.0	1496.0	0.0173184593530549	0.0649024373704599	0.0035213629600428	0.0028619662705622	0.0006593966894806	0.0003826941009536	0.0009360992780076	1496.0	1496.0	8.501273882053689e-07	0.4311828653192673	0.6303475935828877	0.0441376179926768	0.0006365097301411	5985.0	0.018823023571378	0.0693956593138108	0.0004878767784333	0.0002153331351783	0.0007604204216883	3759.0	0.0702214567457868	1.6383600962221456e-05	3759.0	0.0383379181329688	0.1019621619683993	0.0008139521612256	0.0004669836318337	0.0011609206906174	939.0	939.0
GSE307534_P19_AIS	GSE307534	AIS_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	13899	1	1	1	ok	1	13882	375411.5	6942	KRT8,KRT19,EPCAM	0.2305177797474793	5317	1635	38.30139749315661	11.77784180953753	53.81734370498416	0.0484766287031997	gt0	1635	6942	0.0071992340661675	0.0949393461022863	2.2503819619358108e-15	6942.0	0.0715747488742098	0.1181998110987149	0.0949393461022863	2.2503819619358108e-15	6942.0	0.0715747488742098	0.1181998110987149	1735.0	1735.0	0.0	0.0485115268108348	0.00451261604183	0.0034624718343394	0.0010501442074906	0.0007529425577804	0.0013473458572007	1735.0	1735.0	4.3226931424678135e-12	0.4123263728486271	0.6484149855907781	0.0193936873924131	0.1061554895160167	6942.0	-0.0041326500217541	0.042898567948338	0.0002844155821875	-1.996500090995217e-05	0.000588796165285	5399.0	0.0386527946172258	0.0045038703844664	5399.0	0.0119898714415352	0.0652607915143424	0.000246622977859	-8.087109684361629e-05	0.0005741170525616	1349.0	1349.0
GSE307534_P19_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	12572	1	1	1	ok	1	12561	490782.0	6281	KRT8,KRT19,EPCAM	0.2311097688515719	7301	1492	58.12435315659581	11.878035188281189	86.11686037255214	0.1094076163195423	gt0	1492	6281	0.0035648470006556	0.1204552288572595	9.760464629038654e-22	6281.0	0.0960098353613244	0.144755407947836	0.1204552288572595	9.760464629038654e-22	6281.0	0.0960098353613244	0.144755407947836	1570.0	1570.0	0.0303498233969056	0.1398676092906227	0.0034049218134593	0.0023983735895314	0.0010065482239279	0.0007647510805886	0.0012483453672672	1570.0	1570.0	1.1742417549340305e-15	0.4315287515646209	0.6426751592356688	0.0554070995427306	1.1145462862676156e-05	6281.0	0.0307177825431225	0.0800288458061185	0.0005093523044162	0.0002698241619691	0.0007488804468634	2185.0	0.0119003324608261	0.5782311480828773	2185.0	-0.0300486307911934	0.0538074491673699	0.0002756793429425	-9.384348391575472e-05	0.0006452021698008	546.0	546.0
GSE307534_P20_AAH	GSE307534	AAH_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	12304	1	1	1	ok	1	12299	476532.0	6150	KRT8,KRT19,EPCAM	0.2305663859896447	7449	3155	60.56589966663957	25.652492072526226	79.13821138211382	0.0440087477665129	q75	3075	6150	0.0072458307192349	0.0903091550075636	1.2908918331028196e-12	6150.0	0.0654634753132981	0.1150429271155322	0.0903091550075636	1.2908918331028196e-12	6150.0	0.0654634753132981	0.1150429271155322	1537.0	1537.0	0.0164097360036669	0.0604412079830722	0.0091555909520715	0.0075478004207659	0.0016077905313056	0.0010849981031299	0.0021305829594813	1537.0	1537.0	9.940285675030652e-12	0.5218937972143523	0.863370201691607	0.0305081862296302	0.0167303086212137	6150.0	0.0055189547690365	0.0554593379227115	0.0001444590898955	-0.0003750304278742	0.0006639486076652	4986.0	0.0958334320133935	1.1945621001566613e-11	4986.0	0.0682568211892381	0.1232637155797393	0.0017723753902252	0.0012162153943639	0.0023285353860864	1246.0	1246.0
GSE307534_P20_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	13604	1	1	1	ok	1	13602	583025.0	6801	KRT8,KRT19,EPCAM	0.2305144099653877	8949	4548	65.79179532421703	33.436259373621525	87.79591236582856	0.1281390888943734	q75	3401	6801	0.0076041021514059	0.1439605512210766	8.043606941951607e-33	6801.0	0.120606133722483	0.1671556984036298	0.1439605512210766	8.043606941951607e-33	6801.0	0.120606133722483	0.1671556984036298	1700.0	1700.0	0.024199432322752	0.1523590904031784	0.0100170731430426	0.0073695296849755	0.002647543458067	0.0021552325062896	0.0031398544098444	1700.0	1700.0	2.884767251628609e-28	0.3516197209810502	0.7941176470588235	0.0254702798923441	0.0356899646422356	6801.0	0.0017042376339765	0.0492075658197886	0.0004635977508564	-6.02151099455008e-05	0.0009874106116583	3849.0	0.1885268927661733	3.9773729772678765e-32	3849.0	0.1578736424251145	0.218817148946156	0.0039102659554183	0.0032102725890097	0.0046102593218269	962.0	962.0
GSE307534_P21_AIS	GSE307534	AIS_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	13372	1	1	1	ok	1	13369	642456.0	6685	KRT8,KRT19,EPCAM	0.2305030620898198	6717	1862	50.24309970828035	13.927743286708056	61.1967090501122	0.0288247171477738	gt0	1862	6685	0.0039243797476689	0.0417958504116566	0.0006304590545896	6685.0	0.0178413195117527	0.0657024270120103	0.0417958504116566	0.0006304590545896	6685.0	0.0178413195117527	0.0657024270120103	1671.0	1671.0	0.0	0.028826877706523	0.003043913574589	0.0024495847694257	0.0005943288051632	0.0002973764927991	0.0008912811175274	1671.0	1671.0	0.0012434183257432	0.3746654750090444	0.6104129263913824	-0.0130084233266638	0.2875829846701266	6685.0	-0.0369693016595495	0.010967403742689	-7.114133015138522e-05	-0.0003681887098181	0.0002259060495153	5582.0	0.0306835363045469	0.0218780337301795	5582.0	0.0044527742927662	0.0568721027217241	0.000274206536712	7.953786815995112e-06	0.000540459286608	1395.0	1395.0
GSE307534_P21_AIS-1	GSE307534	AIS_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	12926	1	1	1	ok	1	12904	605367.5	6452	KRT8,KRT19,EPCAM	0.230531816605722	5345	1799	41.42126472411656	13.941413515189089	54.29324240545568	0.022393304785834	gt0	1799	6452	0.0033588266992488	0.0667378723707276	8.067186717502978e-08	6452.0	0.0424054769923631	0.0909911459367484	0.0667378723707276	8.067186717502978e-08	6452.0	0.0424054769923631	0.0909911459367484	1613.0	1613.0	0.0	0.0224139534113749	0.0033139317958958	0.0029231621669699	0.0003907696289259	0.000152470331548	0.0006290689263038	1613.0	1613.0	0.0003373117869629	0.479274051113758	0.6707997520148791	0.0416567921893753	0.0008173282406225	6452.0	0.0172728971100213	0.065991165818659	0.000253388680612	1.4662936820400824e-05	0.0004921144244036	5466.0	0.0412959836470194	0.0022602627767832	5466.0	0.0148009068712245	0.0677331097482452	0.000186882420843	-6.316283611046685e-05	0.0004369276777965	1366.0	1366.0
GSE307534_P21_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	13348	1	1	1	ok	1	13312	468612.0	6656	KRT8,KRT19,EPCAM	0.2306211525075702	8666	1470	65.09915865384616	11.04266826923077	94.23076923076924	0.0796986442539933	gt0	1470	6656	0.0034727528049111	0.0452228911314322	0.0002236609561827	6656.0	0.0212213701427913	0.0691723152960133	0.0452228911314322	0.0002236609561827	6656.0	0.0212213701427913	0.0691723152960133	1664.0	1664.0	0.0429654409520881	0.1227303104851651	0.0025146798148392	0.0020277845068307	0.0004868953080084	0.0002487657239875	0.0007250248920293	1664.0	1664.0	6.678692558135358e-05	0.2762568845194027	0.4477163461538461	-0.0199260772564671	0.1040536462591376	6656.0	-0.043929624636924	0.0041004628752321	-0.0001680919529589	-0.0004080059158966	7.182200997864083e-05	3494.0	0.0711736325900162	2.543399656837251e-05	3494.0	0.0381036081928484	0.1040879264520613	0.0005275301986375	0.0001838498806482	0.0008712105166268	873.0	873.0
GSE307534_P22_AAH	GSE307534	AAH_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	7943	1	1	1	ok	1	7939	492192.0	3970	KRT8,KRT19,EPCAM	0.2306479406504374	2309	549	29.08426753999244	6.915228618213881	38.614609571788414	0.0203883364314847	gt0	549	3970	0.0026398038930685	0.1010333847932008	1.768205955380223e-10	3970.0	0.0701455106534316	0.1317277072652613	0.1010333847932008	1.768205955380223e-10	3970.0	0.0701455106534316	0.1317277072652613	992.0	992.0	0.0	0.0203911841727591	0.00210159762832	0.001492904278604	0.000608693349716	0.000366400551879	0.000850986147553	992.0	992.0	2.75409747063267e-06	0.4317046081434843	0.4334677419354839	0.0495420563744632	0.0017933605680213	3970.0	0.0184621695974976	0.0805262917175304	0.0003155182404289	6.191605634966037e-05	0.0005691204245083	3529.0	0.0729825169395207	1.4260803857135762e-05	3529.0	0.0400839559889145	0.1057230148092744	0.0003910224092986	0.0001551271045304	0.0006269177140669	882.0	882.0
GSE307534_P22_AIS	GSE307534	AIS_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	12886	1	1	1	ok	1	12816	556780.5	6408	KRT8,KRT19,EPCAM	0.2305218457241831	3997	945	31.18757802746567	7.373595505617978	41.88514357053683	0.0186566311026695	gt0	945	6408	0.0024740778523941	0.0893672900136415	7.677237871675072e-13	6408.0	0.0650244839746292	0.1136037964442462	0.0893672900136415	7.677237871675072e-13	6408.0	0.0650244839746292	0.1136037964442462	1602.0	1602.0	0.0	0.0186585108608158	0.0020365824085091	0.0015519167912632	0.0004846656172458	0.0003043749605022	0.0006649562739894	1602.0	1602.0	3.554491997584227e-07	0.4461670667946	0.4588014981273408	0.0396197844919433	0.0015129406287814	6408.0	0.0151493904092982	0.0640427474220401	0.000260163568981	8.400784261026006e-05	0.0004363192953518	5550.0	0.0622322831935021	3.489934712122154e-06	5550.0	0.0359813221256587	0.0883974221470177	0.0002882904865677	0.0001012257866964	0.0004753551864389	1387.0	1387.0
GSE307534_P22_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	12229	1	1	1	ok	1	12226	369054.0	6113	KRT8,KRT19,EPCAM	0.2302989188834863	5876	1731	48.061508261082935	14.158351055128415	66.23589072468509	0.0571020968487301	gt0	1731	6113	0.0084135643356073	0.1584115874179915	1.20700527100721e-35	6113.0	0.1338742613571334	0.1827547983442201	0.1584115874179915	1.20700527100721e-35	6113.0	0.1338742613571334	0.1827547983442201	1528.0	1528.0	0.0	0.0571208568410749	0.0081316579614221	0.005014349152206	0.003117308809216	0.0024086965898052	0.0038259210286268	1528.0	1528.0	3.331889978592887e-25	0.5535749999639914	0.7198952879581152	0.0611552649297508	1.7101560337804502e-06	6113.0	0.0361417041863786	0.0860922465228592	0.0014862474084685	0.0007915265376122	0.0021809682793247	4939.0	0.0789887103833219	2.7217920390191614e-08	4939.0	0.0512115702868036	0.1066437338737961	0.0013309070428834	0.0007932595686676	0.0018685545170992	1234.0	1234.0
GSE307534_P23_AIS	GSE307534	AIS_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	9996	1	1	1	no_contrast:no_CD8A_contrast	0	9968	460782.0	4984	KRT8,KRT19,EPCAM	0.2303557189979129	2667	443	26.75561797752809	4.44422150882825	38.16211878009631	0.0204621306423289	gt0	443	4984	0.0021307931290056																																											
GSE307534_P23_AIS-1	GSE307534	AIS_precursor	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	10826	1	1	1	ok	1	10811	469416.0	5406	KRT8,KRT19,EPCAM	0.2304484568994178	3181	738	29.42373508463602	6.826380538340579	39.1416944136145	0.0207399510186246	gt0	738	5406	0.0026171568402989	0.0350015795430958	0.0100616812368464	5406.0	0.0083513636899901	0.0616021085959953	0.0364358336407281	0.0073790990402327	5406.0	0.0097873318622339	0.0630326179132153	1351.0	1351.0	0.0	0.0207507321110778	0.0017368226316481	0.0015880768435573	0.0001487457880907	-4.785379939628863e-05	0.0003453453755777	1351.0	1351.0	0.1562878970082387	0.3674082359091588	0.3819393042190969	-0.00888434743578	0.513699568277283	5406.0	-0.0355339398927674	0.0177778713376674	-0.0001047870805883	-0.0003097153389034	0.0001001411777268	4515.0	0.0214727192183006	0.1491333729165351	4515.0	-0.0077023665500837	0.0506112793697762	9.557628917582652e-05	-0.0001091410467383	0.00030029362509	1128.0	1128.0
GSE307534_P23_LUAD	GSE307534	LUAD_invasive	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307534	10894	1	1	1	no_contrast:no_CD8A_contrast	0	10883	526497.0	5442	KRT8,KRT19,EPCAM	0.2304478649969662	6028	401	55.38913902416613	3.684645777818616	88.07423741271592	0.1458942911396169	gt0	401	5442	0.0014970382964773																																											
