sample	CLDN4	CXCL10	CXCL13	CXCL9	CXCR3
TCGA-38-4625-01	12.4624	10.8441	8.5376	10.2242	6.9484
TCGA-38-4626-01	12.3126	8.2237	6.2414	8.0719	5.6787
TCGA-38-4627-01	12.7584	8.1521	6.61	8.3458	6.1507
TCGA-38-4628-01	14.2623	6.9462	9.3517	4.97	5.2471
TCGA-38-4629-01	13.2428	11.289	9.8606	12.1617	7.1968
TCGA-38-4630-01	12.7047	9.7904	6.3278	10.2667	5.509
TCGA-38-4631-01	13.0615	9.5273	8.9974	9.9418	5.2435
TCGA-38-4632-01	13.8423	10.3588	10.4213	10.3428	6.8156
TCGA-38-6178-01	12.8884	7.0618	9.132	8.648	5.756
TCGA-38-7271-01	13.6993	8.9299	13.9848	11.9427	8.6589
TCGA-38-A44F-01	12.4427	10.0712	11.5738	11.5681	7.8303
TCGA-44-2655-01	12.8344	6.7783	10.9889	8.3256	6.1897
TCGA-44-2656-01	13.5818	10.9081	10.0357	12.8015	7.9166
TCGA-44-2657-01	13.965	10.5322	12.5406	12.4645	9.0049
TCGA-44-2659-01	12.9296	9.6218	7.955	11.0649	8.3029
TCGA-44-2661-01	12.9428	11.527	11.153	12.0046	8.1444
TCGA-44-2662-01	13.9337	9.3717	6.9352	9.8919	5.5645
TCGA-44-2665-01	12.3185	7.4598	10.9662	8.0277	5.0139
TCGA-44-2666-01	12.9675	5.5508	5.7315	6.5546	5.3589
TCGA-44-2668-01	12.7566	10.9016	9.9822	11.9335	7.7278
TCGA-44-3396-01	14.0732	10.5227	10.1649	11.5311	7.1787
TCGA-44-3398-01	12.112	8.896	9.9492	8.7813	5.8886
TCGA-44-3918-01	13.4274	12.6034	11.2461	13.7828	8.5673
TCGA-44-3919-01	13.3954	10.5196	9.6521	12.0083	8.0817
TCGA-44-4112-01	13.5334	7.9541	6.0102	8.3214	5.8386
TCGA-44-5643-01	12.1336	8.0263	9.7246	10.9489	6.4647
TCGA-44-5644-01	12.2472	6.105	6.7015	7.0589	5.5305
TCGA-44-5645-01	12.9091	8.2256	9.9244	9.7286	7.7171
TCGA-44-6145-01	12.0583	9.9709	11.5726	12.11	7.3406
TCGA-44-6146-01	11.3115	6.3773	2.3395	7.8156	6.5401
TCGA-44-6147-01	13.7565	8.0103	11.0391	10.5284	6.7342
TCGA-44-6148-01	11.9937	5.77	9.2592	6.8468	5.9682
TCGA-44-6774-01	12.2869	8.6495	7.055	9.2343	6.6767
TCGA-44-6775-01	12.7879	8.7703	6.8716	9.1366	6.4812
TCGA-44-6776-01	12.9028	5.6186	5.7399	7.5138	5.149
TCGA-44-6777-01	12.4753	9.3516	8.8626	10.5151	7.5806
TCGA-44-6778-01	11.2938	10.6364	10.4156	13.2291	7.9233
TCGA-44-6779-01	12.3705	11.4297	9.8884	13.0716	7.893
TCGA-44-7659-01	13.439	6.8499	8.1586	9.0543	6.1243
TCGA-44-7660-01	12.3919	9.3535	8.7663	10.3667	5.6618
TCGA-44-7661-01	13.1095	10.3348	8.8091	10.8699	6.8493
TCGA-44-7662-01	13.66	10.422	8.1313	10.5463	6.5761
TCGA-44-7667-01	12.1373	9.2937	6.2078	9.9432	5.3203
TCGA-44-7669-01	11.8764	9.3048	8.8838	11.0805	6.0647
TCGA-44-7670-01	13.4328	7.9488	8.7244	9.2636	5.228
TCGA-44-7671-01	12.6456	5.29	7.5191	6.1929	4.425
TCGA-44-7672-01	13.4386	9.961	11.0298	11.637	8.2368
TCGA-44-8117-01	14.331	9.0364	8.7177	11.0229	6.7696
TCGA-44-8119-01	12.0346	9.2857	9.2918	11.0331	5.7931
TCGA-44-8120-01	13.6934	6.5297	9.1016	7.452	6.1572
TCGA-44-A479-01	10.89	11.0325	11.9234	13.2719	7.6453
TCGA-44-A47A-01	12.4884	8.1156	9.2695	10.2594	6.2328
TCGA-44-A47B-01	12.1678	9.4458	8.4744	10.4461	5.4592
TCGA-44-A47G-01	12.7558	10.2651	11.0577	12.1249	7.9159
TCGA-44-A4SS-01	14.2554	11.7294	9.9246	13.6443	7.3215
TCGA-44-A4SU-01	13.7425	8.2583	10.0598	10.6137	7.4606
TCGA-49-4486-01	13.6094	6.1663	8.5838	7.1993	5.2818
TCGA-49-4487-01	12.8205	9.6807	11.482	12.2453	8.408
TCGA-49-4488-01	14.2491	10.1713	9.4259	11.0889	6.7469
TCGA-49-4490-01	14.7058	7.5418	6.4756	9.0134	7.3565
TCGA-49-4494-01	14.4296	11.4509	8.8601	10.3308	5.9685
TCGA-49-4501-01	13.6714	8.0101	10.8416	9.7199	6.8035
TCGA-49-4505-01	14.4127	10.7456	9.1917	11.7994	7.1629
TCGA-49-4506-01	11.0784	9.436	10.8586	10.756	6.4814
TCGA-49-4507-01	12.1646	9.8825	10.3969	12.1871	8.1652
TCGA-49-4510-01	13.7191	6.9607	8.0361	8.3146	5.667
TCGA-49-4512-01	13.6541	6.6681	8.8379	7.8839	6.3925
TCGA-49-4514-01	12.6243	8.8043	10.8118	11.0206	8.0244
TCGA-49-6742-01	13.5595	5.9402	5.9749	6.4996	5.8311
TCGA-49-6743-01	12.7352	8.5418	8.8875	10.4027	6.4203
TCGA-49-6744-01	13.0655	9.703	9.6754	10.2592	7.4565
TCGA-49-6745-01	13.9721	9.4023	8.4548	10.8534	8.1991
TCGA-49-6761-01	13.4638	10.3226	10.9118	11.675	10.9578
TCGA-49-6767-01	14.9288	11.3449	8.6873	12.6369	9.4088
TCGA-49-AAQV-01	13.8427	7.9292	9.8055	9.5631	7.2929
TCGA-49-AAR0-01	13.9141	8.4141	10.1758	10.1464	7.2916
TCGA-49-AAR2-01	12.3571	7.6499	9.3011	10.5797	7.3821
TCGA-49-AAR3-01	12.7714	11.7508	11.0607	13.5448	9.4085
TCGA-49-AAR4-01	13.5861	8.6713	8.915	11.4335	9.1509
TCGA-49-AAR9-01	14.4641	8.1128	7.3568	12.3961	4.2402
TCGA-49-AARE-01	14.5891	9.0851	9.8583	11.2058	7.9813
TCGA-49-AARN-01	13.4552	6.9644	9.531	8.9557	6.9815
TCGA-49-AARO-01	13.9747	8.6807	9.689	10.2748	7.1983
TCGA-49-AARQ-01	12.1781	9.2724	9.7378	11.4106	7.5766
TCGA-49-AARR-01	12.4642	6.4127	10.0201	8.2141	6.4553
TCGA-4B-A93V-01	12.8136	7.6794	8.9627	10.7319	6.0221
TCGA-50-5044-01	10.4577	9.5254	10.351	10.4482	6.9758
TCGA-50-5045-01	13.0188	10.794	11.6201	11.4475	8.2373
TCGA-50-5049-01	13.5377	12.3471	11.7907	14.2278	8.7088
TCGA-50-5051-01	13.4833	3.1286	8.8072	4.5992	6.1752
TCGA-50-5055-01	12.7665	9.9552	14.2757	11.3739	8.862
TCGA-50-5066-01	13.162	11.7482	12.3717	12.6111	7.0215
TCGA-50-5068-01	13.7123	12.1012	12.2857	11.5811	6.9154
TCGA-50-5072-01	13.0629	7.0564	8.0459	9.0457	4.9336
TCGA-50-5930-01	12.7199	8.583	10.6099	10.8458	6.2359
TCGA-50-5931-01	13.0229	6.6903	12.3471	7.2706	3.5524
TCGA-50-5932-01	14.3326	6.2601	4.9312	7.4283	4.9312
TCGA-50-5933-01	12.5462	11.0087	7.1112	11.6951	6.4966
TCGA-50-5935-01	14.1507	8.3725	4.8899	11.6777	7.7476
TCGA-50-5936-01	14.0301	6.9939	7.3957	8.6231	5.7838
TCGA-50-5939-01	11.7306	8.1987	9.5443	9.2029	5.9674
TCGA-50-5941-01	13.1522	11.3519	10.9248	13.2737	8.2305
TCGA-50-5942-01	12.384	6.9287	7.0795	9.0031	6.2682
TCGA-50-5944-01	13.5533	7.0188	3.3431	8.1953	5.1603
TCGA-50-5946-01	13.5318	8.2525	7.4028	8.9542	3.653
TCGA-50-6590-01	11.949	11.193	10.9231	13.1597	7.7122
TCGA-50-6591-01	10.4684	3.1319	1.9953	2.9205	1.9953
TCGA-50-6592-01	13.6928	10.3984	10.1783	12.2206	6.8548
TCGA-50-6593-01	13.1307	6.8951	7.9871	8.3065	6.3084
TCGA-50-6594-01	13.8267	6.7926	4.8664	7.4391	8.4231
TCGA-50-6595-01	12.3902	12.3313	9.6152	11.5047	6.5386
TCGA-50-6597-01	12.832	8.9835	10.9597	11.3949	8.7253
TCGA-50-6673-01	12.8528	7.4547	8.128	8.1452	5.7772
TCGA-50-7109-01	12.7292	9.4315	9.018	11.032	7.2683
TCGA-50-8457-01	13.6486	8.6116	9.418	10.8579	7.6459
TCGA-50-8459-01	11.3731	7.4787	8.7106	8.9547	7.9363
TCGA-50-8460-01	13.2652	6.6187	9.632	9.4586	7.1013
TCGA-53-7624-01	12.3371	11.7431	9.1979	11.4816	5.816
TCGA-53-7626-01	13.952	9.4509	10.8216	11.2876	7.6594
TCGA-53-7813-01	11.7644	8.4906	9.7066	8.9553	5.8717
TCGA-53-A4EZ-01	12.4489	7.6215	7.6697	9.0904	7.7745
TCGA-55-1592-01	13.2875	8.5726	6.0727	9.4255	5.5878
TCGA-55-1594-01	11.8043	9.2365	9.3855	10.9292	6.4829
TCGA-55-1595-01	12.7133	9.6206	8.8379	11.139	6.5929
TCGA-55-1596-01	13.5284	9.041	7.9397	9.2741	5.9118
TCGA-55-5899-01	12.7733	9.8783	7.7618	12.4727	6.557
TCGA-55-6543-01	13.5398	8.1421	2.8342	9.1252	5.8682
TCGA-55-6642-01	12.0786	8.4001	6.9565	10.5063	7.1486
TCGA-55-6712-01	13.9914	9.8783	10.4214	12.4604	7.3348
TCGA-55-6968-01	13.0584	10.2877	8.9446	13.1612	7.5338
TCGA-55-6969-01	12.4594	10.3394	9.6524	11.2979	8.0455
TCGA-55-6970-01	11.7718	9.4171	9.4225	11.7663	6.8257
TCGA-55-6971-01	12.1784	9.8495	10.4679	11.9454	8.2571
TCGA-55-6972-01	14.1394	5.1854	3.3409	6.7891	4.504
TCGA-55-6975-01	12.4289	8.185	7.9312	7.3243	5.6569
TCGA-55-6978-01	13.3122	12.5462	10.5508	14.0599	8.1813
TCGA-55-6979-01	13.2114	12.4183	11.3613	13.5438	8.3102
TCGA-55-6980-01	14.0199	9.0297	3.8342	10.0417	8.0079
TCGA-55-6981-01	14.9573	5.9431	8.6663	6.321	4.7246
TCGA-55-6982-01	14.8829	10.1283	8.8515	11.1882	8.0778
TCGA-55-6983-01	13.1022	7.1511	12.5277	9.652	7.3398
TCGA-55-6984-01	13.5138	4.9618	8.2151	5.6542	5.6009
TCGA-55-6985-01	14.2372	10.546	9.5712	12.6434	7.4746
TCGA-55-6986-01	13.3351	6.4747	7.7163	8.4385	6.2313
TCGA-55-6987-01	12.335	10.6596	11.4652	12.3636	9.0773
TCGA-55-7227-01	13.1812	9.4276	8.4988	11.3649	7.3944
TCGA-55-7281-01	14.6259	10.0717	8.6454	11.2986	9.0647
TCGA-55-7283-01	14.1729	8.4934	5.8739	9.8569	6.9105
TCGA-55-7284-01	13.2588	8.1434	5.5489	9.8185	7.9551
TCGA-55-7570-01	12.6991	7.4062	7.742	9.2541	5.2658
TCGA-55-7573-01	12.4929	8.3596	10.7224	11.0386	7.5388
TCGA-55-7574-01	12.0012	8.913	11.7042	10.7618	7.5265
TCGA-55-7576-01	13.845	8.438	8.5362	9.9428	6.5896
TCGA-55-7724-01	10.7851	9.6158	10.1475	10.9751	4.2507
TCGA-55-7725-01	11.6398	9.8958	11.7946	12.0511	4.8758
TCGA-55-7726-01	12.2533	8.9648	7.9728	9.5368	2.8502
TCGA-55-7727-01	12.0609	8.7152	10.6991	11.2643	4.6354
TCGA-55-7728-01	12.821	8.5584	10.3103	10.1531	8.3515
TCGA-55-7815-01	9.6647	9.3494	9.1009	10.3887	3.9096
TCGA-55-7816-01	10.4825	11.3795	7.3501	12.9961	6.9889
TCGA-55-7903-01	13.7809	9.5409	7.4788	10.8833	7.3169
TCGA-55-7907-01	13.47	10.3526	9.5658	12.8134	9.1273
TCGA-55-7910-01	12.1569	7.3895	8.2513	8.3971	5.1773
TCGA-55-7911-01	13.1006	11.5567	10.7398	11.2775	7.5228
TCGA-55-7913-01	13.9538	8.4522	6.2514	9.1234	4.9198
TCGA-55-7914-01	13.1786	8.7708	9.2602	10.8792	7.6503
TCGA-55-7994-01	12.9841	10.6734	8.7397	13.6539	8.4741
TCGA-55-7995-01	13.7061	10.939	9.2682	13.6416	8.5376
TCGA-55-8085-01	12.7947	10.554	10.0777	12.4804	7.2709
TCGA-55-8087-01	13.2314	4.4784	3.3819	6.6203	4.6686
TCGA-55-8089-01	11.6759	12.0728	10.9862	14.4775	8.0614
TCGA-55-8090-01	13.9407	7.779	6.8872	8.8978	5.4302
TCGA-55-8091-01	13.004	9.8062	7.5299	11.649	6.2696
TCGA-55-8092-01	12.4752	10.3194	9.0116	12.4306	7.4136
TCGA-55-8094-01	13.6028	7.6096	6.9724	5.4369	5.0525
TCGA-55-8096-01	13.0661	7.8212	4.83	8.9421	6.2859
TCGA-55-8097-01	13.5792	6.6933	9.3548	8.9075	6.6764
TCGA-55-8203-01	13.3033	8.8682	10.1678	10.3487	7.9382
TCGA-55-8204-01	12.1725	10.2664	7.7771	10.9129	6.3097
TCGA-55-8205-01	12.9263	12.2758	9.9237	13.2655	7.8343
TCGA-55-8206-01	13.083	6.4996	5.8653	7.64	6.1496
TCGA-55-8207-01	13.9501	6.8093	6.9768	8.5401	5.6449
TCGA-55-8208-01	12.9167	11.6183	11.0187	13.2	8.6556
TCGA-55-8299-01	11.3939	10.6236	8.999	11.9603	7.7827
TCGA-55-8301-01	13.3162	11.9609	9.946	13.4036	8.4803
TCGA-55-8302-01	14.9435	9.4837	8.5691	10.476	8.8301
TCGA-55-8505-01	13.815	6.0912	4.7823	6.9214	4.9008
TCGA-55-8506-01	13.2701	9.3473	7.4324	10.3191	7.0092
TCGA-55-8507-01	13.0026	7.026	6.6979	7.5355	5.2809
TCGA-55-8508-01	13.7315	6.379	7.8175	8.0325	7.5915
TCGA-55-8510-01	13.7664	9.842	8.9366	11.4262	8.3754
TCGA-55-8511-01	13.6603	9.3832	9.9262	11.4726	7.3613
TCGA-55-8512-01	13.4602	5.6641	3.4088	5.6019	4.5514
TCGA-55-8513-01	12.5247	7.6532	9.7778	8.6362	6.1137
TCGA-55-8514-01	14.4052	8.3089	7.2719	7.6557	6.6765
TCGA-55-8614-01	12.7772	9.1402	7.2879	10.224	5.5704
TCGA-55-8615-01	12.1794	5.0007	9.7051	6.2454	5.9657
TCGA-55-8616-01	14.2407	5.9401	10.3015	9.98	6.3085
TCGA-55-8619-01	13.0374	8.0136	9.0478	9.6175	8.188
TCGA-55-8620-01	13.4318	9.1232	8.2898	11.9157	7.8505
TCGA-55-8621-01	12.3754	9.8391	7.076	11.1019	7.8303
TCGA-55-A48X-01	13.7898	8.441	11.7713	10.791	7.7256
TCGA-55-A48Y-01	11.1427	8.3949	8.6892	9.7618	5.6989
TCGA-55-A48Z-01	14.2594	9.6214	6.9655	10.9498	7.8737
TCGA-55-A490-01	13.1959	7.2437	6.8473	9.4104	6.8778
TCGA-55-A491-01	14.1298	10.0667	8.9087	10.878	7.5617
TCGA-55-A492-01	12.8497	6.1202	6.6907	7.8165	6.1531
TCGA-55-A493-01	14.1584	11.0527	9.337	11.679	8.3797
TCGA-55-A494-01	14.8775	3.4854	0.916	4.7399	6.4508
TCGA-55-A4DF-01	12.3733	10.1231	9.9818	11.5982	6.9213
TCGA-55-A4DG-01	13.1414	8.7026	10.4406	10.6142	7.0933
TCGA-55-A57B-01	14.5326	7.3965	4.1639	7.5537	5.389
TCGA-62-8394-01	14.3344	8.8665	6.1299	9.1524	6.3146
TCGA-62-8395-01	13.0498	6.8126	6.7375	8.5747	6.0521
TCGA-62-8397-01	13.2464	3.9633	5.1117	4.4221	5.388
TCGA-62-8398-01	13.4028	8.1874	8.1052	10.4316	5.7223
TCGA-62-8399-01	13.5222	7.3742	5.6703	8.5171	5.4
TCGA-62-8402-01	12.3061	12.1277	5.7473	13.5008	7.9006
TCGA-62-A46O-01	10.838	6.0122	4.1922	7.0981	2.9428
TCGA-62-A46P-01	11.2594	5.9164	6.0036	6.3073	4.9224
TCGA-62-A46R-01	13.7209	8.5893	9.6163	9.0761	6.8398
TCGA-62-A46S-01	12.7215	8.2326	4.2219	10.0338	6.1716
TCGA-62-A46U-01	12.7864	11.3702	10.2213	13.9121	8.5349
TCGA-62-A46V-01	12.5703	6.6114	1.7997	7.2561	5.2374
TCGA-62-A46Y-01	13.5356	9.2867	8.1225	9.785	6.8301
TCGA-62-A470-01	12.2752	7.5655	3.2661	8.5187	5.2459
TCGA-62-A471-01	12.5541	6.8843	7.318	7.4292	5.3358
TCGA-62-A472-01	13.1811	9.3392	9.7451	10.7929	6.7439
TCGA-64-1676-01	13.836	12.0772	9.2246	11.9746	5.9535
TCGA-64-1677-01	13.1946	11.2165	11.4414	11.4578	6.6041
TCGA-64-1678-01	12.9673	6.8949	9.677	6.7766	3.3737
TCGA-64-1679-01	13.4903	9.1163	5.2643	8.9263	6.0943
TCGA-64-1680-01	14.2411	7.3895	7.1674	8.3916	4.7633
TCGA-64-1681-01	13.886	8.8478	9.2731	10.3796	6.2851
TCGA-64-5774-01	13.3238	7.1387	7.7282	8.0366	5.0365
TCGA-64-5775-01	10.5857	7.9291	6.6944	5.5241	3.8539
TCGA-64-5778-01	13.6608	11.2779	12.1922	13.2848	8.1698
TCGA-64-5779-01	11.4315	8.7254	9.7125	10.0597	6.5338
TCGA-64-5781-01	12.9169	10.1482	10.5735	11.3175	7.6648
TCGA-64-5815-01	13.4496	7.9704	7.833	8.6665	6.1157
TCGA-67-3770-01	13.0756	9.8677	6.1596	10.12	5.5847
TCGA-67-3771-01	12.5918	10.2755	10.0626	12.5927	6.4428
TCGA-67-3772-01	13.9398	8.2629	10.4641	8.6801	7.1005
TCGA-67-3773-01	13.3417	11.0081	8.2825	11.7554	6.7396
TCGA-67-3774-01	11.7095	8.5664	9.3652	10.9332	7.1118
TCGA-67-4679-01	13.4536	7.311	5.6864	8.4316	5.5692
TCGA-67-6215-01	12.5587	7.0934	3.6491	8.1386	5.0778
TCGA-67-6216-01	13.0958	7.4056	9.9365	8.6029	6.3426
TCGA-67-6217-01	13.1887	8.4863	8.768	11.2748	6.5583
TCGA-69-7760-01	13.4997	4.8939	2.7272	5.5803	6.9906
TCGA-69-7761-01	12.3437	11.5846	9.6286	13.562	7.4845
TCGA-69-7763-01	12.0187	6.6902	7.3588	7.3167	6.0577
TCGA-69-7764-01	12.682	8.1838	8.1805	10.909	5.3501
TCGA-69-7765-01	13.0924	8.4012	8.9249	10.1304	7.2836
TCGA-69-7973-01	12.5765	6.6225	8.7432	8.2862	5.5121
TCGA-69-7974-01	13.4729	11.0005	7.6331	11.8735	7.1265
TCGA-69-7978-01	13.366	10.8679	8.66	12.3381	8.1572
TCGA-69-7979-01	14.1813	8.4823	7.3899	10.4352	4.3927
TCGA-69-7980-01	13.7292	10.6239	9.4227	11.9987	7.6833
TCGA-69-8253-01	13.1877	5.0935	9.2428	8.0622	5.5806
TCGA-69-8254-01	13.6928	8.9058	8.7052	11.0971	6.8722
TCGA-69-8255-01	11.5661	10.4442	9.4957	12.7263	8.3443
TCGA-69-8453-01	13.4106	9.384	10.2467	11.2744	6.9348
TCGA-69-A59K-01	12.3452	9.0294	10.0936	11.6066	7.0972
TCGA-71-6725-01	14.4992	5.9723	5.2647	4.1324	3.0855
TCGA-71-8520-01	13.7887	7.4783	7.4632	8.1918	5.8435
TCGA-73-4658-01	13.6656	9.3134	8.9769	10.4797	6.5311
TCGA-73-4659-01	12.9723	6.3316	6.016	7.536	4.4096
TCGA-73-4662-01	14.4697	7.8486	9.8439	10.1298	7.2432
TCGA-73-4666-01	14.6697	10.7237	9.8353	14.0222	8.7686
TCGA-73-4668-01	14.1461	5.9883	7.7761	9.3883	5.4691
TCGA-73-4670-01	13.3303	7.7953	6.4079	8.3182	4.121
TCGA-73-4675-01	12.6741	4.6533	6.8141	5.6243	5.5307
TCGA-73-4676-01	13.5947	7.094	6.5281	7.5852	5.3978
TCGA-73-4677-01	12.4689	6.8002	8.2062	8.7724	5.3641
TCGA-73-7498-01	13.2693	6.4763	8.5379	9.3568	7.0275
TCGA-73-7499-01	13.5325	11.7294	11.1941	13.1286	8.5322
TCGA-73-A9RS-01	12.1329	7.5035	8.693	10.166	5.4638
TCGA-75-5122-01	11.4644	12.3541	11.0113	13.8573	8.5766
TCGA-75-5125-01	13.3007	10.9277	9.1949	12.966	7.5396
TCGA-75-5126-01	13.7678	10.4947	7.717	11.487	7.0571
TCGA-75-5146-01	13.118	8.3087	11.3064	9.1151	6.2368
TCGA-75-5147-01	13.4697	10.6873	8.7002	9.3503	7.0724
TCGA-75-6203-01	11.6967	8.0278	3.0985	9.1473	7.1356
TCGA-75-6205-01	12.0092	11.4994	8.9165	12.1393	7.7734
TCGA-75-6206-01	12.5753	6.7033	8.1603	8.308	4.9926
TCGA-75-6207-01	14.5601	6.5775	3.8705	6.1564	4.8861
TCGA-75-6211-01	12.5362	6.6192	8.2358	8.5562	6.0748
TCGA-75-6212-01	12.5559	7.1585	11.0789	8.5056	6.2446
TCGA-75-6214-01	12.9645	8.2923	5.3174	8.051	4.4959
TCGA-75-7025-01	12.2662	6.6829	9.7404	7.697	6.4899
TCGA-75-7027-01	12.7511	7.7342	7.4607	9.1979	4.487
TCGA-75-7030-01	12.5374	8.5823	9.2876	10.0895	6.8397
TCGA-75-7031-01	12.7458	9.6398	10.3865	11.3755	6.4785
TCGA-78-7143-01	14.0954	7.6483	7.3204	7.4994	6.98
TCGA-78-7145-01	14.0899	6.5651	3.0985	7.0875	7.5796
TCGA-78-7146-01	13.3372	9.2059	6.8508	9.8974	8.2713
TCGA-78-7147-01	13.6936	10.3329	5.6857	11.09	6.984
TCGA-78-7148-01	13.4157	8.1654	7.612	9.6859	6.7605
TCGA-78-7149-01	12.5215	6.8747	6.7097	8.5545	5.5811
TCGA-78-7150-01	12.0061	8.3322	7.752	8.3752	4.9464
TCGA-78-7152-01	13.2431	7.7452	10.4215	9.8545	6.9491
TCGA-78-7153-01	12.5995	6.4627	7.1829	7.8225	7.3978
TCGA-78-7154-01	12.6142	9.0326	7.9406	9.9415	5.267
TCGA-78-7155-01	10.4799	8.4934	5.2493	11.3088	4.694
TCGA-78-7156-01	12.3403	7.9858	4.3855	9.8661	5.2598
TCGA-78-7158-01	13.264	7.0275	3.7932	7.9414	5.1131
TCGA-78-7159-01	12.4767	8.2765	7.9532	8.8744	6.2466
TCGA-78-7160-01	13.0426	9.9144	8.3287	12.0819	7.3994
TCGA-78-7161-01	12.2616	6.6415	5.9962	7.1766	5.884
TCGA-78-7162-01	12.3719	8.1359	9.6395	10.4294	7.1706
TCGA-78-7163-01	13.5808	5.5189	7.2895	6.8712	5.9608
TCGA-78-7166-01	12.6705	8.7627	9.4867	9.7379	6.203
TCGA-78-7167-01	12.835	6.6086	8.1968	8.4556	5.3407
TCGA-78-7220-01	12.2959	7.577	8.2414	9.2329	5.4159
TCGA-78-7535-01	13.239	5.0592	1.2759	4.1746	6.0296
TCGA-78-7536-01	13.2286	10.4049	8.4682	12.3307	6.0444
TCGA-78-7537-01	12.2184	5.7586	6.2046	7.0431	5.7586
TCGA-78-7539-01	13.2402	10.4459	8.9733	11.3019	7.936
TCGA-78-7540-01	14.5673	5.9066	7.1649	7.0756	6.8986
TCGA-78-7542-01	12.8545	10.9866	8.2513	10.2907	5.6622
TCGA-78-7633-01	12.593	5.7387	4.6709	6.5677	4.0979
TCGA-78-8640-01	14.0946	8.2582	7.5435	10.1022	6.5148
TCGA-78-8648-01	11.7257	8.2311	9.4512	10.7773	7.9923
TCGA-78-8655-01	13.7552	9.2681	7.8352	10.6434	7.1901
TCGA-78-8660-01	13.2234	9.5574	9.2429	12.1068	8.6011
TCGA-78-8662-01	13.9595	7.5209	5.3705	8.9408	5.4815
TCGA-80-5607-01	13.845	9.0136	9.8877	10.8105	6.2452
TCGA-80-5608-01	13.6778	8.7354	8.6552	8.8011	4.8411
TCGA-80-5611-01	12.4841	11.8391	8.7187	12.2229	6.4123
TCGA-83-5908-01	13.1045	12.4962	10.4209	14.028	7.3672
TCGA-86-6562-01	14.4829	7.2594	6.076	8.2623	6.2074
TCGA-86-6851-01	13.2668	10.7868	10.0537	14.0864	9.0079
TCGA-86-7701-01	12.3385	8.6715	11.0627	9.7531	7.9017
TCGA-86-7711-01	11.1622	9.0518	8.4404	9.1869	5.327
TCGA-86-7713-01	12.6879	8.1191	6.7711	8.6104	5.5818
TCGA-86-7714-01	12.7505	5.8428	5.1609	7.8238	4.558
TCGA-86-7953-01	13.6516	8.2763	7.8379	8.3434	6.5419
TCGA-86-7954-01	13.2073	12.4075	9.6425	13.2669	7.9526
TCGA-86-7955-01	13.05	7.7249	6.3041	7.0047	3.9782
TCGA-86-8054-01	12.8096	5.8231	6.6134	7.8316	3.9374
