term	rho	p	n_x	n_genes_present	cohort	split	bucket	expected	primary	source	enrichr_name	n_y	q
HALLMARK_MYOGENESIS	0.07255751017381513	0.10001945396720198	515	198	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myogenesis	200	0.15485771281775584
HALLMARK_PROTEIN_SECRETION	0.039946656848110995	0.36562844204181405	515	95	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Protein Secretion	96	0.42300736460605504
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.13398594749963105	0.0023114831965941173	515	92	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Alpha Response	97	0.005778707991485293
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.09211827652192783	0.03663020265472119	515	196	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Gamma Response	200	0.06464153409656681
HALLMARK_APICAL_JUNCTION	0.18773050401494695	1.8019633317884495e-05	515	194	TCGA-LUAD	quartile	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	6.757362494206686e-05
HALLMARK_APICAL_SURFACE	0.16456372900241567	0.00017607844785230174	515	43	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Surface	44	0.0005560372037441108
HALLMARK_HEDGEHOG_SIGNALING	-0.07027493317719939	0.11118562240936904	515	35	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Hedgehog Signaling	36	0.16677843361405356
HALLMARK_COMPLEMENT	0.062122219845773353	0.15921642531321448	515	195	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Complement	200	0.22745203616173496
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.25325631706028107	5.58870059292341e-09	515	106	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Unfolded Protein Response	113	3.353220355754045e-08
HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.02941635249001554	0.5053565698665439	515	104	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	PI3K/AKT/mTOR Signaling	105	0.5721017772074082
HALLMARK_MTORC1_SIGNALING	-0.05102319304333896	0.24774665010947672	515	192	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	mTORC1 Signaling	200	0.3096833126368459
HALLMARK_E2F_TARGETS	-0.07715016244851382	0.08026176132238219	515	187	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	E2F Targets	200	0.13376960220397033
HALLMARK_MYC_TARGETS_V1	-0.08431012632121893	0.055868811330854924	515	188	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myc Targets V1	200	0.09577510513860843
HALLMARK_MYC_TARGETS_V2	-0.12760524802505466	0.0037238508850590563	515	58	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myc Targets V2	58	0.008937242124141735
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.05757722833048671	0.19204862344878298	515	194	TCGA-LUAD	quartile	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.256064831265044
HALLMARK_INFLAMMATORY_RESPONSE	0.05855737074962122	0.1845788609162102	515	197	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Inflammatory Response	200	0.256064831265044
HALLMARK_XENOBIOTIC_METABOLISM	0.09803616147008459	0.02609802374514778	515	197	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Xenobiotic Metabolism	200	0.04893379452215209
HALLMARK_FATTY_ACID_METABOLISM	-0.024864508367845678	0.5734475307740935	515	154	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Fatty Acid Metabolism	158	0.6255791244808293
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.09405260052258164	0.0328477777531346	515	182	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Oxidative Phosphorylation	200	0.05972323227842655
HALLMARK_GLYCOLYSIS	0.22780345089375803	1.7322759427021063e-07	515	196	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Glycolysis	200	8.661379713510532e-07
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.047034229078870435	0.28670735703158123	515	45	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Reactive Oxygen Species Pathway	49	0.3510702330998954
HALLMARK_UV_RESPONSE_UP	-0.07396295348938044	0.09360015746442275	515	152	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	UV Response Up	158	0.15178403913149635
HALLMARK_UV_RESPONSE_DN	0.05676993852728434	0.19836562601697122	515	137	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	UV Response Dn	144	0.25873777306561463
HALLMARK_ANGIOGENESIS	-0.009982579004078146	0.8212045866398	515	36	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Angiogenesis	36	0.8351233084472542
HALLMARK_COAGULATION	0.10152154668257185	0.021208699176986173	515	136	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Coagulation	138	0.04388006726273001
HALLMARK_IL2_STAT5_SIGNALING	0.02151692205146494	0.62614030094353	515	194	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	IL-2/STAT5 Signaling	199	0.6708646081537822
HALLMARK_BILE_ACID_METABOLISM	0.042917261931980984	0.33103613288916717	515	112	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Bile Acid Metabolism	112	0.39724335946700057
HALLMARK_ALLOGRAFT_REJECTION	0.026943264236653226	0.5418187567917643	515	195	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Allograft Rejection	200	0.6020208408797381
HALLMARK_SPERMATOGENESIS	-0.14769054628850306	0.0007739642278504263	515	132	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Spermatogenesis	135	0.002211326365286932
HALLMARK_KRAS_SIGNALING_UP	0.05807566762730557	0.18822273039249687	515	193	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	KRAS Signaling Up	200	0.256064831265044
HALLMARK_KRAS_SIGNALING_DN	0.018248536056945885	0.6794942944066693	515	188	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	KRAS Signaling Dn	200	0.7152571520070203
HALLMARK_PANCREAS_BETA_CELLS	-0.3326645013307458	8.98087255525203e-15	515	40	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Pancreas Beta Cells	40	8.98087255525203e-14
KEGG_TIGHT_JUNCTION	0.296949812429654	6.0597008205934625e-12	515	163	TCGA-LUAD	quartile	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	5.1940292747943965e-11
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.22290792218021507	3.2090748740834894e-07	515	45	TCGA-LUAD	quartile	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	1.4811114803462258e-06
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.39484751609912405	1.1620419805691638e-20	515	51	TCGA-LUAD	quartile	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	2.3240839611383277e-19
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.138456351024612	0.0016348175699056268	515	46	TCGA-LUAD	quartile	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.004458593372469891
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.4639373436282335	7.542169276943295e-29	515	18	TCGA-LUAD	quartile	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	4.525301566165977e-27
GOBP_KERATINOCYTE_DIFFERENTIATION	0.43914158096405587	1.083962994216056e-25	515	40	TCGA-LUAD	quartile	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	3.2518889826481678e-24
GOBP_KERATINIZATION	0.37453819030295543	1.351688549163926e-18	515	79	TCGA-LUAD	quartile	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	1.6220262589967112e-17
GOBP_CORNIFICATION	0.2885064782832325	2.4930933813236852e-11	515	8	TCGA-LUAD	quartile	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		9	1.869820035992764e-10
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.18461502779325123	2.4901383767533534e-05	515	76	TCGA-LUAD	quartile	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	8.788723682658895e-05
KRT_EPITHELIAL	0.3884840359956901	5.345812223287932e-20	515	17	TCGA-LUAD	quartile	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	8.018718334931898e-19
HALLMARK_P53_PATHWAY	0.25457087548070956	4.631186395792412e-09	515	190	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	p53 Pathway	200	3.087457597194941e-08
HALLMARK_HEME_METABOLISM	0.055763703489633006	0.20644976129204434	515	190	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	heme Metabolism	200	0.2635528867558013
HALLMARK_PEROXISOME	0.12087295710500916	0.0060243161625105875	515	101	TCGA-LUAD	quartile	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Pperoxisome	104	0.013902268067332125
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.10866512579651133	0.013612787035023995	515	197	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	TNF-alpha Signaling via NF-kB	200	0.029170257932194275
HALLMARK_HYPOXIA	0.0981559503096391	0.025915103474953537	515	190	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Hypoxia	200	0.04893379452215209
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.13785428801216826	0.0017138967058596855	515	72	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Cholesterol Homeostasis	74	0.004471034884851353
HALLMARK_MITOTIC_SPINDLE	-0.01375832146975768	0.7554341738034337	515	196	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Mitotic Spindle	199	0.7814836280725177
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.16692862513556428	0.00014137890969335553	515	42	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Wnt-beta Catenin Signaling	42	0.0004712630323111851
HALLMARK_TGF_BETA_SIGNALING	0.11199197858437364	0.010980076022360818	515	54	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	TGF-beta Signaling	54	0.024400168938579596
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.06883698390590605	0.11870907811289973	515	87	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	IL-6/JAK/STAT3 Signaling	87	0.17372060211643864
HALLMARK_DNA_REPAIR	-0.0023911644595342382	0.9568296961069201	515	140	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	DNA Repair	150	0.9568296961069201
HALLMARK_G2M_CHECKPOINT	-0.09876411917052365	0.025003371952727244	515	184	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	G2-M Checkpoint	200	0.04893379452215209
HALLMARK_APOPTOSIS	0.23611777153751307	5.887055556409108e-08	515	158	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apoptosis	161	3.211121212586786e-07
HALLMARK_NOTCH_SIGNALING	0.20215524150409644	3.7584063349321697e-06	515	32	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Notch Signaling	32	1.610745572113787e-05
HALLMARK_ADIPOGENESIS	0.039865304104856523	0.36660638265858103	515	189	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Adipogenesis	200	0.42300736460605504
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.1516822776519052	0.0005526265751235426	515	192	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Estrogen Response Early	200	0.0016578797253706278
HALLMARK_ESTROGEN_RESPONSE_LATE	0.19999842741457444	4.786148116102277e-06	515	196	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Estrogen Response Late	200	1.9144592464409108e-05
HALLMARK_ANDROGEN_RESPONSE	0.072421775845167	0.1006575133315413	515	96	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Androgen Response	100	0.15485771281775584
HALLMARK_MYOGENESIS	0.07255751017381513	0.10001945396720198	515	198	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myogenesis	200	0.15485771281775584
HALLMARK_PROTEIN_SECRETION	0.039946656848110995	0.36562844204181405	515	95	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Protein Secretion	96	0.42300736460605504
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.13398594749963105	0.0023114831965941173	515	92	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Alpha Response	97	0.005778707991485293
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.09211827652192783	0.03663020265472119	515	196	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Gamma Response	200	0.06464153409656681
HALLMARK_APICAL_JUNCTION	0.18773050401494695	1.8019633317884495e-05	515	194	TCGA-LUAD	median	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	6.757362494206686e-05
HALLMARK_APICAL_SURFACE	0.16456372900241567	0.00017607844785230174	515	43	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Surface	44	0.0005560372037441108
HALLMARK_HEDGEHOG_SIGNALING	-0.07027493317719939	0.11118562240936904	515	35	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Hedgehog Signaling	36	0.16677843361405356
HALLMARK_COMPLEMENT	0.062122219845773353	0.15921642531321448	515	195	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Complement	200	0.22745203616173496
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.25325631706028107	5.58870059292341e-09	515	106	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Unfolded Protein Response	113	3.353220355754045e-08
HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.02941635249001554	0.5053565698665439	515	104	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	PI3K/AKT/mTOR Signaling	105	0.5721017772074082
HALLMARK_MTORC1_SIGNALING	-0.05102319304333896	0.24774665010947672	515	192	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	mTORC1 Signaling	200	0.3096833126368459
HALLMARK_E2F_TARGETS	-0.07715016244851382	0.08026176132238219	515	187	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	E2F Targets	200	0.13376960220397033
HALLMARK_MYC_TARGETS_V1	-0.08431012632121893	0.055868811330854924	515	188	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myc Targets V1	200	0.09577510513860843
HALLMARK_MYC_TARGETS_V2	-0.12760524802505466	0.0037238508850590563	515	58	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myc Targets V2	58	0.008937242124141735
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.05757722833048671	0.19204862344878298	515	194	TCGA-LUAD	median	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.256064831265044
HALLMARK_INFLAMMATORY_RESPONSE	0.05855737074962122	0.1845788609162102	515	197	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Inflammatory Response	200	0.256064831265044
HALLMARK_XENOBIOTIC_METABOLISM	0.09803616147008459	0.02609802374514778	515	197	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Xenobiotic Metabolism	200	0.04893379452215209
HALLMARK_FATTY_ACID_METABOLISM	-0.024864508367845678	0.5734475307740935	515	154	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Fatty Acid Metabolism	158	0.6255791244808293
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.09405260052258164	0.0328477777531346	515	182	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Oxidative Phosphorylation	200	0.05972323227842655
HALLMARK_GLYCOLYSIS	0.22780345089375803	1.7322759427021063e-07	515	196	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Glycolysis	200	8.661379713510532e-07
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.047034229078870435	0.28670735703158123	515	45	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Reactive Oxygen Species Pathway	49	0.3510702330998954
HALLMARK_UV_RESPONSE_UP	-0.07396295348938044	0.09360015746442275	515	152	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	UV Response Up	158	0.15178403913149635
HALLMARK_UV_RESPONSE_DN	0.05676993852728434	0.19836562601697122	515	137	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	UV Response Dn	144	0.25873777306561463
HALLMARK_ANGIOGENESIS	-0.009982579004078146	0.8212045866398	515	36	TCGA-LUAD	median	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Angiogenesis	36	0.8351233084472542
