dataset	unit_id	unit_type	tissue	status	n_malignant_locked	n_malignant_raw	n_qc	n_non_nt	n_kd	kd_quartile	n_Q1	n_Q2	n_Q3	n_Q4	q25	q50	q75	cldn4_pct	cldn4_mean_log1p	frac_zero_cldn4	k	ndims	n_hvg	n_universe	n_ifn	n_ifna	n_ifng	n_mhc	n_sperm	n_matched_ifn	n_matched_sperm	spearman_cldn4_ifn	spearman_p_cells	cosine_ifn	cosine_ifn_p	unmatched_ifn_q1_minus_q4	ifn_Q1	ifna_Q1	ifng_Q1	mhc_Q1	sperm_Q1	matched_Q1	delta_Q1	sperm_delta_Q1	unmatched_ifn_Q1	ifn_Q2	ifna_Q2	ifng_Q2	mhc_Q2	sperm_Q2	matched_Q2	delta_Q2	sperm_delta_Q2	unmatched_ifn_Q2	ifn_Q3	ifna_Q3	ifng_Q3	mhc_Q3	sperm_Q3	matched_Q3	delta_Q3	sperm_delta_Q3	unmatched_ifn_Q3	ifn_Q4	ifna_Q4	ifng_Q4	mhc_Q4	sperm_Q4	matched_Q4	delta_Q4	sperm_delta_Q4	unmatched_ifn_Q4
GSE123902	LX684	donor	PRIMARY	ok	173	173	166	133	76	Q1	76	32	25	33	1.0	2.0	3.0	75.30120481927712	0.9461752090567735	0.2469879518072289	20	15	2000	2216	216	92	193	9	84	216	84	0.23138821263869938	0.007367076434536885	-0.06718431675589752	0.002	-0.04010981321334839	-0.039625400798958064	-0.035793135096095254	-0.03844701730574318	-0.05513195645565178	-0.030373459722716035	-0.074814755135519	0.03518935433656094	-0.012534530407382657	0.2647745907306671	-0.009344267574811563	-0.011432218365371227	-0.006255984383543537	-0.021245545293721888	-0.010213954751158045	-0.043967718793148244	0.03462345121833668	-0.0034316965334472197	0.29639506340026855	-0.008179687457504097	-0.012128771660120592	-0.0027676523905343963	-0.04322791894276937	-0.013163006362460906	-0.03873173793156942	0.030552050474065326	0.003266604415008001	0.29889148473739624	-0.003388117589098302	-0.002131999088684404	-0.00331863391753137	0.00869779825611949	-0.006585813779249508	-0.004775819741816636	0.0013877021527183321	-0.008038080218120396	0.3048844039440155
GSE123902	LX699	donor	METASTASIS	too_few_nt	46	46	39				32	0	0	7	0.0	0.0	0.0	17.94871794871795	0.3704978758584602	0.8205128205128205																																																				
GSE123902	LX701	donor	METASTASIS	too_few_nt	90	90	83				74	0	0	9	0.0	0.0	0.0	10.843373493975903	0.11267277029216727	0.891566265060241																																																				
GSE131907	BRONCHO_11	sample	mLN	ok	203	203	203	152	54	Q1	54	48	50	51	1.0	6.0	13.5	80.78817733990148	1.8059599708830327	0.1921182266009852	20	15	2000	2221	221	95	198	9	129	221	129	0.5703065689026792	1.726072801612441e-14	-0.12055052675033884	0.002	-0.15833882987499237	-0.12969295257611632	-0.1384804281574941	-0.1273115195007838	-0.2768422914017375	-0.03898178718229016	-0.10939929389725862	-0.020293658678857684	-0.0030602304339237755	0.19962294399738312	-0.027089171774606718	-0.04768244605511427	-0.024988949675150595	-0.04738684150355834	-0.008312491935892006	-0.03638445173543323	0.00929527996082651	-0.0016108111139069234	0.3283472955226898	-0.02867203325100614	-0.03537898174085115	-0.02754271420565519	-0.046265852782461384	-0.005325018555618997	-0.01445465525350959	-0.01421737799749655	0.0004354636013045797	0.3252233862876892	0.009581067468883426	0.013803604408191334	0.008943541816943566	0.011218466043212576	0.0024709260992355877	0.0028650872260609743	0.006715980242822451	0.00047829679591004584	0.3579617738723755
GSE131907	BRONCHO_58	sample	tL/B	ok	460	460	460	357	128	Q1	128	124	105	103	0.0	4.0	9.0	72.17391304347827	1.4263533362235619	0.2782608695652174	20	15	2000	2221	221	95	198	9	129	221	129	0.6562916573965716	2.3897497952581606e-45	-0.13596625441538618	0.002	-0.16147825121879578	-0.15161199444100026	-0.13935699165602655	-0.15257347190036494	-0.35060519233552945	-0.029127089951959867	-0.13205070708924693	-0.019561287351753307	0.0066471329769264	0.2509314715862274	-0.039996855233885256	-0.03737103439399464	-0.038647056643724566	-0.05956631101747994	-0.00699241456807882	-0.03703339871412264	-0.00296345651976263	0.0031860241567225537	0.3709927499294281	-0.008638143992146602	-0.007210132195462559	-0.00832032994288788	0.012282809725514165	-0.003126223296774142	-0.009704692303119768	0.0010665483109731666	-0.00031023963917309447	0.4072243869304657	-0.002557967456800419	-0.005515717203725519	-0.0024276115676112146	0.003237025782128366	0.0012601314506044843	-0.0008797532463253881	-0.0016782142104750295	0.0014158179349157138	0.4124097228050232
GSE131907	EBUS_06	sample	tL/B	ok	1186	1186	1186	889	342	Q1	342	323	224	297	0.0	3.0	8.75	71.16357504215851	1.3552293035869711	0.28836424957841483	20	15	2000	2221	221	95	198	9	129	221	129	0.512885906263165	8.408721244362367e-61	-0.0644883703531382	0.002	-0.09000270813703537	-0.0689068945366109	-0.0706466559599311	-0.06846306719575987	-0.24129483764089493	-0.02927073905330344	-0.0645934778315017	-0.004313416705109197	0.011944018909608452	0.08702229708433151	-0.039461229783030974	-0.04289537146869614	-0.0390943387421881	-0.08935840303314728	-0.01712713770422281	-0.03834377510628833	-0.001117454676742641	0.0030256209796086747	0.12185834348201752	-0.018556639515694275	-0.020698088697591953	-0.01904533088995442	-0.04105268507855871	-0.00808189401262804	-0.01898659807921862	0.00042995856352434625	0.0020298893039515974	0.14701202511787415	-0.0016870870519941554	-0.0015055541010501215	-0.0020118285509873723	0.0002535795601307133	-0.00034806468470730765	-0.003036382827888901	0.0013492957758947457	0.000874612893739739	0.17702500522136688
GSE131907	EBUS_10	sample	mLN	ok	367	367	367	277	100	Q1	100	87	90	90	1.0	6.0	17.0	84.46866485013625	1.9049734855942484	0.1553133514986376	20	15	2000	2221	221	95	198	9	129	221	129	0.46654952633030117	2.232323722010245e-16	-0.09375315940427391	0.002	-0.11215344071388245	-0.08384023175654909	-0.06630481385870984	-0.08525375051630867	-0.11685784621371162	-0.019187773147872247	-0.08821963842098529	0.0043794066644362185	-0.001392023952085842	0.23923411965370178	-0.028543247520976322	-0.021695360903731274	-0.028986746484873722	-0.006405995266647633	-0.003998207519380079	-0.03008988434385384	0.0015466368228775251	0.00030631468776797096	0.3157384693622589	-0.007003111671328605	0.005203174079893624	-0.006685428603162402	-0.025012222061186667	0.0006789711101059255	-0.011157307518733213	0.004154195847404609	-0.0009977331912846116	0.33836477994918823	0.0014903371036427285	0.00046026243408869833	0.001414178447289903	0.024935777117440727	0.0011983042578056493	-0.0015303803664946335	0.0030207174701373635	6.976358136876101e-05	0.35138756036758423
GSE131907	EBUS_12	sample	mLN	ok	257	257	257	199	72	Q1	72	65	62	58	5.0	13.0	24.0	88.32684824902724	2.3549040610356684	0.11673151750972763	20	15	2000	2221	221	95	198	9	129	221	129	0.47629055991370955	1.1560281988809608e-12	-0.16946238514480644	0.002	-0.125294029712677	-0.13015427619083975	-0.15243482697776883	-0.128407738831074	-0.2203352368540234	-0.021955641366791664	-0.08939899704589983	-0.04075527914493991	-0.003882944890322817	0.37515509128570557	-0.05581236220312749	-0.06647329427452706	-0.05665783184901077	-0.04526058893937331	-0.004601923700202131	-0.025123923380035496	-0.030688438823092	-0.003207994546112591	0.47833916544914246	-0.04069120966418957	-0.04944265959420714	-0.042328408075955996	-0.039738966652783016	-0.0032864526919340535	-0.015685689712924483	-0.025005519951265095	-0.00400136183843922	0.49293142557144165	-0.009579931372591497	-0.013084185026085745	-0.00974291751634178	0.0004666745662689214	0.000744276609101483	-0.0020336570457393614	-0.007546274326852133	0.0004848880373166546	0.5004491209983826
GSE131907	EBUS_13	sample	mLN	too_few_nt	376	376	376				375	0	0	1	0.0	0.0	0.0	0.26595744680851063	0.0018434765440424076	0.9973404255319149																																																				
GSE131907	EBUS_15	sample	mLN	ok	256	256	256	194	135	Q1	135	0	59	62	0.0	0.0	8.0	47.265625	1.1294928392821784	0.52734375	20	15	2000	2221	221	95	198	9	129	221	129	0.3711018077574373	9.990625724190008e-08	-0.11223464428554938	0.002	-0.14292986690998077	-0.12406091597564897	-0.13061329384412448	-0.12365679403748175	-0.33176748002016987	-0.032971427477778564	-0.11685544203049737	-0.007205473945151626	0.01575252536364475	0.22388313710689545	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.07209689349601199	-0.07199007199344414	-0.07336742832856194	-0.18938893186395006	-0.011778220955261402	-0.07678678377391975	0.004689890277907748	0.012070040675566619	0.28789231181144714	0.0025470082286091164	0.002336620697546086	0.0024370159255871753	0.009420932861425545	-0.0001900283753439679	-0.005720336715020745	0.008267344943629865	-6.5567046888289305e-06	0.3668130040168762
GSE131907	EBUS_19	sample	mLN	ok	217	217	217	167	67	Q1	67	49	51	50	7.0	13.0	23.0	94.00921658986175	2.4779035334230066	0.059907834101382486	20	15	2000	2221	221	95	198	9	129	221	129	0.3333603546355625	1.0716172973490447e-05	-0.07031810338117829	0.002	-0.02695181965827942	-0.03767419434208837	-0.01566800303283116	-0.03647160424953238	-0.05319875933439972	-0.008471335653255732	-0.05088160570881727	0.0132074113667289	0.0039470432330292295	0.31274110078811646	-0.0008114574151814548	0.006130288885436174	0.000229399790286625	0.01746298646440311	0.006527514281651581	-0.008342491861018946	0.007531034445837492	0.008073577818529569	0.3557889759540558	0.011654777300145231	0.023323782574158583	0.012592110565202638	0.003362544952264799	0.0021786633881777507	-0.0066458684889788575	0.01830064578912409	0.0034870181330650266	0.35701867938041687	0.0015346626337297364	0.0019164519309997558	0.0013916373885039118	0.009797117577658764	0.0010814636327730592	-8.159710001621842e-05	0.001616259733745955	-0.00016791222111661318	0.3396929204463959
GSE131907	EBUS_28	sample	tL/B	ok	4640	4640	4640	3517	1318	Q1	1318	1189	1010	1123	4.0	9.0	16.0	96.33620689655173	2.197978326433922	0.036637931034482756	20	15	2000	2221	221	95	198	9	129	221	129	0.45974309339777897	1.6860546769484428e-183	-0.12905081646994512	0.002	-0.0844050794839859	-0.05800577272479299	-0.056395131529074334	-0.057648855793866395	-0.09696718826173954	-0.010919785020810003	-0.04885810359387834	-0.00914766913091464	0.002102378873106471	0.21468673646450043	-0.03037284804081028	-0.030477242219453894	-0.030035884373076784	-0.04463389692863742	-0.007633838844545421	-0.02177589308174882	-0.008596954959061456	-0.0002569712935703061	0.25177910923957825	-0.014177472049534885	-0.013598898009296631	-0.01458244925540517	-0.02233759147761547	-0.003575742018398137	-0.010359209545340881	-0.0038182625041940053	0.0006923910026963989	0.2756826877593994	0.0010816162406553087	0.001321669992579931	0.0011249846437977645	0.0059032892174167365	-0.00041744106557634427	-0.0007976874464342084	0.001879303687089517	0.00038422837817841797	0.29909181594848633
GSE131907	EBUS_49	sample	tL/B	ok	114	114	114	85	58	Q1	58	0	27	29	0.0	0.0	6.75	49.122807017543856	0.9512107328950752	0.5087719298245614	20	15	2000	2221	221	95	198	9	129	221	129	0.46424093933841043	7.630227622968032e-06	-0.07510030517217395	0.002	-0.08429299294948578	-0.07556630108946663	-0.07917511041281228	-0.07561694585417503	-0.31397420887289373	-0.02738673497062098	-0.06640886839140334	-0.009157432698063295	0.015297764015529156	0.0904548168182373	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.03982875628379076	-0.041487148096222164	-0.03947791020677548	-0.11923370231326225	-0.011971193074563983	-0.03075260820951377	-0.009076148074276986	0.0030623807703117306	0.1280260682106018	0.0038080483809855197	0.0036349616228127874	0.004011684928111439	0.020819093418304034	0.001504961744775367	0.0010586114323330768	0.002749436948652442	6.19340675044785e-05	0.17474780976772308
GSE131907	EBUS_51	sample	mLN	ok	1285	1285	1285	1012	421	Q1	421	224	367	273	2.0	4.0	9.0	85.36964980544747	1.581328884787959	0.1463035019455253	20	15	2000	2221	221	95	198	9	129	221	129	0.4430454049193556	6.712381511458597e-50	-0.12364659021515427	0.002	-0.08175784349441528	-0.07065662768615484	-0.06314316428923014	-0.06996758976260017	-0.16160363940913874	-0.01240138612456699	-0.058046093916649825	-0.012610533769505014	0.0011123981143054218	0.2855045795440674	-0.015916805294460937	-0.008660287213252677	-0.015661105291493248	-0.026418217520658222	-0.000496387731537619	-0.011978035211158552	-0.003938770083302383	0.0019259596630778256	0.34353283047676086	-0.01142633804604289	-0.01127885748585105	-0.010919052481132905	-0.013085761649154586	-0.0021637506952815653	-0.008313148973849624	-0.0031131890721932654	-0.0007814802184552721	0.35147368907928467	-0.00087665610150368	-0.0021183894526666594	-0.0009440515112761327	0.006855154909590757	0.0005792016419193987	-0.0013239366186490447	0.00044728051714536433	0.0002300315059882893	0.36726242303848267
GSE131907	NS_02	sample	mBrain	ok	181	181	181	138	75	Q1	75	16	47	43	0.0	1.0	7.0	58.5635359116022	1.126727726322637	0.4143646408839779	20	15	2000	2221	221	95	198	9	129	221	129	0.6733832459236333	1.4504354015223899e-19	-0.1136062055295034	0.002	-0.1240563839673996	-0.11739061649838187	-0.11733328831823246	-0.11906135327085501	-0.253655030992296	-0.027029358462769857	-0.07646868586000814	-0.0409219306383737	-0.007789319593468995	0.1770298033952713	-0.07362603378056537	-0.09301348891305296	-0.07181568534085245	-0.08699589595198631	-0.011763300313506017	-0.04988807534200573	-0.02373795843855963	0.002066132460915765	0.2198399305343628	-0.028987969872845232	-0.03430530304278999	-0.027647278216572802	-0.03195075926769428	-0.005913544702447329	-0.01785121402348432	-0.011136755849360915	-0.004867933357526775	0.27523645758628845	-0.009733366465099383	-0.01661846046603879	-0.008908990556179481	-0.011304238623426865	0.0018161608774919479	-0.006019154194466859	-0.0037142122706325257	0.00202536203231772	0.3010861873626709
GSE131907	NS_03	sample	mBrain	ok	2713	2713	2712	2069	683	Q1	683	701	685	643	4.0	10.0	19.0	93.14159292035397	2.2653632674825017	0.06858407079646017	20	15	2000	2221	221	95	198	9	129	221	129	0.432223819572334	6.122952289356913e-95	-0.09957761854924849	0.002	-0.09129360318183899	-0.05822087627861319	-0.04964410774441348	-0.059156812299150645	-0.13323817341157396	-0.01780361065205906	-0.046327915305802825	-0.011892960972810366	0.0031689463137683275	0.19119304418563843	-0.019763976396122405	-0.01836586449636793	-0.01962589419658154	-0.05932118802823398	-0.008053468217233207	-0.015906958030959206	-0.003857018365163202	-0.0001829652430376351	0.23474693298339844	-0.009633552371120856	-0.0078602505969889	-0.01009943647609386	-0.008363714992444107	-0.0031783738556707786	-0.006873724502592991	-0.002759827868527866	0.0005042032668301578	0.25658583641052246	-0.0005835811175476709	-0.0010851542294401093	-0.0007798252013511411	-5.2859403832860415e-06	0.00016670127380054796	-0.0014179133114037574	0.0008343321938560867	2.9569133730471125e-05	0.2824866473674774
GSE131907	NS_04	sample	mBrain	ok	1229	1229	1229	922	376	Q1	376	260	286	307	3.0	7.0	14.0	89.34092758340114	1.9523515591538418	0.10659072416598861	20	15	2000	2221	221	95	198	9	129	221	129	0.48473262628037483	1.683130387429221e-55	-0.1118462395350775	0.002	-0.10160854458808899	-0.0806043977846092	-0.08843234325660036	-0.07978795975100032	-0.14550509103452766	-0.024723919225942994	-0.07404567584642159	-0.006558721938187618	0.0030259110832117765	0.21810364723205566	-0.02922296103173034	-0.04124290674442222	-0.027908675277080294	-0.02210092063133533	-0.008310300295813743	-0.02041514031342667	-0.008807820718303671	7.998266945424782e-05	0.28145405650138855	-0.016443685026030087	-0.025421945389975817	-0.015308578853836385	-0.02159075630016816	-0.001420797785204775	-0.009093003427496107	-0.007350681598533979	0.003996632860240112	0.3003823757171631	0.00042033935222173885	0.0011520860765557872	0.0002680054124500745	-0.002175755739492477	0.0004176625387101445	-0.0013808721071748157	0.001801211459396554	0.000811326217003291	0.31971219182014465
GSE131907	NS_06	sample	mBrain	ok	83	83	83	62	33	Q1	33	12	17	21	0.0	1.0	16.5	60.24096385542169	1.434511918266367	0.39759036144578314	20	15	2000	2221	221	95	198	9	129	221	129	0.4807019950368969	7.670948868901425e-05	-0.14338894923283232	0.002	-0.1806964874267578	-0.17958809648066182	-0.19746683612584687	-0.1816572794171331	-0.2534558128828954	-0.04109502124315924	-0.12549262963481586	-0.054095466845845964	-0.0021217669683469406	0.1967567503452301	-0.129477587861443	-0.1347269752569366	-0.1286804209453891	-0.10048072923112798	-0.030281996869455634	-0.10587460272362509	-0.023602985137817913	0.006528992427257911	0.2469395399093628	-0.09051603569069344	-0.08759198890012852	-0.09015513769728899	-0.13424653983583634	-0.023357788961239724	-0.07100520249469058	-0.01951083319600288	0.0021500587514340463	0.2893453538417816	-1.2650414781518949e-09	-1.7029898509897852e-09	-1.2901438275837928e-09	-4.73052735938144e-09	3.300367915467664e-11	-2.8511594786506667e-09	1.5861179948815719e-09	-1.2871434921539537e-09	0.3774532377719879
