split	cohort	patient	family	ligand	n_edges	n_detected	n_high	n_low	n_tnk	cellchat_hill	cellchat_hill_pop	cellchat_prod	cpdb_means	conn_prod	natmi_spec	sca_lrscore	liana_logfc	cp10k_log2fc	cp10k_log2fc_trim	cp10k_delta	cp10k_delta_trim	expr_prop_pp	conn_z
q4q1	GSE123902	LX255B	mhc_cd8	HLA-B	1	0	57	57	1583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX255B	mhc_cd8	HLA-C	1	0	57	57	1583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX255B	barrier	F11R	2	0	22	22	1583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX255B	barrier	NECTIN2	2	0	22	22	1583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX255B	barrier	CDH1	2	0	22	22	1583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX255B	barrier	LGALS9	3	0	22	22	1583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX255B	ifn_recruit	CXCL9	1	0	22	22	1583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX255B	ifn_recruit	CXCL10	1	0	22	22	1583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX255B	ifn_recruit	CXCL11	1	0	22	22	1583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX255B	ifn_recruit	CCL5	2	0	22	22	1583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX255B	ifn_recruit	CXCL16	1	0	22	22	1583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX255B	mhc_cd8	HLA-A	1	0	22	22	1583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX255B	mhc_cd8	HLA-B	1	0	22	22	1583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX255B	mhc_cd8	HLA-C	1	0	22	22	1583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX653	barrier	F11R	2	0	36	36	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX653	barrier	NECTIN2	2	1	36	36	49	0.02165892537047063	0.002609544727375875	0.017673771780305856	-0.0056614938429471184	-0.003165295874034059	-0.0234594282891758	-0.00637033312076607	-0.016335618182486456	-0.429416226639279	0.15963705480173268	-0.4376167026527386	0.12550423765921398	33.33333333333333	-0.11902569252401085
q4q1	GSE123902	LX653	barrier	CDH1	2	0	36	36	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX653	barrier	LGALS9	3	3	36	36	49	0.019790144382867844	0.0023843873158512995	0.027890622317920305	0.0018623803727213506	0.0029634811603567106	0.010479995035663487	0.0057299776607610915	0.005373693855948024	-0.01821305834203292	0.03536276593170379	-0.013945230082485355	0.02481448042584648	8.333333333333332	0.08431940678893364
q4q1	GSE123902	LX653	ifn_recruit	CXCL9	1	0	36	36	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX653	ifn_recruit	CXCL10	1	0	36	36	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX653	ifn_recruit	CXCL11	1	0	36	36	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX653	ifn_recruit	CCL5	2	0	36	36	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX653	ifn_recruit	CXCL16	1	1	36	36	49	0.06769713722142717	0.008156393009944508	0.11625262255334173	0.11971672805062072	0.12591463078324358	0.18824629783767466	0.058975615095363865	0.34542945974016653	0.2716996673841015	0.3686588045269647	0.39381479803654773	0.44527110962845373	36.11111111111111	1.279858760917898
q4q1	GSE123902	LX653	mhc_cd8	HLA-A	1	1	36	36	49	0.0053840420184737	0.0006486886224019925	0.027104588002668017	0.0830178466953364	0.07056411470685853	0.022258750013008977	0.008992484468843709	0.2395388714652841	-0.028060699848565136	0.14948627883292426	-0.22044435290126962	1.0429229928865986	11.111111111111105	0.3792242579631922
q4q1	GSE123902	LX653	mhc_cd8	HLA-B	1	1	36	36	49	0.009014662879733293	0.0010861187978860425	0.04991157237767996	0.21527096277731483	0.18297758271448428	0.05051831972679349	0.018963479802496463	0.6211407008924495	-0.1313494616239003	0.274558289068412	-1.6023535292041657	2.7406487716051355	16.666666666666664	1.1050196126375649
q4q1	GSE123902	LX653	mhc_cd8	HLA-C	1	1	36	36	49	0.012151553805817644	0.0014640626264232175	0.04825886806679658	0.09748887617325785	0.0828643058664027	0.034762088293851995	0.01516156506805999	0.2812934363939947	-0.3176320446522231	-0.06912402435310577	-1.5320980949379388	-0.2677448520782182	27.77777777777778	0.49907091415869154
decile	GSE123902	LX653	barrier	F11R	2	0	14	14	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX653	barrier	NECTIN2	2	1	14	14	49	0.03352200188859688	0.003878578730912036	0.02494260686697881	0.06544193894224573	0.036588064046157956	0.38422052710419063	0.12241921640465789	0.18882552155627247	0.19838424251822936	0.2501497800526836	0.15831604026391236	0.1893305844441194	42.85714285714286	1.6391982580688578
decile	GSE123902	LX653	barrier	CDH1	2	0	14	14	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX653	barrier	LGALS9	3	3	14	14	49	0.03765293799806856	0.004356538280768263	0.05365489569674353	0.029202461209954955	0.0464679207853195	0.12151387182956079	0.05683559694552336	0.0842604919387087	0.10644542761056779	0.08450214904937554	0.08604288581425289	0.06382039651689786	14.285714285714285	1.4973046166588138
decile	GSE123902	LX653	ifn_recruit	CXCL9	1	0	14	14	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX653	ifn_recruit	CXCL10	1	0	14	14	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX653	ifn_recruit	CXCL11	1	0	14	14	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX653	ifn_recruit	CCL5	2	0	14	14	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX653	ifn_recruit	CXCL16	1	1	14	14	49	0.04894987925096897	0.005663622392674098	0.0867428307005666	0.11012921529186048	0.11583075905699247	0.1691874675778749	0.050474578065144104	0.31776574551712	0.35359706111486544	0.2620084593860192	0.558598826710903	0.32315691595475526	28.571428571428577	1.1097516834444803
decile	GSE123902	LX653	mhc_cd8	HLA-A	1	1	14	14	49	-0.003002650423997222	-0.0003474140986443053	-0.013739818894244082	-0.08135050821100065	-0.06914689818357755	-0.0251717605779877	-0.010286113131925734	-0.23472794953961507	-0.597215740011333	-0.21687160341558237	-4.586000114344389	-1.3509211025956906	7.14285714285714	-0.299210789188618
decile	GSE123902	LX653	mhc_cd8	HLA-B	1	1	14	14	49	0.00635848990260518	0.0007356930465824175	0.03432247408297584	0.10595705078505047	0.09006214667353851	0.02773712907182313	0.010142586749743554	0.3057274234296247	-0.2167247467453531	0.15870440554729492	-2.4537528334738443	1.494197254718074	14.28571428571429	0.515049825265111
decile	GSE123902	LX653	mhc_cd8	HLA-C	1	1	14	14	49	0.008980487955602884	0.0010390647221358712	0.04059342028814672	0.12770139473726205	0.10854456270752888	0.044694519651235165	0.016767140664681435	0.3684683378041039	0.18176021274542592	0.18612435070039393	1.0305566290941757	0.9375649901483287	14.28571428571429	0.9392966750964254
q4q1	GSE123902	LX661	barrier	F11R	2	1	29	29	3726	0.04938432816562646	0.0003726728399375333	0.07608834377942111	0.33637174650793744	0.21110377556846527	0.38424991723521223	0.1599705973759425	0.9705637011643216	0.9982097224269453	1.2791499162629965	1.7921870217795068	1.6139453761250169	55.172413793103445	1.4830466050954954
q4q1	GSE123902	LX661	barrier	NECTIN2	2	2	29	29	3726	0.063115588945015	0.0004762941331829363	0.07978427052838835	0.05280070425756864	0.04662029431149968	0.13029399526338342	0.03927154217100304	0.15235062837567803	-0.13141392435352495	0.3091423104342245	-0.16351250313466137	0.280725130295102	24.137931034482758	0.7209682033895994
q4q1	GSE123902	LX661	barrier	CDH1	2	1	29	29	3726	0.06341770480200196	0.00047857401383729866	0.05953756130371509	0.14848826604931364	0.06911531118819475	0.4117586858850373	0.12938550213630914	0.42844657011909165	0.39888939641192056	0.6307740035412098	0.41936940607843315	0.5483954824005453	37.93103448275862	1.5127531849201898
q4q1	GSE123902	LX661	barrier	LGALS9	3	3	29	29	3726	0.08356238234616024	0.0006305933784589837	0.15123935664004737	0.045765997623628873	0.10131440348062408	0.14140449094118246	0.06537192057259304	0.13205275562589097	0.11348487146541868	0.20730601479226837	0.10224674351211056	0.1591181335098972	13.793103448275863	2.1408809763778347
q4q1	GSE123902	LX661	ifn_recruit	CXCL9	1	0	29	29	3726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX661	ifn_recruit	CXCL10	1	0	29	29	3726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX661	ifn_recruit	CXCL11	1	0	29	29	3726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX661	ifn_recruit	CCL5	2	0	29	29	3726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX661	ifn_recruit	CXCL16	1	1	29	29	3726	0.0667412989328312	0.0005036551136425194	0.07457603475434989	0.06411471284891601	0.05733313029310816	0.182599343970537	0.05971077363389504	0.184995956550302	0.15654054096228434	0.27039469468559024	0.16386120367268403	0.2328199702894001	24.137931034482758	1.6622185309525965
q4q1	GSE123902	LX661	mhc_cd8	HLA-A	1	1	29	29	3726	0.003284120369009602	2.47832158516109e-05	0.022377031121897817	0.10055405274594786	0.07439449587057234	0.020295827114576698	0.010290876947091854	0.29013766647573247	-0.2619630572177566	-0.2761638661165588	-2.9281352411514376	-2.8310065351738185	20.6896551724138	0.44954030200996475
q4q1	GSE123902	LX661	mhc_cd8	HLA-B	1	1	29	29	3726	0.0034670444229620567	2.6163630027758534e-05	0.023784689576844764	0.10863881751436555	0.08037597531126894	0.02098209125219183	0.010998791776814398	0.3134653665520325	-0.28440619339675494	-0.32369296280686943	-3.4071542288250587	-3.565162471870236	20.6896551724138	0.3683788842791368
q4q1	GSE123902	LX661	mhc_cd8	HLA-C	1	1	29	29	3726	-0.005735776777572338	-4.32843434414376e-05	-0.0369739528078068	-0.12523050056790197	-0.09265126270849322	-0.026116912666747566	-0.01349241427461556	-0.3613388442747094	-0.6599798661371018	-1.0134241229031864	-7.219455744192608	-8.64125189186085	13.793103448275868	-0.5184076654486288
decile	GSE123902	LX661	barrier	F11R	2	1	11	11	3726	0.04693982624007168	0.00013695498632892918	0.07469031180813696	0.3241733620260012	0.20344818306788728	0.3272999737658865	0.14346862007240896	0.9353666035664293	1.0735223370370406	1.3516626691061104	2.0196249905298327	1.7846628410609844	45.45454545454545	1.306109532471822
decile	GSE123902	LX661	barrier	NECTIN2	2	2	11	11	3726	0.13821022049374207	0.0004032520010071905	0.16254549355897885	0.1387201593428901	0.12248273477482344	0.34405158375594325	0.09757888207667728	0.40026177191062867	0.20943964074987875	0.6583494681922188	0.2845456440884614	0.5782759457515201	36.36363636363637	1.418385679051994
decile	GSE123902	LX661	barrier	CDH1	2	1	11	11	3726	0.06287992201464773	0.00018346294713227003	0.0587414061798177	0.11925077848288917	0.055506437535893516	0.37432490874294466	0.08273588605894283	0.34408501347882514	0.16821496581495102	0.6680245796402613	0.2109536841522297	0.5888958704704818	27.27272727272727	1.2731231868351296
decile	GSE123902	LX661	barrier	LGALS9	3	0	11	11	3726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX661	ifn_recruit	CXCL9	1	0	11	11	3726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX661	ifn_recruit	CXCL10	1	0	11	11	3726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX661	ifn_recruit	CXCL11	1	0	11	11	3726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX661	ifn_recruit	CCL5	2	0	11	11	3726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX661	ifn_recruit	CXCL16	1	1	11	11	3726	0.11498426365551984	0.0003354862920975239	0.11642544546663613	0.06850453484315966	0.06125862921802115	0.21396254449253266	0.07257749120230583	0.19766230539326327	0.07841282974908328	0.45278014425496904	0.0764026162433234	0.36867522151049376	27.27272727272727	1.956639314886655
decile	GSE123902	LX661	mhc_cd8	HLA-A	1	1	11	11	3726	0.020049122247174006	5.849674963058721e-05	0.11989571680504463	0.4725420019220473	0.34960822612968656	0.11176472608016799	0.05629658513323632	1.3634680055693613	0.5964899976207573	0.5728655412699851	6.038901116587427	5.422307481997009	45.45454545454546	1.3311571008259482
decile	GSE123902	LX661	mhc_cd8	HLA-B	1	1	11	11	3726	0.028020867792502874	8.175568324049042e-05	0.1534497705620418	0.5640117668008582	0.417281749570373	0.13285712662776644	0.07335139173313221	1.6273939579332413	1.2763660636446277	1.3633706697721213	10.54209715835022	9.656424419539208	36.36363636363637	1.1958006313500986
decile	GSE123902	LX661	mhc_cd8	HLA-C	1	1	11	11	3726	0.0030029239607299585	8.761545215041659e-06	0.01857633497929362	0.1303753198625257	0.09645763577170274	0.03016562864765135	0.014475018653236638	0.3761836548399564	0.141991721347458	-0.058950638441244	1.7651572948205008	-0.5215593190293966	27.27272727272727	0.5045124078632373
q4q1	GSE123902	LX666	barrier	F11R	2	0	196	196	177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX666	barrier	NECTIN2	2	2	196	196	177	0.019711984848644656	0.0021122005997299873	0.02936007428886848	0.07916313030635214	0.04207011358504468	0.18521662291711408	0.04677319558306095	0.22841651102844207	0.10382335044741002	0.2878934930051586	0.11925875228238036	0.2942264003882787	31.122448979591844	0.8043412455325634
q4q1	GSE123902	LX666	barrier	CDH1	2	0	196	196	177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX666	barrier	LGALS9	3	3	196	196	177	0.05619514695996916	0.006021485102699985	0.08997504803232527	0.02235649348687217	0.04181374149749578	0.0880092724170614	0.04091373513594123	0.06450720457035371	0.04621678339121545	0.11468494404455658	0.03733818142330311	0.0857779817236849	17.857142857142858	1.6240382850901554
q4q1	GSE123902	LX666	ifn_recruit	CXCL9	1	0	196	196	177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX666	ifn_recruit	CXCL10	1	0	196	196	177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX666	ifn_recruit	CXCL11	1	0	196	196	177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX666	ifn_recruit	CCL5	2	0	196	196	177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX666	ifn_recruit	CXCL16	1	1	196	196	177	0.006285237186744774	0.0006734827495669636	0.0037026239818530853	0.024902422669086433	0.012551374584627257	0.2720078184414775	0.05983244599311052	0.07185320338162374	0.06162273271771645	0.08336542303999643	0.046462869641699364	0.05948666014212735	17.346938775510203	1.9445686068580978
q4q1	GSE123902	LX666	mhc_cd8	HLA-A	1	1	196	196	177	0.005269470313722491	0.0005646401639594067	0.02282982568992109	0.2487875234276391	0.27445607071780764	0.05155601982808816	0.016287413851572063	0.7178490525682041	0.16293862693959182	0.3608245744291149	3.867218864593159	7.485096376081451	10.204081632653061	2.2867744486597736
q4q1	GSE123902	LX666	mhc_cd8	HLA-B	1	1	196	196	177	0.006072212792515075	0.0006506565219341828	0.026585898247061923	0.28714618385436985	0.31677236967715294	0.05596507744012558	0.018091890863527804	0.8285287509137799	0.18973605446667519	0.38630540220266024	5.059986859431319	9.087888591346317	12.244897959183676	1.878113128596577
q4q1	GSE123902	LX666	mhc_cd8	HLA-C	1	1	196	196	177	0.0076631053247325776	0.0008211256140351134	0.031077943566897304	0.22344482634991403	0.2464986516096619	0.05296749827809932	0.018284723204286535	0.6447254857746331	0.15919353476292372	0.3407380803220505	2.1197206011945795	4.028179985034585	10.204081632653061	1.4499573020250713
decile	GSE123902	LX666	barrier	F11R	2	0	78	78	177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX666	barrier	NECTIN2	2	2	78	78	177	0.011557850377446756	0.0014389856731599163	0.017717355943745076	0.04703327989663794	0.02499516403496721	0.1024856895076198	0.026771191534995298	0.13570935932724412	0.07081492116646297	0.15683342052974023	0.07974086396401525	0.16178157141112448	28.205128205128204	0.48890234402987276
decile	GSE123902	LX666	barrier	CDH1	2	0	78	78	177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX666	barrier	LGALS9	3	3	78	78	177	0.03610364477130471	0.004495007798001902	0.05761383972771194	0.009512612908597293	0.017791606602323196	0.037897153221086666	0.01687226374364235	0.02744759893825932	-0.005959402475375515	0.06833355056765347	-0.004826152257775412	0.0512996191055576	16.666666666666664	0.9234031539473907
decile	GSE123902	LX666	ifn_recruit	CXCL9	1	0	78	78	177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX666	ifn_recruit	CXCL10	1	0	78	78	177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX666	ifn_recruit	CXCL11	1	0	78	78	177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX666	ifn_recruit	CCL5	2	0	78	78	177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX666	ifn_recruit	CXCL16	1	1	78	78	177	0.004472656379096622	0.0005568586060818293	0.0026244519414015577	0.003907366378435917	0.0019693995121209257	0.039432078336320564	0.008090834559382587	0.011274276194211612	-0.037833682058956	0.059800275306346906	-0.029058198828633364	0.04260735013174038	10.256410256410255	0.43411395917161844
decile	GSE123902	LX666	mhc_cd8	HLA-A	1	1	78	78	177	0.005207258347097898	0.000648318667676985	0.022649887774826682	0.24115794377627875	0.26603931241943557	0.049600832918617055	0.01597680177982197	0.6958347391140324	0.14494036740087643	0.29053548466856466	3.5842078331618765	6.515869429106889	10.256410256410254	2.3054802445867675
decile	GSE123902	LX666	mhc_cd8	HLA-B	1	1	78	78	177	0.006797622922776969	0.0008463236396022977	0.029682858644989207	0.2951019478569177	0.32554896625890484	0.05772960283943018	0.019218880777172376	0.8514842334596978	0.1337903416137219	0.2764180336436069	3.6181980936035103	6.788784861179828	14.102564102564108	1.8622005242926503
decile	GSE123902	LX666	mhc_cd8	HLA-C	1	1	78	78	177	0.005203623410579006	0.0006478661076071909	0.021221475045269056	0.15260065494727026	0.16834516284725698	0.03605125510059626	0.012677120150062282	0.4403124162576687	0.005056466676492739	0.12031641752112113	0.0694039322940263	1.5147587846237336	8.974358974358976	1.1404277236253946
q4q1	GSE123902	LX675	barrier	F11R	2	0	154	154	1336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX675	barrier	NECTIN2	2	2	154	154	1336	0.04520623911727361	0.0034412952137923723	0.054749655058921626	0.057860814958559936	0.04864111770116584	0.1749089255697764	0.051129628441536956	0.16695102160501663	0.16059623624459315	0.19866022271266878	0.15602073765878444	0.17557015760192204	27.272727272727277	0.9755840382095474
q4q1	GSE123902	LX675	barrier	CDH1	2	2	154	154	1336	0.0324346352830719	0.002469065273737555	0.050799756267728646	0.4652811320771051	0.2006617492347641	0.5185594072975575	0.22493384414358772	1.3425175637336846	0.8361855139894645	1.6634555227116579	1.511570519152307	2.1677435025002474	79.87012987012987	1.628847789443424
q4q1	GSE123902	LX675	barrier	LGALS9	3	3	154	154	1336	0.030932897561339084	0.0023547464775916503	0.04648300081442421	0.002848380929984906	0.005615669189157288	0.0051885700158767105	0.0024294102013575625	0.008218690084503835	-0.14098398227731035	0.035537706185382184	-0.1468917895633351	0.031246762572902653	22.72727272727273	0.07804968735913069
q4q1	GSE123902	LX675	ifn_recruit	CXCL9	1	0	154	154	1336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX675	ifn_recruit	CXCL10	1	0	154	154	1336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX675	ifn_recruit	CXCL11	1	0	154	154	1336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX675	ifn_recruit	CCL5	2	0	154	154	1336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q4q1	GSE123902	LX675	ifn_recruit	CXCL16	1	1	154	154	1336	0.029226941903270267	0.0022248817253873255	0.03950884698026873	0.11761220008188855	0.05888072575630972	0.20802403182941243	0.06725230624298861	0.3393570756123624	0.11520642469324477	0.4845605200854875	0.14356201704689053	0.500866225597506	40.90909090909091	1.5631435340901338
q4q1	GSE123902	LX675	mhc_cd8	HLA-A	1	1	154	154	1336	0.008136929134486964	0.0006194183774685669	0.05774465261271061	0.331370074438053	0.2712687627630954	0.06456229771849667	0.0291353486950906	0.9561319261815708	0.7165986726769809	0.7501215299060967	10.34402107512098	9.629183014490913	11.038961038961038	1.5118254983082473
q4q1	GSE123902	LX675	mhc_cd8	HLA-B	1	1	154	154	1336	0.004164353349364325	0.00031700865919261426	0.03222151500258463	0.23737295184373997	0.194320102891828	0.042303932228984764	0.018377429513626087	0.6849135609322767	0.40915378287382265	0.44540950331398477	7.528026432151645	7.6962794029879795	9.740259740259749	1.3761956326556295
q4q1	GSE123902	LX675	mhc_cd8	HLA-C	1	1	154	154	1336	0.0029155177441615165	0.00022194187029541887	0.01912435342233787	0.10506345397522887	0.0860078666421813	0.022671032602139457	0.01057632763814742	0.30314904805745707	0.004040725445442237	0.09054911971655548	0.03999309977646348	0.8172346099459649	11.038961038961048	0.5435044172192909
decile	GSE123902	LX675	barrier	F11R	2	0	61	61	1336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decile	GSE123902	LX675	barrier	NECTIN2	2	2	61	61	1336	0.08305007372535472	0.0031839135521730113	0.09801929000023032	0.12143666057949767	0.10208661776911279	0.3916622431324135	0.11394138982410415	0.3503921360003151	0.4220465741567037	0.3873599957163598	0.4063985000762139	0.3410671565046141	36.065573770491795	1.6367530343165178
