PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.Completeness	PG.MolecularWeight	[1] 4351_WP_01.htrms.PG.NrOfStrippedSequencesIdentified	[2] 4351_WP_02.htrms.PG.NrOfStrippedSequencesIdentified	[3] 4351_WP_03.htrms.PG.NrOfStrippedSequencesIdentified	[4] 4351_WP_04.htrms.PG.NrOfStrippedSequencesIdentified	[5] 4351_WP_05.htrms.PG.NrOfStrippedSequencesIdentified	[6] 4351_WP_06.htrms.PG.NrOfStrippedSequencesIdentified	[7] 4351_WP_07.htrms.PG.NrOfStrippedSequencesIdentified	[8] 4351_WP_08.htrms.PG.NrOfStrippedSequencesIdentified	[9] 4351_WP_09.htrms.PG.NrOfStrippedSequencesIdentified	[10] 4351_WP_10.htrms.PG.NrOfStrippedSequencesIdentified	[11] 4351_WP_11.htrms.PG.NrOfStrippedSequencesIdentified	[12] 4351_WP_12.htrms.PG.NrOfStrippedSequencesIdentified	[13] 4351_WP_13.htrms.PG.NrOfStrippedSequencesIdentified	[14] 4351_WP_14.htrms.PG.NrOfStrippedSequencesIdentified	[15] 4351_WP_15.htrms.PG.NrOfStrippedSequencesIdentified	[16] 4351_WP_16.htrms.PG.NrOfStrippedSequencesIdentified	[1] 4351_WP_01.htrms.PG.Quantity	[2] 4351_WP_02.htrms.PG.Quantity	[3] 4351_WP_03.htrms.PG.Quantity	[4] 4351_WP_04.htrms.PG.Quantity	[5] 4351_WP_05.htrms.PG.Quantity	[6] 4351_WP_06.htrms.PG.Quantity	[7] 4351_WP_07.htrms.PG.Quantity	[8] 4351_WP_08.htrms.PG.Quantity	[9] 4351_WP_09.htrms.PG.Quantity	[10] 4351_WP_10.htrms.PG.Quantity	[11] 4351_WP_11.htrms.PG.Quantity	[12] 4351_WP_12.htrms.PG.Quantity	[13] 4351_WP_13.htrms.PG.Quantity	[14] 4351_WP_14.htrms.PG.Quantity	[15] 4351_WP_15.htrms.PG.Quantity	[16] 4351_WP_16.htrms.PG.Quantity	[1] 4351_WP_01.htrms.PG.IBAQ	[2] 4351_WP_02.htrms.PG.IBAQ	[3] 4351_WP_03.htrms.PG.IBAQ	[4] 4351_WP_04.htrms.PG.IBAQ	[5] 4351_WP_05.htrms.PG.IBAQ	[6] 4351_WP_06.htrms.PG.IBAQ	[7] 4351_WP_07.htrms.PG.IBAQ	[8] 4351_WP_08.htrms.PG.IBAQ	[9] 4351_WP_09.htrms.PG.IBAQ	[10] 4351_WP_10.htrms.PG.IBAQ	[11] 4351_WP_11.htrms.PG.IBAQ	[12] 4351_WP_12.htrms.PG.IBAQ	[13] 4351_WP_13.htrms.PG.IBAQ	[14] 4351_WP_14.htrms.PG.IBAQ	[15] 4351_WP_15.htrms.PG.IBAQ	[16] 4351_WP_16.htrms.PG.IBAQ
Q45VK7	Dync2h1	Cytoplasmic dynein 2 heavy chain 1	2	100	492339.28	1	2	2	2	2	2	1	2	2	2	1	1	2	1	2	1	496635.125	508254.1875	152994.1875	355396.21875	855662.625	852037.25	768533.5	553582.1875	654572.875	554322.5625	778309.1875	775227.375	712178.6875	536025.5625	573682.875	332656.8125	1753.8	3737.9	2001.9	2793.9	6303.4	7257.1	2713.9	4337.5	4650.6	4315.9	2748.4	2737.6	5683.2	1892.9	4959.2	1174.7
Q497V5	Srbd1	S1 RNA-binding domain-containing protein 1	19	100	110280.93	11	14	13	16	10	17	12	15	12	8	14	15	16	15	15	15	99235.7421875	129988.1796875	101283.7421875	161131.5625	78976.7421875	182695.828125	86932.796875	160133.0625	114793.75	94359.1328125	132149.59375	155008.90625	177054.09375	158075.78125	138157.421875	118213.7109375	16458.2	24730.4	21282.3	50693.7	10161.1	33894.4	19838.1	31787.1	18060.5	13959.2	29426	30256.8	34728.8	36824.8	30050.9	28144.9
Q499D0	Foxn3	Forkhead box protein N3	1	25	50345.12	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	NaN	NaN	NaN	9040.041015625	12712.083984375	10911.015625	NaN	6363.19775390625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	347.7	488.9	419.7	NaN	244.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q499E0;Q6DFY8	Brinp3;Brinp2	BMP/retinoic acid-inducible neural-specific protein 3;BMP/retinoic acid-inducible neural-specific protein 2	1	93.8	88483.11;89227.92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	696947.0625	703284.3125	1391751.375	761367.375	513523.65625	496866.875	767720.1875	798163.8125	640643.375	466025.34375	724677.3125	603034.5	1006961.5625	402710.1875	NaN	654247.375	20498.4;21119.6	20684.8;21311.6	40933.9;42174.3	22393.2;23071.7	15103.6;15561.3	14613.7;15056.6	22580;23264.2	23475.4;24186.8	18842.5;19413.4	13706.6;14122	21314;21959.9	17736.3;18273.8	29616.5;30514	11844.4;12203.3	NaN	19242.6;19825.7
Q499X9	Mars2	Methionine--tRNA ligase, mitochondrial	6	100	65805.02	5	4	5	5	5	5	5	4	5	5	6	4	4	5	5	5	117375.203125	127408.0390625	142087.390625	128155.7890625	97511.8359375	64392.2890625	105135.21875	106133.6875	119578.3359375	119894.109375	138774.703125	116521.9921875	107780.171875	120997.2890625	108667.296875	117778.609375	19173.2	14423.5	20701.6	15950.6	13060.4	9939.7	13828.4	11442.6	16337.3	16979	17144.9	14876.2	12795.5	16968.3	13656.1	17347.2
Q4FK66	Prpf38a	Pre-mRNA-splicing factor 38A	8	100	37436.58	7	6	6	7	7	8	7	7	8	8	7	7	7	7	8	7	435590.5	511946.625	415995.90625	425344.71875	418416.28125	412056.5625	336140.1875	386726.4375	362004.4375	359648.4375	345048.40625	335049.375	491243.9375	446701.75	433049.1875	540999.0625	198339.7	211266.8	211539.4	197714.9	199658.5	185812.4	171633	198454	186776.2	174892.9	168494.2	165549.8	257435.4	229458.7	220465	260569.3
Q4FZC9	Syne3	Nesprin-3	8	100	112035.19	4	4	7	4	4	4	6	5	6	6	8	5	6	7	6	3	62874.31640625	55920	61434.18359375	47822.203125	52707.0625	54984.17578125	55365.73828125	46299.3125	51522.66796875	54684.41796875	51765.96875	46063.3515625	66589.8984375	99220.7421875	90359.8984375	34646.88671875	4068.3	5405.4	5146.7	2655.4	2967.1	2265.7	5848.7	3657.5	4581	4739.1	4909.3	3404.5	4509.6	8081.9	6548.5	1954.7
Q4FZF3	Ddx49	Probable ATP-dependent RNA helicase DDX49	4	100	54094.03	4	3	4	4	3	4	4	4	4	2	4	3	2	4	3	2	25609.486328125	50100.39453125	37423.1953125	67216.859375	31449.666015625	38667.39453125	27324.46484375	27970.5234375	36985.82421875	17865.59765625	45484.8984375	36852.0859375	50459.80078125	38975.6328125	52708.7890625	31238.83984375	17324.4	17250.9	24182.7	11246.5	33801.6	33208.8	32343.4	28086.3	21548.6	1486.3	20944.7	15726.9	4104.4	4646.7	5699.6	2677.8
Q4G5Y1	Klhdc2	Kelch domain-containing protein 2	5	100	45908.58	2	3	4	4	3	3	3	3	4	4	2	3	5	4	5	4	120533.6953125	121215.6484375	84905.359375	84843.15625	39748.80078125	42161.30859375	54555.3671875	42050.76953125	55443.2734375	50649.08203125	37893.4140625	45281.42578125	85354	86245.4140625	91056.3046875	129213.9140625	9103	13239.2	7564.6	12214.5	3138.9	3412.2	5286.3	5357.9	8308	7775.9	3020	8509.4	12914.1	13312.6	14669.8	16135.1
Q4KML4	Abracl	Costars family protein ABRACL	5	100	9030.41	4	5	4	5	5	4	5	5	5	4	4	4	5	5	4	5	1867708	2177015.5	2759075	1841550.125	2539002.75	2779164.25	2064211.625	2231197.25	2502446.75	2269225	1959235.625	2303183.25	1448658.875	1333983.5	1688128.5	1659609.75	2029070.1	2375559.9	2762708	2038437.4	2561848.3	2671672.6	2166337.3	2552894.6	2914472.4	2280197.2	2256692.6	2228979	1501626.1	1396153.3	1694912.3	1803587.6
Q4KMM3	Oxr1	Oxidation resistance protein 1	9	100	95911.79	7	7	5	7	7	6	6	6	7	6	8	7	5	7	7	8	225137.875	236426.765625	226591.375	269596.3125	236460.03125	229422.09375	293810.4375	262557.8125	184502.125	266959.6875	285587.71875	254370.84375	209088.8125	215116.734375	289958.5625	268576.71875	27153.2	28533.8	21019.2	36930.1	26021.6	25863.1	37608.2	29330.5	26758.5	25310.4	33391.5	33442.7	18986.6	23555.9	29344.6	31352.7
Q4KWH5	Plch1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1	3	100	187743.08	1	2	3	2	2	2	2	2	2	1	3	2	2	2	2	1	51129.55859375	90196.84375	44620.5859375	36017.7890625	37188.046875	48492.08203125	34393.90625	57237.7109375	66377.7578125	77557.9609375	84300.0078125	61544.31640625	27843.595703125	79928.8984375	46024.13671875	44673.10546875	662.6	1672.1	1076.7	711.5	769.1	863.6	630.2	1132.3	1181.8	1005.1	2120.2	1244.5	538.5	1445.4	825.7	578.9
Q4LDD4	Arap1	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1	11	100	162275.81	6	8	6	8	7	6	8	5	10	8	9	9	8	8	6	4	73442.625	70273.3984375	72079	66892.6875	61116.87109375	44492.9453125	51123.53125	49251.60546875	65579.375	66440.8828125	60686.03515625	58426.3515625	37770.875	40757.05859375	36985.359375	24969.271484375	11022.1	12106.8	19258.1	7917.2	11380	6891	8955.2	5214.8	53236.6	19835.2	16834.1	19830.4	11608.3	9511.4	3840.7	2199.2
Q4PJX1	Odr4	Protein odr-4 homolog	7	100	49997.72	5	5	4	5	4	5	4	5	6	4	7	5	6	5	5	4	123819.5859375	109830.6640625	115245.296875	103031.875	107372.046875	115369.5390625	94228.3203125	110329.875	119060.3046875	122220.296875	111114.390625	110071.7421875	110598.359375	103064.7734375	112973.6171875	94473.2109375	29981	27314.8	29206.8	26803.2	24212.6	27561.5	20057.1	26078.4	34138.2	27219.1	34352.3	26789.9	31793.4	26207.3	28845.9	21340.8
Q4PZA2	Ece1	Endothelin-converting enzyme 1	5	100	87072.56	3	2	3	4	4	4	3	4	5	5	2	4	5	5	5	5	61862.84375	64431.81640625	36346.35546875	54513.1796875	59196.23046875	31364.767578125	61546.9921875	56567.88671875	50169.9765625	82738.78125	50414.23046875	40143.1015625	198912.5	214677.171875	271184.25	154974.734375	4541	2655.5	2392.1	3795.2	5136.7	2941.5	4101	4445.8	4391.2	6619.4	2012.8	2386.4	14601.5	18547.9	21632	11396.6
Q4QQM5	Miga1	Mitoguardin 1	1	50	67535.5	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	14091.0810546875	21135.662109375	23910.740234375	NaN	NaN	NaN	14991.4501953125	20139.599609375	24738.646484375	31814.509765625	30186.90625	NaN	NaN	NaN	NaN	NaN	414.4	621.6	703.3	NaN	NaN	NaN	440.9	592.3	727.6	935.7	887.9	NaN	NaN	NaN	NaN	NaN
Q4U2R1	Herc2	E3 ubiquitin-protein ligase HERC2	14	100	527456.29	11	11	12	7	12	7	11	9	11	8	8	7	8	7	5	8	497771.25	445998.34375	502824.90625	359856.53125	493070.34375	401304.84375	415915.78125	431483.28125	455003.15625	427749.4375	397034.84375	415845.34375	354880.0625	347243.875	409036.375	390973.34375	4442.5	4640	8811.2	6080.5	9602.2	5874.3	7269.8	8064.5	8289.9	6797.5	6036.7	7756.6	7673.6	4834.2	5507.5	7443
Q4VA53	Pds5b	Sister chromatid cohesion protein PDS5 homolog B	43	100	164419.04	35	39	32	36	37	39	35	35	38	36	37	38	38	38	37	37	311208.59375	369612.96875	356209.84375	423712.65625	281893.5	429946.40625	269153.53125	387255.09375	324510.09375	280369.875	375210.21875	385620.65625	499553.875	500165.65625	516538.3125	458629.625	152026.3	154933.3	485280.7	241044.1	125487.2	151216.4	126591.8	193531.9	153556.7	133539.4	195781	197942.5	195147	291368.8	340532.1	257662.6
Q4VAA2	Cdv3	Protein CDV3	11	100	29729.02	9	11	10	9	8	9	8	9	9	10	10	10	9	9	10	10	5370535	5086083.5	4698866.5	6304058	5163514.5	5187114	5352976.5	5214501	5219979.5	5578668.5	5847326.5	5630241	5022486.5	4853883	5027316.5	6115211	2321104.9	2177648.2	1998965.3	2564371.4	1900286.9	1909597.1	2121318.3	1983520.5	1969386.9	2251249.7	2223767.8	2217259.1	1958166.2	1893289.7	2004788.3	2550058.3
Q4VAA7	Snx33	Sorting nexin-33	4	75	65314.63	1	1	0	2	2	0	1	0	2	1	3	1	1	2	0	3	14671.8623046875	13126.91015625	NaN	13813.4677734375	11932.326171875	NaN	8281.2548828125	NaN	16292.3291015625	15739	19034.083984375	15728.91015625	15112.419921875	21641.439453125	NaN	23833.11328125	586.9	525.1	NaN	2031.7	1206.7	NaN	331.3	NaN	3901.3	629.6	3974.8	629.2	604.5	1112.3	NaN	2497.4
Q4VAC9	Plekhg3	Pleckstrin homology domain-containing family G member 3	36	100	148519.08	34	34	32	35	31	33	35	34	33	35	33	33	12	17	17	14	604769.375	581556.75	635302.5625	454146.90625	550840.6875	524063.78125	548568.9375	574513.875	525453.1875	565233.3125	532934.6875	550887.125	68678.78125	69396.3203125	76163.9375	75499.078125	312543.8	306404.5	335605.7	223671.4	276832	287665.2	275892.2	284016.9	267623.5	297925.7	262661	265350.9	25361.5	45837.8	37161.6	20609.3
Q4VAE3	Tmem65	Transmembrane protein 65	1	93.8	24918.14	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	208482.703125	176638.125	126116.875	142929.09375	154055.625	95957.59375	NaN	135346.578125	129024.265625	161719	130258.96875	119711.515625	239660.96875	254934.03125	345224.25	202332.65625	32082.7	27173.9	22472.5	22588.1	23700.9	14816.7	NaN	22266.5	19854	25076.8	20266.8	18425.9	37012	39279.1	53487.1	31142
Q4VBD2	Tapt1	Transmembrane anterior posterior transformation protein 1	8	100	63894.1	6	6	8	5	4	4	7	5	5	6	6	5	4	5	4	6	215278.984375	211213.234375	227505.96875	207871.25	176449.046875	192895.75	224608.265625	262784.21875	241104.4375	206653.125	253730.15625	176439.09375	155967.109375	179780.734375	253289.015625	89147.46875	93095.1	91281.8	86247.8	30871.4	23894.9	25695	36733.3	35248.1	25660.4	38722.3	41667.5	21281.6	13795.8	32515.7	32753.6	46865.1
Q4VBD9	Gzf1	GDNF-inducible zinc finger protein 1	3	93.8	79533.02	3	2	1	1	3	0	3	3	3	3	3	2	3	3	3	3	56755.56640625	72183.03125	80080.515625	81475.4375	33854.8203125	NaN	64401.05859375	51990.18359375	39314.61328125	44859.30859375	77261.453125	19684.615234375	55136.52734375	68423.03125	88747.109375	90868.890625	5366.8	5275.6	1553.3	1580.3	3715.5	NaN	8702.6	8177	5097.9	6678.8	10944.7	1452.6	5182.7	5124.8	9483.3	6627.7
Q4VBE8	Wdr18	WD repeat-containing protein 18	12	100	47211.33	12	11	11	12	12	11	11	10	12	12	12	12	11	12	12	11	587059.4375	603367.375	652085.5	523987.25	571058.4375	612563.75	521864.78125	558131.125	521703.46875	579883.0625	556822.125	545343.25	559435.6875	553435.3125	628993.3125	668793.5625	348919.7	288000.4	284843.3	208578.9	237564.9	224891.4	218012.4	231495	237085.6	256345.8	238856.8	226613.6	236756.1	232124.7	260980.7	315699.9
Q4VBF2	R3hdm4	R3H domain-containing protein 4	1	43.8	29659.53	0	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	NaN	13402.953125	NaN	NaN	21891.712890625	24888.060546875	30988.341796875	18990.212890625	NaN	NaN	5411.85986328125	18234.88671875	NaN	NaN	NaN	NaN	NaN	1031	NaN	NaN	1684	1914.5	2383.7	1460.8	NaN	NaN	416.3	1402.7	NaN	NaN	NaN	NaN
Q4VC33	Maea	E3 ubiquitin-protein transferase MAEA	7	100	45336.37	5	7	6	4	5	6	7	6	6	6	7	5	5	5	5	6	643592.25	580463.5625	642659.5	512461.46875	488377.3125	540794.875	555194.75	534965.625	519450.40625	582841.9375	557074.875	528348.6875	509588.375	485569.84375	414570	433328	79085.3	111972.1	111862.5	93756.4	109029.2	120431.7	136756.7	86209.4	112186.2	96690.7	143184.8	98754.1	92311.7	118089.7	92948.7	89011.3
Q4VGL6	Rc3h1	Roquin-1	4	100	125377.94	3	4	3	4	3	2	4	3	4	3	3	3	2	3	2	3	152532.34375	150283.0625	169468.15625	133407.328125	97281.171875	118994.5390625	104693.1015625	137147.5625	118337.7734375	111150.0859375	102270.515625	126977.734375	129898.6015625	69632.6171875	73320.109375	113795.4296875	10883.6	10701.4	11467.8	9601.6	8337.2	3814.2	8877.1	9833.3	8529.8	7170.1	7461.8	9188.5	2223.9	4381	2300.9	6640.1
Q501J6	Ddx17	Probable ATP-dependent RNA helicase DDX17	44	100	72399.49	43	44	44	44	44	41	44	44	44	44	44	44	44	44	44	44	8357636.5	8317789.5	7667333.5	7079290.5	8271858.5	8536111	8360912.5	8182057.5	9646448	10237447	10007509	10069993	7609462.5	8020508.5	7003518	7889351.5	3268920.8	3210376.1	3205626.1	2955908.2	3214217.4	3227594.3	3288389	3218822.4	3493056.4	3730107.5	3935029.9	3557459.1	2899979.2	3059101.4	2847358	3152723.2
Q501J7	Phactr4	Phosphatase and actin regulator 4	17	100	76631.87	16	14	16	16	16	12	15	14	14	14	15	15	14	16	13	15	442212.71875	381009.75	417968.875	404718.96875	331062.59375	318876.375	354796.34375	355600.09375	351361.15625	348932.96875	330708.78125	291249.8125	305656.59375	358137.125	345207	390770.78125	81488.5	73537.2	89791.4	78002.5	60118	49606.9	58630.9	67295.4	55897.4	59331.3	52831.8	52199.4	52157.8	65628.1	63573.1	73899
Q505B7	Zbtb8os	Protein archease	1	81.2	19727.05	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	30551.462890625	27491.521484375	36728.71875	57845.40625	104961.40625	100853.96875	73515.5625	78712.8515625	100535.859375	65967.3203125	113422.328125	63831.85546875	NaN	46556.125	NaN	NaN	2777.4	2499.2	3339	5258.7	9541.9	9168.5	6683.2	7155.7	9139.6	5997	10311.1	5802.9	NaN	4232.4	NaN	NaN
Q505D1	Ankrd28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	19	100	112897.7	14	15	18	15	18	16	16	17	16	14	17	19	15	17	16	16	246642.3125	235457.0625	262605.03125	230401.140625	182808.84375	178564.40625	172469.109375	173325.46875	217765.578125	228515.765625	191177.296875	199551.703125	157060.90625	168167.078125	153772.28125	156193.609375	63146.1	64616.6	76910.8	56792.4	48680.5	43315.1	41836.5	37569.5	60973.7	58128.6	47275	59172.2	40755.8	42766.4	40365.8	42030
Q505D7	Opa3	Optic atrophy 3 protein homolog	2	100	20110.28	2	2	2	1	2	2	2	1	2	2	2	1	2	2	1	1	182264.671875	186082.453125	178179.890625	181109.765625	235100.203125	291477.4375	226858.5625	263269.28125	173670.21875	162536.734375	254234.21875	127147.3984375	168126.921875	129407.0703125	71442.828125	89102.7109375	39863.8	36308.4	44198.2	15246.8	46064.8	56910.5	45896.2	22163.4	34750.3	34014.7	48247.3	10703.9	35549.6	23753.6	6014.4	7501.1
Q505F5	Lrrc47	Leucine-rich repeat-containing protein 47	25	100	63590.22	23	24	23	22	23	22	24	21	25	24	22	24	24	24	22	22	535395.0625	590233.9375	502321.15625	534972.3125	728528.5	653529.3125	726743.8125	633677.75	597963.25	593071.6875	676230.5	540736.8125	700537	745128.5625	720862.875	702738.6875	244451	268322.7	236468.7	214803.1	292686.7	242904.7	300080.5	244445.7	296440.2	251140.2	245042.4	221915.6	279755.3	324215.5	282449.1	284848.8
Q505K2	Fhip1a	FHF complex subunit HOOK-interacting protein 1A	1	50	120219.49	0	0	1	1	1	0	1	1	0	1	1	1	0	0	0	0	NaN	NaN	7258.455078125	10418.9736328125	8108.69140625	NaN	20146.05859375	4849.79736328125	NaN	14120.625	16234.673828125	6559.74755859375	NaN	NaN	NaN	NaN	NaN	NaN	137	196.6	153	NaN	380.1	91.5	NaN	266.4	306.3	123.8	NaN	NaN	NaN	NaN
Q52KE7	Ccnl1	Cyclin-L1	5	100	60133.21	4	4	4	4	3	5	3	5	4	3	5	5	4	4	4	3	220397.9375	208669.828125	192611.109375	146019.21875	182620.734375	218711.046875	164659.703125	191263.625	236092.578125	205160.484375	186665.5	166449.09375	203322.671875	179771.140625	204936.46875	217119.734375	29807.5	30609.3	24335.4	17663.2	24595.6	39576.2	21961	32349.5	38074.3	28315.6	37140.7	28806.3	30496	25479.4	28708.9	27035.7
Q52KI8	Srrm1	Serine/arginine repetitive matrix protein 1	8	100	106862.14	6	6	8	8	5	5	6	4	6	6	7	5	7	5	5	7	217393.171875	305533.25	282079.875	306929.84375	295814.53125	382164.875	275337.03125	297918.21875	250638.34375	271538.15625	319136.34375	254890.75	255338.859375	247760.71875	425032.6875	378709.46875	40295.1	59750.3	54412.5	54957	51285.7	70092.8	50630.1	48919.5	48904.9	42438.4	61102.6	42140.8	42936.3	45179.9	69511.9	73364.1
Q566J8	Coq8b	Atypical kinase COQ8B, mitochondrial	2	100	59231.92	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	1	5261.85107421875	8500.9384765625	2353.2197265625	2359.072998046875	7796.740234375	7821.7783203125	11186.7197265625	2204.1533203125	7703.48779296875	5027.96484375	2354.29296875	2180.4287109375	7529.20947265625	6845.77685546875	7361.59326171875	2595.56640625	315.3	483.4	78.9	141.9	426.1	498.8	616.7	138.7	543.1	168.6	140.3	73.1	414.4	396.5	521.2	87.1
Q569Z5	Ddx46	Probable ATP-dependent RNA helicase DDX46	51	100	117448.22	44	47	42	45	49	43	46	45	47	45	49	42	46	47	46	48	672277.3125	722921.125	695291.8125	736372.625	692744.1875	761634.25	703687.1875	675971.8125	654365.75	683241.8125	670007.1875	665171.75	707412.9375	707620.75	744434.6875	788770.25	307157.3	311963.4	279430	320229.8	309904.3	329848.1	292391.6	290113.2	301034	294093.4	289136.3	261274.4	308875	325197.5	359213.2	363295.8
Q569Z6	Thrap3	Thyroid hormone receptor-associated protein 3	28	100	108178.2	25	25	28	28	28	28	27	25	27	27	27	27	27	28	27	24	3507196.5	3297036.75	3278927.5	2966946	3254296.5	3550298.5	3262142.5	3460583.75	3207859.5	3515812.5	3010713	3320205.25	3486083.5	3396984.5	3751916.75	4639622	1181855.1	1168289.8	1289488.7	980390.9	1085243.7	1066753	1043530.8	1246461.1	1265263.1	1211857	1005443.5	1082815.1	1112279.8	1151518.1	1204463.4	1657684.8
Q56A08	Gpkow	G-patch domain and KOW motifs-containing protein	10	100	53831.63	10	10	9	6	10	8	10	8	10	8	9	8	9	10	9	9	422037.84375	387282.84375	374995.3125	289712.8125	262744.625	239365.953125	264879.65625	284026.65625	304111.78125	353155.53125	295824.25	330988.09375	507431.59375	534875.3125	453558	630560.25	120801.5	109029.5	105757.3	66532.3	75891.7	55062.9	69498	81360.8	88793.4	99883.4	80238.5	79148.5	127137.9	149687.4	119280.2	164875.2
Q56A10	Znf608	Zinc finger protein 608	1	18.8	162344.65	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	NaN	NaN	NaN	5516.6337890625	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4778.12890625	NaN	4990.89453125	NaN	NaN	NaN	NaN	89.5	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	77.5	NaN	80.9	NaN
Q570Y9	Deptor	DEP domain-containing mTOR-interacting protein	4	31.2	46119.55	0	0	0	0	0	0	0	1	0	0	0	0	3	4	4	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44089.63671875	NaN	NaN	NaN	NaN	71249.921875	63032.5078125	106047.8828125	256664.96875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	463.6	NaN	NaN	NaN	NaN	9081.6	10574.5	13601.6	26436.4
Q571E4	Galns	N-acetylgalactosamine-6-sulfatase	8	100	57673.47	5	4	8	6	7	6	5	5	4	6	6	6	5	4	6	5	124180.4453125	100880.8828125	96783.390625	67452.96875	126850.59375	83342.640625	128875.890625	109422.109375	119738.4296875	114815.515625	104043.265625	100824.5	73253.5546875	101673.1171875	83862.3828125	70006.828125	31945.3	23497.3	50983.1	29426.9	46407.6	33431.7	33570.5	26249.7	21619	29581.2	36035.6	28704	17475	24332.9	21813.3	24644.1
Q571H0	Urb1	Nucleolar pre-ribosomal-associated protein 1	14	100	254613.74	8	8	7	12	8	8	9	8	8	8	9	8	8	10	12	6	63022.234375	56570.61328125	65639.078125	56925.84765625	49909.12890625	77649.453125	46671.8671875	53733.05859375	55075.9765625	56021.9765625	62310.77734375	59543.2265625	58787.1640625	68409.9765625	77067.921875	52056.046875	4468.1	3498.6	3423.3	7824.5	3835.7	4213.7	5666.9	5295	1809	3843.6	3760.5	2443.9	3040	4800.4	8052.9	2315.2
Q571I4	Prag1	Inactive tyrosine-protein kinase PRAG1	4	62.5	147944.69	0	0	2	0	0	2	4	0	4	3	2	4	3	0	3	2	NaN	NaN	13927.9326171875	NaN	NaN	19963.990234375	35754.90625	NaN	41322.8515625	43369.328125	41743.02734375	48693.796875	17755.875	NaN	26397.91796875	10915.4296875	NaN	NaN	263.9	NaN	NaN	771	2188.8	NaN	3028.3	2441.8	1562	2876.8	1028.8	NaN	1351.1	475.7
Q571I9	Aldh16a1	Aldehyde dehydrogenase family 16 member A1	16	100	84755.75	13	15	13	13	15	13	15	13	14	16	15	16	15	15	12	14	396961.625	356499.59375	310504.75	446497.21875	366518	400887.625	414865.71875	418482.28125	483517.125	557999.75	491495	456020.40625	477561.03125	535308.875	531137.125	592109.25	82642.1	342123.3	88063.3	117410.8	149295.6	116750.3	153479.6	112132.5	163614.6	170123.2	188264.7	126506	114412.6	145938.9	137027.5	184605.6
Q58A65	Spag9	C-Jun-amino-terminal kinase-interacting protein 4	36	100	146219.36	27	28	24	29	33	26	28	31	29	29	30	30	32	32	28	30	208826	222325.28125	207482.84375	209240.03125	272625.1875	322043.09375	269633.34375	265482.0625	291466.3125	282938.5	312459.59375	302683.90625	364280.21875	345587.03125	372055.1875	334089.25	71109	76563.2	54613.8	82020.7	93872.1	114441.9	98113.2	111153.3	121924.5	107343.8	106679.7	116247.6	110798.4	115939.7	134036.5	104189.2
Q58NB6	Dhrs9	Dehydrogenase/reductase SDR family member 9	4	75	35242.17	0	0	0	0	4	3	4	2	4	4	4	4	4	4	4	2	NaN	NaN	NaN	NaN	124675.1484375	66551.0078125	82931.6328125	95309.46875	105269.546875	121860.3828125	93117.65625	82217.6328125	172165.921875	205861.34375	218791.484375	40671.640625	NaN	NaN	NaN	NaN	31746.5	17544.9	15409.5	11399.3	25919.1	29261.8	21222.6	20615	42260.9	49967.7	57615.7	3925.7
Q5BL07	Pex1	Peroxisomal ATPase PEX1	9	100	141427.7	3	6	5	7	7	7	7	8	7	7	7	6	4	3	4	3	72580.765625	57220.43359375	51722.69921875	57102.5	69735.3046875	62808.24609375	60048.8359375	64558.7890625	65382.3671875	64559.66015625	71109.25	79622.609375	26815.544921875	26691.453125	31939.66796875	26427.14453125	3267.7	5445.4	2615.5	4454.1	5632.6	9096.3	6444.8	10376.7	8160.4	5098.9	4921.5	5596.4	1673.3	1270.7	6846.4	976.1
Q5BLK4	Tut7	Terminal uridylyltransferase 7	15	100	169102.52	9	11	7	10	8	11	10	10	11	10	10	12	10	10	7	9	92312.7109375	78729.34375	61714.1484375	78730.734375	84301.359375	83082.6796875	89406.0390625	73744.6484375	82251.5390625	66391.3828125	85127.8125	94604.9453125	62932.59375	84964.421875	68251.2734375	59510.14453125	10497.1	13501.7	7420.2	8761.6	7836.6	10588	9588.6	8699.7	11642.1	6889.2	10888.4	15475	6018.1	8705	5832.9	9336.7
