unit	split	compartment	regulon	gene	rho	p	n	note
cell	all	malignant_like	ELF3_prior	TACSTD2	0.169031836701414	1.3053691861592116e-63	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	GRHL1_RNA	CLDN4	0.2910943069072883	2.536829675738313e-190	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	GRHL1_RNA	TACSTD2	0.2304879855650932	4.121259563914271e-118	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	GRHL1_pearson	CLDN4	0.6052723150775237	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	GRHL1_pearson	TACSTD2	0.609002129968043	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	GRHL1_prior	CLDN4	-0.0131376018679197	0.1938576980771631	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	GRHL1_prior	TACSTD2	-0.0140147418935366	0.1657454158465008	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	KLF4_RNA	CLDN4	0.511712187142644	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	KLF4_RNA	TACSTD2	0.5023986376231161	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	KLF4_pearson	CLDN4	0.5155505181846558	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	KLF4_pearson	TACSTD2	0.4879599400231992	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	KLF4_prior	CLDN4	0.3941634369646369	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	KLF4_prior	TACSTD2	0.443502632578608	0.0	9782	exploratory; cells are not independent (pseudoreplication)
sample	LUAD	malignant_like	ELF3_GRHL1_KLF4_pearson_union	CLDN4	0.4285714285714286	0.3965014577259473	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	ELF3_GRHL1_KLF4_pearson_union	TACSTD2	0.1428571428571428	0.7871720116618076	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	ELF3_GRHL1_KLF4_prior_union	CLDN4	0.6571428571428573	0.1561749271137024	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	ELF3_GRHL1_KLF4_prior_union	TACSTD2	0.4285714285714286	0.3965014577259473	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	ELF3_RNA	CLDN4	0.942857142857143	0.004804664723032	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	ELF3_RNA	TACSTD2	0.8857142857142858	0.0188454810495626	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	ELF3_pearson	CLDN4	0.7714285714285715	0.0723965014577259	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	ELF3_pearson	TACSTD2	0.6	0.208	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	ELF3_prior	CLDN4	-0.1428571428571428	0.7871720116618076	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	ELF3_prior	TACSTD2	-0.2571428571428572	0.6227871720116619	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	GRHL1_RNA	CLDN4	0.942857142857143	0.004804664723032	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	GRHL1_RNA	TACSTD2	0.8285714285714287	0.0415626822157433	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	GRHL1_pearson	CLDN4	0.8285714285714287	0.0415626822157433	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	GRHL1_pearson	TACSTD2	0.7142857142857143	0.1107871720116617	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	GRHL1_prior	CLDN4			6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	GRHL1_prior	TACSTD2			6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	KLF4_RNA	CLDN4	0.1428571428571428	0.7871720116618076	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	KLF4_RNA	TACSTD2	-0.1428571428571428	0.7871720116618076	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	KLF4_pearson	CLDN4	0.3142857142857143	0.5440932944606415	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	KLF4_pearson	TACSTD2	0.0285714285714285	0.9571545189504372	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	KLF4_prior	CLDN4	0.4285714285714286	0.3965014577259473	6	primary unit=sample; min 20 malignant_like cells
sample	LUAD	malignant_like	KLF4_prior	TACSTD2	0.1428571428571428	0.7871720116618076	6	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	ELF3_GRHL1_KLF4_pearson_union	CLDN4	0.8951048951048951	8.366586429091718e-05	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	ELF3_GRHL1_KLF4_pearson_union	TACSTD2	0.7552447552447553	0.0045084354842942	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	ELF3_GRHL1_KLF4_prior_union	CLDN4	0.7202797202797203	0.0082397687123384	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	ELF3_GRHL1_KLF4_prior_union	TACSTD2	0.7342657342657343	0.0065434901468378	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	ELF3_RNA	CLDN4	0.7972027972027973	0.0019003677255282	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	ELF3_RNA	TACSTD2	0.8321678321678322	0.0007854416778536	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	ELF3_pearson	CLDN4	0.9370629370629372	6.9931649532105415e-06	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	ELF3_pearson	TACSTD2	0.8251748251748254	0.0009513628555555	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	ELF3_prior	CLDN4	0.0069930069930069	0.9827917689028476	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	ELF3_prior	TACSTD2	0.0839160839160839	0.7954145018538978	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	GRHL1_RNA	CLDN4	0.963223893965226	4.980487485963565e-07	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	GRHL1_RNA	TACSTD2	0.8266212326392487	0.0009150112679836	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	GRHL1_pearson	CLDN4	0.972027972027972	1.286811575149503e-07	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	GRHL1_pearson	TACSTD2	0.8531468531468532	0.0004181179404149	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	GRHL1_prior	CLDN4	-0.3930418320670321	0.2062557566199833	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	GRHL1_prior	TACSTD2	-0.4803844614152615	0.1139374121519203	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	KLF4_RNA	CLDN4	0.7832167832167832	0.0025862148333625	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	KLF4_RNA	TACSTD2	0.6083916083916086	0.0358059970520292	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	KLF4_pearson	CLDN4	0.8391608391608393	0.0006428259886278	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	KLF4_pearson	TACSTD2	0.6713286713286714	0.0168314561868934	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	KLF4_prior	CLDN4	0.6713286713286714	0.0168314561868934	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	KLF4_prior	TACSTD2	0.6013986013986015	0.0385884529220194	12	primary unit=sample; min 20 malignant_like cells
