unit	split	compartment	regulon	gene	rho	p	n	note
cell	all	epithelial	TFAP2A_intersect	CLDN4	0.23901783082317776	7.58239938268334e-169	13043	exploratory; cells are not independent (pseudoreplication)
cell	all	epithelial	NKX2-1_prior	TACSTD2	-0.33027881612139526	0.0	13043	exploratory; cells are not independent (pseudoreplication)
cell	all	epithelial	NKX2-1_prior	CLDN4	-0.1793516249855107	1.0028530612512986e-94	13043	exploratory; cells are not independent (pseudoreplication)
cell	all	epithelial	NKX2-1_pearson	TACSTD2	-0.2205825372324532	1.7714046838415842e-143	13043	exploratory; cells are not independent (pseudoreplication)
cell	all	epithelial	NKX2-1_pearson	CLDN4	-0.03733333507894558	2.0011076278532453e-05	13043	exploratory; cells are not independent (pseudoreplication)
cell	all	epithelial	NKX2-1_intersect	TACSTD2	-0.10432209671608118	6.839841950536959e-33	13043	exploratory; cells are not independent (pseudoreplication)
cell	all	epithelial	NKX2-1_intersect	CLDN4	0.06530417317561392	8.305963444423064e-14	13043	exploratory; cells are not independent (pseudoreplication)
cell	all	epithelial	ELF3_GRHL1_KLF4_prior_union	TACSTD2	0.45077454377799403	0.0	13043	exploratory; cells are not independent (pseudoreplication)
cell	all	epithelial	ELF3_GRHL1_KLF4_prior_union	CLDN4	0.30865341707447747	7.017395371803623e-286	13043	exploratory; cells are not independent (pseudoreplication)
cell	all	epithelial	ELF3_GRHL1_KLF4_pearson_union	TACSTD2	0.5259279318190159	0.0	13043	exploratory; cells are not independent (pseudoreplication)
cell	all	epithelial	ELF3_GRHL1_KLF4_pearson_union	CLDN4	0.4698601251177062	0.0	13043	exploratory; cells are not independent (pseudoreplication)
cell	all	epithelial	ELF3_RNA	TACSTD2	0.371086941665036	0.0	13043	exploratory; cells are not independent (pseudoreplication)
cell	all	epithelial	ELF3_RNA	CLDN4	0.36285516279895297	0.0	13043	exploratory; cells are not independent (pseudoreplication)
cell	all	epithelial	GRHL1_RNA	TACSTD2	0.23657994054453185	2.314277096741436e-165	13043	exploratory; cells are not independent (pseudoreplication)
cell	all	epithelial	GRHL1_RNA	CLDN4	0.236497370195867	3.0320706574024665e-165	13043	exploratory; cells are not independent (pseudoreplication)
cell	all	epithelial	KLF4_RNA	TACSTD2	0.47845285914119556	0.0	13043	exploratory; cells are not independent (pseudoreplication)
cell	all	epithelial	KLF4_RNA	CLDN4	0.4018627152498074	0.0	13043	exploratory; cells are not independent (pseudoreplication)
cell	all	epithelial	TFAP2A_RNA	TACSTD2	0.29153531174999425	7.041038531549612e-254	13043	exploratory; cells are not independent (pseudoreplication)
cell	all	epithelial	TFAP2A_RNA	CLDN4	0.15831102400019903	5.8464346662412145e-74	13043	exploratory; cells are not independent (pseudoreplication)
cell	all	epithelial	NKX2-1_RNA	TACSTD2	-0.08622698599269486	5.899423785420032e-23	13043	exploratory; cells are not independent (pseudoreplication)
cell	all	epithelial	NKX2-1_RNA	CLDN4	0.0904771843067122	4.0438057103710683e-25	13043	exploratory; cells are not independent (pseudoreplication)
sample	all	epithelial	ELF3_prior	TACSTD2	0.2785714285714285	0.3147094732307908	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	ELF3_prior	CLDN4	-0.06428571428571428	0.8199479653196377	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	ELF3_pearson	TACSTD2	0.5535714285714285	0.03228710377012361	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	ELF3_pearson	CLDN4	0.7	0.00366606789880138	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	ELF3_intersect	TACSTD2			0	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	ELF3_intersect	CLDN4			0	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	GRHL1_prior	TACSTD2	-0.4330127018922193	0.10690753957629572	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	GRHL1_prior	CLDN4	-0.4330127018922193	0.10690753957629572	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	GRHL1_pearson	TACSTD2	0.557142857142857	0.030961086755812137	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	GRHL1_pearson	CLDN4	0.5285714285714286	0.04279728930945039	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	GRHL1_intersect	TACSTD2			0	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	GRHL1_intersect	CLDN4			0	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	KLF4_prior	TACSTD2	0.8428571428571429	7.96719525272486e-05	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	KLF4_prior	CLDN4	0.47142857142857136	0.07607042915033116	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	KLF4_pearson	TACSTD2	0.5285714285714286	0.04279728930945039	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	KLF4_pearson	CLDN4	0.4642857142857142	0.08125098075549499	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	KLF4_intersect	TACSTD2	0.5607142857142856	0.02967649609447474	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	KLF4_intersect	CLDN4	0.5607142857142856	0.02967649609447474	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	TFAP2A_prior	TACSTD2	0.20357142857142854	0.4667950724891123	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	TFAP2A_prior	CLDN4	-0.16785714285714282	0.5498555542278021	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	TFAP2A_pearson	TACSTD2	0.6249999999999999	0.012727453511233677	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	TFAP2A_pearson	CLDN4	0.1928571428571428	0.4910487016052232	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	TFAP2A_intersect	TACSTD2	0.3857142857142856	0.15563079458596027	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	TFAP2A_intersect	CLDN4	-0.2607142857142857	0.3479794598627936	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	NKX2-1_prior	TACSTD2	-0.4678571428571427	0.07863023115438063	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	NKX2-1_prior	CLDN4	0.007142857142857141	0.9798442277615982	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	NKX2-1_pearson	TACSTD2	-0.4142857142857142	0.12471544223657087	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	NKX2-1_pearson	CLDN4	0.11071428571428568	0.6944626472070964	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	NKX2-1_intersect	TACSTD2	-0.3127793920987215	0.25634615301096636	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	NKX2-1_intersect	CLDN4	0.27167124342288956	0.327339919919453	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	ELF3_GRHL1_KLF4_prior_union	TACSTD2	0.8142857142857142	0.00021936582772710199	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	ELF3_GRHL1_KLF4_prior_union	CLDN4	0.33928571428571425	0.2160289253419548	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	ELF3_GRHL1_KLF4_pearson_union	TACSTD2	0.5357142857142856	0.03956697222954946	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	ELF3_GRHL1_KLF4_pearson_union	CLDN4	0.5821428571428571	0.02279368712641428	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	ELF3_RNA	TACSTD2	0.41785714285714276	0.12117253602187843	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	ELF3_RNA	CLDN4	0.6107142857142855	0.015592831421175632	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	GRHL1_RNA	TACSTD2	0.5107142857142856	0.051725498368269354	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	GRHL1_RNA	CLDN4	0.3714285714285714	0.17284974708034007	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	KLF4_RNA	TACSTD2	0.43214285714285705	0.1076930375463979	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	KLF4_RNA	CLDN4	0.10357142857142855	0.7133796306287293	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	TFAP2A_RNA	TACSTD2	0.6357142857142856	0.010860746168789803	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	TFAP2A_RNA	CLDN4	0.08214285714285713	0.7710285652881773	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	NKX2-1_RNA	TACSTD2	-0.3378017434666193	0.21817294569292991	15	primary unit=sample; min 20 epithelial cells
sample	all	epithelial	NKX2-1_RNA	CLDN4	0.23949964880702104	0.3899429158666544	15	primary unit=sample; min 20 epithelial cells
cell	all	malignant_like	ELF3_prior	TACSTD2	0.169031836701414	1.3053691861592116e-63	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	ELF3_prior	CLDN4	0.1120432804177269	1.059026454913827e-28	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	ELF3_pearson	TACSTD2	0.5490622715648846	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	ELF3_pearson	CLDN4	0.5474319963512426	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	ELF3_intersect	TACSTD2			0	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	ELF3_intersect	CLDN4			0	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	GRHL1_prior	TACSTD2	-0.014014741893536646	0.16574541584650085	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	GRHL1_prior	CLDN4	-0.013137601867919782	0.1938576980771631	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	GRHL1_pearson	TACSTD2	0.609002129968043	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	GRHL1_pearson	CLDN4	0.6052723150775237	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	GRHL1_intersect	TACSTD2			0	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	GRHL1_intersect	CLDN4			0	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	KLF4_prior	TACSTD2	0.44350263257860806	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	KLF4_prior	CLDN4	0.39416343696463696	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	KLF4_pearson	TACSTD2	0.48795994002319926	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	KLF4_pearson	CLDN4	0.5155505181846558	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	KLF4_intersect	TACSTD2	0.47423553881263275	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	KLF4_intersect	CLDN4	0.4586484660018861	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	TFAP2A_prior	TACSTD2	0.24928870496244562	1.7917353047581232e-138	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	TFAP2A_prior	CLDN4	0.23236580587402286	4.5839125957927055e-120	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	TFAP2A_pearson	TACSTD2	0.5090211672920307	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	TFAP2A_pearson	CLDN4	0.311766101601615	1.8182986765773096e-219	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	TFAP2A_intersect	TACSTD2	0.4455151606432352	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	TFAP2A_intersect	CLDN4	0.34280118644010427	7.689286260419488e-268	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	NKX2-1_prior	TACSTD2	-0.356990705156092	6.871699691126571e-292	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	NKX2-1_prior	CLDN4	-0.3392678977563556	4.8083365710593097e-262	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	NKX2-1_pearson	TACSTD2	-0.20411943828074772	1.6453729747115095e-92	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	NKX2-1_pearson	CLDN4	-0.20655019085466605	9.951143930437143e-95	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	NKX2-1_intersect	TACSTD2	-0.010106496891662774	0.31756673043055944	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	NKX2-1_intersect	CLDN4	-0.011747347557994782	0.24533654364354915	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	ELF3_GRHL1_KLF4_prior_union	TACSTD2	0.44421710252082175	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	ELF3_GRHL1_KLF4_prior_union	CLDN4	0.38733042929900124	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	ELF3_GRHL1_KLF4_pearson_union	TACSTD2	0.5523538180668903	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	ELF3_GRHL1_KLF4_pearson_union	CLDN4	0.5631313011938006	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	ELF3_RNA	TACSTD2	0.42294797443327586	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	ELF3_RNA	CLDN4	0.3983676159865589	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	GRHL1_RNA	TACSTD2	0.23048798556509323	4.121259563914271e-118	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	GRHL1_RNA	CLDN4	0.2910943069072883	2.536829675738313e-190	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	KLF4_RNA	TACSTD2	0.5023986376231161	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	KLF4_RNA	CLDN4	0.511712187142644	0.0	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	TFAP2A_RNA	TACSTD2	0.2767542006205569	1.7256577583852236e-171	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	TFAP2A_RNA	CLDN4	0.22003875725258265	1.4706512908191348e-107	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	NKX2-1_RNA	TACSTD2	0.006863647473751653	0.4972877936898314	9782	exploratory; cells are not independent (pseudoreplication)
cell	all	malignant_like	NKX2-1_RNA	CLDN4	0.026933607812860784	0.0077221191118765934	9782	exploratory; cells are not independent (pseudoreplication)
sample	all	malignant_like	ELF3_prior	TACSTD2	0.08391608391608392	0.7954145018538978	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	ELF3_prior	CLDN4	0.006993006993006993	0.9827917689028476	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	ELF3_pearson	TACSTD2	0.8251748251748254	0.0009513628555555001	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	ELF3_pearson	CLDN4	0.9370629370629372	6.9931649532105415e-06	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	ELF3_intersect	TACSTD2			0	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	ELF3_intersect	CLDN4			0	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	GRHL1_prior	TACSTD2	-0.4803844614152615	0.11393741215192031	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	GRHL1_prior	CLDN4	-0.39304183206703214	0.20625575661998338	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	GRHL1_pearson	TACSTD2	0.8531468531468532	0.0004181179404149967	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	GRHL1_pearson	CLDN4	0.9720279720279721	1.2868115751495027e-07	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	GRHL1_intersect	TACSTD2			0	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	GRHL1_intersect	CLDN4			0	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	KLF4_prior	TACSTD2	0.6013986013986015	0.03858845292201946	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	KLF4_prior	CLDN4	0.6713286713286714	0.016831456186893416	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	KLF4_pearson	TACSTD2	0.6713286713286714	0.016831456186893416	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	KLF4_pearson	CLDN4	0.8391608391608393	0.0006428259886278203	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	KLF4_intersect	TACSTD2	0.6643356643356644	0.01845271802844544	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	KLF4_intersect	CLDN4	0.6923076923076924	0.012593030496094112	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	TFAP2A_prior	TACSTD2	0.17482517482517487	0.5868236643627043	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	TFAP2A_prior	CLDN4	0.2937062937062937	0.3541476412329215	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	TFAP2A_pearson	TACSTD2	0.8951048951048951	8.366586429091718e-05	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	TFAP2A_pearson	CLDN4	0.8881118881118882	0.00011413359814618021	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	TFAP2A_intersect	TACSTD2	0.7622377622377624	0.003950448972542647	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	TFAP2A_intersect	CLDN4	0.7902097902097903	0.0022231354099909177	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	NKX2-1_prior	TACSTD2	-0.7622377622377624	0.003950448972542647	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	NKX2-1_prior	CLDN4	-0.8671328671328673	0.00025981184986148103	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	NKX2-1_pearson	TACSTD2	-0.7762237762237763	0.002992863680185982	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	NKX2-1_pearson	CLDN4	-0.7832167832167832	0.00258621483336259	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	NKX2-1_intersect	TACSTD2	-0.2183565733705734	0.49536675951629733	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	NKX2-1_intersect	CLDN4	-0.2183565733705734	0.49536675951629733	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	ELF3_GRHL1_KLF4_prior_union	TACSTD2	0.7342657342657343	0.006543490146837884	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	ELF3_GRHL1_KLF4_prior_union	CLDN4	0.7202797202797203	0.008239768712338435	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	ELF3_GRHL1_KLF4_pearson_union	TACSTD2	0.7552447552447553	0.004508435484294223	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	ELF3_GRHL1_KLF4_pearson_union	CLDN4	0.8951048951048951	8.366586429091718e-05	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	ELF3_RNA	TACSTD2	0.8321678321678322	0.0007854416778536133	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	ELF3_RNA	CLDN4	0.7972027972027973	0.0019003677255282697	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	GRHL1_RNA	TACSTD2	0.8266212326392487	0.0009150112679836907	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	GRHL1_RNA	CLDN4	0.9632238939652261	4.980487485963565e-07	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	KLF4_RNA	TACSTD2	0.6083916083916086	0.03580599705202923	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	KLF4_RNA	CLDN4	0.7832167832167832	0.00258621483336259	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	TFAP2A_RNA	TACSTD2	0.9211923058649254	2.0949776212051884e-05	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	TFAP2A_RNA	CLDN4	0.8896686147896998	0.00010670024787795761	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	NKX2-1_RNA	TACSTD2	-0.121015600293271	0.7079272414616193	12	primary unit=sample; min 20 malignant_like cells
sample	all	malignant_like	NKX2-1_RNA	CLDN4	-0.03915210597723474	0.9038457694604446	12	primary unit=sample; min 20 malignant_like cells
cell	LUAD	epithelial	ELF3_prior	TACSTD2	0.1761144938247909	1.4260965864035876e-30	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	ELF3_prior	CLDN4	-0.0033272942729981785	0.8294232767611052	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	ELF3_pearson	TACSTD2	0.3351025671097164	1.2918731985802013e-110	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	ELF3_pearson	CLDN4	0.5429228006792193	0.0	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	ELF3_intersect	TACSTD2			0	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	ELF3_intersect	CLDN4			0	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	GRHL1_prior	TACSTD2			4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	GRHL1_prior	CLDN4			4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	GRHL1_pearson	TACSTD2	0.4205770330964845	1.6953238947619226e-179	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	GRHL1_pearson	CLDN4	0.4139607372993212	2.105971544383125e-173	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	GRHL1_intersect	TACSTD2			0	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	GRHL1_intersect	CLDN4			0	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	KLF4_prior	TACSTD2	0.3740161723878156	2.0492553180277325e-139	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	KLF4_prior	CLDN4	0.2507343843146439	3.719450910184947e-61	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	KLF4_pearson	TACSTD2	0.22028756243007364	2.845934837814498e-47	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	KLF4_pearson	CLDN4	0.238897353699834	1.6033994467600685e-55	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	KLF4_intersect	TACSTD2	0.24455561952874966	3.545630041617996e-58	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	KLF4_intersect	CLDN4	0.2313150094111997	4.519917403215052e-52	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	TFAP2A_prior	TACSTD2	0.13582818974855518	9.939727102986225e-19	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	TFAP2A_prior	CLDN4	-0.035818042933486886	0.02034383236750197	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	TFAP2A_pearson	TACSTD2	0.49933128270842086	1.8569823574769364e-263	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	TFAP2A_pearson	CLDN4	0.08120062301558371	1.3912561749760339e-07	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	TFAP2A_intersect	TACSTD2	0.17720842746071977	6.1410673954852805e-31	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	TFAP2A_intersect	CLDN4	-0.08645572430076998	2.0412325204827868e-08	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	NKX2-1_prior	TACSTD2	-0.025782141596534115	0.0949868987130051	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	NKX2-1_prior	CLDN4	0.21728933269625775	5.184546528875742e-46	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	NKX2-1_pearson	TACSTD2	-0.009372084010403441	0.5439496362889417	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	NKX2-1_pearson	CLDN4	0.3691601999410869	1.3474565565984242e-135	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	NKX2-1_intersect	TACSTD2	-0.009620213666718176	0.5333380096674207	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	NKX2-1_intersect	CLDN4	0.2822914376357621	1.0671390745319118e-77	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	ELF3_GRHL1_KLF4_prior_union	TACSTD2	0.3921396047602277	2.9674097850832236e-154	4195	exploratory; cells are not independent (pseudoreplication)
cell	LUAD	epithelial	ELF3_GRHL1_KLF4_prior_union	CLDN4	0.22625134981784006	7.776433483810765e-50	4195	exploratory; cells are not independent (pseudoreplication)
