unit	split	compartment	regulon	gene	rho	p	n	note
sample	LUSC	epithelial	KLF4_prior	CLDN4	0.8571428571428573	0.013697326615325618	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	KLF4_pearson	TACSTD2	0.9285714285714288	0.0025194724037946887	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	KLF4_pearson	CLDN4	0.7500000000000002	0.0521814004570578	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	KLF4_intersect	TACSTD2	0.6785714285714287	0.09375025395983135	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	KLF4_intersect	CLDN4	0.5357142857142858	0.21521745567801298	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	TFAP2A_prior	TACSTD2	0.07142857142857144	0.879048193148154	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	TFAP2A_prior	CLDN4	-0.28571428571428575	0.5345092286010406	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	TFAP2A_pearson	TACSTD2	0.7500000000000002	0.0521814004570578	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	TFAP2A_pearson	CLDN4	0.6785714285714287	0.09375025395983135	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	TFAP2A_intersect	TACSTD2	0.8214285714285715	0.0234488083456915	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	TFAP2A_intersect	CLDN4	0.5357142857142858	0.21521745567801298	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	NKX2-1_prior	TACSTD2	-0.8571428571428573	0.013697326615325618	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	NKX2-1_prior	CLDN4	-0.7857142857142859	0.03623846267982715	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	NKX2-1_pearson	TACSTD2	-0.6785714285714287	0.09375025395983135	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	NKX2-1_pearson	CLDN4	-0.5714285714285715	0.18020198891152767	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	NKX2-1_intersect	TACSTD2	-0.43244998209386837	0.33252677821284443	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	NKX2-1_intersect	CLDN4	-0.2702812388086677	0.5577307488053694	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	ELF3_GRHL1_KLF4_prior_union	TACSTD2	0.9642857142857145	0.00045414916919416935	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	ELF3_GRHL1_KLF4_prior_union	CLDN4	0.7857142857142859	0.03623846267982715	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	ELF3_GRHL1_KLF4_pearson_union	TACSTD2	0.9285714285714288	0.0025194724037946887	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	ELF3_GRHL1_KLF4_pearson_union	CLDN4	0.8571428571428573	0.013697326615325618	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	ELF3_RNA	TACSTD2	0.39285714285714296	0.3833168704269727	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	ELF3_RNA	CLDN4	0.3214285714285715	0.48207203829967776	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	GRHL1_RNA	TACSTD2	0.6071428571428572	0.14823116148116164	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	GRHL1_RNA	CLDN4	0.7142857142857144	0.07134356146753766	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	KLF4_RNA	TACSTD2	0.8571428571428573	0.013697326615325618	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	KLF4_RNA	CLDN4	0.642857142857143	0.11939237342741109	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	TFAP2A_RNA	TACSTD2	0.7500000000000002	0.0521814004570578	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	TFAP2A_RNA	CLDN4	0.6785714285714287	0.09375025395983135	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	NKX2-1_RNA	TACSTD2	-0.43244998209386837	0.33252677821284443	7	primary unit=sample; min 20 epithelial cells
sample	LUSC	epithelial	NKX2-1_RNA	CLDN4	-0.2702812388086677	0.5577307488053694	7	primary unit=sample; min 20 epithelial cells
cell	LUSC	malignant_like	ELF3_prior	TACSTD2	0.15438343313521308	8.094626570467712e-41	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	ELF3_prior	CLDN4	0.1011807001893922	2.3772726121136214e-18	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	ELF3_pearson	TACSTD2	0.5990331390999352	0.0	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	ELF3_pearson	CLDN4	0.4367545849962372	0.0	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	ELF3_intersect	TACSTD2			0	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	ELF3_intersect	CLDN4			0	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	GRHL1_prior	TACSTD2	-0.017117315258816143	0.14033787486829186	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	GRHL1_prior	CLDN4	-0.016702420906003875	0.1502103817073905	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	GRHL1_pearson	TACSTD2	0.7149255667951122	0.0	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	GRHL1_pearson	CLDN4	0.5549626801953145	0.0	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	GRHL1_intersect	TACSTD2			0	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	GRHL1_intersect	CLDN4			0	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	KLF4_prior	TACSTD2	0.4003870396958581	7.010946948059411e-284	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	KLF4_prior	CLDN4	0.2826578616280036	2.2422985064611653e-136	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	KLF4_pearson	TACSTD2	0.5721590888854958	0.0	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	KLF4_pearson	CLDN4	0.4183661894287465	0.0	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	KLF4_intersect	TACSTD2	0.48286372598315314	0.0	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	KLF4_intersect	CLDN4	0.35074616701099354	8.086889905511267e-214	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	TFAP2A_prior	TACSTD2	0.18095471358531284	1.1618302579659893e-55	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	TFAP2A_prior	CLDN4	0.09046734634803591	5.784605800592895e-15	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	TFAP2A_pearson	TACSTD2	0.47289061675191535	0.0	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	TFAP2A_pearson	CLDN4	0.28293053798154133	1.2027849615508782e-136	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	TFAP2A_intersect	TACSTD2	0.46249798856124835	0.0	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	TFAP2A_intersect	CLDN4	0.3119265411762824	3.479950313088113e-167	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	NKX2-1_prior	TACSTD2	-0.4043724619150545	4.735716269015648e-290	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	NKX2-1_prior	CLDN4	-0.3064742702046346	3.598537691450278e-161	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	NKX2-1_pearson	TACSTD2	-0.15751363575641392	1.937810384965863e-42	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	NKX2-1_pearson	CLDN4	-0.09894282909972417	1.3014789400913985e-17	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	NKX2-1_intersect	TACSTD2			7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	NKX2-1_intersect	CLDN4			7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	ELF3_GRHL1_KLF4_prior_union	TACSTD2	0.38954753040456147	1.6016127906898536e-267	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	ELF3_GRHL1_KLF4_prior_union	CLDN4	0.2778223869732102	1.2505656624091102e-131	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	ELF3_GRHL1_KLF4_pearson_union	TACSTD2	0.6380905361795344	0.0	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	ELF3_GRHL1_KLF4_pearson_union	CLDN4	0.4779489737985518	0.0	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	ELF3_RNA	TACSTD2	0.4129638428162109	1.2114805855105735e-303	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	ELF3_RNA	CLDN4	0.32712376542709276	1.237285296273879e-184	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	GRHL1_RNA	TACSTD2	0.197936438947807	1.8736055383457936e-66	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	GRHL1_RNA	CLDN4	0.22735462213185412	1.2429879888981813e-87	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	KLF4_RNA	TACSTD2	0.5444600994228392	0.0	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	KLF4_RNA	CLDN4	0.44626682730777256	0.0	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	TFAP2A_RNA	TACSTD2	0.20666628686249464	2.0893618482001943e-72	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	TFAP2A_RNA	CLDN4	0.17175459136238203	3.047625296767864e-50	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	NKX2-1_RNA	TACSTD2	-0.004943005276534832	0.6702711700095298	7422	exploratory; cells are not independent (pseudoreplication)
cell	LUSC	malignant_like	NKX2-1_RNA	CLDN4	0.016482936174009463	0.15564285088978663	7422	exploratory; cells are not independent (pseudoreplication)
sample	LUSC	malignant_like	ELF3_prior	TACSTD2	0.5428571428571429	0.26570262390670546	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	ELF3_prior	CLDN4	0.48571428571428577	0.3287230320699708	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	ELF3_pearson	TACSTD2	0.942857142857143	0.004804664723032055	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	ELF3_pearson	CLDN4	0.8857142857142858	0.01884548104956266	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	ELF3_intersect	TACSTD2			0	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	ELF3_intersect	CLDN4			0	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	GRHL1_prior	TACSTD2	-0.6546536707079772	0.15830242337545788	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	GRHL1_prior	CLDN4	-0.6546536707079772	0.15830242337545788	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	GRHL1_pearson	TACSTD2	0.942857142857143	0.004804664723032055	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	GRHL1_pearson	CLDN4	1.0	0.0	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	GRHL1_intersect	TACSTD2			0	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	GRHL1_intersect	CLDN4			0	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	KLF4_prior	TACSTD2	1.0	0.0	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	KLF4_prior	CLDN4	0.942857142857143	0.004804664723032055	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	KLF4_pearson	TACSTD2	0.942857142857143	0.004804664723032055	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	KLF4_pearson	CLDN4	0.8857142857142858	0.01884548104956266	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	KLF4_intersect	TACSTD2	0.8285714285714287	0.04156268221574335	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	KLF4_intersect	CLDN4	0.7142857142857143	0.11078717201166179	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	TFAP2A_prior	TACSTD2	0.2	0.7040000000000001	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	TFAP2A_prior	CLDN4	0.028571428571428574	0.9571545189504373	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	TFAP2A_pearson	TACSTD2	0.7714285714285715	0.07239650145772594	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	TFAP2A_pearson	CLDN4	0.8285714285714287	0.04156268221574335	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	TFAP2A_intersect	TACSTD2	0.8857142857142858	0.01884548104956266	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	TFAP2A_intersect	CLDN4	0.7142857142857143	0.11078717201166179	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	NKX2-1_prior	TACSTD2	-0.7142857142857143	0.11078717201166179	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	NKX2-1_prior	CLDN4	-0.8285714285714287	0.04156268221574335	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	NKX2-1_pearson	TACSTD2	-1.0	0.0	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	NKX2-1_pearson	CLDN4	-0.942857142857143	0.004804664723032055	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	NKX2-1_intersect	TACSTD2			6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	NKX2-1_intersect	CLDN4			6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	ELF3_GRHL1_KLF4_prior_union	TACSTD2	1.0	0.0	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	ELF3_GRHL1_KLF4_prior_union	CLDN4	0.942857142857143	0.004804664723032055	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	ELF3_GRHL1_KLF4_pearson_union	TACSTD2	0.942857142857143	0.004804664723032055	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	ELF3_GRHL1_KLF4_pearson_union	CLDN4	0.8857142857142858	0.01884548104956266	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	ELF3_RNA	TACSTD2	0.6571428571428573	0.1561749271137024	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	ELF3_RNA	CLDN4	0.6	0.208	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	GRHL1_RNA	TACSTD2	0.6571428571428573	0.1561749271137024	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	GRHL1_RNA	CLDN4	0.8285714285714287	0.04156268221574335	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	KLF4_RNA	TACSTD2	0.942857142857143	0.004804664723032055	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	KLF4_RNA	CLDN4	0.8857142857142858	0.01884548104956266	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	TFAP2A_RNA	TACSTD2	0.7714285714285715	0.07239650145772594	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	TFAP2A_RNA	CLDN4	0.8285714285714287	0.04156268221574335	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	NKX2-1_RNA	TACSTD2	0.15179418517972906	0.7740575031656568	6	primary unit=sample; min 20 malignant_like cells
sample	LUSC	malignant_like	NKX2-1_RNA	CLDN4	0.33394720739540396	0.5177002083054396	6	primary unit=sample; min 20 malignant_like cells
