ligand	receptor	pathway	n_sender_high	n_receiver_high	ligand_mean_high	receptor_mean_high	ligand_frac_high	receptor_frac_high	cpdb_mean_score_high	pass_expr_prop_high	n_sender_low	n_receiver_low	ligand_mean_low	receptor_mean_low	ligand_frac_low	receptor_frac_low	cpdb_mean_score_low	pass_expr_prop_low	delta_high_minus_low	cohort	patient	sample	n_malig_high	n_malig_low	n_tnk	cldn4_threshold
CX3CL1	CX3CR1	T_recruit	153	1272	0.009514794684946537	0.01926623098552227	0.013071895424836602	0.008647798742138365	0.014390512835234404	False	153	1272	0.0	0.01926623098552227	0.0	0.008647798742138365	0.009633115492761135	False	0.0047573973424732685	GSE207422	P12	BD_immune12	153	153	1272	0.06669167429208755
CXCL12	CXCR4	T_recruit	153	1272	0.0012031709775328636	3.454394817352295	0.006535947712418301	0.9764150943396226	1.727798994164914	False	153	1272	0.0	3.454394817352295	0.0	0.9764150943396226	1.7271974086761475	False	0.0006015854887664318	GSE207422	P12	BD_immune12	153	153	1272	0.06669167429208755
IFNG	IFNGR1	IFN	153	1272	0.0	0.29380002617836	0.0	0.1580188679245283	0.14690001308918	False	153	1272	0.0	0.29380002617836	0.0	0.1580188679245283	0.14690001308918	False	0.0	GSE207422	P12	BD_immune12	153	153	1272	0.06669167429208755
IFNG	IFNGR2	IFN	153	1272	0.0	0.07059545069932938	0.0	0.0440251572327044	0.03529772534966469	False	153	1272	0.0	0.07059545069932938	0.0	0.0440251572327044	0.03529772534966469	False	0.0	GSE207422	P12	BD_immune12	153	153	1272	0.06669167429208755
IFNG	IFNGR1+IFNGR2	IFN	153	1272	0.0	0.07059545069932938	0.0	0.0440251572327044	0.03529772534966469	False	153	1272	0.0	0.07059545069932938	0.0	0.0440251572327044	0.03529772534966469	False	0.0	GSE207422	P12	BD_immune12	153	153	1272	0.06669167429208755
IFNB1	IFNAR1	IFN	153	1272	0.0	0.18228480219841003	0.0	0.11320754716981132	0.09114240109920502	False	153	1272	0.0	0.18228480219841003	0.0	0.11320754716981132	0.09114240109920502	False	0.0	GSE207422	P12	BD_immune12	153	153	1272	0.06669167429208755
IFNB1	IFNAR2	IFN	153	1272	0.0	0.1688479483127594	0.0	0.10927672955974843	0.0844239741563797	False	153	1272	0.0	0.1688479483127594	0.0	0.10927672955974843	0.0844239741563797	False	0.0	GSE207422	P12	BD_immune12	153	153	1272	0.06669167429208755
HLA-A	CD8A	MHC_I	153	1272	3.391911506652832	1.4306436777114868	1.0	0.4559748427672956	2.4112775921821594	True	153	1272	2.9946396350860596	1.4306436777114868	0.9019607843137255	0.4559748427672956	2.212641656398773	True	0.19863593578338623	GSE207422	P12	BD_immune12	153	153	1272	0.06669167429208755
HLA-B	CD8A	MHC_I	153	1272	2.872023344039917	1.4306436777114868	0.9738562091503268	0.4559748427672956	2.151333510875702	True	153	1272	2.531855583190918	1.4306436777114868	0.8562091503267973	0.4559748427672956	1.9812496304512024	True	0.1700838804244995	GSE207422	P12	BD_immune12	153	153	1272	0.06669167429208755
HLA-C	CD8A	MHC_I	153	1272	3.1768863201141357	1.4306436777114868	1.0	0.4559748427672956	2.3037649989128113	True	153	1272	2.6577751636505127	1.4306436777114868	0.9019607843137255	0.4559748427672956	2.0442094206809998	True	0.2595555782318115	GSE207422	P12	BD_immune12	153	153	1272	0.06669167429208755
HLA-A	CD8B	MHC_I	153	1272	3.391911506652832	0.46229830384254456	1.0	0.23663522012578617	1.9271049052476883	True	153	1272	2.9946396350860596	0.46229830384254456	0.9019607843137255	0.23663522012578617	1.728468969464302	True	0.19863593578338623	GSE207422	P12	BD_immune12	153	153	1272	0.06669167429208755
HLA-B	CD8B	MHC_I	153	1272	2.872023344039917	0.46229830384254456	0.9738562091503268	0.23663522012578617	1.6671608239412308	True	153	1272	2.531855583190918	0.46229830384254456	0.8562091503267973	0.23663522012578617	1.4970769435167313	True	0.1700838804244995	GSE207422	P12	BD_immune12	153	153	1272	0.06669167429208755
HLA-C	CD8B	MHC_I	153	1272	3.1768863201141357	0.46229830384254456	1.0	0.23663522012578617	1.8195923119783401	True	153	1272	2.6577751636505127	0.46229830384254456	0.9019607843137255	0.23663522012578617	1.5600367337465286	True	0.2595555782318115	GSE207422	P12	BD_immune12	153	153	1272	0.06669167429208755
HLA-E	KLRC1	MHC_I	153	1272	1.3867913484573364	0.2470218986272812	0.8627450980392157	0.11635220125786164	0.8169066235423088	True	153	1272	1.000505805015564	0.2470218986272812	0.5098039215686274	0.11635220125786164	0.6237638518214226	True	0.19314277172088623	GSE207422	P12	BD_immune12	153	153	1272	0.06669167429208755
HLA-E	KLRD1	MHC_I	153	1272	1.3867913484573364	0.6226286292076111	0.8627450980392157	0.26257861635220126	1.0047099888324738	True	153	1272	1.000505805015564	0.6226286292076111	0.5098039215686274	0.26257861635220126	0.8115672171115875	True	0.19314277172088623	GSE207422	P12	BD_immune12	153	153	1272	0.06669167429208755
HLA-E	KLRC1+KLRD1	MHC_I	153	1272	1.3867913484573364	0.2470218986272812	0.8627450980392157	0.11635220125786164	0.8169066235423088	True	153	1272	1.000505805015564	0.2470218986272812	0.5098039215686274	0.11635220125786164	0.6237638518214226	True	0.19314277172088623	GSE207422	P12	BD_immune12	153	153	1272	0.06669167429208755
HLA-G	LILRB2	MHC_I	153	1272	0.0008543935255147517	0.012099417857825756	0.006535947712418301	0.008647798742138365	0.006476905691670254	False	153	1272	0.0	0.012099417857825756	0.0	0.008647798742138365	0.006049708928912878	False	0.00042719676275737584	GSE207422	P12	BD_immune12	153	153	1272	0.06669167429208755
HLA-A	KIR3DL1	MHC_I	153	1272	3.391911506652832	0.0	1.0	0.0	1.695955753326416	False	153	1272	2.9946396350860596	0.0	0.9019607843137255	0.0	1.4973198175430298	False	0.19863593578338623	GSE207422	P12	BD_immune12	153	153	1272	0.06669167429208755
HLA-C	KIR2DL1	MHC_I	153	1272	3.1768863201141357	0.005449575837701559	1.0	0.0031446540880503146	1.5911679479759187	False	153	1272	2.6577751636505127	0.005449575837701559	0.9019607843137255	0.0031446540880503146	1.3316123697441071	False	0.2595555782318115	GSE207422	P12	BD_immune12	153	153	1272	0.06669167429208755
HLA-C	KIR2DL3	MHC_I	153	1272	3.1768863201141357	0.0	1.0	0.0	1.5884431600570679	False	153	1272	2.6577751636505127	0.0	0.9019607843137255	0.0	1.3288875818252563	False	0.2595555782318115	GSE207422	P12	BD_immune12	153	153	1272	0.06669167429208755
CXCL9	CXCR3	T_recruit	160	3824	0.009636962786316872	0.43284526467323303	0.0125	0.22489539748953974	0.22124111372977495	False	159	3824	0.010924494825303555	0.43284526467323303	0.012578616352201259	0.22489539748953974	0.2218848797492683	False	-0.0006437660194933414	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
CXCL10	CXCR3	T_recruit	160	3824	0.02335425093770027	0.43284526467323303	0.01875	0.22489539748953974	0.22809975780546665	False	159	3824	0.0	0.43284526467323303	0.0	0.22489539748953974	0.21642263233661652	False	0.011677125468850136	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
CXCL11	CXCR3	T_recruit	160	3824	0.0029196920804679394	0.43284526467323303	0.00625	0.22489539748953974	0.21788247837685049	False	159	3824	0.0	0.43284526467323303	0.0	0.22489539748953974	0.21642263233661652	False	0.0014598460402339697	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
CCL5	CCR5	T_recruit	160	3824	0.1704615354537964	0.0757831260561943	0.25625	0.040271966527196654	0.12312233075499535	False	159	3824	0.5255260467529297	0.0757831260561943	0.2138364779874214	0.040271966527196654	0.300654586404562	False	-0.17753225564956665	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
CCL3	CCR5	T_recruit	160	3824	0.06440474838018417	0.0757831260561943	0.1375	0.040271966527196654	0.07009393721818924	False	159	3824	0.015542981214821339	0.0757831260561943	0.025157232704402517	0.040271966527196654	0.04566305363550782	False	0.024430883582681417	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
CCL4	CCR5	T_recruit	160	3824	0.06407640874385834	0.0757831260561943	0.1	0.040271966527196654	0.06992976740002632	False	159	3824	0.1898060441017151	0.0757831260561943	0.1069182389937107	0.040271966527196654	0.1327945850789547	False	-0.06286481767892838	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
CCL5	CCR1	T_recruit	160	3824	0.1704615354537964	0.00553277600556612	0.25625	0.0031380753138075313	0.08799715572968125	False	159	3824	0.5255260467529297	0.00553277600556612	0.2138364779874214	0.0031380753138075313	0.2655294113792479	False	-0.17753225564956665	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
CXCL16	CXCR6	T_recruit	160	3824	0.2404763251543045	0.25964346528053284	0.31875	0.12578451882845187	0.25005989521741867	True	159	3824	0.10583151876926422	0.25964346528053284	0.11320754716981132	0.12578451882845187	0.18273749202489853	True	0.06732240319252014	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
CCL19	CCR7	T_recruit	160	3824	0.0036258376203477383	0.3933582901954651	0.0125	0.18776150627615062	0.1984920639079064	False	159	3824	0.014979183673858643	0.3933582901954651	0.006289308176100629	0.18776150627615062	0.20416873693466187	False	-0.005676673026755452	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
CCL21	CCR7	T_recruit	160	3824	0.01403573714196682	0.3933582901954651	0.025	0.18776150627615062	0.20369701366871595	False	159	3824	0.033742472529411316	0.3933582901954651	0.031446540880503145	0.18776150627615062	0.2135503813624382	False	-0.009853367693722248	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
CXCL13	CXCR5	T_recruit	160	3824	0.014697049744427204	0.00426730839535594	0.03125	0.0020920502092050207	0.009482179069891572	False	159	3824	0.12070002406835556	0.00426730839535594	0.050314465408805034	0.0020920502092050207	0.06248366623185575	False	-0.05300148716196418	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
CX3CL1	CX3CR1	T_recruit	160	3824	0.08990847319364548	0.008615029975771904	0.16875	0.004707112970711297	0.04926175158470869	False	159	3824	0.03273579478263855	0.008615029975771904	0.018867924528301886	0.004707112970711297	0.020675412379205227	False	0.028586339205503464	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
CXCL12	CXCR4	T_recruit	160	3824	0.019002441316843033	2.957791805267334	0.04375	0.9029811715481172	1.4883971232920885	False	159	3824	0.0	2.957791805267334	0.0	0.9029811715481172	1.478895902633667	False	0.009501220658421516	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
IFNG	IFNGR1	IFN	160	3824	0.01888025924563408	0.1379181295633316	0.0375	0.07531380753138076	0.07839919440448284	False	159	3824	0.0906529650092125	0.1379181295633316	0.05660377358490566	0.07531380753138076	0.11428554728627205	False	-0.03588635288178921	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
IFNG	IFNGR2	IFN	160	3824	0.01888025924563408	0.01701902225613594	0.0375	0.00993723849372385	0.01794964075088501	False	159	3824	0.0906529650092125	0.01701902225613594	0.05660377358490566	0.00993723849372385	0.05383599363267422	False	-0.03588635288178921	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
IFNG	IFNGR1+IFNGR2	IFN	160	3824	0.01888025924563408	0.01701902225613594	0.0375	0.00993723849372385	0.01794964075088501	False	159	3824	0.0906529650092125	0.01701902225613594	0.05660377358490566	0.00993723849372385	0.05383599363267422	False	-0.03588635288178921	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
IFNB1	IFNAR1	IFN	160	3824	0.0	0.05437856540083885	0.0	0.03085774058577406	0.027189282700419426	False	159	3824	0.0	0.05437856540083885	0.0	0.03085774058577406	0.027189282700419426	False	0.0	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
IFNB1	IFNAR2	IFN	160	3824	0.0	0.1115386039018631	0.0	0.06302301255230125	0.05576930195093155	False	159	3824	0.0	0.1115386039018631	0.0	0.06302301255230125	0.05576930195093155	False	0.0	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
HLA-A	CD8A	MHC_I	160	3824	2.068514585494995	0.5840559005737305	0.94375	0.2680439330543933	1.3262852430343628	True	159	3824	2.13680100440979	0.5840559005737305	0.7735849056603774	0.2680439330543933	1.3604284524917603	True	-0.03414320945739746	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
HLA-B	CD8A	MHC_I	160	3824	1.7053425312042236	0.5840559005737305	0.9125	0.2680439330543933	1.144699215888977	True	159	3824	1.8134504556655884	0.5840559005737305	0.7044025157232704	0.2680439330543933	1.1987531781196594	True	-0.05405396223068237	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
HLA-C	CD8A	MHC_I	160	3824	1.7879188060760498	0.5840559005737305	0.9125	0.2680439330543933	1.1859873533248901	True	159	3824	2.0249874591827393	0.5840559005737305	0.7672955974842768	0.2680439330543933	1.3045216798782349	True	-0.11853432655334473	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
HLA-A	CD8B	MHC_I	160	3824	2.068514585494995	0.41601884365081787	0.94375	0.1969142259414226	1.2422667145729065	True	159	3824	2.13680100440979	0.41601884365081787	0.7735849056603774	0.1969142259414226	1.276409924030304	True	-0.03414320945739746	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
HLA-B	CD8B	MHC_I	160	3824	1.7053425312042236	0.41601884365081787	0.9125	0.1969142259414226	1.0606806874275208	True	159	3824	1.8134504556655884	0.41601884365081787	0.7044025157232704	0.1969142259414226	1.1147346496582031	True	-0.05405396223068237	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
HLA-C	CD8B	MHC_I	160	3824	1.7879188060760498	0.41601884365081787	0.9125	0.1969142259414226	1.1019688248634338	True	159	3824	2.0249874591827393	0.41601884365081787	0.7672955974842768	0.1969142259414226	1.2205031514167786	True	-0.11853432655334473	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
HLA-E	KLRC1	MHC_I	160	3824	0.9758407473564148	0.13674499094486237	0.7625	0.06485355648535565	0.5562928691506386	False	159	3824	0.9940228462219238	0.13674499094486237	0.5408805031446541	0.06485355648535565	0.5653839185833931	False	-0.009091049432754517	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
HLA-E	KLRD1	MHC_I	160	3824	0.9758407473564148	0.2916307747364044	0.7625	0.1344142259414226	0.6337357610464096	True	159	3824	0.9940228462219238	0.2916307747364044	0.5408805031446541	0.1344142259414226	0.6428268104791641	True	-0.009091049432754517	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
HLA-E	KLRC1+KLRD1	MHC_I	160	3824	0.9758407473564148	0.13674499094486237	0.7625	0.06485355648535565	0.5562928691506386	False	159	3824	0.9940228462219238	0.13674499094486237	0.5408805031446541	0.06485355648535565	0.5653839185833931	False	-0.009091049432754517	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
HLA-G	LILRB2	MHC_I	160	3824	0.0444607138633728	0.0007709983037784696	0.04375	0.0005230125523012552	0.022615856083575636	False	159	3824	0.07445986568927765	0.0007709983037784696	0.031446540880503145	0.0005230125523012552	0.03761543199652806	False	-0.014999575912952423	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
HLA-A	KIR3DL1	MHC_I	160	3824	2.068514585494995	0.0011014804476872087	0.94375	0.0005230125523012552	1.0348080329713412	False	159	3824	2.13680100440979	0.0011014804476872087	0.7735849056603774	0.0005230125523012552	1.0689512424287386	False	-0.03414320945739746	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
HLA-C	KIR2DL1	MHC_I	160	3824	1.7879188060760498	0.0027000035624951124	0.9125	0.0015690376569037657	0.8953094048192725	False	159	3824	2.0249874591827393	0.0027000035624951124	0.7672955974842768	0.0015690376569037657	1.0138437313726172	False	-0.11853432655334473	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
HLA-C	KIR2DL3	MHC_I	160	3824	1.7879188060760498	0.036101266741752625	0.9125	0.018305439330543932	0.9120100364089012	False	159	3824	2.0249874591827393	0.036101266741752625	0.7672955974842768	0.018305439330543932	1.030544362962246	False	-0.11853432655334473	GSE205335	P0031	P0031	160	159	3824	0.9833361506462097
CXCL9	CXCR3	T_recruit	641	2998	0.0015464476309716702	0.3632463216781616	0.0046801872074883	0.22348232154769845	0.18239638465456665	False	641	2998	0.002961068646982312	0.3632463216781616	0.0062402496099844	0.22348232154769845	0.18310369516257197	False	-0.000707310508005321	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
CXCL10	CXCR3	T_recruit	641	2998	0.007147601339966059	0.3632463216781616	0.015600624024960999	0.22348232154769845	0.18519696150906384	False	641	2998	0.006286241114139557	0.3632463216781616	0.0109204368174727	0.22348232154769845	0.1847662813961506	False	0.0004306801129132509	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
CXCL11	CXCR3	T_recruit	641	2998	0.0001977481006179005	0.3632463216781616	0.0015600624024961	0.22348232154769845	0.18172203488938976	False	641	2998	0.00015374178474303335	0.3632463216781616	0.0015600624024961	0.22348232154769845	0.18170003173145233	False	2.200315793743357e-05	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
CCL5	CCR5	T_recruit	641	2998	0.08135926723480225	0.06679333746433258	0.1419656786271451	0.04269513008672448	0.07407630234956741	False	641	2998	0.16957291960716248	0.06679333746433258	0.13416536661466458	0.04269513008672448	0.11818312853574753	False	-0.044106826186180115	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
CCL3	CCR5	T_recruit	641	2998	0.11909040063619614	0.06679333746433258	0.22464898595943839	0.04269513008672448	0.09294186905026436	False	641	2998	0.09759678691625595	0.06679333746433258	0.14664586583463338	0.04269513008672448	0.08219506219029427	False	0.010746806859970093	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
CCL4	CCR5	T_recruit	641	2998	0.08620112389326096	0.06679333746433258	0.18876755070202808	0.04269513008672448	0.07649723067879677	False	641	2998	0.12278026342391968	0.06679333746433258	0.14040561622464898	0.04269513008672448	0.09478680044412613	False	-0.01828956976532936	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
CCL5	CCR1	T_recruit	641	2998	0.08135926723480225	0.03213377669453621	0.1419656786271451	0.022348232154769845	0.05674652196466923	False	641	2998	0.16957291960716248	0.03213377669453621	0.13416536661466458	0.022348232154769845	0.10085334815084934	False	-0.044106826186180115	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
CXCL16	CXCR6	T_recruit	641	2998	0.06889548152685165	0.17562644183635712	0.1372854914196568	0.10240160106737825	0.12226096168160439	True	641	2998	0.040869154036045074	0.17562644183635712	0.0873634945397816	0.10240160106737825	0.1082477979362011	False	0.01401316374540329	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
CCL19	CCR7	T_recruit	641	2998	0.0	0.4009140729904175	0.0	0.24049366244162776	0.20045703649520874	False	641	2998	0.0	0.4009140729904175	0.0	0.24049366244162776	0.20045703649520874	False	0.0	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
CCL21	CCR7	T_recruit	641	2998	0.0	0.4009140729904175	0.0	0.24049366244162776	0.20045703649520874	False	641	2998	0.0	0.4009140729904175	0.0	0.24049366244162776	0.20045703649520874	False	0.0	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
CXCL13	CXCR5	T_recruit	641	2998	0.0009102010517381132	0.009251718409359455	0.0046801872074883	0.007004669779853236	0.005080959730548784	False	641	2998	0.013352892361581326	0.009251718409359455	0.0093603744149766	0.007004669779853236	0.01130230538547039	False	-0.006221345654921606	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
CX3CL1	CX3CR1	T_recruit	641	2998	0.0010637162486091256	0.04973972961306572	0.0015600624024961	0.02601734489659773	0.025401722930837423	False	641	2998	0.0011964518344029784	0.04973972961306572	0.0015600624024961	0.02601734489659773	0.02546809072373435	False	-6.63677928969264e-05	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
CXCL12	CXCR4	T_recruit	641	2998	0.00138753408100456	1.5264415740966797	0.0015600624024961	0.7058038692461641	0.7639145540888421	False	641	2998	0.0011657923460006714	1.5264415740966797	0.0015600624024961	0.7058038692461641	0.7638036832213402	False	0.0001108708675019443	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
IFNG	IFNGR1	IFN	641	2998	0.005189477000385523	0.09572279453277588	0.0109204368174727	0.06437625083388926	0.0504561357665807	False	641	2998	0.016622744500637054	0.09572279453277588	0.0093603744149766	0.06437625083388926	0.05617276951670647	False	-0.005716633750125766	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
IFNG	IFNGR2	IFN	641	2998	0.005189477000385523	0.03331143409013748	0.0109204368174727	0.02268178785857238	0.019250455545261502	False	641	2998	0.016622744500637054	0.03331143409013748	0.0093603744149766	0.02268178785857238	0.024967089295387268	False	-0.005716633750125766	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
IFNG	IFNGR1+IFNGR2	IFN	641	2998	0.005189477000385523	0.03331143409013748	0.0109204368174727	0.02268178785857238	0.019250455545261502	False	641	2998	0.016622744500637054	0.03331143409013748	0.0093603744149766	0.02268178785857238	0.024967089295387268	False	-0.005716633750125766	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
IFNB1	IFNAR1	IFN	641	2998	0.0016100655775517225	0.08149885386228561	0.0031201248049922	0.05770513675783856	0.04155445971991867	False	641	2998	0.0006657126359641552	0.08149885386228561	0.0015600624024961	0.05770513675783856	0.041082283249124885	False	0.00047217647079378366	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
IFNB1	IFNAR2	IFN	641	2998	0.0016100655775517225	0.17828543484210968	0.0031201248049922	0.12174783188792529	0.0899477502098307	False	641	2998	0.0006657126359641552	0.17828543484210968	0.0015600624024961	0.12174783188792529	0.08947557373903692	False	0.00047217647079378366	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
HLA-A	CD8A	MHC_I	641	2998	0.16905006766319275	0.4826086759567261	0.25117004680187205	0.24449633088725817	0.3258293718099594	True	641	2998	0.2744862735271454	0.4826086759567261	0.22620904836193448	0.24449633088725817	0.37854747474193573	True	-0.05271810293197632	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
HLA-B	CD8A	MHC_I	641	2998	0.23893415927886963	0.4826086759567261	0.35101404056162244	0.24449633088725817	0.36077141761779785	True	641	2998	0.34385955333709717	0.4826086759567261	0.28549141965678626	0.24449633088725817	0.4132341146469116	True	-0.05246269702911377	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
HLA-C	CD8A	MHC_I	641	2998	0.20608258247375488	0.4826086759567261	0.2620904836193448	0.24449633088725817	0.3443456292152405	True	641	2998	0.26730379462242126	0.4826086759567261	0.2121684867394696	0.24449633088725817	0.37495623528957367	True	-0.03061060607433319	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
HLA-A	CD8B	MHC_I	641	2998	0.16905006766319275	0.42272263765335083	0.25117004680187205	0.21514342895263508	0.2958863526582718	True	641	2998	0.2744862735271454	0.42272263765335083	0.22620904836193448	0.21514342895263508	0.3486044555902481	True	-0.05271810293197632	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
HLA-B	CD8B	MHC_I	641	2998	0.23893415927886963	0.42272263765335083	0.35101404056162244	0.21514342895263508	0.33082839846611023	True	641	2998	0.34385955333709717	0.42272263765335083	0.28549141965678626	0.21514342895263508	0.383291095495224	True	-0.05246269702911377	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
HLA-C	CD8B	MHC_I	641	2998	0.20608258247375488	0.42272263765335083	0.2620904836193448	0.21514342895263508	0.31440261006355286	True	641	2998	0.26730379462242126	0.42272263765335083	0.2121684867394696	0.21514342895263508	0.34501321613788605	True	-0.03061060607433319	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
HLA-E	KLRC1	MHC_I	641	2998	0.7552759647369385	0.19001176953315735	0.6599063962558502	0.0867244829886591	0.4726438671350479	False	641	2998	0.519884467124939	0.19001176953315735	0.43525741029641185	0.0867244829886591	0.35494811832904816	False	0.11769574880599976	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
HLA-E	KLRD1	MHC_I	641	2998	0.7552759647369385	0.6522781252861023	0.6599063962558502	0.2848565710473649	0.7037770450115204	True	641	2998	0.519884467124939	0.6522781252861023	0.43525741029641185	0.2848565710473649	0.5860812962055206	True	0.11769574880599976	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
HLA-E	KLRC1+KLRD1	MHC_I	641	2998	0.7552759647369385	0.19001176953315735	0.6599063962558502	0.0867244829886591	0.4726438671350479	False	641	2998	0.519884467124939	0.19001176953315735	0.43525741029641185	0.0867244829886591	0.35494811832904816	False	0.11769574880599976	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
HLA-G	LILRB2	MHC_I	641	2998	0.05220448970794678	0.0031340362038463354	0.09204368174726989	0.0020013342228152103	0.027669262955896556	False	641	2998	0.030545495450496674	0.0031340362038463354	0.0421216848673947	0.0020013342228152103	0.016839765827171504	False	0.010829497128725052	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
HLA-A	KIR3DL1	MHC_I	641	2998	0.16905006766319275	0.022940000519156456	0.25117004680187205	0.014009339559706471	0.0959950340911746	False	641	2998	0.2744862735271454	0.022940000519156456	0.22620904836193448	0.014009339559706471	0.14871313702315092	False	-0.05271810293197632	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
HLA-C	KIR2DL1	MHC_I	641	2998	0.20608258247375488	0.05606492981314659	0.2620904836193448	0.03302201467645097	0.13107375614345074	False	641	2998	0.26730379462242126	0.05606492981314659	0.2121684867394696	0.03302201467645097	0.16168436221778393	False	-0.03061060607433319	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
HLA-C	KIR2DL3	MHC_I	641	2998	0.20608258247375488	0.07203471660614014	0.2620904836193448	0.040693795863909275	0.1390586495399475	False	641	2998	0.26730379462242126	0.07203471660614014	0.2121684867394696	0.040693795863909275	0.1696692556142807	False	-0.03061060607433319	GSE205335	P1006	P1006	641	641	2998	1.5428969860076904
CXCL9	CXCR3	T_recruit	146	473	0.0014836661284789443	0.14659734070301056	0.0136986301369863	0.11205073995771671	0.07404050341574475	False	145	473	0.005663480143994093	0.14659734070301056	0.006896551724137931	0.11205073995771671	0.07613041042350233	False	-0.0020899070077575743	GSE205335	P1015	P1015	146	145	473	0.0
CXCL10	CXCR3	T_recruit	146	473	0.010122762992978096	0.14659734070301056	0.0547945205479452	0.11205073995771671	0.07836005184799433	False	145	473	0.020348431542515755	0.14659734070301056	0.006896551724137931	0.11205073995771671	0.08347288612276316	False	-0.005112834274768829	GSE205335	P1015	P1015	146	145	473	0.0
CXCL11	CXCR3	T_recruit	146	473	0.006447702646255493	0.14659734070301056	0.00684931506849315	0.11205073995771671	0.07652252167463303	False	145	473	0.0	0.14659734070301056	0.0	0.11205073995771671	0.07329867035150528	False	0.0032238513231277466	GSE205335	P1015	P1015	146	145	473	0.0
CCL5	CCR5	T_recruit	146	473	0.063028983771801	0.07489626854658127	0.22602739726027396	0.052854122621564484	0.06896262615919113	False	145	473	0.18770766258239746	0.07489626854658127	0.06206896551724138	0.052854122621564484	0.13130196556448936	False	-0.06233933940529823	GSE205335	P1015	P1015	146	145	473	0.0
CCL3	CCR5	T_recruit	146	473	0.19454367458820343	0.07489626854658127	0.4452054794520548	0.052854122621564484	0.13471997156739235	False	145	473	0.16566748917102814	0.07489626854658127	0.06896551724137931	0.052854122621564484	0.1202818788588047	False	0.014438092708587646	GSE205335	P1015	P1015	146	145	473	0.0
CCL4	CCR5	T_recruit	146	473	0.22379820048809052	0.07489626854658127	0.4726027397260274	0.052854122621564484	0.1493472345173359	False	145	473	0.08119118213653564	0.07489626854658127	0.041379310344827586	0.052854122621564484	0.07804372534155846	False	0.07130350917577744	GSE205335	P1015	P1015	146	145	473	0.0
