cohort	patient_id	split	interaction_name	ligand	receptor	prob_high	prob_low	delta	detected	detected_high	detected_low	ligand_prop_high	ligand_prop_low	receptor_prop	n_mal_high	n_mal_low	n_tnk	n_mal
GSE131907	NS_06	pctpos	CCL5_CCR5	CCL5	CCR5	0.02168297695711996	0.0	0.02168297695711996	True	True	False	0.46000000834465027	0.03030303120613098	0.1775456964969635	50	33	383	83
GSE131907	NS_06	pctpos	CXCL9_CXCR3	CXCL9	CXCR3	0.0018619955428903102	0.0	0.0018619955428903102	True	True	False	0.11999999731779099	0.0	0.41775456070899963	50	33	383	83
GSE131907	NS_06	pctpos	CXCL10_CXCR3	CXCL10	CXCR3	0.0042312543438595	0.0	0.0042312543438595	True	True	False	0.14000000059604645	0.03030303120613098	0.41775456070899963	50	33	383	83
GSE131907	NS_06	pctpos	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	True	True	False	0.10000000149011612	0.03030303120613098	0.7911227345466614	50	33	383	83
GSE131907	NS_06	pctpos	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	True	True	False	0.10000000149011612	0.03030303120613098	0.3916448950767517	50	33	383	83
GSE131907	NS_06	pctpos	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	True	True	False	0.10000000149011612	0.03030303120613098	0.5979112386703491	50	33	383	83
GSE131907	NS_06	pctpos	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.12692074811432263	0.0	0.12692074811432263	True	True	False	0.5	0.06060606241226196	0.33681461215019226	50	33	383	83
GSE131907	NS_06	pctpos	CDH1_KLRG1	CDH1	KLRG1	0.0006807705776070675	0.0	0.0006807705776070675	True	True	False	0.5	0.06060606241226196	0.10182767361402512	50	33	383	83
GSE131907	NS_06	pctpos	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.12762960328795137	0.0	0.12762960328795137	True	True	False	0.46000000834465027	0.06060606241226196	0.292428195476532	50	33	383	83
GSE131907	NS_06	pctpos	HLA-A_CD8A	HLA-A	CD8A	0.8757701230015665	0.8507648161123798	0.025005306889186785	True	True	True	0.9800000190734863	0.8484848737716675	0.5483028888702393	50	33	383	83
GSE131907	NS_06	pctpos	HLA-B_CD8A	HLA-B	CD8A	0.8802986906191985	0.8487805923003645	0.03151809831883401	True	True	True	0.9599999785423279	0.8181818127632141	0.5483028888702393	50	33	383	83
GSE131907	NS_06	pctpos	HLA-C_CD8A	HLA-C	CD8A	0.859003196827293	0.8217983466755127	0.03720485015178032	True	True	True	0.8999999761581421	0.7878788113594055	0.5483028888702393	50	33	383	83
GSE131907	NS_06	pctpos	NECTIN2_TIGIT	NECTIN2	TIGIT	0.23490677146082986	0.07127650842005659	0.16363026304077327	True	True	True	0.5400000214576721	0.1515151560306549	0.438642293214798	50	33	383	83
GSE131907	NS_06	median	CCL5_CCR1	CCL5	CCR1	0.013169581510109322	0.002031620429076998	0.011137961081032325	True	True	True	0.4390243887901306	0.1428571492433548	0.15926893055438995	41	42	383	83
GSE131907	NS_06	median	CCL5_CCR5	CCL5	CCR5	0.018491987177683418	0.0028657592809817243	0.015626227896701695	True	True	True	0.4390243887901306	0.1428571492433548	0.1775456964969635	41	42	383	83
GSE131907	NS_06	median	CXCL9_CXCR3	CXCL9	CXCR3	0.0022560732838547157	0.0	0.0022560732838547157	True	True	False	0.12195122241973877	0.02380952425301075	0.41775456070899963	41	42	383	83
GSE131907	NS_06	median	CXCL10_CXCR3	CXCL10	CXCR3	0.010767776001198109	0.0	0.010767776001198109	True	True	False	0.17073170840740204	0.02380952425301075	0.41775456070899963	41	42	383	83
GSE131907	NS_06	median	LGALS9_CD45	LGALS9	PTPRC	0.006705487070810677	0.0	0.006705487070810677	True	True	False	0.12195122241973877	0.02380952425301075	0.7911227345466614	41	42	383	83
GSE131907	NS_06	median	LGALS9_HAVCR2	LGALS9	HAVCR2	0.002115238579573255	0.0	0.002115238579573255	True	True	False	0.12195122241973877	0.02380952425301075	0.3916448950767517	41	42	383	83
GSE131907	NS_06	median	LGALS9_CD44	LGALS9	CD44	0.004150042664558151	0.0	0.004150042664558151	True	True	False	0.12195122241973877	0.02380952425301075	0.5979112386703491	41	42	383	83
GSE131907	NS_06	median	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.1410748107156465	0.0	0.1410748107156465	True	True	False	0.5609756112098694	0.095238097012043	0.33681461215019226	41	42	383	83
GSE131907	NS_06	median	CDH1_KLRG1	CDH1	KLRG1	0.0007690907253216607	0.0	0.0007690907253216607	True	True	False	0.5609756112098694	0.095238097012043	0.10182767361402512	41	42	383	83
GSE131907	NS_06	median	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.13148484272342115	0.008419654986413935	0.12306518773700721	True	True	True	0.4878048896789551	0.1190476194024086	0.292428195476532	41	42	383	83
GSE131907	NS_06	median	HLA-A_CD8A	HLA-A	CD8A	0.8792013596505873	0.8525112299694863	0.02669012968110107	True	True	True	0.9756097793579102	0.8809523582458496	0.5483028888702393	41	42	383	83
GSE131907	NS_06	median	HLA-B_CD8A	HLA-B	CD8A	0.8847773359985962	0.8481010614315827	0.0366762745670135	True	True	True	0.9756097793579102	0.8333333134651184	0.5483028888702393	41	42	383	83
GSE131907	NS_06	median	HLA-C_CD8A	HLA-C	CD8A	0.8671315022213844	0.8156013248809001	0.05153017734048426	True	True	True	0.9268292784690857	0.7857142686843872	0.5483028888702393	41	42	383	83
GSE131907	NS_06	median	NECTIN2_TIGIT	NECTIN2	TIGIT	0.2561271246063551	0.08085630878166711	0.175270815824688	True	True	True	0.5853658318519592	0.190476194024086	0.438642293214798	41	42	383	83
GSE131907	NS_06	tertile	CCL5_CCR1	CCL5	CCR1	0.01048722741461006	0.0	0.01048722741461006	True	True	False	0.3928571343421936	0.03030303120613098	0.15926893055438995	28	33	383	83
GSE131907	NS_06	tertile	CCL5_CCR5	CCL5	CCR5	0.014741770300807403	0.0	0.014741770300807403	True	True	False	0.3928571343421936	0.03030303120613098	0.1775456964969635	28	33	383	83
GSE131907	NS_06	tertile	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0357142873108387	0.0	0.41775456070899963	28	33	383	83
GSE131907	NS_06	tertile	CXCL10_CXCR3	CXCL10	CXCR3	0.014662553090732968	0.0	0.014662553090732968	True	True	False	0.1428571492433548	0.03030303120613098	0.41775456070899963	28	33	383	83
GSE131907	NS_06	tertile	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	False	False	False	0.0357142873108387	0.03030303120613098	0.7911227345466614	28	33	383	83
GSE131907	NS_06	tertile	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	0.0357142873108387	0.03030303120613098	0.3916448950767517	28	33	383	83
GSE131907	NS_06	tertile	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	False	False	False	0.0357142873108387	0.03030303120613098	0.5979112386703491	28	33	383	83
GSE131907	NS_06	tertile	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.13879488983875277	0.0	0.13879488983875277	True	True	False	0.5	0.06060606241226196	0.33681461215019226	28	33	383	83
GSE131907	NS_06	tertile	CDH1_KLRG1	CDH1	KLRG1	0.0007546691267496477	0.0	0.0007546691267496477	True	True	False	0.5	0.06060606241226196	0.10182767361402512	28	33	383	83
GSE131907	NS_06	tertile	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.10517041957578561	0.0	0.10517041957578561	True	True	False	0.3928571343421936	0.06060606241226196	0.292428195476532	28	33	383	83
GSE131907	NS_06	tertile	HLA-A_CD8A	HLA-A	CD8A	0.882004887575299	0.8507648161123798	0.031240071462919294	True	True	True	0.9642857313156128	0.8484848737716675	0.5483028888702393	28	33	383	83
GSE131907	NS_06	tertile	HLA-B_CD8A	HLA-B	CD8A	0.8855454985839711	0.8487805923003645	0.036764906283606624	True	True	True	0.9642857313156128	0.8181818127632141	0.5483028888702393	28	33	383	83
GSE131907	NS_06	tertile	HLA-C_CD8A	HLA-C	CD8A	0.8664143033919013	0.8217983466755127	0.04461595671638863	True	True	True	0.9285714030265808	0.7878788113594055	0.5483028888702393	28	33	383	83
GSE131907	NS_06	tertile	NECTIN2_TIGIT	NECTIN2	TIGIT	0.2535632413339524	0.07127650842005659	0.18228673291389583	True	True	True	0.5	0.1515151560306549	0.438642293214798	28	33	383	83
GSE131907	NS_07	q4q1	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.014095536433160305	0.009397024288773537	0.024096384644508362	1277	1277	166	5108
GSE131907	NS_07	q4q1	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.014095536433160305	0.009397024288773537	0.024096384644508362	1277	1277	166	5108
GSE131907	NS_07	q4q1	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0	0.0007830853573977947	0.0602409653365612	1277	1277	166	5108
GSE131907	NS_07	q4q1	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.0015661707147955894	0.0007830853573977947	0.0602409653365612	1277	1277	166	5108
GSE131907	NS_07	q4q1	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	False	False	False	0.0070477682165801525	0.003915426786988974	0.5120481848716736	1277	1277	166	5108
GSE131907	NS_07	q4q1	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	0.0070477682165801525	0.003915426786988974	0.07831325381994247	1277	1277	166	5108
GSE131907	NS_07	q4q1	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	False	False	False	0.0070477682165801525	0.003915426786988974	0.29518070816993713	1277	1277	166	5108
GSE131907	NS_07	q4q1	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	0.4972591996192932	0.3743148148059845	0.0602409653365612	1277	1277	166	5108
GSE131907	NS_07	q4q1	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.4972591996192932	0.3743148148059845	0.0301204826682806	1277	1277	166	5108
GSE131907	NS_07	q4q1	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	0.4933437705039978	0.4455755650997162	0.03614457696676254	1277	1277	166	5108
GSE131907	NS_07	q4q1	HLA-A_CD8A	HLA-A	CD8A	0.0	0.0	0.0	False	False	False	0.40172278881073	0.36726704239845276	0.048192769289016724	1277	1277	166	5108
GSE131907	NS_07	q4q1	HLA-B_CD8A	HLA-B	CD8A	0.0	0.0	0.0	False	False	False	0.6021926403045654	0.5371965765953064	0.048192769289016724	1277	1277	166	5108
GSE131907	NS_07	q4q1	HLA-C_CD8A	HLA-C	CD8A	0.0	0.0	0.0	False	False	False	0.5481597781181335	0.45575568079948425	0.048192769289016724	1277	1277	166	5108
GSE131907	NS_07	q4q1	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	0.27564603090286255	0.1761942058801651	0.09638553857803345	1277	1277	166	5108
GSE131907	NS_07	pctpos	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.016890428960323334	0.004081632476300001	0.024096384644508362	4618	490	166	5108
GSE131907	NS_07	pctpos	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.016890428960323334	0.004081632476300001	0.024096384644508362	4618	490	166	5108
GSE131907	NS_07	pctpos	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0004330879310145974	0.0	0.0602409653365612	4618	490	166	5108
GSE131907	NS_07	pctpos	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.0019488956313580275	0.0	0.0602409653365612	4618	490	166	5108
GSE131907	NS_07	pctpos	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	False	False	False	0.006279774941504002	0.004081632476300001	0.5120481848716736	4618	490	166	5108
GSE131907	NS_07	pctpos	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	0.006279774941504002	0.004081632476300001	0.07831325381994247	4618	490	166	5108
GSE131907	NS_07	pctpos	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	False	False	False	0.006279774941504002	0.004081632476300001	0.29518070816993713	4618	490	166	5108
GSE131907	NS_07	pctpos	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	0.5166738629341125	0.20204082131385803	0.0602409653365612	4618	490	166	5108
GSE131907	NS_07	pctpos	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.5166738629341125	0.20204082131385803	0.0301204826682806	4618	490	166	5108
GSE131907	NS_07	pctpos	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	0.5543525218963623	0.22448979318141937	0.03614457696676254	4618	490	166	5108
GSE131907	NS_07	pctpos	HLA-A_CD8A	HLA-A	CD8A	0.0	0.0	0.0	False	False	False	0.4636206030845642	0.2163265347480774	0.048192769289016724	4618	490	166	5108
GSE131907	NS_07	pctpos	HLA-B_CD8A	HLA-B	CD8A	0.0	0.0	0.0	False	False	False	0.6524469256401062	0.3163265287876129	0.048192769289016724	4618	490	166	5108
GSE131907	NS_07	pctpos	HLA-C_CD8A	HLA-C	CD8A	0.0	0.0	0.0	False	False	False	0.5792551040649414	0.279591828584671	0.048192769289016724	4618	490	166	5108
GSE131907	NS_07	pctpos	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	0.28822001814842224	0.059183672070503235	0.09638553857803345	4618	490	166	5108
GSE131907	NS_07	median	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.01722787693142891	0.014095536433160305	0.024096384644508362	2554	2554	166	5108
GSE131907	NS_07	median	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.01722787693142891	0.014095536433160305	0.024096384644508362	2554	2554	166	5108
GSE131907	NS_07	median	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0	0.0007830853573977947	0.0602409653365612	2554	2554	166	5108
GSE131907	NS_07	median	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.002349256072193384	0.001174628036096692	0.0602409653365612	2554	2554	166	5108
GSE131907	NS_07	median	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	False	False	False	0.006264682859182358	0.005873139947652817	0.5120481848716736	2554	2554	166	5108
GSE131907	NS_07	median	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	0.006264682859182358	0.005873139947652817	0.07831325381994247	2554	2554	166	5108
GSE131907	NS_07	median	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	False	False	False	0.006264682859182358	0.005873139947652817	0.29518070816993713	2554	2554	166	5108
GSE131907	NS_07	median	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	0.5148786306381226	0.4581049382686615	0.0602409653365612	2554	2554	166	5108
GSE131907	NS_07	median	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.5148786306381226	0.4581049382686615	0.0301204826682806	2554	2554	166	5108
GSE131907	NS_07	median	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	0.5223179459571838	0.5231010317802429	0.03614457696676254	2554	2554	166	5108
GSE131907	NS_07	median	HLA-A_CD8A	HLA-A	CD8A	0.0	0.0	0.0	False	False	False	0.4447924792766571	0.4350039064884186	0.048192769289016724	2554	2554	166	5108
GSE131907	NS_07	median	HLA-B_CD8A	HLA-B	CD8A	0.0	0.0	0.0	False	False	False	0.636648416519165	0.6037588119506836	0.048192769289016724	2554	2554	166	5108
GSE131907	NS_07	median	HLA-C_CD8A	HLA-C	CD8A	0.0	0.0	0.0	False	False	False	0.5732184648513794	0.5277995467185974	0.048192769289016724	2554	2554	166	5108
GSE131907	NS_07	median	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	0.294048547744751	0.23844948410987854	0.09638553857803345	2554	2554	166	5108
GSE131907	NS_07	tertile	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.017028773203492165	0.00998238380998373	0.024096384644508362	1703	1703	166	5108
GSE131907	NS_07	tertile	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.017028773203492165	0.00998238380998373	0.024096384644508362	1703	1703	166	5108
GSE131907	NS_07	tertile	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0	0.0005871990579180419	0.0602409653365612	1703	1703	166	5108
GSE131907	NS_07	tertile	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.0011743981158360839	0.0017615972319617867	0.0602409653365612	1703	1703	166	5108
GSE131907	NS_07	tertile	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	False	False	False	0.0064591895788908005	0.004110393580049276	0.5120481848716736	1703	1703	166	5108
GSE131907	NS_07	tertile	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	0.0064591895788908005	0.004110393580049276	0.07831325381994247	1703	1703	166	5108
GSE131907	NS_07	tertile	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	False	False	False	0.0064591895788908005	0.004110393580049276	0.29518070816993713	1703	1703	166	5108
GSE131907	NS_07	tertile	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	0.4955960214138031	0.41162654757499695	0.0602409653365612	1703	1703	166	5108
GSE131907	NS_07	tertile	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.4955960214138031	0.41162654757499695	0.0301204826682806	1703	1703	166	5108
GSE131907	NS_07	tertile	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	0.5014680027961731	0.48326483368873596	0.03614457696676254	1703	1703	166	5108
GSE131907	NS_07	tertile	HLA-A_CD8A	HLA-A	CD8A	0.0	0.0	0.0	False	False	False	0.4192601144313812	0.40046975016593933	0.048192769289016724	1703	1703	166	5108
GSE131907	NS_07	tertile	HLA-B_CD8A	HLA-B	CD8A	0.0	0.0	0.0	False	False	False	0.620669424533844	0.5678215026855469	0.048192769289016724	1703	1703	166	5108
GSE131907	NS_07	tertile	HLA-C_CD8A	HLA-C	CD8A	0.0	0.0	0.0	False	False	False	0.5502055287361145	0.49089840054512024	0.048192769289016724	1703	1703	166	5108
GSE131907	NS_07	tertile	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	0.28244274854660034	0.20610687136650085	0.09638553857803345	1703	1703	166	5108
GSE131907	NS_12	q4q1	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.001422475092113018	0.001422475092113018	0.0	703	703	22	2811
GSE131907	NS_12	q4q1	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.001422475092113018	0.001422475092113018	0.0	703	703	22	2811
GSE131907	NS_12	q4q1	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0	0.0	0.09090909361839294	703	703	22	2811
GSE131907	NS_12	q4q1	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.001422475092113018	0.0	0.09090909361839294	703	703	22	2811
GSE131907	NS_12	q4q1	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0013934379735603755	-0.0013934379735603755	True	False	True	0.08961593359708786	0.10668563097715378	0.3181818127632141	703	703	22	2811
GSE131907	NS_12	q4q1	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0002619349871881826	-0.0002619349871881826	True	False	True	0.08961593359708786	0.10668563097715378	0.13636364042758942	703	703	22	2811
GSE131907	NS_12	q4q1	LGALS9_CD44	LGALS9	CD44	0.0	0.0012890943754295852	-0.0012890943754295852	True	False	True	0.08961593359708786	0.10668563097715378	0.3181818127632141	703	703	22	2811
GSE131907	NS_12	q4q1	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	0.37411096692085266	0.4736842215061188	0.0	703	703	22	2811
GSE131907	NS_12	q4q1	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.37411096692085266	0.4736842215061188	0.04545454680919647	703	703	22	2811
GSE131907	NS_12	q4q1	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	0.33997154235839844	0.3513513505458832	0.04545454680919647	703	703	22	2811
GSE131907	NS_12	q4q1	HLA-A_CD8A	HLA-A	CD8A	0.38722799000794506	0.35688383062665224	0.030344159381292812	True	True	True	0.9402560591697693	0.9189189076423645	0.13636364042758942	703	703	22	2811
GSE131907	NS_12	q4q1	HLA-B_CD8A	HLA-B	CD8A	0.3575882127986217	0.316732333488251	0.04085587931037066	True	True	True	0.9089615941047668	0.8719772696495056	0.13636364042758942	703	703	22	2811
GSE131907	NS_12	q4q1	HLA-C_CD8A	HLA-C	CD8A	0.32463951589107465	0.28168496290814427	0.04295455298293038	True	True	True	0.8634423613548279	0.825035572052002	0.13636364042758942	703	703	22	2811
GSE131907	NS_12	q4q1	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	0.40256044268608093	0.41678521037101746	0.0	703	703	22	2811
GSE131907	NS_12	pctpos	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.002884219167754054	0.0026041667442768812	0.0	2427	384	22	2811
GSE131907	NS_12	pctpos	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.002884219167754054	0.0026041667442768812	0.0	2427	384	22	2811
GSE131907	NS_12	pctpos	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0004120313096791506	0.0	0.09090909361839294	2427	384	22	2811
GSE131907	NS_12	pctpos	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.0008240626193583012	0.0	0.09090909361839294	2427	384	22	2811
GSE131907	NS_12	pctpos	LGALS9_CD45	LGALS9	PTPRC	0.022421370319784827	0.0	0.022421370319784827	True	True	False	0.17099300026893616	0.015625	0.3181818127632141	2427	384	22	2811
GSE131907	NS_12	pctpos	LGALS9_HAVCR2	LGALS9	HAVCR2	0.004288034160269952	0.0	0.004288034160269952	True	True	False	0.17099300026893616	0.015625	0.13636364042758942	2427	384	22	2811
GSE131907	NS_12	pctpos	LGALS9_CD44	LGALS9	CD44	0.0207751690052669	0.0	0.0207751690052669	True	True	False	0.17099300026893616	0.015625	0.3181818127632141	2427	384	22	2811
GSE131907	NS_12	pctpos	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	0.6415327787399292	0.1536458283662796	0.0	2427	384	22	2811
GSE131907	NS_12	pctpos	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.6415327787399292	0.1536458283662796	0.04545454680919647	2427	384	22	2811
GSE131907	NS_12	pctpos	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	0.538936972618103	0.0859375	0.04545454680919647	2427	384	22	2811
GSE131907	NS_12	pctpos	HLA-A_CD8A	HLA-A	CD8A	0.3721682555558055	0.3551157120995439	0.017052543456261615	True	True	True	0.9752781391143799	0.8541666865348816	0.13636364042758942	2427	384	22	2811
GSE131907	NS_12	pctpos	HLA-B_CD8A	HLA-B	CD8A	0.34282988791880264	0.30490699037674146	0.037922897542061185	True	True	True	0.9579728245735168	0.7682291865348816	0.13636364042758942	2427	384	22	2811
GSE131907	NS_12	pctpos	HLA-C_CD8A	HLA-C	CD8A	0.31442230056884035	0.26953399238576126	0.044888308183079095	True	True	True	0.9365471601486206	0.6875	0.13636364042758942	2427	384	22	2811
GSE131907	NS_12	pctpos	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	0.6217552423477173	0.1354166716337204	0.0	2427	384	22	2811
GSE131907	NS_12	median	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.0028469751123338938	0.002844950184226036	0.0	1405	1406	22	2811
GSE131907	NS_12	median	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.0028469751123338938	0.002844950184226036	0.0	1405	1406	22	2811
GSE131907	NS_12	median	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0007117437780834734	0.0	0.09090909361839294	1405	1406	22	2811
GSE131907	NS_12	median	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.0014234875561669469	0.0	0.09090909361839294	1405	1406	22	2811
GSE131907	NS_12	median	LGALS9_CD45	LGALS9	PTPRC	0.011423648144010552	0.01782514892604333	-0.00640150078203278	True	True	True	0.13736654818058014	0.1621621549129486	0.3181818127632141	1405	1406	22	2811
GSE131907	NS_12	median	LGALS9_HAVCR2	LGALS9	HAVCR2	0.002165047211053126	0.003396104111159521	-0.0012310569001063947	True	True	True	0.13736654818058014	0.1621621549129486	0.13636364042758942	1405	1406	22	2811
GSE131907	NS_12	median	LGALS9_CD44	LGALS9	CD44	0.010576175757559187	0.016510707682338126	-0.005934531924778939	True	True	True	0.13736654818058014	0.1621621549129486	0.3181818127632141	1405	1406	22	2811
GSE131907	NS_12	median	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	0.5103203058242798	0.6394025683403015	0.0	1405	1406	22	2811
GSE131907	NS_12	median	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.5103203058242798	0.6394025683403015	0.04545454680919647	1405	1406	22	2811
GSE131907	NS_12	median	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	0.4398576617240906	0.5142247676849365	0.04545454680919647	1405	1406	22	2811
GSE131907	NS_12	median	HLA-A_CD8A	HLA-A	CD8A	0.3806067779024201	0.3618809401175376	0.018725837784882515	True	True	True	0.9594305753707886	0.9580369591712952	0.13636364042758942	1405	1406	22	2811
GSE131907	NS_12	median	HLA-B_CD8A	HLA-B	CD8A	0.3524242620810073	0.3295084928721404	0.0229157692088669	True	True	True	0.936654806137085	0.9274537563323975	0.13636364042758942	1405	1406	22	2811
GSE131907	NS_12	median	HLA-C_CD8A	HLA-C	CD8A	0.32338253770721936	0.3002643777219899	0.02311815998522948	True	True	True	0.9053380489349365	0.8997154831886292	0.13636364042758942	1405	1406	22	2811
GSE131907	NS_12	median	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	0.5209964513778687	0.5896159410476685	0.0	1405	1406	22	2811
GSE131907	NS_12	tertile	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.0021344716660678387	0.0021344716660678387	0.0	937	937	22	2811
GSE131907	NS_12	tertile	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.0021344716660678387	0.0021344716660678387	0.0	937	937	22	2811
GSE131907	NS_12	tertile	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0010672358330339193	0.0	0.09090909361839294	937	937	22	2811
GSE131907	NS_12	tertile	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.0010672358330339193	0.0	0.09090909361839294	937	937	22	2811
