cohort	patient_id	split	interaction_name	ligand	receptor	prob_high	prob_low	delta	detected	detected_high	detected_low	ligand_prop_high	ligand_prop_low	receptor_prop	n_mal_high	n_mal_low	n_tnk	n_mal
GSE123902	LX255B	q4q1	HLA-B_CD8A	HLA-B	CD8A	0.0	0.0	0.0	False	False	False	0.8421052694320679	0.5743243098258972	0.08022741973400116	57	148	1583	228
GSE123902	LX255B	q4q1	HLA-C_CD8A	HLA-C	CD8A	0.0	0.0	0.0	False	False	False	0.8947368264198303	0.5608108043670654	0.08022741973400116	57	148	1583	228
GSE123902	LX255B	q4q1	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	0.2631579041481018	0.04729729890823364	0.05495893955230713	57	148	1583	228
GSE123902	LX255B	pctpos	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.03750000149011612	0.020270269364118576	0.006948831491172314	80	148	1583	228
GSE123902	LX255B	pctpos	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.03750000149011612	0.020270269364118576	0.013897662982344627	80	148	1583	228
GSE123902	LX255B	pctpos	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0	0.0	0.027163613587617874	80	148	1583	228
GSE123902	LX255B	pctpos	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.012500000186264515	0.0	0.027163613587617874	80	148	1583	228
GSE123902	LX255B	pctpos	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	False	False	False	0.08749999850988388	0.06756756454706192	0.22425773739814758	80	148	1583	228
GSE123902	LX255B	pctpos	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	0.08749999850988388	0.06756756454706192	0.02526847831904888	80	148	1583	228
GSE123902	LX255B	pctpos	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	False	False	False	0.08749999850988388	0.06756756454706192	0.13960833847522736	80	148	1583	228
GSE123902	LX255B	pctpos	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	0.32499998807907104	0.04054053872823715	0.013897662982344627	80	148	1583	228
GSE123902	LX255B	pctpos	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.32499998807907104	0.04054053872823715	0.01200252678245306	80	148	1583	228
GSE123902	LX255B	pctpos	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	0.4625000059604645	0.054054055362939835	0.018951358273625374	80	148	1583	228
GSE123902	LX255B	pctpos	HLA-A_CD8A	HLA-A	CD8A	0.0	0.0	0.0	False	False	False	0.9624999761581421	0.6486486196517944	0.08022741973400116	80	148	1583	228
GSE123902	LX255B	pctpos	HLA-B_CD8A	HLA-B	CD8A	0.0	0.0	0.0	False	False	False	0.887499988079071	0.5743243098258972	0.08022741973400116	80	148	1583	228
GSE123902	LX255B	pctpos	HLA-C_CD8A	HLA-C	CD8A	0.0	0.0	0.0	False	False	False	0.9125000238418579	0.5608108043670654	0.08022741973400116	80	148	1583	228
GSE123902	LX255B	pctpos	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	0.26249998807907104	0.04729729890823364	0.05495893955230713	80	148	1583	228
GSE123902	LX255B	median	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.03750000149011612	0.020270269364118576	0.006948831491172314	80	148	1583	228
GSE123902	LX255B	median	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.03750000149011612	0.020270269364118576	0.013897662982344627	80	148	1583	228
GSE123902	LX255B	median	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0	0.0	0.027163613587617874	80	148	1583	228
GSE123902	LX255B	median	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.012500000186264515	0.0	0.027163613587617874	80	148	1583	228
GSE123902	LX255B	median	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	False	False	False	0.08749999850988388	0.06756756454706192	0.22425773739814758	80	148	1583	228
GSE123902	LX255B	median	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	0.08749999850988388	0.06756756454706192	0.02526847831904888	80	148	1583	228
GSE123902	LX255B	median	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	False	False	False	0.08749999850988388	0.06756756454706192	0.13960833847522736	80	148	1583	228
GSE123902	LX255B	median	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	0.32499998807907104	0.04054053872823715	0.013897662982344627	80	148	1583	228
GSE123902	LX255B	median	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.32499998807907104	0.04054053872823715	0.01200252678245306	80	148	1583	228
GSE123902	LX255B	median	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	0.4625000059604645	0.054054055362939835	0.018951358273625374	80	148	1583	228
GSE123902	LX255B	median	HLA-A_CD8A	HLA-A	CD8A	0.0	0.0	0.0	False	False	False	0.9624999761581421	0.6486486196517944	0.08022741973400116	80	148	1583	228
GSE123902	LX255B	median	HLA-B_CD8A	HLA-B	CD8A	0.0	0.0	0.0	False	False	False	0.887499988079071	0.5743243098258972	0.08022741973400116	80	148	1583	228
GSE123902	LX255B	median	HLA-C_CD8A	HLA-C	CD8A	0.0	0.0	0.0	False	False	False	0.9125000238418579	0.5608108043670654	0.08022741973400116	80	148	1583	228
GSE123902	LX255B	median	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	0.26249998807907104	0.04729729890823364	0.05495893955230713	80	148	1583	228
GSE123902	LX255B	tertile	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.03947368264198303	0.020270269364118576	0.006948831491172314	76	148	1583	228
GSE123902	LX255B	tertile	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.03947368264198303	0.020270269364118576	0.013897662982344627	76	148	1583	228
GSE123902	LX255B	tertile	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0	0.0	0.027163613587617874	76	148	1583	228
GSE123902	LX255B	tertile	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.01315789483487606	0.0	0.027163613587617874	76	148	1583	228
GSE123902	LX255B	tertile	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	False	False	False	0.09210526198148727	0.06756756454706192	0.22425773739814758	76	148	1583	228
GSE123902	LX255B	tertile	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	0.09210526198148727	0.06756756454706192	0.02526847831904888	76	148	1583	228
GSE123902	LX255B	tertile	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	False	False	False	0.09210526198148727	0.06756756454706192	0.13960833847522736	76	148	1583	228
GSE123902	LX255B	tertile	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	0.28947368264198303	0.04054053872823715	0.013897662982344627	76	148	1583	228
GSE123902	LX255B	tertile	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.28947368264198303	0.04054053872823715	0.01200252678245306	76	148	1583	228
GSE123902	LX255B	tertile	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	0.44736841320991516	0.054054055362939835	0.018951358273625374	76	148	1583	228
GSE123902	LX255B	tertile	HLA-A_CD8A	HLA-A	CD8A	0.0	0.0	0.0	False	False	False	0.9605262875556946	0.6486486196517944	0.08022741973400116	76	148	1583	228
GSE123902	LX255B	tertile	HLA-B_CD8A	HLA-B	CD8A	0.0	0.0	0.0	False	False	False	0.8815789222717285	0.5743243098258972	0.08022741973400116	76	148	1583	228
GSE123902	LX255B	tertile	HLA-C_CD8A	HLA-C	CD8A	0.0	0.0	0.0	False	False	False	0.9078947305679321	0.5608108043670654	0.08022741973400116	76	148	1583	228
GSE123902	LX255B	tertile	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	0.25	0.04729729890823364	0.05495893955230713	76	148	1583	228
GSE123902	LX653	q4q1	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.10810811072587967	0.09756097197532654	0.0	37	41	49	145
GSE123902	LX653	q4q1	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.10810811072587967	0.09756097197532654	0.06122449040412903	37	41	49	145
GSE123902	LX653	q4q1	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0	0.0	0.020408162847161293	37	41	49	145
GSE123902	LX653	q4q1	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.0	0.0	0.020408162847161293	37	41	49	145
GSE123902	LX653	q4q1	LGALS9_CD45	LGALS9	PTPRC	0.04381169736702176	0.0	0.04381169736702176	True	True	False	0.1621621549129486	0.0731707289814949	0.5102040767669678	37	41	49	145
GSE123902	LX653	q4q1	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0023088273939138797	0.0	0.0023088273939138797	True	True	False	0.1621621549129486	0.0731707289814949	0.1428571492433548	37	41	49	145
GSE123902	LX653	q4q1	LGALS9_CD44	LGALS9	CD44	0.034956995258362024	0.0	0.034956995258362024	True	True	False	0.1621621549129486	0.0731707289814949	0.44897958636283875	37	41	49	145
GSE123902	LX653	q4q1	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	0.7567567825317383	0.31707316637039185	0.06122449040412903	37	41	49	145
GSE123902	LX653	q4q1	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.7567567825317383	0.31707316637039185	0.040816325694322586	37	41	49	145
GSE123902	LX653	q4q1	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	0.5135135054588318	0.17073170840740204	0.040816325694322586	37	41	49	145
GSE123902	LX653	q4q1	HLA-A_CD8A	HLA-A	CD8A	0.5021006176960895	0.478633007883146	0.02346760981294349	True	True	True	0.9189189076423645	0.8048780560493469	0.18367347121238708	37	41	49	145
GSE123902	LX653	q4q1	HLA-B_CD8A	HLA-B	CD8A	0.5536398709660706	0.5186557478418405	0.03498412312423005	True	True	True	0.9729729890823364	0.8292682766914368	0.18367347121238708	37	41	49	145
GSE123902	LX653	q4q1	HLA-C_CD8A	HLA-C	CD8A	0.4245720688540395	0.3658878164997607	0.058684252354278765	True	True	True	0.9189189076423645	0.6341463327407837	0.18367347121238708	37	41	49	145
GSE123902	LX653	q4q1	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	0.45945945382118225	0.1463414579629898	0.08163265138864517	37	41	49	145
GSE123902	LX653	pctpos	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.09615384787321091	0.09756097197532654	0.0	104	41	49	145
GSE123902	LX653	pctpos	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.09615384787321091	0.09756097197532654	0.06122449040412903	104	41	49	145
GSE123902	LX653	pctpos	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.009615384973585606	0.0	0.020408162847161293	104	41	49	145
GSE123902	LX653	pctpos	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.009615384973585606	0.0	0.020408162847161293	104	41	49	145
GSE123902	LX653	pctpos	LGALS9_CD45	LGALS9	PTPRC	0.03801675990594809	0.0	0.03801675990594809	True	True	False	0.1538461595773697	0.0731707289814949	0.5102040767669678	104	41	49	145
GSE123902	LX653	pctpos	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0019920044275316584	0.0	0.0019920044275316584	True	True	False	0.1538461595773697	0.0731707289814949	0.1428571492433548	104	41	49	145
GSE123902	LX653	pctpos	LGALS9_CD44	LGALS9	CD44	0.03029615323860397	0.0	0.03029615323860397	True	True	False	0.1538461595773697	0.0731707289814949	0.44897958636283875	104	41	49	145
GSE123902	LX653	pctpos	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	0.682692289352417	0.31707316637039185	0.06122449040412903	104	41	49	145
GSE123902	LX653	pctpos	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.682692289352417	0.31707316637039185	0.040816325694322586	104	41	49	145
GSE123902	LX653	pctpos	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	0.49038460850715637	0.17073170840740204	0.040816325694322586	104	41	49	145
GSE123902	LX653	pctpos	HLA-A_CD8A	HLA-A	CD8A	0.5142314193663127	0.478633007883146	0.03559841148316667	True	True	True	0.9711538553237915	0.8048780560493469	0.18367347121238708	104	41	49	145
GSE123902	LX653	pctpos	HLA-B_CD8A	HLA-B	CD8A	0.5575334548858314	0.5186557478418405	0.03887770704399085	True	True	True	0.9903846383094788	0.8292682766914368	0.18367347121238708	104	41	49	145
GSE123902	LX653	pctpos	HLA-C_CD8A	HLA-C	CD8A	0.4357622397134908	0.3658878164997607	0.06987442321373011	True	True	True	0.932692289352417	0.6341463327407837	0.18367347121238708	104	41	49	145
GSE123902	LX653	pctpos	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	0.3461538553237915	0.1463414579629898	0.08163265138864517	104	41	49	145
GSE123902	LX653	median	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.0972222238779068	0.09589041024446487	0.0	72	73	49	145
GSE123902	LX653	median	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.0972222238779068	0.09589041024446487	0.06122449040412903	72	73	49	145
GSE123902	LX653	median	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.013888888992369175	0.0	0.020408162847161293	72	73	49	145
GSE123902	LX653	median	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.0	0.013698630034923553	0.020408162847161293	72	73	49	145
GSE123902	LX653	median	LGALS9_CD45	LGALS9	PTPRC	0.033317383895694865	0.012381688347134993	0.020935695548559872	True	True	True	0.1527777761220932	0.10958904027938843	0.5102040767669678	72	73	49	145
GSE123902	LX653	median	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0017377221184318844	0.0006327971460855886	0.001104924972346296	True	True	True	0.1527777761220932	0.10958904027938843	0.1428571492433548	72	73	49	145
GSE123902	LX653	median	LGALS9_CD44	LGALS9	CD44	0.026524831769744177	0.009814050094588684	0.016710781675155495	True	True	True	0.1527777761220932	0.10958904027938843	0.44897958636283875	72	73	49	145
GSE123902	LX653	median	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	0.75	0.4109589159488678	0.06122449040412903	72	73	49	145
GSE123902	LX653	median	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.75	0.4109589159488678	0.040816325694322586	72	73	49	145
GSE123902	LX653	median	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	0.4861111044883728	0.31506848335266113	0.040816325694322586	72	73	49	145
GSE123902	LX653	median	HLA-A_CD8A	HLA-A	CD8A	0.5141135140078238	0.5013506100708749	0.0127629039369489	True	True	True	0.9583333134651184	0.8904109597206116	0.18367347121238708	72	73	49	145
GSE123902	LX653	median	HLA-B_CD8A	HLA-B	CD8A	0.5587087834328509	0.5433970445712895	0.015311738861561452	True	True	True	0.9861111044883728	0.9041095972061157	0.18367347121238708	72	73	49	145
GSE123902	LX653	median	HLA-C_CD8A	HLA-C	CD8A	0.4378718252006062	0.3950679544554491	0.04280387074515707	True	True	True	0.9444444179534912	0.7534246444702148	0.18367347121238708	72	73	49	145
GSE123902	LX653	median	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	0.375	0.2054794579744339	0.08163265138864517	72	73	49	145
GSE123902	LX653	tertile	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.1428571492433548	0.08163265138864517	0.0	49	49	49	145
GSE123902	LX653	tertile	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.1428571492433548	0.08163265138864517	0.06122449040412903	49	49	49	145
GSE123902	LX653	tertile	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.020408162847161293	0.0	0.020408162847161293	49	49	49	145
GSE123902	LX653	tertile	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.0	0.020408162847161293	0.020408162847161293	49	49	49	145
GSE123902	LX653	tertile	LGALS9_CD45	LGALS9	PTPRC	0.046489675418260816	0.03723698542923191	0.009252689989028909	True	True	True	0.16326530277729034	0.12244898080825806	0.5102040767669678	49	49	49	145
GSE123902	LX653	tertile	LGALS9_HAVCR2	LGALS9	HAVCR2	0.002456471072253022	0.0019496482003300607	0.0005068228719229614	True	True	True	0.16326530277729034	0.12244898080825806	0.1428571492433548	49	49	49	145
GSE123902	LX653	tertile	LGALS9_CD44	LGALS9	CD44	0.03711474050265055	0.029669854509392704	0.007444885993257849	True	True	True	0.16326530277729034	0.12244898080825806	0.44897958636283875	49	49	49	145
GSE123902	LX653	tertile	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	0.795918345451355	0.3265306055545807	0.06122449040412903	49	49	49	145
GSE123902	LX653	tertile	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.795918345451355	0.3265306055545807	0.040816325694322586	49	49	49	145
GSE123902	LX653	tertile	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0	0.0	0.0	False	False	False	0.5306122303009033	0.26530611515045166	0.040816325694322586	49	49	49	145
GSE123902	LX653	tertile	HLA-A_CD8A	HLA-A	CD8A	0.5170562545361577	0.4865302646818449	0.030525989854312763	True	True	True	0.9387755393981934	0.8367347121238708	0.18367347121238708	49	49	49	145
GSE123902	LX653	tertile	HLA-B_CD8A	HLA-B	CD8A	0.5598031662998357	0.5265976991101029	0.03320546718973283	True	True	True	0.9795918464660645	0.8571428656578064	0.18367347121238708	49	49	49	145
GSE123902	LX653	tertile	HLA-C_CD8A	HLA-C	CD8A	0.4399332296602618	0.37862867153102653	0.0613045581292353	True	True	True	0.9387755393981934	0.6734693646430969	0.18367347121238708	49	49	49	145
GSE123902	LX653	tertile	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0	0.0	0.0	False	False	False	0.4897959232330322	0.22448979318141937	0.08163265138864517	49	49	49	145
GSE123902	LX661	q4q1	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.13333334028720856	0.3958333432674408	0.025228125974535942	30	48	3726	117
GSE123902	LX661	q4q1	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.13333334028720856	0.3958333432674408	0.04857756197452545	30	48	3726	117
GSE123902	LX661	q4q1	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0	0.0416666679084301	0.16210412979125977	30	48	3726	117
GSE123902	LX661	q4q1	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.06666667014360428	0.02083333395421505	0.16210412979125977	30	48	3726	117
GSE123902	LX661	q4q1	LGALS9_CD45	LGALS9	PTPRC	0.23962539496300433	0.09947717288879045	0.1401482220742139	True	True	True	0.23333333432674408	0.125	0.8542672991752625	30	48	3726	117
GSE123902	LX661	q4q1	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0029660606939260117	0.0010416958245499483	0.0019243648693760633	True	True	True	0.23333333432674408	0.125	0.1274825483560562	30	48	3726	117
GSE123902	LX661	q4q1	LGALS9_CD44	LGALS9	CD44	0.2294200466354735	0.09449877319205292	0.1349212734434206	True	True	True	0.23333333432674408	0.125	0.8129361271858215	30	48	3726	117
GSE123902	LX661	q4q1	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.056287924963190454	0.008016913542153458	0.048271011421037	True	True	True	0.46666666865348816	0.125	0.15754160284996033	30	48	3726	117
GSE123902	LX661	q4q1	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.46666666865348816	0.125	0.04938271641731262	30	48	3726	117
GSE123902	LX661	q4q1	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0825926395934902	0.014920928966304689	0.06767171062718551	True	True	True	0.699999988079071	0.1875	0.11084272712469101	30	48	3726	117
GSE123902	LX661	q4q1	HLA-A_CD8A	HLA-A	CD8A	0.4625601510283177	0.45075737180336983	0.011802779224947879	True	True	True	0.9666666388511658	0.8333333134651184	0.20343531668186188	30	48	3726	117
GSE123902	LX661	q4q1	HLA-B_CD8A	HLA-B	CD8A	0.46786639577742917	0.4734600150439212	-0.005593619266492045	True	True	True	0.9666666388511658	0.8333333134651184	0.20343531668186188	30	48	3726	117
GSE123902	LX661	q4q1	HLA-C_CD8A	HLA-C	CD8A	0.41573048955055925	0.4590480536990426	-0.04331756414848337	True	True	True	0.9666666388511658	0.875	0.20343531668186188	30	48	3726	117
GSE123902	LX661	q4q1	NECTIN2_TIGIT	NECTIN2	TIGIT	0.051926514382485994	0.012410527250883749	0.039515987131602245	True	True	True	0.4000000059604645	0.1458333283662796	0.17954911291599274	30	48	3726	117
GSE123902	LX661	pctpos	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.23188406229019165	0.3958333432674408	0.025228125974535942	69	48	3726	117
GSE123902	LX661	pctpos	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.23188406229019165	0.3958333432674408	0.04857756197452545	69	48	3726	117
GSE123902	LX661	pctpos	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0	0.0416666679084301	0.16210412979125977	69	48	3726	117
GSE123902	LX661	pctpos	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.043478261679410934	0.02083333395421505	0.16210412979125977	69	48	3726	117
GSE123902	LX661	pctpos	LGALS9_CD45	LGALS9	PTPRC	0.3354792125279051	0.09947717288879045	0.23600203963911465	True	True	True	0.30434781312942505	0.125	0.8542672991752625	69	48	3726	117
GSE123902	LX661	pctpos	LGALS9_HAVCR2	LGALS9	HAVCR2	0.004743043627804573	0.0010416958245499483	0.0037013478032546245	True	True	True	0.30434781312942505	0.125	0.1274825483560562	69	48	3726	117
GSE123902	LX661	pctpos	LGALS9_CD44	LGALS9	CD44	0.3229252886066927	0.09449877319205292	0.22842651541463976	True	True	True	0.30434781312942505	0.125	0.8129361271858215	69	48	3726	117
GSE123902	LX661	pctpos	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.06522691272489019	0.008016913542153458	0.057209999182736726	True	True	True	0.49275362491607666	0.125	0.15754160284996033	69	48	3726	117
GSE123902	LX661	pctpos	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.49275362491607666	0.125	0.04938271641731262	69	48	3726	117
GSE123902	LX661	pctpos	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.0834902132647158	0.014920928966304689	0.06856928429841111	True	True	True	0.7536231875419617	0.1875	0.11084272712469101	69	48	3726	117
GSE123902	LX661	pctpos	HLA-A_CD8A	HLA-A	CD8A	0.44849768230207754	0.45075737180336983	-0.0022596895012922946	True	True	True	0.9710144996643066	0.8333333134651184	0.20343531668186188	69	48	3726	117
GSE123902	LX661	pctpos	HLA-B_CD8A	HLA-B	CD8A	0.47323826729634993	0.4734600150439212	-0.00022174774757127702	True	True	True	0.9855072498321533	0.8333333134651184	0.20343531668186188	69	48	3726	117
GSE123902	LX661	pctpos	HLA-C_CD8A	HLA-C	CD8A	0.4205605358305277	0.4590480536990426	-0.0384875178685149	True	True	True	0.9710144996643066	0.875	0.20343531668186188	69	48	3726	117
GSE123902	LX661	pctpos	NECTIN2_TIGIT	NECTIN2	TIGIT	0.04078154585670636	0.012410527250883749	0.028371018605822612	True	True	True	0.36231884360313416	0.1458333283662796	0.17954911291599274	69	48	3726	117
GSE123902	LX661	median	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.22413793206214905	0.37288135290145874	0.025228125974535942	58	59	3726	117
GSE123902	LX661	median	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.22413793206214905	0.37288135290145874	0.04857756197452545	58	59	3726	117
GSE123902	LX661	median	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0	0.033898305147886276	0.16210412979125977	58	59	3726	117
GSE123902	LX661	median	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.0517241396009922	0.016949152573943138	0.16210412979125977	58	59	3726	117
GSE123902	LX661	median	LGALS9_CD45	LGALS9	PTPRC	0.33045478134491035	0.1692771497369931	0.16117763160791726	True	True	True	0.2931034564971924	0.16949152946472168	0.8542672991752625	58	59	3726	117
