spec	rank_name	rule	n_hits	eligible	note	qc_delta	n_cohorts	top1	top2	top3	top1_family	lead_priority	n_story_top3	junction_term	junction_rank	junction_effect	junction_p	junction_fdr	strict_tj_term	strict_tj_rank	strict_tj_effect	keratin_term	keratin_rank	keratin_effect	adhesion_term	adhesion_rank	adhesion_effect	n_sets
q4q1_ols_logFC||top300 positive stat	q4q1_ols_logFC	top300 positive stat	300	True	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = OLS log2 fold-change.	3.867005931364888	4	GOBP_CELL_CELL_ADHESION	GOBP_KERATINIZATION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	adhesion	2	2	HALLMARK_APICAL_JUNCTION	8	7.448041237113403	4.5872240765353204e-11	3.4659026356044645e-10	GOBP_TIGHT_JUNCTION_ORGANIZATION	30	4.3390990990991	GOBP_KERATINIZATION	2	27.365909090909092	GOBP_CELL_CELL_ADHESION	1	4.387931404072884	68
q4q1_ols_logFC||p<0.01 & logFC>0.25	q4q1_ols_logFC	p<0.01 & logFC>0.25	274	True	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = OLS log2 fold-change.	3.867005931364888	4	GOBP_CELL_CELL_ADHESION	HALLMARK_APICAL_JUNCTION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	adhesion	2	2	HALLMARK_APICAL_JUNCTION	2	5.889570321318383	3.793302247471216e-07	1.0393580027437681e-05	GOBP_TIGHT_JUNCTION_ORGANIZATION	14	5.938548037088183	GOBP_KERATINIZATION	4	13.982581287325813	GOBP_CELL_CELL_ADHESION	1	2.826061445302415	68
q4q1_ols_logFC||p<0.05 & logFC>0.50	q4q1_ols_logFC	p<0.05 & logFC>0.50	732	True	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = OLS log2 fold-change.	3.867005931364888	4	GOBP_CELL_CELL_ADHESION	HALLMARK_P53_PATHWAY	HALLMARK_APICAL_JUNCTION	adhesion	2	2	HALLMARK_APICAL_JUNCTION	3	5.765787842938426	1.1971572011817103e-16	2.713556322678543e-15	KEGG_TIGHT_JUNCTION	20	3.631697537435242	GOBP_KERATINIZATION	9	9.720131644311973	GOBP_CELL_CELL_ADHESION	1	3.067743749231283	68
q4q1_ols_logFC||p<0.05 & logFC>1	q4q1_ols_logFC	p<0.05 & logFC>1	371	True	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = OLS log2 fold-change.	3.867005931364888	4	GOBP_CELL_CELL_ADHESION	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_APICAL_JUNCTION	adhesion	2	2	HALLMARK_APICAL_JUNCTION	3	7.6956400922555375	3.965991991261957e-14	7.537569573556541e-13	GOBP_TIGHT_JUNCTION_ORGANIZATION	29	5.263058206454433	GOBP_KERATINIZATION	9	16.2277628032345	GOBP_CELL_CELL_ADHESION	1	4.03519932513441	68
q4q1_signed_logp||p<0.01 & stat>0	q4q1_signed_logp	p<0.01 & stat>0	283	True	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = sign(logFC) * -log10(p).	3.867005931364888	4	HALLMARK_APICAL_JUNCTION	GOBP_CELL_CELL_ADHESION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	junction	1	2	HALLMARK_APICAL_JUNCTION	1	5.7022694983789295	5.472238805449367e-07	1.2906574743428073e-05	GOBP_TIGHT_JUNCTION_ORGANIZATION	14	5.74968961894757	GOBP_KERATINIZATION	4	13.537905557340187	GOBP_CELL_CELL_ADHESION	2	2.736186699692091	68
q4q1_signed_logp||top100 positive stat	q4q1_signed_logp	top100 positive stat	100	True	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = sign(logFC) * -log10(p).	3.867005931364888	4	HALLMARK_APICAL_JUNCTION	GOBP_CELL_CELL_ADHESION	GOBP_KERATINIZATION	junction	1	3	HALLMARK_APICAL_JUNCTION	1	9.930721649484536	1.5167162886395353e-06	0.00010313670762748841	KEGG_TIGHT_JUNCTION	20	3.127532467532468	GOBP_KERATINIZATION	3	21.892727272727274	GOBP_CELL_CELL_ADHESION	2	3.6135905680600215	68
q4q1_signed_logp||top200 positive stat	q4q1_signed_logp	top200 positive stat	200	True	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = sign(logFC) * -log10(p).	3.867005931364888	4	HALLMARK_APICAL_JUNCTION	GOBP_CELL_CELL_ADHESION	GOBP_KERATINIZATION	junction	1	3	HALLMARK_APICAL_JUNCTION	1	7.448041237113403	8.671142392215472e-08	5.896376826706522e-06	GOBP_TIGHT_JUNCTION_ORGANIZATION	14	6.508648648648649	GOBP_KERATINIZATION	3	16.419545454545457	GOBP_CELL_CELL_ADHESION	2	3.097363344051447	68
q4q1_signed_logp||top300 positive stat	q4q1_signed_logp	top300 positive stat	300	True	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = sign(logFC) * -log10(p).	3.867005931364888	4	GOBP_CELL_CELL_ADHESION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_APICAL_JUNCTION	adhesion	2	2	HALLMARK_APICAL_JUNCTION	3	5.37914089347079	1.0539103843809837e-06	1.703432389657508e-05	GOBP_TIGHT_JUNCTION_ORGANIZATION	15	5.423873873873874	GOBP_KERATINIZATION	4	12.770757575757576	GOBP_CELL_CELL_ADHESION	1	2.83924973204716	68
q4q1_signed_logp||p<0.01 & logFC>0.25	q4q1_signed_logp	p<0.01 & logFC>0.25	274	True	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = sign(logFC) * -log10(p).	3.867005931364888	4	GOBP_CELL_CELL_ADHESION	HALLMARK_APICAL_JUNCTION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	adhesion	2	2	HALLMARK_APICAL_JUNCTION	2	5.889570321318383	3.793302247471216e-07	1.0393580027437681e-05	GOBP_TIGHT_JUNCTION_ORGANIZATION	14	5.938548037088183	GOBP_KERATINIZATION	4	13.982581287325813	GOBP_CELL_CELL_ADHESION	1	2.826061445302415	68
q4q1_signed_logp||p<0.05 & logFC>0.50	q4q1_signed_logp	p<0.05 & logFC>0.50	732	True	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = sign(logFC) * -log10(p).	3.867005931364888	4	GOBP_CELL_CELL_ADHESION	HALLMARK_P53_PATHWAY	HALLMARK_APICAL_JUNCTION	adhesion	2	2	HALLMARK_APICAL_JUNCTION	3	5.765787842938426	1.1971572011817103e-16	2.713556322678543e-15	KEGG_TIGHT_JUNCTION	20	3.631697537435242	GOBP_KERATINIZATION	9	9.720131644311973	GOBP_CELL_CELL_ADHESION	1	3.067743749231283	68
q4q1_signed_logp||p<0.05 & logFC>1	q4q1_signed_logp	p<0.05 & logFC>1	371	True	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = sign(logFC) * -log10(p).	3.867005931364888	4	GOBP_CELL_CELL_ADHESION	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_APICAL_JUNCTION	adhesion	2	2	HALLMARK_APICAL_JUNCTION	3	7.6956400922555375	3.965991991261957e-14	7.537569573556541e-13	GOBP_TIGHT_JUNCTION_ORGANIZATION	29	5.263058206454433	GOBP_KERATINIZATION	9	16.2277628032345	GOBP_CELL_CELL_ADHESION	1	4.03519932513441	68
q4q1_moderated_t||p<0.01 & stat>0	q4q1_moderated_t	p<0.01 & stat>0	283	True	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = moderated t (prior df 10, median residual variance).	3.867005931364888	4	HALLMARK_APICAL_JUNCTION	GOBP_CELL_CELL_ADHESION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	junction	1	2	HALLMARK_APICAL_JUNCTION	1	5.7022694983789295	5.472238805449367e-07	1.2906574743428073e-05	GOBP_TIGHT_JUNCTION_ORGANIZATION	14	5.74968961894757	GOBP_KERATINIZATION	4	13.537905557340187	GOBP_CELL_CELL_ADHESION	2	2.736186699692091	68
q4q1_moderated_t||top100 positive stat	q4q1_moderated_t	top100 positive stat	100	True	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = moderated t (prior df 10, median residual variance).	3.867005931364888	4	HALLMARK_APICAL_JUNCTION	GOBP_CELL_CELL_ADHESION	GOBP_KERATINIZATION	junction	1	3	HALLMARK_APICAL_JUNCTION	1	11.172061855670103	1.2001715884734008e-07	8.161166801619124e-06	KEGG_TIGHT_JUNCTION	25	3.127532467532468	GOBP_KERATINIZATION	3	21.892727272727274	GOBP_CELL_CELL_ADHESION	2	3.871704180064309	68
q4q1_moderated_t||top200 positive stat	q4q1_moderated_t	top200 positive stat	200	True	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = moderated t (prior df 10, median residual variance).	3.867005931364888	4	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	GOBP_CELL_CELL_ADHESION	HALLMARK_APICAL_JUNCTION	other	2	2	HALLMARK_APICAL_JUNCTION	3	6.827371134020619	7.213148038969663e-07	1.085703718201501e-05	GOBP_TIGHT_JUNCTION_ORGANIZATION	16	8.135810810810812	GOBP_KERATINIZATION	7	16.419545454545457	GOBP_CELL_CELL_ADHESION	2	3.3554769560557345	68
q4q1_moderated_t||top300 positive stat	q4q1_moderated_t	top300 positive stat	300	True	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = moderated t (prior df 10, median residual variance).	3.867005931364888	4	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	GOBP_KERATINIZATION	HALLMARK_APICAL_JUNCTION	other	2	2	HALLMARK_APICAL_JUNCTION	3	6.620481099656358	3.141751267475095e-09	7.12130287294355e-08	GOBP_TIGHT_JUNCTION_ORGANIZATION	13	7.593423423423424	GOBP_KERATINIZATION	2	16.419545454545457	GOBP_CELL_CELL_ADHESION	4	3.0113254733833514	68
q4q1_moderated_t||p<0.01 & logFC>0.25	q4q1_moderated_t	p<0.01 & logFC>0.25	274	True	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = moderated t (prior df 10, median residual variance).	3.867005931364888	4	GOBP_CELL_CELL_ADHESION	HALLMARK_APICAL_JUNCTION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	adhesion	2	2	HALLMARK_APICAL_JUNCTION	2	5.889570321318383	3.793302247471216e-07	1.0393580027437681e-05	GOBP_TIGHT_JUNCTION_ORGANIZATION	14	5.938548037088183	GOBP_KERATINIZATION	4	13.982581287325813	GOBP_CELL_CELL_ADHESION	1	2.826061445302415	68
q4q1_moderated_t||p<0.05 & logFC>0.50	q4q1_moderated_t	p<0.05 & logFC>0.50	732	True	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = moderated t (prior df 10, median residual variance).	3.867005931364888	4	GOBP_CELL_CELL_ADHESION	HALLMARK_P53_PATHWAY	HALLMARK_APICAL_JUNCTION	adhesion	2	2	HALLMARK_APICAL_JUNCTION	3	5.765787842938426	1.1971572011817103e-16	2.713556322678543e-15	KEGG_TIGHT_JUNCTION	20	3.631697537435242	GOBP_KERATINIZATION	9	9.720131644311973	GOBP_CELL_CELL_ADHESION	1	3.067743749231283	68
q4q1_moderated_t||p<0.05 & logFC>1	q4q1_moderated_t	p<0.05 & logFC>1	371	True	Within-cohort TACSTD2 Q4 vs Q1, cohort-adjusted OLS on log2 TMM-CPM+1. Rank = moderated t (prior df 10, median residual variance).	3.867005931364888	4	GOBP_CELL_CELL_ADHESION	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_APICAL_JUNCTION	adhesion	2	2	HALLMARK_APICAL_JUNCTION	3	7.6956400922555375	3.965991991261957e-14	7.537569573556541e-13	GOBP_TIGHT_JUNCTION_ORGANIZATION	29	5.263058206454433	GOBP_KERATINIZATION	9	16.2277628032345	GOBP_CELL_CELL_ADHESION	1	4.03519932513441	68
q4q1_mean_logFC||p<0.01 & stat>0	q4q1_mean_logFC	p<0.01 & stat>0	204	True	Unweighted mean of within-cohort Q4−Q1 log2 fold-changes. Cohorts with ≥2 per side.	3.867005931364888	4	HALLMARK_P53_PATHWAY	HALLMARK_APICAL_JUNCTION	GOBP_CELL_CELL_ADHESION	other	2	2	HALLMARK_APICAL_JUNCTION	2	8.51900141499899	1.2488504147175846e-09	4.2460914100397873e-08	GOBP_TIGHT_JUNCTION_ORGANIZATION	13	7.9762851086380495	GOBP_KERATINIZATION	4	18.780525846702318	GOBP_CELL_CELL_ADHESION	3	3.5427358510392364	68
q4q1_mean_logFC||top100 positive stat	q4q1_mean_logFC	top100 positive stat	100	True	Unweighted mean of within-cohort Q4−Q1 log2 fold-changes. Cohorts with ≥2 per side.	3.867005931364888	4	GOBP_KERATINIZATION	KRT_EPITHELIAL	HALLMARK_KRAS_SIGNALING_UP	keratin	2	2	HALLMARK_APICAL_JUNCTION	8	7.448041237113403	0.0001609075730577248	0.0012501742679219517	GOBP_TIGHT_JUNCTION_ORGANIZATION	23	6.508648648648649	GOBP_KERATINIZATION	1	49.25863636363636	GOBP_CELL_CELL_ADHESION	6	3.871704180064309	68
q4q1_mean_logFC||top200 positive stat	q4q1_mean_logFC	top200 positive stat	200	True	Unweighted mean of within-cohort Q4−Q1 log2 fold-changes. Cohorts with ≥2 per side.	3.867005931364888	4	GOBP_KERATINIZATION	GOBP_CELL_CELL_ADHESION	KRT_EPITHELIAL	keratin	2	3	HALLMARK_APICAL_JUNCTION	10	6.827371134020619	7.213148038969663e-07	4.885982638674752e-06	GOBP_TIGHT_JUNCTION_ORGANIZATION	25	6.508648648648649	GOBP_KERATINIZATION	1	32.83909090909091	GOBP_CELL_CELL_ADHESION	2	4.646045016077171	68
q4q1_mean_logFC||top300 positive stat	q4q1_mean_logFC	top300 positive stat	300	True	Unweighted mean of within-cohort Q4−Q1 log2 fold-changes. Cohorts with ≥2 per side.	3.867005931364888	4	GOBP_CELL_CELL_ADHESION	GOBP_KERATINIZATION	HALLMARK_INFLAMMATORY_RESPONSE	adhesion	2	2	HALLMARK_APICAL_JUNCTION	11	6.620481099656358	3.141751267475095e-09	1.917937478627219e-08	GOBP_TIGHT_JUNCTION_ORGANIZATION	32	4.3390990990991	GOBP_KERATINIZATION	2	25.541515151515153	GOBP_CELL_CELL_ADHESION	1	4.129817792068596	68
q4q1_mean_logFC||p<0.01 & logFC>0.25	q4q1_mean_logFC	p<0.01 & logFC>0.25	204	True	Unweighted mean of within-cohort Q4−Q1 log2 fold-changes. Cohorts with ≥2 per side.	3.867005931364888	4	HALLMARK_P53_PATHWAY	HALLMARK_APICAL_JUNCTION	GOBP_CELL_CELL_ADHESION	other	2	2	HALLMARK_APICAL_JUNCTION	2	8.51900141499899	1.2488504147175846e-09	4.2460914100397873e-08	GOBP_TIGHT_JUNCTION_ORGANIZATION	13	7.9762851086380495	GOBP_KERATINIZATION	4	18.780525846702318	GOBP_CELL_CELL_ADHESION	3	3.5427358510392364	68
q4q1_mean_logFC||p<0.05 & logFC>0.50	q4q1_mean_logFC	p<0.05 & logFC>0.50	587	True	Unweighted mean of within-cohort Q4−Q1 log2 fold-changes. Cohorts with ≥2 per side.	3.867005931364888	4	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_P53_PATHWAY	GOBP_CELL_CELL_ADHESION	other	2	1	HALLMARK_APICAL_JUNCTION	4	6.555629708986811	9.008364003782512e-17	1.531421880643027e-15	GOBP_TIGHT_JUNCTION_ORGANIZATION	22	5.543993738201575	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	13	16.892875037578918	GOBP_CELL_CELL_ADHESION	3	3.165959125095176	68
q4q1_mean_logFC||p<0.05 & logFC>1	q4q1_mean_logFC	p<0.05 & logFC>1	275	True	Unweighted mean of within-cohort Q4−Q1 log2 fold-changes. Cohorts with ≥2 per side.	3.867005931364888	4	GOBP_CELL_CELL_ADHESION	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_P53_PATHWAY	adhesion	2	1	HALLMARK_APICAL_JUNCTION	7	7.673739456419869	1.0198367778294864e-10	9.906985841772153e-10	GOBP_TIGHT_JUNCTION_ORGANIZATION	36	3.55017199017199	GOBP_KERATINIZATION	10	15.92198347107438	GOBP_CELL_CELL_ADHESION	1	4.03595829679431	68
q4q1_min_cohort_logFC||p<0.01 & stat>0	q4q1_min_cohort_logFC	p<0.01 & stat>0	168	True	Minimum within-cohort Q4−Q1 log2 fold-change (concordant direction). Rank uses the minimum; ORA fold-change filter uses the mean.	3.867005931364888	4	HALLMARK_APICAL_JUNCTION	HALLMARK_P53_PATHWAY	GOBP_KERATINIZATION	junction	1	2	HALLMARK_APICAL_JUNCTION	1	8.866715758468336	1.253560708100243e-08	8.524212815081652e-07	GOBP_TIGHT_JUNCTION_ORGANIZATION	10	9.68548906048906	GOBP_KERATINIZATION	3	19.54707792207792	GOBP_CELL_CELL_ADHESION	6	3.072781095289134	68
q4q1_min_cohort_logFC||top100 positive stat	q4q1_min_cohort_logFC	top100 positive stat	100	True	Minimum within-cohort Q4−Q1 log2 fold-change (concordant direction). Rank uses the minimum; ORA fold-change filter uses the mean.	3.867005931364888	4	HALLMARK_KRAS_SIGNALING_UP	GOBP_CELL_CELL_ADHESION	HALLMARK_INFLAMMATORY_RESPONSE	other	2	1	HALLMARK_APICAL_JUNCTION	15	4.965360824742268	0.008779745286239501	0.03896857173942716	GOBP_TIGHT_JUNCTION_ORGANIZATION	20	6.508648648648649	GOBP_KERATINIZATION	4	21.892727272727274	GOBP_CELL_CELL_ADHESION	2	4.387931404072884	68
q4q1_min_cohort_logFC||top200 positive stat	q4q1_min_cohort_logFC	top200 positive stat	200	True	Minimum within-cohort Q4−Q1 log2 fold-change (concordant direction). Rank uses the minimum; ORA fold-change filter uses the mean.	3.867005931364888	4	GOBP_CELL_CELL_ADHESION	HALLMARK_KRAS_SIGNALING_UP	GOBP_KERATINIZATION	adhesion	2	2	GOBP_TIGHT_JUNCTION_ORGANIZATION	10	9.762972972972973	3.526013023795709e-05	0.00022808298250715035	GOBP_TIGHT_JUNCTION_ORGANIZATION	10	9.762972972972973	GOBP_KERATINIZATION	3	19.156136363636364	GOBP_CELL_CELL_ADHESION	1	4.129817792068596	68
q4q1_min_cohort_logFC||top300 positive stat	q4q1_min_cohort_logFC	top300 positive stat	300	True	Minimum within-cohort Q4−Q1 log2 fold-change (concordant direction). Rank uses the minimum; ORA fold-change filter uses the mean.	3.867005931364888	4	GOBP_CELL_CELL_ADHESION	HALLMARK_P53_PATHWAY	HALLMARK_KRAS_SIGNALING_UP	adhesion	2	1	HALLMARK_APICAL_JUNCTION	7	5.792920962199313	1.6348176225635967e-07	1.3895949791790572e-06	GOBP_TIGHT_JUNCTION_ORGANIZATION	12	8.6781981981982	GOBP_KERATINIZATION	10	12.770757575757576	GOBP_CELL_CELL_ADHESION	1	3.9577420507324046	68
q4q1_min_cohort_logFC||p<0.01 & logFC>0.25	q4q1_min_cohort_logFC	p<0.01 & logFC>0.25	204	True	Minimum within-cohort Q4−Q1 log2 fold-change (concordant direction). Rank uses the minimum; ORA fold-change filter uses the mean.	3.867005931364888	4	HALLMARK_P53_PATHWAY	HALLMARK_APICAL_JUNCTION	GOBP_CELL_CELL_ADHESION	other	2	2	HALLMARK_APICAL_JUNCTION	2	8.51900141499899	1.2488504147175846e-09	4.2460914100397873e-08	GOBP_TIGHT_JUNCTION_ORGANIZATION	13	7.9762851086380495	GOBP_KERATINIZATION	4	18.780525846702318	GOBP_CELL_CELL_ADHESION	3	3.5427358510392364	68
q4q1_min_cohort_logFC||p<0.05 & logFC>0.50	q4q1_min_cohort_logFC	p<0.05 & logFC>0.50	587	True	Minimum within-cohort Q4−Q1 log2 fold-change (concordant direction). Rank uses the minimum; ORA fold-change filter uses the mean.	3.867005931364888	4	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_P53_PATHWAY	GOBP_CELL_CELL_ADHESION	other	2	1	HALLMARK_APICAL_JUNCTION	4	6.555629708986811	9.008364003782512e-17	1.531421880643027e-15	GOBP_TIGHT_JUNCTION_ORGANIZATION	22	5.543993738201575	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	13	16.892875037578918	GOBP_CELL_CELL_ADHESION	3	3.165959125095176	68
