case_id	CLDN4	PRKDC	XRCC5	XRCC6	STING1	TBK1	IRF3	HLA-A	HLA-B	HLA-C	HLA-E	HLA-F	HLA-G	HLA-DRA	B2M	NHEJ3	STING3	HLA_ABC	WES_purity	WGS_purity
C3N-01016	22.8077305689692	28.3512932443706	28.975981248164	29.1512341938123	25.0119601336716	24.5171220093896	24.5073968059796	27.3305090514415	26.4299653511992	26.2225595074265	24.7922423871814	23.7925572488951	19.2071681424327	27.9804150258383		-0.03738896737738647	-0.6632461568153353	-0.4565932243557107	0.46	0.4
C3N-00580	22.956394458931	28.7233797747233	28.8265369034013	29.1295234044995	24.800499612596	24.4191379160754	24.7024060406306	28.601568042184	26.9321298217914	24.9654748329569	24.8722858936591	23.9032750892027	22.2280896147811	27.9953893793864		0.1639149295101926	-0.6329335973726137	-0.252865803104723	0.74	0.42
11LU013	24.2288100347116	28.3023850013824	28.7548567335987	28.997428289923	25.3353340664627	24.3797523404521	24.7793859913335	27.912700178875	27.4023863220094	26.1056081431673	24.3203081980052	23.1795228423534	18.4923918734949	27.4122977009243		-0.8124732908992923	-0.22190512312857993	0.2561984465325327	1.0	0.335
C3N-02000	22.6138202897042	28.4821803696687	28.917002733422	29.1703113919489	25.5476666456552	24.4933397641434	24.9392247940303	26.3798052752513	26.6395308141583	26.3830225265335	25.1829724641491	23.4633675289134	18.2761311579629	28.4347687658438		0.07050364299233075	0.3809675656043323	-0.7133663584255455	0.28	0.33
C3N-01489	23.4378993502263	28.1321634975542	29.1454200921074	29.2357600517695	24.7940850389091	24.5189195396683	25.1030063452151	27.8477706782853	27.3541690162122	26.038521826319	24.716007641518	24.1395818784284	18.8431117296753	28.213388747554		0.13186810870728452	0.21625283090713054	0.16602909293184026	0.23	0.12
C3N-00737	22.8389478624937	28.3993318160742	29.144987698883	29.39528770819	24.765813835793	24.5534360104282	25.0504985389314	27.4966123957846	27.3158959726967	26.7096336242879	24.6000165530265	23.2739509382039	18.6807433726367	27.7887897263408		0.8035954311013755	0.166705818775425	0.32946423447180107	0.25	0.235
C3N-01405	22.74180487393	28.1169817572001	28.8445066172426	29.0426249704717	24.9229756609696	24.703041429473	24.8202738138683	28.1429899877546	27.6023608522934	26.640262887408	24.9703913222081	23.2664427287764	19.4827302027146	27.6423262404719		-0.8203436323419503	0.1285059610194187	0.7449398541621391	0.26	0.2625
C3N-01416	22.8022385013355	28.3413532128533	29.0974375304825	29.3905118899514	25.7695207076621	24.4231809021599	24.9768495116291	28.3689147001873	26.0218690293706	25.7343258841933	25.966890763438	24.6823078490128		28.0152990550081		0.6219928173335197	0.4700428353616484	-0.43065343540836687	0.34	0.125
C3N-02149	23.4279584707319	28.2766315333536	28.8304008504528	29.015006366016	25.6819233084126	24.5355967170637	25.0346654712006	27.4418069661028	27.2653393549076	26.1843378978891	24.9978622516368	23.7162144437698		27.189161407383		-0.6723129791854193	0.7024850388607721	0.004949067020268298	0.19	0.1825
C3N-02424	22.4020229349542	28.3786246881138	28.8765251227202	29.1168156830583	25.7221268235317	24.8536721386984	24.8544574931712	29.6543737395204	28.5845701276638	27.725771935709	24.9637958190297	24.1663614761983		27.9792898478961		-0.25203210326868913	0.9593265421216807	2.52467480310704	0.25	0.12
C3L-00279	23.2860645112057	27.9652099293475	28.8043225823764	28.9800521315806	25.0951715955606	24.5049820315493	24.7419629060222	27.9920613734985	27.1418577342662	26.0181449535153	25.2338698211805	23.5469744061352		28.1522811791126		-1.2273076317207927	-0.22922375373303175	0.11437343814537167	0.25	0.09
C3N-02379	23.5417998945134	28.2875852368974	29.0105169854274	29.2938430346096	25.4637498018869	24.7167788733089	24.6194858031197	28.6910631010155	27.4601251276092	26.4377345905974	24.7838448989551	24.2156692852984		27.7150875357013		0.20159636700226766	0.15882666710467064	0.824840440216921	0.38	0.225
C3L-00095	22.7377013762395	28.2170218466561	29.0608913160002	29.3110647657819	25.2715803751153	24.6164684555181	25.0305811119597	27.5072227172958	26.4893426098791	25.1724060052022	24.8778343258108	23.721818157031		27.7908773778008		0.2296553325090361	0.5668329193265867	-0.8881467820818173	0.24	0.06
C3N-00559	23.5373723891433	28.2761975226068	28.8824196330043	29.1360972377732	27.0016187547051	24.2489440012618	24.5634522108439	27.7669966587292	26.4154503869726	27.1346659701762	25.0403842707907	23.7112708210158		28.568557905461		-0.350142480550201	0.26634251472595416	0.21508830067170545	0.43	0.33
C3N-02572	23.2219729497678	28.35415374584	28.8177065971457	29.1488583756117	25.6520604193202	24.2410653754357	24.8554792009518	28.109588754688	27.5474796794778	25.1400321348602	25.2048976128679	23.4099204050595		29.4803558700076		-0.33975685074304557	-0.12175238174775566	-0.07792358471492748	0.36	0.3
11LU016	23.1247733514201	28.2672998534416	29.0005094587129	29.1906033173193	24.5672396392291	24.6537679553156	24.7984304574053	28.8540612514767	27.410865834759	25.2379619728146	24.6345113718858	23.4631882785794		27.9344727324656		-0.03677545545158414	-0.22253948587240988	0.2533562417926991	0.26	0.22
C3L-02345	23.0881877526733	28.3951178534265	29.2511092058664	29.4360585880367	24.838914661926	24.6992976328853	24.9608541887638	27.8539701741441	27.1004430145244	26.4984361942885	24.5462873821889	23.007832119686	18.1838155099496	27.069345328001		1.075398360046129	0.3079063640453273	0.27745430448752806	0.36	0.255
C3L-00510	23.1292447486031	28.0503272875421	28.8697233175831	29.1264649901266	25.49102767313	24.6933197534173	24.6716024913195	28.6565127653661	27.0894493774497	26.4767851096008	24.7472126285741	24.0167102154004	19.0424309630546	27.8431843545836		-0.7117912535433094	0.225788436550082	0.6384990423123781	0.81	0.6675
C3L-00093	22.6538741788685	28.289140868477	29.1847886976165	29.4383665330819	24.3153843095836	24.7661799601428	25.108029751478	26.8591255110669	26.3216196588023	25.506872781409	23.4420639351641	22.8149782763039	18.4377296511328	27.1373670833459		0.8031276304063688	0.3336927151826028	-1.1058131025546516	0.24	0.15
C3L-00913	22.2374648973275	27.9748074720595	28.9416136410124	29.0564110748382	24.9713458404723	24.3956721809043	24.6804911293119	28.0972655726191	26.5785494917006	26.4379856265776	24.8705196962132	23.9366551277353	18.8490251757112	27.424575556352		-0.8107882517335551	-0.5995149028808924	0.09264006915578964	0.24	0.135
11LU022	22.6898994877278	28.067466461917	29.0769408024713	29.3797066077561	24.9506538012961	24.6358634800584	25.0912456410035	26.9904090960209	26.280077541778	25.4121870257701	24.00502849346	23.4541892229939	20.5024515748609	27.8162328882016		0.17534279072972694	0.4955636113390409	-1.1144845881220995	0.26	0.3
C3L-00412	23.3303204083114	28.0554330168557	28.9360065952227	29.1600563455243	25.5231057759262	24.6010578902505	24.6305026949839	28.1188510521504	27.2819816872721	25.8049665907577	25.3161347021606	23.8841502760914		28.3607913874753		-0.5160740808818217	0.020094060881900837	0.13534971061311507	0.23	
C3N-01415	23.6366902249778	28.4156749477553	28.8076132172468	29.047736306462	25.5765369666054	24.5587404614926	24.7117160782388	26.6649982547155	27.2779690836339	25.9198333179983	25.3096610931998	23.9875834835759		28.8362800362459		-0.4586147828788967	0.12175558642254973	-0.4917151259808414	0.26	0.184
C3N-00549	23.6160125139896	28.6526168378408	29.2070987273606	29.3243153277121	24.7987935341448	24.363730425007	24.588392359784	28.113905023712	26.823457639477	25.9415577975303	24.2719197881311	22.9382095587066		27.7210158449116		1.1495505640401553	-0.9226447077292844	-0.03151652568444974	0.66	0.64
C3N-02433	22.7954243706539	28.1969948196469	29.0620271245196	29.4622963214417	25.7005898772085	24.4902987494822	24.5311136521015	27.5742853012762	27.0021148595554	25.4445642021377	24.4799572250421	22.8989975606967		28.0921466796513		0.4826363779889382	-0.2223752050413977	-0.4519401105485157	0.39	0.255
C3N-01021	22.893751041462	28.318019194256	28.8798172054801	29.1950419686847	25.1887610755389	24.4444089775676	24.8925815877785	28.4646092322679	26.79935914043	25.0244276446268	24.5341745209379	23.0035687625155		28.2482192810467		-0.18711981296831492	-0.013915542087742261	-0.3549321158389039	0.35	0.3375
C3L-01330	23.9091447507019	28.3161901925438	28.9100457979725	29.3005971939068	25.3418829541733	24.9595078166086	24.7488112527609	26.4518593884977	27.8248648044715	26.0129093021956	24.8235573346679	23.5769697334773		27.5375430084618		0.06281813744411661	0.7119352676797259	-0.26292085957277195	0.31	0.305
C3N-00203	22.7256513326753	28.0421364821702	28.8631133669326	29.2312767278358	25.9681918961322	24.5621326584196	24.8742325516015	27.8604977686749	26.8823495841902	24.8069388802793	25.2960014059351	23.3814911516261		28.4070090096692		-0.5425264279951082	0.658667188618256	-0.7097272757996475	0.25	0.305
C3N-00574	23.5742067301739	28.2424099353432	29.1057321295379	29.2388512600154	24.9591746132217	24.3278475892595	24.8314916459839	27.0069690359487	26.9572396215054	26.9241554067434	25.1889957762052	23.5394206791146		27.8621084913486		0.21785436266149294	-0.46429871461343025	0.026091863380498143	0.25	0.35
11LU035	23.7962370228291	28.1052883561465	28.9287607152819	29.1537269222445	23.7288363007556	24.5930125883424	24.7286412862471	27.1278885307435	26.1153428146761	26.005813059967	24.7585085035288	23.1067680974667		28.3597675241466		-0.47103158858226774	-0.9873890497498929	-0.8261131200381496	0.46	0.16
C3N-01071	22.7761210374651	28.0971003815381	28.9351952847495	29.1064951156579	24.8040444224765	24.4566228805226	24.7995472531404	28.0213172041563	26.7221252365629	26.6562861649985	24.9826996360686	23.8100328614108	18.5667465391129	27.8865658743671		-0.557524065343837	-0.4012081815479572	0.24394896970838942	0.25	0.106
C3N-00550	23.5374327819564	28.126095490916	29.0662815936533	29.2568269442072	24.8224503107462	24.3616965992498	25.0567169324911	27.5934220769974	28.062616455628	26.3670942227151	24.8999186656155	23.8111896636403	18.1884695011972	28.0606857669254		0.01115038652206187	-0.11072403893361216	0.580650676872055	0.48	0.32
C3N-00167	22.5282200233318	28.0688863072039	29.000442215038	29.3310945441635	25.7901147575421	24.4487863186314	24.8346301685437	26.8898657134781	26.1386928329014	27.1799733910605	25.371181291802	23.7998203709181	19.4171457348193	28.0846157515132		-0.05835963387014701	0.2837808310464734	-0.3165625972263005	0.46	0.25
C3L-00001	22.2505932145858	28.132728987609	28.9443213371134	29.3233286523334	25.8452846948141	24.5405569840724	25.1001782372408	27.8874205425332	26.7427178712416	26.3181380793201	24.4996046205572	23.4376042911611	18.3065295734358	27.6037883661702		-0.08944106154977233	0.9285536668518585	0.015895459637961334	0.25	0.275
C3N-01074	23.2922695578876	28.6542498264478	29.0683273745915	29.3144079723709	24.9181011121132	24.4538444678084	24.5566730362176	26.7293995093338	27.0093295919489	26.5313563632049	24.949006729728	23.4227796105837	18.9756375682186	26.8912861587956		0.8687607890958007	-0.7469877860582903	-0.28182144991100216	0.4	0.4025
C3L-01632	23.2057692073973	28.3084327405194	29.1169093162832	29.5375993855254	24.8285167447964	24.4096683883915	24.4326383453023	27.4017526335167	26.1021387146781	25.509984974392	24.2790286067316	23.558637889669	18.3748832588148	27.1843708163968		0.8840682027236983	-1.0916848712231335	-0.9613706176906757	0.37	0.157
C3N-02155	23.1315863737099	28.5900690937546	28.9295025945675	29.3372988777401	24.9943956474043	24.3354731887145	24.8721089251123	27.5055327153443	26.7704947886271	26.492191511726	24.7904267753789	23.3567536258823	18.2454221826659	27.0547672854879		0.5552741713157451	-0.35919684869216234	-0.0593063368433584	0.41	0.3925
C3N-00217	23.1796512868201	28.4928668583059	28.8352764014347	29.2770429499824	24.808716520896	24.3221013585437	24.8348143286431	28.8704994267247	25.7340277488129	26.9028868737159	24.8980727726639	23.911085566668	18.7130417411847	27.1728654261746		0.12668428253332378	-0.5657521468760462	0.264483523372081	0.42	0.4225
C3N-02002	23.0423185151942	28.4235991520109	28.9729270252696	29.3193682136507	25.6726546092267	24.3891321853828	24.7223709352965	27.791845974616	26.3500343071697	24.9382851234538	24.4063861732503	23.476130781726	19.047571649863	28.3955257761651		0.3694614452787944	-0.0850577063358683	-0.9472097766166367	0.28	0.285
C3N-02145	23.0912934238736	28.2600243072799	29.0659960356932	29.3935420743676	25.5818833052221	24.4458927442684	24.8593588101675	28.3677276889595	27.4496176702271	25.0080349092975	24.7260852314844	22.9953484807137	18.2713935237819	28.0964883784437		0.45249455388617993	0.1863275266691964	-0.07515051473149348	0.33	0.3375
C3L-02219	23.1144638152865	28.3004787395699	29.0842368124524	29.3889228073332	25.6111550307671	24.4734804625859	24.558948141789	27.8485535316285	26.7648103632987	25.4871848559562	24.9923600998934	23.191446251021	19.2943332921257	28.6658154725924		0.5360254397861043	-0.2612022578051867	-0.4225116709711136	0.26	0.28
C3N-02586	23.0831956652913	28.1769012159148	29.0294163487464	29.2483801729942	26.0666974235801	25.3672292744194	24.9269150026701	29.4344788276137	27.8555637150214	25.6758442094632	25.3424965736251	23.664525952197	18.3402595462419	28.7289599413595		-0.0028922330984710934	2.1758873412002546	0.9824014547276486	0.63	0.485
C3N-00180	23.1521648288664	28.3988446350239	29.546089526799	29.7771833871831	24.3396601608647	24.4033949340492	24.6584898114446	27.6511961103134	27.6208474959256	27.1715051634826	25.1800258996067	23.6399174582951	18.6775690260217	27.3192005116267		2.2732484207603556	-1.0329399943576636	0.7986707420850623	0.6	0.5775
C3L-01862	22.8498798230815	28.3989730355459	29.4120083393915	29.5854017621459	24.2891771793523	24.3762559850616	24.6825559819653	27.4144221335864	27.3938598713787	26.0341219848014	25.0242919951046	23.9243413760015	18.3513902546095	27.2199661196132		1.6635619042816596	-1.070467619142279	-0.019945289869409185	0.34	0.3425
C3N-00704		27.9118329166709	29.1021924106698	29.3499987203393	25.9366229235413	24.2728876077295	24.7650859297472	29.3999959564499	26.8103211720889	27.5747529635214	25.6448179577874	23.7089384257122	17.8647608533286	28.6247317354414		-0.05155270814081436	-0.038071635787812884	1.415371172407088	0.34	0.22
C3N-02158		28.1069733997749	28.9197028465155	29.2444584767746	25.5807156709458	24.6074837072192	24.5997812218912	27.2215406448325	25.9063346628213	25.9438435408894	25.3780209243963	23.7874274222509	18.2636903309946	28.0353164660151		-0.3184525061203509	0.015787544354540328	-0.9215149919277983	0.25	0.305
C3N-02421		28.329855012539	28.9814503029507	29.4623949073868	25.1166052733032	24.549850388286	24.7633360823155	27.1048127257104	25.6695372519362	25.9547202852502	24.6227137067681	23.8110158875643	18.3863358207798	27.9286845012689		0.5170736289627917	-0.10285057285918092	-1.0924354354057202	0.4	0.37
C3N-00556		28.2841638501306	28.925839742551	29.2192281093371	24.9961366134961	24.7736524487901	24.6153572604995	28.6310377923421	28.0965151510922	26.2521902115455	24.5716030699333	24.2406860690196	20.4713101529563	28.1032439935336		-0.1025623025627892	-0.054616109311972326	1.0270294861073577	0.26	0.185
C3N-00294		28.2730773320189	29.2403065240084	29.5190275561316	26.432073843535	24.5855339223434	24.6807781600858	27.911144048772	27.6999597528702	26.3095559969385	24.8434197663742	24.8094025212438	18.2337735741756	27.2420372220763		1.035228532728794	0.6681063089668001	0.5141676190609963	0.4	0.415
C3N-01072		28.3404905884743	29.0855050693045	29.4700897613014	24.5424314726983	24.6184442260319	24.8116998111085	27.8068402291651	27.523213485244	25.3194238178425	24.7213753855799	23.9245412538334		28.3029517903549		0.7448927356893341	-0.27575229668359447	-0.13981034259189085	0.4	0.405
C3L-00094		28.3860496133707	29.3374944053558	29.4800913355691	24.9462529092144	24.4622264084304	24.8417574502323	26.8972377139487	25.9285256715245	26.1240422224862	24.3806352147726	23.2079810924769		27.5437502986389		1.308690588586349	-0.22755176858444523	-0.969276711696457	0.38	0.256
C3L-00144		28.4257263217731	29.3149739771614	29.5833742259765	25.3135294817031	24.5930328383539	25.1558296025371	29.1054666620374	27.0670946001633	26.2840081512502	24.8226879125513	23.7394415369283		27.865149560148		1.5125117301035147	0.7682647782420373	0.7383461481987207	0.23	0.21
C3N-00223		28.0440521448515	28.9402374303318	29.1694737126442	26.2020237225649	24.3891129158552	24.7798114029285	29.0705970349709	27.174673711445	25.4791112748836	25.019345318975	23.5395905396802		28.596594590856		-0.5067228784778023	0.3557209812720334	0.359248978798868	0.34	0.19
C3N-02380		28.1507541557358	28.8669919892017	29.2218132949258	25.2573075219675	24.3655441557851	24.4563961052739	27.443511488794	27.3471410401861	25.9644916209552	25.2895615300889	23.3379472432385		28.3455083791776		-0.39888273087724385	-0.8482491000440063	-0.0663909009045712	0.24	0.26
C3L-01924	23.2693463646084	28.2505501536004	28.8916867754707	29.2799669854198	25.4368985326382	24.4556368151579	24.8259096138839	28.1042534727341	26.3885604182269	26.4679489916724	25.178332159394	23.7014968590432	18.2943409929876	27.961090388077		-0.10318730725186769	0.051832144065028736	0.013926524385286373	0.31	0.275
C3N-00433	23.4315563797695	27.8945148813557	28.854134082421	29.1434819548504	25.3794867333766	24.734659535012	24.9885528626307	29.621844923034	27.6811648318831	26.6408913867151	24.9526576081518	23.8299230968712	18.5704514474829	28.1778426643294		-0.9306267938532891	0.7650475898038002	1.482152606879886	0.23	0.05
C3L-01683	22.9576002640105	28.0723167895068	28.9040444520263	29.2088165252501	25.180873804462	24.6426475746249	25.0726860262531	28.8442340175252	26.1909614608697	27.3901673176137	25.3219788247084	23.8964526090591	18.6050568249662	28.593757326582		-0.4631679868066883	0.6243785031907476	0.7397626143248776		
C3N-00293	22.759500088294	28.0704333073437	29.0350177624736	29.3700966233732	25.5024530744393	24.457812304595	25.0148731111637	27.2739361309766	26.8589346228188	26.0577128216425	25.1804075625746	23.6279776141464	18.7718555159443	27.8114724919549		0.08180207838883992	0.42076398994439906	-0.3485449920951029	0.24	0.23
C3L-00009		28.2454022180029	29.0322037597619	29.2082749841046	25.1001112500546	24.7788031530936	24.7191458246237	28.602256831668	27.0578822935303	25.7761282353845	25.1082218749772	23.2604807831364	18.4826434139509	28.2615602692999		0.025337002081241466	0.19871886285298188	0.23294274899014142	0.26	0.165
C3N-00546		28.2053017796615	28.9604384325435	29.1878734516987	25.5878133077122	24.6414582383356	25.0353009746337	27.2796277847249	27.5468236174118	26.2217259644373	25.1621739393898	23.1652153759157	18.4301611825216	28.6339247317489		-0.2060174474636962	0.8219286139901495	0.0925345247159472	0.36	0.2325
C3N-01414		28.5113966051923	29.0188877883932	29.2187187374438	25.3122612277312	24.5378800949916	24.7596526685871	27.9501659475506	27.0912344918578	26.0568124032549	24.7767543153027	24.0614502661471	18.9409292493596	28.0212593306165		0.39562709758689046	-0.002758234386969746	0.08872539088059765	0.24	0.31
C3N-02087		28.0688894045914	28.7840606553492	29.0415921503088	25.4137057935639	24.5474206504085	24.7313544631039	27.6922920722611	27.6506864635896	25.8830692209319	25.38457393318	24.1784323270703	18.5798632257595	28.4955852459128		-1.0056552078363887	0.03072602087406952	0.1643626980294588	0.37	0.105
C3L-00140	23.6406399698345	28.2076762114715	29.1880982466158	29.3729146869255	25.0640264753107	24.4830162165969	24.3613126834746	27.4163736537799	26.6703802315419	26.6594884789576	25.0842365685322	23.9003894789779		28.8874770784962		0.5733421289393129	-0.9368596965584312	-0.06583892325118668	0.3	0.305
C3N-02529	21.7468855979234	28.2323820208952	28.7122869877639	29.0455243728341	25.5183473927607	24.9006498947339	24.94942336679	29.6195805976842	28.4384547052489	26.2198717493548	25.0838564747296	24.0165595697652		28.1731240032485		-0.9039932023033529	1.0692018377057866	1.651362206994639	0.25	0.26
C3L-00368	23.0710721901358	28.3513061032962	29.0447810265642	29.3396222953924	26.1660540897714	24.4728648759723	24.5757556020663	28.0024400294775	27.3705972295226	25.7202157612246	24.891526320535	23.7606704057716		28.2115846969227		0.44165899705996514	0.12567881236501788	0.08203045546261027	0.35	0.314
C3N-02067	22.9703406837123	28.3948266164575	28.7351956665256	29.032276068978	25.9438921310379	24.4874716835382	24.6633946149603	27.2685448843195	27.4412520926512	26.6558079495489	24.8334441651791	24.4426311043036		28.1849321807345		-0.6548481554415374	0.15631647642491706	0.2584876940474735	0.41	0.36
C3N-02422	24.9609243822922	28.0607823758463	28.9157798236082	29.2178354414953	25.6533869358773	24.6617542823648	24.4707467488918	27.5065664361752	26.2976994216963	25.5666385178057	24.5157048330265	23.0943259149688		28.1797760842638		-0.4404488935522542	-0.06569322490867317	-0.7821731645303845	0.31	0.3975
C3L-00080	22.8925375144422	28.4150014615019	29.0079481657885	29.3205581210205	25.0156316984532	24.6750453645906	24.9491376664258	27.621286229373	26.5296308237889	26.1318748383373	25.3082411686548	23.2974120683786		28.0160499409093		0.42632054800187874	0.36121564930262345	-0.3155668821815894	0.45	0.445
C3N-00547	22.681142044946	28.4990050151497	29.021232757757	29.2608907464694	25.4511307378834	24.3627057882865	24.8620167346728	28.9137181181087	27.3319740800213	26.9898984793901	24.7189088874348	23.5615841429576		28.0262627077586		0.46041029713142284	-0.03465336304561913	1.1505807974331521	0.32	0.2825
