sample	dataset	patient	viable_tumor	region	TACSTD2	CLDN4	EPCAM	KRT8	CD3D	CD3E	CD8A	NKG7	GNLY	PTPRC	tnk_score
1263_R6	GSE186446_bulk_fcount	MSK 1263	Yes	Viable Tumor	3.932396406359973	0.888446979752492	4.3393423954753505	5.581974157481603	2.7419997698843015	3.528046957044922	2.701666565074815	2.9113005510301124	3.1937110069665455	6.1736970062987115	2.78498896199641
1263_R7	GSE186446_bulk_fcount	MSK 1263	Yes	Viable Tumor	3.0354491261023497	0.4022988049876318	4.057687254459041	4.925566880258565	3.256302109485256	3.8117684128303893	3.0132362303875473	2.9828300263645664	3.0427451141788726	6.6488397381450115	3.08412278874579
1302_LN	GSE186446_bulk_fcount	MSK 1302			0.5052323326772236	0.0	0.6733384381820648	2.1170896673215034	4.230618286997893	5.037546482460971	2.949843990557652	2.5539625420205323	1.9191555445122195	7.54501666883074	3.244808273192026
1302_R3	GSE186446_bulk_fcount	MSK 1302	No	No Viable Tumor	0.34808827333918185	0.0	1.169559017989771	0.7685087833066435	3.8055245765859773	4.724518861296798	3.416704600460658	3.0237749624141963	2.322987724246745	7.279138305144062	3.4153347131536105
1302_R4	GSE186446_bulk_fcount	MSK 1302	No	No Viable Tumor	1.9610288973643393	0.05240548217933513	3.2013509145651087	3.387648345417443	3.694422901304474	4.5523942522327125	2.974964135005089	2.7197862919834455	2.0340079986891437	7.251320063517548	3.1297244427643363
1302_R6	GSE186446_bulk_fcount	MSK 1302	No	No Viable Tumor	2.4844420309906265	0.12231634356097355	4.092991085453053	3.803269895403777	3.4881555878164496	4.325133515392779	3.076746951084055	2.41907323152839	2.024276711497019	7.10102166303978	2.994658590142965
1302_R8	GSE186446_bulk_fcount	MSK 1302	No	No Viable Tumor	2.2273000710756916	0.12748756609622763	4.038620499391066	3.628950346323273	3.562880404542044	4.34314770557889	2.8760376162588357	2.197541136181792	1.7059217542864282	7.221184136984811	2.878819718994224
1302_Normal	GSE186446_bulk_fcount	MSK 1302	No	Normal	3.2328304039020903	1.3574787291684878	3.1325525141690855	4.278653394630098	2.0527248627423664	3.125436290686201	2.711092601511867	3.711159073160732	4.316527322101827	6.925677597578455	2.8249921791383215
1302_R1	GSE186446_bulk_fcount	MSK 1302	Yes	Viable Tumor	2.17893068989046	0.43698418793257976	6.503070684326345	3.363661938963699	3.442938820895538	3.9431982987699383	2.0570672704516473	2.5838848097729126	2.6633714345204402	6.991460412791874	2.694630300373366
1302_R2	GSE186446_bulk_fcount	MSK 1302	Yes	Viable Tumor	1.9024805865747312	0.34498424816007034	5.462247644573414	3.456393438056113	3.513547287623178	4.316363141116961	2.5057889532753355	2.6865993290884407	2.631967476386506	7.126656836622746	2.9019785233289848
1302_R5	GSE186446_bulk_fcount	MSK 1302	Yes	Viable Tumor	0.20733327022363046	0.0	0.7300407960151121	1.3050607590646124	3.6649240665519427	4.486588913860224	3.6329546695042843	3.1238483102936825	2.4033779404001803	7.031874337972659	3.4739090154499697
1302_R7	GSE186446_bulk_fcount	MSK 1302	Yes	Viable Tumor	1.8412449470287138	0.43397204146175483	5.578764163697655	3.0973815412772803	3.5138314205472776	4.247880281410057	2.6382904026975478	2.709666794046245	2.2661556665331655	6.915163101181294	2.9539295390970235
1302_Pre-tx	GSE186446_bulk_fcount	MSK 1302	Yes	Viable Tumor	1.780674788815127	0.5175637799666565	4.94978205040902	2.8641462831591893	2.8468129951550702	3.5905114361658663	1.5375799909856085	2.187088928125295	2.1785981549441553	6.825700213410036	2.1904939714219913
1344_Normal	GSE186446_bulk_fcount	MSK 1344	No	Normal	2.115639811628607	0.05079421754606673	0.878327929854718	1.4299495362710593	3.4310491529546314	4.216567522077978	3.326286263182408	2.769742615602017	3.880922342844916	6.849596309443863	3.1756926772463516
1344_C1	GSE186446_bulk_fcount	MSK 1344	Yes	Viable Tumor (C-core; GEO titles are R1–R8)	2.329603212256977	0.31173335738274704	5.400843125889671	4.813423414527511	3.774157586116793	4.481655739566522	2.6418644059022145	1.9796149932899445	3.3460810278819877	7.044248333513602	2.798545661769651
1344_C2	GSE186446_bulk_fcount	MSK 1344	Yes	Viable Tumor (C-core; GEO titles are R1–R8)	2.404136206125122	0.28175825661448467	4.650507871718127	4.386655072861491	4.117624626462115	4.718331596822802	2.674598052581166	2.2472747698393	3.4727007128977037	7.185141157273882	3.013165816294194
1344_C3	GSE186446_bulk_fcount	MSK 1344	Yes	Viable Tumor (C-core; GEO titles are R1–R8)	2.429429435507093	0.1646076049054424	4.916709705100816	4.390430727533971	4.062240806004192	4.699032219578043	2.7486271466654935	2.294649648713135	3.5172943787650213	7.140290488150082	3.0351725337942734
1344_C4	GSE186446_bulk_fcount	MSK 1344	Yes	Viable Tumor (C-core; GEO titles are R1–R8)	1.9807564923168866	0.3107732141207843	4.601689301338255	4.037703233170023	4.15212628040308	4.799232253088209	2.869444223166507	2.257231579215667	2.922183063198389	7.349545077937198	3.092934027595085
1344_C5	GSE186446_bulk_fcount	MSK 1344	Yes	Viable Tumor (C-core; GEO titles are R1–R8)	2.2105685028713977	0.1688720263399179	5.555722217995134	4.871278371088491	3.8538878688280347	4.50608364797324	2.513938736484241	1.8946867055647596	3.017890480032434	7.094514790694311	2.7541711036256786
1344_C6	GSE186446_bulk_fcount	MSK 1344	Yes	Viable Tumor (C-core; GEO titles are R1–R8)	2.1311682217861083	0.11728189935461517	4.837404310880686	4.36128729024565	4.174095379997592	4.790792042499261	2.896464266318246	2.1839107459130336	3.465256236608015	7.378100404616046	3.0848234640762904
1344_C7	GSE186446_bulk_fcount	MSK 1344	Yes	Viable Tumor (C-core; GEO titles are R1–R8)	1.812144350865918	0.1816961345879672	4.811008386083956	3.8105772863078347	4.019106407425999	4.827780241525122	2.5853619340824876	1.7448538992768061	3.0504203691369267	7.571974677685207	2.7831074135950975
1344_C8	GSE186446_bulk_fcount	MSK 1344	Yes	Viable Tumor (C-core; GEO titles are R1–R8)	2.1612653738211898	0.20294022180472687	4.964687712527591	4.265263730721144	4.020393506936224	4.6528679668102155	2.560402959649278	1.9451416467414653	2.892350719427658	7.356330084018034	2.841979371108989
