gene	stat_low_vs_high
COL6A2	3.126233969688968
OAS2	3.1233258579950065
MAP4K1	3.107019522634491
SLC2A1	3.101455711879565
MDFI	3.0964829715289426
ZNF229	3.095739355561844
IFI35	3.0954060487665642
ETS1	3.092225404834522
PPP1R16B	3.0877868265465285
FBLN2	3.0859699673509624
REM1	3.0841264046502985
PPP3CC	3.0837387058527206
KIR2DL4	3.080730700831432
LAX1	3.0783000704338854
PARVB	3.0672886586427883
ZBTB38	3.0577636353624214
APOBEC3B	3.0576645684411488
RASGRP2	3.0537741564762495
MOB3A	3.0533838574611134
LAP3	3.0484838446163884
IFITM1	3.0484370363902675
CASS4	3.0463209625897156
SAA1	3.0430029690705998
XAGE1A	3.032643355451623
COL5A3	3.029507427851288
KRT6A	3.0288377006653633
SAA2	3.028085381123
IGDCC4	3.0278025071894548
MMP19	3.0270868575875256
ADGRE2	3.0255272078125937
SAA4	3.024048069401135
ICOS	3.0216425930406086
CD36	3.0212124544376633
RTP4	3.0206259392200274
CCL4L2	3.011174323971604
PTGER4	3.0108026147634788
HAPLN3	3.0088100286493957
TNFAIP3	3.0061981054916767
TNFAIP8L1	3.0041262454348128
LILRB4	3.003798910316309
ESYT1	2.9997997793311684
PPP1R3G	2.994708936492002
CLEC4E	2.987017976617807
LRFN4	2.9816438798388245
CXCR4	2.9813770643867383
TMCO6	2.981020842473542
VCAM1	2.9806235215349446
DRAP1	2.9766975467557573
LINC00472	2.973301162335083
MAOB	2.972311798548575
TMEM156	2.9715603425420403
LAMB1	2.967523241794191
TNFSF13B	2.9652824621344096
KYNU	2.9640642956972134
RGCC	2.962683630813513
STAT2	2.959754290320715
ADD3	2.958178132650711
CCR7	2.9499409306538977
ARID5A	2.9462947898241345
ADAM12	2.944548396496984
EPB41L2	2.942340393789575
LOXL2	2.94086522766831
GLT8D2	2.930114673274499
RGL4	2.9275022699363307
MFNG	2.9267522236776746
AHNAK	2.9258906502290705
IL2RA	2.923352296901124
KLRG1	2.9181303301072306
A1BG	2.916600857362196
ACTA2	2.9096267002216623
IGHG1	2.9076153577141866
LXN	2.906464910376527
SELPLG	2.9051687556284427
FBXO6	2.8998286464069554
HMGA1	2.8985930086850042
S1PR5	2.891393759511581
ZEB1	2.8871495320466383
TPM2	2.8857051479084084
LMTK3	2.877219817570874
CXCR5	2.8725713503613375
HIC1	2.870336542634119
ZEB2	2.866020168948005
APOBEC3A	2.851386989384984
RGS13	2.85037996535189
NCKAP1L	2.8470062645601875
DOCK8	2.8453630712760583
KCNJ16	2.845195779548398
SNX20	2.8415990521061043
UBASH3A	2.8400230301700504
ANXA5	2.8399212686479554
CD96	2.832167144169673
GNG2	2.8321038144659134
SLC22A4	2.825915587623232
CASP1	2.824951442775912
TESPA1	2.823203964229497
LST1	2.8216834894532328
CARD16	2.8206849748771394
HEG1	2.8131054817845937
LINC01094	2.808933004742128
IGLC2	2.805778185161425
FNBP1	2.8043848167773384
WARS	2.7998500737843357
ZNF781	2.7957806222939148
XAF1	2.7951093162365876
HIVEP1	2.7938151742240374
CDA	2.7888009882817966
ZC4H2	2.788483237923891
PLIN3	2.7882776717502935
STAP1	2.7867478809474777
A4GALT	2.7864239027654794
PYHIN1	2.7831114989638603
GNB4	2.7816886400879146
IRF8	2.7791926992958618
NLRP3	2.7759876205555676
ANKRD33B	2.775835195803042
XPNPEP1	2.77563569630839
TNNI3	2.775189940923399
AIM2	2.77427749315642
DIMT1	2.7721435559038023
GPR171	2.770138458679577
SLAMF6	2.769569504371027
CFB	2.7663568252107797
COX7A1	2.766216006074627
FABP4	2.765883572704978
STAB1	2.7600941152070932
HSPB3	2.758861809162959
ADAMTSL4	2.7588296121416787
SPARCL1	2.7554287280732166
PREX1	2.7520861176061326
EID3	2.751799275039668
HLA-DQA1	2.748637361943536
FCGR2B	2.742417425950046
LAIR2	2.7319723835238237
LINC00278	2.7316832621527825
CTSB	2.73040379819301
GPR18	2.723663640790108
C6ORF120	2.7206037154378997
TCF15	2.7174547249000303
TGFB1	2.7162509664767045
RAB31	2.7146989519213887
ITGB7	2.7128799765365352
NFKB2	2.7123104600533425
S100A12	2.7120817017051144
PDE7B	2.7106469185009003
NRROS	2.709405054442194
VASP	2.7079519365796285
LAG3	2.7044751279524224
TRAF3	2.7034601694398974
BIRC3	2.6964516971334525
UBE2L6	2.694735423287847
FBN1	2.694519277719457
PGM1	2.6897891555980618
RAB44	2.6861437432476998
MYL9	2.6836765463897714
SERPING1	2.6828315012723345
CLEC12A	2.6781875819915513
SAMD11	2.677314672557918
CCL26	2.6772961282457666
DENND1C	2.676259062972955
PROK2	2.67223523582565
ADAM19	2.671338805438809
KRT81	2.6688435384689204
NLRC3	2.6627243455154486
XAGE1B	2.6604123573266842
MEOX1	2.659455161707978
IKBIP	2.656176710040979
SELL	2.6529465493732864
SPP1	2.6516608276797435
NTS	2.6505436712271875
PGAM1	2.6484746875658103
CD274	2.647048383305346
APOL2	2.644966143843351
LY9	2.6414853122679998
MLKL	2.6405642227305353
SYT12	2.638943492625831
HLA-E	2.638605782032109
STAG3	2.637880296634125
GLT8D1	2.634717050807952
EVA1B	2.632308503875889
COL3A1	2.6316621584983544
SLC16A3	2.6312456523636465
PLIN2	2.6293948185322455
SIRPG	2.62882495209718
CXCL13	2.6238149875885135
TNFRSF1B	2.6222428724209235
GRAP	2.621531547057515
HLA-B	2.621435851698327
GJA3	2.620265715656076
CNN1	2.619887289012072
RCSD1	2.6153664827464485
IFI44L	2.6129193607817554
NOTCH3	2.6128919046741332
GNG5	2.6117115410484053
TRPV2	2.609441716703352
LUM	2.609271785698255
STEAP1	2.6087569373273265
EDEM2	2.6071167496413112
CCR6	2.596945470709863
SYDE1	2.5882203336190703
COL5A2	2.5877264041283667
CARD17	2.584261864603894
RAET1E	2.579082624200591
ATOX1	2.5766286854740947
ALDH1L2	2.574476571123638
B2M	2.559671816491924
AICDA	2.558545039579001
NOCT	2.5579135180262598
CCR4	2.555612174234517
PSMA5	2.5554148138138726
GIMAP8	2.554034318309686
TBC1D4	2.553132000872417
FPR2	2.547448165537601
CCL14	2.5462644260739906
ATP1B3	2.5431445166304814
CRTAM	2.541408127101041
SLC13A4	2.541333079995157
MICB	2.538072297121813
ATP2B1	2.537539689439234
ECM2	2.5366226732636914
MYCT1	2.534412599360391
EVI2A	2.534112814152913
RHOG	2.53362140368228
ZBTB32	2.5310434052857262
C17ORF49	2.530432158731615
IFI16	2.530208065041366
ARPC2	2.5291653866777795
FPR1	2.527332191360367
IL32	2.5263651406515657
SPN	2.5254324600887856
KLHDC7B	2.5250085210070736
BMP1	2.5228956622226164
SERPINE1	2.5216958725785634
DHRS4L2	2.510828733518676
SUN3	2.509835369364276
IL2RB	2.5088834946877707
FLI1	2.5084445062250875
RBM24	2.5053034252035578
PDE4B	2.5011396650017876
FLT3LG	2.497522151155576
HEPH	2.4959728576787095
SERPINB11	2.494576438150411
IGKV4-1	2.4944872280112347
FCN1	2.4936691228119585
PLD4	2.4913746533450665
ANXA6	2.490686519589524
ARHGAP30	2.489339831568063
CNN2	2.4886415799738097
SPIB	2.4847114925700433
LYPD3	2.483581946451894
RAC2	2.48251799596517
PDGFRB	2.478792306995685
PDE3A	2.47737219152557
POLD4	2.476922023603835
BHLHE40	2.475421468235341
PFN1	2.475115003602614
GPN1	2.474792546978627
H2AFJ	2.4740894625863987
EIF5AL1	2.473632955049881
PLBD1	2.473227238082548
CNTF	2.471297180228674
SLC37A2	2.4698546723730668
TMEM204	2.4671320591092023
DCN	2.465034939572177
GPR65	2.463915820772655
PDLIM4	2.4618501964097694
IL10	2.4606583488831673
COL6A3	2.459231732872236
SLA2	2.4586770334847703
SH3BGRL3	2.4578413984920022
IGHG3	2.4575266497797204
CLEC2B	2.4573528171411034
RECQL	2.4541491754547318
SYNE3	2.4530307462760015
GIPC2	2.4514012973277435
NOG	2.44790754073104
LDHA	2.446692047210761
CCR5	2.4445485476942554
CAPZA1	2.4444983472443877
SEMA7A	2.437490845597488
LINC00987	2.435182864557529
OASL	2.434460514072852
ANGPT1	2.4339941162237992
CDV3	2.4333892854439276
GIMAP5	2.429755345764836
PRCP	2.428625212991268
APOBEC3C	2.4284249316319593
AFAP1L1	2.427834964975316
MICALL1	2.4275669629065924
ZNF831	2.4274297189848872
AP2M1	2.4267803761302633
ABCF3	2.4250343743835665
CAPG	2.4227801375876203
PRRX2	2.422682929837514
CREM	2.4192549889026793
SCIMP	2.414352953131193
POSTN	2.413418237296864
SIGLEC8	2.411579135739759
UNC5C	2.410902469948874
IRF9	2.4079619623380513
PDE6G	2.4070050033923076
NOX4	2.4068014630991086
C4ORF3	2.4067304845362165
APOL3	2.4066276677502
IGLC3	2.4061007465538116
CEACAM21	2.4043845887419018
DDIT4	2.4038684713991127
GBP6	2.403062413248348
CHFR	2.402929731680643
TGFBR3	2.3990726540077953
LINC00839	2.3950108058205384
TWIST1	2.393806496683925
IGLV3-21	2.3889230613390744
IL6	2.388913989264865
FANK1	2.388775858250388
FOSL2	2.3881852278496623
DPEP2	2.38748418284176
BCAR3	2.386237836535572
RNF125	2.3852654875846384
CCL13	2.3841974781481063
GPR132	2.3837790447859266
SLC16A1	2.380369549048682
PLAUR	2.379498108768871
GPR1	2.3785495858154984
FTCD	2.377987803452667
MAP7D3	2.3777775814328366
SP110	2.375612272454235
CTBS	2.373674763693477
ETHE1	2.3727665395828095
SELP	2.372688860684997
LY6K	2.3710484985161555
SAMD9	2.369567655837067
EIF5A	2.3692216474541112
PTGDR	2.3661539030403
ZNF215	2.364321350823831
COL7A1	2.361056892740197
IGHG4	2.3586770510524544
MSR1	2.358508886151263
VSIG4	2.356956366952444
DNAJC14	2.3565423706025537
GIMAP2	2.3548623918805203
SERPINI1	2.3538714837381427
IGHV3-23	2.3517360101564693
HLA-F	2.3496024240583084
EVI2B	2.3470340084640067
TAF1B	2.3434134942727556
MIR4435-2HG	2.3430656054375874
NMT2	2.3400741583851246
FOXP3	2.338651963807516
P4HA1	2.3345213739405626
CSF2RA	2.33406756162815
ABCB1	2.331436521112676
EXOC3L4	2.3291961426371426
MTFP1	2.3280011063220227
CRLF3	2.325933077862021
ZNF474	2.3249186214065882
MRPS31	2.3235805326465306
SLC15A3	2.323540995696931
NTRK1	2.3230162889971826
S100A3	2.322635866999569
WDR37	2.31957185836022
MPEG1	2.3195226885997284
RAP1A	2.3170253351950327
LRRC18	2.3166618054542067
AIP	2.314412284594193
ITGAX	2.312309971916908
DKK3	2.3102806814052306
ABCD2	2.310093447730925
SSH1	2.304139054609624
GAL3ST4	2.3040861701344095
BST2	2.3024331394516615
FCGR1A	2.3021758955210974
ITGB1BP1	2.3009957770262823
NGLY1	2.30045363659814
CLCA4	2.3000629376973154
TCL1A	2.2994444265307137
ELF1	2.2993138637673955
HSD11B1	2.2957757583169753
ANGPTL1	2.295328701349707
IGKV1-5	2.293080262548677
DOC2B	2.2927254719859453
VGLL3	2.292008320643482
TRAF1	2.2915954322538554
CPED1	2.2884380571338623
GPR34	2.2828384091546017
IGHV4-59	2.2819240471526525
SEMA6B	2.2818174089727767
MYRF	2.280323504933482
CXCL11	2.2791673634641048
PZP	2.2790996833096515
UPK1B	2.2780585638987803
ITGB2	2.276965119056747
PDLIM7	2.276834911780891
DNAJB4	2.2739271851977985
SRD5A2	2.273775589732539
CACNG6	2.273334203091667
LY86	2.2725401592703443
CCNH	2.270855562549395
WNT3A	2.268158323846058
DCPS	2.267454205792115
PLEC	2.265222772214297
PWP1	2.26409399063858
FHL3	2.263257937101317
TNNT3	2.2606921929221797
GAPLINC	2.257331874472714
GJB3	2.2558933003388173
CXCL10	2.255892499776766
IFFO1	2.2557744235726207
APOL1	2.2554204616401985
MAN1A1	2.254708266446096
IRF4	2.253959858151814
IFT88	2.2516843703170197
ZPR1	2.2501052344577466
TUBA1C	2.248701187388017
GCSAM	2.2461662956239077
PLAGL1	2.24422469102879
SH2D2A	2.2433810584941334
CCL7	2.2414162140897855
BDNF	2.241041527202609
SSPN	2.2380151430599975
AIF1	2.2372536653409103
HOXA1	2.2323441625077245
IGFBP3	2.2305007462369435
AOX1	2.2295069069272633
ARHGAP25	2.2288814614693298
TFEC	2.2265836342405354
LETM2	2.2262149671773983
MCOLN2	2.226024432877364
PILRA	2.2258026852876482
PSME1	2.2257565421087304
FUOM	2.225379965374693
DYDC1	2.2252370390326908
CCL23	2.224522358120476
MRPL16	2.2235651399133167
MFAP5	2.2206761000015076
EEF1A1	2.2141808163686885
OLFML2A	2.212428289962621
HLA-C	2.2119174109934354
PNOC	2.211128651666534
XAGE2	2.210389245264679
IPO11	2.2098647840868466
RBP7	2.208969161842056
TRBV28	2.2085513040957205
STAM	2.207135420358214
PI15	2.1997868696494405
C11ORF86	2.1980673676812863
FAM92B	2.1978818941843055
SRPX2	2.196806739845076
KPNA4	2.1956788247031462
UBE2G1	2.1910557151965446
SPOCK2	2.1883718650389348
GNL3	2.1882254850822975
FXYD5	2.1870932728497268
SERPINB4	2.1853672825138473
HMGA2	2.1840575080967826
ANXA8L1	2.1833519127464136
P2RX5	2.1820939312235588
PPT2	2.1817186044074695
VEGFC	2.1807210065595637
ADAMTSL5	2.1801939348008816
ARNTL2	2.1801749050557664
KLHL31	2.180021217412129
TNFRSF17	2.1763912401547794
ZNF676	2.173654774396053
NUP37	2.1728613128666514
CD200R1	2.171991933011278
PI3	2.1706836129750657
LINC01444	2.1690429394719346
MS4A4A	2.1683832232100495
SCARF2	2.1670636843664624
FAM151B	2.165533720182461
VNN3	2.1649927755563385
ACSM5	2.164063254532914
PARP12	2.1637734606768015
COL4A1	2.1634090087120517
THEMIS2	2.1587655765192326
ZC3H12D	2.158747298241072
CAST	2.157006794907309
TYMP	2.154324374930426
TRIM69	2.1540905525561005
GRINA	2.1538028920772745
DLK2	2.1531056961551687
UBR2	2.1530373189766556
CFAP161	2.1513961960125583
LINC01415	2.1511297044058058
EMP1	2.150662346057607
POU2AF1	2.149541328367286
COL15A1	2.149479389037723
IFIH1	2.1489693525254383
UBE2V1	2.147485150099242
C1ORF189	2.147020237208081
SOX18	2.14648084966652
DSC3	2.145645171422432
DSE	2.1454715983961097
ITPRIP	2.145263439655332
CPXM1	2.144463460960962
ST8SIA6	2.14438129953356
CDK17	2.143591094937298
CYS1	2.1431076651281065
CD38	2.1420882612767045
PACS1	2.139476588973229
NDST2	2.138454527227808
C1QA	2.1370601659764894
HLA-DRB1	2.136392271865417
ZNF385D	2.1342102029579024
TPSG1	2.132553733681187
C6	2.130614511212998
PML	2.1266381562865213
TGM2	2.1224874570257954
ZDHHC19	2.1215557578810422
LINC01615	2.120538477649222
GAS2L1	2.119740285451419
DGKA	2.1178773216404703
AOAH	2.1152318232653715
IGHA1	2.114117196304512
ATF7IP2	2.113461974683313
FOSL1	2.1132688265354984
RPS26	2.1128365807952885
GNAI3	2.112383384979225
CARD14	2.1123239694564298
ADGRG5	2.108946640160988
INSL3	2.107672196133739
RASSF2	2.1065925159645564
ADARB1	2.104811666141971
PGK1	2.10424177197494
TMIGD2	2.103756708004562
MTHFD2	2.1029639136396137
VAV3	2.101584158235692
MS4A6A	2.1011614329381803
CPNE5	2.100791975494058
ABHD12B	2.1005957007388574
SNX17	2.100559008845782
CPVL	2.1005210216659966
PCDH12	2.099639593827966
KRT16	2.098805691015535
MT1X	2.0975630125163685
GLRX2	2.094574191759299
TAL1	2.0934920576790725
ADGRL4	2.092065730139162
DENND2C	2.0901126676204558
PDLIM5	2.088931291574148
SLC25A24	2.0871421193053687
CCDC50	2.0853590644175104
IL18	2.08374642091635
RASGRP4	2.0819099393610156
AC017002.1	2.0819025454355193
MX1	2.080967195428694
USP15	2.0798488472352767
KCNJ8	2.078657046507951
FIBCD1	2.0773313214156763
TCTEX1D1	2.0762730957941473
CA5B	2.0757762509986963
C8ORF88	2.0745237125624656
DZIP1	2.072874522653172
S100A9	2.0694865526050448
STEAP1B	2.066758891038356
PSMA2	2.0655381607353362
LINC00167	2.0646053864481035
GM2A	2.0628540728886544
GSTO1	2.0628059274041353
MOXD1	2.0625663161328474
ERAP1	2.061377451706633
CD300C	2.0594466759167434
DGKH	2.059307239234194
MMP23B	2.058428443832657
GPR87	2.058017713815081
PSENEN	2.05749566630657
CDK11A	2.05616141711669
TMCC3	2.0551097225801236
CAV1	2.0548376737755323
S100A4	2.0543613054059304
GPR174	2.0508716511099236
PMP22	2.0472703317647962
APOBEC3F	2.0460594589589527
GAPDH	2.044748493292451
SLC25A37	2.044671321079352
CDC27	2.0440675030069526
FCRLA	2.042898201396909
CCT4	2.0408821441988203
NAF1	2.040831062825319
ENPP2	2.0400176038920175
ETV7	2.0329643190053153
MMP2	2.031423296307202
APOBEC4	2.0308402771341196
SPOCD1	2.0305250765800844
NPAS2	2.029258384995034
GTPBP4	2.0282564623129082
C22ORF15	2.0264663424000307
COL11A1	2.025053504063115
HENMT1	2.023521384011958
MYCBP2	2.0212606939026934
RAP1B	2.0211225453975565
DAW1	2.020902153004438
MAP1LC3B2	2.0200207226747606
CALHM2	2.0197348257831678
PTPN1	2.0192632208654255
LMOD1	2.019210522441383
RAB42	2.01767134662646
MMRN1	2.016668506539549
ADTRP	2.016340392540947
FCGR3B	2.015821566026322
CSK	2.0154313735819787
BTN3A3	2.0143123893560295
ASCC1	2.0122653173867913
DNAAF1	2.0117628511604795
MOV10L1	2.010503712134687
HCLS1	2.0103923896635054
ACOT9	2.008202292060725
LRMP	2.0080904085042706
IFITM3	2.0080697763815465
MMP25	2.0077290819870814
NUDT2	2.0058077238555723
ARL2	2.005585617920422
RAB37	2.005583402223352
LRRC8C	2.005562367269132
DTHD1	2.0033607890275817
ARHGEF6	2.0026278291631674
PTPRQ	2.0024909198031295
OTOA	2.0021757374872227
CFP	2.0011558860044647
ALG1L2	2.000321830555083
C17ORF53	1.999656090248211
ICAM3	1.9988657195892663
MS4A2	1.99814878490842
RERG	1.9964988363626248
SERPINB8	1.99512865831116
PAPLN	1.9937813864007383
EFHB	1.9934021139270788
RARRES2	1.992821647058214
TSR1	1.9927728832994622
NBPF26	1.9924064721438268
SPARC	1.990896513875549
PSMD9	1.9899924224821735
ACVRL1	1.9892834704329407
PAMR1	1.9888327312705942
MT1M	1.9887900766034257
PIK3AP1	1.9883982934549485
LIMS2	1.9881750654321781
TTC16	1.9875585959866862
WDR43	1.9875157636414633
IL1RL1	1.9862701786163932
SLAMF7	1.9859798415931444
LRRC32	1.9859599112728925
MIXL1	1.9857247919080263
GJA5	1.9851958790572382
RIMS1	1.9844431274527103
MIF	1.982103110193524
CLIC3	1.9809831578747887
ARL6IP5	1.9797226158112053
ECSCR	1.978723724330328
SYNPO2	1.9786422342983723
HNRNPA1L2	1.978473763316369
ELK3	1.9750850331249308
UGT2B7	1.974889739982566
PSMB10	1.9736235857139726
ERMN	1.9727573183811578
FCRL3	1.9701163559467634
PCOLCE	1.970079782468145
OSTF1	1.9699170423427195
ACP5	1.9691417367377668
LCP1	1.9688102959022515
LAMC2	1.9684766703847238
CYP2C18	1.9643545746329891
RSU1	1.962717373130844
DECR1	1.9594726136692486
AGAP2	1.9594211134002946
KCNK6	1.9584039121171088
RPS6KA4	1.9574423938945584
TRBV11-2	1.9571168754402055
MAL	1.9567118170592601
IGFLR1	1.954302344975836
TCAF2	1.954119155563763
LDHB	1.9532252775299477
IL33	1.952953766468801
NCF1	1.952354142104073
RIPK2	1.9518451832575192
DUSP2	1.9513604702272065
LINC01273	1.950627439515994
SACS	1.950155570968196
GJB7	1.9490351268120207
MARCO	1.9481100600638774
KLHL4	1.9475688952702148
GPSM3	1.9473866933054116
ROBO4	1.9463888052214682
TMEM236	1.9462542473589097
SLC1A3	1.9453968532769368
GRK6	1.944571892666231
ASPN	1.944209231091085
SDHAF4	1.944110545323578
RASGRP3	1.9409677999135402
EIF4A1	1.9405849079747255
MIPEP	1.9391560588620924
MYADM	1.938752808906693
AEBP1	1.9369675407582192
CCND2	1.9356620406277298
TCTE1	1.935561518572151
ARL14	1.9342685332015728
L3HYPDH	1.933642886721493
EDIL3	1.9334865828613104
CCBE1	1.9329738441200497
UGT1A6	1.9314032254736149
LAT2	1.9311888972302627
FMNL3	1.928957651603723
CD163	1.9287116176352792
MFSD12	1.9285020554516974
BNC1	1.9280748573763058
PLN	1.9279853613184355
MAP4	1.9274196038128888
FGD5	1.9267228404514605
IGHV3-7	1.9260970500060803
PLCD3	1.9256541877517157
LINC01410	1.9250250370107773
RAB33A	1.9244354950010485
FLT3	1.9219317710496302
MKX	1.9218310996097572
TIE1	1.9204408251448832
PGM2	1.9197648982930877
TNFAIP6	1.9182781835173255
GATA3	1.9175182831366262
PRR16	1.9166467788058952
SCFD2	1.9161942622643473
EHD1	1.916150650881289
CDC42EP5	1.9156844001340128
LDLRAD1	1.915386518176281
C8ORF58	1.913521782947597
TTC7A	1.9135209176079349
LINC00504	1.9122047708305452
FABP5	1.9121868103054958
IL13	1.9121685619127735
NUGGC	1.9110803977839315
PIEZO1	1.909572877708973
IL4R	1.9091024847434024
THBS2	1.9088164697811936
CRTAP	1.9075582590040723
GALNT15	1.9058397152048978
RYR1	1.905598611748795
EFHD1	1.905041028889809
C1S	1.9049749686345878
LGALS1	1.9047645744636537
GFPT2	1.904218359666745
OXNAD1	1.9041982121429355
PKHD1L1	1.9025893552507647
CXCL9	1.9018736264654574
CCL8	1.9018533834757079
