gene	logFC	t	se	p	df	stat_low_vs_high
ZSWIM6	0.17908583274240164	0.56995536802878	0.3142102746777861	0.5730973617104796	29	-0.56995536802878
CDC20B	0.2399115046797946	0.5701780089418431	0.42076597293717277	0.572948354652541	29	-0.5701780089418431
NCAM2	0.3123442976430437	0.5706286105777102	0.5473687996941183	0.5726468393592256	29	-0.5706286105777102
SPRY2	0.25869325451343034	0.5709004332550733	0.453131998934477	0.5724649904497549	29	-0.5709004332550733
CHSY1	0.15211168004621722	0.5709737595513037	0.2664074793310174	0.5724159402255035	29	-0.5709737595513037
KIRREL2	0.18444487234340157	0.5711162157942357	0.32295506105863087	0.5723206528501164	29	-0.5711162157942357
CRELD2	0.18079949399613282	0.5712182969236438	0.31651558601999885	0.5722523768104387	29	-0.5712182969236438
MMAA	0.13532518928656626	0.5712568118080693	0.23689028557620556	0.572226617536636	29	-0.5712568118080693
DDX18	0.07362469848083986	0.5712865671470776	0.12887524880641066	0.5722067171618402	29	-0.5712865671470776
LYSMD4	0.09001326315852193	0.5714417973202502	0.15751956468818862	0.5721029048127568	29	-0.5714417973202502
TGIF1	0.13626388922282412	0.5721419953950216	0.23816445973126654	0.571634754656351	29	-0.5721419953950216
SPTAN1	0.13011280826875715	0.5723052489214276	0.22734861948928317	0.5715256314476951	29	-0.5723052489214276
PON3	0.32767749367641025	0.5723143789362743	0.5725480710190164	0.5715195289991283	29	-0.5723143789362743
TTC4	0.13442229654867294	0.5723470141719562	0.23486153193818715	0.5714977160650001	29	-0.5723470141719562
IQCE	0.14616797843274143	0.5724513495315269	0.25533694444490335	0.5714279825691821	29	-0.5724513495315269
RSL24D1	0.15336772339437224	0.5727761343362321	0.26776207003125946	0.5712109369366641	29	-0.5727761343362321
UCP2	0.2686682082821282	0.5728651361002087	0.46899032835388194	0.5711514664729157	29	-0.5728651361002087
PDCL3	0.09873603193223071	0.5729325635532474	0.17233447392112552	0.5711064139038229	29	-0.5729325635532474
MRPL17	0.11656969393153836	0.5734372893188924	0.20328237473010438	0.5707692310727959	29	-0.5734372893188924
ZNF730	0.17602938035675988	0.5735280130585778	0.30692377067688403	0.5707086335187109	29	-0.5735280130585778
CDC42BPB	0.16171916561197677	0.5736720470010975	0.2819017702838629	0.5706124348430871	29	-0.5736720470010975
LYPLAL1	0.11696907630902288	0.5739275923781925	0.20380458765597304	0.5704417789241096	29	-0.5739275923781925
ZNF605	0.17742860260884608	0.5742121772397467	0.3089948448354929	0.5702517602574967	29	-0.5742121772397467
LAMP1	0.12269277087579797	0.5742125436187864	0.2136713526015419	0.5702515156449354	29	-0.5742125436187864
BANP	0.15469927755926105	0.5745637363047962	0.26924650440729475	0.57001706644631	29	-0.5745637363047962
AEBP2	0.11819930015546207	0.574721159325187	0.20566373490449982	0.5699119896966052	29	-0.574721159325187
ARHGAP17	0.13631341103408348	0.5748301547193737	0.2371368480149242	0.569839243125287	29	-0.5748301547193737
POLR3C	0.11582200944150499	0.5748786078752063	0.2014721157734355	0.5698069056321103	29	-0.5748786078752063
GSTZ1	0.25393574218867915	0.5748906178050353	0.4417114044376304	0.569798890382873	29	-0.5748906178050353
DNHD1	0.1346441674443237	0.575025452569461	0.23415340458874587	0.5697089075438979	29	-0.575025452569461
ATF4	0.18629126473709087	0.5750336500139037	0.32396584918567206	0.5697034371572146	29	-0.5750336500139037
BTBD10	0.14731279855125112	0.5750668709337133	0.25616637994128433	0.5696812681672245	29	-0.5750668709337133
MDN1	0.1250985642524963	0.5755928895395259	0.21733861992731549	0.569330303082105	29	-0.5755928895395259
RAB36	0.23922396447458344	0.5761454087690985	0.4152145636041285	0.5689617735245656	29	-0.5761454087690985
FLVCR2	0.18442905804083987	0.5767073266380172	0.3197966273742188	0.5685870981334156	29	-0.5767073266380172
FAM3D	0.4064088678503695	0.5775167524375878	0.7037178854725779	0.5680476077524664	29	-0.5775167524375878
TPRKB	0.11472759600040104	0.5775850992466978	0.19863323370016278	0.5680020657240303	29	-0.5775850992466978
GALNT14	0.2892475527996892	0.5786657600546146	0.49985254488254155	0.5672822255720729	29	-0.5786657600546146
PIK3C3	0.11534921960066433	0.5788026650917403	0.19928937193539265	0.5671910644407215	29	-0.5788026650917403
DHX57	0.08500550353267126	0.5788246986222809	0.14685880498016315	0.567176393635778	29	-0.5788246986222809
ELFN1-AS1	0.24435682720056232	0.5789425684773378	0.4220743826857282	0.5670979144268669	29	-0.5789425684773378
SH3D19	0.18926283652846065	0.5789772216446942	0.32689167976388395	0.5670748429606733	29	-0.5789772216446942
PPP1R3F	0.1422884921884571	0.5794372994495631	0.24556322543202544	0.5667685761622118	29	-0.5794372994495631
LINC00467	0.16503793222232313	0.5795826825272017	0.28475304248687133	0.5666718142146343	29	-0.5795826825272017
MGAT4C	0.12476971722741287	0.5796693973108616	0.21524289156238155	0.566614103823637	29	-0.5796693973108616
TPCN1	0.1768909225154253	0.579889550438138	0.3050424384812153	0.5664676009217148	29	-0.579889550438138
LINC00355	0.07822800573579879	0.5801028869796327	0.13485195038952694	0.5663256524248266	29	-0.5801028869796327
ALCAM	0.2725167504252952	0.5801094020454772	0.4697678566566854	0.5663213177548317	29	-0.5801094020454772
NLGN2	0.2047940043125415	0.5801737053133075	0.352987394011502	0.5662785357481462	29	-0.5801737053133075
C20ORF197	0.21778595280894048	0.5802704664070165	0.37531800327087445	0.5662141620994866	29	-0.5802704664070165
FKBP10	0.3915758900162644	0.5804173663106089	0.674645372010998	0.5661164389466252	29	-0.5804173663106089
KIF4A	0.24170194684815455	0.5807096826210691	0.4162182138193698	0.5659220048639645	29	-0.5807096826210691
TSHR	0.17958691497044582	0.5809428339549004	0.3091300976171219	0.5657669485358704	29	-0.5809428339549004
C1ORF112	0.18310719283748722	0.5814461852331664	0.3149168357929104	0.565432270088505	29	-0.5814461852331664
TIMM23B	0.1243465920676038	0.581514372498049	0.21383236244607348	0.5653869400522619	29	-0.581514372498049
KCNQ2	0.32966710313280584	0.581641256665219	0.5667876880380162	0.5653025939456765	29	-0.581641256665219
PTBP3	0.10469220295662535	0.5819242964482809	0.17990691159589683	0.5651144665066239	29	-0.5819242964482809
ATF5	0.25760533440042344	0.5819264574450116	0.4426767869112834	0.5651130302834673	29	-0.5819264574450116
XRCC5	0.10630781434635121	0.5820691022328155	0.18263778980632148	0.5650182310097482	29	-0.5820691022328155
LDLR	0.21810767397692205	0.5822978265729631	0.37456377823109166	0.5648662415444545	29	-0.5822978265729631
MED25	0.0989974017676034	0.5826457313528346	0.169910112509952	0.5646350952472152	29	-0.5826457313528346
TBC1D2B	0.1862645651447117	0.5829634519313506	0.31951328085426206	0.564424045041202	29	-0.5829634519313506
MED19	0.09061397450584525	0.5830285389879091	0.15541944938603497	0.5643808150124465	29	-0.5830285389879091
FIBP	0.12403978483924115	0.5832411915203708	0.21267322446121986	0.5642395854885022	29	-0.5832411915203708
CEBPZ	0.08911565244879475	0.5832975595073521	0.15277905932618857	0.5642021526615141	29	-0.5832975595073521
THAP2	0.12228649292423519	0.5834231240859299	0.20960172450453665	0.5641187723176211	29	-0.5834231240859299
FAM182B	0.13469689214451747	0.5841535653715658	0.23058472999105992	0.5636338513843066	29	-0.5841535653715658
ST13	0.12306762109527454	0.5843957273704663	0.21058952920314253	0.5634731330205932	29	-0.5843957273704663
RPRML	0.18206825608607544	0.5844339737977015	0.3115292133052781	0.563447751712386	29	-0.5844339737977015
FAM41C	0.17059176844747762	0.5844889489245904	0.29186483125361373	0.5634112698269639	29	-0.5844889489245904
C9ORF85	0.1278689865734845	0.584640207785012	0.21871397976190063	0.5633108995564086	29	-0.584640207785012
PNKP	0.11835014808505961	0.5846950183218302	0.20241347091470657	0.5632745313754228	29	-0.5846950183218302
ANKMY2	0.10399750530638628	0.585661503612313	0.17757271848147446	0.5626334397049875	29	-0.585661503612313
TFAM	0.09238378251657899	0.5857635232187223	0.15771515100315178	0.5625657894153009	29	-0.5857635232187223
LINC00501	0.11006407053882557	0.586712030550987	0.18759470542211878	0.5619370219874287	29	-0.586712030550987
PPP1R14C	0.26509952657178093	0.5867262771190066	0.4518282833240318	0.5619275806339058	29	-0.5867262771190066
POLR3H	0.10409789001164195	0.5868174876998437	0.1773939805708174	0.5618671363149725	29	-0.5868174876998437
TRUB2	0.11062862365760014	0.5870042860138581	0.18846305945879993	0.5617433573062272	29	-0.5870042860138581
RPS6KC1	0.097821114625161	0.5872684503265078	0.1665696745172922	0.5615683366025224	29	-0.5872684503265078
SP8	0.16053121007771703	0.5873409002111063	0.27331862981109906	0.5615203401546497	29	-0.5873409002111063
SERP1	0.13964532536412794	0.588022316909686	0.2374830365249147	0.5610690188372733	29	-0.588022316909686
NDUFB6	0.08015507390100195	0.5881922105483224	0.13627360659244378	0.5609565223150834	29	-0.5881922105483224
VWA7	0.153238289572002	0.5886072572615354	0.2603404692713698	0.5606817439266258	29	-0.5886072572615354
ARRDC1	0.13663642025295858	0.5887238096106809	0.23208916986611314	0.5606045937054168	29	-0.5887238096106809
PLAT	0.44436575308880777	0.5889268115245057	0.7545347645805346	0.5604702323075386	29	-0.5889268115245057
FRMD8	0.09692032213293746	0.5891691355601936	0.16450339347933376	0.560309866174979	29	-0.5891691355601936
NSUN2	0.08993623267585152	0.5891854489007687	0.15264503365390933	0.5602990711104128	29	-0.5891854489007687
POLR3A	0.10500073764812883	0.5894512190539573	0.1781330401125479	0.5601232173536298	29	-0.5894512190539573
SLC25A35	0.13952656146377823	0.5895399324609787	0.23667024705406772	0.5600645240811394	29	-0.5895399324609787
ZNF286A	0.1580367628548625	0.5897927350925279	0.2679530510494833	0.5598972856976712	29	-0.5897927350925279
DPH2	0.10417646179763401	0.5898052428244263	0.17662857878095423	0.5598890120274861	29	-0.5898052428244263
CEACAM7	0.13864511441597457	0.590160548977723	0.2349277915240791	0.5596540085942492	29	-0.590160548977723
SIKE1	0.1289810157811586	0.5903739945298423	0.2184734032600395	0.5595128575525121	29	-0.5903739945298423
MYZAP	0.19172125767422135	0.5903932916109091	0.3247348172793479	0.5595000973342402	29	-0.5903932916109091
HDAC7	0.1920049319118791	0.5909518536684576	0.32490791038215416	0.559130811910608	29	-0.5909518536684576
CPAMD8	0.23264878887165283	0.5912928031467576	0.3934578395568767	0.5589054591983456	29	-0.5912928031467576
SUPT20H	0.10899274880546979	0.5916317522048318	0.18422396769491653	0.5586814747018661	29	-0.5916317522048318
RCOR2	0.2588062530099075	0.5919015299522135	0.43724545370038487	0.558503232836509	29	-0.5919015299522135
NSMCE3	0.17381231955163037	0.5920485451459895	0.2935778171851957	0.5584061123023151	29	-0.5920485451459895
FEN1	0.20752357996966675	0.592199637319477	0.35042841449379836	0.5583063074544176	29	-0.592199637319477
PIK3C2G	0.1582508278543258	0.5924496807990924	0.26711268987583564	0.5581411597752829	29	-0.5924496807990924
KLK7	0.34441327831249957	0.592651265036002	0.581139868640249	0.5580080364598399	29	-0.592651265036002
KIAA0100	0.11009962080034402	0.5928074510464414	0.18572577083164676	0.5579049046524633	29	-0.5928074510464414
NPFFR2	0.24952595421216092	0.5932067823335769	0.4206390783843827	0.5576412649964079	29	-0.5932067823335769
MRC2	0.3813443160770108	0.5932621812163953	0.6427922226478711	0.5576046955364595	29	-0.5932621812163953
HOXD9	0.17261895415902603	0.5933664018983342	0.290914607916412	0.5575359015569019	29	-0.5933664018983342
KAZN	0.24183635550037536	0.5933723902755365	0.4075625348663038	0.5575319488814381	29	-0.5933723902755365
ZNF197	0.06884237348165105	0.5934977749683383	0.11599432446957973	0.5574491910260315	29	-0.5934977749683383
TUSC2	0.12877911647374518	0.5935887450537183	0.2169500644121731	0.5573891518377553	29	-0.5935887450537183
TRMT2A	0.1453545977461863	0.5937076843785459	0.24482519187592108	0.5573106582781006	29	-0.5937076843785459
UPRT	0.12798329092110838	0.5939766961344219	0.21546853900838003	0.5571331458794829	29	-0.5939766961344219
ATG10	0.11975098621430061	0.5941654588561689	0.20154484652277477	0.5570086046007362	29	-0.5941654588561689
C8G	0.13325822427337605	0.5942416913626086	0.22424920063722248	0.5569583122023308	29	-0.5942416913626086
TMEM41A	0.14450289127787522	0.5944485521259624	0.24308729621946387	0.5568218529668156	29	-0.5944485521259624
SCNM1	0.11109648892139906	0.5953678814062344	0.1866014146732164	0.5562156092137021	29	-0.5953678814062344
SNHG8	0.24294224431578385	0.5959719033422655	0.4076404322978001	0.5558174766935438	29	-0.5959719033422655
STOM	0.32595072837620953	0.5963123153323894	0.5466107608301229	0.5555931634581758	29	-0.5963123153323894
PAH	0.18378311347817358	0.596680362439454	0.30800932131702646	0.5553506925117881	29	-0.596680362439454
SLC4A1	0.14989411365246377	0.5967070374814412	0.25120218840577324	0.5553331209989331	29	-0.5967070374814412
GAL3ST1	0.27820698667129695	0.5968216952253708	0.4661475762308555	0.555257596349248	29	-0.5968216952253708
METTL5	0.09955053448484619	0.5971370557900062	0.16671304103400827	0.5550498967041257	29	-0.5971370557900062
KIF5A	0.22561122057546712	0.5978714505260692	0.3773574074777296	0.5545663718586151	29	-0.5978714505260692
LZTFL1	0.20804578483381214	0.5983769949777502	0.3476834613963527	0.5542336478753058	29	-0.5983769949777502
GVQW2	0.06642910781845096	0.5989130568685622	0.11091611220796865	0.5538809511814737	29	-0.5989130568685622
ZNF217	0.16171962899777625	0.5993452440508299	0.2698271665672231	0.5535966820712371	29	-0.5993452440508299
MRPL21	0.14833092211497326	0.5993483278942676	0.24748700415351899	0.5535946539578299	29	-0.5993483278942676
SYTL4	0.21172967777118062	0.5994081150850724	0.3532312500325932	0.5535553352079492	29	-0.5994081150850724
RARS2	0.11248230459358338	0.5994482288051766	0.18764306772210124	0.5535289554256938	29	-0.5994482288051766
SF3B1	0.08575847520063436	0.5998848516422983	0.14295822767628538	0.5532418632931329	29	-0.5998848516422983
BNIPL	0.31199904487787267	0.6000092618280788	0.5199903813605965	0.5531600740633154	29	-0.6000092618280788
SHISA9	0.1849233686361628	0.6002360331148123	0.3080844175191177	0.5530110070709618	29	-0.6002360331148123
KCNJ14	0.17654082075535543	0.6003585231624514	0.294058989660725	0.5529304974622005	29	-0.6003585231624514
PPIL3	0.11121479235954007	0.6004493281127693	0.18521928021651982	0.5528708175705447	29	-0.6004493281127693
FAM136A	0.11794512839352934	0.6012794287185961	0.19615693263427555	0.5523254032973713	29	-0.6012794287185961
SPDL1	0.17723733550392598	0.6016183559994501	0.2946009438317204	0.5521027924214399	29	-0.6016183559994501
GNAI1	0.27130123467675477	0.6016206353317461	0.4509506801194637	0.5521012954898311	29	-0.6016206353317461
PKIA	0.32138227700134187	0.6017855013221155	0.5340478896471731	0.5519930267508723	29	-0.6017855013221155
CHCHD1	0.09501208485063527	0.6021150703049394	0.15779722105695956	0.5517766292133061	29	-0.6021150703049394
DIAPH2	0.27171633715820914	0.6023724939844685	0.45107693307990765	0.5516076333534073	29	-0.6023724939844685
EPPK1	0.29834263848433207	0.602669841161425	0.4950349563027513	0.5514124614717488	29	-0.602669841161425
ZHX2	0.19389839242230622	0.6027059652934669	0.3217130799890027	0.5513887528521171	29	-0.6027059652934669
FBXO41	0.22775003664040697	0.6028128734715573	0.3778121647084449	0.5513185910637294	29	-0.6028128734715573
MAMDC2	0.17220555720875436	0.6031109450977443	0.28552882120361045	0.5511229967643486	29	-0.6031109450977443
ETNK2	0.24638983310990697	0.6035393527618826	0.40824153716305617	0.5508419390063863	29	-0.6035393527618826
SLF1	0.1725702518852724	0.6037122774869124	0.2858485048600216	0.550728512401036	29	-0.6037122774869124
CAAP1	0.1636963719260716	0.6038414093821064	0.2710916631132956	0.5506438187389671	29	-0.6038414093821064
ILF2	0.1191497718130162	0.6045886727505826	0.19707575941001845	0.5501538440531444	29	-0.6045886727505826
TAF6	0.11752212239928884	0.6053734781429594	0.19413160080913872	0.549639496780336	29	-0.6053734781429594
TRIP12	0.10533530726925362	0.6054260077776976	0.17398543491037305	0.5496050787163717	29	-0.6054260077776976
CEP85	0.1583185004582401	0.6054402934778617	0.26149316813521456	0.5495957187429877	29	-0.6054402934778617
SV2C	0.17478234618464814	0.6057467632350032	0.28854028909906076	0.5493949400503766	29	-0.6057467632350032
E2F4	0.1047865998421714	0.605825144653741	0.17296508863471177	0.5493435958481278	29	-0.605825144653741
TRIM39	0.14353278482993004	0.6059200826331815	0.23688401976407747	0.5492814095102198	29	-0.6059200826331815
CDK9	0.09777637657206047	0.606103117796091	0.16131970567581702	0.5491615280113319	29	-0.606103117796091
ZC3H15	0.10019459476799004	0.6062839556662313	0.16526017855426925	0.5490430990022878	29	-0.6062839556662313
ALDH2	0.3185301964546865	0.606541605248516	0.5251580331808835	0.5488743896410353	29	-0.606541605248516
C3ORF62	0.11066558408546527	0.6065637508621842	0.18244674847147158	0.5488598899143035	29	-0.6065637508621842
PRPF4	0.14768379269274598	0.6071597031460831	0.24323714490191248	0.5484697679526572	29	-0.6071597031460831
TAGLN3	0.40387469366237516	0.6075067617210548	0.6648069109851651	0.5482426430767063	29	-0.6075067617210548
EFCC1	0.12190612547980409	0.6075778403462194	0.20064281049212995	0.5481961332624286	29	-0.6075778403462194
TDRP	0.18489418195294235	0.608032503305739	0.3040860166976491	0.5478986761930905	29	-0.608032503305739
ARFRP1	0.13262758523281093	0.6081742049835702	0.21807499256959417	0.5478059869585544	29	-0.6081742049835702
DDX59	0.10739106155267414	0.608566908260696	0.1764654963898732	0.5475491563798813	29	-0.608566908260696
