gene	logFC	t	se	p	df	stat_low_vs_high
MGAT4B	0.13261462889441697	0.5107483636895391	0.25964768234681496	0.6133936210463263	29	-0.5107483636895391
GABARAPL2	0.08727707096876273	0.5110022734677906	0.170795856496838	0.613218026815482	29	-0.5110022734677906
TRIM56	0.09831185371345912	0.5117174260347687	0.19212137150627212	0.6127235803880666	29	-0.5117174260347687
CDKN2A	0.4776165585224542	0.5120056810480077	0.9328344903221318	0.6125243373613845	29	-0.5120056810480077
AF131216.1	0.06565546078639198	0.5122325761927877	0.12817509826177356	0.6123675277251809	29	-0.5122325761927877
HSD17B8	0.20932452320462644	0.5123455532517973	0.4085612178656927	0.6122894550509785	29	-0.5123455532517973
ATXN2L	0.08750039881571202	0.5124538714729544	0.17074785397602368	0.6122146062118479	29	-0.5124538714729544
LZTS1	0.2141843774214588	0.5124560017845785	0.417956618081518	0.6122131341905711	29	-0.5124560017845785
CLDN23	0.1847332215799927	0.512776152650139	0.36026094549298193	0.6119919322884793	29	-0.512776152650139
PAK3	0.20098231066843972	0.5128492193851439	0.39189356846325685	0.6119414534913006	29	-0.5128492193851439
CCDC181	0.21439184447818363	0.5128714097071383	0.41802260843630656	0.6119261234958587	29	-0.5128714097071383
ZNF365	0.1086508648931596	0.5129879208037282	0.21180004535570726	0.611845635729652	29	-0.5129879208037282
ATAD2B	0.09258291021927204	0.5132515533382267	0.18038505605507832	0.611663532279607	29	-0.5132515533382267
DCBLD2	0.33786044359766226	0.5141329196646189	0.6571461010861872	0.6110549143375027	29	-0.5141329196646189
SLC25A17	0.06900982491810857	0.5142505693937595	0.13419494119270103	0.6109736939710897	29	-0.5142505693937595
ST6GALNAC5	0.18353712281720003	0.5143901368288257	0.3568052916968661	0.6108773490856412	29	-0.5143901368288257
FEM1C	0.13260991626718013	0.5147888522370311	0.25760059816936515	0.610602150662626	29	-0.5147888522370311
ERGIC1	0.1926451974081979	0.5151886141292991	0.3739313954633495	0.6103262880694243	29	-0.5151886141292991
LRR1	0.11668961640366672	0.515315524666107	0.22644304473317484	0.6102387234399389	29	-0.515315524666107
TRIAP1	0.12496645988435738	0.515338902399389	0.2424937440246032	0.6102225941148764	29	-0.515338902399389
PRPSAP2	0.11737659156403335	0.515794651708272	0.22756457666881802	0.609908192449458	29	-0.515794651708272
B9D2	0.13701461718735294	0.5159843859153288	0.265540239060328	0.609777325385815	29	-0.5159843859153288
HOXD10	0.1954096209915209	0.5166235598792939	0.3782437274776575	0.6093365588959283	29	-0.5166235598792939
SEC24B	0.0974467783735443	0.516746297394627	0.18857760348716443	0.6092519376857374	29	-0.516746297394627
IGLV2-8	0.1205046665879575	0.5167609293884476	0.23319229402765954	0.6092418500448215	29	-0.5167609293884476
HIST1H1C	0.2493322164819993	0.5168779689664794	0.48238120301499826	0.6091611630191529	29	-0.5168779689664794
BCAT1	0.42971190904297674	0.5169814222246176	0.8311941020895639	0.6090898465612605	29	-0.5169814222246176
DACH1	0.3123366151700405	0.5170491255337472	0.6040753184673062	0.609043176777003	29	-0.5170491255337472
CLCN2	0.1001792571405025	0.5170527517513185	0.1937505540801854	0.6090406771710729	29	-0.5170527517513185
C9ORF40	0.17857591278016907	0.5172530212585197	0.34523899414966974	0.6089026358684092	29	-0.5172530212585197
HELQ	0.14430983296082706	0.5173011705001248	0.2789667628652548	0.6088694498558929	29	-0.5173011705001248
NAE1	0.11585581779227955	0.5174262459775938	0.22390788772878845	0.6087832477561074	29	-0.5174262459775938
NDUFA10	0.09675961535058249	0.5177078782455286	0.18690002493006916	0.6085891675505357	29	-0.5177078782455286
PPA1	0.13732582396892476	0.5177114470238843	0.2652555294234963	0.6085867083975414	29	-0.5177114470238843
IVL	0.22639766962647734	0.5177713047002853	0.4372541845622921	0.608545462712822	29	-0.5177713047002853
ZNF846	0.11338211412303836	0.5178465615201208	0.21894924587354422	0.6084936079139016	29	-0.5178465615201208
NAT10	0.08571718624751137	0.5180255028149462	0.1654690469517908	0.6083703189033762	29	-0.5180255028149462
ZFAND1	0.15109152444115456	0.5181106547039968	0.2916201839691467	0.6083116540985277	29	-0.5181106547039968
MCIDAS	0.11210324335968626	0.5185653502384632	0.21617958721718564	0.6079984396667788	29	-0.5185653502384632
NFRKB	0.11258455499055378	0.5186665231304453	0.21706539745623532	0.6079287575883572	29	-0.5186665231304453
CYB5R3	0.09083693391874324	0.5189294780400435	0.17504677950041944	0.6077476668761573	29	-0.5189294780400435
HMCN2	0.13680396409591486	0.5190322936794554	0.26357505257736896	0.6076768671085663	29	-0.5190322936794554
CDK4	0.1402789861491538	0.5194452083604041	0.27005540505789927	0.6073925693814051	29	-0.5194452083604041
ZRANB1	0.12652119160186012	0.5194839649060359	0.24355167849068304	0.6073658881469771	29	-0.5194839649060359
THNSL1	0.12462713922278565	0.5198997107476271	0.23971380757948318	0.6070797101690341	29	-0.5198997107476271
KCNK9	0.18876902462430833	0.5199558683808334	0.363048166399475	0.6070410590118743	29	-0.5199558683808334
RCC1	0.12479069361491259	0.5203006716366186	0.23984342211663956	0.6068037694387777	29	-0.5203006716366186
SCHIP1	0.26012699404170847	0.5203337029569655	0.4999234002399849	0.6067810399594727	29	-0.5203337029569655
PCBP4	0.13979686281852557	0.5208279518276555	0.26841274998386616	0.6064409857455195	29	-0.5208279518276555
CRISPLD1	0.22577802377995415	0.5213417684592768	0.4330710436786923	0.6060875635789845	29	-0.5213417684592768
LRPAP1	0.1308845870985916	0.5214088798539136	0.25102101662568993	0.6060414090304871	29	-0.5214088798539136
CXCL8	0.3553855261775023	0.5216227812902422	0.6813075251400075	0.6058943135488719	29	-0.5216227812902422
DCUN1D1	0.08705479926300977	0.5219716059675346	0.16678071808454725	0.6056544702972967	29	-0.5219716059675346
FBXL12	0.08598565310268622	0.5220528019934728	0.16470681274834204	0.6055986483308164	29	-0.5220528019934728
CCNYL1	0.12617400481652377	0.522172809280621	0.24163265986666219	0.6055161482070508	29	-0.522172809280621
DCK	0.16580621459708286	0.522226148987837	0.3174988746129306	0.6054794810307988	29	-0.522226148987837
LAPTM4A	0.10678648812091453	0.522335499509291	0.2044404185073296	0.6054043137587984	29	-0.522335499509291
NRN1	0.34584651568597047	0.522489701908527	0.6619202530168113	0.6052983228965986	29	-0.522489701908527
SPRYD4	0.12228153151949284	0.5227053937499456	0.233939678032078	0.605150082010859	29	-0.5227053937499456
POFUT1	0.08598729610380448	0.5228927095666507	0.16444539105367673	0.6050213573206367	29	-0.5228927095666507
PNCK	0.24913351925757787	0.5231515981044927	0.4762166839597739	0.6048434686440965	29	-0.5231515981044927
CHMP2A	0.12016359584789761	0.523620352742889	0.2294861061424421	0.6045214386401447	29	-0.523620352742889
TSPAN4	0.26709345855893085	0.5240241508876194	0.5096968490984891	0.6042440980656801	29	-0.5240241508876194
DLAT	0.07948978241087787	0.5244291423410647	0.1515739229441627	0.6039659982910626	29	-0.5244291423410647
CCND1	0.35808080364778605	0.5244453288807681	0.6827800419387379	0.6039548845658245	29	-0.5244453288807681
C2CD2L	0.12815711420079373	0.5249439088550524	0.24413487239106246	0.6036126054680249	29	-0.5249439088550524
LZTS2	0.11170360540533658	0.5252804099946324	0.2126551900278901	0.6033816466492772	29	-0.5252804099946324
NEK4	0.12104337068472042	0.5254549860946185	0.23035916279786559	0.6032618421671548	29	-0.5254549860946185
ZBTB7A	0.10820426195632679	0.5254903428988867	0.20591103798295135	0.6032375796006155	29	-0.5254903428988867
LINC01122	0.19275446326219814	0.5257626269344433	0.3666187997920066	0.6030507481712465	29	-0.5257626269344433
C20ORF96	0.15480411430555158	0.5260622901615998	0.2942695517255146	0.6028451618113444	29	-0.5260622901615998
HDLBP	0.09873290509328808	0.5263090459465912	0.18759492327499783	0.602675897955939	29	-0.5263090459465912
TIGD5	0.1631433407560735	0.5264869271565433	0.30987158909563045	0.6025538930670572	29	-0.5264869271565433
TUBB4A	0.18214337249392099	0.5265835647655969	0.3458964249577371	0.602487616321082	29	-0.5265835647655969
CISD2	0.10118749421493932	0.5269734884337355	0.19201629007122847	0.6022202309892861	29	-0.5269734884337355
PRR26	0.17388283670249527	0.5270122549723025	0.32994078422641954	0.6021936503910499	29	-0.5270122549723025
APC	0.13861349012327442	0.527075111628998	0.2629862178369045	0.602150553386371	29	-0.527075111628998
PUS10	0.1274171934854392	0.5273826713681317	0.2416029202379642	0.6019396993853752	29	-0.5273826713681317
HIST1H4A	0.12441982197199292	0.5274973254055744	0.2358681570116604	0.6018611048815437	29	-0.5274973254055744
SLC41A2	0.16204092565957348	0.5277237890005442	0.3070563219567242	0.6017058800553701	29	-0.5277237890005442
PSMA3	0.13683275500085296	0.5279840025058553	0.259160797204903	0.6015275455126694	29	-0.5279840025058553
PMEL	0.09155050322032927	0.5286556568809718	0.17317605898794364	0.6010673504118775	29	-0.5286556568809718
CCDC124	0.06801510244329988	0.5287099740899293	0.1286435016861079	0.6010301413920799	29	-0.5287099740899293
TLR6	0.1338549438972698	0.5287508238904658	0.25315316373861335	0.6010021586977103	29	-0.5287508238904658
PTGER3	0.21296644129701967	0.5292209856668151	0.4024149590906402	0.6006801357832846	29	-0.5292209856668151
DIO3	0.10097450602658778	0.529471023824028	0.19070827577553534	0.6005089132342198	29	-0.529471023824028
USP19	0.07712057422275452	0.5298291715894184	0.14555743314661754	0.6002636992315427	29	-0.5298291715894184
ATIC	0.10738128307607166	0.5298914877337717	0.20264768459542082	0.6002210379359387	29	-0.5298914877337717
TIGD4	0.09718818274678741	0.5299471713152281	0.18339220965286943	0.6001829184780807	29	-0.5299471713152281
CHRNB4	0.1459942800126937	0.5302632989606085	0.27532412727575767	0.599966527979598	29	-0.5302632989606085
ABCC4	0.24723614342339548	0.5304671976205507	0.4660724443139769	0.5998269783340422	29	-0.5304671976205507
CFL2	0.17091259323874577	0.5304900344816944	0.3221787067229883	0.5998113495920478	29	-0.5304900344816944
NTMT1	0.11696836574003401	0.5310237800055798	0.2202695437458657	0.5994461282494489	29	-0.5310237800055798
ID4	0.4605303510081161	0.5314098862211278	0.8666198408218592	0.5991819968480936	29	-0.5314098862211278
ERF	0.19011349705365238	0.5318741864710669	0.3574407291977014	0.5988644472124816	29	-0.5318741864710669
ZNF524	0.16197705928495632	0.5319682420682088	0.3044863329720868	0.5988001293957779	29	-0.5319682420682088
ST3GAL1	0.34755497899046206	0.5320856677179945	0.653193649212642	0.5987198351185995	29	-0.5320856677179945
AKAP8	0.08849020412043548	0.5321183550664023	0.16629797352018222	0.5986974848089202	29	-0.5321183550664023
NRXN2	0.16761602579540605	0.5322648104587997	0.3149109663119096	0.5985973493224692	29	-0.5322648104587997
AGAP9	0.10893198957688147	0.5325609616991425	0.20454369999132602	0.5983948871986949	29	-0.5325609616991425
TXNIP	0.18626802744690796	0.5325676525986465	0.3497546772471426	0.5983903133808306	29	-0.5325676525986465
TXNDC9	0.08038075456260836	0.5326590956550902	0.15090468785434366	0.5983278056884366	29	-0.5326590956550902
RFC2	0.1594852228969836	0.5328407899767332	0.2993112124616954	0.5982036142319456	29	-0.5328407899767332
SLC24A1	0.1529088537313696	0.5328431219905013	0.2869678661895075	0.5982020203371061	29	-0.5328431219905013
CDKN3	0.30404889925664946	0.5333015413933665	0.5701256712333054	0.5978887372740963	29	-0.5333015413933665
ACAT2	0.15380137666621466	0.5333767326913239	0.2883541167800109	0.5978373591532523	29	-0.5333767326913239
EXOSC8	0.12151598951779162	0.5339808057927601	0.22756621249220038	0.5974246733660803	29	-0.5339808057927601
APBB2	0.2331615077277228	0.5341652453855393	0.43649696370537183	0.5972986965784998	29	-0.5341652453855393
FBXL6	0.15268998372463818	0.5342390134701501	0.28580837392020514	0.5972483147177822	29	-0.5342390134701501
PIWIL1	0.11223854471492022	0.5346601965917763	0.20992500550890378	0.5969606955510914	29	-0.5346601965917763
TXN2	0.09831655908384501	0.5347479008367209	0.1838559046795863	0.5969008120797755	29	-0.5347479008367209
C5ORF17	0.20736032084463282	0.5348912774509791	0.38766816657173225	0.5968029223372707	29	-0.5348912774509791
BBS5	0.16862392111660376	0.5351150693618829	0.31511712297260736	0.5966501447799996	29	-0.5351150693618829
PSIP1	0.23443347330910677	0.5356781695778663	0.43763865436937405	0.5962658122106959	29	-0.5356781695778663
HSD11B1L	0.14330252615475916	0.5361991460654137	0.2672561625774707	0.5959103360747915	29	-0.5361991460654137
C8ORF33	0.12743035686413176	0.5362890255252368	0.23761507470589682	0.5958490192095603	29	-0.5362890255252368
TMIE	0.10596928050782663	0.536349324757466	0.19757511684338433	0.595807884033667	29	-0.536349324757466
PSMC1	0.12675634457593143	0.5364786402500228	0.23627472757695883	0.5957196716591237	29	-0.5364786402500228
PPIL2	0.12694446522427527	0.536520853221488	0.23660676833351288	0.5956908774992583	29	-0.536520853221488
MND1	0.20024679544977245	0.5368773968259364	0.3729842169434736	0.5954476999131229	29	-0.5368773968259364
RGS4	0.3215232593307051	0.536930882361165	0.5988168494179357	0.5954112246625882	29	-0.536930882361165
TM9SF4	0.07957004781344273	0.5373760989967806	0.14807143072047838	0.5951076442480614	29	-0.5373760989967806
TSPAN8	0.49641277423445873	0.5376075164427306	0.923373946702138	0.594949876728163	29	-0.5376075164427306
IRS2	0.2791310655491278	0.5376929396511965	0.5191272657033608	0.5948916450241444	29	-0.5376929396511965
KCNE5	0.10974664197072122	0.5377632301648559	0.20407985487791244	0.5948437311029132	29	-0.5377632301648559
HTATIP2	0.13736372841918837	0.5380357453595932	0.2553059524463046	0.5946579871374464	29	-0.5380357453595932
CEP97	0.1530712899079996	0.5394244244804529	0.283767814287294	0.5937119090546353	29	-0.5394244244804529
ERCC3	0.08512978593029742	0.5395992260398657	0.1577648406856833	0.5935928717909256	29	-0.5395992260398657
HNF1A	0.19491684306838442	0.5406944580183761	0.3604935101105844	0.5928472969307428	29	-0.5406944580183761
SMIM11B	0.05037410772023946	0.540846687883757	0.09313934770932027	0.5927437028170772	29	-0.540846687883757
ANKRD62	0.09293640244980257	0.5408645460818334	0.17182934825929816	0.5927315506874162	29	-0.5408645460818334
PPP1CB	0.095574600150456	0.5421777489668417	0.1762790898973265	0.5918382732462228	29	-0.5421777489668417
GGN	0.08486639299909732	0.542649154187874	0.1563927490610539	0.5915177689487544	29	-0.542649154187874
AKR1E2	0.16777011465652797	0.5433410395652943	0.3087749726962539	0.5910475141604289	29	-0.5433410395652943
XG	0.19113286877660118	0.5433809290213413	0.35174747321523026	0.5910204079500456	29	-0.5433809290213413
NCS1	0.23373661709963825	0.5437348195808608	0.42987244642492206	0.590779953909919	29	-0.5437348195808608
PRRT3	0.15777331471760678	0.5440751462109703	0.2899844181752582	0.5905487606877619	29	-0.5440751462109703
ARL4C	0.2803963437075875	0.5447371420339042	0.5147369659073765	0.5900991743268802	29	-0.5447371420339042
CDK5RAP1	0.12566960321739792	0.5447461763878522	0.23069386930019092	0.5900930399037488	29	-0.5447461763878522
CDC37L1	0.12295570343248716	0.5448790374251906	0.22565687976089263	0.5900028294063309	29	-0.5448790374251906
PAPSS2	0.3375252923512509	0.5451428451558551	0.6191501830217605	0.5898237280423588	29	-0.5451428451558551
LEAP2	0.18972906107578882	0.545448333357111	0.3478405734747587	0.5896163623972178	29	-0.545448333357111
PEX16	0.11855031182559242	0.5455422915651036	0.21730728058769563	0.5895525906008303	29	-0.5455422915651036
ABCD4	0.13622997341734905	0.5455865049607465	0.24969454372254027	0.5895225830164493	29	-0.5455865049607465
STON2	0.22940179611540137	0.5455969307710261	0.42046020272001083	0.5895155071381468	29	-0.5455969307710261
TRIM54	0.28598166987686613	0.5456573093405979	0.5241049006059536	0.5894745297034133	29	-0.5456573093405979
DCBLD1	0.24804290116863595	0.5460655216160061	0.4542365180548059	0.5891975224485492	29	-0.5460655216160061
BCL2L13	0.09111589024830583	0.546376623433547	0.1667638883884054	0.5889864554670695	29	-0.546376623433547
BET1	0.1302063002803957	0.5466941704985677	0.23817027381442843	0.5887710535905808	29	-0.5466941704985677
KCTD7	0.14778788340646926	0.5467073262594805	0.27032358321886757	0.5887621304618177	29	-0.5467073262594805
SUPT4H1	0.10317242836358062	0.5468648098665162	0.18866167012787657	0.5886553195070489	29	-0.5468648098665162
HMGCL	0.116793878427932	0.5469247684200045	0.21354651530106147	0.5886146559699326	29	-0.5469247684200045
EFNB3	0.21218631663771295	0.54699409243217	0.38791336062559967	0.5885676425359224	29	-0.54699409243217
TM9SF2	0.12610479073986966	0.5474433300719864	0.23035222791606105	0.5882630274965388	29	-0.5474433300719864
TRPM4	0.28431229533302455	0.5476033956858357	0.5191938135755036	0.5881545101669221	29	-0.5476033956858357
ORM2	0.15632191348212962	0.5477547223318133	0.28538670158179763	0.5880519264224061	29	-0.5477547223318133
CALR	0.09089989635034709	0.5478156772599272	0.16593153522916976	0.5880106077733744	29	-0.5478156772599272
HNRNPM	0.06475426018639031	0.5478298238281577	0.1182014146909649	0.588001018642602	29	-0.5478298238281577
HPN	0.3487100376504151	0.5480465161000432	0.6362781760421953	0.5878541451419605	29	-0.5480465161000432
ADAM15	0.21410756126716787	0.5481348416811499	0.3906111142478957	0.587794283398243	29	-0.5481348416811499
C19ORF47	0.1426083426355882	0.5482357614969188	0.26012229163272066	0.587725889675127	29	-0.5482357614969188
MED28	0.11083268748258386	0.5482910078897544	0.20214208492886526	0.5876884506363963	29	-0.5482910078897544
TMTC3	0.1242732593091179	0.549258435724217	0.22625644182461965	0.5870330382982833	29	-0.549258435724217
FUNDC2	0.12887346760618887	0.5493946284704095	0.234573585047583	0.5869407991451819	29	-0.5493946284704095
PHF7	0.13222840725052895	0.5494357367641015	0.24066218922942176	0.5869129591519373	29	-0.5494357367641015
POTEI	0.06816402994103668	0.5496895954049682	0.12400458460709769	0.586741051348635	29	-0.5496895954049682
ARHGEF38	0.23251922387468335	0.5497603968284992	0.4229464785314811	0.5866931104734097	29	-0.5497603968284992
ZNF624	0.09860034565170486	0.5497978010654248	0.1793392870263074	0.5866677841852967	29	-0.5497978010654248
DAB1	0.09443501555262358	0.5498133613831675	0.17175831324843227	0.5866572485014191	29	-0.5498133613831675
SPEF1	0.2154749075774635	0.5502167229957892	0.39161824526935096	0.5863841699328414	29	-0.5502167229957892
TMPO	0.17025004945944175	0.5507052627541521	0.30914912381261445	0.5860535082566305	29	-0.5507052627541521
TRGC1	0.2654319524020231	0.5508493717331492	0.48185940843844277	0.5859559873900156	29	-0.5508493717331492
KTI12	0.16352061305377003	0.5510582534070075	0.2967392504200366	0.5858146478669795	29	-0.5510582534070075
CDK1	0.24968726472834216	0.5516165551139428	0.45264643059301646	0.5854369554748383	29	-0.5516165551139428
KCNAB1	0.08466742373758628	0.5520707010639564	0.1533633709856624	0.5851298125032567	29	-0.5520707010639564
DISP2	0.19163409875422668	0.552120255484775	0.34708760790883736	0.5850963031737658	29	-0.552120255484775
LINC01277	0.06724597469729221	0.5522247966530581	0.12177282712558145	0.5850256141850056	29	-0.5522247966530581
LAMTOR4	0.12020080289531253	0.5526913038323382	0.21748271062317287	0.5847102207589909	29	-0.5526913038323382
MYBPH	0.11776027749324683	0.5527641259335574	0.2130389292075761	0.584660995131219	29	-0.5527641259335574
PPARGC1A	0.2556915577622574	0.5527741058892363	0.462560664542945	0.5846542491287473	29	-0.5527741058892363
TLE1	0.18468252935695484	0.5529236924307546	0.3340108804979153	0.5845531399003745	29	-0.5529236924307546
CLNK	0.1449344476511983	0.5529370504559571	0.2621174463380307	0.5845441112984089	29	-0.5529370504559571
GPRC5B	0.2995122584740853	0.5533696582945933	0.5412516822789663	0.5842517513978784	29	-0.5533696582945933
HMBOX1	0.1493336772773553	0.5535883022743256	0.2697558396083203	0.5841040172657108	29	-0.5535883022743256
LDLRAP1	0.16758484972146753	0.5536399757502046	0.30269644003647544	0.5840691050239288	29	-0.5536399757502046
CPSF1	0.13285142620003207	0.5537430329092318	0.23991530060805072	0.5839994793865032	29	-0.5537430329092318
FKBP8	0.09050155201982994	0.5539389407162054	0.16337820898241526	0.5838671348674267	29	-0.5539389407162054
CHCHD7	0.14570761458245138	0.5540322547323996	0.2629948226621371	0.5838041022286821	29	-0.5540322547323996
GSTM1	0.21673862096276791	0.5540642730257598	0.39117956438366347	0.5837824749761256	29	-0.5540642730257598
RBM3	0.1480374596524137	0.5545888703898239	0.26693189776483844	0.5834281834980339	29	-0.5545888703898239
GOLGA3	0.1088899497674441	0.554865409954907	0.1962456981708292	0.5832414625118081	29	-0.554865409954907
IL1RL2	0.15417651062574472	0.5550429839666574	0.2777740014366282	0.58312157905442	29	-0.5550429839666574
S100A13	0.3082933779090259	0.5551224047635925	0.5553610794007088	0.5830679645384692	29	-0.5551224047635925
RETSAT	0.1519399659751791	0.5553146205812766	0.2736105990080644	0.5829382156179601	29	-0.5553146205812766
ILK	0.10546043979514795	0.5553276114551788	0.18990671023686312	0.5829294470702218	29	-0.5553276114551788
TXNRD2	0.1459989403263578	0.5554950625376569	0.2628267111131353	0.5828164271520802	29	-0.5554950625376569
LINC01556	0.12647683032293477	0.5555351707097287	0.22766664829042815	0.5827893580236274	29	-0.5555351707097287
OARD1	0.13540663855048624	0.5562687953213824	0.2434194398272071	0.5822943414715192	29	-0.5562687953213824
SLC25A18	0.19161372559901188	0.5563845910927192	0.34439078412054774	0.5822162266324459	29	-0.5563845910927192
PSMD13	0.09822678950545295	0.5565604437707192	0.1764889880422736	0.582097607768203	29	-0.5565604437707192
LINC01607	0.1542563622145135	0.5567565548796358	0.2770624986137108	0.5819653378888658	29	-0.5567565548796358
DMGDH	0.12502858900549502	0.5569563817547202	0.2244854230982791	0.581830577063065	29	-0.5569563817547202
COA4	0.10601964196564828	0.5570603676838702	0.19031984344255853	0.581760456283274	29	-0.5570603676838702
ZNF813	0.13941715533661547	0.5573456057082377	0.25014489018793545	0.5815681332121618	29	-0.5573456057082377
DENND1B	0.18683977369955465	0.5576690076719245	0.3350370401244749	0.5813501157785976	29	-0.5576690076719245
FAT1	0.29814572197998435	0.557758193311187	0.5345429714084747	0.5812899994611519	29	-0.557758193311187
MANBA	0.1503516968942181	0.5578014535194166	0.26954339388250537	0.5812608406624884	29	-0.5578014535194166
AC005498.3	0.1490591028007163	0.5579046779765503	0.26717664985591233	0.5811912669034625	29	-0.5579046779765503
PRCC	0.0874891679667502	0.5580844541148918	0.15676689669757216	0.5810701067494776	29	-0.5580844541148918
PTBP2	0.15358221289492868	0.5581018200758886	0.27518672645440423	0.5810584036164808	29	-0.5581018200758886
IFNGR1	0.14773783449379785	0.5581947691436896	0.2646707612836254	0.5809957660792314	29	-0.5581947691436896
CHMP4B	0.1321683681483651	0.5582860695240837	0.23673950571797953	0.5809342428156645	29	-0.5582860695240837
C18ORF32	0.157061693683743	0.5591944042642841	0.28087136152655984	0.5803223313140271	29	-0.5591944042642841
ASAH2	0.09269904432715098	0.5592103287938188	0.16576776134857332	0.5803116063833086	29	-0.5592103287938188
SNX22	0.17231830502099196	0.5594733150545323	0.30800093656691374	0.5801345032365721	29	-0.5594733150545323
SLC35C2	0.05887035350278369	0.5597625340442633	0.1051702283063634	0.579939764941785	29	-0.5597625340442633
HS3ST2	0.13890958900555875	0.5599302270232149	0.24808374740554864	0.5798268678895739	29	-0.5599302270232149
POLE2	0.20064203364856414	0.560010271692347	0.3582827740680995	0.5797729827129404	29	-0.560010271692347
MYLK3	0.11781783329736022	0.560174113887052	0.2103235947120467	0.579662693687222	29	-0.560174113887052
GRID2IP	0.11869662575775479	0.5606597150976503	0.2117088539829928	0.5793358760826106	29	-0.5606597150976503
CDC42EP4	0.2286812507197169	0.5608659510820606	0.40772888829947607	0.5791971034138561	29	-0.5608659510820606
SSTR1	0.2041493456340067	0.5609791562161164	0.36391609807933484	0.5791209365968193	29	-0.5609791562161164
MAP2K3	0.15933197695969095	0.5610416394419915	0.2839931401850343	0.5790788986762088	29	-0.5610416394419915
TAF3	0.1447981856428579	0.5611378746335619	0.2580438644199788	0.5790141558119484	29	-0.5611378746335619
STARD5	0.18950216741312792	0.5615372853843282	0.3374703200401529	0.578745487820577	29	-0.5615372853843282
RMND1	0.13141670087848112	0.5619345793772145	0.23386476949706264	0.578478304858327	29	-0.5619345793772145
TP53I3	0.1760970089122676	0.5619521041691292	0.31336657983091765	0.5784665207196742	29	-0.5619521041691292
HELLS	0.23869173973783694	0.5625059311516297	0.42433639632769476	0.5780941738414292	29	-0.5625059311516297
ANP32A	0.09357096103750288	0.5628289419281918	0.16625115388867312	0.5778770632394653	29	-0.5628289419281918
UNC119	0.15451826918009773	0.5635816687488313	0.27417192174318417	0.5773712771946109	29	-0.5635816687488313
NT5DC2	0.21238415552265535	0.5636081300323939	0.37682947460400973	0.5773535008353221	29	-0.5636081300323939
SLC17A7	0.1272748398993695	0.5636381800616844	0.2258094721075151	0.5773333139305098	29	-0.5636381800616844
SEC61A1	0.1062649698076544	0.5636853450213467	0.18851824115390148	0.5773016303224446	29	-0.5636853450213467
LRRC56	0.15879255617940405	0.5639633544840825	0.2815653799432918	0.5771148917605311	29	-0.5639633544840825
CD2AP	0.1572439588338545	0.5639834524306314	0.27880952562734124	0.5771013931593206	29	-0.5639834524306314
SEH1L	0.13482646964297668	0.5640530748394447	0.23903153028880209	0.5770546331184984	29	-0.5640530748394447
HCG11	0.20199571996450785	0.564138274005011	0.3580606551129229	0.5769974139195098	29	-0.564138274005011
C6ORF136	0.12168851748453426	0.5643773568864325	0.2156155203601146	0.5768368624585537	29	-0.5643773568864325
BBC3	0.1847489206623361	0.5647899383230808	0.3271108568450681	0.5765598535493988	29	-0.5647899383230808
MAGOH	0.09530540430542947	0.5648024558214346	0.16874112943935357	0.5765514502804919	29	-0.5648024558214346
KRCC1	0.165489005262992	0.564993335954421	0.2929043490104851	0.5764233158273696	29	-0.564993335954421
NEK2	0.21609646652236209	0.5650012583997507	0.3824707703030798	0.5764179979356849	29	-0.5650012583997507
RINT1	0.11291026458201592	0.5651020668299729	0.1998050816118997	0.5763503330366745	29	-0.5651020668299729
HOXA13	0.13998467839724263	0.5651247020331194	0.24770582119951068	0.5763351403184317	29	-0.5651247020331194
CCZ1B	0.22217008985694134	0.5651795569951784	0.3930964719214653	0.5762983225657575	29	-0.5651795569951784
ZBTB25	0.12947177982296493	0.5655382364440926	0.2289355015799433	0.5760576115793996	29	-0.5655382364440926
TPRA1	0.12499692629315678	0.5659608355076072	0.2208579082703624	0.5757740680277839	29	-0.5659608355076072
TIFA	0.1785834141258783	0.5659633842979754	0.3155388123692742	0.5757723581230557	29	-0.5659633842979754
SLC35D2	0.19426115360999957	0.565974579751185	0.34323300119839495	0.5757648474692036	29	-0.565974579751185
KCTD3	0.1627717892152038	0.5660673198409027	0.287548465544614	0.5757026331276636	29	-0.5660673198409027
PPP1R14B	0.17530504740257233	0.5664308175982777	0.30949065968176476	0.5754588142406946	29	-0.5664308175982777
ME2	0.15730522517990228	0.5667128359329116	0.277574840740901	0.5752696836761445	29	-0.5667128359329116
TCTN1	0.15024606234177237	0.5672468986779257	0.26486890045930395	0.5749116087647481	29	-0.5672468986779257
SLFN12	0.2243145946114094	0.5674860848852491	0.3952777003453184	0.5747512767285216	29	-0.5674860848852491
LIMK2	0.18129945387226562	0.5679168430020469	0.31923591650126876	0.574462585776872	29	-0.5679168430020469
SLC35A1	0.13856782502045126	0.5679556279928937	0.24397649779462177	0.5744365959033906	29	-0.5679556279928937
MROH1	0.13565675053780266	0.5680872619972896	0.2387956210474754	0.57434839215114	29	-0.5680872619972896
RINL	0.2592706097789896	0.569063464178283	0.45560930563934815	0.5736944808220107	29	-0.569063464178283
PDZRN4	0.13199287021317113	0.569278594500781	0.23185988633372032	0.5735504252145134	29	-0.569278594500781
MYBL2	0.32270235466160013	0.5695809991558077	0.5665609547015903	0.5733479594684187	29	-0.5695809991558077
