section	dataset	histology	source	n_raw	has_CLDN4	has_CD8A	has_KRT8	status	n_qc	median_genes	median_umi	n_epi	epi_genes	um_per_px	pct_CLDN4_pos	pct_CD8A_pos	pct_KRT8_pos	rho_CLDN4_CD8A	p_CLDN4_CD8A	n_CLDN4_CD8A	rho_CLDN4_CD8A_epi	p_CLDN4_CD8A_epi	n_CLDN4_CD8A_epi	CD8A_high_rule	n_CD8A_high	med_nn_CD8A_high_um	rho_CLDN4_nbCD8A_epi	p_CLDN4_nbCD8A_epi	n_CLDN4_nbCD8A_epi	n_Q1	n_Q4	CLDN4_Q1	CLDN4_Q3	med_dist_Q4_um	med_dist_Q1_um	delta_dist_Q4_minus_Q1_um	mw_u_dist	p_dist_Q4_vs_Q1	med_nbCD8A_Q4	med_nbCD8A_Q1	delta_nbCD8A_Q4_minus_Q1	mw_u_nbCD8A	p_nbCD8A_Q4_vs_Q1	rho_KRT8resid_CD8A	p_KRT8resid_CD8A	n_KRT8resid_CD8A	rho_KRT8resid_CD8A_epi	p_KRT8resid_CD8A_epi	n_KRT8resid_CD8A_epi	rho_KRT8resid_nbCD8A_epi	p_KRT8resid_nbCD8A_epi	n_resid_Q1	n_resid_Q4	med_dist_residQ4_um	med_dist_residQ1_um	delta_dist_residQ4_minus_Q1_um	p_dist_residQ4_vs_Q1	med_nbCD8A_residQ4	med_nbCD8A_residQ1	delta_nbCD8A_residQ4_minus_Q1	p_nbCD8A_residQ4_vs_Q1
GSE273378_GSM8427430_LM_SD_11	GSE273378	LUAD	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	2724	1	1	1	ok	2724	3156.5	5669.0	1362	KRT8,KRT18,EPCAM	0.4262019153067177	54.074889867841414	5.249632892804699	96.0352422907489	-0.043753153869512146	0.022394579179507622	2724	-0.01835236068084019	0.4985746057559294	1362	gt0	143	169.80656672246374	-0.011356824375630183	0.6755074137161179	1361	340	340	0.0	1.3573810936216957	224.34703598779168	224.09447450070257	0.2525614870891104	58923.0	0.6611974157699221	0.0	0.0	0.0	57230.0	0.8122190984363887	0.0002104571020276709	0.9912401009729043	2724	-0.0029662912109108723	0.9129077993514441	1362	-0.009220096711386532	0.733976994660404	340	340	224.30148633048682	224.04887840337773	0.2526079271090964	0.7951429423635075	0.0	0.0	0.0	0.9961496903167799
GSE273378_GSM8427431_LM_SD_2	GSE273378	LUAD	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	1728	1	1	1	ok	1728	4538.5	10697.5	864	KRT8,KRT18,EPCAM	0.42598727009734433	85.70601851851852	13.425925925925927	98.95833333333334	-0.047376479860959005	0.04894345972241879	1728	-0.061564306687217935	0.07049611147133102	864	gt0	232	146.48078818674887	-0.03498420882096612	0.30435114393203166	864	216	216	1.3401670097168217	1.9419435182217462	146.49936831679054	146.72896385744525	-0.22959554065471366	21829.0	0.2480758222464634	0.0	0.0	0.0	22476.0	0.47261376689100754	-0.01933889921824292	0.4217456831360449	1728	-0.03729280686111875	0.27352797898964454	864	0.01772050421901797	0.6029513091354523	216	216	146.51794844683127	146.78830324085243	-0.27035479402115925	0.05637752565445153	0.0	0.0	0.0	0.6550186813140213
GSE273378_GSM8427432_LM_SD_3	GSE273378	LUAD	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	3922	1	1	1	ok	3853	4401.0	9230.0	1927	KRT8,KRT18,EPCAM	0.4261349326610661	85.12847132104854	22.138593303919023	98.00155722813392	0.007405377680214392	0.6458552366641999	3853	0.01366763038525626	0.5487628605161136	1927	gt0	853	84.80513425455199	-0.019140164961147416	0.40105463228350813	1927	481	481	1.301712381012935	1.9255264989068905	84.80513425455199	84.805134254552	-1.4210854715202004e-14	115224.5	0.9157998498890709	0.14071030082069538	0.15114130665857575	-0.01043100583788037	111150.5	0.2866104267880716	0.010897638758911428	0.4988853026639672	3853	0.010377627668967016	0.6489152245573111	1927	-0.02034281440246428	0.3721175963161068	481	481	84.805134254552	84.80513425455153	4.689582056016661e-13	0.7777502396005488	0.14465595315171323	0.1566719390282368	-0.012015985876523583	0.2904491836911929
GSE273378_GSM8427433_LM_SD_4	GSE273378	LUAD	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	3525	1	1	1	ok	3500	4432.5	10182.5	1750	KRT8,KRT18,EPCAM	0.4259751377588556	80.4	40.22857142857143	90.85714285714286	0.02893353122957387	0.08699297446061972	3500	0.0006911918977632387	0.976949150927438	1750	q75	875	84.77333346307321	-0.023448238501704504	0.32705474820222497	1749	437	437	1.4451626539750544	2.236005124035527	84.77333346307411	84.77012269654678	0.0032107665273315433	104876.0	0.011826090695077205	0.3001477063954557	0.3150744738199724	-0.014926767424516707	90878.5	0.23870109883480684	0.0014421307926912232	0.9320330856312827	3500	-0.022455259906214445	0.3478241505457691	1750	-0.047340152401283336	0.04775870820615527	437	437	84.77333346307412	84.77012269654678	0.003210766527345754	0.0005074722079905914	0.29766984493620063	0.3141082574426359	-0.01643841250643524	0.1341867316932226
GSE273378_GSM8427434_LM_SD_5	GSE273378	LUAD	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	3230	1	1	1	ok	3230	4223.0	8709.0	1615	KRT8,KRT18,EPCAM	0.4262699036873453	91.30030959752322	4.767801857585139	96.22291021671828	-0.004811785382531113	0.7845731473667606	3230	0.009664300039116391	0.697950777037434	1615	gt0	154	223.94429263539075	0.009785945216697005	0.6946093405533431	1612	403	403	2.113977208545374	2.607883169228746	223.76936989832902	224.17298767989575	-0.4036177815667372	75814.0	0.10288401146011712	0.0	0.0	0.0	82829.0	0.3928629473620636	-0.01089193485241064	0.5360474279010498	3230	0.002082057306001645	0.9333688428756074	1615	0.004697374087896021	0.8505215595731009	403	403	223.90696561101626	224.17298767989575	-0.26602206887949364	0.25087850898282404	0.0	0.0	0.0	0.5564494756006715
GSE273378_GSM8427435_LM_SD_6	GSE273378	LUAD	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	3784	1	1	1	ok	2530	447.0	597.0	1265	KRT8,KRT18,EPCAM	0.42579388435009974	10.039525691699605	12.727272727272727	43.75494071146245	0.05399945937209543	0.006592350323481811	2530	0.07650043946064618	0.006485304678347091	1265	gt0	322	146.66235320424045	0.08248079160217493	0.00337840371184443	1261	316	316	0.0	0.0	85.0309427571155	115.8556689133032	-30.824726156187708	46494.5	0.13456180125950165	0.2583503938160177	0.09087871074981423	0.16747168306620347	50437.5	0.7573852370147305	0.0019291781973965949	0.92273586529064	2530	0.07288041219957238	0.00951394222889033	1265	0.0840099241840997	0.002830595592987943	316	316	85.03094275711561	146.66235320424067	-61.63141044712506	0.087148699730619	0.25713879546983565	0.0	0.25713879546983565	0.41500777206021167
GSE273378_GSM8427436_LM_SD_7	GSE273378	LUAD	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	2833	1	1	1	ok	2753	4756.0	10674.0	1377	KRT8,KRT18,EPCAM	0.42619814329677097	72.68434435161642	27.53359970940792	84.23537958590629	0.07158921714463962	0.00017036521582369652	2753	0.03955593757811433	0.14235404045524339	1377	q75	689	84.81450135890357	0.028092194674021236	0.2989597618977826	1369	344	344	1.067351670342711	1.7978968538893902	84.79522411862112	84.81771380632412	-0.022489687703000527	49776.0	0.0003130479713334302	0.14683373237626385	0.14183438058562386	0.004999351790639983	61161.5	0.3264219186045748	0.06928458868683061	0.0002747452913154738	2753	0.05793750102271982	0.031571400581123205	1377	0.028541819621749773	0.2912892132892344	344	344	84.79522411862108	84.81771380632412	-0.02248968770304316	8.088847462554231e-05	0.15883808442177327	0.14773566472836308	0.011102419693410193	0.1303962944785765
GSE273378_GSM8427437_LM_SD_1216_8	GSE273378	LUAD	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	2855	1	1	1	ok	2756	2519.5	4745.5	1378	KRT8,KRT18,EPCAM	0.42602224581249154	67.52539912917271	13.679245283018867	74.70972423802613	0.019707955304426934	0.301018457264055	2756	0.017682055239847547	0.5119279450797074	1378	gt0	377	85.07654648969677	-0.08676257528626649	0.0012697242275579088	1377	344	344	1.0344525294670748	2.1584999886039666	146.5299783134227	85.07654648969677	61.453431823725936	64208.5	0.053123829324437793	0.0	0.10921222229023297	-0.10921222229023297	53496.0	0.02294684966241453	0.009285884442983394	0.6260626259804496	2756	0.015482518663875008	0.565801367209078	1378	-0.08079064468013308	0.0026983968413008554	344	344	146.5299783134227	85.07654648969677	61.453431823725936	0.03180229947785074	0.0	0.110283507492299	-0.110283507492299	0.008502918439701555
GSE273378_GSM8427438_LM_SD_9	GSE273378	LUAD	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	2801	1	1	1	ok	2801	4551.0	11209.0	1401	KRT8,KRT18,EPCAM	0.42635088454750014	75.50874687611568	10.35344519814352	87.6472688325598	0.009062208894868843	0.6316481142810922	2801	0.005585172913664338	0.834551529035861	1401	gt0	290	147.09352674745327	-0.00280274017199432	0.9165837275514961	1399	350	350	1.025971797406995	1.9152259781444825	146.70001163387803	147.09661616226091	-0.3966045283828805	51323.5	0.00020639923926662226	0.0	0.0	0.0	60253.0	0.781170337553336	0.007063097257348421	0.7086658331803061	2801	0.002143992741918021	0.9360957107184762	1401	-0.00657324408515589	0.8059583623069577	350	350	146.64301331848904	147.09352674745327	-0.4505134289642285	0.0008199339457003925	0.0	0.0	0.0	0.6619042405745761
GSE273378_GSM8427439_LM_SD_10	GSE273378	LUAD	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	2620	1	1	1	ok	2620	4426.0	9889.0	1310	KRT8,KRT18,EPCAM	0.4262516248407798	73.3587786259542	14.465648854961833	90.41984732824427	0.026067605650791675	0.18224164491878506	2620	0.015336074289426163	0.5791851128066217	1310	gt0	379	85.12235342995773	-0.007597089700208816	0.7836198199784437	1309	327	327	0.9313251662401193	1.6317045467355047	85.0209060227257	146.4501584031758	-61.42925238045011	47767.0	0.018345218706941172	0.05471673610933733	0.0	0.05471673610933733	53948.0	0.8326813096314714	0.041310932160016064	0.03447836624390949	2620	0.026871453580536445	0.3311349617076179	1310	0.01830621441326055	0.5081356448488489	327	327	85.0209060227257	146.57168970868986	-61.55078368596416	0.0011468484578020489	0.0525853451266436	0.0	0.0525853451266436	0.4926190371462348
GSE273378_GSM8427440_LM_SD_1216_12	GSE273378	LUAD	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	3604	1	1	1	ok	3604	4987.0	12313.5	1802	KRT8,KRT18,EPCAM	0.42621766439310127	87.59711431742508	2.6082130965593784	98.72364039955605	-0.01757778192326201	0.2914399054839061	3604	0.0008831074591394313	0.9701167339296375	1802	gt0	94	224.88223057086927	0.043938477068057535	0.06221036874874337	1802	450	450	1.1353872371688296	1.673013718408787	224.37394929948204	224.95936293593311	-0.5854136364510794	94449.0	0.08114856159612208	0.0	0.0	0.0	104505.0	0.15623495631062176	-0.013594243003376628	0.4145789588180129	3604	-0.0005189729029483615	0.9824359110744252	1802	0.04136169396798217	0.07920193588744324	450	450	224.37394929948226	225.10305743287844	-0.7291081333961813	0.021459125431512384	0.0	0.0	0.0	0.01493523066387198
GSE273378_GSM8427441_LM_SD_13	GSE273378	LUAD	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	2912	1	1	1	ok	2912	4174.5	12127.0	1456	KRT8,KRT18,EPCAM	0.4262405385933138	44.60851648351649	19.814560439560438	91.07142857142857	0.026091170634622754	0.15925201980865805	2912	0.00014604065308264634	0.9955575850983999	1456	gt0	577	84.8229381294359	-0.010452669246766926	0.6905525731001299	1453	364	364	0.0	1.0737767903804336	84.80365897158423	84.82293812943567	-0.019279157851443074	59405.0	0.01576734125688932	0.11030442115610548	0.1387645243546785	-0.028460103198573034	62648.5	0.24751725053326978	0.009300423375201821	0.6158970991687672	2912	0.01340610148469199	0.6092615322667815	1456	0.02711865978269595	0.3015964885368964	364	364	84.80365897158428	84.82615089640865	-0.022491924824365128	0.003734073599437238	0.1223476967669402	0.116913099700599	0.005434597066341196	0.664884644249977
GSE273378_GSM8427442_LM_SD_1216_14	GSE273378	LUAD	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	1915	1	1	1	ok	1915	5074.0	11624.0	958	KRT8,KRT18,EPCAM	0.42620844196218177	92.32375979112271	18.642297650130548	94.62140992167102	-0.04749964385250357	0.03766938127896111	1915	-0.03187340642170593	0.32438122178711604	958	gt0	357	84.81976334424282	0.03275440621628022	0.31194106339142774	955	239	239	1.314016215643245	1.9239498070950576	84.81655081919658	84.81976334424282	-0.003212525046237147	26966.5	0.2911365734880651	0.11710591913162922	0.1059565438491937	0.011149375282435522	29702.0	0.39257752836137405	-0.038592502028491606	0.09134182662777404	1915	-0.028990520659798614	0.3700823276032844	958	0.004020698961209981	0.9012442305853915	239	239	84.81976334424235	84.95351057062472	-0.13374722638236847	0.5079026977866834	0.11188032818460436	0.11100235144904363	0.000877976735560726	0.8475166382390691
GSE273378_GSM8427443_LM_SD_15	GSE273378	LUAD	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	1744	1	1	1	ok	1741	4758.0	12104.0	871	KRT8,KRT18,EPCAM	0.42628237071826564	85.46812176909822	7.696726019529006	95.63469270534176	-0.004263220222900974	0.8589136946516844	1741	-0.03269763740974693	0.3351122185438006	871	gt0	134	147.49616430788427	-0.023905281585012633	0.48131359500470644	870	217	217	1.3516647309218264	1.881652176400228	169.23624867976636	146.94937061840602	22.28687806136034	25978.5	0.062492104524027654	0.0	0.0	0.0	22768.5	0.47856616973702737	-0.0024365003430657293	0.9190814640705655	1741	-0.035613774126934845	0.2937720883513956	871	-0.02023592814913114	0.5511237757150783	217	217	169.23624867976636	146.94937061840602	22.28687806136034	0.048364608157520604	0.0	0.0	0.0	0.3006340582131054
GSE300676_GSM9066288_CRC_mPAP3_A	GSE300676	LUAD	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300676	4639	1	1	1	ok	4639	4377.0	10816.0	2320	KRT8,KRT18,EPCAM	0.6386833853713254	95.1498167708558	2.694546238413451	99.89221815046346	-0.03436387674433229	0.019253236722644066	4639	0.004936823877792795	0.8121430851636202	2320	gt0	125	253.63772995076576	0.00808677051544681	0.6970491359845339	2320	580	580	1.4891175432246408	2.007686094208555	293.5512793377093	254.65853176417016	38.89274757353911	170126.5	0.7356622054807967	0.0	0.0	0.0	168737.0	0.8683988646724383	-0.03204832607650203	0.02905124372332394	4639	-6.230491963827478e-05	0.997606840594634	2320	0.008779612070509476	0.6725416220129339	580	580	293.55127933770893	254.6116699818591	38.939609355849825	0.574613960296574	0.0	0.0	0.0	0.9979182765212388
GSE300676_GSM9066289_CRC_mPAP3_B	GSE300676	LUAD	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300676	3981	1	1	1	ok	3979	6152.0	17615.0	1990	KRT8,KRT18,EPCAM	0.6424131927279402	96.80824327720534	16.461422467956773	98.5423473234481	-0.014476479688932554	0.36128075380962765	3979	0.021297268660507705	0.34233105798327756	1990	gt0	655	84.85935421696972	-0.04583634590200425	0.040901962132125276	1990	497	497	1.3597913022700954	1.948830109907038	85.18941529736544	85.33462463337231	-0.14520933600687158	119314.0	0.3544731130922375	0.036511604354554465	0.03436546978187798	0.0021461345726764836	114407.0	0.032785947632899	0.009888436932564002	0.5329066719976141	3979	0.04547567579727838	0.04251759555722635	1990	0.014246976886061233	0.5253095750307503	497	497	85.06336669669955	146.67996907002117	-61.616602373321626	1.5221218241622955e-05	0.03924527748217671	0.0	0.03924527748217671	0.42210773839456794
GSE300676_GSM9066290_CRC_mPAP4_A	GSE300676	LUAD	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300676	3878	1	1	1	ok	3878	4636.5	11308.0	1939	KRT8,KRT18,EPCAM	0.6382064153216049	96.51882413615266	28.494069107787517	98.83960804538422	0.010192736404907348	0.525721853884303	3878	0.024764563672303345	0.27573575677807216	1939	q75	970	84.86225688919575	0.00047780401765546484	0.9832421727517513	1935	484	484	1.9680472624846295	2.6231199634812223	84.86225688919598	84.8910497842412	-0.028792895045228306	112538.0	0.2909654565741623	0.14922727488309898	0.15253787400032023	-0.003310599117221258	115068.5	0.7565677296643519	0.01237758864300745	0.4409571608676831	3878	0.03652651930297211	0.10785468439247499	1939	0.006459894491624919	0.7764247256737754	484	484	84.86225688919598	84.8910497842412	-0.028792895045228306	0.2575961784396531	0.15997749633539085	0.15250044503809637	0.007477051297294479	0.788919072376898
