dataset	unit_id	histology	program	tier	expect	n_cells_fit	n_genes	before	after	delta_cldn4	delta_cldn4_single	delta_control	perm_p	stable_sign	control_gene	kd_like
GSE123902	LX653	LUAD	chemokine_ligands	secondary	up	139	13	0.09965344487807909	0.09768572579129332	-0.0019677190867857714	-0.0014199742199403867	-0.0036379941484271016	0.2926829268292683	True	GAPDH	False
GSE123902	LX653	LUAD	TJ_broad	secondary	down	139	184	0.30063030306098387	0.2952772306878979	-0.0053530723730859636	-0.005162722947234081	-0.0027169627645177736	0.024390243902439025	True	GAPDH	True
GSE123902	LX661	LUAD	IFN	primary	up	112	212	0.30247653188131435	0.30194440423981905	-0.0005321276414952783	-0.00022460811145884078	-0.0024050923510698574	0.7560975609756098	True	GSTP1	False
GSE123902	LX661	LUAD	MHC_I_APM	primary	up	112	21	0.9138748580341562	0.9141121102989883	0.0002372522648320774	0.00019593735705185862	0.0018391825830589396	0.926829268292683	True	GSTP1	True
GSE123902	LX661	LUAD	chemokine	primary	up	112	20	0.16019249508106398	0.16581398475170764	0.005621489670643671	0.006225273879757786	0.008729686781142141	0.024390243902439025	True	GSTP1	True
GSE123902	LX661	LUAD	barrier_ligands	primary	down	112	15	0.3260038560723487	0.3173954872007113	-0.008608368871637403	-0.00913063922107905	-0.013832738273762375	0.024390243902439025	True	GSTP1	True
GSE123902	LX661	LUAD	chemokine_ligands	secondary	up	112	13	0.11011801480338906	0.11289491303377552	0.0027768982303864585	0.003771312856919056	0.002898826541583919	0.024390243902439025	True	GSTP1	True
GSE123902	LX661	LUAD	TJ_broad	secondary	down	112	172	0.2891356397933314	0.2875987618604372	-0.0015368779328942053	-0.0014336433124390216	-0.00414240063431973	0.024390243902439025	True	GSTP1	True
GSE123902	LX666	LUAD	IFN	primary	up	400	212	0.38655923933216707	0.3835815101769107	-0.0029777291552563604	-0.003239522733271822	-0.005361465374522852	0.024390243902439025	True	GSTP1	False
GSE123902	LX666	LUAD	MHC_I_APM	primary	up	400	21	1.086250343678275	1.080490113542965	-0.005760230135310218	-0.006991672657204011	-0.005981460738234803	0.04878048780487805	True	GSTP1	False
GSE123902	LX666	LUAD	chemokine	primary	up	400	13	0.13863794115442282	0.13935565724838322	0.0007177160939603905	0.0005918558400568543	-0.0014077231059887632	0.6829268292682927	True	GSTP1	True
GSE123902	LX666	LUAD	barrier_ligands	primary	down	400	16	0.15309090281912283	0.14566741729813285	-0.007423485520989978	-0.007873573034226025	-0.00449877398540864	0.024390243902439025	True	GSTP1	True
GSE123902	LX666	LUAD	chemokine_ligands	secondary	up	400	9	0.17654625831643805	0.17756781761955517	0.0010215593031171098	0.0007758562198304971	-0.004372334671822963	0.6829268292682927	True	GSTP1	True
GSE123902	LX666	LUAD	TJ_broad	secondary	down	400	175	0.30984403828615786	0.3089221920853701	-0.0009218462007877547	-0.0008814951029758852	-0.004022333131587578	0.07317073170731707	True	GSTP1	True
GSE123902	LX675	LUAD	IFN	primary	up	400	220	0.31170441618766226	0.31022204236916395	-0.0014823738184982906	-0.0014495732780111376	-0.010660383788239677	0.024390243902439025	True	GSTP1	False
GSE123902	LX675	LUAD	MHC_I_APM	primary	up	400	21	0.9495330514363403	0.944135257625385	-0.005397793810955298	-0.005541491235509064	-0.03174937059715031	0.024390243902439025	True	GSTP1	False
GSE123902	LX675	LUAD	chemokine	primary	up	400	25	0.09560692784916573	0.09607423313458159	0.00046730528541586303	0.0005997197608904798	0.002478919732404285	0.43902439024390244	True	GSTP1	True
GSE123902	LX675	LUAD	barrier_ligands	primary	down	400	16	0.1972369957269742	0.1851550784679491	-0.012081917259025104	-0.012567058099165534	-0.0238496879800247	0.024390243902439025	True	GSTP1	True
GSE123902	LX675	LUAD	chemokine_ligands	secondary	up	400	17	0.10080059897828991	0.10019425351824014	-0.0006063454600497695	-0.0004750075425425847	-0.00019538496312801687	0.5365853658536586	True	GSTP1	False
GSE123902	LX675	LUAD	TJ_broad	secondary	down	400	194	0.29084102737896433	0.2897924042421134	-0.0010486231368509182	-0.0011367877919581622	-0.007827899333982202	0.04878048780487805	True	GSTP1	True
GSE123902	LX676	LUAD	IFN	primary	up	145	212	0.29459597360246886	0.2932686357459875	-0.001327337856481356	-0.0008002850994899158	-0.001575525374350961	0.2926829268292683	True	GSTP1	False
GSE123902	LX676	LUAD	MHC_I_APM	primary	up	145	20	0.9665863026644392	0.969086134618831	0.0024998319543917394	0.004008287593472089	0.0015639988140663163	0.07317073170731707	True	GSTP1	True
GSE123902	LX676	LUAD	chemokine	primary	up	145	22	0.21447407319971	0.21596777222222413	0.0014936990225141093	0.0018064065075229186	0.007645617526475561	0.0975609756097561	True	GSTP1	True
GSE123902	LX676	LUAD	barrier_ligands	primary	down	145	15	0.20965104777404622	0.19497336696427772	-0.014677680809768513	-0.01474505192775981	-0.017959834599994985	0.024390243902439025	True	GSTP1	True
GSE123902	LX676	LUAD	chemokine_ligands	secondary	up	145	14	0.1687125712081096	0.16561894226632354	-0.0030936289417860456	-0.002913241334861555	0.0005810741097489973	0.04878048780487805	True	GSTP1	False
GSE123902	LX676	LUAD	TJ_broad	secondary	down	145	175	0.26122244010700885	0.2568268618515051	-0.004395578255503741	-0.004167503600819758	-0.007637278477411501	0.024390243902439025	True	GSTP1	True
GSE123902	LX679	LUAD	IFN	primary	up	400	218	0.24109194162359676	0.24044471141228277	-0.0006472302113139976	-0.0008270449423703318	-0.0037433839724029887	0.24390243902439024	True	GSTP1	False
GSE123902	LX679	LUAD	MHC_I_APM	primary	up	400	21	0.9541754847582228	0.9492245873217082	-0.004950897436514605	-0.005281121983566879	-0.027150387741710653	0.12195121951219512	True	GSTP1	False
GSE123902	LX679	LUAD	chemokine	primary	up	400	21	0.08848013201140727	0.09024849872622959	0.0017683667148223237	0.0022328871770185598	0.019249390665237374	0.12195121951219512	True	GSTP1	True
GSE123902	LX679	LUAD	barrier_ligands	primary	down	400	16	0.40351482042506853	0.3834875870151643	-0.020027233409904276	-0.020371152147410133	-0.05385834095975221	0.024390243902439025	True	GSTP1	True
GSE123902	LX679	LUAD	chemokine_ligands	secondary	up	400	14	0.1007824653266609	0.10235587308760316	0.0015734077609422638	0.0019079353491561657	0.010721772330424185	0.24390243902439024	True	GSTP1	True
GSE123902	LX679	LUAD	TJ_broad	secondary	down	400	181	0.2709930610551704	0.26532880269916115	-0.0056642583560092405	-0.005916074869393584	-0.019669944731828093	0.024390243902439025	True	GSTP1	True
GSE123902	LX680	LUAD	IFN	primary	up	220	216	0.2608029484596547	0.25952197337355687	-0.001280975086097816	-0.0007259800413854842	0.0015590252853360821	0.6097560975609756	True	GSTP1	False
GSE123902	LX680	LUAD	MHC_I_APM	primary	up	220	21	0.9534373004501339	0.9425678072444126	-0.010869493205721262	-0.007790908813254706	0.0012156456605978822	0.12195121951219512	True	GSTP1	False
GSE123902	LX680	LUAD	chemokine	primary	up	220	21	0.08718413394445147	0.08983150843598015	0.0026473744915286746	0.0025427005697161277	0.011456278631973375	0.12195121951219512	True	GSTP1	True
GSE123902	LX680	LUAD	barrier_ligands	primary	down	220	15	0.4202357339955207	0.39965565073105846	-0.02058008326446223	-0.019979573780765262	-0.03868378212587476	0.024390243902439025	True	GSTP1	True
GSE123902	LX680	LUAD	chemokine_ligands	secondary	up	220	14	0.09936136517691818	0.09944070439114076	7.933921422258074e-05	0.00021792036488078856	0.004104116710474721	0.975609756097561	True	GSTP1	True
GSE123902	LX680	LUAD	TJ_broad	secondary	down	220	187	0.32387692583314587	0.3148589068824512	-0.009018018950694673	-0.008388040535422091	-0.014577576535268574	0.024390243902439025	True	GSTP1	True
GSE123902	LX681	LUAD	IFN	primary	up	400	211	0.2736952885047298	0.27000494916632506	-0.0036903393384047334	-0.003987423683340846	-0.012754670272617903	0.024390243902439025	True	TPT1	False
GSE123902	LX681	LUAD	MHC_I_APM	primary	up	400	21	0.5965968137380286	0.5932442134007851	-0.0033526003372435225	-0.005400172200019331	-0.032187239321509784	0.17073170731707318	True	TPT1	False
GSE123902	LX681	LUAD	chemokine	primary	up	400	15	0.09270553296000802	0.09652042763490037	0.0038148946748923457	0.00447953803123822	-0.022084261925204247	0.07317073170731707	True	TPT1	True
GSE123902	LX681	LUAD	barrier_ligands	primary	down	400	16	0.41062100097622534	0.3881607358421686	-0.022460265134056735	-0.02297550159467207	-0.006611866931205477	0.024390243902439025	True	TPT1	True
GSE123902	LX681	LUAD	chemokine_ligands	secondary	up	400	9	0.1430135721848084	0.1478907936139577	0.004877221429149319	0.005464481072019472	-0.03371890470953051	0.1951219512195122	True	TPT1	True
GSE123902	LX681	LUAD	TJ_broad	secondary	down	400	186	0.29201896001460476	0.28712890813581576	-0.004890051878789015	-0.005256970258995962	-0.010922128071866141	0.024390243902439025	True	TPT1	True
GSE123902	LX682	LUAD	IFN	primary	up	388	221	0.40636459765955246	0.4034700397444273	-0.00289455791512517	-0.0027556034235230115	-0.005185419014471376	0.024390243902439025	True	GSTP1	False
GSE123902	LX682	LUAD	MHC_I_APM	primary	up	388	21	1.2988926264746625	1.2898906408695898	-0.009001985605072624	-0.009109519160778632	-0.0134536968298301	0.024390243902439025	True	GSTP1	False
GSE123902	LX682	LUAD	chemokine	primary	up	388	25	0.2412405910692631	0.2423393535788265	0.0010987625095634024	0.0011029206343920925	0.007744298312199257	0.36585365853658536	True	GSTP1	True
GSE123902	LX682	LUAD	barrier_ligands	primary	down	388	16	0.14420225278218082	0.13076905026176322	-0.013433202520417591	-0.013464205662131508	-0.013921751390555636	0.024390243902439025	True	GSTP1	True
GSE123902	LX682	LUAD	chemokine_ligands	secondary	up	388	17	0.2082919504906886	0.20886475343584043	0.0005728029451518274	0.0005809068407235176	0.0020415575686796596	0.7073170731707317	True	GSTP1	True
GSE123902	LX682	LUAD	TJ_broad	secondary	down	388	189	0.2754225764785957	0.2735822273527263	-0.0018403491258693738	-0.0019132468469413347	-0.00628440992660936	0.024390243902439025	True	GSTP1	True
GSE123902	LX684	LUAD	IFN	primary	up	166	210	0.2920955824645053	0.2906588141025645	-0.0014367683619407768	-0.0013342951530184448	-0.0026545454700555747	0.3170731707317073	True	RPLP0	False
GSE123902	LX684	LUAD	MHC_I_APM	primary	up	166	21	0.8658496824595054	0.8681287061876413	0.002279023728135847	0.0028629852671381434	0.004307267819930773	0.5365853658536586	True	RPLP0	True
GSE123902	LX684	LUAD	chemokine	primary	up	166	21	0.11925555753156862	0.11947789734212992	0.00022233981056129785	0.0003711858667819151	-0.005398315512343075	0.6097560975609756	True	RPLP0	True
GSE123902	LX684	LUAD	barrier_ligands	primary	down	166	15	0.3822785020161348	0.3720036265959109	-0.010274875420223886	-0.010997484250394096	-1.667446831001281e-05	0.024390243902439025	True	RPLP0	True
GSE123902	LX684	LUAD	chemokine_ligands	secondary	up	166	14	0.1155209267769789	0.11616304394432714	0.0006421171673482418	0.000696653160124091	-0.006536709433507997	0.4878048780487805	True	RPLP0	True
GSE123902	LX684	LUAD	TJ_broad	secondary	down	166	183	0.2943468368668895	0.2908153727041865	-0.0035314641627029832	-0.0040830600554661225	-0.007870108306783127	0.024390243902439025	True	RPLP0	True
GSE123902	LX701	LUAD	IFN	primary	up	83	196	0.19497008342990133	0.19494317802043665	-2.6905409464675762e-05	-8.001345666518194e-06	-0.003325184450417693	0.975609756097561	True	UBB	False
GSE123902	LX701	LUAD	MHC_I_APM	primary	up	83	20	0.7176178583855881	0.7165828410648386	-0.0010350173207495361	-0.0009307879407444752	-0.00254395810528136	0.04878048780487805	True	UBB	False
GSE123902	LX701	LUAD	chemokine	primary	up	83	17	0.038873938269145585	0.03877866055706906	-9.527771207652741e-05	-6.166989496568959e-05	-5.373139309419191e-05	0.6585365853658537	True	UBB	False
GSE123902	LX701	LUAD	barrier_ligands	primary	down	83	14	0.1834017744737789	0.18231495305121467	-0.0010868214225642305	-0.0011678564151265567	-0.005180415549440758	0.04878048780487805	True	UBB	True
GSE123902	LX701	LUAD	chemokine_ligands	secondary	up	83	13	0.026458008014990667	0.026410257166639844	-4.775084835082177e-05	-2.3739909134776922e-05	-0.0005189720183626758	0.9024390243902439	True	UBB	False
GSE123902	LX701	LUAD	TJ_broad	secondary	down	83	155	0.17327807948727314	0.17279642329366865	-0.00048165619360450337	-0.000467284886747571	-0.002664928995151677	0.0975609756097561	True	UBB	True
GSE131907	BRONCHO_11	LUAD	IFN	primary	up	203	215	0.3091697531939342	0.3015271967150339	-0.0076425564789002875	-0.007354657878948888	-0.0015284477511959904	0.024390243902439025	True	UBB	False
GSE131907	BRONCHO_11	LUAD	MHC_I_APM	primary	up	203	21	0.7212801983036038	0.7008483727856143	-0.020431825517989465	-0.01989887221621227	-0.009542601206498249	0.024390243902439025	True	UBB	False
GSE131907	BRONCHO_11	LUAD	chemokine	primary	up	203	24	0.16976046365005637	0.16577303944281532	-0.003987424207241034	-0.003770194627684894	-0.0002723668872210887	0.024390243902439025	True	UBB	False
GSE131907	BRONCHO_11	LUAD	barrier_ligands	primary	down	203	13	0.5514772793089635	0.5277921563150717	-0.02368512299389184	-0.023176677731954372	0.008060603936713389	0.024390243902439025	True	UBB	True
GSE131907	BRONCHO_11	LUAD	chemokine_ligands	secondary	up	203	16	0.21710737673285094	0.21185600140863087	-0.005251375324220057	-0.005003784675952974	0.0003336781589470884	0.04878048780487805	True	UBB	False
GSE131907	BRONCHO_11	LUAD	TJ_broad	secondary	down	203	177	0.33815438536292397	0.33172571683403246	-0.0064286685288915115	-0.006354113292334425	0.0008070090487469237	0.024390243902439025	True	UBB	True
GSE131907	BRONCHO_58	LUAD	IFN	primary	up	400	218	0.36254897590364005	0.3556538276784469	-0.0068951482251931465	-0.006572460702571473	-0.008817289784046875	0.024390243902439025	True	UBB	False
GSE131907	BRONCHO_58	LUAD	MHC_I_APM	primary	up	400	21	1.0354485871523968	1.0097665481728342	-0.025682038979562706	-0.026191411332460005	-0.025977625352330527	0.024390243902439025	True	UBB	False
GSE131907	BRONCHO_58	LUAD	chemokine	primary	up	400	24	0.1324870654254802	0.13111056760002082	-0.0013764978254593614	-0.0014685748551805879	-0.0026071739741560596	0.36585365853658536	True	UBB	False
GSE131907	BRONCHO_58	LUAD	barrier_ligands	primary	down	400	15	0.3221792197529735	0.30799593592950925	-0.01418328382346421	-0.014266272800133378	-0.008714767164994048	0.024390243902439025	True	UBB	True
GSE131907	BRONCHO_58	LUAD	chemokine_ligands	secondary	up	400	17	0.1674133468001998	0.16603805130538257	-0.0013752954948172437	-0.0014989223159478384	-0.0031613678919165315	0.4146341463414634	True	UBB	False
GSE131907	BRONCHO_58	LUAD	TJ_broad	secondary	down	400	186	0.28947284815949964	0.28346477556920446	-0.006008072590295172	-0.005662140925244635	-0.0018024712915963425	0.024390243902439025	True	UBB	True
GSE131907	EBUS_06	LUAD	IFN	primary	up	400	205	0.14315692887380582	0.13963262883831093	-0.0035243000354948937	-0.003256378649206697	-0.0036747820229399695	0.024390243902439025	True	GAPDH	False
GSE131907	EBUS_06	LUAD	MHC_I_APM	primary	up	400	21	0.32979419568307416	0.31705605114558955	-0.012738144537484623	-0.012434073768706722	-0.013928029238951058	0.024390243902439025	True	GAPDH	False
GSE131907	EBUS_06	LUAD	chemokine	primary	up	400	17	0.03274641951026664	0.032953226338623194	0.0002068068283565566	0.0002453825564673	-0.00295461839037474	0.8048780487804879	True	GAPDH	True
GSE131907	EBUS_06	LUAD	barrier_ligands	primary	down	400	15	0.5179602563177985	0.49750233177185127	-0.02045792454594725	-0.02084505091402545	-0.013204520394125134	0.024390243902439025	True	GAPDH	True
GSE131907	EBUS_06	LUAD	chemokine_ligands	secondary	up	400	12	0.042765320404248075	0.04275052553427931	-1.4794869968762586e-05	2.2192147421486684e-05	-0.0037823745282116587	0.975609756097561	False	GAPDH	False
GSE131907	EBUS_06	LUAD	TJ_broad	secondary	down	400	181	0.3398971207345165	0.33318952490018194	-0.006707595834334584	-0.006705542493395786	-0.009517476919918654	0.024390243902439025	True	GAPDH	True
GSE131907	EBUS_10	LUAD	IFN	primary	up	367	218	0.3134383998307229	0.3085297598963924	-0.004908639934330473	-0.004386225541194105	-0.006109950757020795	0.024390243902439025	True	UBB	False
GSE131907	EBUS_10	LUAD	MHC_I_APM	primary	up	367	21	0.8143326310312609	0.797187356064732	-0.017145274966528824	-0.016166550769210235	-0.025808827363807938	0.024390243902439025	True	UBB	False
GSE131907	EBUS_10	LUAD	chemokine	primary	up	367	24	0.10453627671126799	0.10262227090626941	-0.0019140058049985724	-0.001470781115086138	0.004067950934085439	0.4878048780487805	True	UBB	False
GSE131907	EBUS_10	LUAD	barrier_ligands	primary	down	367	13	0.3509576325322956	0.33077730228626895	-0.02018033024602666	-0.01962360107078853	-0.0017861128368379378	0.024390243902439025	True	UBB	True
GSE131907	EBUS_10	LUAD	chemokine_ligands	secondary	up	367	17	0.1292006176541892	0.12537722377794802	-0.0038233938762411756	-0.0031940875286259208	0.004093602182353287	0.21951219512195122	True	UBB	False
GSE131907	EBUS_10	LUAD	TJ_broad	secondary	down	367	180	0.2928886792613856	0.28934272462285304	-0.003545954638532578	-0.0031455885640718087	-0.0016820184750484907	0.024390243902439025	True	UBB	True
GSE131907	EBUS_12	LUAD	IFN	primary	up	257	217	0.4663829704802956	0.45939007766110074	-0.006992892819194869	-0.007470105873228664	-0.01406039054774005	0.024390243902439025	True	UBB	False
GSE131907	EBUS_12	LUAD	MHC_I_APM	primary	up	257	21	1.1891373575411301	1.1711336912721897	-0.01800366626894043	-0.01875299807974	-0.041966556230108316	0.024390243902439025	True	UBB	False
GSE131907	EBUS_12	LUAD	chemokine	primary	up	257	20	0.23356480547023006	0.23196591153412557	-0.0015988939361044837	-0.0012626539398606822	0.0014725237121448176	0.5121951219512195	True	UBB	False
GSE131907	EBUS_12	LUAD	barrier_ligands	primary	down	257	14	0.6892193383194989	0.6578877779681659	-0.03133156035133304	-0.03278304342313746	-0.010086279678116542	0.024390243902439025	True	UBB	True
GSE131907	EBUS_12	LUAD	chemokine_ligands	secondary	up	257	14	0.32163401515612633	0.31994483359447734	-0.0016891815616489946	-0.0011239364709921592	0.001997162904882197	0.6585365853658537	True	UBB	False
GSE131907	EBUS_12	LUAD	TJ_broad	secondary	down	257	184	0.37614437820715624	0.3702367288860915	-0.005907649321064717	-0.00688853664940477	-0.00811272501642769	0.024390243902439025	True	UBB	True
GSE131907	EBUS_15	LUAD	IFN	primary	up	256	214	0.28218921238380346	0.2780523904292163	-0.004136821954587169	-0.0041689703175167535	-0.0021588145377498284	0.024390243902439025	True	UBB	False
GSE131907	EBUS_15	LUAD	MHC_I_APM	primary	up	256	21	0.8395882384500111	0.8244560121568991	-0.015132226293111992	-0.01577591288605235	-0.008526256716345139	0.024390243902439025	True	UBB	False
GSE131907	EBUS_15	LUAD	chemokine	primary	up	256	22	0.08860331669673882	0.0868886565025359	-0.0017146601942029224	-0.0016740708177732236	-0.00016682704463050609	0.04878048780487805	True	UBB	False
GSE131907	EBUS_15	LUAD	barrier_ligands	primary	down	256	13	0.3312254054866711	0.31527646021810835	-0.015948945268562758	-0.016260689316742686	0.00210566566116726	0.024390243902439025	True	UBB	True
GSE131907	EBUS_15	LUAD	chemokine_ligands	secondary	up	256	15	0.1200698080525655	0.11750951157768041	-0.002560296474885083	-0.00240696924466596	0.00010203035173059441	0.024390243902439025	True	UBB	False
GSE131907	EBUS_15	LUAD	TJ_broad	secondary	down	256	169	0.30761820702593845	0.30333919195726905	-0.0042790150686694015	-0.00448963668463786	-0.0017586611384903595	0.024390243902439025	True	UBB	True
GSE131907	EBUS_19	LUAD	IFN	primary	up	217	213	0.3518132801478106	0.3464502006615163	-0.005363079486294301	-0.0054541720937873305	-0.007119351355194189	0.04878048780487805	True	UBB	False
GSE131907	EBUS_19	LUAD	MHC_I_APM	primary	up	217	20	0.876474910279556	0.8560745102432518	-0.020400400036304226	-0.021321022797813952	-0.014033353067931499	0.024390243902439025	True	UBB	False
GSE131907	EBUS_19	LUAD	chemokine	primary	up	217	22	0.09295923465205524	0.08902816257960663	-0.003931072072448609	-0.004657421561070807	0.001528233944159258	0.04878048780487805	True	UBB	False
GSE131907	EBUS_19	LUAD	barrier_ligands	primary	down	217	13	0.5779604200419085	0.55119350492658	-0.02676691511532845	-0.028233295210402038	0.007928185131026739	0.024390243902439025	True	UBB	True
GSE131907	EBUS_19	LUAD	chemokine_ligands	secondary	up	217	15	0.12052277932200095	0.11518080897651291	-0.005341970345488045	-0.006135308352855728	0.001958483243565789	0.04878048780487805	True	UBB	False
GSE131907	EBUS_19	LUAD	TJ_broad	secondary	down	217	183	0.366660651991017	0.35692705424022114	-0.00973359775079585	-0.010151146154332245	-0.0005225583390856977	0.024390243902439025	True	UBB	True
GSE131907	EBUS_28	LUAD	IFN	primary	up	400	204	0.2764290318234873	0.26763035987577666	-0.00879867194771065	-0.00884272363969582	-0.005919578038764246	0.024390243902439025	True	GSTP1	False
GSE131907	EBUS_28	LUAD	MHC_I_APM	primary	up	400	21	0.7996420726967179	0.771029117029011	-0.02861295566770691	-0.027121392912423162	-0.030764058440441423	0.024390243902439025	True	GSTP1	False
GSE131907	EBUS_28	LUAD	chemokine	primary	up	400	15	0.07061495974042116	0.07337923499563276	0.0027642752552115967	0.0028530491326629387	0.00806046380127709	0.43902439024390244	True	GSTP1	True
GSE131907	EBUS_28	LUAD	barrier_ligands	primary	down	400	13	0.48877297084885896	0.44619742273873547	-0.0425755481101235	-0.04407612888311259	-0.027045435463352346	0.024390243902439025	True	GSTP1	True
GSE131907	EBUS_28	LUAD	chemokine_ligands	secondary	up	400	12	0.07282523505556729	0.07448749456674056	0.0016622595111732735	0.0017790926094913304	0.011436151148443076	0.6829268292682927	True	GSTP1	True
GSE131907	EBUS_28	LUAD	TJ_broad	secondary	down	400	170	0.3390353212587429	0.3324971080168548	-0.00653821324188811	-0.005959364816287545	-0.007545837722091173	0.04878048780487805	True	GSTP1	True
GSE131907	EBUS_49	LUAD	IFN	primary	up	114	195	0.1369023888204939	0.13495501839217566	-0.0019473704283182582	-0.0020968465259463913	-0.002805303372249971	0.024390243902439025	True	UBB	False
GSE131907	EBUS_49	LUAD	MHC_I_APM	primary	up	114	19	0.3789054524558605	0.37123717689250607	-0.007668275563354432	-0.008235541584101003	-0.005950325208661024	0.024390243902439025	True	UBB	False
GSE131907	EBUS_49	LUAD	chemokine	primary	up	114	13	0.13032111616049832	0.12808672965286363	-0.0022343865076346957	-0.0022524658253011646	-0.00391350411186867	0.024390243902439025	True	UBB	False
GSE131907	EBUS_49	LUAD	barrier_ligands	primary	down	114	13	0.23007193213170177	0.221875650244514	-0.008196281887187754	-0.008593842707812688	-0.009082106705220175	0.024390243902439025	True	UBB	True
GSE131907	EBUS_49	LUAD	chemokine_ligands	secondary	up	114	9	0.1751855354302448	0.17253818890855016	-0.002647346521694617	-0.002681975311286837	-0.005256101868848385	0.04878048780487805	True	UBB	False
GSE131907	EBUS_49	LUAD	TJ_broad	secondary	down	114	167	0.29904751775057203	0.29510982846875317	-0.003937689281818851	-0.004035235452866412	-0.005606980347041472	0.024390243902439025	True	UBB	True
GSE131907	EBUS_51	LUAD	IFN	primary	up	400	211	0.34893877831290043	0.34474859301779204	-0.0041901852951083856	-0.004247244259461031	-0.007588593831597479	0.024390243902439025	True	UBB	False
GSE131907	EBUS_51	LUAD	MHC_I_APM	primary	up	400	21	0.7795935980571912	0.7748480579893611	-0.004745540067830097	-0.004173083491551483	-0.02277869482655108	0.43902439024390244	True	UBB	False
GSE131907	EBUS_51	LUAD	chemokine	primary	up	400	20	0.14402651916255194	0.14332979811466462	-0.0006967210478873095	-0.000956165034166847	0.005146154211792987	0.5121951219512195	True	UBB	False
GSE131907	EBUS_51	LUAD	barrier_ligands	primary	down	400	14	0.3952282772912732	0.3838280177867426	-0.011400259504530625	-0.013135837620878738	-0.005239611070822757	0.024390243902439025	True	UBB	True
GSE131907	EBUS_51	LUAD	chemokine_ligands	secondary	up	400	13	0.2067368879040081	0.20568411445662993	-0.0010527734473781746	-0.0012378695810326597	0.007862512693371208	0.5121951219512195	True	UBB	False
GSE131907	EBUS_51	LUAD	TJ_broad	secondary	down	400	181	0.33045661220164907	0.32538207838627947	-0.005074533815369607	-0.005286023620772185	-0.0016275944642195324	0.024390243902439025	True	UBB	True
GSE131907	NS_02	LUAD	IFN	primary	up	181	208	0.2505239483193028	0.24724354913115046	-0.0032803991881523438	-0.0035160178430136855	-0.0005694627751559907	0.024390243902439025	True	GSTP1	False
GSE131907	NS_02	LUAD	MHC_I_APM	primary	up	181	21	0.5367247718489642	0.5259819502009054	-0.010742821648058683	-0.010169752988054894	-0.001535264122765267	0.024390243902439025	True	GSTP1	False
GSE131907	NS_02	LUAD	chemokine	primary	up	181	18	0.1720524093258995	0.16969265602813494	-0.0023597532977645544	-0.0024930785843967516	-0.0014145601196353334	0.024390243902439025	True	GSTP1	False
GSE131907	NS_02	LUAD	barrier_ligands	primary	down	181	15	0.15943817227033033	0.1522982662485404	-0.007139906021789928	-0.007427727143389971	-0.001254873801382357	0.024390243902439025	True	GSTP1	True
GSE131907	NS_02	LUAD	chemokine_ligands	secondary	up	181	12	0.23956337445886677	0.23626281079691144	-0.003300563661955332	-0.003500673211815611	-0.0016534436969919783	0.024390243902439025	True	GSTP1	False
GSE131907	NS_02	LUAD	TJ_broad	secondary	down	181	174	0.2575235810206249	0.2545024078243668	-0.003021173196258122	-0.0030538539992891176	-0.0007547758465866627	0.024390243902439025	True	GSTP1	True
