dataset	unit_id	histology	program	tier	expect	n_cells_fit	n_genes	before	after	delta_cldn4	delta_cldn4_single	delta_control	perm_p	stable_sign	control_gene	kd_like
GSE205335	P1079	ADC	TJ_broad	secondary	down	400	173	0.33338767710850614	0.32676527970412705	-0.006622397404379061	-0.00659570420234819	-0.0010876616719814683	0.024390243902439025	True	FTL	True
GSE205335	P1084	ADC	IFN	primary	up	196	220	0.3819109582259724	0.3778719686388507	-0.004038989587121657	-0.0035910973332024454	-0.00453677031329883	0.12195121951219512	True	UBB	False
GSE205335	P1084	ADC	MHC_I_APM	primary	up	196	21	1.3350691588214865	1.3149240706990832	-0.02014508812240333	-0.018849588201266535	-0.009496681726915087	0.12195121951219512	True	UBB	False
GSE205335	P1084	ADC	chemokine	primary	up	196	22	0.088658313049283	0.0947737716392838	0.0061154585900007954	0.006800781141286804	-0.00393021880557998	0.04878048780487805	True	UBB	True
GSE205335	P1084	ADC	barrier_ligands	primary	down	196	15	0.7324223829150035	0.6850932449654724	-0.04732913794953105	-0.048214036958125234	0.001415458743841131	0.024390243902439025	True	UBB	True
GSE205335	P1084	ADC	chemokine_ligands	secondary	up	196	14	0.11017174567671063	0.11668932784670769	0.006517582169997058	0.0074859489730809935	-0.004630158031538917	0.0975609756097561	True	UBB	True
GSE205335	P1084	ADC	TJ_broad	secondary	down	196	190	0.4156818378391505	0.4047308462461504	-0.010950991593000128	-0.011204897479997006	-0.0028933466109224695	0.024390243902439025	True	UBB	True
GSE205335	P1089	ADC	IFN	primary	up	400	199	0.18507838303536067	0.1803940395070146	-0.004684343528346076	-0.004930153408807911	-0.004372314751712643	0.024390243902439025	True	RPLP0	False
GSE205335	P1089	ADC	MHC_I_APM	primary	up	400	20	0.37771238225397635	0.3620478748929446	-0.015664507361031737	-0.01575957320930902	-0.0021653454463606554	0.024390243902439025	True	RPLP0	False
GSE205335	P1089	ADC	chemokine	primary	up	400	12	0.05516511549696879	0.05313772170423637	-0.0020273937927324237	-0.002915234176233435	-0.002728766178793535	0.2682926829268293	True	RPLP0	False
GSE205335	P1089	ADC	barrier_ligands	primary	down	400	14	0.5002877033859251	0.4598789374084316	-0.0404087659774935	-0.03947742844434433	-0.0050885442854858515	0.024390243902439025	True	RPLP0	True
GSE205335	P1089	ADC	chemokine_ligands	secondary	up	400	8	0.0752740829295228	0.0714885809981006	-0.003785501931422201	-0.005255471507863028	-0.0009698233525162807	0.12195121951219512	True	RPLP0	False
GSE205335	P1089	ADC	TJ_broad	secondary	down	400	176	0.3071309277504864	0.29899097866594493	-0.00813994908454144	-0.007834765489735421	-0.003786451361330452	0.024390243902439025	True	RPLP0	True
GSE205335	P1090	SQ	IFN	primary	up	400	217	0.309410585567513	0.309052552519236	-0.00035803304827700084	-0.0005514235104282347	-0.005446813471096881	0.5609756097560976	True	UBB	False
GSE205335	P1090	SQ	MHC_I_APM	primary	up	400	21	1.1700787552263259	1.1626721249755336	-0.0074066302507922255	-0.008189395835949024	-0.005409592643109683	0.024390243902439025	True	UBB	False
GSE205335	P1090	SQ	chemokine	primary	up	400	20	0.08162772619644608	0.08366021534045344	0.0020324891440073657	0.0020335644735454063	-0.003629990970023899	0.04878048780487805	True	UBB	True
GSE205335	P1090	SQ	barrier_ligands	primary	down	400	16	0.3536644523127758	0.3453034857510024	-0.008360966561773441	-0.008798092767826796	-0.0025185818601861595	0.024390243902439025	True	UBB	True
GSE205335	P1090	SQ	chemokine_ligands	secondary	up	400	14	0.10376512580928704	0.1065089877916955	0.0027438619824084617	0.0026988175632384733	-0.0035289284306743527	0.04878048780487805	True	UBB	True
GSE205335	P1090	SQ	TJ_broad	secondary	down	400	180	0.281394032411565	0.2786534152257106	-0.002740617185854469	-0.0030343352023568613	-0.007277956189358479	0.024390243902439025	True	UBB	True
GSE205335	P1115	SCLC	IFN	primary	up	400	186	0.18301848557147896	0.18298273292020173	-3.5752651277232244e-05	-0.0006142561971652168	-0.002280780949860852	0.5365853658536586	True	GSTP1	False
GSE205335	P1115	SCLC	MHC_I_APM	primary	up	400	20	0.40889568489308137	0.40966574216584317	0.0007700572727618102	0.0005150654479551448	-0.006081939539236678	0.8048780487804879	True	GSTP1	True
GSE205335	P1115	SCLC	chemokine	primary	up	400	10	0.027940251982945	0.027117528320360164	-0.0008227236625848341	-0.0009800263011558908	0.0022530399140176225	0.6097560975609756	True	GSTP1	False
GSE205335	P1115	SCLC	barrier_ligands	primary	down	400	16	0.3735768928975443	0.3657741374480106	-0.00780275544953371	-0.011393332190965659	-0.006177723857034602	0.04878048780487805	True	GSTP1	True
GSE205335	P1115	SCLC	chemokine_ligands	secondary	up	400	9	0.004944252642993006	0.007412771598343807	0.002468518955350801	0.0016682300466801954	0.0022875191771459737	0.07317073170731707	True	GSTP1	True
GSE205335	P1115	SCLC	TJ_broad	secondary	down	400	186	0.3315677312950336	0.33095765007491984	-0.0006100812201137619	-0.0009068806834718594	-0.002461855905017951	0.4634146341463415	True	GSTP1	True
GSE205335	P1119	ADC	IFN	primary	up	400	216	0.316390006500198	0.31680853830842987	0.00041853180823186786	0.0005116678815772783	-0.004520908778464489	0.5365853658536586	True	TMSB4X	True
GSE205335	P1119	ADC	MHC_I_APM	primary	up	400	21	1.0893873968192764	1.0890795462920029	-0.0003078505272734668	-0.0003673335228372508	-0.007679187026727493	0.8048780487804879	True	TMSB4X	False
GSE205335	P1119	ADC	chemokine	primary	up	400	19	0.055341100524187725	0.0572094388828672	0.0018683383586794737	0.0017603569878263837	-0.01242226018704593	0.14634146341463414	True	TMSB4X	True
GSE205335	P1119	ADC	barrier_ligands	primary	down	400	15	0.25814300362476805	0.23879291042019418	-0.01935009320457386	-0.019334339688358352	0.0077138155484213445	0.024390243902439025	True	TMSB4X	True
GSE205335	P1119	ADC	chemokine_ligands	secondary	up	400	13	0.06438087493010576	0.06645942950223688	0.002078554572131117	0.0019595929231190686	-0.014859667853029435	0.17073170731707318	True	TMSB4X	True
GSE205335	P1119	ADC	TJ_broad	secondary	down	400	176	0.28002619335543055	0.2770886152248256	-0.0029375781306049454	-0.002699431655137829	-0.0017521693966587265	0.024390243902439025	True	TMSB4X	True
GSE189357	TD1	NSCLC	IFN	primary	up	400	215	0.31395765812836246	0.30732648334328555	-0.0066311747850768986	-0.006522900042119193	-0.006350145837545484	0.024390243902439025	True	UBB	False
GSE189357	TD1	NSCLC	MHC_I_APM	primary	up	400	21	0.9384073174321895	0.9196995165469236	-0.018707800885265944	-0.018080657379180978	-0.02302178826401082	0.024390243902439025	True	UBB	False
GSE189357	TD1	NSCLC	chemokine	primary	up	400	24	0.16035702795515594	0.1585537901728344	-0.0018032377823215164	-0.0015014860045282274	-0.006297502904013404	0.34146341463414637	True	UBB	False
GSE189357	TD1	NSCLC	barrier_ligands	primary	down	400	16	0.3073200137302637	0.2844718048184107	-0.022848208911852963	-0.022946636627108347	0.005757334634333258	0.024390243902439025	True	UBB	True
GSE189357	TD1	NSCLC	chemokine_ligands	secondary	up	400	16	0.19268301739517774	0.1876148040333925	-0.005068213361785238	-0.004687293326907717	-0.004234690772247036	0.04878048780487805	True	UBB	False
GSE189357	TD1	NSCLC	TJ_broad	secondary	down	400	189	0.2823699241254851	0.2770318440949054	-0.005338080030579732	-0.0053853216032315986	-0.002857642221204313	0.024390243902439025	True	UBB	True
GSE189357	TD2	NSCLC	IFN	primary	up	400	219	0.2501014288236428	0.2486383079603487	-0.0014631208632940817	-0.0015286834155454356	-0.0011145132040304947	0.024390243902439025	True	RPLP0	False
GSE189357	TD2	NSCLC	MHC_I_APM	primary	up	400	21	0.689550260761945	0.6854453372422247	-0.004104923519720382	-0.003481828540803276	-0.0009614827932771458	0.21951219512195122	True	RPLP0	False
GSE189357	TD2	NSCLC	chemokine	primary	up	400	25	0.11394830771355642	0.11701996747078205	0.00307165975722563	0.0032616173989084016	-0.001141750543365234	0.024390243902439025	True	RPLP0	True
GSE189357	TD2	NSCLC	barrier_ligands	primary	down	400	15	0.21100710792099653	0.1944571620378451	-0.016549945883151413	-0.01668574692962931	0.00369729881283575	0.024390243902439025	True	RPLP0	True
GSE189357	TD2	NSCLC	chemokine_ligands	secondary	up	400	17	0.10402213286898744	0.10611455188861517	0.0020924190196277338	0.0020084178408413893	0.0032099635632847796	0.0975609756097561	True	RPLP0	True
GSE189357	TD2	NSCLC	TJ_broad	secondary	down	400	190	0.2513168127364577	0.24747357922912488	-0.003843233507332777	-0.0038318022856993236	-0.00020186061954658162	0.024390243902439025	True	RPLP0	True
GSE189357	TD3	NSCLC	IFN	primary	up	400	218	0.2890663362390241	0.2916845568089424	0.002618220569918311	0.0025404318546839995	-0.006120740312450327	0.024390243902439025	True	GAPDH	True
GSE189357	TD3	NSCLC	MHC_I_APM	primary	up	400	21	0.8114494485039077	0.8282831201861187	0.016833671682211067	0.016903023512818225	-0.017120791547613912	0.024390243902439025	True	GAPDH	True
GSE189357	TD3	NSCLC	chemokine	primary	up	400	22	0.10523158853420643	0.10835863352509581	0.0031270449908893834	0.003344795088474425	-0.004545204624444766	0.04878048780487805	True	GAPDH	True
GSE189357	TD3	NSCLC	barrier_ligands	primary	down	400	16	0.3268174745052395	0.31276789299328567	-0.014049581511953861	-0.014981143021782103	0.004773649195120203	0.024390243902439025	True	GAPDH	True
GSE189357	TD3	NSCLC	chemokine_ligands	secondary	up	400	15	0.12436997569678253	0.1287898387421202	0.004419863045337664	0.0048326117026752545	-0.006613266192016729	0.04878048780487805	True	GAPDH	True
GSE189357	TD3	NSCLC	TJ_broad	secondary	down	400	196	0.3287114860701222	0.32839981714978883	-0.00031166892033335144	-0.000792507065795098	-0.005955446033851305	0.43902439024390244	True	GAPDH	True
GSE189357	TD4	NSCLC	IFN	primary	up	400	218	0.2630975153024456	0.2625030346310117	-0.0005944806714338767	-0.0006157733015034711	-0.004399515600068926	0.2926829268292683	True	GAPDH	False
GSE189357	TD4	NSCLC	MHC_I_APM	primary	up	400	21	0.7412219574985072	0.740332522423908	-0.0008894350745991242	-0.0008631210439582644	-0.012528941051458064	0.7560975609756098	True	GAPDH	False
GSE189357	TD4	NSCLC	chemokine	primary	up	400	22	0.1132153110868335	0.11364505147659336	0.0004297403897598645	0.00040533027148196134	-0.0002904229115103102	0.6585365853658537	True	GAPDH	True
GSE189357	TD4	NSCLC	barrier_ligands	primary	down	400	16	0.22583348476713516	0.213139635553391	-0.012693849213744179	-0.012970251580564994	0.004044955039413067	0.024390243902439025	True	GAPDH	True
GSE189357	TD4	NSCLC	chemokine_ligands	secondary	up	400	15	0.13188859241504078	0.1320415890136313	0.00015299659859053597	0.00011994672281859628	-9.976516560220743e-05	0.9024390243902439	True	GAPDH	True
GSE189357	TD4	NSCLC	TJ_broad	secondary	down	400	189	0.3058574958014578	0.3035557835513347	-0.0023017122501230772	-0.002266610215396844	-0.003729132017542182	0.024390243902439025	True	GAPDH	True
GSE189357	TD5	NSCLC	IFN	primary	up	400	220	0.32036578554198175	0.3195758971107789	-0.0007898884312028759	-0.0006487911944015714	0.0007014661081062824	0.3170731707317073	True	GSTP1	False
GSE189357	TD5	NSCLC	MHC_I_APM	primary	up	400	21	0.9270091345350233	0.9291013486266633	0.0020922140916399593	0.0016592164857689915	0.012178749262721614	0.24390243902439024	True	GSTP1	True
GSE189357	TD5	NSCLC	chemokine	primary	up	400	25	0.23336391563764686	0.23196917001283263	-0.0013947456248142413	-0.001199845602201444	0.0026847371980279343	0.5365853658536586	True	GSTP1	False
GSE189357	TD5	NSCLC	barrier_ligands	primary	down	400	16	0.16837316647734688	0.15749383283600427	-0.010879333641342607	-0.010554849957533153	-0.018708153231301712	0.024390243902439025	True	GSTP1	True
GSE189357	TD5	NSCLC	chemokine_ligands	secondary	up	400	17	0.25930787578371867	0.2565654774970542	-0.0027423982866644388	-0.0024737097792298323	0.0008126957114333974	0.3170731707317073	True	GSTP1	False
GSE189357	TD5	NSCLC	TJ_broad	secondary	down	400	189	0.26757156333332704	0.26452966763985414	-0.003041895693472891	-0.003016323398765001	-0.0036409130146544504	0.024390243902439025	True	GSTP1	True
GSE189357	TD6	NSCLC	IFN	primary	up	400	220	0.26135248381779647	0.25880074286089644	-0.0025517409569000516	-0.002419297576345804	-0.005403656305533877	0.024390243902439025	True	GAPDH	False
GSE189357	TD6	NSCLC	MHC_I_APM	primary	up	400	21	0.6452983165595624	0.6412959626811545	-0.004002353878407823	-0.00325605618153125	-0.02056940192531796	0.2682926829268293	True	GAPDH	False
GSE189357	TD6	NSCLC	chemokine	primary	up	400	20	0.11022033335474266	0.1126847408206189	0.0024644074658762465	0.0028831587816750717	-0.005717966763039604	0.1951219512195122	True	GAPDH	True
GSE189357	TD6	NSCLC	barrier_ligands	primary	down	400	16	0.3059983726353616	0.2835409041207624	-0.022457468514599226	-0.023939768362666872	0.008439933377475154	0.024390243902439025	True	GAPDH	True
GSE189357	TD6	NSCLC	chemokine_ligands	secondary	up	400	14	0.1484170076819251	0.15153173828877656	0.0031147306068514805	0.0036686089412690027	-0.005925578342166683	0.24390243902439024	True	GAPDH	True
GSE189357	TD6	NSCLC	TJ_broad	secondary	down	400	198	0.2829112419650438	0.27836338421253787	-0.004547857752505959	-0.005098797793658028	-0.003445630672062028	0.024390243902439025	True	GAPDH	True
GSE189357	TD7	NSCLC	IFN	primary	up	400	217	0.2802785706459051	0.28166593641797943	0.0013873657720743081	0.0012273302841314423	-0.0043636732163788395	0.07317073170731707	True	RPLP0	True
GSE189357	TD7	NSCLC	MHC_I_APM	primary	up	400	21	0.8014737984352149	0.8086713282408025	0.007197529805587499	0.006452552881148943	-0.009457798625643828	0.024390243902439025	True	RPLP0	True
GSE189357	TD7	NSCLC	chemokine	primary	up	400	22	0.2941074804468167	0.2963233411987022	0.0022158607518854814	0.0023551321999660943	-0.007547377351041097	0.21951219512195122	True	RPLP0	True
GSE189357	TD7	NSCLC	barrier_ligands	primary	down	400	16	0.1396410999982407	0.13074864295208993	-0.008892457046150763	-0.009018983637277527	0.0011243144819904325	0.024390243902439025	True	RPLP0	True
GSE189357	TD7	NSCLC	chemokine_ligands	secondary	up	400	14	0.37612794756834117	0.3784740282877995	0.002346080719458382	0.0026077214122	-0.010381391041530368	0.36585365853658536	True	RPLP0	True
GSE189357	TD7	NSCLC	TJ_broad	secondary	down	400	191	0.22938434506827776	0.2277090062264082	-0.001675338841869566	-0.0017616820986177501	-0.002054836668414977	0.024390243902439025	True	RPLP0	True
GSE189357	TD8	NSCLC	IFN	primary	up	400	217	0.27854983532299216	0.2786244384020798	7.460307908762095e-05	3.8433203744728936e-05	-0.004632735552992704	0.926829268292683	True	GSTP1	True
GSE189357	TD8	NSCLC	MHC_I_APM	primary	up	400	21	0.7174621279566221	0.7197403949684188	0.002278267011796717	0.002083630204908769	-0.006867989775824397	0.2926829268292683	True	GSTP1	True
GSE189357	TD8	NSCLC	chemokine	primary	up	400	21	0.09949074802589714	0.10248189297855724	0.0029911449526600995	0.0027068212644479517	0.0030961042155150257	0.0975609756097561	True	GSTP1	True
GSE189357	TD8	NSCLC	barrier_ligands	primary	down	400	16	0.18529788932280258	0.17441878277580125	-0.010879106547001319	-0.010496480567717268	-0.017174232034626827	0.024390243902439025	True	GSTP1	True
GSE189357	TD8	NSCLC	chemokine_ligands	secondary	up	400	14	0.12543181207165033	0.1286543945669528	0.003222582495302462	0.0027481361810054276	0.002768891987896032	0.17073170731707318	True	GSTP1	True
GSE189357	TD8	NSCLC	TJ_broad	secondary	down	400	189	0.27789129244971056	0.27431047617152965	-0.003580816278180924	-0.0031955209087343077	-0.009222694266241019	0.024390243902439025	True	GSTP1	True
GSE189357	TD9	NSCLC	IFN	primary	up	400	214	0.28868162494250177	0.2898944937806713	0.0012128688381695136	0.001372136328593384	-0.006866679480510252	0.21951219512195122	True	GAPDH	True
GSE189357	TD9	NSCLC	MHC_I_APM	primary	up	400	21	0.6591277288927995	0.667267584211718	0.008139855318918468	0.008965279913258933	-0.01258326197533492	0.04878048780487805	True	GAPDH	True
GSE189357	TD9	NSCLC	chemokine	primary	up	400	21	0.1931148925599456	0.20750061630034627	0.014385723740400676	0.016512816267280326	-0.007673962268224145	0.024390243902439025	True	GAPDH	True
GSE189357	TD9	NSCLC	barrier_ligands	primary	down	400	15	0.2600125727756068	0.24548823890393393	-0.014524333871672884	-0.014148250572787511	-0.0005650057037990185	0.024390243902439025	True	GAPDH	True
GSE189357	TD9	NSCLC	chemokine_ligands	secondary	up	400	14	0.2499881859055537	0.26644547219510123	0.016457286289547516	0.019157978437940225	-0.010536238106541605	0.024390243902439025	True	GAPDH	True
GSE189357	TD9	NSCLC	TJ_broad	secondary	down	400	183	0.2373734123166479	0.2354583414109833	-0.001915070905664616	-0.0018494330704605989	-0.005266715363727783	0.17073170731707318	True	GAPDH	True
