sample	CCL5	CD2	CD27	CD274	CD276	CD3E	CD68	CD8A	CD8B	CLDN4	CMKLR1	CTLA4	CXCL10	CXCL9	CXCR6	FOXP3	GZMA	GZMB	HAVCR2	HLA-DQA1	HLA-DRB1	HLA-E	IDO1	IFNG	LAG3	MS4A1	NKG7	PDCD1	PDCD1LG2	PRF1	PSMB10	STAT1	TACSTD2	TIGIT	CYT_GZMA_PRF1	CD8_score	GEP18	ESTIMATE_Stromal_score	ESTIMATE_Immune_score	ESTIMATE_score	estimate_purity	absolute_purity	aran_estimate_purity	aran_absolute_purity	aran_lump_purity	aran_ihc_purity	aran_cpe_purity	LeukocyteFraction_methylation	CIBERSORT_CD8_T	CIBERSORT_Tregs	CIBERSORT_NK_activated	CIBERSORT_Macrophage_M1	CIBERSORT_Macrophage_M2	Wolf_LymphocyteInfiltration	Wolf_MacrophageCSF1	Wolf_IFNgamma	Wolf_TGFbeta	Wolf_WoundHealing_CSR
TCGA-05-4398-01	9.8205	8.6798	8.2543	9.35	11.0984	8.4878	12.6063	8.3339	5.8949	14.5304	8.9605	6.352	11.0082	11.4627	7.3982	6.9902	7.3451	8.1295	9.9565	12.1797	13.0559	13.3967	8.4737	4.437	7.1064	7.7173	7.4935	6.9038	7.78	7.286	10.4346	13.1266	13.2303	7.1064	7.31555	7.1144	9.71288888888889	362.65	1514.83	1877.48	0.6367044040588599	0.33	0.6367	0.33		0.725	0.5172	0.286317880916589	0.08254566201345	0.0097478005864119	0.0	0.0709403761238122	0.337780797786456	1.311	1.0578	0.3803	0.3573	0.1785
TCGA-05-4402-01	8.631	7.8914	8.3792	5.5497	11.4714	7.7171	12.444	6.9463	4.8812	13.6874	8.5413	5.4656	9.1479	8.1693	6.4807	6.393	5.7762	5.6292	9.4699	12.1561	13.1779	13.6146	9.3189	0.9746	7.3241	7.1585	6.1194	4.5802	6.3587	8.4714	9.8021	13.4516	13.5477	5.8565	7.123799999999999	5.91375	8.963822222222223	208.5	848.38	1056.88	0.7247499408901107	0.44	0.7248	0.44		0.7	0.6367	0.285064289234768	0.0550480772380923	0.0249251676284632	0.0356379190867463	0.0342552163894754	0.375445710452781	1.0036	0.7332	0.3268	0.4149	0.0185
TCGA-05-4403-01	9.5907	8.1708	7.581	5.5928	11.7437	8.1916	13.4365	7.1322	5.3291	13.6806	8.9968	4.5727	9.217	10.0682	6.7329	5.4088	7.6542	5.9899	9.9108	11.6291	13.6511	14.7039	8.2161	2.206	5.6657	6.0637	7.0945	4.2947	6.4597	7.3762	11.3884	12.2551	13.4356	5.6814	7.5152	6.230650000000001	9.121294444444443	92.1	1327.2	1419.3	0.6870871137380617	0.46	0.6871	0.46		0.7	0.5991	0.255515652844683	0.0302659531293233	0.0343062391387041	0.0165373533470173	0.0388277934811056	0.379043267885923	1.0769	0.9554	0.2395	0.2989	-0.068
TCGA-05-4405-01	8.6696	7.7124	8.2577	6.3312	11.3276	7.7215	11.8697	7.9969	5.2267	14.0004	8.5649	4.5564	7.4425	7.7661	6.0137	5.0849	5.7728	5.2769	9.172	10.6604	12.4181	12.5417	5.6061	1.5791	6.0137	7.437	6.1679	5.0065	5.6256	7.3807	9.1653	12.5397	12.3312	4.9144	6.5767500000000005	6.611800000000001	8.365588888888889	873.93	845.61	1719.54	0.6544088822632816	0.38	0.6544	0.38	0.6664	0.675	0.592	0.304388607157382	0.111412631887028	0.0190454983159555	0.0	0.0	0.288009942897177	0.8356	0.6655	0.088	0.4508	-0.175
TCGA-05-4410-01	10.8994	9.2979	9.9167	6.7553	9.9168	9.3563	12.4067	9.3879	7.422	13.7489	9.5034	6.462	9.9934	12.6001	8.3719	6.5309	8.3585	8.5561	9.1582	13.6122	14.947	14.9322	9.5946	5.2937	7.8855	8.9992	7.7941	6.2171	7.5917	8.7194	10.3107	14.6714	13.0412	7.1848	8.53895	8.40495	10.326427777777777	-103.47	1449.18	1345.71	0.6948954532625036	0.24	0.6949	0.24	0.5118	0.675	0.5286	0.428618499173828	0.109386663416353	0.0133758793992828	0.0111225210399967	0.0878823551798384	0.15365177092588	1.8069	0.9173	0.3086	0.0366	-0.166
TCGA-05-4415-01	9.9531	7.6511	6.2041	6.0025	11.7941	7.5891	11.5151	8.7567	5.9824	7.7377	8.0928	5.2095	8.3966	10.2025	7.0162	5.3068	7.7674	9.0423	7.8669	9.5054	10.7616	12.6636	8.6744	5.506	7.4383	3.5983	7.8166	5.3259	5.9516	9.1846	9.4551	14.0301	7.8968	6.7973	8.475999999999999	7.36955	8.95088888888889	-1124.07	52.89	-1071.18	0.9014233200373721	0.67	0.9014	0.67	0.8048	0.8	0.8018	0.176539342184552	0.203173579414012	0.005158084411101	0.0489048526278524	0.0956403298409263	0.124117149939069	0.1968	-0.0966	0.276	-0.2839	0.4435
TCGA-05-4417-01	10.2598	9.5424	9.0209	6.3295	11.2796	9.5919	12.2452	8.8367	6.858	12.169	9.4112	7.5725	10.1877	11.4632	7.9625	8.0759	8.2086	9.0729	9.2338	12.6892	14.2779	13.431	8.5855	3.8423	7.2318	8.5295	8.0619	6.8501	7.0501	8.637	10.0834	13.116	11.3582	8.4713	8.4228	7.8473500000000005	9.864527777777775	1292.02	1580.98	2873.0	0.5176363320431341	0.4	0.5176	0.4	0.5799	0.65	0.5416	0.355197080047754	0.106259849671341	0.0163999502018865	0.0225827772431586	0.0580795897424511	0.254301859277179	1.8551	0.9571	0.3259	0.5142	-0.133
TCGA-05-4418-01	10.5798	9.1897	9.2808	7.0293	11.2028	9.275	13.5822	8.9393	7.0798	12.4972	9.0797	6.6916	10.3723	11.3175	8.0886	7.6024	8.1971	8.9597	9.268	11.9998	13.4801	14.2029	9.2126	4.3179	7.4553	8.0457	8.3752	6.7989	7.5657	8.4688	11.2737	13.8247	11.881	7.8744	8.33295	8.009549999999999	10.043455555555555	-111.7	1233.33	1121.62	0.7181695773634218	0.55	0.7182	0.52		0.7	0.656	0.437816928972493	0.119391198368627	0.0483950111681302	0.0392530383804615	0.0605608600471666	0.248634127508666	1.8467	0.7954	0.6717	0.1044	0.273
TCGA-05-4420-01	7.7164	6.6608	7.1043	4.3912	12.094	6.3481	12.0484	6.6382	6.2716	13.5723	7.2297	2.7623	6.2666	6.9395	6.447	3.9875	6.3939	6.2959	7.9007	7.1809	9.2913	12.1675	5.9543	0.8391	5.2901	3.5258	5.9604	4.373	5.1688	7.598	8.3718	10.8882	13.9231	4.2588	6.995950000000001	6.4549	7.394022222222223	-421.95	-179.48	-601.43	0.8694520541517813	0.59	0.8695	0.61		0.775	0.7413	0.204150962214001	0.0770099011955316	0.0253269318947459	0.0	0.0006846544121388	0.184819655381044	0.1669	-0.0875	-0.0045	0.1043	0.333
TCGA-05-4422-01	10.6665	9.5915	9.7242	5.7942	11.0804	9.6873	12.2978	10.1199	8.2226	13.3203	9.0376	6.9575	10.446	11.1493	8.7253	6.8945	8.2718	6.8664	9.285	12.6657	13.8816	14.5173	8.875	5.0822	7.6445	8.6007	8.4792	7.4218	6.8888	8.6276	10.8433	13.281	11.9682	7.8141	8.4497	9.17125	10.065994444444446	-693.0	1425.83	732.83	0.7566919111265055	0.62	0.7567	0.62		0.7	0.7019	0.321979601334647	0.170730730115062	0.0223385421768537	0.0266998789715329	0.0411314086947216	0.166255401897178	1.9779	0.9237	0.2146	-0.4185	-0.0085
TCGA-05-4424-01	9.5695	8.2531	7.3786	5.4403	11.048	8.5642	13.1415	8.3257	6.639	12.3135	9.6934	5.6328	9.1767	10.0079	7.5752	6.7462	6.802	6.713	9.7239	13.1069	14.0028	13.707	8.5029	1.5393	6.3497	5.8979	6.726	5.3077	7.1064	7.6829	9.5421	13.2115	11.8641	7.2076	7.24245	7.48235	9.361194444444445	509.42	1169.53	1678.95	0.6589024341014066	0.24	0.6589	0.24	0.6276	0.775	0.5353	0.326199534513884	0.0556618637518419	0.0081127356827493	0.0122652427752178	0.0484615313216075	0.397625481650673	0.9145	0.9873	0.1992	0.3044	0.02
TCGA-05-4425-01	10.1798	9.2443	7.1559	7.1154	11.2923	9.1942	12.5901	7.6333	5.6019	12.2492	9.6481	5.4623	10.6879	12.0882	7.4653	7.3077	7.9947	7.2381	9.8514	13.8715	15.2346	13.6334	8.7768	4.8288	5.7291	4.9643	6.7756	5.6184	8.0506	9.6888	10.6487	13.1321	12.7918	6.3796	8.841750000000001	6.6175999999999995	9.711683333333333	440.03	1600.66	2040.69	0.6180497686539359	0.61	0.618	0.61	0.7039	0.7	0.6944	0.228394484615928	0.0521704519595706	0.050522155424879	0.0	0.0464626244475807	0.399190412939802	0.9734	1.1021	0.3253	0.2405	-0.017
TCGA-05-4426-01	8.2713	8.0423	5.991	8.1975	11.1789	7.8956	12.6442	6.7589	4.8658	12.6853	7.2211	5.169	7.086	7.7058	6.3351	6.3891	6.1183	5.0958	8.7258	10.8123	14.2082	13.7287	5.305	2.4452	4.6614	4.2085	6.4953	5.7954	6.4666	6.4174	10.1436	12.5227	14.0765	5.7244	6.267849999999999	5.81235	8.429322222222222	-590.25	695.94	105.7	0.813586246717196	0.7	0.8136	0.71		0.75	0.8361	0.226345684347765	0.0788705207336739	0.059589621300319	0.0097432279778091	0.0039340745413266	0.362210530076303	0.2404	0.5145	0.2406	0.2166	-0.055
TCGA-05-4427-01	9.3236	7.8106	7.082	8.1979	11.3271	7.9874	12.03	8.2053	6.2125	13.2546	8.6405	5.671	9.1804	9.8888	6.5828	5.9167	7.6532	7.3439	8.8895	11.6003	12.6696	12.8511	7.8803	3.7125	6.289	5.2606	6.9729	4.2603	6.2703	7.3484	9.1917	13.9232	12.5083	6.6783	7.5008	7.2089	9.087483333333335	77.18	823.37	900.55	0.7403687954066519	0.47	0.7404	0.46	0.6577	0.725	0.6325	0.196915167110323	0.0850553557109197	0.0004412666847007	0.0174943765240916	0.0556731692942865	0.417569866708731					
TCGA-05-4430-01	9.486	8.5353	7.9565	6.1662	11.8969	8.4124	12.5596	8.2556	6.1789	13.9001	8.9034	6.3007	9.4588	10.1288	7.5926	6.9791	7.7182	8.0118	9.9333	13.281	13.7909	13.839	8.2928	2.7531	7.0901	6.4184	7.7247	5.4083	7.3936	8.026	10.3912	12.791	12.0457	6.3467	7.8721	7.21725	9.518166666666666	1057.05	1304.67	2361.71	0.5803329684992673	0.2	0.5803	0.21		0.725	0.4406	0.295727418154312	0.0561057086226869	0.0268232533576684	0.0465334261352035	0.0462082831271394	0.399165726818343	1.2705	0.9349	0.3213	0.6665	0.1235
TCGA-05-4432-01	9.6138	8.6896	9.1337	5.9031	11.0296	8.6805	12.7046	8.5163	7.1734	12.9188	8.9184	6.2478	8.9591	11.0657	7.6951	6.8892	7.8849	8.167	8.7401	12.0202	13.3692	13.4929	9.7472	3.9197	8.0096	7.6564	7.8831	6.4659	6.9187	8.3567	9.8472	13.4748	11.6769	7.0087	8.1208	7.844849999999999	9.647072222222224	-140.24	822.09	681.85	0.7615630298181439	0.36	0.7616	0.43		0.75	0.6573	0.346038790133469	0.09859223485641	0.0290308921606943	0.0335521036913492	0.08322917571585	0.168695584346277	1.5551	0.6707	0.278	0.2037	0.11
TCGA-05-4433-01	9.9384	8.7781	6.9556	5.8379	11.0633	8.7808	13.6415	8.7479	6.2828	13.1981	9.4188	5.3459	9.1048	10.9742	7.6451	6.0251	7.6391	6.8667	9.7011	12.8404	13.3592	14.5623	9.4968	2.7624	6.1037	7.0932	7.4059	5.3163	6.7274	8.2572	10.9665	12.992	12.795	6.8041	7.94815	7.51535	9.546638888888888	-305.36	1499.08	1193.72	0.7107648132315091	0.62	0.7108	0.62	0.5855	0.65	0.6843	0.280132698191584	0.131225024560384	0.0391841875251602	0.036113755473496	0.0584927039288224	0.269698620707205	1.0588	1.0706	0.1715	-0.0091	-0.195
TCGA-05-4434-01	13.3931	9.416	8.2931	8.0329	11.686	9.4795	13.6438	8.4747	6.6475	13.5778	10.3514	6.7112	10.9017	12.0338	8.1763	7.4536	7.9822	8.5601	9.9895	14.0801	14.1673	14.2198	11.6433	4.6932	7.4027	8.9513	7.8724	6.8133	8.731	8.5383	11.4167	13.5296	14.0121	7.537	8.26025	7.5611	10.613399999999999	617.81	1881.89	2499.7	0.5637195288956017	0.45	0.5637	0.29		0.725	0.4379	0.3845196661434	0.0803184386452977	0.0476165538315099	0.0	0.140506148759684	0.281174448873622					
TCGA-05-5420-01	11.5979	11.055	8.6959	7.7476	10.55	10.1197	13.6321	9.741	8.2242	12.009	10.3985	8.1352	12.9258	13.5852	10.5578	7.3058	10.1244	9.7827	11.2345	12.2199	14.2582	14.5971	11.6614	7.2161	7.5687	9.4383	9.2283	6.8413	9.765	9.3361	12.0455	14.3782	12.4951	6.9497	9.73025	8.9826	10.863661111111112	644.13	2704.93	3349.06	0.4566321745034524	0.25	0.4566	0.25	0.3855	0.55	0.3563	0.571093481110021	0.0874007395153799	0.0141347642837101	0.0179653244309025	0.162095316098303	0.19561101794781					
TCGA-05-5423-01	9.448	9.161	7.8381	5.6463	11.1011	8.7928	13.0466	7.9407	6.6211	14.1244	8.5493	7.0697	9.4645	7.8336	7.9364	7.3759	8.0038	7.3017	10.244	11.75	13.7606	13.5271	9.3798	1.9747	5.8974	8.5034	7.0053	5.5138	7.7672	7.7623	11.454	11.9068	12.5293	7.1085	7.88305	7.2809	9.213900000000002	90.11	1820.79	1910.9	0.6329139579684683	0.59	0.6329	0.59	0.6959	0.75	0.645	0.219622450023004	0.035461741180243	0.0357592560151095	0.02654165298981	0.0	0.375682858498149	1.5152	1.1476	0.1676	-0.354	0.0615
TCGA-05-5425-01	10.9472	9.422	8.463	6.7611	11.1672	9.3475	13.3274	9.807	8.9088	13.4637	9.2571	7.4056	11.0087	13.0641	9.1776	7.1452	8.8848	9.7988	10.2499	13.2789	14.1216	14.909	10.9932	5.239	7.5078	7.4714	8.7359	6.8698	7.9715	9.3956	10.9563	14.239	11.8696	7.8565	9.1402	9.3579	10.511888888888889	165.33	1753.64	1918.97	0.6319963842081189	0.71	0.632	0.38	0.5644	0.6	0.523	0.381744777259735	0.148957114932144	0.0220297272987841	0.0232983322522182	0.141799190751884	0.234231062726164	1.8596	1.173	0.5317	0.0078	0.1825
TCGA-05-5428-01	7.9681	7.3734	5.3019	5.9952	10.1776	6.4628	11.5912	7.5246	6.2806	14.305	7.6172	3.9023	10.111	8.6038	6.6869	3.8769	6.9937	5.507	9.7141	9.0672	10.9354	12.7382	6.699	2.9957	5.5613	4.8532	5.9952	3.5191	6.2478	7.2046	10.2173	12.1961	13.4794	3.9841	7.09915	6.9026	7.973161111111111	93.84	831.02	924.87	0.7379643969499872	0.63	0.738	0.63	0.6977	0.8	0.7199	0.196731416027122	0.0489412483573604	0.0	0.0151840204908053	0.0059415492434725	0.548485369368709	0.0562	0.5054	0.1939	-0.3546	0.4235
TCGA-05-5429-01	7.2752	7.1235	6.8923	2.9929	10.7716	6.6438	11.7861	6.5155	5.5191	14.186	6.3881	4.2317	7.2089	6.8988	6.7921	3.4856	5.9743	4.1711	7.1629	9.6713	12.0365	13.4391	6.0935	0.8265	4.1711	4.9971	5.6359	3.4665	4.8883	5.4945	10.8631	11.0287	13.9396	4.5018	5.734400000000001	6.0173000000000005	7.603100000000001	-495.96	-66.98	-562.94	0.866647050683225	0.82	0.8666	0.72	0.76	0.8	0.7911	0.140228214865041	0.0586287330932699	0.0324618281940787	0.0161025024804559	0.0066926545110277	0.137288430563825	0.3051	-0.2502	0.1683	0.1836	0.232
TCGA-05-5715-01	8.5173	7.1921	6.1366	4.4648	11.5303	7.5089	13.3434	6.9494	4.5633	14.3544	8.9198	3.2613	5.8963	7.0291	5.915	3.7953	5.7781	4.1207	9.6851	9.0012	11.2378	13.3518	9.1132	1.357	4.3589	5.3234	6.107	3.7541	5.6493	6.1552	10.1017	12.0249	13.4856	4.1841	5.96665	5.756349999999999	8.032900000000001	457.88	944.86	1402.74	0.6888512522252683	0.73	0.6889	0.74	0.757	0.725	0.6809	0.147921737681348	0.0259679050367867	0.023485767662249	0.0130434512199544	0.0050396739203973	0.464144622528246	0.3362	0.7904	0.0774	0.2409	-0.054
TCGA-35-3615-01	8.8385	8.0417	6.8736	4.5089	10.668	7.6728	11.8162	7.4308	5.9636	12.6068	8.5936	5.0795	8.5729	8.9384	6.8171	5.5342	6.749	6.3897	9.0906	11.6419	13.6726	13.4517	6.9633	3.9653	5.4663	7.0076	6.4606	5.0373	5.9255	6.5383	10.4451	12.1312	10.0115	5.8625	6.643649999999999	6.6972	8.593866666666669	-422.99	405.82	-17.17	0.8239402196598118	0.69	0.8239	0.69		0.8	0.7943	0.184525131426415	0.076316479855131	0.0097228237062047	0.0	0.0252014579666613	0.303193612891099	0.7757	0.3309	0.0009	-0.3518	0.0265
TCGA-35-4122-01	11.5393	9.9571	8.7727	8.0894	11.7014	9.3746	13.3836	9.7812	8.3269	13.5875	9.6265	6.7753	12.6621	11.1756	9.2142	5.4286	10.6942	9.6574	11.3947	12.7509	15.0388	14.0518	11.274	5.3821	7.6108	7.1052	9.5894	6.4666	8.9931	8.9453	11.7339	13.405	13.2624	7.3246	9.819749999999999	9.05405	10.648477777777778	744.23	2295.05	3039.28	0.49660074083788275	0.21	0.4966	0.22		0.75	0.3716	0.435623308269594	0.0747178087557289	0.0	0.0327346084561847	0.0597485962038331	0.409363762043351					
TCGA-35-4123-01	12.7989	11.0358	9.5054	9.0645	11.1464	10.4584	12.5239	11.6923	9.989	13.6557	8.6396	7.3798	12.7067	11.6711	9.8435	7.0025	10.608	9.7619	10.7331	11.1462	13.502	13.7113	9.0065	7.038	9.2297	7.9631	10.558	8.5796	8.871	9.528	11.2507	14.1972	12.5089	8.0105	10.068000000000001	10.84065	10.769155555555557	622.04	2138.23	2760.27	0.5317228342922119	0.4	0.5317	0.4		0.725	0.5422	0.514541758516428	0.33714816808716	0.0263742385639657	0.0256853859271305	0.0417131445619872	0.237500185154462					
TCGA-35-5375-01	10.4065	9.2846	8.1955	6.3183	9.7959	8.5636	11.7475	9.3886	7.4533	13.1634	8.1098	5.8481	10.499	11.3102	7.0681	5.8394	9.4146	7.6334	9.0266	11.4089	12.8333	13.4988	10.41	5.4321	8.5888	7.8708	9.0867	6.3183	7.5419	7.7195	11.3941	13.2553	13.8649	6.9305	8.56705	8.42095	9.75228888888889	-225.2	1039.07	813.87	0.7488614639063901	0.58	0.7489	0.58	0.7925	0.725	0.7519	0.193748773287903	0.191787026398884	0.0157777604118675	0.0117374365744468	0.153788934281041	0.196214428168709					
TCGA-38-4625-01	9.8603	7.8921	7.3296	10.4492	10.831	8.0322	13.2529	8.5807	5.7758	12.4624	9.3595	4.9472	10.8441	10.2242	6.7995	5.6811	7.2012	7.5845	9.2642	10.4848	12.9498	14.171	9.6243	4.4112	6.9083	7.8972	7.8852	5.367	8.6174	8.4864	10.2601	13.8436	8.2507	6.1465	7.8438	7.17825	9.684722222222224	-138.22	964.93	826.71	0.7476110519869194	0.35	0.7476	0.35		0.8	0.6678	0.312424725671199	0.10215326878215655	0.0	0.0364354128825339	0.07141865842547515	0.2995802701544135					
TCGA-38-4626-01	9.3176	7.1236	5.9555	7.2851	11.3154	7.6831	14.789	7.8871	5.735	12.3126	10.8132	5.6659	8.2237	8.0719	6.1524	5.9406	6.8372	7.6081	11.1847	12.0615	14.6145	14.1279	8.5287	1.9786	6.1887	4.4913	7.3079	5.1543	7.7315	8.1394	10.4383	12.5243	11.473	6.3211	7.488300000000001	6.81105	9.257922222222223	1082.46	1926.47	3008.93	0.5004626710757563	0.28	0.5005	0.2		0.75	0.3526	0.441580483314876	0.0226441768015729	0.0	0.0069567551400289	0.0005736351615179	0.393505644148124	0.3982	1.4821	0.3295	0.3491	-0.2125
TCGA-38-4627-01	9.2991	8.2488	7.7628	5.4248	11.9854	8.426	12.9037	7.306	5.762	12.7584	9.8563	4.346	8.1521	8.3458	7.2655	5.6437	7.9219	7.2448	10.1273	10.3088	12.3218	14.3332	10.1818	2.0988	6.6367	5.6822	7.0678	5.1112	7.9731	7.3356	10.6083	12.8533	12.654	5.9181	7.62875	6.534	9.191588888888887	2098.77	1512.22	3610.98	0.42209872877777793	0.22	0.4221			0.7	0.4862	0.336047419169413	0.0787411139805989	0.0165271160515981	0.0033020704743866	0.0160257897039967	0.534071137381311	1.0961	1.0752	0.2651	0.9754	-0.0145
