ligand,ligand_complex,ligand_means,ligand_props,receptor,receptor_complex,receptor_means,receptor_props,source,target,lr_means,cellphone_pvals
ITGAL,ITGAL_ITGB2,0.441809,0.3135,ICAM1,ICAM1,0.3130533,0.2635,T,Malig_CLDN4high,0.37743115,0.0
CDH1,CDH1,0.47991887,0.519,KLRG1,KLRG1,0.26386407,0.1665,Malig_CLDN4high,T,0.37189147,0.0
LGALS9,LGALS9,0.155765,0.13,CD47,CD47,0.5846576,0.4215,T,T,0.3702113,1.0
SIRPG,SIRPG,0.25686365,0.199,CD47,CD47,0.47723585,0.477,T,Malig_CLDN4low,0.36704975,0.0
VEGFA,VEGFA,0.4950865,0.468,EPHB2,EPHB2,0.23380037,0.299,Malig_CLDN4high,Malig_CLDN4high,0.36444342,0.0
PVR,PVR,0.090208076,0.1475,CD96,CD96,0.63594973,0.425,Malig_CLDN4low,T,0.3630789,0.0
IGF2,IGF2,0.40526134,0.2225,IGF2R,IGF2R,0.32058996,0.243,Malig_CLDN4low,T,0.36292565,0.0
LGALS9,LGALS9,0.24444133,0.288,CD47,CD47,0.47723585,0.477,Malig_CLDN4low,Malig_CLDN4low,0.3608386,1.0
CDH1,CDH1,0.47991887,0.519,ITGAE,ITGAE_ITGB7,0.2402847,0.1695,Malig_CLDN4high,T,0.3601018,0.0
IGF2,IGF2,0.5591953,0.3035,IGF2R,IGF2R,0.15788381,0.2495,Malig_CLDN4high,Malig_CLDN4low,0.35853955,0.0
IGF2,IGF2,0.5591953,0.3035,IGF1R,IGF1R,0.1477339,0.2115,Malig_CLDN4high,Malig_CLDN4low,0.3534646,0.0
PTN,PTN,0.27307326,0.206,PLXNB2,PLXNB2,0.4323501,0.4975,Malig_CLDN4high,Malig_CLDN4high,0.35271168,0.0
TNF,TNF,0.26891273,0.1585,VSIR,VSIR,0.42559776,0.3215,T,T,0.34725523,0.0
VEGFA,VEGFA,0.4950865,0.468,NRP2,NRP2,0.19528021,0.2615,Malig_CLDN4high,Malig_CLDN4high,0.34518334,0.0
LGALS9,LGALS9,0.17989676,0.233,CD47,CD47,0.47723585,0.477,Malig_CLDN4high,Malig_CLDN4low,0.3285663,1.0
TNF,TNF,0.26891273,0.1585,ICOS,ICOS,0.38506556,0.2515,T,T,0.32698914,0.0
LGALS9,LGALS9,0.24444133,0.288,MET,MET,0.39810863,0.4375,Malig_CLDN4low,Malig_CLDN4high,0.321275,0.0
IGF2,IGF2,0.40526134,0.2225,IGF1R,IGF1R,0.23335701,0.3535,Malig_CLDN4low,Malig_CLDN4high,0.31930918,0.0
LGALS9,LGALS9,0.155765,0.13,CD47,CD47,0.47723585,0.477,T,Malig_CLDN4low,0.31650043,1.0
IGF2,IGF2,0.40526134,0.2225,IGF2R,IGF2R,0.22743984,0.365,Malig_CLDN4low,Malig_CLDN4high,0.31635058,0.0
TNFSF12,TNFSF12,0.043210596,0.1185,TNFRSF12A,TNFRSF12A,0.5855754,0.53,Malig_CLDN4high,Malig_CLDN4high,0.31439298,0.0
VEGFA,VEGFA,0.4950865,0.468,EPHB2,EPHB2,0.13260542,0.1395,Malig_CLDN4high,Malig_CLDN4low,0.31384596,0.0
SEMA4D,SEMA4D,0.4289536,0.323,PLXNB2,PLXNB2,0.19533075,0.2715,T,Malig_CLDN4low,0.31214216,0.0
TIGIT,TIGIT,0.42895097,0.2485,NECTIN2,NECTIN2,0.1952336,0.2465,T,Malig_CLDN4low,0.31209227,0.0
IFNG,IFNG,0.42008874,0.2105,IFNGR1,IFNG_IFNGR1,0.20275098,0.162,T,T,0.31141984,0.0
AREG,AREG,0.28610992,0.1825,EGFR,EGFR,0.32007256,0.3815,T,Malig_CLDN4high,0.30309123,0.0
CDH1,CDH1,0.47991887,0.519,ITGA2,ITGA2_ITGB1,0.122900695,0.179,Malig_CLDN4high,Malig_CLDN4high,0.30140978,0.0
PLXNB1,PLXNB1,0.17313603,0.294,SEMA4D,SEMA4D,0.4289536,0.323,Malig_CLDN4high,T,0.30104482,0.0
AREG,AREG,0.28610992,0.1825,ICAM1,ICAM1,0.3130533,0.2635,T,Malig_CLDN4high,0.29958162,0.0
CEACAM6,CEACAM6,0.28615662,0.199,CEACAM5,CEACAM5,0.30825618,0.2,Malig_CLDN4low,Malig_CLDN4high,0.2972064,0.0
VEGFA,VEGFA,0.4950865,0.468,NRP1,NRP1,0.09835771,0.1655,Malig_CLDN4high,Malig_CLDN4high,0.2967221,0.0
JAG1,JAG1,0.21384265,0.306,CD46,CD46,0.37847874,0.4065,Malig_CLDN4high,Malig_CLDN4low,0.2961607,0.16
CCL20,CCL20,0.13048841,0.1045,CXCR3,CXCR3,0.45577428,0.287,Malig_CLDN4high,T,0.29313135,0.0
FN1,FN1,0.15790841,0.1415,ITGB7,ITGA4_ITGB7,0.42819008,0.325,Malig_CLDN4high,T,0.29304925,0.0
VEGFA,VEGFA,0.4950865,0.468,NRP2,NRP2,0.08866945,0.129,Malig_CLDN4high,Malig_CLDN4low,0.29187799,0.0
PTN,PTN,0.1502448,0.1455,PLXNB2,PLXNB2,0.4323501,0.4975,Malig_CLDN4low,Malig_CLDN4high,0.29129744,0.0
TNFSF13,TNFSF13,0.057491746,0.1315,TNFRSF14,TNFRSF14,0.5221879,0.3865,Malig_CLDN4high,T,0.2898398,0.0
TNFSF12,TNFSF12,0.24925865,0.209,TNFRSF12A,TNFRSF12A,0.32922983,0.32,T,Malig_CLDN4low,0.28924423,0.0
LGALS9,LGALS9,0.17989676,0.233,MET,MET,0.39810863,0.4375,Malig_CLDN4high,Malig_CLDN4high,0.2890027,0.0
EFNA1,EFNA1,0.40499306,0.4065,EPHA2,EPHA2,0.15861581,0.227,Malig_CLDN4high,Malig_CLDN4high,0.28180444,0.0
IGF2,IGF2,0.40526134,0.2225,IGF2R,IGF2R,0.15788381,0.2495,Malig_CLDN4low,Malig_CLDN4low,0.28157258,0.3
JAG1,JAG1,0.18034817,0.236,CD46,CD46,0.37847874,0.4065,Malig_CLDN4low,Malig_CLDN4low,0.27941346,0.92
MICA,MICA,0.049345467,0.1165,KLRK1,HCST_KLRK1,0.508615,0.3045,Malig_CLDN4high,T,0.27898026,0.0
LGALS9,LGALS9,0.155765,0.13,MET,MET,0.39810863,0.4375,T,Malig_CLDN4high,0.27693683,0.0
IGF2,IGF2,0.40526134,0.2225,IGF1R,IGF1R,0.1477339,0.2115,Malig_CLDN4low,Malig_CLDN4low,0.2764976,0.0
LGALS9,LGALS9,0.24444133,0.288,CD44,CD44,0.30760807,0.3605,Malig_CLDN4low,Malig_CLDN4high,0.2760247,1.0
JAG1,JAG1,0.21384265,0.306,CD46,CD46,0.33552742,0.265,Malig_CLDN4high,T,0.27468503,1.0
LGALS9,LGALS9,0.24444133,0.288,CD44,CD44,0.302792,0.334,Malig_CLDN4low,Malig_CLDN4low,0.27361667,1.0
AREG,AREG,0.22012863,0.179,EGFR,EGFR,0.32007256,0.3815,Malig_CLDN4high,Malig_CLDN4high,0.2701006,0.0
AREG,AREG,0.22012863,0.179,ICAM1,ICAM1,0.3130533,0.2635,Malig_CLDN4high,Malig_CLDN4high,0.26659095,0.0
LGALS9,LGALS9,0.24444133,0.288,SLC1A5,SLC1A5,0.2841656,0.3955,Malig_CLDN4low,Malig_CLDN4high,0.26430345,0.0
VEGFA,VEGFA,0.2866409,0.2645,EPHB2,EPHB2,0.23380037,0.299,Malig_CLDN4low,Malig_CLDN4high,0.26022065,0.0
VEGFB,VEGFB,0.42100778,0.5145,NRP1,NRP1,0.09835771,0.1655,Malig_CLDN4high,Malig_CLDN4high,0.25968274,0.0
SEMA4D,SEMA4D,0.08569875,0.171,PLXNB2,PLXNB2,0.4323501,0.4975,Malig_CLDN4high,Malig_CLDN4high,0.25902444,0.0
PLXNB1,PLXNB1,0.087851346,0.1465,SEMA4D,SEMA4D,0.4289536,0.323,Malig_CLDN4low,T,0.25840247,0.0
JAG1,JAG1,0.18034817,0.236,CD46,CD46,0.33552742,0.265,Malig_CLDN4low,T,0.2579378,1.0
CDH1,CDH1,0.24581124,0.303,KLRG1,KLRG1,0.26386407,0.1665,Malig_CLDN4low,T,0.25483766,0.0
KITLG,KITLG,0.20868644,0.275,KIT,KIT,0.29631191,0.2915,Malig_CLDN4high,Malig_CLDN4low,0.25249916,0.0
FN1,FN1,0.15790841,0.1415,ITGA3,ITGA3_ITGB1,0.34436828,0.411,Malig_CLDN4high,Malig_CLDN4high,0.25113833,0.0
NECTIN3,NECTIN3,0.0629404,0.126,NECTIN2,NECTIN2,0.43279606,0.4835,Malig_CLDN4high,Malig_CLDN4high,0.24786822,0.0
ITGAL,ITGAL_ITGB2,0.441809,0.3135,ICAM3,ICAM3,0.05191406,0.1285,T,Malig_CLDN4high,0.24686153,0.0
NECTIN3,NECTIN3,0.0629404,0.126,TIGIT,TIGIT,0.42895097,0.2485,Malig_CLDN4high,T,0.24594568,0.0
LAMA3,LAMA3,0.14394087,0.214,ITGA3,ITGA3_ITGB1,0.34436828,0.411,Malig_CLDN4high,Malig_CLDN4high,0.24415457,0.0
LGALS9,LGALS9,0.17989676,0.233,CD44,CD44,0.30760807,0.3605,Malig_CLDN4high,Malig_CLDN4high,0.24375242,1.0
CDH1,CDH1,0.24581124,0.303,ITGAE,ITGAE_ITGB7,0.2402847,0.1695,Malig_CLDN4low,T,0.24304797,0.56
LGALS9,LGALS9,0.17989676,0.233,CD44,CD44,0.302792,0.334,Malig_CLDN4high,Malig_CLDN4low,0.24134439,1.0
TNFSF12,TNFSF12,0.24925865,0.209,TNFRSF25,TNFRSF25,0.23314804,0.1765,T,T,0.24120334,0.0
VEGFA,VEGFA,0.2866409,0.2645,NRP2,NRP2,0.19528021,0.2615,Malig_CLDN4low,Malig_CLDN4high,0.24096057,0.0
DSC2,DSC2,0.16597164,0.217,DSG2,DSG2,0.30958906,0.3395,Malig_CLDN4high,Malig_CLDN4high,0.23778035,0.0
TNF,TNF,0.26891273,0.1585,NOTCH1,NOTCH1,0.2063178,0.2625,T,Malig_CLDN4high,0.23761526,0.0
PTN,PTN,0.27307326,0.206,PLXNB2,PLXNB2,0.19533075,0.2715,Malig_CLDN4high,Malig_CLDN4low,0.234202,0.0
TNF,TNF,0.26891273,0.1585,FAS,FAS,0.19943011,0.153,T,T,0.23417142,0.0
PGF,PGF,0.27295023,0.277,NRP2,NRP2,0.19528021,0.2615,Malig_CLDN4high,Malig_CLDN4high,0.23411521,0.0
EFNB1,EFNB1,0.23067485,0.28,EPHB2,EPHB2,0.23380037,0.299,Malig_CLDN4high,Malig_CLDN4high,0.2322376,0.0
LGALS9,LGALS9,0.17989676,0.233,SLC1A5,SLC1A5,0.2841656,0.3955,Malig_CLDN4high,Malig_CLDN4high,0.23203117,0.0
LGALS9,LGALS9,0.155765,0.13,CD44,CD44,0.30760807,0.3605,T,Malig_CLDN4high,0.23168653,1.0
EFNA1,EFNA1,0.40499306,0.4065,EPHA4,EPHA4,0.055077862,0.11,Malig_CLDN4high,Malig_CLDN4high,0.23003545,0.0
LGALS9,LGALS9,0.155765,0.13,CD44,CD44,0.302792,0.334,T,Malig_CLDN4low,0.2292785,1.0
TNF,TNF,0.26891273,0.1585,NOTCH1,NOTCH1,0.18865232,0.2075,T,Malig_CLDN4low,0.22878253,0.0
FGFR2,FGFR2,0.1474267,0.2135,CD44,CD44,0.30760807,0.3605,Malig_CLDN4high,Malig_CLDN4high,0.22751738,1.0
TGFB1,TGFB1,0.13219258,0.1555,EGFR,EGFR,0.32007256,0.3815,Malig_CLDN4low,Malig_CLDN4high,0.22613257,1.0
FGFR2,FGFR2,0.1474267,0.2135,CD44,CD44,0.302792,0.334,Malig_CLDN4high,Malig_CLDN4low,0.22510935,1.0
AREG,AREG,0.28610992,0.1825,EGFR,EGFR,0.16170871,0.184,T,Malig_CLDN4low,0.22390932,0.0
LAMA3,LAMA3,0.10337121,0.133,ITGA3,ITGA3_ITGB1,0.34436828,0.411,Malig_CLDN4low,Malig_CLDN4high,0.22386974,0.0
EFNA1,EFNA1,0.40499306,0.4065,EPHA1,EPHA1,0.042476274,0.1065,Malig_CLDN4high,Malig_CLDN4high,0.22373466,0.0
LGALS9,LGALS9,0.24444133,0.288,HAVCR2,HAVCR2,0.19718085,0.13,Malig_CLDN4low,T,0.2208111,0.0
LGALS9,LGALS9,0.24444133,0.288,SLC1A5,SLC1A5,0.19627635,0.259,Malig_CLDN4low,Malig_CLDN4low,0.22035885,0.0
LGALS9,LGALS9,0.155765,0.13,SLC1A5,SLC1A5,0.2841656,0.3955,T,Malig_CLDN4high,0.2199653,0.0
HBEGF,HBEGF,0.122258596,0.177,CD44,CD44,0.30760807,0.3605,Malig_CLDN4high,Malig_CLDN4high,0.21493334,1.0
TGFB1,TGFB1,0.10862829,0.1845,EGFR,EGFR,0.32007256,0.3815,Malig_CLDN4high,Malig_CLDN4high,0.21435043,1.0
HBEGF,HBEGF,0.122258596,0.177,CD44,CD44,0.302792,0.334,Malig_CLDN4high,Malig_CLDN4low,0.21252531,1.0
PGF,PGF,0.22569548,0.242,NRP2,NRP2,0.19528021,0.2615,Malig_CLDN4low,Malig_CLDN4high,0.21048784,0.0
JAG1,JAG1,0.21384265,0.306,NOTCH1,NOTCH1,0.2063178,0.2625,Malig_CLDN4high,Malig_CLDN4high,0.21008022,0.0
KITLG,KITLG,0.20868644,0.275,KIT,KIT,0.21074754,0.249,Malig_CLDN4high,Malig_CLDN4high,0.20971699,0.0
VEGFA,VEGFA,0.2866409,0.2645,EPHB2,EPHB2,0.13260542,0.1395,Malig_CLDN4low,Malig_CLDN4low,0.20962316,0.0
LGALS9,LGALS9,0.24444133,0.288,SLC1A5,SLC1A5,0.17337078,0.139,Malig_CLDN4low,T,0.20890605,0.18
THBS1,THBS1,0.07213121,0.1135,ITGA3,ITGA3_ITGB1,0.34436828,0.411,Malig_CLDN4high,Malig_CLDN4high,0.20824975,0.0
CLEC2B,CLEC2B,0.2189455,0.226,KLRF1,KLRF1,0.19321302,0.1075,Malig_CLDN4low,T,0.20607926,0.48
KLRF1,KLRF1,0.19321302,0.1075,CLEC2B,CLEC2B,0.2189455,0.226,T,Malig_CLDN4low,0.20607926,0.48
CXCL16,CXCL16,0.18249656,0.2695,CXCR6,CXCR6,0.22846575,0.14,Malig_CLDN4high,T,0.20548116,0.0
NECTIN1,NECTIN1,0.19269595,0.288,NECTIN4,NECTIN4,0.21309772,0.282,Malig_CLDN4high,Malig_CLDN4high,0.20289683,0.0
EFNB1,EFNB1,0.17114118,0.2085,EPHB2,EPHB2,0.23380037,0.299,Malig_CLDN4low,Malig_CLDN4high,0.20247078,0.0
JAG1,JAG1,0.21384265,0.306,NOTCH1,NOTCH1,0.18865232,0.2075,Malig_CLDN4high,Malig_CLDN4low,0.20124748,0.0
FGFR2,FGFR2,0.08708632,0.1025,CD44,CD44,0.30760807,0.3605,Malig_CLDN4low,Malig_CLDN4high,0.1973472,1.0
DLL3,DLL3,0.1838396,0.2275,NOTCH1,NOTCH1,0.2063178,0.2625,Malig_CLDN4high,Malig_CLDN4high,0.1950787,0.0
FGFR2,FGFR2,0.08708632,0.1025,CD44,CD44,0.302792,0.334,Malig_CLDN4low,Malig_CLDN4low,0.19493917,1.0
LGALS9,LGALS9,0.24444133,0.288,MET,MET,0.14302015,0.182,Malig_CLDN4low,Malig_CLDN4low,0.19373074,0.1
JAG1,JAG1,0.18034817,0.236,NOTCH1,NOTCH1,0.2063178,0.2625,Malig_CLDN4low,Malig_CLDN4high,0.19333299,0.0
VEGFA,VEGFA,0.2866409,0.2645,NRP1,NRP1,0.09835771,0.1655,Malig_CLDN4low,Malig_CLDN4high,0.19249931,0.0
EFNA1,EFNA1,0.22619264,0.2365,EPHA2,EPHA2,0.15861581,0.227,Malig_CLDN4low,Malig_CLDN4high,0.19240423,0.0
AREG,AREG,0.22012863,0.179,EGFR,EGFR,0.16170871,0.184,Malig_CLDN4high,Malig_CLDN4low,0.19091867,0.1
KITLG,KITLG,0.08455845,0.107,KIT,KIT,0.29631191,0.2915,Malig_CLDN4low,Malig_CLDN4low,0.19043519,0.0
CEACAM6,CEACAM6,0.28615662,0.199,CEACAM1,CEACAM1,0.091063686,0.1415,Malig_CLDN4low,Malig_CLDN4high,0.18861015,0.64
LGALS9,LGALS9,0.17989676,0.233,HAVCR2,HAVCR2,0.19718085,0.13,Malig_CLDN4high,T,0.1885388,0.0
LGALS9,LGALS9,0.17989676,0.233,SLC1A5,SLC1A5,0.19627635,0.259,Malig_CLDN4high,Malig_CLDN4low,0.18808655,1.0
FASLG,FASLG,0.1477835,0.1085,TNFRSF1A,TNFRSF1A,0.22768651,0.2935,T,Malig_CLDN4high,0.187735,0.0
VEGFA,VEGFA,0.2866409,0.2645,NRP2,NRP2,0.08866945,0.129,Malig_CLDN4low,Malig_CLDN4low,0.18765518,0.2
DLL3,DLL3,0.1838396,0.2275,NOTCH1,NOTCH1,0.18865232,0.2075,Malig_CLDN4high,Malig_CLDN4low,0.18624596,0.0
TNFSF12,TNFSF12,0.043210596,0.1185,TNFRSF12A,TNFRSF12A,0.32922983,0.32,Malig_CLDN4high,Malig_CLDN4low,0.18622021,1.0
PGF,PGF,0.27295023,0.277,NRP1,NRP1,0.09835771,0.1655,Malig_CLDN4high,Malig_CLDN4high,0.18565397,0.0
TNF,TNF,0.26891273,0.1585,VSIR,VSIR,0.10160833,0.184,T,Malig_CLDN4high,0.18526053,0.0
JAG1,JAG1,0.18034817,0.236,NOTCH1,NOTCH1,0.18865232,0.2075,Malig_CLDN4low,Malig_CLDN4low,0.18450025,0.0
CDH1,CDH1,0.24581124,0.303,ITGA2,ITGA2_ITGB1,0.122900695,0.179,Malig_CLDN4low,Malig_CLDN4high,0.18435597,0.0
BMP7,BMP7,0.26973853,0.233,BMPR1A,BMPR1A_BMPR2,0.098682165,0.2105,Malig_CLDN4high,Malig_CLDN4high,0.18421035,0.0
BMP7,BMP7,0.26973853,0.233,BMPR1A,ACVR2B_BMPR1A,0.098682165,0.2105,Malig_CLDN4high,Malig_CLDN4high,0.18421035,0.0
NECTIN1,NECTIN1,0.15323699,0.222,NECTIN4,NECTIN4,0.21309772,0.282,Malig_CLDN4low,Malig_CLDN4high,0.18316735,0.0
COL1A1,COL1A1,0.24259624,0.2665,ITGA2,ITGA2_ITGB1,0.122900695,0.179,Malig_CLDN4high,Malig_CLDN4high,0.18274847,0.0
EFNB1,EFNB1,0.23067485,0.28,EPHB2,EPHB2,0.13260542,0.1395,Malig_CLDN4high,Malig_CLDN4low,0.18164013,0.0
