geneset,gene,in_matrix,used_in_score
core_TJ_meanexpr,INADL,False,False
core_TJ_meanexpr,PATJ,False,False
core_TJ_meanexpr,MPP5,True,True
core_TJ_meanexpr,CRB3,True,True
core_TJ_meanexpr,AMOT,True,True
CUSTOM_TJ_CORE,AMOT,True,True
CUSTOM_TJ_CORE,AMOTL1,True,True
CUSTOM_TJ_CORE,CGN,True,True
CUSTOM_TJ_CORE,CGNL1,True,True
CUSTOM_TJ_CORE,CLDN1,True,True
CUSTOM_TJ_CORE,CLDN3,True,True
CUSTOM_TJ_CORE,CLDN4,True,True
CUSTOM_TJ_CORE,CLDN7,True,True
CUSTOM_TJ_CORE,CLDN8,True,True
CUSTOM_TJ_CORE,CRB3,True,True
CUSTOM_TJ_CORE,F11R,True,True
CUSTOM_TJ_CORE,INADL,False,False
CUSTOM_TJ_CORE,JAM2,True,True
CUSTOM_TJ_CORE,JAM3,True,True
CUSTOM_TJ_CORE,MAGI1,True,True
CUSTOM_TJ_CORE,MAGI3,True,True
CUSTOM_TJ_CORE,MARVELD2,True,True
CUSTOM_TJ_CORE,MPDZ,True,True
CUSTOM_TJ_CORE,OCLN,True,True
CUSTOM_TJ_CORE,PARD3,True,True
CUSTOM_TJ_CORE,PARD6A,True,True
CUSTOM_TJ_CORE,PARD6B,True,True
CUSTOM_TJ_CORE,PATJ,False,False
CUSTOM_TJ_CORE,TJP1,True,True
CUSTOM_TJ_CORE,TJP2,True,True
CUSTOM_TJ_CORE,TJP3,True,True
CUSTOM_CLAUDIN_PAR_FOCAL,CLDN1,True,True
CUSTOM_CLAUDIN_PAR_FOCAL,CLDN4,True,True
CUSTOM_CLAUDIN_PAR_FOCAL,CLDN7,True,True
CUSTOM_CLAUDIN_PAR_FOCAL,F11R,True,True
CUSTOM_CLAUDIN_PAR_FOCAL,PARD3,True,True
KEGG_hsa04530,CLDN24,True,True
KEGG_hsa04530,CLDN34,False,False
KEGG_hsa04530,OCLN,True,True
KEGG_hsa04530,ARPC5,True,True
KEGG_hsa04530,ARPC4,True,True
KEGG_hsa04530,ARPC3,True,True
KEGG_hsa04530,ARPC1B,True,True
KEGG_hsa04530,ACTR3,True,True
KEGG_hsa04530,ACTR2,True,True
KEGG_hsa04530,ARPC2,True,True
KEGG_hsa04530,CDK4,True,True
KEGG_hsa04530,PATJ,False,False
KEGG_hsa04530,TUBA1B,True,True
KEGG_hsa04530,MYL12B,True,True
KEGG_hsa04530,MYL9,True,True
KEGG_hsa04530,ARPC1A,True,True
KEGG_hsa04530,MYL12A,True,True
KEGG_hsa04530,CLDN16,True,True
KEGG_hsa04530,CFTR,True,True
KEGG_hsa04530,POPDC1,False,False
KEGG_hsa04530,TUBA3E,True,True
KEGG_hsa04530,TUBA3D,True,True
KEGG_hsa04530,SYNPO,True,True
KEGG_hsa04530,WHAMM,True,True
KEGG_hsa04530,CLDN4,True,True
KEGG_hsa04530,CLDN3,True,True
KEGG_hsa04530,CLDN7,True,True
KEGG_hsa04530,CLDN23,True,True
KEGG_hsa04530,MYL6B,True,True
KEGG_hsa04530,CLDN19,True,True
KEGG_hsa04530,IGSF5,True,True
KEGG_hsa04530,MARVELD2,True,True
KEGG_hsa04530,AMOT,True,True
KEGG_hsa04530,AMOTL1,True,True
KEGG_hsa04530,DLG1,True,True
KEGG_hsa04530,DLG2,True,True
KEGG_hsa04530,DLG3,True,True
KEGG_hsa04530,CTTN,True,True
KEGG_hsa04530,ERBB2,True,True
KEGG_hsa04530,NEDD4L,True,True
KEGG_hsa04530,ARHGEF18,True,True
KEGG_hsa04530,SCRIB,True,True
KEGG_hsa04530,CLDN14,True,True
KEGG_hsa04530,CLDN15,True,True
KEGG_hsa04530,GATA4,True,True
KEGG_hsa04530,CLDN17,True,True
KEGG_hsa04530,TJP3,True,True
KEGG_hsa04530,HCLS1,True,True
KEGG_hsa04530,HSPA4,True,True
KEGG_hsa04530,ITGB1,True,True
KEGG_hsa04530,JUN,True,True
KEGG_hsa04530,RHOA,True,True
KEGG_hsa04530,LLGL2,True,True
KEGG_hsa04530,LLGL1,True,True
KEGG_hsa04530,MAP3K1,True,True
KEGG_hsa04530,MAP3K5,True,True
KEGG_hsa04530,RAB8A,True,True
KEGG_hsa04530,AFDN,False,False
KEGG_hsa04530,MSN,True,True
KEGG_hsa04530,MYH9,True,True
KEGG_hsa04530,MYH10,True,True
KEGG_hsa04530,MYH11,True,True
KEGG_hsa04530,MYL2,True,True
KEGG_hsa04530,MYL6,True,True
KEGG_hsa04530,NEDD4,True,True
KEGG_hsa04530,NF2,True,True
KEGG_hsa04530,CLDN20,True,True
KEGG_hsa04530,CLDN11,True,True
KEGG_hsa04530,F11R,True,True
KEGG_hsa04530,PARD6A,True,True
KEGG_hsa04530,PCNA,True,True
KEGG_hsa04530,CLDN18,True,True
KEGG_hsa04530,AMOTL2,True,True
KEGG_hsa04530,PRKAG2,True,True
KEGG_hsa04530,RAPGEF6,True,True
KEGG_hsa04530,RAB8B,True,True
KEGG_hsa04530,TUBA8,True,True
KEGG_hsa04530,PRKAG3,True,True
KEGG_hsa04530,CLDN22,True,False
KEGG_hsa04530,EPB41L4B,True,True
KEGG_hsa04530,ARHGAP17,True,True
KEGG_hsa04530,PPP2CA,True,True
KEGG_hsa04530,PPP2CB,True,True
KEGG_hsa04530,PPP2R1A,True,True
KEGG_hsa04530,PPP2R1B,True,True
KEGG_hsa04530,PPP2R2A,True,True
KEGG_hsa04530,PPP2R2B,True,True
KEGG_hsa04530,PPP2R2C,True,True
KEGG_hsa04530,PRKAA1,True,True
KEGG_hsa04530,PRKAA2,True,True
KEGG_hsa04530,PRKAB1,True,True
KEGG_hsa04530,PRKAB2,True,True
KEGG_hsa04530,PRKACA,True,True
KEGG_hsa04530,PRKACB,True,True
KEGG_hsa04530,PRKACG,True,True
KEGG_hsa04530,PRKAG1,True,True
KEGG_hsa04530,PRKCE,True,True
KEGG_hsa04530,PRKCI,True,True
KEGG_hsa04530,PPP2R2D,True,True
KEGG_hsa04530,PRKCZ,True,True
KEGG_hsa04530,MAPK8,True,True
KEGG_hsa04530,MAPK9,True,True
KEGG_hsa04530,MAPK10,True,True
KEGG_hsa04530,MAP2K7,True,True
KEGG_hsa04530,PARD3,True,True
KEGG_hsa04530,ACTR3B,True,True
KEGG_hsa04530,CGN,True,True
KEGG_hsa04530,RAP2C,True,True
KEGG_hsa04530,JAM2,True,True
KEGG_hsa04530,MPP4,True,True
KEGG_hsa04530,RAB13,True,True
KEGG_hsa04530,RAC1,True,True
KEGG_hsa04530,RAP1A,True,True
KEGG_hsa04530,CCND1,True,True
KEGG_hsa04530,RDX,True,True
KEGG_hsa04530,ACTB,True,True
KEGG_hsa04530,ROCK1,True,True
KEGG_hsa04530,PALS1,False,False
KEGG_hsa04530,CLDN25,True,True
KEGG_hsa04530,ACTR3C,True,True
KEGG_hsa04530,SRC,True,True
KEGG_hsa04530,STK11,True,True
KEGG_hsa04530,TIAM1,True,True
KEGG_hsa04530,TJP1,True,True
KEGG_hsa04530,ACTG1,True,True
KEGG_hsa04530,CLDN5,True,True
KEGG_hsa04530,TUBA4A,True,True
KEGG_hsa04530,TUBA3C,True,True
KEGG_hsa04530,VASP,True,True
KEGG_hsa04530,EZR,True,True
KEGG_hsa04530,WAS,True,True
KEGG_hsa04530,CACNA1D,True,True
KEGG_hsa04530,TUBA1A,True,True
KEGG_hsa04530,MICALL2,True,True
KEGG_hsa04530,MYH14,True,True
KEGG_hsa04530,TUBAL3,True,True
KEGG_hsa04530,TUBA4B,False,False
KEGG_hsa04530,ACTN4,True,True
KEGG_hsa04530,ARPC5L,True,True
KEGG_hsa04530,SYMPK,True,True
KEGG_hsa04530,JAM3,True,True
KEGG_hsa04530,PARD6G,True,True
KEGG_hsa04530,PARD6B,True,True
KEGG_hsa04530,TUBA1C,True,True
KEGG_hsa04530,CGNL1,True,True
KEGG_hsa04530,YBX3,True,True
KEGG_hsa04530,RUNX1,True,True
KEGG_hsa04530,ACTN1,True,True
KEGG_hsa04530,MPDZ,True,True
KEGG_hsa04530,CLDN12,True,True
KEGG_hsa04530,CLDN10,True,True
KEGG_hsa04530,CLDN8,True,True
KEGG_hsa04530,CLDN6,True,True
KEGG_hsa04530,CLDN2,True,True
KEGG_hsa04530,CLDN1,True,True
KEGG_hsa04530,CLDN9,True,True
KEGG_hsa04530,CD1A,True,True
KEGG_hsa04530,CD1B,True,True
KEGG_hsa04530,CD1C,True,True
KEGG_hsa04530,CD1D,True,True
KEGG_hsa04530,CD1E,True,True
KEGG_hsa04530,ARHGEF2,True,True
KEGG_hsa04530,MARVELD3,True,True
KEGG_hsa04530,MAGI1,True,True
KEGG_hsa04530,CRB3,True,True
KEGG_hsa04530,TJAP1,True,True
KEGG_hsa04530,NHERF1,False,False
KEGG_hsa04530,TJP2,True,True
KEGG_hsa04530,ROCK2,True,True
KEGG_hsa04530,RAPGEF2,True,True
KEGG_hsa04530,CDC42,True,True
KEGG_hsa04530_meanexpr,CLDN24,True,True
KEGG_hsa04530_meanexpr,CLDN34,False,False
KEGG_hsa04530_meanexpr,OCLN,True,True
KEGG_hsa04530_meanexpr,ARPC5,True,True
KEGG_hsa04530_meanexpr,ARPC4,True,True
KEGG_hsa04530_meanexpr,ARPC3,True,True
KEGG_hsa04530_meanexpr,ARPC1B,True,True
KEGG_hsa04530_meanexpr,ACTR3,True,True
KEGG_hsa04530_meanexpr,ACTR2,True,True
KEGG_hsa04530_meanexpr,ARPC2,True,True
KEGG_hsa04530_meanexpr,CDK4,True,True
KEGG_hsa04530_meanexpr,PATJ,False,False
KEGG_hsa04530_meanexpr,TUBA1B,True,True
KEGG_hsa04530_meanexpr,MYL12B,True,True
KEGG_hsa04530_meanexpr,MYL9,True,True
KEGG_hsa04530_meanexpr,ARPC1A,True,True
KEGG_hsa04530_meanexpr,MYL12A,True,True
KEGG_hsa04530_meanexpr,CLDN16,True,True
KEGG_hsa04530_meanexpr,CFTR,True,True
KEGG_hsa04530_meanexpr,POPDC1,False,False
KEGG_hsa04530_meanexpr,TUBA3E,True,True
KEGG_hsa04530_meanexpr,TUBA3D,True,True
KEGG_hsa04530_meanexpr,SYNPO,True,True
KEGG_hsa04530_meanexpr,WHAMM,True,True
KEGG_hsa04530_meanexpr,CLDN4,True,True
KEGG_hsa04530_meanexpr,CLDN3,True,True
KEGG_hsa04530_meanexpr,CLDN7,True,True
KEGG_hsa04530_meanexpr,CLDN23,True,True
KEGG_hsa04530_meanexpr,MYL6B,True,True
KEGG_hsa04530_meanexpr,CLDN19,True,True
KEGG_hsa04530_meanexpr,IGSF5,True,True
KEGG_hsa04530_meanexpr,MARVELD2,True,True
KEGG_hsa04530_meanexpr,AMOT,True,True
KEGG_hsa04530_meanexpr,AMOTL1,True,True
KEGG_hsa04530_meanexpr,DLG1,True,True
KEGG_hsa04530_meanexpr,DLG2,True,True
KEGG_hsa04530_meanexpr,DLG3,True,True
KEGG_hsa04530_meanexpr,CTTN,True,True
KEGG_hsa04530_meanexpr,ERBB2,True,True
KEGG_hsa04530_meanexpr,NEDD4L,True,True
KEGG_hsa04530_meanexpr,ARHGEF18,True,True
KEGG_hsa04530_meanexpr,SCRIB,True,True
KEGG_hsa04530_meanexpr,CLDN14,True,True
KEGG_hsa04530_meanexpr,CLDN15,True,True
KEGG_hsa04530_meanexpr,GATA4,True,True
KEGG_hsa04530_meanexpr,CLDN17,True,True
KEGG_hsa04530_meanexpr,TJP3,True,True
KEGG_hsa04530_meanexpr,HCLS1,True,True
KEGG_hsa04530_meanexpr,HSPA4,True,True
KEGG_hsa04530_meanexpr,ITGB1,True,True
KEGG_hsa04530_meanexpr,JUN,True,True
KEGG_hsa04530_meanexpr,RHOA,True,True
KEGG_hsa04530_meanexpr,LLGL2,True,True
KEGG_hsa04530_meanexpr,LLGL1,True,True
KEGG_hsa04530_meanexpr,MAP3K1,True,True
KEGG_hsa04530_meanexpr,MAP3K5,True,True
KEGG_hsa04530_meanexpr,RAB8A,True,True
KEGG_hsa04530_meanexpr,AFDN,False,False
KEGG_hsa04530_meanexpr,MSN,True,True
KEGG_hsa04530_meanexpr,MYH9,True,True
KEGG_hsa04530_meanexpr,MYH10,True,True
KEGG_hsa04530_meanexpr,MYH11,True,True
KEGG_hsa04530_meanexpr,MYL2,True,True
KEGG_hsa04530_meanexpr,MYL6,True,True
KEGG_hsa04530_meanexpr,NEDD4,True,True
KEGG_hsa04530_meanexpr,NF2,True,True
KEGG_hsa04530_meanexpr,CLDN20,True,True
KEGG_hsa04530_meanexpr,CLDN11,True,True
KEGG_hsa04530_meanexpr,F11R,True,True
KEGG_hsa04530_meanexpr,PARD6A,True,True
KEGG_hsa04530_meanexpr,PCNA,True,True
KEGG_hsa04530_meanexpr,CLDN18,True,True
KEGG_hsa04530_meanexpr,AMOTL2,True,True
KEGG_hsa04530_meanexpr,PRKAG2,True,True
KEGG_hsa04530_meanexpr,RAPGEF6,True,True
KEGG_hsa04530_meanexpr,RAB8B,True,True
KEGG_hsa04530_meanexpr,TUBA8,True,True
KEGG_hsa04530_meanexpr,PRKAG3,True,True
KEGG_hsa04530_meanexpr,CLDN22,True,False
KEGG_hsa04530_meanexpr,EPB41L4B,True,True
KEGG_hsa04530_meanexpr,ARHGAP17,True,True
KEGG_hsa04530_meanexpr,PPP2CA,True,True
KEGG_hsa04530_meanexpr,PPP2CB,True,True
KEGG_hsa04530_meanexpr,PPP2R1A,True,True
KEGG_hsa04530_meanexpr,PPP2R1B,True,True
KEGG_hsa04530_meanexpr,PPP2R2A,True,True
KEGG_hsa04530_meanexpr,PPP2R2B,True,True
KEGG_hsa04530_meanexpr,PPP2R2C,True,True
KEGG_hsa04530_meanexpr,PRKAA1,True,True
KEGG_hsa04530_meanexpr,PRKAA2,True,True
KEGG_hsa04530_meanexpr,PRKAB1,True,True
KEGG_hsa04530_meanexpr,PRKAB2,True,True
KEGG_hsa04530_meanexpr,PRKACA,True,True
KEGG_hsa04530_meanexpr,PRKACB,True,True
KEGG_hsa04530_meanexpr,PRKACG,True,True
KEGG_hsa04530_meanexpr,PRKAG1,True,True
KEGG_hsa04530_meanexpr,PRKCE,True,True
KEGG_hsa04530_meanexpr,PRKCI,True,True
KEGG_hsa04530_meanexpr,PPP2R2D,True,True
KEGG_hsa04530_meanexpr,PRKCZ,True,True
KEGG_hsa04530_meanexpr,MAPK8,True,True
KEGG_hsa04530_meanexpr,MAPK9,True,True
KEGG_hsa04530_meanexpr,MAPK10,True,True
KEGG_hsa04530_meanexpr,MAP2K7,True,True
KEGG_hsa04530_meanexpr,PARD3,True,True
KEGG_hsa04530_meanexpr,ACTR3B,True,True
KEGG_hsa04530_meanexpr,CGN,True,True
KEGG_hsa04530_meanexpr,RAP2C,True,True
KEGG_hsa04530_meanexpr,JAM2,True,True
KEGG_hsa04530_meanexpr,MPP4,True,True
KEGG_hsa04530_meanexpr,RAB13,True,True
KEGG_hsa04530_meanexpr,RAC1,True,True
KEGG_hsa04530_meanexpr,RAP1A,True,True
KEGG_hsa04530_meanexpr,CCND1,True,True
KEGG_hsa04530_meanexpr,RDX,True,True
KEGG_hsa04530_meanexpr,ACTB,True,True
KEGG_hsa04530_meanexpr,ROCK1,True,True
KEGG_hsa04530_meanexpr,PALS1,False,False
KEGG_hsa04530_meanexpr,CLDN25,True,True
KEGG_hsa04530_meanexpr,ACTR3C,True,True
KEGG_hsa04530_meanexpr,SRC,True,True
KEGG_hsa04530_meanexpr,STK11,True,True
KEGG_hsa04530_meanexpr,TIAM1,True,True
KEGG_hsa04530_meanexpr,TJP1,True,True
KEGG_hsa04530_meanexpr,ACTG1,True,True
KEGG_hsa04530_meanexpr,CLDN5,True,True
KEGG_hsa04530_meanexpr,TUBA4A,True,True
KEGG_hsa04530_meanexpr,TUBA3C,True,True
KEGG_hsa04530_meanexpr,VASP,True,True
KEGG_hsa04530_meanexpr,EZR,True,True
KEGG_hsa04530_meanexpr,WAS,True,True
KEGG_hsa04530_meanexpr,CACNA1D,True,True
KEGG_hsa04530_meanexpr,TUBA1A,True,True
KEGG_hsa04530_meanexpr,MICALL2,True,True
KEGG_hsa04530_meanexpr,MYH14,True,True
KEGG_hsa04530_meanexpr,TUBAL3,True,True
KEGG_hsa04530_meanexpr,TUBA4B,False,False
KEGG_hsa04530_meanexpr,ACTN4,True,True
KEGG_hsa04530_meanexpr,ARPC5L,True,True
KEGG_hsa04530_meanexpr,SYMPK,True,True
KEGG_hsa04530_meanexpr,JAM3,True,True
KEGG_hsa04530_meanexpr,PARD6G,True,True
KEGG_hsa04530_meanexpr,PARD6B,True,True
KEGG_hsa04530_meanexpr,TUBA1C,True,True
KEGG_hsa04530_meanexpr,CGNL1,True,True
KEGG_hsa04530_meanexpr,YBX3,True,True
KEGG_hsa04530_meanexpr,RUNX1,True,True
KEGG_hsa04530_meanexpr,ACTN1,True,True
KEGG_hsa04530_meanexpr,MPDZ,True,True
KEGG_hsa04530_meanexpr,CLDN12,True,True
KEGG_hsa04530_meanexpr,CLDN10,True,True
KEGG_hsa04530_meanexpr,CLDN8,True,True
KEGG_hsa04530_meanexpr,CLDN6,True,True
KEGG_hsa04530_meanexpr,CLDN2,True,True
KEGG_hsa04530_meanexpr,CLDN1,True,True
KEGG_hsa04530_meanexpr,CLDN9,True,True
KEGG_hsa04530_meanexpr,CD1A,True,True
KEGG_hsa04530_meanexpr,CD1B,True,True
KEGG_hsa04530_meanexpr,CD1C,True,True
KEGG_hsa04530_meanexpr,CD1D,True,True
KEGG_hsa04530_meanexpr,CD1E,True,True
KEGG_hsa04530_meanexpr,ARHGEF2,True,True
KEGG_hsa04530_meanexpr,MARVELD3,True,True
KEGG_hsa04530_meanexpr,MAGI1,True,True
KEGG_hsa04530_meanexpr,CRB3,True,True
KEGG_hsa04530_meanexpr,TJAP1,True,True
KEGG_hsa04530_meanexpr,NHERF1,False,False
KEGG_hsa04530_meanexpr,TJP2,True,True
KEGG_hsa04530_meanexpr,ROCK2,True,True
KEGG_hsa04530_meanexpr,RAPGEF2,True,True
KEGG_hsa04530_meanexpr,CDC42,True,True
