stratum	covariates	method	outcome	cut	predictor_cut	k	effect	fe	se	p	I2	ci_low	ci_high	tau2	neg	npos	cohorts	eligible	q
simple_low	basal_z	pearson_winsor	CD8A	0.25	residual	1	-0.11417528016314234	-0.1462132001115308	0.0621291262386113	0.06610523595156306	0.6307463722222663	-0.23594612998176295	0.007595569655478279	0.018632089442390472	6	2	8	True	0.13557864497942831
simple_low	basal_z	pearson_winsor	CD8B	0.25	residual	1	-0.13817719063011288	-0.15939822914847512	0.055047134453204506	0.012067600022096805	0.5234889228204882	-0.24606759161052766	-0.030286789649698095	0.012127013879881488	6	2	8	True	0.04355529544763208
simple_low	basal_z	pearson_winsor	CD3_mean	0.25	residual	1	-0.08784429156460594	-0.10999853503518735	0.05358126674081262	0.10111769664648457	0.49141926046147266	-0.1928616446226325	0.01717306149342064	0.010837623639881649	6	2	8	True	0.1797584569730619
simple_low	basal_z	pearson_winsor	CD3_z	0.25	residual	1	-0.08760677221319954	-0.10948648700783743	0.05337244115152785	0.1007095620197734	0.4871093800535311	-0.19221483463717762	0.017001290210778536	0.010660258853679296	6	2	8	True	0.17926183257297637
simple_low	basal_z	pearson_winsor	CD3_rank	0.25	residual	1	-0.09282114608982377	-0.11412178585592458	0.05242845696043315	0.07665479596588304	0.4689464356482218	-0.19557903349728106	0.009936741317633516	0.009902444670170436	6	2	8	True	0.1501177894109015
simple_low	basal_z	pearson_winsor	CD3_pc1	0.25	residual	1	-0.0880639383042634	-0.10984748310833768	0.05326521939409311	0.09826771846365066	0.4850829632366873	-0.1924618499453103	0.01633397333678349	0.010574215062186311	6	2	8	True	0.1764536077787974
simple_low	basal_z	pearson_winsor	CD8_mean	0.25	residual	1	-0.13729021378060793	-0.17047987617508897	0.06503256205417869	0.03476375440807334	0.666186643877598	-0.26475169322916436	-0.00982873433205153	0.021553142067127225	6	2	8	True	0.08856159161280759
simple_low	basal_z	pearson_winsor	CD8_z	0.25	residual	1	-0.1405093376924566	-0.1723703395449241	0.06403878025568942	0.028226145044130447	0.6556357820505071	-0.2660230406074826	-0.014995634777430628	0.020562426349259488	6	2	8	True	0.07684806629818196
simple_low	basal_z	pearson_winsor	CD8_rank	0.25	residual	1	-0.12959445744012799	-0.15789098700728865	0.059869011824383006	0.0304157777093768	0.602009913503843	-0.2469355644059213	-0.012253350474334665	0.016496769129840026	6	2	8	True	0.08072795636582214
simple_low	basal_z	pearson_winsor	CD8_pc1	0.25	residual	1	-0.1405093376924566	-0.1723703395449241	0.06403878025568942	0.028226145044130447	0.6556357820505071	-0.2660230406074826	-0.014995634777430628	0.020562426349259488	6	2	8	True	0.07684806629818196
simple_low	basal_z	pearson_winsor	CD3CD8_mean	0.25	residual	1	-0.10834005332689549	-0.13133944161772898	0.05515601939267692	0.0495014385253525	0.5256944052458937	-0.21644386486713502	-0.00023624178665594686	0.012258494331673829	6	2	8	True	0.11209443111269606
simple_low	basal_z	pearson_winsor	CD3CD8_z	0.25	residual	1	-0.11047334541584417	-0.13341313683418826	0.05531764702227779	0.04581732000050576	0.5294482183898714	-0.218893941289008	-0.0020527495426803377	0.012418233384056699	6	2	8	True	0.10658918598877623
simple_low	basal_z	pearson_winsor	CD3CD8_rank	0.25	residual	1	-0.11154669410438944	-0.1342433867368562	0.054210155166973195	0.03962167299842239	0.509477611529903	-0.21779664582798483	-0.005296742380794056	0.011474979344481058	6	2	8	True	0.09667099315407005
simple_low	basal_z	pearson_winsor	CD3CD8_pc1	0.25	residual	1	-0.10907105695848993	-0.13172261938261254	0.054972245651222856	0.04724342725427335	0.5230606385599815	-0.21681467858417533	-0.0013274353328045219	0.012118007717063744	6	2	8	True	0.10871127547639536
simple_low	basal_z	pearson_winsor	CD3D	0.20	expression	1	-0.10722643646269613	-0.10722643646269613	0.041344646027015146	0.00950105736653059	0.0	-0.18826045362920285	-0.0261924192961894	0.0	7	1	8	True	0.03709331426710159
simple_low	basal_z	pearson_winsor	CD3E	0.20	expression	1	-0.08491641188190203	-0.08491641188190203	0.041468966443947985	0.04058843617143878	0.0	-0.1661940925881401	-0.003638731175663948	0.0	7	1	8	True	0.09823960961086607
simple_low	basal_z	pearson_winsor	CD3G	0.20	expression	1	-0.085629939299475	-0.085629939299475	0.041330402501354085	0.03828045937186489	0.0	-0.16663603966867319	-0.004623838930276833	0.0	6	2	8	True	0.09443111147344405
simple_low	basal_z	pearson_winsor	CD8A	0.20	expression	1	-0.13733629283305587	-0.14579813892574814	0.05231756562370279	0.008663591711838841	0.3572225092480775	-0.23987683721432415	-0.034795748451787595	0.007592707749127362	7	1	8	True	0.03482557196321901
simple_low	basal_z	pearson_winsor	CD8B	0.20	expression	1	-0.16024942784804155	-0.1612443503330876	0.04415782676307339	0.00028450440757816586	0.12318966913455985	-0.24679717793922432	-0.07370167775685879	0.001933192184498529	6	2	8	True	0.004491364847507454
simple_low	basal_z	pearson_winsor	CD3_mean	0.20	expression	1	-0.09030430068871645	-0.09030430068871645	0.04143040027032317	0.029282468777741436	0.0	-0.1715063930836284	-0.009102208293804509	0.0	6	2	8	True	0.07869413804031843
simple_low	basal_z	pearson_winsor	CD3_z	0.20	expression	1	-0.08901278641153033	-0.08901278641153033	0.04143774355998562	0.031705104078577594	0.0	-0.17022927138970873	-0.007796301433351957	0.0	6	2	8	True	0.08313952147279101
simple_low	basal_z	pearson_winsor	CD3_rank	0.20	expression	1	-0.09697592654524326	-0.09697592654524326	0.04130406037516018	0.018881892524842486	0.0	-0.17793039729582516	-0.016021455794661354	0.0	6	2	8	True	0.0588208044080045
simple_low	basal_z	pearson_winsor	CD3_pc1	0.20	expression	1	-0.0892362182986603	-0.0892362182986603	0.04144134193925478	0.03129401583955385	0.0	-0.17045975597060894	-0.008012680626711649	0.0	6	2	8	True	0.0823825258910886
simple_low	basal_z	pearson_winsor	CD8_mean	0.20	expression	1	-0.16201772367648623	-0.16947642267858337	0.05512553015519467	0.003292000294339016	0.42385309035849333	-0.27006177740934445	-0.05397366994362798	0.009946755900747768	6	2	8	True	0.018880404927118025
simple_low	basal_z	pearson_winsor	CD8_z	0.20	expression	1	-0.16493351762474198	-0.17198713987385938	0.05504321916769326	0.002731550137043524	0.42296508115858933	-0.2728162447865655	-0.05705079046291843	0.009898809263847086	6	2	8	True	0.016702492427847083
simple_low	basal_z	pearson_winsor	CD8_rank	0.20	expression	1	-0.16330174567804057	-0.1693465630880559	0.0520315495682446	0.001698068353295314	0.35554620222407235	-0.26528170889161057	-0.06132178246447055	0.007477432436783084	7	1	8	True	0.01228079815492467
simple_low	basal_z	pearson_winsor	CD8_pc1	0.20	expression	1	-0.16493351762474198	-0.17198713987385938	0.05504321916769326	0.002731550137043524	0.42296508115858933	-0.2728162447865655	-0.05705079046291843	0.009898809263847086	6	2	8	True	0.016702492427847083
simple_low	basal_z	pearson_winsor	CD3CD8_mean	0.20	expression	1	-0.11617918807787087	-0.11730991660304253	0.04274229380172361	0.00656516801570477	0.06139804992074462	-0.19995254454587874	-0.032405831609863	0.000916131568849082	7	1	8	True	0.029017103564574806
simple_low	basal_z	pearson_winsor	CD3CD8_z	0.20	expression	1	-0.11838599661043175	-0.11994891456418477	0.04351068810577541	0.006511456820065965	0.0903392430630023	-0.20366537824030687	-0.03310661498055664	0.001386630225710422	7	1	8	True	0.028847202966512782
simple_low	basal_z	pearson_winsor	CD3CD8_rank	0.20	expression	1	-0.12643819444644674	-0.12745587944141745	0.04222043958259355	0.002747011524734465	0.04858980071823282	-0.2091887354397794	-0.04368765345311408	0.0007100355800659416	7	1	8	True	0.016766132694922706
simple_low	basal_z	pearson_winsor	CD3CD8_pc1	0.20	expression	1	-0.11608418546690415	-0.11700935588853431	0.04247975049007112	0.0062818546875581605	0.05271006696322088	-0.19934296649969124	-0.032825404434117036	0.000778680833480544	7	1	8	True	0.028209944581101102
simple_low	basal_z	pearson_winsor	CD3D	0.20	residual	1	-0.09700720783733588	-0.10900502377674635	0.05128660113274011	0.05856126690955826	0.3155529778087775	-0.19752709894697762	0.003512683272305875	0.006469782113940434	5	3	8	False	0.12535697297951207
simple_low	basal_z	pearson_winsor	CD3E	0.20	residual	1	-0.0823806084912396	-0.08313744412740155	0.04185049616377363	0.049016285599899616	0.016392463534588037	-0.1644060737073676	-0.0003551432751115885	0.0002375872053198661	6	2	8	True	0.11140000645642024
simple_low	basal_z	pearson_winsor	CD3G	0.20	residual	1	-0.0858293821573025	-0.0858293821573025	0.041426821186592605	0.03828118254001506	0.0	-0.16702445967700486	-0.004634304637600131	0.0	5	3	8	False	0.09443111147344405
simple_low	basal_z	pearson_winsor	CD8A	0.20	residual	1	-0.11685536510816573	-0.13317957737323793	0.05421028877366947	0.031115393171942094	0.3911108901344498	-0.2231055786960739	-0.010605151520257552	0.008875564099295371	6	2	8	True	0.08201612819330047
simple_low	basal_z	pearson_winsor	CD8B	0.20	residual	1	-0.1322199912066592	-0.14125753385281806	0.048587624945297336	0.0065031844053629086	0.24465843104170834	-0.22744998619378187	-0.03698999621953651	0.0045387000016202704	7	1	8	True	0.028821959655238438
simple_low	basal_z	pearson_winsor	CD3_mean	0.20	residual	1	-0.084856754132564	-0.09323699717240722	0.04749107540322691	0.07397083866885538	0.20602348953413943	-0.17793755150996476	0.008224043244836776	0.003679615063330794	5	3	8	False	0.14649614459549365
simple_low	basal_z	pearson_winsor	CD3_z	0.20	residual	1	-0.08354115362342086	-0.09118856154118822	0.046951259516623566	0.07518787731597264	0.18881735578334477	-0.17556393130479653	0.008481624057954787	0.0033060503101094486	5	3	8	False	0.1481384957957633
simple_low	basal_z	pearson_winsor	CD3_rank	0.20	residual	1	-0.09016904256393432	-0.09525200900831532	0.04484149438085808	0.04434242554650514	0.12364959915633777	-0.17805675656337136	-0.0022813285644972814	0.0020010146891380814	5	3	8	False	0.10435186801872239
simple_low	basal_z	pearson_winsor	CD3_pc1	0.20	residual	1	-0.0841144164908378	-0.09165666337390722	0.04685244384007161	0.07260515351340924	0.18583686608403954	-0.17594351900506366	0.007714686023388068	0.003241947964391309	5	3	8	False	0.1446382152444596
simple_low	basal_z	pearson_winsor	CD8_mean	0.20	residual	1	-0.13834089200463914	-0.1566232066368429	0.05776552813892374	0.016626289105045863	0.4660923675593653	-0.25155924670486474	-0.025122537304413564	0.011938763801328576	7	1	8	True	0.05407082288735856
simple_low	basal_z	pearson_winsor	CD8_z	0.20	residual	1	-0.14109847907495612	-0.15835806501123534	0.056996202149893475	0.013302112709479296	0.45244145993937185	-0.2528089825443117	-0.02938797560560051	0.011293214386177012	7	1	8	True	0.04649617260478745
simple_low	basal_z	pearson_winsor	CD8_rank	0.20	residual	1	-0.12846653061242688	-0.14259081872454749	0.052779283514821945	0.014931623688719479	0.36026496187780643	-0.23191202543130648	-0.02502103579354728	0.007770148232670533	7	1	8	True	0.0503897334355223
simple_low	basal_z	pearson_winsor	CD8_pc1	0.20	residual	1	-0.14109847907495612	-0.15835806501123534	0.056996202149893475	0.013302112709479296	0.45244145993937185	-0.2528089825443117	-0.02938797560560051	0.011293214386177012	7	1	8	True	0.04649617260478745
simple_low	basal_z	pearson_winsor	CD3CD8_mean	0.20	residual	1	-0.10692962557194623	-0.11483274948084272	0.04765148951315227	0.024832829231792513	0.21937979854382034	-0.20032482882741276	-0.013534422316479708	0.003934522143639277	6	2	8	True	0.07043692691526215
simple_low	basal_z	pearson_winsor	CD3CD8_z	0.20	residual	1	-0.1087980734523599	-0.11764908134300497	0.048524061088153575	0.02495187928111429	0.24630586467824608	-0.20390348556876237	-0.013692661335957423	0.00456111134209824	6	2	8	True	0.07067157900630484
simple_low	basal_z	pearson_winsor	CD3CD8_rank	0.20	residual	1	-0.10849118276160172	-0.11761012376530418	0.04808656208267112	0.024060345926877915	0.23423969241893816	-0.20273911258398647	-0.014243252939216952	0.004266750511226767	6	2	8	True	0.06907131641527808
simple_low	basal_z	pearson_winsor	CD3CD8_pc1	0.20	residual	1	-0.1073280560064378	-0.1157756887092115	0.04811750620663998	0.02571156856404696	0.23399067881210997	-0.20163663519733466	-0.013019476815540929	0.004268985006683543	6	2	8	True	0.07209725060503851
simple_low	basal_z	pearson_winsor	CD3D	0.10	expression	1	-0.08966706000912407	-0.08966706000912407	0.05990027908560161	0.13440914791148298	0.0	-0.20706944968080107	0.027735329662552932	0.0	5	2	7	False	0.21684204493871162
simple_low	basal_z	pearson_winsor	CD3E	0.10	expression	1	-0.07492799625869388	-0.07492799625869388	0.06059354453926676	0.21624776309088856	0.0	-0.19368916125128038	0.04383316873389263	0.0	5	2	7	False	0.301619551139471
simple_low	basal_z	pearson_winsor	CD3G	0.10	expression	1	-0.06902571342568252	-0.06902571342568252	0.0603563884100574	0.2527747985096007	0.0	-0.18732206094630577	0.04927063409494073	0.0	5	2	7	False	0.33710436877422284
simple_low	basal_z	pearson_winsor	CD8A	0.10	expression	1	-0.14708392249107716	-0.20448303880599533	0.11522629078846548	0.20178630064605863	0.7463914307940114	-0.3729233025086089	0.07875545752645458	0.0675684605962682	4	3	7	False	0.2873946823815484
simple_low	basal_z	pearson_winsor	CD8B	0.10	expression	1	-0.12386818501666887	-0.1591890444425337	0.10162803521674547	0.22290540969430772	0.6572321699148562	-0.32305547386105826	0.07531910382772052	0.046235252239608574	3	4	7	False	0.3080901047095924
simple_low	basal_z	pearson_winsor	CD3_mean	0.10	expression	1	-0.07775169449917631	-0.07775169449917631	0.060556032710201296	0.19915496502219387	0.0	-0.1964393376578003	0.04093594865944768	0.0	5	2	7	False	0.284656758766927
simple_low	basal_z	pearson_winsor	CD3_z	0.10	expression	1	-0.07753685180932789	-0.07753685180932789	0.060533173803061835	0.20022931810841038	0.0	-0.19617969233323257	0.04110598871457681	0.0	5	2	7	False	0.2857452920758361
simple_low	basal_z	pearson_winsor	CD3_rank	0.10	expression	1	-0.08146234255368949	-0.08146234255368949	0.060190841456388706	0.1759275712363748	0.0	-0.19943422400737176	0.03650953889999278	0.0	5	2	7	False	0.2610156137278726
simple_low	basal_z	pearson_winsor	CD3_pc1	0.10	expression	1	-0.07772674672502805	-0.07772674672502805	0.0605347967247459	0.19914156393326532	0.0	-0.19637276811698323	0.04091927466692713	0.0	5	2	7	False	0.28464405850428137
simple_low	basal_z	pearson_winsor	CD8_mean	0.10	expression	1	-0.14988886411358224	-0.20551685683794668	0.11419532635570634	0.1893293467303202	0.7414369991665299	-0.3737075909735643	0.07392986274639982	0.06582043901713	3	4	7	False	0.2750026159531784
simple_low	basal_z	pearson_winsor	CD8_z	0.10	expression	1	-0.1442506382306818	-0.19816103052971096	0.11331686077703597	0.20302344543005324	0.7366356784881863	-0.36634760419481177	0.07784632773344818	0.06442510978790145	3	4	7	False	0.2885973204448667
simple_low	basal_z	pearson_winsor	CD8_rank	0.10	expression	1	-0.14868791604487672	-0.19706709931684466	0.10820372394860855	0.16939578283997958	0.7096877346035628	-0.3607633179772636	0.06338748588751017	0.05658486036319151	3	4	7	False	0.2541091941469022
simple_low	basal_z	pearson_winsor	CD8_pc1	0.10	expression	1	-0.1442506382306818	-0.19816103052971096	0.11331686077703597	0.20302344543005324	0.7366356784881863	-0.36634760419481177	0.07784632773344818	0.06442510978790145	3	4	7	False	0.2885973204448667
simple_low	basal_z	pearson_winsor	CD3CD8_mean	0.10	expression	1	-0.09958652732030487	-0.10606529042487732	0.07242506441533335	0.16912261073951995	0.2964161367896652	-0.2415370451523517	0.042363990511741945	0.010744302640170834	5	2	7	False	0.2538167918331598
simple_low	basal_z	pearson_winsor	CD3CD8_z	0.10	expression	1	-0.1029921931377364	-0.11180723612634907	0.07631181125304086	0.17713686908732906	0.36677048958460773	-0.2525605947887149	0.04657620851324211	0.014676215791206771	5	2	7	False	0.2622604208894418
simple_low	basal_z	pearson_winsor	CD3CD8_rank	0.10	expression	1	-0.11624331059128115	-0.12618641616116544	0.07507927153788227	0.12155625647207953	0.35339374357294373	-0.26339597879103355	0.030909357608471244	0.013696965624349924	5	2	7	False	0.20261304624713114
simple_low	basal_z	pearson_winsor	CD3CD8_pc1	0.10	expression	1	-0.10175113558614475	-0.1091239655701842	0.07403878403396717	0.16935009748680707	0.3273394061404472	-0.2468644857518596	0.04336221457957008	0.012365794129181847	5	2	7	False	0.25407956075635774
simple_low	basal_z	pearson_winsor	CD3D	0.10	residual	1	-0.03698542111276404	-0.03698542111276404	0.06046040546371829	0.5407166585033711	0.0	-0.15548563831234058	0.08151479608681252	0.0	5	2	7	False	0.6068009343864006
simple_low	basal_z	pearson_winsor	CD3E	0.10	residual	1	0.00479193150422766	0.00479193150422766	0.060852374574216835	0.937233997346291	0.0	-0.11447653103497825	0.12406039404343357	0.0	4	3	7	False	0.9498156341010723
simple_low	basal_z	pearson_winsor	CD3G	0.10	residual	1	-0.0017741752557094606	-0.0017741752557094606	0.061061209793162	0.9768201793926763	0.0	-0.12145194730275141	0.1179035967913325	0.0	4	3	7	False	0.9812879381057347
simple_low	basal_z	pearson_winsor	CD8A	0.10	residual	1	-0.10218067931058766	-0.11180083815983731	0.07572373944744655	0.17721248346348617	0.3604349357958385	-0.25059648140227786	0.04623512278110256	0.014231535048615166	4	3	7	False	0.2623295752308306
simple_low	basal_z	pearson_winsor	CD8B	0.10	residual	1	-0.12300096292986563	-0.14354045297440968	0.08787188715706354	0.16158039252971512	0.5306842241332457	-0.2952266970112779	0.04922477115154662	0.027940722106071757	4	3	7	False	0.24594054241326901
simple_low	basal_z	pearson_winsor	CD3_mean	0.10	residual	1	-0.009646371086679264	-0.009646371086679264	0.06097648949333173	0.8743006194176519	0.0	-0.12915809439729448	0.10986535222393594	0.0	4	3	7	False	0.8979326758494404
simple_low	basal_z	pearson_winsor	CD3_z	0.10	residual	1	-0.005400952177082518	-0.005400952177082518	0.06104978480340352	0.9295047192972018	0.0	-0.12505633165567412	0.11425442730150909	0.0	4	3	7	False	0.9434083031802923
simple_low	basal_z	pearson_winsor	CD3_rank	0.10	residual	1	-0.009238382552760313	-0.009238382552760313	0.06085574554470784	0.8793384559998734	0.0	-0.12851345207272152	0.1100366869672009	0.0	4	3	7	False	0.9022393859041608
simple_low	basal_z	pearson_winsor	CD3_pc1	0.10	residual	1	-0.005784811505728913	-0.005784811505728913	0.06105365678301196	0.9245136947260298	0.0	-0.12544777992490191	0.11387815691344409	0.0	4	3	7	False	0.9392197337708911
simple_low	basal_z	pearson_winsor	CD8_mean	0.10	residual	1	-0.12264687085069996	-0.13744751674503422	0.08059838310956392	0.12808329949213176	0.439789557405659	-0.28061679895760666	0.03532305725620673	0.01956426961885719	3	4	7	False	0.21004888045127262
simple_low	basal_z	pearson_winsor	CD8_z	0.10	residual	1	-0.1202792166182716	-0.13604760694063037	0.08150012571566292	0.13999320505526414	0.45200565492203093	-0.28001652775645763	0.039458094519914444	0.020549302879425583	3	4	7	False	0.22277059737620555
simple_low	basal_z	pearson_winsor	CD8_rank	0.10	residual	1	-0.11864629598352996	-0.13387308219858005	0.07896138786330438	0.1329457703166792	0.41488645575612665	-0.27340777236490466	0.036115180397844754	0.017734325502896144	3	4	7	False	0.2152561608483792
simple_low	basal_z	pearson_winsor	CD8_pc1	0.10	residual	1	-0.1202792166182716	-0.13604760694063037	0.08150012571566292	0.13999320505526414	0.45200565492203093	-0.28001652775645763	0.039458094519914444	0.020549302879425583	3	4	7	False	0.22277059737620555
simple_low	basal_z	pearson_winsor	CD3CD8_mean	0.10	residual	1	-0.04041151294477468	-0.04041151294477468	0.060489439160829425	0.5040853932820162	0.0	-0.1589686351450271	0.07814560925547775	0.0	4	3	7	False	0.5735861737052813
simple_low	basal_z	pearson_winsor	CD3CD8_z	0.10	residual	1	-0.048752278521564864	-0.048752278521564864	0.06034678959385706	0.4191662089803698	0.0	-0.1670298127081412	0.0695252556650115	0.0	4	3	7	False	0.49500845197059823
simple_low	basal_z	pearson_winsor	CD3CD8_rank	0.10	residual	1	-0.05818875699796291	-0.05818875699796291	0.060028919529941556	0.332372884686405	0.0	-0.17584327730750143	0.05946576331157561	0.0	4	3	7	False	0.41220306049996513
simple_low	basal_z	pearson_winsor	CD3CD8_pc1	0.10	residual	1	-0.04354579340806315	-0.04354579340806315	0.06045671775095811	0.47135232353164247	0.0	-0.16203878282344442	0.07494719600731811	0.0	4	3	7	False	0.5433514542775525
simple_low	basal_PC1	pearson_winsor	CD3D	0.25	expression	1	-0.10542492174064737	-0.10542492174064737	0.036992153467112654	0.004372932092328656	0.0	-0.17792821024676667	-0.03292163323452807	0.0	7	1	8	True	0.0224692001444432
simple_low	basal_PC1	pearson_winsor	CD3E	0.25	expression	1	-0.09293470845626073	-0.09293470845626073	0.03707936481963573	0.012197696461612824	0.0	-0.16560892807236827	-0.020260488840153176	0.0	7	1	8	True	0.04387352241240405
simple_low	basal_PC1	pearson_winsor	CD3G	0.25	expression	1	-0.09852995551165154	-0.09852995551165154	0.036979131435734544	0.007710869503343416	0.0	-0.1710077213052642	-0.026052189718038896	0.0	6	2	8	True	0.03222797838567535
simple_low	basal_PC1	pearson_winsor	CD8A	0.25	expression	1	-0.12712934656077662	-0.12806327059123204	0.03823865078538479	0.0008853610425910759	0.07006957627786618	-0.20207572491753506	-0.05218296820401819	0.0008344594698265636	7	1	8	True	0.008379822624740399
simple_low	basal_PC1	pearson_winsor	CD8B	0.25	expression	1	-0.13692150220853597	-0.13692150220853597	0.03661863501557906	0.00018466493071927397	0.0	-0.20869270800208825	-0.06515029641498368	0.0	8	0	8	True	0.0036194054024653345
simple_low	basal_PC1	pearson_winsor	CD3_mean	0.25	expression	1	-0.0978875004104914	-0.0978875004104914	0.03706040858220848	0.00825895840497007	0.0	-0.17052456648395914	-0.025250434337023647	0.0	6	2	8	True	0.03369463309688197
simple_low	basal_PC1	pearson_winsor	CD3_z	0.25	expression	1	-0.09704635053147426	-0.09704635053147426	0.03707246386727121	0.00885122674428984	0.0	-0.16970704452948832	-0.024385656533460184	0.0	6	2	8	True	0.035353309406479176
simple_low	basal_PC1	pearson_winsor	CD3_rank	0.25	expression	1	-0.10147081777696654	-0.10147081777696654	0.03698821879303124	0.006081989362414888	0.0	-0.17396639446359535	-0.028975241090337722	0.0	6	2	8	True	0.027625326520333254
simple_low	basal_PC1	pearson_winsor	CD3_pc1	0.25	expression	1	-0.09712601509236525	-0.09712601509236525	0.037073499076211346	0.008797534941689953	0.0	-0.16978873806261846	-0.024463292122112054	0.0	6	2	8	True	0.03519907410881421
simple_low	basal_PC1	pearson_winsor	CD8_mean	0.25	expression	1	-0.1453868396457432	-0.14643638609052106	0.043393860473568	0.0008069460761048475	0.257252810621756	-0.23043724332409268	-0.060336435967393715	0.0038085274313956305	7	1	8	True	0.007983929391988796
simple_low	basal_PC1	pearson_winsor	CD8_z	0.25	expression	1	-0.14615755308137943	-0.14695665231836577	0.04330513422422982	0.0007379881405281939	0.25441758271526527	-0.23103405650654277	-0.061281049656216086	0.0037529653625621743	7	1	8	True	0.007549467774478291
simple_low	basal_PC1	pearson_winsor	CD8_rank	0.25	expression	1	-0.14430511866797432	-0.14478905933055483	0.03900766958680471	0.0002161065870470848	0.10210477832406936	-0.22075874617894997	-0.06785149115699868	0.0012557041171467837	7	1	8	True	0.0038943667298742247
simple_low	basal_PC1	pearson_winsor	CD8_pc1	0.25	expression	1	-0.14615755308137943	-0.14695665231836577	0.04330513422422982	0.0007379881405281939	0.25441758271526527	-0.23103405650654277	-0.061281049656216086	0.0037529653625621743	7	1	8	True	0.007549467774478291
simple_low	basal_PC1	pearson_winsor	CD3CD8_mean	0.25	expression	1	-0.11441320462188755	-0.11441320462188755	0.036797470052769114	0.0018755136570630354	0.0	-0.1865349206475062	-0.042291488596268884	0.0	7	1	8	True	0.013066410133358257
simple_low	basal_PC1	pearson_winsor	CD3CD8_z	0.25	expression	1	-0.11669188962286207	-0.11669188962286207	0.0367522769253762	0.0014978859246315038	0.0	-0.1887250287464419	-0.04465875049928225	0.0	7	1	8	True	0.011343192833381964
simple_low	basal_PC1	pearson_winsor	CD3CD8_rank	0.25	expression	1	-0.12198087285803624	-0.12198087285803624	0.03669523178612105	0.0008868485576858068	0.0	-0.1939022055631829	-0.050059540152889576	0.0	7	1	8	True	0.008388862717755784
simple_low	basal_PC1	pearson_winsor	CD3CD8_pc1	0.25	expression	1	-0.11484018932968477	-0.11484018932968477	0.036778548493593445	0.0017933582642607464	0.0	-0.1869248197807878	-0.04275555887858176	0.0	7	1	8	True	0.012683286384600069
simple_low	basal_PC1	pearson_winsor	CD3D	0.25	residual	1	-0.09710369293240326	-0.11639746842728341	0.053318687715435596	0.06857731870591542	0.4887533588743645	-0.20160640055759524	0.007399014692788725	0.010679548087485367	6	2	8	True	0.13890873592371739
simple_low	basal_PC1	pearson_winsor	CD3E	0.25	residual	1	-0.0849122024301634	-0.09776453047600554	0.04537796168292843	0.06131443199838553	0.29516821805025156	-0.1738513730205417	0.004026968160214903	0.00474775914512946	6	2	8	True	0.12915126930623624
simple_low	basal_PC1	pearson_winsor	CD3G	0.25	residual	1	-0.0937463173150466	-0.10933536800950418	0.04827428302374034	0.052142969483952216	0.3736700492128371	-0.18836217342107098	0.0008695387909778002	0.006741418195524941	5	3	8	False	0.11621823861079174
simple_low	basal_PC1	pearson_winsor	CD8A	0.25	residual	1	-0.11526124861082235	-0.1432907736838562	0.059343777825178815	0.052105219502291494	0.5936193594444164	-0.2315729158547195	0.001050418633074826	0.015998332227860873	6	2	8	True	0.11618910868952866
simple_low	basal_PC1	pearson_winsor	CD8B	0.25	residual	1	-0.13611861358790028	-0.15568574349298803	0.054127579677921624	0.011910881156851334	0.5061013561889987	-0.2422067203269488	-0.030030506848851765	0.011341815249233164	6	2	8	True	0.04320984718020722
simple_low	basal_PC1	pearson_winsor	CD3_mean	0.25	residual	1	-0.09287175096355313	-0.11009225267865876	0.050188296057685176	0.06424636956828639	0.4207135116028389	-0.19123900368204966	0.005495501754943399	0.00817436170373615	6	2	8	True	0.13306502881900775
simple_low	basal_PC1	pearson_winsor	CD3_z	0.25	residual	1	-0.09187093716671905	-0.10913685765190034	0.0501600864980539	0.0670178060114513	0.4196311667487977	-0.19018290016431855	0.006441025830880437	0.008144038169117587	6	2	8	True	0.136760583351824
simple_low	basal_PC1	pearson_winsor	CD3_rank	0.25	residual	1	-0.09635567100109275	-0.11303912483254998	0.0492780396680257	0.05054211773113509	0.3998380218161133	-0.19293885397915925	0.0002275119769737377	0.007495326865916427	6	2	8	True	0.11368119358649602
simple_low	basal_PC1	pearson_winsor	CD3_pc1	0.25	residual	1	-0.09206560708094776	-0.10937056355845952	0.05018522731700652	0.06657742134976256	0.4202261899592751	-0.19042684517823621	0.0062956310163407025	0.008163425385059535	6	2	8	True	0.13622794599291177
simple_low	basal_PC1	pearson_winsor	CD8_mean	0.25	residual	1	-0.13762136300512592	-0.16724972990130973	0.06293444201482423	0.028761392232489368	0.6417494584119191	-0.2609706027413058	-0.01427212326894603	0.01943335790038132	6	2	8	True	0.07777457512621508
simple_low	basal_PC1	pearson_winsor	CD8_z	0.25	residual	1	-0.1396496618989133	-0.16863092975368346	0.062220539663340305	0.024804731496052185	0.633327958135852	-0.26159967873770623	-0.01769964506012038	0.018741056472770055	6	2	8	True	0.07041087300848094
simple_low	basal_PC1	pearson_winsor	CD8_rank	0.25	residual	1	-0.12981231975459148	-0.15507248453212388	0.05768764623842929	0.024432316924011235	0.5697624567472815	-0.2428780287348004	-0.01674661077438254	0.014495866538507754	6	2	8	True	0.06974390231321308
simple_low	basal_PC1	pearson_winsor	CD8_pc1	0.25	residual	1	-0.1396496618989133	-0.16863092975368346	0.062220539663340305	0.024804731496052185	0.633327958135852	-0.26159967873770623	-0.01769964506012038	0.018741056472770055	6	2	8	True	0.07041087300848094
