stratum	covariates	method	outcome	k	effect	fe	se	p	I2	ci_low	ci_high	tau2	neg	npos	cohorts	eligible	q
basal_bot_tertile	KRT8_18_19	spearman	CD3CD8_mean	3	-0.04456781494045652	-0.0564339764318905	0.035966397108590106	0.21498541137875193	0.34644634767195637	-0.11458472715159836	0.02588969787961281	0.003479179627011316	4	4	8	False	0.29493819952274325
basal_bot_tertile	KRT8_18_19	spearman	CD3CD8_z	3	-0.04603056205151847	-0.057910070797700414	0.03613317139159683	0.20237468509824663	0.3520893169027549	-0.11635345208509963	0.024751544639676295	0.0035666444467986366	4	4	8	False	0.2815344864462631
basal_bot_tertile	KRT8_18_19	spearman	CD3CD8_rank	3	-0.04229229331005975	-0.053529819599521584	0.03518644936600747	0.22910571387318546	0.3192084485743226	-0.1108246164053574	0.02664033292905231	0.003077388526136425	4	4	8	False	0.3098589894376527
basal_bot_tertile	KRT8_18_19	spearman	CD3CD8_pc1	3	-0.04720150401003832	-0.05812454658165606	0.03537054458227757	0.1817197521004188	0.32576525792148203	-0.11603656016571227	0.022084796264983567	0.003171142434511674	4	4	8	False	0.2596773280150979
basal_bot_tertile	KRT8_18_19_7	spearman	CD3D	4	-0.034559907365564656	-0.05853460345126906	0.05239692491912582	0.5093554137041465	0.6865863189757875	-0.13641402078128367	0.068017226740027	0.014476890866915554	4	4	8	False	0.5932691769817919
basal_bot_tertile	KRT8_18_19_7	spearman	CD3E	4	-0.007033664460274253	-0.034249050331047505	0.04941949849130851	0.8868208977174479	0.6472060405014364	-0.10352201289349995	0.08958583532914675	0.012123262999929295	3	5	8	False	0.9147511607449623
basal_bot_tertile	KRT8_18_19_7	spearman	CD3G	4	-0.025111263817650754	-0.03887103459685247	0.0396305436682772	0.5262326745278578	0.453093522292319	-0.10243047647816375	0.05250955356926948	0.005474858401788203	5	3	8	False	0.6098842226795007
basal_bot_tertile	KRT8_18_19_7	spearman	CD8A	4	-0.019278710998347298	-0.04168978774415643	0.04663325237625416	0.6792678096853835	0.6035099967664335	-0.11023084585387581	0.07199362397748718	0.010058896321305136	3	5	8	False	0.7443040893361117
basal_bot_tertile	KRT8_18_19_7	spearman	CD8B	4	-0.009625778479515295	-0.035676900763657766	0.048739293315056005	0.8434352321244822	0.6372051104879407	-0.10476747386059404	0.08569051686186875	0.011606898719657874	4	4	8	False	0.8817045322089363
basal_bot_tertile	KRT8_18_19_7	spearman	CD3_mean	4	-0.020826508855021304	-0.044430519479144635	0.05018510218708924	0.6781024696705438	0.6579914514346966	-0.11862928077429863	0.0773764941494786	0.012713976233143034	4	4	8	False	0.7432597335794191
basal_bot_tertile	KRT8_18_19_7	spearman	CD3_z	4	-0.02058274480738276	-0.04374347310684549	0.04949318028235058	0.6774619109540119	0.6482653239800242	-0.11705148883801993	0.07627078533785836	0.012179675322147875	4	4	8	False	0.7427125990277417
basal_bot_tertile	KRT8_18_19_7	spearman	CD3_rank	4	-0.020709821397146753	-0.0432079475545372	0.047869783322787435	0.6652398984325603	0.6238133969873637	-0.11403760396854021	0.07298028537075057	0.010958458761602875	4	4	8	False	0.7326006680222723
basal_bot_tertile	KRT8_18_19_7	spearman	CD3_pc1	4	-0.020334024330286506	-0.043572996035176594	0.04948883066896315	0.6811181983340155	0.6482029200618297	-0.11679765745051492	0.07650968261368664	0.01217634257359701	4	4	8	False	0.7455540520626347
basal_bot_tertile	KRT8_18_19_7	spearman	CD8_mean	4	-0.016459405961956598	-0.04412869426810545	0.0514419647364693	0.7489762315720063	0.6746849962809063	-0.11675044755033165	0.08416392976163675	0.01370550568418825	4	4	8	False	0.8032609523168128
basal_bot_tertile	KRT8_18_19_7	spearman	CD8_z	4	-0.015537575848809817	-0.043205807506363464	0.051340979836060625	0.7621494976194011	0.6733880681557735	-0.11564557684001771	0.08488289574259077	0.01362484203345115	4	4	8	False	0.8141476992363424
basal_bot_tertile	KRT8_18_19_7	spearman	CD8_rank	4	-0.01519421738876541	-0.04044504975990477	0.04867882040490687	0.7549219544436555	0.6362962029767278	-0.11015530095392932	0.08004175386074217	0.011561378033269402	4	4	8	False	0.8080703059994951
basal_bot_tertile	KRT8_18_19_7	spearman	CD8_pc1	4	-0.015537575848809817	-0.043205807506363464	0.051340979836060625	0.7621494976194011	0.6733880681557735	-0.11564557684001771	0.08488289574259077	0.01362484203345115	4	4	8	False	0.8141476992363424
basal_bot_tertile	KRT8_18_19_7	spearman	CD3CD8_mean	4	-0.023328861311292172	-0.04702284608841395	0.04866002411107653	0.6315740044814109	0.6360130241200987	-0.11815056193835549	0.07191444081264549	0.011547242075139444	3	5	8	False	0.7050596632750721
basal_bot_tertile	KRT8_18_19_7	spearman	CD3CD8_z	4	-0.023888124849830973	-0.047382658463643514	0.04859814373375397	0.6229756231122678	0.6350784994128631	-0.11858271329651934	0.07123707018947853	0.01150074735937205	3	5	8	False	0.6973132214380445
basal_bot_tertile	KRT8_18_19_7	spearman	CD3CD8_rank	4	-0.020953546585156503	-0.04437166496673154	0.04764221465750507	0.6600277228900802	0.6201908684690658	-0.11383803344860163	0.0722940678061096	0.010790910011897662	3	5	8	False	0.7283412084722727
basal_bot_tertile	KRT8_18_19_7	spearman	CD3CD8_pc1	4	-0.02576360007532325	-0.048527090166397197	0.048175983125886036	0.59271944926422	0.6286095100556804	-0.11961704314613222	0.06854622874498799	0.011185316404080065	3	5	8	False	0.6695097875464892
basal_bot_tertile	KRT7_8_18_19_20	spearman	CD3D	5	-0.028081393680421063	-0.052710155609108994	0.05052101924194743	0.5782231438648348	0.6600014075106325	-0.12642801156779215	0.07081188441255803	0.01291706573512261	4	4	8	False	0.6566654793475251
basal_bot_tertile	KRT7_8_18_19_20	spearman	CD3E	5	-0.001428712141008763	-0.029317306450168428	0.04829085448746589	0.9763975628929661	0.6275812676033632	-0.09578251351068728	0.09295053476018258	0.011213329441012101	3	5	8	False	0.9828526200779439
basal_bot_tertile	KRT7_8_18_19_20	spearman	CD3G	5	-0.021834668776438387	-0.03666218403383829	0.039829039078267924	0.5834880379618551	0.4544563135916472	-0.0995705927449776	0.05616616908649858	0.005543176848018675	5	3	8	False	0.6612864430234358
basal_bot_tertile	KRT7_8_18_19_20	spearman	CD8A	5	-0.014043504683967685	-0.03550017029429141	0.042649533627563886	0.7419300677856926	0.5228295942476041	-0.09732690877461211	0.06943520981133434	0.007290927653264082	3	5	8	False	0.7975767207772931
basal_bot_tertile	KRT7_8_18_19_20	spearman	CD8B	5	-0.002888121509782866	-0.029176591457812234	0.04604817536921161	0.9499896788991695	0.590287280905981	-0.09287248673294181	0.08714303974097935	0.009586942139300397	4	4	8	False	0.9629193621487964
basal_bot_tertile	KRT7_8_18_19_20	spearman	CD3_mean	5	-0.014793880080843714	-0.039376853562582345	0.049230728347106324	0.7637783589965494	0.6417675073720144	-0.11082827576489886	0.0815142294795872	0.011920895399410703	4	4	8	False	0.8156388940453089
basal_bot_tertile	KRT7_8_18_19_20	spearman	CD3_z	5	-0.014800386828488684	-0.038927296050376904	0.048648328987126524	0.7609340905452826	0.6330709366816573	-0.1097071023943749	0.08037376121466212	0.011480647724024793	4	4	8	False	0.8132628235268301
basal_bot_tertile	KRT7_8_18_19_20	spearman	CD3_rank	5	-0.015335845369207464	-0.03870199356657946	0.047029792989454186	0.7443385249964116	0.6072413877759157	-0.10710139688817219	0.0766887800163152	0.010288019398862492	4	4	8	False	0.7995113529917494
basal_bot_tertile	KRT7_8_18_19_20	spearman	CD3_pc1	5	-0.014527088641591907	-0.03874779416326587	0.048648056218425446	0.7652170134975564	0.6330667924670672	-0.10943649914881	0.08064481519831675	0.011480442905500375	4	4	8	False	0.8169261196835005
basal_bot_tertile	KRT7_8_18_19_20	spearman	CD8_mean	5	-0.010211907222905374	-0.03753563457754911	0.04723353303196309	0.8288257084956633	0.6106340273441685	-0.10242780831894459	0.08217801925039761	0.010435641077058607	4	4	8	False	0.8698075010943401
basal_bot_tertile	KRT7_8_18_19_20	spearman	CD8_z	5	-0.009381142685169657	-0.036684118023975795	0.04724154093257963	0.8425881086611541	0.6107665130608265	-0.10162114412071865	0.08301878320681665	0.010441458049342179	4	4	8	False	0.8811696864019594
basal_bot_tertile	KRT7_8_18_19_20	spearman	CD8_rank	5	-0.009136504279229678	-0.03390076149256715	0.044959715059695024	0.8389622950922411	0.5702398992735614	-0.0969506954331883	0.07881883438527564	0.008829327695315517	4	4	8	False	0.8782520797368558
basal_bot_tertile	KRT7_8_18_19_20	spearman	CD8_pc1	5	-0.009381142685169657	-0.036684118023975795	0.04724154093257963	0.8425881086611541	0.6107665130608265	-0.10162114412071865	0.08301878320681665	0.010441458049342179	4	4	8	False	0.8811696864019594
basal_bot_tertile	KRT7_8_18_19_20	spearman	CD3CD8_mean	5	-0.016350445064884138	-0.04048025035090266	0.04609582869732416	0.7227865262223159	0.591134275648387	-0.10629500121037785	0.07385951361142197	0.009620586841657999	4	4	8	False	0.7802707813904285
basal_bot_tertile	KRT7_8_18_19_20	spearman	CD3CD8_z	5	-0.017404881401733963	-0.04117581169502282	0.045925365536469094	0.704672896305305	0.5880928681690701	-0.10700743955183875	0.07247811068902311	0.009500418319394159	4	4	8	False	0.7653110208803345
basal_bot_tertile	KRT7_8_18_19_20	spearman	CD3CD8_rank	5	-0.015241983940522097	-0.03884237586963496	0.045346976112022916	0.7367614400006777	0.5775293718791933	-0.10374695752449054	0.0735024763053845	0.009096486580267227	4	4	8	False	0.7932379266906251
basal_bot_tertile	KRT7_8_18_19_20	spearman	CD3CD8_pc1	5	-0.019718899339240033	-0.04274237362296895	0.04577406449559114	0.6665822061489572	0.5853662373357135	-0.10900216756955218	0.06987998141723879	0.009394185552172408	4	4	8	False	0.7336943591200571
basal_bot_tertile	simple_z	spearman	CD3D	1	-0.04736788172813079	-0.06658127578943976	0.04218581559514068	0.26114881480590957	0.5264234118202874	-0.12935718030955207	0.035264693740706586	0.007197469452088798	4	4	8	False	0.3449370691917131
basal_bot_tertile	simple_z	spearman	CD3E	1	-0.01928589228706615	-0.04300230848240731	0.04298316986049926	0.6536189526610816	0.5436666552556062	-0.10316539383465555	0.06486597400424339	0.007714101555853958	3	5	8	False	0.723062095046575
basal_bot_tertile	simple_z	spearman	CD3G	1	-0.039489213685321795	-0.048795475332161845	0.03354561663116697	0.23887953309149546	0.26649106765406644	-0.10487094883981635	0.026232421379421764	0.00235240508231683	5	3	8	False	0.3205605281209926
basal_bot_tertile	simple_z	spearman	CD8A	1	-0.04147710884567163	-0.06423631290596593	0.045492601631998204	0.3616337430042954	0.5924766715022539	-0.12992619719184922	0.04762688218701066	0.009413554454122071	4	4	8	False	0.44792785946747554
basal_bot_tertile	simple_z	spearman	CD8B	1	-0.045823219866988056	-0.06326447956995303	0.042155374604508834	0.2766968533868924	0.5257470684448092	-0.1277760683212274	0.036751123612804	0.007177970922976384	4	4	8	False	0.3618793902256557
basal_bot_tertile	simple_z	spearman	CD3_mean	1	-0.03278631688590777	-0.052552585760776926	0.04181685562307984	0.43284849409450077	0.5181336646440913	-0.11425648344566887	0.04912189167278274	0.006962257528318453	4	4	8	False	0.517703355983245
basal_bot_tertile	simple_z	spearman	CD3_z	1	-0.03295057660229331	-0.052313567509075516	0.041310137568556025	0.4249123552932349	0.5064142917021002	-0.11343851286409969	0.04796703322895114	0.006643213903061244	4	4	8	False	0.5098365925891647
basal_bot_tertile	simple_z	spearman	CD3_rank	1	-0.03386784230797427	-0.052228809037269605	0.04008453602438818	0.3979803744650249	0.476379465468819	-0.11197351774764648	0.044653731818855374	0.005890758548876803	4	4	8	False	0.4825925454904838
basal_bot_tertile	simple_z	spearman	CD3_pc1	1	-0.03276276760476206	-0.052187237431017566	0.041323958640892486	0.42771299233374516	0.5067391950869297	-0.11327965760808302	0.04818163687221871	0.0066518546226475095	4	4	8	False	0.5128455486713451
basal_bot_tertile	simple_z	spearman	CD8_mean	1	-0.04950058496658363	-0.0739834403969817	0.04838070983812639	0.30584280991092694	0.639893088002337	-0.14337088815953686	0.04525244667388	0.011505641045171305	4	4	8	False	0.3914698539137668
basal_bot_tertile	simple_z	spearman	CD8_z	1	-0.04940743542619854	-0.07323115784244477	0.047928511662529	0.3022141276542145	0.6330129357580633	-0.14241122094779687	0.04446112793986207	0.011168547300279665	4	4	8	False	0.38802122690420093
basal_bot_tertile	simple_z	spearman	CD8_rank	1	-0.04495243865915772	-0.06617269476944176	0.044794137231459426	0.3152770408985933	0.5796683755438913	-0.13200282770928926	0.042786004143171893	0.00892940251873488	4	4	8	False	0.4012964128520259
basal_bot_tertile	simple_z	spearman	CD8_pc1	1	-0.04940743542619854	-0.07323115784244477	0.047928511662529	0.3022141276542145	0.6330129357580633	-0.14241122094779687	0.04446112793986207	0.011168547300279665	4	4	8	False	0.38802122690420093
basal_bot_tertile	simple_z	spearman	CD3CD8_mean	1	-0.04469309198858132	-0.06427886515357692	0.042418525695459494	0.2917344343276361	0.5315493297516678	-0.1271694080418926	0.03839701052626054	0.007347076625833443	5	3	8	False	0.37717966613907766
basal_bot_tertile	simple_z	spearman	CD3CD8_z	1	-0.04616401597943149	-0.06579896273214486	0.042703463149168425	0.2793388549810054	0.5377200340480454	-0.12916845328816642	0.03748282937948275	0.007531578446908248	5	3	8	False	0.3642782781087567
basal_bot_tertile	simple_z	spearman	CD3CD8_rank	1	-0.0402481596218066	-0.0599469233331911	0.04185072442937615	0.33593538989070215	0.5189030618715529	-0.12168975537106888	0.04173174781718132	0.006983747027633196	5	3	8	False	0.42161476600068293
basal_bot_tertile	simple_z	spearman	CD3CD8_pc1	1	-0.0452454148781501	-0.0645718553694121	0.04223417421292255	0.2837062837547327	0.5274950714719233	-0.1273584162754803	0.03748356300253757	0.007228478981212016	5	3	8	False	0.36907110167499035
basal_bot_tertile	simple_PC1	spearman	CD3D	1	-0.04932466947627158	-0.06873316192260107	0.042508338576115315	0.24552187600804487	0.5335067946785871	-0.13190642772963176	0.033937045937170146	0.007405075513069216	4	4	8	False	0.32838355561305144
basal_bot_tertile	simple_PC1	spearman	CD3E	1	-0.021591061814090543	-0.045605614124887804	0.04350030072196073	0.6195981410568958	0.5543798048639299	-0.10644861729614831	0.06357872939845885	0.008055219809935624	4	4	8	False	0.6942724050707921
basal_bot_tertile	simple_PC1	spearman	CD3G	1	-0.0443533285890884	-0.0529635923199002	0.033093519297589	0.1798808416397547	0.24830285750345377	-0.10881202937957506	0.0204767960718904	0.0021388172459296494	5	3	8	False	0.2578913922307946
basal_bot_tertile	simple_PC1	spearman	CD8A	1	-0.0450721466775538	-0.06787684060479499	0.045767193618000496	0.3243878003825055	0.597359380490841	-0.13399407686315826	0.04456979853062001	0.00960622957479015	4	4	8	False	0.4093223914026667
basal_bot_tertile	simple_PC1	spearman	CD8B	1	-0.0482280144037862	-0.06616705192198573	0.042871666282161935	0.2602448849420824	0.5413090717960417	-0.13152598338270158	0.035746226246357954	0.007641172669833539	4	4	8	False	0.343872816149103
basal_bot_tertile	simple_PC1	spearman	CD3_mean	1	-0.035738827226986215	-0.05556849741262688	0.042018876285864815	0.3948223526704371	0.5226976035752314	-0.1175633824098241	0.04656772393238344	0.007090743135921035	4	4	8	False	0.4799263724581293
basal_bot_tertile	simple_PC1	spearman	CD3_z	1	-0.036015452610652844	-0.05541457451632236	0.04147237263945075	0.38495865123332207	0.510209367656147	-0.11678013989664171	0.045222454367596226	0.006744858027785454	4	4	8	False	0.47049506629330873
basal_bot_tertile	simple_PC1	spearman	CD3_rank	1	-0.036782652437439924	-0.05523587793750467	0.040307736952683776	0.3612648461461321	0.48203418111403584	-0.11528610362152081	0.04217742125590128	0.006025756711934744	5	3	8	False	0.44757647094472447
basal_bot_tertile	simple_PC1	spearman	CD3_pc1	1	-0.035810442529035265	-0.055275597259642886	0.04149167030846129	0.3878930233769159	0.5106580757258099	-0.1166149682159238	0.04546505211389737	0.006756980071311703	4	4	8	False	0.4733105811379649
basal_bot_tertile	simple_PC1	spearman	CD8_mean	1	-0.05249688841962817	-0.07734498731866102	0.04906536995334647	0.28420441125629925	0.6499594181604365	-0.147624905412569	0.04359351738219977	0.012022719181716091	4	4	8	False	0.3695818225843149
basal_bot_tertile	simple_PC1	spearman	CD8_z	1	-0.05232958076175557	-0.07654503261452236	0.04865506687878226	0.28170144016687304	0.6439766640146761	-0.14667400324877233	0.04295829857066284	0.011711877569244829	4	4	8	False	0.36673014056629527
basal_bot_tertile	simple_PC1	spearman	CD8_rank	1	-0.04805498986311838	-0.06959570924333412	0.04539607871283517	0.28942340320683757	0.5907401761990071	-0.13621474287458452	0.0408598855300252	0.009346139400486918	4	4	8	False	0.3748837719259075
basal_bot_tertile	simple_PC1	spearman	CD8_pc1	1	-0.05232958076175557	-0.07654503261452236	0.04865506687878226	0.28170144016687304	0.6439766640146761	-0.14667400324877233	0.04295829857066284	0.011711877569244829	4	4	8	False	0.36673014056629527
basal_bot_tertile	simple_PC1	spearman	CD3CD8_mean	1	-0.047925151265013885	-0.06768450488074987	0.04279457318913429	0.26239552802641974	0.5396689905896853	-0.13107915749852814	0.03589849569867735	0.007590879405033589	5	3	8	False	0.3460182524721433
basal_bot_tertile	simple_PC1	spearman	CD3CD8_z	1	-0.04948806503338879	-0.06928071715927638	0.043071238370524276	0.2501763830174264	0.5455166654479682	-0.13315123177788157	0.03487540168052783	0.007771859112566233	5	3	8	False	0.33346270996968813
basal_bot_tertile	simple_PC1	spearman	CD3CD8_rank	1	-0.043530630800312504	-0.0633973821726251	0.04222088187432713	0.30222517606673105	0.5272008438332517	-0.1256421060170394	0.039173194069322466	0.0072199512149184	5	3	8	False	0.38802122690420093
basal_bot_tertile	simple_PC1	spearman	CD3CD8_pc1	1	-0.0485976652364782	-0.06803977569423048	0.042554834446821024	0.25307955159270346	0.5345156503269809	-0.13127984827828254	0.03475596015519077	0.007435157982403087	5	3	8	False	0.3363508879232059
basal_bot_tertile	both_programs	spearman	CD3D	7	-0.07701036302296994	-0.08124220695919784	0.035322749126990315	0.028924279039620162	0.3056862781740127	-0.1453575406688384	-0.007931663706414727	0.0029708439324521805	5	3	8	False	0.07532931968027998
basal_bot_tertile	both_programs	spearman	CD3E	7	-0.05293125445654879	-0.05293125445654879	0.02842102114016023	0.06230200614250615	0.0	-0.10825901675683586	0.0027234005733818593	0.0	5	3	8	False	0.12505633865746457
basal_bot_tertile	both_programs	spearman	CD3G	7	-0.06517641031912222	-0.06517641031912222	0.02842102114016023	0.021647188117233946	0.0	-0.12038642049373509	-0.009564465780605665	0.0	8	0	8	True	0.060758909732352734
basal_bot_tertile	both_programs	spearman	CD8A	7	-0.07551212834338913	-0.07551212834338913	0.02842102114016023	0.007768284341940669	0.0	-0.13060993933718668	-0.019949321908429185	0.0	6	2	8	True	0.027940292809458634
basal_bot_tertile	both_programs	spearman	CD8B	7	-0.06440576729954008	-0.0691252663849933	0.03495184587878596	0.06500055654666491	0.2921594361861122	-0.13222071007007438	0.004009294115886332	0.0027851212860885233	5	3	8	False	0.12882396662502577
basal_bot_tertile	both_programs	spearman	CD3_mean	7	-0.06782979702782262	-0.06835375218092372	0.02894096751484998	0.018908307572269845	0.026788561040551256	-0.12401565057280305	-0.011210387101261465	0.0001857384524142815	6	2	8	True	0.05506155258461881
basal_bot_tertile	both_programs	spearman	CD3_z	7	-0.06840107653456189	-0.06840107653456189	0.02842102114016023	0.01593192869941722	0.0	-0.12357733879170305	-0.01280317572927271	0.0	6	2	8	True	0.04831141959788361
basal_bot_tertile	both_programs	spearman	CD3_rank	7	-0.06765430960792418	-0.06765430960792418	0.02842102114016023	0.01712216427925979	0.0	-0.1228384887039246	-0.01205305275192962	0.0	6	2	8	True	0.05097349331762634
basal_bot_tertile	both_programs	spearman	CD3_pc1	7	-0.06818481042768285	-0.06818481042768285	0.02842102114016023	0.016268918288347735	0.0	-0.12336337171959597	-0.012585931261882535	0.0	6	2	8	True	0.048974571787215274
basal_bot_tertile	both_programs	spearman	CD8_mean	7	-0.07787916630514122	-0.08127161993244249	0.03211078131962433	0.015088456066221043	0.17758753725125506	-0.1400466575062027	-0.015100069036293812	0.001457076799944622	5	3	8	False	0.04637779971671103
basal_bot_tertile	both_programs	spearman	CD8_z	7	-0.07669753219377812	-0.08060954627301853	0.03302761681511012	0.019976238405299957	0.21672030452424418	-0.1406429068019422	-0.012114924398933361	0.0018669916483369687	5	3	8	False	0.05726885818353281
basal_bot_tertile	both_programs	spearman	CD8_rank	7	-0.07340398579505766	-0.07557290923674367	0.031031434481745473	0.017800878473731012	0.12886623002073663	-0.13355408257511664	-0.012715071498940004	0.000998191610312548	5	3	8	False	0.052667219995635575
basal_bot_tertile	both_programs	spearman	CD8_pc1	7	-0.07669753219377812	-0.08060954627301853	0.03302761681511012	0.019976238405299957	0.21672030452424418	-0.1406429068019422	-0.012114924398933361	0.0018669916483369687	5	3	8	False	0.05726885818353281
basal_bot_tertile	both_programs	spearman	CD3CD8_mean	7	-0.07710093200358578	-0.07710093200358578	0.02842102114016023	0.006563649845327364	0.0	-0.13218045740477996	-0.021546742906299723	0.0	5	3	8	False	0.024461761360414787
basal_bot_tertile	both_programs	spearman	CD3CD8_z	7	-0.07892975591470128	-0.07892975591470128	0.02842102114016023	0.0053867113386430595	0.0	-0.13398789102404907	-0.023385837208426755	0.0	5	3	8	False	0.021069541818236778
basal_bot_tertile	both_programs	spearman	CD3CD8_rank	7	-0.07354540164754253	-0.07354540164754253	0.02842102114016023	0.009531103956033484	0.0	-0.12866546468519957	-0.01797232094126763	0.0	5	3	8	False	0.032521525872714445
basal_bot_tertile	both_programs	spearman	CD3CD8_pc1	7	-0.0788109871651564	-0.0788109871651564	0.02842102114016023	0.005456936165578612	0.0	-0.13387052253859003	-0.02326639005660695	0.0	5	3	8	False	0.02129664612019647
basal_bot_tertile	keratin_z	spearman	CD3D	1	-0.0938709622268654	-0.10712124482589813	0.0458091954050297	0.03985738641809857	0.5980988403730714	-0.1818859974781811	-0.004363751093012002	0.009635817371866804	6	2	8	True	0.09412040946472097
basal_bot_tertile	keratin_z	spearman	CD3E	1	-0.0708721061965114	-0.08699611723728196	0.04133871008251154	0.08592367237865288	0.5070856406525056	-0.15085331610706681	0.010030921266967712	0.006661080799787046	6	2	8	True	0.15577465090770098
basal_bot_tertile	keratin_z	spearman	CD3G	1	-0.07825161996738363	-0.08738115077281015	0.03632387914896328	0.030874365158945108	0.367078814924107	-0.14849918150873975	-0.007218308872491747	0.0037552992238294365	7	1	8	True	0.07867234546686327
basal_bot_tertile	keratin_z	spearman	CD8A	1	-0.08290062628553177	-0.09492124795950352	0.040738078976435284	0.04138543710695906	0.49270095317433593	-0.1615097462457519	-0.003246146158873495	0.006288603531443208	6	2	8	True	0.09653539126236942
basal_bot_tertile	keratin_z	spearman	CD8B	1	-0.06974575626629996	-0.08570256931875098	0.03936037699758275	0.07592091893700603	0.4574377760445173	-0.1459542453747611	0.007285612866221775	0.0054590532808892756	5	3	8	False	0.14253487747537266
basal_bot_tertile	keratin_z	spearman	CD3_mean	1	-0.08007147453509172	-0.09448101215088618	0.04431078975701856	0.07015335853231959	0.5704658869452283	-0.16555296272744646	0.006604195662633394	0.008599374797814252	6	2	8	True	0.13546020535237885
basal_bot_tertile	keratin_z	spearman	CD3_z	1	-0.08010009270499778	-0.09418267884145191	0.04363631685368772	0.06583137909226165	0.5571384138602493	-0.1642949965170407	0.005253497845263162	0.008145728886020881	6	2	8	True	0.1300045993878385
basal_bot_tertile	keratin_z	spearman	CD3_rank	1	-0.0805122574278294	-0.0940634895496308	0.04190907974499563	0.054193770618441384	0.5202246895158805	-0.16140329308439738	0.001453382561416914	0.007020821372479285	7	1	8	True	0.11458236146454925
basal_bot_tertile	keratin_z	spearman	CD3_pc1	1	-0.08002236721225421	-0.09413929238014894	0.04361415885006468	0.0659576954164215	0.5566906697770072	-0.16417662218714976	0.005288294901103325	0.00813096196909825	6	2	8	True	0.13015618858845313
basal_bot_tertile	keratin_z	spearman	CD8_mean	1	-0.08504236189462927	-0.1001513981003865	0.04170381917611468	0.04094013116446345	0.515553319010207	-0.16545126854744546	-0.0035102726700986272	0.0068906860197842645	6	2	8	True	0.09583712522590307
basal_bot_tertile	keratin_z	spearman	CD8_z	1	-0.08384688233279743	-0.09897007628081564	0.04115928213634191	0.04115888051540706	0.5028485410081545	-0.16324127898664478	-0.003373481502023767	0.0065491258374199175	6	2	8	True	0.09617775771682975
basal_bot_tertile	keratin_z	spearman	CD8_rank	1	-0.08108236568400672	-0.09492591773734327	0.03983358642911818	0.04134972179359617	0.46991970329876404	-0.1579983723562053	-0.0031883522729688946	0.0057400655566189835	6	2	8	True	0.09649493051166622
basal_bot_tertile	keratin_z	spearman	CD8_pc1	1	-0.08384688233279743	-0.09897007628081564	0.04115928213634191	0.04115888051540706	0.5028485410081545	-0.16324127898664478	-0.003373481502023767	0.0065491258374199175	6	2	8	True	0.09617775771682975
basal_bot_tertile	keratin_z	spearman	CD3CD8_mean	1	-0.08869748176596443	-0.10180347347581759	0.041835288331634746	0.03352443310625568	0.5185526136703611	-0.16928147289279158	-0.006935417875283993	0.0069739503849536215	7	1	8	True	0.08351044269116617
basal_bot_tertile	keratin_z	spearman	CD3CD8_z	1	-0.0891882622195099	-0.10234000921374996	0.04165899888567882	0.03182385006283314	0.5145248300691246	-0.16942636744111295	-0.007775587237675404	0.006862370699522007	7	1	8	True	0.08033190023068837
basal_bot_tertile	keratin_z	spearman	CD3CD8_rank	1	-0.0854035375003305	-0.09854314195296868	0.0405005039668404	0.03452787334402686	0.486850238623999	-0.16351059562224088	-0.006232478862872938	0.00614307920715539	6	2	8	True	0.08523257456587083
basal_bot_tertile	keratin_z	spearman	CD3CD8_pc1	1	-0.08956164340862875	-0.10247759435148135	0.041578928850698686	0.03078797200252564	0.5126798573146754	-0.1696395133894651	-0.00830887485041744	0.006811876274519519	7	1	8	True	0.07854745844063486
basal_bot_tertile	keratin_PC1	spearman	CD3D	1	-0.09686004018602806	-0.11035014303559827	0.04914465722121349	0.04802857007933383	0.6510986854327975	-0.19110752469194855	-0.0008429077746668392	0.012083119534871544	6	2	8	True	0.10631878249737456
basal_bot_tertile	keratin_PC1	spearman	CD3E	1	-0.07344778720445484	-0.09101347275315283	0.04693692448043722	0.116964727187915	0.6172452207425694	-0.16407829834796425	0.01841231082630223	0.01044171830779316	5	3	8	False	0.19293946048614147
basal_bot_tertile	keratin_PC1	spearman	CD3G	1	-0.0768339940445268	-0.0885977195908053	0.04395531169518547	0.07986765643485935	0.56351382767207	-0.16170458373935767	0.009164843843120172	0.008359281423847358	6	2	8	True	0.14748495437930217
basal_bot_tertile	keratin_PC1	spearman	CD8A	1	-0.08678978450588624	-0.10002860060496069	0.046204023615880316	0.059681270451540785	0.6049556857409573	-0.17572392224163577	0.0035495189078631998	0.009915454053527317	5	3	8	False	0.12186239513982554
basal_bot_tertile	keratin_PC1	spearman	CD8B	1	-0.06596441305306185	-0.08621760297338839	0.04483659905001199	0.14065465648157985	0.5804633363604313	-0.15273391397175626	0.021814317428752526	0.008958591477003477	4	4	8	False	0.21747134966820866
basal_bot_tertile	keratin_PC1	spearman	CD3_mean	1	-0.08148607011157342	-0.09676060700180365	0.0503521965739066	0.10482084993991228	0.6678032425221343	-0.17842520716176175	0.01701970082277794	0.013016313301863883	6	2	8	True	0.17915208223014778
basal_bot_tertile	keratin_PC1	spearman	CD3_z	1	-0.08137697925341753	-0.09637003940499009	0.049805985318315996	0.10152592444434827	0.6603947062148391	-0.17728217133589258	0.016059228399504688	0.012591109212942231	6	2	8	True	0.1753174494103095
