stratum	covariates	method	outcome	k	effect	fe	se	p	I2	ci_low	ci_high	tau2	neg	npos	cohorts	eligible	q
all	KRT5_KRT6A	spearman	CD8_rank	2	-0.1122767801532179	-0.11668715229941927	0.028483309731626688	7.541097567581583e-05	0.658553549680554	-0.16699945277866238	-0.05686449867817945	0.004109482950991231	7	1	8	True	0.001287051198892347
all	KRT5_KRT6A	spearman	CD8_pc1	2	-0.11485087819541522	-0.11923716904149642	0.029897571905794982	0.00011408318681097513	0.6904576935663479	-0.17222431048133596	-0.0567008558801279	0.004752649085825104	7	1	8	True	0.0015980772808481397
all	KRT5_KRT6A	spearman	CD3CD8_mean	2	-0.11137317452600233	-0.11593247490306771	0.02852822995442335	8.846578857845216e-05	0.6596392143158861	-0.16619539994708082	-0.05586459531277728	0.004129387496327556	7	1	8	True	0.0013830678196506225
all	KRT5_KRT6A	spearman	CD3CD8_z	2	-0.11169645801479988	-0.11616201066166504	0.028628851193672113	8.93301843174917e-05	0.6620529310704828	-0.166705436146804	-0.055994330013373284	0.004174098744471293	7	1	8	True	0.0013883179237271714
all	KRT5_KRT6A	spearman	CD3CD8_rank	2	-0.10788610732100093	-0.11311991101807023	0.02899834850678559	0.00018774604833378018	0.6707056991941117	-0.1636582681277142	-0.05142650559232856	0.004339767594425985	7	1	8	True	0.00213238917166994
all	KRT5_KRT6A	spearman	CD3CD8_pc1	2	-0.11088904740560458	-0.11552768706309	0.02877230120855743	0.00010886427684742603	0.6654511298097262	-0.1661839160712828	-0.054899014283728106	0.004238139907880473	7	1	8	True	0.0015460063926057554
all	KRT5_6AB	spearman	CD3D	3	-0.10645269480225815	-0.10948533048160129	0.025125469444823394	2.1096521169512693e-05	0.5597127509339453	-0.1548468484226614	-0.057548891461341733	0.0027146252729271436	7	1	8	True	0.0007252391467674604
all	KRT5_6AB	spearman	CD3E	3	-0.08982267280939545	-0.09483207466579341	0.030124101914222063	0.002791487723877258	0.6944192066477707	-0.148012270439726	-0.03101331176835011	0.004852622032546343	7	1	8	True	0.013128358866423162
all	KRT5_6AB	spearman	CD3G	3	-0.09653715577137963	-0.10077995021134921	0.029743124445685575	0.0011305905201951763	0.6864309909663279	-0.1539015334409496	-0.03852420627561285	0.004674600969448615	7	1	8	True	0.006925938195434707
all	KRT5_6AB	spearman	CD8A	3	-0.11134231215030306	-0.11527669555101143	0.0334834778724035	0.0008403953186323364	0.7535172096559143	-0.17559344916155986	-0.04614666351430892	0.006528108580693527	7	1	8	True	0.005563448782325978
all	KRT5_6AB	spearman	CD8B	3	-0.1010221726527659	-0.10229292056547412	0.024527320414851915	3.582788257370591e-05	0.5381229168569607	-0.1483380048204985	-0.053244885197476666	0.0024879168909114004	7	1	8	True	0.000902656437216677
all	KRT5_6AB	spearman	CD3_mean	3	-0.10056462045807783	-0.10439785885508614	0.028440440776553815	0.00038821899972966035	0.6566829481430292	-0.15537909058867644	-0.04513278220416563	0.004084521254125801	7	1	8	True	0.0033624310067269674
all	KRT5_6AB	spearman	CD3_z	3	-0.10031804953193654	-0.10421127196348594	0.028711985023994736	0.0004553477723899699	0.6632138663245271	-0.15565537598425302	-0.04435304560713411	0.0042051374040999	7	1	8	True	0.003691268284513136
all	KRT5_6AB	spearman	CD3_rank	3	-0.10009636221408327	-0.1040941319072843	0.028767654173353363	0.00048091559138238653	0.6645303931482859	-0.15554332962506473	-0.04402065037800661	0.004230020426223965	7	1	8	True	0.0038159775850502083
all	KRT5_6AB	spearman	CD3_pc1	3	-0.1002896773656861	-0.10416918083144754	0.02873391777142687	0.00046167228358044336	0.6637334539687441	-0.15566935571212226	-0.04428153841438198	0.004214934598943864	7	1	8	True	0.0037252910993057892
all	KRT5_6AB	spearman	CD8_mean	3	-0.11470787285324312	-0.11738961283074935	0.03157379131582331	0.00026319098033583357	0.7222355555043799	-0.1752699198932228	-0.05328098816343344	0.005552428921069187	7	1	8	True	0.002606111629979517
all	KRT5_6AB	spearman	CD8_z	3	-0.11332618152551986	-0.11598499536293069	0.030780076493087293	0.00021757269372617172	0.7074904459681011	-0.17240369396767943	-0.053436307183974255	0.0051648928872284824	7	1	8	True	0.002330090438620958
all	KRT5_6AB	spearman	CD8_rank	3	-0.11046705923067798	-0.11324901373895015	0.02933733961111228	0.0001563015340480967	0.6775819689610881	-0.1668452885661083	-0.05336883552175827	0.004487694809173482	7	1	8	True	0.0018977127543771165
all	KRT5_6AB	spearman	CD8_pc1	3	-0.11332618152551986	-0.11598499536293069	0.030780076493087293	0.00021757269372617172	0.7074904459681011	-0.17240369396767943	-0.053436307183974255	0.0051648928872284824	7	1	8	True	0.002330090438620958
all	KRT5_6AB	spearman	CD3CD8_mean	3	-0.11001053932579098	-0.11263035362646923	0.0287911238461888	0.00012479247646402278	0.6650831836227786	-0.1653548755946569	-0.05397550996774697	0.004240526760447905	7	1	8	True	0.0017004795820117033
all	KRT5_6AB	spearman	CD3CD8_z	3	-0.11035224204034057	-0.11288055926164592	0.028827092833021175	0.0001211796147603882	0.6659278019857525	-0.1657598622487914	-0.05425010755681278	0.0042566467229036165	7	1	8	True	0.00166577056876335
all	KRT5_6AB	spearman	CD3CD8_rank	3	-0.10642916607474247	-0.10974781688546835	0.029126032651789868	0.000244472293751196	0.672828797472767	-0.16246719415336014	-0.0497067926892454	0.004391473804513374	7	1	8	True	0.002505121540850736
all	KRT5_6AB	spearman	CD3CD8_pc1	3	-0.10951500910994849	-0.1122186371599819	0.028935922210004374	0.0001447060422893317	0.6684644865136399	-0.16514304885081282	-0.05319239231103165	0.0043055543807125245	7	1	8	True	0.0018446290502354109
all	KRT5_6_14	spearman	CD3D	4	-0.10880024413510735	-0.11268925445119703	0.024620020162611122	9.13315234229257e-06	0.5404751557651587	-0.15619776297338397	-0.06090280659790985	0.002517166384396502	7	1	8	True	0.00044149391994848067
all	KRT5_6_14	spearman	CD3E	4	-0.0912161125275067	-0.09703054432327224	0.029722841011433423	0.002087843341313106	0.6852325021534119	-0.14861716010337156	-0.033202460439742926	0.004659005863853952	7	1	8	True	0.01079472546448597
all	KRT5_6_14	spearman	CD3G	4	-0.09560324903848386	-0.09981780945802385	0.028759999736623	0.0008549662379317546	0.6635337689024078	-0.15109877374156735	-0.039506990350521645	0.00422052746807062	7	1	8	True	0.005635053510483698
all	KRT5_6_14	spearman	CD8A	4	-0.1115550193825948	-0.11593012653686464	0.03351439374220619	0.0008303276325330999	0.7533807569799251	-0.17586090344384045	-0.04630112125079567	0.0065378168066663675	7	1	8	True	0.00550721092638431
all	KRT5_6_14	spearman	CD8B	4	-0.10587046795201563	-0.10805155970149782	0.02415845155938048	1.0884060742611542e-05	0.5229308377889921	-0.1524213012599588	-0.05885092270861868	0.002345892426692565	7	1	8	True	0.0004923927832990366
all	KRT5_6_14	spearman	CD3_mean	4	-0.10164084738221023	-0.10615594354580882	0.027882807163609143	0.0002542715317847828	0.6418142378846124	-0.15537362557127254	-0.04730840688197117	0.0038348308544734265	7	1	8	True	0.002568631454741277
all	KRT5_6_14	spearman	CD3_z	4	-0.10127029476344795	-0.10579290522178471	0.028116969067951855	0.00030134717651462186	0.6478070956993162	-0.15545612597461217	-0.04647688403703086	0.003936500249126499	7	1	8	True	0.002852210303119475
all	KRT5_6_14	spearman	CD3_rank	4	-0.10099997664493457	-0.10560894734456264	0.028188395178811824	0.00032402723113178006	0.6496061245934435	-0.1553262213343889	-0.046064664295968234	0.0039676996471555955	7	1	8	True	0.002978329037856939
all	KRT5_6_14	spearman	CD3_pc1	4	-0.10125120905788608	-0.10576577398200725	0.02813790387695997	0.000305295307661496	0.6483357735224541	-0.15547734836536162	-0.046416699250115274	0.003945635647365613	7	1	8	True	0.002874043460834836
all	KRT5_6_14	spearman	CD8_mean	4	-0.11687108461694512	-0.12034699643214618	0.03144135197237685	0.00018832946339785244	0.719169407875718	-0.17714293416430824	-0.05572588817259175	0.005480648805886924	7	1	8	True	0.0021344005851756612
all	KRT5_6_14	spearman	CD8_z	4	-0.11593237907271468	-0.11947411741462219	0.030631676384451793	0.00014363938617579437	0.7038863008392691	-0.1746829573008462	-0.05635922851913234	0.005087321657190042	7	1	8	True	0.001835952567692575
all	KRT5_6_14	spearman	CD8_rank	4	-0.11289349265982408	-0.11648715395452862	0.029214789621531113	0.00010411276871664669	0.6740464569365523	-0.16899966295030489	-0.05605803358484394	0.004425672862659107	7	1	8	True	0.0015163950284271435
all	KRT5_6_14	spearman	CD8_pc1	4	-0.11593237907271468	-0.11947411741462219	0.030631676384451793	0.00014363938617579437	0.7038863008392691	-0.1746829573008462	-0.05635922851913234	0.005087321657190042	7	1	8	True	0.001835952567692575
all	KRT5_6_14	spearman	CD3CD8_mean	4	-0.1114916458187957	-0.11477128968303131	0.02836511528439066	7.913686519159152e-05	0.6540002429444057	-0.16600117243823254	-0.05630287215389374	0.004045268011576054	7	1	8	True	0.001311375245588108
all	KRT5_6_14	spearman	CD3CD8_z	4	-0.11191856568208532	-0.1151059232374464	0.028355201959022372	7.382006743121909e-05	0.6537558759977526	-0.16640265183177944	-0.05675317269734168	0.004040902557326465	7	1	8	True	0.0012707776119601252
all	KRT5_6_14	spearman	CD3CD8_rank	4	-0.10809202361041319	-0.11211982596892318	0.028731177381828694	0.00015876596465616224	0.6628509438705895	-0.16335139746542685	-0.05215653382088474	0.00420764523398817	7	1	8	True	0.0019128385604101383
all	KRT5_6_14	spearman	CD3CD8_pc1	4	-0.11095035459394993	-0.11432002141775363	0.028499968811697907	9.264351113538005e-05	0.657299664353975	-0.16572521604665597	-0.055493031548960896	0.00410481950388286	7	1	8	True	0.0014085567698817697
all	basal_broad	spearman	CD3D	7	-0.09762997810820666	-0.10390211899171373	0.0263718947436066	0.00020410859932622495	0.5964319752022209	-0.1485231357279037	-0.0462210331738295	0.0031841706625931987	7	1	8	True	0.0022337134838763743
all	basal_broad	spearman	CD3E	7	-0.0756931485463099	-0.08408883186605183	0.030236345890964425	0.012135472156585388	0.6937366742202333	-0.13428435821459692	-0.016574540663923894	0.004880359644094305	7	1	8	True	0.039013240660063064
all	basal_broad	spearman	CD3G	7	-0.07320039287484877	-0.07990560778345672	0.02962733273838989	0.01331869570598036	0.6808400076262339	-0.1306489996867214	-0.015261867742234536	0.004596092805375176	6	2	8	True	0.04209573317901013
all	basal_broad	spearman	CD8A	7	-0.09462004742463515	-0.10189491463895438	0.03231566764149484	0.0033164113773197	0.7324448726063546	-0.15693378316629142	-0.03155592515353444	0.005898123101006295	7	1	8	True	0.014807572430990552
all	basal_broad	spearman	CD8B	7	-0.08949775747443352	-0.09366998824919497	0.023285911810896343	0.00011632677431180556	0.4834840457500685	-0.13455641093693485	-0.04406975525985032	0.0020167430758769823	7	1	8	True	0.0016187140277083832
all	basal_broad	spearman	CD3_mean	7	-0.08508528612640731	-0.09224137200341365	0.029088844581713243	0.0033667434626683413	0.6687646587851448	-0.1413517288352774	-0.02827088466602588	0.004349995567311216	6	2	8	True	0.014955343627123844
all	basal_broad	spearman	CD3_z	7	-0.08421453512776586	-0.09133865365261913	0.02927117284586095	0.003928117174061778	0.6729268526750798	-0.14084239609238938	-0.027037436448646302	0.004432769371851281	6	2	8	True	0.016587137874072764
all	basal_broad	spearman	CD3_rank	7	-0.08408183759725808	-0.09125823636983517	0.029162303148314916	0.003851673571200591	0.6704508135059276	-0.14050223872282194	-0.027117114821673723	0.0043832762846634996	6	2	8	True	0.016343167422872944
all	basal_broad	spearman	CD3_pc1	7	-0.0842045983374279	-0.09132518816511463	0.02928247610578467	0.0039463034954556045	0.6731823677465743	-0.1408543013569581	-0.02700529819146107	0.004437919503376097	6	2	8	True	0.016652558558091116
all	basal_broad	spearman	CD8_mean	7	-0.09964094246003977	-0.10586613388044917	0.030780041990007504	0.0011623121298304036	0.7046153370792309	-0.15894137842017703	-0.039624145584956694	0.005139446123157386	7	1	8	True	0.007060968710549663
all	basal_broad	spearman	CD8_z	7	-0.09863393337120267	-0.10490389796164387	0.030012580384998763	0.0009767488594901689	0.6890882890829872	-0.15648288832339682	-0.04011056379955346	0.00477518230082454	7	1	8	True	0.006204185923702366
all	basal_broad	spearman	CD8_rank	7	-0.09608855357728659	-0.10222672956446156	0.028565536448296507	0.0007402963222414837	0.6563807506414345	-0.15120495419064772	-0.040376545982090936	0.004115574986775375	7	1	8	True	0.005047081869869583
all	basal_broad	spearman	CD8_pc1	7	-0.09863393337120267	-0.10490389796164387	0.030012580384998763	0.0009767488594901689	0.6890882890829872	-0.15648288832339682	-0.04011056379955346	0.00477518230082454	7	1	8	True	0.006204185923702366
all	basal_broad	spearman	CD3CD8_mean	7	-0.09433394069417364	-0.10025476758694689	0.02889730706585471	0.0010596542618000943	0.664308545326312	-0.15010997863771802	-0.03795933796036646	0.004263651708500355	7	1	8	True	0.0065757399140412235
all	basal_broad	spearman	CD3CD8_z	7	-0.09435939132657843	-0.10015139305924307	0.0289353914213859	0.00107255943149442	0.6652015054373237	-0.1502080397537549	-0.037910443668775454	0.004280770001053167	7	1	8	True	0.006636224609705757
all	basal_broad	spearman	CD3CD8_rank	7	-0.09080226730502525	-0.09743554327832006	0.028984161959484937	0.0016809825887823902	0.6663399786229415	-0.1467927648524331	-0.03423177158707955	0.004302727724148541	7	1	8	True	0.009178545705812101
all	basal_broad	spearman	CD3CD8_pc1	7	-0.09343627933924893	-0.09941746621026328	0.029027401529208456	0.0012452136847930144	0.6673446281136254	-0.14947391433329407	-0.03680033517332815	0.0043222292243430774	7	1	8	True	0.0074246395984309925
all	KRT5_6_14_TP63	spearman	CD3D	5	-0.11399548736998123	-0.11771738444632583	0.025544802546360455	7.392832224818546e-06	0.5719565057301951	-0.16309054217863772	-0.06433727867117912	0.002866071179514457	7	1	8	True	0.00039226815835325074
all	KRT5_6_14_TP63	spearman	CD3E	5	-0.10074886385144084	-0.10484127001286173	0.031562778431760904	0.0013606004274090934	0.7206797293163135	-0.16152654570164893	-0.039209811852976714	0.005534160126697139	7	1	8	True	0.007876999700943467
all	KRT5_6_14_TP63	spearman	CD3G	5	-0.11318014088574682	-0.11423784748398497	0.03108850265256207	0.0002559375049802336	0.7119528122989939	-0.17284665457106937	-0.05268598340954537	0.005301508217319413	7	1	8	True	0.002575033535266093
all	KRT5_6_14_TP63	spearman	CD8A	5	-0.11640572056520136	-0.11960425654171773	0.03391474906044857	0.0005648921897162212	0.7586857390807132	-0.1813782939648806	-0.050421333298691744	0.006743584458442125	7	1	8	True	0.004242142491178428
all	KRT5_6_14_TP63	spearman	CD8B	5	-0.10662319366585579	-0.1092881583246795	0.02510153308695231	2.0090392209608455e-05	0.556763859800692	-0.15496937775452835	-0.05776753286918972	0.0026943111049291747	7	1	8	True	0.0007097568061875343
all	KRT5_6_14_TP63	spearman	CD3_mean	5	-0.11178331419438255	-0.1148952135508444	0.029383446177795425	0.0001333105407545695	0.6770370427251772	-0.16822842424466575	-0.05460755963149659	0.004496468819902086	7	1	8	True	0.001770620153182689
all	KRT5_6_14_TP63	spearman	CD3_z	5	-0.11206393983517504	-0.11502308803372417	0.029620721338309727	0.00014513279594764652	0.6822557083481194	-0.16895636474186423	-0.05442723202765175	0.004605547749946927	7	1	8	True	0.0018453823294758297
all	KRT5_6_14_TP63	spearman	CD3_rank	5	-0.11198917381613431	-0.11496331878370317	0.029842454872796704	0.00016424005971233855	0.6870218473479789	-0.16930497258350724	-0.05391842363538692	0.004708346253470848	7	1	8	True	0.0019630330686437186
all	KRT5_6_14_TP63	spearman	CD3_pc1	5	-0.11203322210248291	-0.11498396617286614	0.029646098978739387	0.00014767227274697895	0.6828065576373523	-0.16897446380809883	-0.054346623614760385	0.004617270856289693	7	1	8	True	0.0018557953319135894
all	KRT5_6_14_TP63	spearman	CD8_mean	5	-0.11966192935908938	-0.12271520281209981	0.031725020959796985	0.00015064340237390825	0.7235758579377548	-0.18042110754567825	-0.05799298877998685	0.005614614802561155	7	1	8	True	0.0018685473262577096
all	KRT5_6_14_TP63	spearman	CD8_z	5	-0.11856255888713575	-0.1217665385625877	0.030971484440093608	0.00011995885352884457	0.7097379685883741	-0.17791222012060934	-0.058353476498604104	0.0052446882362733	7	1	8	True	0.0016539208860551719
all	KRT5_6_14_TP63	spearman	CD8_rank	5	-0.11581877520659695	-0.1190315862012241	0.02986778294042707	9.811964189501015e-05	0.6875596039515944	-0.1731193642054401	-0.05773678407446658	0.004720141755188864	7	1	8	True	0.001460295472617981
all	KRT5_6_14_TP63	spearman	CD8_pc1	5	-0.11856255888713575	-0.1217665385625877	0.030971484440093608	0.00011995885352884457	0.7097379685883741	-0.17791222012060934	-0.058353476498604104	0.0052446882362733	7	1	8	True	0.0016539208860551719
all	KRT5_6_14_TP63	spearman	CD3CD8_mean	5	-0.1188060350878689	-0.12097159427202152	0.029712338990969967	5.881486494565316e-05	0.6842378058328445	-0.17576074701314162	-0.06105863147183102	0.004647921703921755	7	1	8	True	0.0011593038857767956
all	KRT5_6_14_TP63	spearman	CD3CD8_z	5	-0.1193590725750986	-0.12144343605264356	0.029565726341796036	4.983217891648716e-05	0.6810571719799052	-0.17602591833014988	-0.061903772975355556	0.004580180552612197	7	1	8	True	0.0010576502458517457
all	KRT5_6_14_TP63	spearman	CD3CD8_rank	5	-0.11617577069678944	-0.1189445565153022	0.030228881055682454	0.00011309218828962434	0.6950813979670579	-0.17415671917624626	-0.0573920554036423	0.004889490586893541	7	1	8	True	0.0015884311900679054
all	KRT5_6_14_TP63	spearman	CD3CD8_pc1	5	-0.11867490783523522	-0.12085379344882569	0.029738343020803432	6.083960478680987e-05	0.6847970937187619	-0.17568124456265072	-0.060875345825207886	0.00465997475332684	7	1	8	True	0.0011744660800312998
all	basal_z	spearman	CD3D	1	-0.10818907169632043	-0.11417739577546228	0.02872959293350679	0.0001564710908333243	0.6652540165696348	-0.1634439496211164	-0.052257559608649855	0.004225041584913209	7	1	8	True	0.0018977127543771165
all	basal_z	spearman	CD3E	1	-0.08905013910056771	-0.09826914427896978	0.03481646867532729	0.01033261308977123	0.7734571657756407	-0.15623551626125928	-0.02104452031381582	0.007258465133151271	7	1	8	True	0.03452592849342147
all	basal_z	spearman	CD3G	1	-0.09439761030852041	-0.10238318543959701	0.03380752123197025	0.005101628185340074	0.7594721482737011	-0.15956571447070456	-0.02841033703157504	0.006712825171877882	7	1	8	True	0.02024082542114155
all	basal_z	spearman	CD8A	1	-0.1112368935522029	-0.1188333014634561	0.03584757847749723	0.0018335561266587005	0.7865374405395861	-0.17997717066769067	-0.041415465867730865	0.007833512583313013	7	1	8	True	0.009778345516079343
all	basal_z	spearman	CD8B	1	-0.10458157019146617	-0.10866424222645833	0.026628092995129138	8.083751183083749e-05	0.6098689501677047	-0.15587433011136298	-0.05272632639206831	0.0033234172043719716	7	1	8	True	0.0013315196127988143
all	basal_z	spearman	CD3_mean	1	-0.10028610059187092	-0.1078108234784989	0.032609089221849547	0.002030216698367451	0.7411346607913917	-0.16306808684453772	-0.03669522230439956	0.0060867025275799895	7	1	8	True	0.010574842158179693
all	basal_z	spearman	CD3_z	1	-0.0997575141554469	-0.10740467302754897	0.0329226151979997	0.0023644294166610003	0.7461267086013021	-0.1631465148818758	-0.03554829319761867	0.006248192914544416	7	1	8	True	0.011756126574273768
all	basal_z	spearman	CD3_rank	1	-0.09953393479700565	-0.10730954328787327	0.03297192744874594	0.0024554631668443835	0.7468988993859385	-0.16302077899167663	-0.0352262251797557	0.006273741827361978	7	1	8	True	0.012071640632132471
all	basal_z	spearman	CD3_pc1	1	-0.09974112004091903	-0.10737743175266243	0.03295140006695369	0.0023893444639208074	0.7465778794641716	-0.16318531215857382	-0.03547540904674316	0.006263101566206668	7	1	8	True	0.01186316301415501
all	basal_z	spearman	CD8_mean	1	-0.11620111238820668	-0.12264087582345427	0.034685597330079934	0.0007645280795179619	0.7717122893614934	-0.18263853634520644	-0.048707306207682446	0.007186736811834948	7	1	8	True	0.00517867956377544
all	basal_z	spearman	CD8_z	1	-0.11500468321515925	-0.12139400607298209	0.034015794386773913	0.0006839211135632865	0.7624619440276585	-0.1801962305603496	-0.04880722274228895	0.006824075629909856	7	1	8	True	0.004780622234927404
all	basal_z	spearman	CD8_rank	1	-0.11227818720530121	-0.11857256168846565	0.03227059208623396	0.0004758328898250435	0.7355804535161218	-0.17420768845706586	-0.049463997373711495	0.005914192843557846	7	1	8	True	0.00379294411267216
all	basal_z	spearman	CD8_pc1	1	-0.11500468321515925	-0.12139400607298209	0.034015794386773913	0.0006839211135632865	0.7624619440276585	-0.1801962305603496	-0.04880722274228895	0.006824075629909856	7	1	8	True	0.004780622234927404
all	basal_z	spearman	CD3CD8_mean	1	-0.11058174965711556	-0.11686494440764	0.03280365281925426	0.0007121411746032133	0.7442494500751747	-0.1735550490336616	-0.046707840144438066	0.0061867248762917096	7	1	8	True	0.004902853984522516
all	basal_z	spearman	CD3CD8_z	1	-0.1108974002348601	-0.1171317676474253	0.03301504147614358	0.000743894284274344	0.7475711879409044	-0.17426673638450324	-0.046613301811906815	0.0062961126326542384	7	1	8	True	0.005068322536048157
all	basal_z	spearman	CD3CD8_rank	1	-0.10698786864493588	-0.11404026771422165	0.033130459134134246	0.0011882035391561551	0.7493579789149358	-0.17064740479678436	-0.042438891491157364	0.00635615251047183	7	1	8	True	0.007170170236860751
all	basal_z	spearman	CD3CD8_pc1	1	-0.10993004013671458	-0.11634768925140723	0.033064803202619605	0.0008433061739169961	0.7483438570408292	-0.17341161571383104	-0.04553875783770878	0.006321971288265614	7	1	8	True	0.005575692047307717
all	basal_PC1	spearman	CD3D	1	-0.10817386833621186	-0.1142684313863315	0.028833483894477804	0.00016561016078452557	0.6676890129110751	-0.1636271545222868	-0.052039149248062334	0.004271578446890853	7	1	8	True	0.0019682130647084
all	basal_PC1	spearman	CD3E	1	-0.08901405910697417	-0.098338762214652	0.034821838926812565	0.010375564658349858	0.7735283427259299	-0.15621030419459733	-0.020997647261492978	0.007261414535660036	7	1	8	True	0.03462696388202783
all	basal_PC1	spearman	CD3G	1	-0.0944179741390101	-0.10244991442284689	0.033821455959213945	0.005110270580182801	0.7596739196870956	-0.1596123541038121	-0.028403577888869484	0.00672024599735127	7	1	8	True	0.020254633783333854
all	basal_PC1	spearman	CD8A	1	-0.1115918587858778	-0.11921409885579849	0.035761613117581324	0.001727424182204334	0.7854903765550608	-0.18016191735202464	-0.04194246466497957	0.007784898333781563	7	1	8	True	0.009359627879442358
all	basal_PC1	spearman	CD8B	1	-0.10475630546356653	-0.10887708019753528	0.02657565308958922	7.611013254159448e-05	0.6083218548238988	-0.15594642445684428	-0.0530049965173949	0.0033018925552661736	7	1	8	True	0.0012886925429350736
all	basal_PC1	spearman	CD3_mean	1	-0.10027045118298648	-0.10788681226325916	0.03264765809678896	0.002058592147173599	0.7417565535041225	-0.16312628174814306	-0.03660394309539407	0.006106480014748733	7	1	8	True	0.010690839890363733
all	basal_PC1	spearman	CD3_z	1	-0.09974479299387408	-0.10747890325405551	0.03295972408122336	0.0023945372039194464	0.7467081281072432	-0.1632048034793604	-0.03546281999736521	0.006267415428629687	7	1	8	True	0.011864152207955125
all	basal_PC1	spearman	CD3_rank	1	-0.09953013501898904	-0.10738878156546514	0.03300754375055815	0.002483110600570686	0.7474544637805087	-0.16308499399833165	-0.03515267190707535	0.006292220021742742	7	1	8	True	0.012179066278989554
all	basal_PC1	spearman	CD3_pc1	1	-0.09972808654086325	-0.1074512399746266	0.03298822975991469	0.002419558056195047	0.7471534167131753	-0.16324276034905497	-0.035390166882912466	0.006282197050785348	7	1	8	True	0.011945430892098291
all	basal_PC1	spearman	CD8_mean	1	-0.11648787164960603	-0.12294476939953	0.03459322930118198	0.0007177262827588215	0.7704687337722609	-0.1827445325423799	-0.04917790834258322	0.00713628233868102	7	1	8	True	0.004925168077507628
all	basal_PC1	spearman	CD8_z	1	-0.11528436863988015	-0.1216892816325701	0.03392872940365604	0.0006424877793809891	0.7612188490416523	-0.18030536483812776	-0.04926021859357955	0.006777481636616587	7	1	8	True	0.0046232716508059395
all	basal_PC1	spearman	CD8_rank	1	-0.11257363164872712	-0.11888873604612406	0.032191539294271	0.00044494888489647697	0.7342579818010154	-0.17434759202440603	-0.04991704313021864	0.0058741807326121226	7	1	8	True	0.003630883818050722
all	basal_PC1	spearman	CD8_pc1	1	-0.11528436863988015	-0.1216892816325701	0.03392872940365604	0.0006424877793809891	0.7612188490416523	-0.18030536483812776	-0.04926021859357955	0.006777481636616587	7	1	8	True	0.0046232716508059395
all	basal_PC1	spearman	CD3CD8_mean	1	-0.11068421151956999	-0.1170274134051734	0.03278254279841845	0.0006984022043127479	0.7439141848967923	-0.1736155267331086	-0.0468526289758028	0.006175841962058126	7	1	8	True	0.004843177266343056
all	basal_PC1	spearman	CD3CD8_z	1	-0.11100466805657777	-0.11729705229690707	0.03299587397464315	0.0007298337296025316	0.7472726304837033	-0.17433561536013475	-0.046759155587142914	0.006286163262700415	7	1	8	True	0.004991463496353024
