sample	TACSTD2	CD8A	CD3E	CD2	GZMA	GZMB	PRF1	NKG7	IFNG	CXCL9	CXCL10	CD274	PDCD1	CTLA4	LAG3	TIGIT	HAVCR2	IDO1	FOXP3	MS4A1	CD68	CYT_GZMA_PRF1	purity	LeukocyteFraction_methylation	CIBERSORT_CD8_T	CIBERSORT_Tregs	CIBERSORT_NK_activated	CIBERSORT_Macrophage_M1	CIBERSORT_Macrophage_M2	Wolf_LymphocyteInfiltration	Wolf_MacrophageCSF1	Wolf_IFNgamma	Wolf_TGFbeta	Wolf_WoundHealing_CSR
TCGA-55-1595-01	11.4421	8.4188	8.4175	8.542	7.9304	6.5745	7.8217	7.0993	4.1023	11.139	9.6206	6.1034	6.0644	6.403	7.5669	7.2194	8.7537	7.9905	6.9544	7.3654	11.5209	7.876049999999999	0.52	0.217165746204436	0.100525825974	0.0149844427836292	0.0540282326767582	0.0615011243876094	0.206426168637608	1.1576	0.4462	0.2117	0.3226	0.0675
TCGA-NJ-A4YP-01	11.4669	8.0175	8.8013	8.3109	7.8369	7.8012	8.4796	7.921	4.6073	11.7649	9.9998	4.9998	4.9883	6.0173	7.0315	6.7779	8.4283	9.2112	6.5843	6.3628	11.5849	8.158249999999999	0.23	0.327973042079503	0.147932949917221	0.0402053471596846	0.0385444821231915	0.0389582776488653	0.223948180241813	0.9579	0.3718	0.1672	0.4808	0.0075
TCGA-05-4424-01	11.8641	8.3257	8.5642	8.2531	6.802	6.713	7.6829	6.726	1.5393	10.0079	9.1767	5.4403	5.3077	5.6328	6.3497	7.2076	9.7239	8.5029	6.7462	5.8979	13.1415	7.24245	0.24	0.326199534513884	0.0556618637518419	0.0081127356827493	0.0122652427752178	0.0484615313216075	0.397625481650673	0.9145	0.9873	0.1992	0.3044	0.02
TCGA-97-A4M7-01	11.8514	8.2559	9.5475	9.4338	7.0071	6.7376	8.4704	6.9828	2.7195	10.9764	8.9368	6.0039	6.6539	7.8404	7.9194	8.0792	9.3696	9.124	8.0378	8.7039	11.9983	7.73875	0.37	0.409630599584696	0.0549596931971765	0.062912184210924	0.055496671797114	0.0482812696278012	0.208648053653229	1.7584	1.0399	0.2332	0.3807	-0.0935
TCGA-44-2668-01	12.903	9.5757	9.153	8.7729	7.7572	10.195	9.5648	8.4992	4.4783	11.9335	10.9016	8.3563	7.0356	7.3856	7.9042	7.9351	10.2413	10.2289	6.784	6.4871	12.82	8.661	0.3	0.528308324979846	0.1008260593384796	0.0	0.014119874170295933	0.08674575263344997	0.142283278453143					
TCGA-NJ-A55A-01	12.4776	8.5977	9.7907	9.4265	7.8783	6.0183	7.8181	7.8068	1.4586	11.4459	8.7866	5.9383	6.6533	6.2678	7.315	7.6271	8.454	7.7727	6.8855	10.7443	11.1088	7.8482	0.21	0.368776986438746	0.0816376622830376	0.0	0.0390000896856891	0.0507576741061462	0.148233132674841	1.9084	0.7543	-0.004	0.1036	-0.255
TCGA-05-5420-01	12.4951	9.741	10.1197	11.055	10.1244	9.7827	9.3361	9.2283	7.2161	13.5852	12.9258	7.7476	6.8413	8.1352	7.5687	6.9497	11.2345	11.6614	7.3058	9.4383	13.6321	9.73025	0.25	0.571093481110021	0.0874007395153799	0.0141347642837101	0.0179653244309025	0.162095316098303	0.19561101794781					
TCGA-55-1594-01	10.2183	7.5941	8.0803	8.0226	7.2696	6.9773	7.5882	6.9637	3.8445	10.9292	9.2365	6.2193	5.6923	5.2005	7.7285	5.8182	8.5425	8.3085	5.2933	6.785	11.9239	7.4289	0.55	0.229642802682818	0.0966440579158459	0.0	0.0317317808573924	0.100865234170622	0.200139322234647	1.2434	0.4043	-0.0458	-0.0452	0.1585
TCGA-44-2659-01	12.3149	9.5117	9.7691	9.7351	8.0909	5.9648	8.2152	8.0823	3.8483	11.0649	9.6218	5.7798	6.3121	6.0167	6.891	7.6886	8.8758	8.2497	7.182	7.6374	11.7747	8.15305	0.42		0.167428823657802	0.0567620235312051	0.0095046576248865	0.066587281255578	0.147166868652872	1.7801	0.7728	0.1844	0.2122	-0.1355
TCGA-78-7162-01	11.855	8.6246	9.5309	9.024	7.6014	7.1779	9.5209	8.5618	3.5374	10.4294	8.1359	5.3534	5.6552	5.2182	6.6302	7.141	8.35	10.3188	6.8285	8.622	11.7011	8.56115	0.27	0.331893074140948	0.111427279389739	0.0136317359263917	0.0315342986314159	0.0576474524409972	0.262117342259279	1.5946	0.5906	0.0708	-0.0126	-0.1815
TCGA-38-4632-01	13.009	8.5996	8.7584	8.922	7.1927	8.5911	7.7126	7.7642	3.3471	10.3428	10.3588	7.2151	8.0939	6.8447	7.0584	6.9819	10.1553	8.0108	7.008	7.1072	12.3754	7.45265	0.37	0.314434928324006	0.0951005802377526	0.0198109878235279	0.0	0.0497425284670906	0.331254914111698	1.2436	0.9484	0.3172	0.0138	0.425
TCGA-49-6761-01	12.1138	9.035	9.2113	8.9195	8.3738	10.0265	9.389	8.7917	5.5151	11.675	10.3226	8.3896	7.5657	6.3385	8.9086	8.3833	9.2827	9.2776	6.2623	8.3218	11.708	8.8814	0.29	0.366212651696317	0.152977083952685	0.0251671382776147	0.06760244794236	0.110948958776009	0.229280759909361	1.4827	0.5371	0.358	0.3379	0.0795
TCGA-91-6828-01	10.8157	8.9467	8.9759	8.6857	7.6892	7.623	8.5658	7.4463	4.3477	12.2953	10.6289	6.4955	6.8515	6.8196	6.7648	7.02	9.7755	9.3405	6.0096	7.623	12.7026	8.1275	0.37	0.295857011779635	0.0751592687772381	0.0	0.0021560121595666	0.0431455732130868	0.371903748390165	1.3453	1.0955	0.0824	0.0634	-0.209
TCGA-05-4418-01	11.881	8.9393	9.275	9.1897	8.1971	8.9597	8.4688	8.3752	4.3179	11.3175	10.3723	7.0293	6.7989	6.6916	7.4553	7.8744	9.268	9.2126	7.6024	8.0457	13.5822	8.33295	0.55	0.437816928972493	0.119391198368627	0.0483950111681302	0.0392530383804615	0.0605608600471666	0.248634127508666	1.8467	0.7954	0.6717	0.1044	0.273
TCGA-99-AA5R-01	11.9222	9.6293	10.2447	9.3795	8.5819	8.2883	9.7875	9.7026	5.2855	10.8769	8.4582	7.0836	7.5017	7.8597	7.2212	7.9191	9.167	9.6837	6.3815	11.2091	12.6199	9.1847	0.96	0.4158927893055	0.158598522980389	0.0191144554501752	0.0686390863871827	0.0166359607723904	0.162354265249476	2.4485	1.2136	0.353	0.1762	-0.2695
TCGA-55-7903-01	13.1816	8.7632	8.7582	8.6762	8.9404	8.4524	8.6134	8.0256	5.2989	10.8833	9.5409	7.685	6.0931	5.723	7.8928	7.0503	8.6902	11.2835	5.2127	6.4707	11.3575	8.776900000000001	0.64	0.262008201691022	0.118116650476639	0.0151667320611701	0.0243048835453778	0.0778431451849386	0.376875613228665	0.8412	0.3928	0.2258	-0.0893	0.0395
TCGA-55-A492-01	12.2143	6.2272	7.5417	7.9723	6.7056	6.2878	6.7349	6.6832	1.879	7.8165	6.1202	1.0505	4.3421	4.7679	6.0166	4.8506	6.7422	7.5663	3.7191	4.7679	11.7211	6.72025	0.54	0.134564573408722	0.0595895142634783	0.0352537558441854	0.0533912747903061	0.0053205718198254	0.17249210004331	0.4266	-0.2591	0.0017	-0.5979	-0.072
TCGA-55-8616-01	13.3816	7.648	8.711	7.5942	5.8771	3.6501	6.318	5.6989	0.0	9.98	5.9401	6.392	5.6241	5.1133	5.6241	5.8379	7.5784	6.6171	4.2961	9.141	11.0031	6.09755	0.39	0.289042701644171	0.0935031366801727	0.0108721129316987	0.0	0.0303361631577814	0.319769518978499	1.0422	0.1083	0.0329	0.1059	-0.0615
TCGA-86-7954-01	11.088	8.5377	9.3489	9.6406	7.6368	7.3549	7.8708	7.6845	5.0139	13.2669	12.4075	6.8521	6.4979	6.8917	9.2292	7.3525	9.9198	12.8799	7.6078	7.2573	12.7895	7.7538	0.27	0.394354192586558	0.0691085232468684	0.0201473380818158	0.0294593921432449	0.146325828535597	0.254291801649662					
TCGA-05-4433-01	12.795	8.7479	8.7808	8.7781	7.6391	6.8667	8.2572	7.4059	2.7624	10.9742	9.1048	5.8379	5.3163	5.3459	6.1037	6.8041	9.7011	9.4968	6.0251	7.0932	13.6415	7.94815	0.62	0.280132698191584	0.131225024560384	0.0391841875251602	0.036113755473496	0.0584927039288224	0.269698620707205	1.0588	1.0706	0.1715	-0.0091	-0.195
TCGA-69-8253-01	12.4346	6.4477	8.0638	7.1483	6.167	5.7123	7.116	6.1381	1.0995	8.0622	5.0935	4.6438	4.7851	5.4641	4.5414	5.5546	7.7113	6.7568	5.394	8.2992	11.7352	6.6415	0.39	0.223787299857649	0.0556426592344384	0.0051897039327033	0.0293769191314611	0.0	0.113252488660447	0.8848	0.1768	-0.066	0.0287	-0.0505
TCGA-86-8674-01	13.113	5.689	6.929	6.8817	5.2728	5.6572	5.3935	5.3544	2.5991	8.2821	6.804	4.2891	4.7472	4.6855	4.5536	4.6855	5.9342	6.3164	4.5598	5.1639	10.8217	5.33315	0.58	0.285843378197888	0.0470586687285178	0.0175571067462062	0.037590686214918	0.0313377982315663	0.0465665807731257	-0.2551	-1.0562	0.1413	-0.2125	-0.0795
TCGA-69-7765-01	11.9324	8.0837	8.7051	8.8331	7.6037	7.2662	7.715	7.2125	4.3021	10.1304	8.4012	6.015	5.4203	6.2928	6.6564	7.2246	9.0491	8.1035	6.6961	8.5695	12.1653	7.65935	0.41	0.352871383908877	0.0749526812763616	0.003532703958305	0.0	0.0533352226857999	0.254294786109834	1.2423	0.7469	0.1939	0.6011	-0.148
TCGA-86-8672-01	12.4254	9.4884	9.7347	9.4258	8.5806	9.7027	9.1911	8.9106	5.7645	12.1883	10.1215	6.6651	8.1935	7.1951	8.4466	8.152	9.314	8.0909	7.687	5.6296	13.1162	8.885850000000001	0.32	0.418385724628192	0.246032748071587	0.0387919029483104	0.0501525588976892	0.0629467576695412	0.303024294998642	1.4102	0.6928	0.4302	0.2615	0.161
TCGA-97-7547-01	13.5193	6.9075	8.2264	8.0824	5.5799	4.8802	6.3493	5.2883	1.2098	9.1941	6.8484	5.8771	5.619	5.1169	5.023	6.9336	7.8829	8.3418	5.6356	7.5903	11.9116	5.964600000000001	0.55	0.209712756005366	0.0582117056947903	0.0569466137192559	0.0317299430679828	0.0310302352336619	0.28857232439078	0.9526	0.434	-0.0931	0.111	-0.3165
TCGA-55-7911-01	11.5573	9.9155	10.0095	10.3264	8.5251	9.3794	9.3976	8.1754	6.8934	11.2775	11.5567	7.8547	7.8711	7.9191	9.6698	8.4573	9.6028	10.0717	7.2146	8.1189	12.0538	8.96135	0.23	0.416744395107522	0.18035265182077	0.0	0.0	0.0623800991610533	0.199837892711226	1.6764	0.9017	0.4815	-0.0666	0.0725
TCGA-91-6835-01	12.0351	10.3606	10.538	10.2622	8.853	7.6894	8.8878	8.4678	4.2178	12.6019	9.923	7.3534	7.3613	7.4004	7.8306	9.0661	9.9443	9.993	8.0964	10.6777	13.3513	8.8704	0.21	0.506208098884649	0.110561830728312	0.0264107958442352	0.0	0.0881781136856222	0.275255206193125	2.3644	1.534	0.344	0.3818	-0.159
TCGA-55-A48Z-01	12.3416	8.1717	8.7209	8.7226	7.5905	7.0092	7.3354	7.1329	3.7019	10.9498	9.6214	6.6228	6.301	6.0097	8.0671	6.6368	8.7614	11.3643	7.1231	4.6174	11.7453	7.462949999999999	0.41	0.276074575944484	0.0956376425809669	0.0631707616096596	0.0	0.0498447379614705	0.222207669502623	1.2285	0.5825	0.2933	0.5074	-0.0225
TCGA-50-5045-01	12.4794	9.481	10.2962	10.1138	9.0811	8.0264	8.6435	8.8691	4.6008	11.4475	10.794	6.9154	7.4183	7.3895	7.4981	8.6389	10.7036	9.4664	8.5029	10.2024	13.4716	8.8623	0.22	0.467012990851234	0.127854170710084	0.0530400746551201	0.0530077960092327	0.0517711762401348	0.247212274312117	2.5693	1.4425	0.582	0.5228	0.251
TCGA-55-7913-01	12.235	6.7592	6.8264	7.1719	5.6541	5.5695	6.623	5.6705	3.2644	9.1234	8.4522	3.8567	4.7301	5.5608	5.442	5.5342	6.972	6.0845	5.4042	4.6663	10.2571	6.13855	0.35	0.497364299737692	0.127122048326088	0.0318039536173324	0.0	0.007043437640983	0.0859193409207452	0.0741	-0.2109	0.0393	-0.1321	0.0905
TCGA-86-8075-01	13.0589	5.7042	7.2382	7.3586	5.589	6.4043	6.3345	5.4732	1.4404	7.9212	9.1132	6.718	5.0062	6.5256	6.7374	6.4802	9.424	11.0079	6.5425	6.438	12.2129	5.96175	0.3	0.273259520566976	0.0068543969098732	0.00440358416394	0.0	0.0465945433862019	0.341289604381712	0.5239	0.8046	0.4051	0.8809	0.0
TCGA-97-8177-01	12.2548	8.3033	8.72	8.7922	7.9794	6.7244	9.8308	7.3001	2.0323	8.2604	8.1232	5.5864	5.9571	6.2903	7.1581	7.1336	10.0316	8.9336	6.6253	8.3018	13.532	8.905100000000001	0.25	0.39571052119864	0.07318144494095	0.0388008797575608	0.0267776341673651	0.0109076636149327	0.342995002133717	1.6379	1.2319	0.4484	0.4619	0.0515
TCGA-55-7907-01	13.5039	8.6764	9.325	9.3511	8.2385	7.4541	9.4382	8.2347	4.0563	12.8134	10.3526	5.7384	6.4687	7.0819	7.7654	7.755	9.0379	8.7305	6.9347	6.746	12.3212	8.83835	0.39	0.299866592150871	0.108573574530083	0.005938806034564	0.0102210391441681	0.0729191883243539	0.262417818713355	1.2681	0.7248	0.1966	0.2632	-0.0685
TCGA-44-8117-01	14.8686	7.4843	7.4703	7.5143	6.7504	7.1937	7.2794	6.3767	3.8081	11.0229	9.0364	6.7924	5.8709	5.878	5.4522	6.6667	8.3699	8.4304	5.3754	6.0949	11.3023	7.0149	0.66	0.152012481139317	0.0757170080558729	0.0	0.0099745632540096	0.0473458495448572	0.280511892186068	0.3978	0.2216	-0.135	0.3827	-0.0445
TCGA-86-8668-01	12.9533	7.383	8.5801	8.7139	6.7267	4.6755	7.2554	6.6107	2.2388	10.3169	8.4263	5.8835	6.4724	5.6682	5.7896	6.7468	8.834	8.3195	7.2407	8.4541	11.9328	6.9910499999999995	0.41	0.243742558658843	0.0629278064365994	0.0401743997227354	0.0443013709828718	0.0586110040809732	0.292013879816268	1.3451	0.7696	-0.0631	0.5255	-0.2895
TCGA-78-8660-01	12.5542	9.2443	10.0605	9.8257	9.3957	9.0627	9.7834	9.7189	6.3068	12.1068	9.5574	7.0723	7.8867	6.9886	9.2881	7.7131	9.2907	9.6325	7.4865	8.0448	12.7405	9.58955	0.33	0.462098519782461	0.129362767893306	0.0458933666682386	0.0866607611068253	0.0650013831539299	0.260129730505215	1.7971	0.9184	0.283	0.0835	0.166
TCGA-05-4415-01	7.8968	8.7567	7.5891	7.6511	7.7674	9.0423	9.1846	7.8166	5.506	10.2025	8.3966	6.0025	5.3259	5.2095	7.4383	6.7973	7.8669	8.6744	5.3068	3.5983	11.5151	8.475999999999999	0.67	0.176539342184552	0.203173579414012	0.005158084411101	0.0489048526278524	0.0956403298409263	0.124117149939069	0.1968	-0.0966	0.276	-0.2839	0.4435
TCGA-75-6212-01	12.8342	6.2594	8.7101	8.0469	5.9675	5.234	9.8805	6.2594	0.0	8.5056	7.1585	5.6692	6.1208	6.2885	5.1729	6.9377	9.4467	7.3149	6.9918	10.4139	12.4264	7.9239999999999995	0.43	0.351745880891183	0.0101811286520306	0.0075545009995404	0.0050326464925132	0.0074147003486341	0.314871173456123	1.4167	1.0646	0.0538	0.1697	-0.1165
TCGA-67-6215-01	12.0522	5.9031	6.8543	6.9873	5.2986	5.4291	7.3814	5.5601	1.6935	8.1386	7.0934	4.8359	3.6056	4.3999	4.7184	4.7184	9.0413	6.3076	5.5404	2.2401	12.4616	6.34	0.69	0.149603136461507	0.0491584441546741	0.0075347080243249	0.0	0.0	0.475431080512444	-0.3554	0.5328	-0.0881	-0.1715	-0.059
TCGA-05-4430-01	12.0457	8.2556	8.4124	8.5353	7.7182	8.0118	8.026	7.7247	2.7531	10.1288	9.4588	6.1662	5.4083	6.3007	7.0901	6.3467	9.9333	8.2928	6.9791	6.4184	12.5596	7.8721	0.2	0.295727418154312	0.0561057086226869	0.0268232533576684	0.0465334261352035	0.0462082831271394	0.399165726818343	1.2705	0.9349	0.3213	0.6665	0.1235
TCGA-49-6742-01	13.0212	6.7797	6.4265	6.1964	5.8684	6.6248	6.5805	6.9633	0.8038	6.4996	5.9402	4.4999	4.182	2.6369	5.5155	5.2014	7.4243	6.4877	4.4332	3.6071	12.7799	6.22445	0.49	0.18455044332478	0.0905906535387049	0.0	0.0567039637889479	0.0066175040492389	0.423965561968078	-0.4244	-0.1611	0.3697	-0.0655	0.1055
TCGA-38-4627-01	12.654	7.306	8.426	8.2488	7.9219	7.2448	7.3356	7.0678	2.0988	8.3458	8.1521	5.4248	5.1112	4.346	6.6367	5.9181	10.1273	10.1818	5.6437	5.6822	12.9037	7.62875	0.22	0.336047419169413	0.0787411139805989	0.0165271160515981	0.0033020704743866	0.0160257897039967	0.534071137381311	1.0961	1.0752	0.2651	0.9754	-0.0145
TCGA-69-7979-01	12.6137	6.222	6.5242	6.2607	5.7719	6.9934	6.7352	5.8681	1.1109	10.4352	8.4823	5.8171	5.0524	4.9747	6.2276	4.3108	8.2017	8.689	4.3171	2.2537	11.4915	6.25355	0.53	0.146615300478293	0.08015735540481	0.0	0.013171676384044	0.112160813329435	0.323373070638544					
TCGA-69-7973-01	9.5597	7.5688	7.6655	7.1086	6.2544	7.7492	6.8297	6.3669	1.1954	8.2862	6.6225	5.2538	5.1838	5.4195	6.0392	5.9636	7.7265	7.5431	5.9208	7.0196	11.0744	6.54205	0.55	0.188759348643401	0.107939697377455	0.0130227339054298	0.0362218485733385	0.0141906953500661	0.312998739689157					
TCGA-73-7499-01	12.591	10.438	10.2287	10.6285	9.6851	8.9725	8.5224	9.274	6.412	13.1286	11.7294	5.8653	7.6549	6.9688	8.0649	7.7847	9.7081	12.5781	7.3216	8.118	12.055	9.10375	0.38	0.323128773624105	0.196603186918478	0.0552452576140411	0.0467722799027827	0.112935739167239	0.125384616268526	2.11	0.9403	0.6204	-0.072	0.4065
TCGA-44-A47A-01	12.8935	7.2718	8.9978	9.3554	6.193	5.7472	9.7884	6.0884	2.7289	10.2594	8.1156	6.1624	6.541	7.8976	6.0665	7.2182	9.4397	8.1933	8.3514	6.7475	12.2448	7.9906999999999995	0.34	0.284284947345271	0.0413519178492457	0.0433188189510225	0.094424731598233	0.0045918329196984	0.243696942684621	0.9026	0.8697	0.2827	-0.095	-0.041
TCGA-78-8662-01	13.1804	6.6092	6.5795	6.4653	5.3473	4.8478	6.0267	5.9204	1.5779	8.9408	7.5209	3.3597	3.6907	3.8315	4.7799	4.3358	6.2184	7.1561	4.1573	5.416	10.5866	5.686999999999999	0.79	0.0838214082454337	0.112438566982524	0.0	0.0218797864010672	0.0989509434420342	0.208147281696082	-0.5548	-0.6564	-0.2613	-0.1976	0.143
TCGA-55-8085-01	12.1764	9.2834	9.4769	9.4194	7.9944	8.3896	8.6099	8.4964	5.2827	12.4804	10.554	5.5946	7.0195	7.3469	7.8031	8.3238	9.2713	8.7471	7.048	9.1198	12.1348	8.30215	0.56	0.315255205923138	0.15197703741514	0.0518147084732572	0.0110357822240816	0.0513450067108267	0.214238846636564	1.7319	0.8651	0.4565	-0.0158	0.123
TCGA-75-6206-01	12.1246	6.6501	7.0155	7.0706	5.8331	5.1286	6.641	5.5528	1.5301	8.308	6.7033	4.9638	3.8919	5.4935	5.7512	5.2044	8.9477	7.1366	4.8663	4.1693	12.856	6.23705	0.7	0.122679154364063	0.0405899507555002	0.0	0.0317966224039223	0.0253445413552577	0.479414735915348	-0.0099	0.5161	-0.1219	0.0636	-0.354
TCGA-50-5932-01	13.9454	5.8251	6.3801	6.3139	5.3094	5.1664	6.6546	5.4532	0.8729	7.4283	6.2601	4.5511	3.1533	2.8549	3.9586	4.206	7.2228	6.6001	3.6202	3.5098	11.9965	5.982	0.84	0.0800957861463084	0.0383611537000364	0.0	0.0380540368654665	0.0132884912335623	0.403220363370266	-0.2734	-0.1375	-0.1194	-0.1919	-0.203
TCGA-50-6594-01	12.5115	6.1865	7.2384	7.0596	6.8017	5.8764	6.9322	6.607	1.2681	7.4391	6.7926	10.6897	7.9095	4.9008	4.8664	5.0916	8.3124	3.5315	5.9234	1.6382	13.1074	6.86695	0.6	0.174477016090611	0.0416615830809099	0.0383942725890087	0.02558444836841	0.0	0.3228714122587					
