split	radius_um	min_hi	min_lo	min_cd8	min_gap	endpoint	ligand	n_fov	n_slides	median_delta	median_hi	median_lo	fold	n_pos	n_neg	p	n_patients	n_patients_pos	n_patients_neg
quintile	100.0	10	10	5	0.0	cd8_frac	CD8	225	8	-0.03816721412144919	0.8331998740886484	0.876533708480804	0.9505622727650015	2	6	0.078125	5	2	3
quintile	100.0	10	10	5	0.0	immune_frac	immune	225	8	-0.014616281810917953	0.959441094409165	0.9777487904129375	0.9812756648913465	1	7	0.0390625	5	1	4
quintile	100.0	10	10	5	0.0	nn_um	CD8	225	8	7.011166155950487	64.72781201714788	55.35226881258711	1.1693795648432168	6	2	0.25	5	3	2
tertile	15.0	10	10	5	0.0	cd8_frac	CD8	225	8	-0.03814732019108059	0.055110347511412104	0.09347952407921598	0.5895445880181285	0	8	0.0078125	5	0	5
tertile	15.0	10	10	5	0.0	immune_frac	immune	225	8	-0.1839923447441631	0.18732049579712012	0.3690436834899654	0.507583530561128	0	8	0.0078125	5	0	5
tertile	15.0	10	10	5	0.0	nn_um	CD8	225	8	5.54852812922978	63.767295174534325	54.863656768917174	1.1622866380037118	6	2	0.078125	5	3	2
tertile	20.0	10	10	5	0.0	cd8_frac	CD8	225	8	-0.0550846518776807	0.1057606474694188	0.1608452993470995	0.6575302349445126	0	8	0.0078125	5	0	5
tertile	20.0	10	10	5	0.0	immune_frac	immune	225	8	-0.2150003033422174	0.3186096804986086	0.503468535627385	0.6328293785064064	0	8	0.0078125	5	0	5
tertile	20.0	10	10	5	0.0	nn_um	CD8	225	8	5.54852812922978	63.767295174534325	54.863656768917174	1.1622866380037118	6	2	0.078125	5	3	2
tertile	25.0	10	10	5	0.0	cd8_frac	CD8	225	8	-0.06927424105567416	0.1674141648480078	0.23543693160552667	0.7110786048151075	0	8	0.0078125	5	0	5
tertile	25.0	10	10	5	0.0	immune_frac	immune	225	8	-0.2108665443649859	0.4275551094222254	0.626015360297227	0.6829786240695846	0	8	0.0078125	5	0	5
tertile	25.0	10	10	5	0.0	nn_um	CD8	225	8	5.54852812922978	63.767295174534325	54.863656768917174	1.1622866380037118	6	2	0.078125	5	3	2
tertile	40.0	10	10	5	0.0	cd8_frac	CD8	225	8	-0.09122803295065099	0.3682819564763713	0.4559753357049363	0.807679555533434	0	8	0.0078125	5	0	5
tertile	40.0	10	10	5	0.0	immune_frac	immune	225	8	-0.1447545830048388	0.6368096169565636	0.8059202820993763	0.7901645250789705	0	8	0.0078125	5	0	5
tertile	40.0	10	10	5	0.0	nn_um	CD8	225	8	5.54852812922978	63.767295174534325	54.863656768917174	1.1622866380037118	6	2	0.078125	5	3	2
tertile	50.0	10	10	5	0.0	cd8_frac	CD8	225	8	-0.0824097915416383	0.4809914989647364	0.578385995133746	0.8316098643666362	0	8	0.0078125	5	0	5
tertile	50.0	10	10	5	0.0	immune_frac	immune	225	8	-0.10458896189798356	0.744384446943982	0.8637091999965063	0.861846147924548	0	8	0.0078125	5	0	5
tertile	50.0	10	10	5	0.0	nn_um	CD8	225	8	5.54852812922978	63.767295174534325	54.863656768917174	1.1622866380037118	6	2	0.078125	5	3	2
tertile	80.0	10	10	5	0.0	cd8_frac	CD8	225	8	-0.043300585429787486	0.7289425819546917	0.811912127062344	0.8978096984363909	2	6	0.0390625	5	2	3
tertile	80.0	10	10	5	0.0	immune_frac	immune	225	8	-0.03475550837627084	0.9109536945239145	0.9472137846652449	0.9617192119367804	1	7	0.015625	5	1	4
tertile	80.0	10	10	5	0.0	nn_um	CD8	225	8	5.54852812922978	63.767295174534325	54.863656768917174	1.1622866380037118	6	2	0.078125	5	3	2
tertile	100.0	10	10	5	0.0	cd8_frac	CD8	225	8	-0.026558792867000525	0.8392532190526376	0.8835864660467307	0.9498257966846807	2	6	0.0546875	5	2	3
tertile	100.0	10	10	5	0.0	immune_frac	immune	225	8	-0.012458585748805595	0.9611503288825525	0.9781182543861258	0.9826524804874207	1	7	0.0234375	5	1	4
tertile	100.0	10	10	5	0.0	nn_um	CD8	225	8	5.54852812922978	63.767295174534325	54.863656768917174	1.1622866380037118	6	2	0.078125	5	3	2
decile	15.0	10	10	5	0.0	class_logmean	CCL5	225	8	-0.014544002091123921	0.04411664120852947	0.05624677863504206	0.7843407618911096	1	7	0.0390625	5	1	4
decile	15.0	10	10	5	0.0	class_detection	CCL5	225	8	0.004194272732266406	0.0779289989923912	0.07032970232309493	1.1080524503627935	6	2	0.1484375	5	3	2
decile	15.0	10	10	5	0.0	class_rank	CCL5	225	8	0.0010967711607615116	0.49668332748654964	0.49335395345514305	1.0067484490761445	4	4	0.546875	5	3	2
decile	15.0	10	10	5	0.0	interface_logmean	CCL5	80	8	-0.031035331413280094	0.05788910150580056	0.09005500377418521	0.6428193779321656	3	5	0.1953125	5	2	3
decile	15.0	10	10	5	0.0	interface_detection	CCL5	80	8	0.012401449143177083	0.0833103008103008	0.08808423330482154	0.9458026446344805	5	3	0.84375	5	3	2
decile	15.0	10	10	5	0.0	interface_cohens_d	CCL5	80	8	-0.12250591808153669	-0.12250591808153669	0.0		1	7	0.1484375	5	1	4
decile	15.0	10	10	5	0.0	class_logmean	CD274	225	8	-0.008648945887883501	0.04101413423195481	0.05204736421195169	0.7880155864364923	2	6	0.1953125	5	2	3
decile	15.0	10	10	5	0.0	class_detection	CD274	225	8	0.00942289015465948	0.07546938104187659	0.05983418793821645	1.2613086872642896	7	1	0.0546875	5	5	0
decile	15.0	10	10	5	0.0	class_rank	CD274	225	8	0.0037777218553754766	0.4975923069793245	0.4944901890224881	1.0062733660357726	7	1	0.078125	5	5	0
decile	15.0	10	10	5	0.0	interface_logmean	CD274	80	8	-0.0020548213611949577	0.04352012225850062	0.05223272803037629	0.8331964249156429	3	4	0.46875	5	2	2
decile	15.0	10	10	5	0.0	interface_detection	CD274	80	8	-0.006187725673019787	0.06266511266511267	0.07110752809282221	0.8812725508234656	3	4	1.0	5	2	2
decile	15.0	10	10	5	0.0	interface_cohens_d	CD274	80	7	-0.16347210529994444	-0.16347210529994444	0.0		2	5	0.15625	5	2	2
decile	15.0	10	10	5	0.0	class_logmean	CDH1	225	8	0.10283685447243243	0.2751026460590462	0.15730051161455255	1.7488986096444157	8	0	0.0078125	5	5	0
decile	15.0	10	10	5	0.0	class_detection	CDH1	225	8	0.1749076908081425	0.42909532108060794	0.20451271454891373	2.098135179649089	8	0	0.0078125	5	5	0
decile	15.0	10	10	5	0.0	class_rank	CDH1	225	8	0.0828955433198384	0.5352155271663058	0.4590799345024701	1.1658438693173292	8	0	0.0078125	5	5	0
decile	15.0	10	10	5	0.0	interface_logmean	CDH1	80	8	0.08408155777689182	0.19368414823530297	0.11889476912717024	1.629038431691959	6	2	0.078125	5	3	2
decile	15.0	10	10	5	0.0	interface_detection	CDH1	80	8	0.1464082350111762	0.2621784465534466	0.13344078023425848	1.9647550478435905	7	1	0.015625	5	5	0
decile	15.0	10	10	5	0.0	interface_cohens_d	CDH1	80	8	0.2830377667496345	0.2830377667496345	0.0		6	2	0.109375	5	4	1
decile	15.0	10	10	5	0.0	class_logmean	CXCL16	225	8	0.03175651710480452	0.15384497747845238	0.11809653472695229	1.302705264249735	7	1	0.015625	5	4	1
decile	15.0	10	10	5	0.0	class_detection	CXCL16	225	8	0.08999675231454812	0.26782021585732735	0.15542962050376152	1.723096376284634	8	0	0.0078125	5	5	0
decile	15.0	10	10	5	0.0	class_rank	CXCL16	225	8	0.04141998100897362	0.514029316923448	0.4732339765344347	1.0862054341232297	8	0	0.0078125	5	5	0
decile	15.0	10	10	5	0.0	interface_logmean	CXCL16	80	8	0.013270246664969582	0.16563509226332163	0.11514211090450938	1.4385274940867423	7	1	0.1953125	5	4	1
decile	15.0	10	10	5	0.0	interface_detection	CXCL16	80	8	0.03668140301372399	0.18736593267843266	0.15022730119542443	1.2472162595445693	7	1	0.1484375	5	4	1
decile	15.0	10	10	5	0.0	interface_cohens_d	CXCL16	80	8	0.07245437718782655	0.07245437718782655	0.0		7	1	0.1484375	5	4	1
decile	15.0	10	10	5	0.0	class_logmean	CXCL9	225	8	-0.0070821960004505465	0.03725580079447262	0.0472681714664358	0.7881794374239172	1	7	0.1484375	5	1	4
decile	15.0	10	10	5	0.0	class_detection	CXCL9	225	8	0.008335381473397862	0.06795151560445312	0.05592720169542728	1.2149993839224924	8	0	0.0078125	5	5	0
decile	15.0	10	10	5	0.0	class_rank	CXCL9	225	8	0.003328051203968868	0.4980331254610117	0.49226403294623583	1.0117195084927237	7	1	0.0546875	5	4	1
decile	15.0	10	10	5	0.0	interface_logmean	CXCL9	80	8	0.007562007398034138	0.050692446445199574	0.03930627432866739	1.2896782335899963	5	2	0.578125	5	2	2
decile	15.0	10	10	5	0.0	interface_detection	CXCL9	80	8	0.02414722967072712	0.09453601953601953	0.0510563884644767	1.8516002086946373	5	2	0.375	5	3	1
decile	15.0	10	10	5	0.0	interface_cohens_d	CXCL9	80	7	0.009935192951930863	0.009935192951930863	0.0		4	3	0.9375	5	2	2
decile	15.0	10	10	5	0.0	class_logmean	HLA-A	225	8	0.04234413312647142	0.7556498295731016	0.7222449059287708	1.0462515185224792	7	1	0.078125	5	4	1
decile	15.0	10	10	5	0.0	class_detection	HLA-A	225	8	0.1186360263371794	0.7058632876332596	0.5932985493583016	1.1897269737077656	7	1	0.015625	5	4	1
decile	15.0	10	10	5	0.0	class_rank	HLA-A	225	8	0.030761128486621964	0.5089598473575381	0.4847215699567192	1.0500045364248658	7	1	0.0546875	5	4	1
decile	15.0	10	10	5	0.0	interface_logmean	HLA-A	80	8	0.043065819516778014	0.8302727162837982	0.8984705053947188	0.924095684052578	5	3	0.9453125	5	3	2
decile	15.0	10	10	5	0.0	interface_detection	HLA-A	80	8	0.0672186125249366	0.7145911495911497	0.6535234032430829	1.093443855330996	7	1	0.1953125	5	4	1
decile	15.0	10	10	5	0.0	interface_cohens_d	HLA-A	80	8	-0.020721374306535978	-0.020721374306535978	0.0		4	4	0.9453125	5	3	2
decile	15.0	10	10	5	0.0	class_logmean	ICAM1	225	8	0.022481309378455425	0.11445411075035046	0.08386945907647411	1.364669714228019	6	2	0.0546875	5	4	1
decile	15.0	10	10	5	0.0	class_detection	ICAM1	225	8	0.048631428928723734	0.157800038001575	0.10797735437387476	1.4614178956004769	8	0	0.0078125	5	5	0
decile	15.0	10	10	5	0.0	class_rank	ICAM1	225	8	0.022910148898760446	0.5061137451046054	0.48866563687721887	1.035705617319211	8	0	0.0078125	5	5	0
decile	15.0	10	10	5	0.0	interface_logmean	ICAM1	80	8	0.07840132389634431	0.17233155450826004	0.09862180800304154	1.7473980450951097	7	1	0.0546875	5	4	1
decile	15.0	10	10	5	0.0	interface_detection	ICAM1	80	8	0.1095061630051198	0.22032732892107892	0.12746435549744373	1.7285407207468095	7	1	0.015625	5	5	0
decile	15.0	10	10	5	0.0	interface_cohens_d	ICAM1	80	8	0.41432999939285686	0.41432999939285686	0.0		7	1	0.0390625	5	5	0
decile	15.0	10	10	5	0.0	class_logmean	IFNG_on_cd8	225	8	-0.00011204536094319359	0.034693796107811585	0.033227401698843154	1.0441320817757316	4	4	0.7421875	5	1	4
decile	15.0	10	10	5	0.0	class_detection	IFNG_on_cd8	225	8	0.009517657192075797	0.05999767428338856	0.05574942210710322	1.076202622659008	6	2	0.4609375	5	4	1
decile	15.0	10	10	5	0.0	class_rank	IFNG_on_cd8	225	0					0	0		5	0	0
decile	15.0	10	10	5	0.0	interface_logmean	IFNG_on_cd8	73	8	0.006521023711133183	0.03440022173648079	0.03168525428433592	1.0856855188152001	5	3	0.7421875	5	3	2
decile	15.0	10	10	5	0.0	interface_detection	IFNG_on_cd8	73	8	0.008088029209352747	0.06388888888888888	0.05305194193061839	1.2042705047902509	5	3	0.546875	5	3	2
decile	15.0	10	10	5	0.0	interface_cohens_d	IFNG_on_cd8	73	8	0.09903556990742723	0.09903556990742723	0.0		5	3	0.7421875	5	3	2
decile	15.0	10	10	5	0.0	class_logmean	LGALS9	225	8	0.009261499986880355	0.07548063920943865	0.07576555667578111	0.9962394856074022	6	2	0.1484375	5	3	2
decile	15.0	10	10	5	0.0	class_detection	LGALS9	225	8	0.05364460476081183	0.1538993103193495	0.10717681009027955	1.4359385224258272	8	0	0.0078125	5	5	0
decile	15.0	10	10	5	0.0	class_rank	LGALS9	225	8	0.023913101284276844	0.5035818980223891	0.4792424735837969	1.0507872857273706	8	0	0.0078125	5	5	0
decile	15.0	10	10	5	0.0	interface_logmean	LGALS9	80	8	0.005888330504636875	0.08001814247108996	0.08703023681524569	0.9194292167785143	4	4	0.640625	5	3	2
decile	15.0	10	10	5	0.0	interface_detection	LGALS9	80	8	0.01884755869130869	0.11547003343878344	0.11658482584953173	0.9904379287559508	5	3	0.4609375	5	3	2
decile	15.0	10	10	5	0.0	interface_cohens_d	LGALS9	80	8	-0.02835241681625888	-0.02835241681625888	0.0		4	4	0.7421875	5	3	2
decile	15.0	10	10	5	0.0	class_logmean	MIF	225	8	0.09154592302317424	0.6357829635341963	0.5643533604469335	1.1265689337451537	8	0	0.0078125	5	5	0
decile	15.0	10	10	5	0.0	class_detection	MIF	225	8	0.16402910468465798	0.646054402242151	0.5130358094243992	1.2592774039827592	8	0	0.0078125	5	5	0
decile	15.0	10	10	5	0.0	class_rank	MIF	225	8	0.056605372619297795	0.5193444259978575	0.45716472330192726	1.1360115939104614	8	0	0.0078125	5	5	0
decile	15.0	10	10	5	0.0	interface_logmean	MIF	80	8	0.05438407510519029	0.4989783824844794	0.383295098785311	1.3018125826961442	5	3	0.1484375	5	3	2
decile	15.0	10	10	5	0.0	interface_detection	MIF	80	8	0.09667603527432643	0.5432002025752025	0.39508579212063866	1.3748917663162572	7	1	0.015625	5	5	0
decile	15.0	10	10	5	0.0	interface_cohens_d	MIF	80	8	0.10695111483990719	0.10695111483990719	0.0		7	1	0.0234375	5	5	0
decile	15.0	10	10	5	0.0	class_logmean	PDCD1LG2	225	8	-0.0043665701601033405	0.02589674624648161	0.03028477003487448	0.8551079046220317	1	7	0.109375	5	1	4
decile	15.0	10	10	5	0.0	class_detection	PDCD1LG2	225	8	0.006042808994212702	0.04353437135808089	0.03767599852382082	1.1554934988798262	8	0	0.0078125	5	5	0
decile	15.0	10	10	5	0.0	class_rank	PDCD1LG2	225	8	0.0026338532567024564	0.4981636207947309	0.49542204266078627	1.0055338234835502	8	0	0.0078125	5	5	0
decile	15.0	10	10	5	0.0	interface_logmean	PDCD1LG2	80	8	-0.009360112498203916	0.03402561729308218	0.03158950474686348	1.0771177821792404	2	5	0.21875	5	2	2
decile	15.0	10	10	5	0.0	interface_detection	PDCD1LG2	80	8	-0.0003775391275391282	0.05179102147852148	0.051397058823529414	1.0076650816994164	3	4	0.8125	5	3	1
decile	15.0	10	10	5	0.0	interface_cohens_d	PDCD1LG2	80	7	-0.22148459250267902	-0.22148459250267902	0.0		2	5	0.21875	5	2	2
decile	15.0	10	10	5	0.0	class_logmean	TGFB1	225	8	-0.009856760149578678	0.059656435109396604	0.08431907226996763	0.7075082007353247	2	6	0.1953125	5	1	4
decile	15.0	10	10	5	0.0	class_detection	TGFB1	225	8	0.011549386633780575	0.09826218497527425	0.10154468078033621	0.9676743697470207	5	3	0.1953125	5	3	2
decile	15.0	10	10	5	0.0	class_rank	TGFB1	225	8	0.0045673511094517505	0.4960376272598902	0.4906221544695279	1.0110379703424066	5	3	0.25	5	3	2
decile	15.0	10	10	5	0.0	interface_logmean	TGFB1	80	8	-0.0002946065400134465	0.06152143286397824	0.058658586215827015	1.048805244599959	4	4	0.84375	5	2	3
decile	15.0	10	10	5	0.0	interface_detection	TGFB1	80	8	0.012142718392718393	0.0997904872904873	0.07646990027441636	1.3049642661018748	6	2	0.3125	5	3	2
decile	15.0	10	10	5	0.0	interface_cohens_d	TGFB1	80	8	-0.04084563154921887	-0.04084563154921887	0.0		4	4	0.9453125	5	2	3
decile	20.0	10	10	5	0.0	class_logmean	CCL5	225	8	-0.014544002091123921	0.04411664120852947	0.05624677863504206	0.7843407618911096	1	7	0.0390625	5	1	4
decile	20.0	10	10	5	0.0	class_detection	CCL5	225	8	0.004194272732266406	0.0779289989923912	0.07032970232309493	1.1080524503627935	6	2	0.1484375	5	3	2
decile	20.0	10	10	5	0.0	class_rank	CCL5	225	8	0.0010967711607615116	0.49668332748654964	0.49335395345514305	1.0067484490761445	4	4	0.546875	5	3	2
decile	20.0	10	10	5	0.0	interface_logmean	CCL5	158	8	-0.008085837267989813	0.04418698504232678	0.07556506762281061	0.5847541255820723	3	5	0.1953125	5	1	4
decile	20.0	10	10	5	0.0	interface_detection	CCL5	158	8	0.0025028269560995915	0.08124515310970418	0.09060888746745355	0.8966576610808427	5	3	0.9453125	5	2	3
decile	20.0	10	10	5	0.0	interface_cohens_d	CCL5	158	8	-0.06724102928291166	-0.06724102928291166	0.0		3	5	0.3828125	5	0	5
decile	20.0	10	10	5	0.0	class_logmean	CD274	225	8	-0.008648945887883501	0.04101413423195481	0.05204736421195169	0.7880155864364923	2	6	0.1953125	5	2	3
decile	20.0	10	10	5	0.0	class_detection	CD274	225	8	0.00942289015465948	0.07546938104187659	0.05983418793821645	1.2613086872642896	7	1	0.0546875	5	5	0
decile	20.0	10	10	5	0.0	class_rank	CD274	225	8	0.0037777218553754766	0.4975923069793245	0.4944901890224881	1.0062733660357726	7	1	0.078125	5	5	0
decile	20.0	10	10	5	0.0	interface_logmean	CD274	158	8	-0.0012896049424613795	0.05557901774974246	0.052595226190935235	1.0567312240083393	3	5	0.546875	5	1	4
decile	20.0	10	10	5	0.0	interface_detection	CD274	158	8	0.008176788205024606	0.0795178962764102	0.06902966093838976	1.1519380972678017	5	3	0.25	5	4	1
