split	radius_um	min_hi	min_lo	min_cd8	min_gap	endpoint	ligand	n_fov	n_slides	median_delta	median_hi	median_lo	fold	n_pos	n_neg	p	n_patients	n_patients_pos	n_patients_neg
decile	50.0	10	10	5	0.5	class_logmean	ICAM1	224	8	0.022481309378455425	0.11445411075035046	0.0852678367932295	1.3422893678878745	6	2	0.0546875	5	4	1
decile	50.0	10	10	5	0.5	class_detection	ICAM1	224	8	0.048631428928723734	0.157800038001575	0.10797735437387476	1.4614178956004769	8	0	0.0078125	5	5	0
decile	50.0	10	10	5	0.5	class_rank	ICAM1	224	8	0.022910148898760446	0.5061137451046054	0.4886505363145094	1.0357376232957947	8	0	0.0078125	5	5	0
decile	50.0	10	10	5	0.5	interface_logmean	ICAM1	217	8	0.028327852657771317	0.1264174376303951	0.09479271216724797	1.3336197977683124	5	3	0.109375	5	3	2
decile	50.0	10	10	5	0.5	interface_detection	ICAM1	217	8	0.05510611685687607	0.18418555144914484	0.12609442282356556	1.4606954639608591	7	1	0.0234375	5	4	1
decile	50.0	10	10	5	0.5	interface_cohens_d	ICAM1	217	8	0.09113828722605558	0.09113828722605558	0.0		6	2	0.078125	5	4	1
decile	50.0	10	10	5	0.5	class_logmean	IFNG_on_cd8	224	8	-0.00035481836711024825	0.035720499752399826	0.0375493925724489	0.9512936776135498	4	4	0.640625	5	3	2
decile	50.0	10	10	5	0.5	class_detection	IFNG_on_cd8	224	8	0.001608212303812806	0.06145417297143034	0.06342213205739995	0.968970467845696	4	4	0.546875	5	4	1
decile	50.0	10	10	5	0.5	class_rank	IFNG_on_cd8	224	0					0	0		5	0	0
decile	50.0	10	10	5	0.5	interface_logmean	IFNG_on_cd8	207	8	0.003529041793404351	0.035720499752399826	0.0375493925724489	0.9512936776135498	5	3	0.25	5	4	1
decile	50.0	10	10	5	0.5	interface_detection	IFNG_on_cd8	207	8	0.0037039779636792412	0.06145417297143034	0.06342213205739995	0.968970467845696	5	3	0.109375	5	5	0
decile	50.0	10	10	5	0.5	interface_cohens_d	IFNG_on_cd8	207	8	0.03668168708271434	0.03668168708271434	0.0		7	1	0.078125	5	5	0
decile	50.0	10	10	5	0.5	class_logmean	LGALS9	224	8	0.010230670688795171	0.07603450558891547	0.07576555667578111	1.003549751693705	6	2	0.1484375	5	3	2
decile	50.0	10	10	5	0.5	class_detection	LGALS9	224	8	0.05579812081188403	0.1558715483187157	0.10717681009027955	1.4543402456876493	8	0	0.0078125	5	5	0
decile	50.0	10	10	5	0.5	class_rank	LGALS9	224	8	0.024931502202755085	0.503730618256679	0.47915367782115936	1.0512923965172876	8	0	0.0078125	5	5	0
decile	50.0	10	10	5	0.5	interface_logmean	LGALS9	217	8	0.006680994491196336	0.0720847714293216	0.07707916487540517	0.9352043648350786	5	3	0.7421875	5	2	3
decile	50.0	10	10	5	0.5	interface_detection	LGALS9	217	8	0.04552422772423219	0.14599565490222416	0.10736138319905256	1.3598525890034596	7	1	0.0546875	5	4	1
decile	50.0	10	10	5	0.5	interface_cohens_d	LGALS9	217	8	0.07881629710477775	0.07881629710477775	0.0		5	3	0.3828125	5	2	3
decile	50.0	10	10	5	0.5	class_logmean	MIF	224	8	0.09507357437249234	0.6357829635341963	0.5643533604469335	1.1265689337451537	8	0	0.0078125	5	5	0
decile	50.0	10	10	5	0.5	class_detection	MIF	224	8	0.16402910468465798	0.646054402242151	0.5130358094243992	1.2592774039827592	8	0	0.0078125	5	5	0
decile	50.0	10	10	5	0.5	class_rank	MIF	224	8	0.056605372619297795	0.5193444259978575	0.45618299696722936	1.1384563419735818	8	0	0.0078125	5	5	0
decile	50.0	10	10	5	0.5	interface_logmean	MIF	217	8	0.10521087303684262	0.5661772237469753	0.5196974128966445	1.0894362944607818	7	1	0.015625	5	4	1
decile	50.0	10	10	5	0.5	interface_detection	MIF	217	8	0.1542786356774924	0.5721226995071816	0.480042828699473	1.1918159491251445	8	0	0.0078125	5	5	0
decile	50.0	10	10	5	0.5	interface_cohens_d	MIF	217	8	0.19899854722491755	0.19899854722491755	0.0		8	0	0.0078125	5	5	0
decile	50.0	10	10	5	0.5	class_logmean	PDCD1LG2	224	8	-0.0043665701601033405	0.025676945147131557	0.03081153536499103	0.8333549381088764	1	7	0.078125	5	1	4
decile	50.0	10	10	5	0.5	class_detection	PDCD1LG2	224	8	0.006042808994212702	0.04353437135808089	0.03835211959965744	1.13512295571976	8	0	0.0078125	5	5	0
decile	50.0	10	10	5	0.5	class_rank	PDCD1LG2	224	8	0.0026338532567024564	0.4981636207947309	0.49542204266078627	1.0055338234835502	7	1	0.015625	5	5	0
decile	50.0	10	10	5	0.5	interface_logmean	PDCD1LG2	217	8	-0.006691655321327714	0.028628947550896552	0.03593430568292823	0.7967023991922481	2	6	0.078125	5	2	3
decile	50.0	10	10	5	0.5	interface_detection	PDCD1LG2	217	8	0.006546500241839757	0.05030824488862006	0.046305371677805754	1.0864451156696555	6	2	0.1484375	5	4	1
decile	50.0	10	10	5	0.5	interface_cohens_d	PDCD1LG2	217	8	-0.03745922369101871	-0.03745922369101871	0.0		3	5	0.640625	5	2	3
decile	50.0	10	10	5	0.5	class_logmean	TGFB1	224	8	-0.009856760149578678	0.059656435109396604	0.08431907226996763	0.7075082007353247	2	6	0.1953125	5	1	4
decile	50.0	10	10	5	0.5	class_detection	TGFB1	224	8	0.011549386633780575	0.09826218497527425	0.10154468078033621	0.9676743697470207	5	3	0.1953125	5	3	2
decile	50.0	10	10	5	0.5	class_rank	TGFB1	224	8	0.0045673511094517505	0.49595680257369734	0.4906221544695279	1.010873231173055	5	3	0.25	5	3	2
decile	50.0	10	10	5	0.5	interface_logmean	TGFB1	217	8	-0.009094576707242855	0.06010276416153379	0.08889870300800318	0.676081451448431	1	7	0.1953125	5	1	4
decile	50.0	10	10	5	0.5	interface_detection	TGFB1	217	8	0.011809567836695865	0.09838661376239063	0.10586427392910445	0.9293655934227492	5	3	0.3125	5	4	1
decile	50.0	10	10	5	0.5	interface_cohens_d	TGFB1	217	8	-0.03649763787395702	-0.03649763787395702	0.0		2	6	0.1484375	5	2	3
decile	80.0	10	10	5	0.5	class_logmean	CCL5	224	8	-0.014544002091123921	0.04411664120852947	0.05688157827097905	0.7755875021322635	1	7	0.0390625	5	1	4
decile	80.0	10	10	5	0.5	class_detection	CCL5	224	8	0.004311584946997925	0.0779289989923912	0.07032970232309493	1.1080524503627935	6	2	0.1484375	5	3	2
decile	80.0	10	10	5	0.5	class_rank	CCL5	224	8	0.001135638116420007	0.49668332748654964	0.49335395345514305	1.0067484490761445	4	4	0.546875	5	3	2
decile	80.0	10	10	5	0.5	interface_logmean	CCL5	218	8	-0.016210605406828612	0.04687535288634108	0.06298929815412958	0.7441796346363628	1	7	0.0390625	5	1	4
decile	80.0	10	10	5	0.5	interface_detection	CCL5	218	8	0.0020539296513032435	0.0787550035760645	0.07587248965284613	1.0379915557853354	4	4	0.546875	5	3	2
decile	80.0	10	10	5	0.5	interface_cohens_d	CCL5	218	8	-0.07227389332232712	-0.07227389332232712	0.0		2	6	0.078125	5	2	3
decile	80.0	10	10	5	0.5	class_logmean	CD274	224	8	-0.008648945887883501	0.04101413423195481	0.05204736421195169	0.7880155864364923	2	6	0.1953125	5	2	3
decile	80.0	10	10	5	0.5	class_detection	CD274	224	8	0.00942289015465948	0.07546938104187659	0.05983418793821645	1.2613086872642896	7	1	0.0546875	5	5	0
decile	80.0	10	10	5	0.5	class_rank	CD274	224	8	0.0037777218553754766	0.4975923069793245	0.4944901890224881	1.0062733660357726	7	1	0.078125	5	5	0
decile	80.0	10	10	5	0.5	interface_logmean	CD274	218	8	-0.00564701282197521	0.04266569387788574	0.05326317170790086	0.8010355468853326	2	6	0.3828125	5	2	3
decile	80.0	10	10	5	0.5	interface_detection	CD274	218	8	0.012661430256966703	0.07747876789723354	0.06115238790445219	1.2669786177162954	7	1	0.078125	5	5	0
decile	80.0	10	10	5	0.5	interface_cohens_d	CD274	218	8	-0.0562453830476844	-0.0562453830476844	0.0		2	6	0.109375	5	2	3
decile	80.0	10	10	5	0.5	class_logmean	CDH1	224	8	0.10283685447243243	0.28001342516649386	0.15730051161455255	1.7801177014136844	8	0	0.0078125	5	5	0
decile	80.0	10	10	5	0.5	class_detection	CDH1	224	8	0.1749076908081425	0.436431184789317	0.20451271454891373	2.1340051436505423	8	0	0.0078125	5	5	0
decile	80.0	10	10	5	0.5	class_rank	CDH1	224	8	0.0828955433198384	0.5352155271663058	0.4590799345024701	1.1658438693173292	8	0	0.0078125	5	5	0
decile	80.0	10	10	5	0.5	interface_logmean	CDH1	218	8	0.11105189374921952	0.26896707943544307	0.14789036057800764	1.818692431232333	7	1	0.015625	5	5	0
decile	80.0	10	10	5	0.5	interface_detection	CDH1	218	8	0.16938133448294995	0.43053517543368947	0.1932859368862178	2.2274521487154746	8	0	0.0078125	5	5	0
decile	80.0	10	10	5	0.5	interface_cohens_d	CDH1	218	8	0.2365960117331143	0.2365960117331143	0.0		6	2	0.0390625	5	4	1
decile	80.0	10	10	5	0.5	class_logmean	CXCL16	224	8	0.03175651710480452	0.15638381831939768	0.1170991259156496	1.3354823709960582	7	1	0.015625	5	4	1
decile	80.0	10	10	5	0.5	class_detection	CXCL16	224	8	0.08999675231454812	0.26782021585732735	0.15526719740027028	1.7248988861884431	8	0	0.0078125	5	5	0
decile	80.0	10	10	5	0.5	class_rank	CXCL16	224	8	0.04141998100897362	0.514029316923448	0.4732339765344347	1.0862054341232297	8	0	0.0078125	5	5	0
decile	80.0	10	10	5	0.5	interface_logmean	CXCL16	218	8	0.02701394726921405	0.16564879251141518	0.13641435155944748	1.2143061973888263	7	1	0.015625	5	4	1
decile	80.0	10	10	5	0.5	interface_detection	CXCL16	218	8	0.09104650509380573	0.26895963739568385	0.16663002637542293	1.614112673724896	8	0	0.0078125	5	5	0
decile	80.0	10	10	5	0.5	interface_cohens_d	CXCL16	218	8	0.1170619104882542	0.1170619104882542	0.0		8	0	0.0078125	5	5	0
decile	80.0	10	10	5	0.5	class_logmean	CXCL9	224	8	-0.007592763594663082	0.03725580079447262	0.0472681714664358	0.7881794374239172	1	7	0.1484375	5	1	4
decile	80.0	10	10	5	0.5	class_detection	CXCL9	224	8	0.007927018354034764	0.06795151560445312	0.05592720169542728	1.2149993839224924	8	0	0.0078125	5	5	0
decile	80.0	10	10	5	0.5	class_rank	CXCL9	224	8	0.003111780717455076	0.4980331254610117	0.49226403294623583	1.0117195084927237	7	1	0.078125	5	4	1
decile	80.0	10	10	5	0.5	interface_logmean	CXCL9	218	8	-0.008400226817192397	0.03810819171162115	0.047592556186239504	0.8007174811644057	1	7	0.1484375	5	1	4
decile	80.0	10	10	5	0.5	interface_detection	CXCL9	218	8	0.010204616129666007	0.06910509124721162	0.05848699405900598	1.1815462968996717	6	2	0.0546875	5	3	2
decile	80.0	10	10	5	0.5	interface_cohens_d	CXCL9	218	8	-0.04974463817967042	-0.04974463817967042	0.0		1	7	0.015625	5	0	5
decile	80.0	10	10	5	0.5	class_logmean	HLA-A	224	8	0.04234413312647142	0.7556498295731016	0.7222449059287708	1.0462515185224792	7	1	0.078125	5	4	1
decile	80.0	10	10	5	0.5	class_detection	HLA-A	224	8	0.11763028931292269	0.7058632876332596	0.5932985493583016	1.1897269737077656	7	1	0.015625	5	4	1
decile	80.0	10	10	5	0.5	class_rank	HLA-A	224	8	0.030761128486621964	0.5089598473575381	0.4858873250155613	1.0474853348793114	7	1	0.0546875	5	4	1
decile	80.0	10	10	5	0.5	interface_logmean	HLA-A	218	8	0.06710393838156231	0.7949279735646915	0.7372980965451263	1.0781636047747993	7	1	0.078125	5	4	1
decile	80.0	10	10	5	0.5	interface_detection	HLA-A	218	8	0.12407006393679842	0.7192406927670921	0.600078750623983	1.1985771734446526	7	1	0.015625	5	4	1
decile	80.0	10	10	5	0.5	interface_cohens_d	HLA-A	218	8	0.10824857010786446	0.10824857010786446	0.0		7	1	0.078125	5	4	1
decile	80.0	10	10	5	0.5	class_logmean	ICAM1	224	8	0.022481309378455425	0.11445411075035046	0.0852678367932295	1.3422893678878745	6	2	0.0546875	5	4	1
decile	80.0	10	10	5	0.5	class_detection	ICAM1	224	8	0.048631428928723734	0.157800038001575	0.10797735437387476	1.4614178956004769	8	0	0.0078125	5	5	0
decile	80.0	10	10	5	0.5	class_rank	ICAM1	224	8	0.022910148898760446	0.5061137451046054	0.4886505363145094	1.0357376232957947	8	0	0.0078125	5	5	0
decile	80.0	10	10	5	0.5	interface_logmean	ICAM1	218	8	0.023859921271174124	0.11782124867855476	0.088499715924263	1.3313178177812997	6	2	0.0546875	5	4	1
decile	80.0	10	10	5	0.5	interface_detection	ICAM1	218	8	0.05529968717648124	0.1675652445400548	0.11507930404556449	1.4560849661873958	8	0	0.0078125	5	5	0
decile	80.0	10	10	5	0.5	interface_cohens_d	ICAM1	218	8	0.04671541583193339	0.04671541583193339	0.0		5	3	0.1953125	5	4	1
decile	80.0	10	10	5	0.5	class_logmean	IFNG_on_cd8	224	8	0.005019504994054064	0.03589093452319503	0.035845473371834184	1.0012682536198996	6	2	0.1484375	5	4	1
decile	80.0	10	10	5	0.5	class_detection	IFNG_on_cd8	224	8	0.0029425721854216234	0.05889295243231861	0.06305574420791214	0.9339823543773005	5	3	0.1953125	5	3	2
decile	80.0	10	10	5	0.5	class_rank	IFNG_on_cd8	224	0					0	0		5	0	0
decile	80.0	10	10	5	0.5	interface_logmean	IFNG_on_cd8	210	8	0.005105374519622719	0.03628770555933994	0.035845473371834184	1.0123371836359467	6	2	0.1484375	5	4	1
decile	80.0	10	10	5	0.5	interface_detection	IFNG_on_cd8	210	8	0.0027081738094118166	0.05904862836381254	0.06305574420791214	0.9364512163889932	5	3	0.25	5	3	2
decile	80.0	10	10	5	0.5	interface_cohens_d	IFNG_on_cd8	210	8	0.02708898708809858	0.02708898708809858	0.0		5	2	0.21875	5	3	2
decile	80.0	10	10	5	0.5	class_logmean	LGALS9	224	8	0.010230670688795171	0.07603450558891547	0.07576555667578111	1.003549751693705	6	2	0.1484375	5	3	2
decile	80.0	10	10	5	0.5	class_detection	LGALS9	224	8	0.05579812081188403	0.1558715483187157	0.10717681009027955	1.4543402456876493	8	0	0.0078125	5	5	0
decile	80.0	10	10	5	0.5	class_rank	LGALS9	224	8	0.024931502202755085	0.503730618256679	0.47915367782115936	1.0512923965172876	8	0	0.0078125	5	5	0
decile	80.0	10	10	5	0.5	interface_logmean	LGALS9	218	8	0.004371475824040221	0.07879661107553215	0.0776762567150096	1.0144233824839561	4	4	0.546875	5	2	3
decile	80.0	10	10	5	0.5	interface_detection	LGALS9	218	8	0.04984301638052472	0.1496839367614044	0.10942623041692541	1.3678981373213068	7	1	0.015625	5	4	1
decile	80.0	10	10	5	0.5	interface_cohens_d	LGALS9	218	8	0.024333127831040344	0.024333127831040344	0.0		5	3	0.7421875	5	3	2
decile	80.0	10	10	5	0.5	class_logmean	MIF	224	8	0.09507357437249234	0.6357829635341963	0.5643533604469335	1.1265689337451537	8	0	0.0078125	5	5	0
decile	80.0	10	10	5	0.5	class_detection	MIF	224	8	0.16402910468465798	0.646054402242151	0.5130358094243992	1.2592774039827592	8	0	0.0078125	5	5	0
decile	80.0	10	10	5	0.5	class_rank	MIF	224	8	0.056605372619297795	0.5193444259978575	0.45618299696722936	1.1384563419735818	8	0	0.0078125	5	5	0
decile	80.0	10	10	5	0.5	interface_logmean	MIF	218	8	0.08720892529035437	0.6113973984732831	0.5498435700399156	1.1119478917047245	8	0	0.0078125	5	5	0
decile	80.0	10	10	5	0.5	interface_detection	MIF	218	8	0.162034360308901	0.6087448399643838	0.508620190682789	1.1968554357765155	8	0	0.0078125	5	5	0
decile	80.0	10	10	5	0.5	interface_cohens_d	MIF	218	8	0.1774564136210544	0.1774564136210544	0.0		8	0	0.0078125	5	5	0
decile	80.0	10	10	5	0.5	class_logmean	PDCD1LG2	224	8	-0.0043665701601033405	0.025676945147131557	0.03081153536499103	0.8333549381088764	1	7	0.078125	5	1	4
decile	80.0	10	10	5	0.5	class_detection	PDCD1LG2	224	8	0.006042808994212702	0.04353437135808089	0.03835211959965744	1.13512295571976	8	0	0.0078125	5	5	0
decile	80.0	10	10	5	0.5	class_rank	PDCD1LG2	224	8	0.0026338532567024564	0.4981636207947309	0.49542204266078627	1.0055338234835502	7	1	0.015625	5	5	0
decile	80.0	10	10	5	0.5	interface_logmean	PDCD1LG2	218	8	-0.00480966981387986	0.02852496091897289	0.031580827437730156	0.9032366544295679	2	6	0.4609375	5	2	3
decile	80.0	10	10	5	0.5	interface_detection	PDCD1LG2	218	8	0.009640309423029961	0.051419944764772164	0.041868915802291296	1.2281174178854228	7	1	0.0390625	5	5	0
decile	80.0	10	10	5	0.5	interface_cohens_d	PDCD1LG2	218	8	-0.0159661243510554	-0.0159661243510554	0.0		4	4	0.84375	5	2	3
decile	80.0	10	10	5	0.5	class_logmean	TGFB1	224	8	-0.009856760149578678	0.059656435109396604	0.08431907226996763	0.7075082007353247	2	6	0.1953125	5	1	4
decile	80.0	10	10	5	0.5	class_detection	TGFB1	224	8	0.011549386633780575	0.09826218497527425	0.10154468078033621	0.9676743697470207	5	3	0.1953125	5	3	2
decile	80.0	10	10	5	0.5	class_rank	TGFB1	224	8	0.0045673511094517505	0.49595680257369734	0.4906221544695279	1.010873231173055	5	3	0.25	5	3	2
decile	80.0	10	10	5	0.5	interface_logmean	TGFB1	218	8	-0.014590665224563933	0.058866089170841476	0.086241169318202	0.6825752669661129	2	6	0.25	5	1	4
decile	80.0	10	10	5	0.5	interface_detection	TGFB1	218	8	0.009660289694052731	0.09716931086575475	0.10370524294485703	0.9369758761128634	4	4	0.3125	5	3	2
decile	80.0	10	10	5	0.5	interface_cohens_d	TGFB1	218	8	-0.04795991925411143	-0.04795991925411143	0.0		2	6	0.1953125	5	2	3
decile	100.0	10	10	5	0.5	class_logmean	CCL5	224	8	-0.014544002091123921	0.04411664120852947	0.05688157827097905	0.7755875021322635	1	7	0.0390625	5	1	4
decile	100.0	10	10	5	0.5	class_detection	CCL5	224	8	0.004311584946997925	0.0779289989923912	0.07032970232309493	1.1080524503627935	6	2	0.1484375	5	3	2
decile	100.0	10	10	5	0.5	class_rank	CCL5	224	8	0.001135638116420007	0.49668332748654964	0.49335395345514305	1.0067484490761445	4	4	0.546875	5	3	2
decile	100.0	10	10	5	0.5	interface_logmean	CCL5	218	8	-0.014713641308044024	0.04864096368991715	0.06047599069003401	0.8043020566496121	1	7	0.0546875	5	1	4
decile	100.0	10	10	5	0.5	interface_detection	CCL5	218	8	0.0036411417516616362	0.0794000951179075	0.07394853265302123	1.0737210363654663	4	4	0.3125	5	3	2
decile	100.0	10	10	5	0.5	interface_cohens_d	CCL5	218	8	-0.07189165494684263	-0.07189165494684263	0.0		1	7	0.0390625	5	1	4
decile	100.0	10	10	5	0.5	class_logmean	CD274	224	8	-0.008648945887883501	0.04101413423195481	0.05204736421195169	0.7880155864364923	2	6	0.1953125	5	2	3
decile	100.0	10	10	5	0.5	class_detection	CD274	224	8	0.00942289015465948	0.07546938104187659	0.05983418793821645	1.2613086872642896	7	1	0.0546875	5	5	0
decile	100.0	10	10	5	0.5	class_rank	CD274	224	8	0.0037777218553754766	0.4975923069793245	0.4944901890224881	1.0062733660357726	7	1	0.078125	5	5	0
decile	100.0	10	10	5	0.5	interface_logmean	CD274	218	8	-0.008136330047134488	0.0414255309306706	0.05256773727014661	0.7880409749764195	2	6	0.109375	5	2	3
decile	100.0	10	10	5	0.5	interface_detection	CD274	218	8	0.01106412418497071	0.07615217667184498	0.06041261687561261	1.2605343156817648	7	1	0.0546875	5	5	0
decile	100.0	10	10	5	0.5	interface_cohens_d	CD274	218	8	-0.034440080673206135	-0.034440080673206135	0.0		2	6	0.1484375	5	2	3
decile	100.0	10	10	5	0.5	class_logmean	CDH1	224	8	0.10283685447243243	0.28001342516649386	0.15730051161455255	1.7801177014136844	8	0	0.0078125	5	5	0
decile	100.0	10	10	5	0.5	class_detection	CDH1	224	8	0.1749076908081425	0.436431184789317	0.20451271454891373	2.1340051436505423	8	0	0.0078125	5	5	0
decile	100.0	10	10	5	0.5	class_rank	CDH1	224	8	0.0828955433198384	0.5352155271663058	0.4590799345024701	1.1658438693173292	8	0	0.0078125	5	5	0
decile	100.0	10	10	5	0.5	interface_logmean	CDH1	218	8	0.1115006326862118	0.2754689656840316	0.1526090179436973	1.8050634844243711	7	1	0.015625	5	5	0
decile	100.0	10	10	5	0.5	interface_detection	CDH1	218	8	0.17535081505563188	0.4381641220296647	0.19752800048879263	2.2182380267375073	8	0	0.0078125	5	5	0
decile	100.0	10	10	5	0.5	interface_cohens_d	CDH1	218	8	0.2599093497289748	0.2599093497289748	0.0		7	1	0.015625	5	5	0
decile	100.0	10	10	5	0.5	class_logmean	CXCL16	224	8	0.03175651710480452	0.15638381831939768	0.1170991259156496	1.3354823709960582	7	1	0.015625	5	4	1
decile	100.0	10	10	5	0.5	class_detection	CXCL16	224	8	0.08999675231454812	0.26782021585732735	0.15526719740027028	1.7248988861884431	8	0	0.0078125	5	5	0
decile	100.0	10	10	5	0.5	class_rank	CXCL16	224	8	0.04141998100897362	0.514029316923448	0.4732339765344347	1.0862054341232297	8	0	0.0078125	5	5	0
decile	100.0	10	10	5	0.5	interface_logmean	CXCL16	218	8	0.029198658186942332	0.16409827098174826	0.13255464636227665	1.2379669478598414	7	1	0.015625	5	4	1
decile	100.0	10	10	5	0.5	interface_detection	CXCL16	218	8	0.09464138770829504	0.27197427946030045	0.16107011909583774	1.6885458394581185	8	0	0.0078125	5	5	0
decile	100.0	10	10	5	0.5	interface_cohens_d	CXCL16	218	8	0.12400076870506155	0.12400076870506155	0.0		8	0	0.0078125	5	5	0
decile	100.0	10	10	5	0.5	class_logmean	CXCL9	224	8	-0.007592763594663082	0.03725580079447262	0.0472681714664358	0.7881794374239172	1	7	0.1484375	5	1	4
decile	100.0	10	10	5	0.5	class_detection	CXCL9	224	8	0.007927018354034764	0.06795151560445312	0.05592720169542728	1.2149993839224924	8	0	0.0078125	5	5	0
decile	100.0	10	10	5	0.5	class_rank	CXCL9	224	8	0.003111780717455076	0.4980331254610117	0.49226403294623583	1.0117195084927237	7	1	0.078125	5	4	1
decile	100.0	10	10	5	0.5	interface_logmean	CXCL9	218	8	-0.007475356996894396	0.039167168282209806	0.045932614836575736	0.8527093095301279	1	7	0.109375	5	1	4
decile	100.0	10	10	5	0.5	interface_detection	CXCL9	218	8	0.009020619690249716	0.06992461951124743	0.058016345242856045	1.2052572291229897	7	1	0.0234375	5	4	1
decile	100.0	10	10	5	0.5	interface_cohens_d	CXCL9	218	8	-0.02403919054152418	-0.02403919054152418	0.0		1	7	0.0390625	5	0	5
decile	100.0	10	10	5	0.5	class_logmean	HLA-A	224	8	0.04234413312647142	0.7556498295731016	0.7222449059287708	1.0462515185224792	7	1	0.078125	5	4	1
decile	100.0	10	10	5	0.5	class_detection	HLA-A	224	8	0.11763028931292269	0.7058632876332596	0.5932985493583016	1.1897269737077656	7	1	0.015625	5	4	1
decile	100.0	10	10	5	0.5	class_rank	HLA-A	224	8	0.030761128486621964	0.5089598473575381	0.4858873250155613	1.0474853348793114	7	1	0.0546875	5	4	1
decile	100.0	10	10	5	0.5	interface_logmean	HLA-A	218	8	0.05107408376603295	0.7780529156961983	0.7338300527854897	1.0602630850874073	7	1	0.078125	5	4	1
decile	100.0	10	10	5	0.5	interface_detection	HLA-A	218	8	0.12827123914766683	0.7163908624146252	0.5993205492179985	1.1953383933679258	8	0	0.0078125	5	5	0
decile	100.0	10	10	5	0.5	interface_cohens_d	HLA-A	218	8	0.09463468197954786	0.09463468197954786	0.0		7	1	0.015625	5	4	1
decile	100.0	10	10	5	0.5	class_logmean	ICAM1	224	8	0.022481309378455425	0.11445411075035046	0.0852678367932295	1.3422893678878745	6	2	0.0546875	5	4	1
decile	100.0	10	10	5	0.5	class_detection	ICAM1	224	8	0.048631428928723734	0.157800038001575	0.10797735437387476	1.4614178956004769	8	0	0.0078125	5	5	0
decile	100.0	10	10	5	0.5	class_rank	ICAM1	224	8	0.022910148898760446	0.5061137451046054	0.4886505363145094	1.0357376232957947	8	0	0.0078125	5	5	0
decile	100.0	10	10	5	0.5	interface_logmean	ICAM1	218	8	0.024119808772129228	0.11710016824754661	0.09062862278820545	1.2920881355684268	6	2	0.078125	5	4	1
decile	100.0	10	10	5	0.5	interface_detection	ICAM1	218	8	0.05490888267950206	0.1664277779474881	0.11291664157431963	1.4738994680243693	8	0	0.0078125	5	5	0
decile	100.0	10	10	5	0.5	interface_cohens_d	ICAM1	218	8	0.009169839454993068	0.009169839454993068	0.0		4	4	0.4609375	5	3	2
decile	100.0	10	10	5	0.5	class_logmean	IFNG_on_cd8	224	8	0.0027961041720086233	0.0340065617321266	0.034748707275139165	0.9786424992119482	6	2	0.25	5	3	2
decile	100.0	10	10	5	0.5	class_detection	IFNG_on_cd8	224	8	0.000823377202792866	0.056371807356785396	0.061172654608704705	0.921519716895919	5	3	0.3828125	5	3	2
decile	100.0	10	10	5	0.5	class_rank	IFNG_on_cd8	224	0					0	0		5	0	0
decile	100.0	10	10	5	0.5	interface_logmean	IFNG_on_cd8	213	8	0.0024474873287795955	0.0340065617321266	0.034748707275139165	0.9786424992119482	6	2	0.25	5	3	2
decile	100.0	10	10	5	0.5	interface_detection	IFNG_on_cd8	213	8	0.00023708807704490333	0.056371807356785396	0.061172654608704705	0.921519716895919	5	3	0.640625	5	3	2
decile	100.0	10	10	5	0.5	interface_cohens_d	IFNG_on_cd8	213	8	0.010155362578775022	0.010155362578775022	0.0		5	3	0.25	5	4	1
decile	100.0	10	10	5	0.5	class_logmean	LGALS9	224	8	0.010230670688795171	0.07603450558891547	0.07576555667578111	1.003549751693705	6	2	0.1484375	5	3	2
decile	100.0	10	10	5	0.5	class_detection	LGALS9	224	8	0.05579812081188403	0.1558715483187157	0.10717681009027955	1.4543402456876493	8	0	0.0078125	5	5	0
decile	100.0	10	10	5	0.5	class_rank	LGALS9	224	8	0.024931502202755085	0.503730618256679	0.47915367782115936	1.0512923965172876	8	0	0.0078125	5	5	0
decile	100.0	10	10	5	0.5	interface_logmean	LGALS9	218	8	0.007787157275847022	0.07730003837456911	0.07763493185972467	0.9956863041271079	5	3	0.25	5	3	2
decile	100.0	10	10	5	0.5	interface_detection	LGALS9	218	8	0.05721779901408795	0.15572582782699324	0.10559802807516334	1.4747039378060125	8	0	0.0078125	5	5	0
decile	100.0	10	10	5	0.5	interface_cohens_d	LGALS9	218	8	0.04306221119821327	0.04306221119821327	0.0		6	2	0.1953125	5	3	2
decile	100.0	10	10	5	0.5	class_logmean	MIF	224	8	0.09507357437249234	0.6357829635341963	0.5643533604469335	1.1265689337451537	8	0	0.0078125	5	5	0
decile	100.0	10	10	5	0.5	class_detection	MIF	224	8	0.16402910468465798	0.646054402242151	0.5130358094243992	1.2592774039827592	8	0	0.0078125	5	5	0
decile	100.0	10	10	5	0.5	class_rank	MIF	224	8	0.056605372619297795	0.5193444259978575	0.45618299696722936	1.1384563419735818	8	0	0.0078125	5	5	0
decile	100.0	10	10	5	0.5	interface_logmean	MIF	218	8	0.0893056474583245	0.6282046642282914	0.5628656029986696	1.1160828817421558	8	0	0.0078125	5	5	0
decile	100.0	10	10	5	0.5	interface_detection	MIF	218	8	0.16165280123285877	0.614962839138609	0.5152243885596949	1.1935825492611716	8	0	0.0078125	5	5	0
decile	100.0	10	10	5	0.5	interface_cohens_d	MIF	218	8	0.16711058624568975	0.16711058624568975	0.0		8	0	0.0078125	5	5	0
