sample,patient,fov,radius_um,n_high,n_low,mean_high,mean_low,delta_high_minus_low,ci95_lo,ci95_hi
Lung9_Rep2,P9,24,40,445,682,0.4584269662921348,0.8870967741935484,-0.42866980790141357,-0.5489726185376783,-0.3000906125407757
Lung9_Rep2,P9,25,40,716,837,0.5600558659217877,1.053763440860215,-0.4937075749384273,-0.5943668946022973,-0.3780305760797742
Lung9_Rep2,P9,26,40,284,600,1.2429577464788732,1.4883333333333333,-0.24537558685446004,-0.4396044600938966,-0.0654917840375585
Lung9_Rep2,P9,27,40,553,874,1.2242314647377939,1.7734553775743707,-0.5492239128365768,-0.7227412056558569,-0.38598806799607716
Lung9_Rep2,P9,28,40,499,753,0.7294589178356713,1.0810092961487383,-0.351550378313067,-0.47932425275517826,-0.20642380378286454
Lung9_Rep2,P9,29,40,528,514,0.6363636363636364,0.8073929961089494,-0.17102935974531308,-0.28476281541091847,-0.03887808041504528
Lung9_Rep2,P9,30,40,445,648,1.355056179775281,1.6342592592592593,-0.2792030794839784,-0.44898208836177,-0.10802607851296983
Lung9_Rep2,P9,31,40,307,847,1.719869706840391,1.9197166469893743,-0.1998469401489833,-0.38711095685481217,0.00678933888143237
Lung9_Rep2,P9,32,40,605,975,1.0991735537190082,2.02974358974359,-0.9305700360245817,-1.1116793812248353,-0.7695694002966729
Lung9_Rep2,P9,33,40,432,857,1.587962962962963,1.9113185530921821,-0.3233555901292191,-0.47588048046588033,-0.16588842160421793
Lung9_Rep2,P9,34,40,585,801,1.1641025641025642,1.2384519350811485,-0.0743493709785843,-0.19668827427254396,0.04431095745702481
Lung9_Rep2,P9,35,40,495,821,1.094949494949495,1.587088915956151,-0.4921394210066561,-0.6423516529484861,-0.3347234833105721
Lung9_Rep2,P9,36,40,68,952,3.088235294117647,2.813025210084034,0.27521008403361336,-0.18713235294117667,0.9371060924369751
Lung9_Rep2,P9,37,40,372,822,1.760752688172043,2.2712895377128954,-0.5105368495408524,-0.6981251471627034,-0.33604995683227373
Lung9_Rep2,P9,38,40,245,997,2.0448979591836736,3.1213640922768304,-1.0764661330931569,-1.3855922870652773,-0.8335030602010111
Lung9_Rep2,P9,39,40,572,940,1.4772727272727273,1.6936170212765957,-0.21634429400386845,-0.36005300550513314,-0.09536638893021851
Lung9_Rep2,P9,40,40,613,1007,1.360522022838499,1.8033763654419066,-0.4428543426034075,-0.5949904097095211,-0.2994539852354885
Lung9_Rep2,P9,41,40,76,1482,5.75,4.695006747638327,1.0549932523616734,0.4930752361673419,1.6360998650472336
Lung9_Rep2,P9,42,40,249,1005,2.4056224899598395,2.7601990049751244,-0.35457651501528487,-0.5619322064376907,-0.11018102259785416
Lung9_Rep2,P9,43,40,155,704,2.587096774193548,2.4673295454545454,0.1197672287390028,-0.16469002016129045,0.40654600439882743
Lung9_Rep2,P9,44,40,265,1164,1.6075471698113208,2.3805841924398625,-0.7730370226285417,-0.9754966608312262,-0.5361138397198987
Lung9_Rep2,P9,45,40,505,975,1.314851485148515,1.4738461538461538,-0.1589946686976389,-0.3100941863417111,-0.01842066514343727
