sample,patient,fov,radius_um,n_cldn4hi,n_cldn4lo,n_cd8nk,keren_tumor_high,keren_immune_high,homog_high,n_aa_high,n_bb_high,n_ab_high,keren_tumor_low,keren_immune_low,homog_low,n_aa_low,n_bb_low,n_ab_low
Lung5_Rep1,P5,8,20,766,1009,114,0.032506415739948676,0.8837209302325582,0.0304,2338,86,76,0.19490358126721763,6.5813953488372094,0.15916760404949382,2904,86,566
Lung5_Rep1,P5,8,40,766,1009,114,0.08763605916829473,2.226950354609929,0.07776126795443289,7166,282,628,0.22306238185255198,7.531914893617022,0.17806841046277666,9522,282,2124
Lung5_Rep1,P5,8,60,766,1009,114,0.1411589895988113,4.008438818565401,0.11999494758115448,13460,474,1900,0.23398937831927522,9.481012658227849,0.18590220898485976,19206,474,4494
Lung5_Rep1,P5,8,80,766,1009,114,0.17467372801210515,5.019021739130435,0.14442098678551882,21148,736,3694,0.24254914394419785,10.394021739130435,0.19160446826629265,31540,736,7650
Lung5_Rep1,P5,9,20,253,1106,425,0.9212121212121213,0.6972477064220184,0.2841121495327103,330,436,304,0.5802735781137509,3.697247706422018,0.3340240364691256,2778,436,1612
Lung5_Rep1,P5,9,40,253,1106,425,1.6757369614512472,0.9378172588832487,0.3755081300813008,882,1576,1478,0.6855395541526929,4.409898477157361,0.37237462494642093,10138,1576,6950
Lung5_Rep1,P5,9,60,253,1106,425,2.264857881136951,1.030570252792475,0.41461684011352884,1548,3402,3506,0.7054263565891473,4.5473251028806585,0.3791480809764227,21930,3402,15470
Lung5_Rep1,P5,9,80,253,1106,425,2.4803767660910516,1.108383023500526,0.43376801647220314,2548,5702,6320,0.726788882318155,4.741844966678358,0.3865774498870493,37202,5702,27038
Lung5_Rep1,P5,10,20,570,896,320,0.17054263565891473,0.6139534883720931,0.11775200713648529,1548,430,264,0.6069182389937107,2.6930232558139533,0.33123569794050345,1908,430,1158
Lung5_Rep1,P5,10,40,570,896,320,0.3166874739908448,1.0763790664780764,0.19659002841642986,4806,1414,1522,0.6518801410105758,3.1386138613861387,0.35055292259083726,6808,1414,4438
Lung5_Rep1,P5,10,60,570,896,320,0.3941251056635672,1.3023743016759777,0.2322829742184581,9464,2864,3730,0.6756267409470752,3.3875698324022347,0.3603208794473743,14360,2864,9702
Lung5_Rep1,P5,10,80,570,896,320,0.4422331351770483,1.4432728806410797,0.25290074643411425,15476,4742,6844,0.6873981089012063,3.5567271193589205,0.3655079750346741,24536,4742,16866
Lung5_Rep1,P5,11,20,411,615,612,0.28668941979522183,0.30490018148820325,0.12873563218390804,1172,1102,336,0.7119113573407202,0.9328493647912885,0.2876329043088976,1444,1102,1028
Lung5_Rep1,P5,11,40,411,615,612,0.534019439679817,0.44035832154644033,0.19442131557035802,3498,4242,1868,0.9170526315789473,1.0268741159830268,0.3263410248726401,4750,4242,4356
Lung5_Rep1,P5,11,60,411,615,612,0.7474178403755869,0.5141011840688913,0.2334767305436058,6390,9290,4776,1.0576964946657958,1.0458557588805166,0.34463677639046536,9186,9290,9716
Lung5_Rep1,P5,11,80,411,615,612,0.8551087165672503,0.5638878314934653,0.2536240155233421,10394,15762,8888,1.183667895671173,1.0998604238040859,0.36310321715817695,14646,15762,17336
Lung5_Rep1,P5,12,20,415,1080,399,0.23387096774193547,0.2514450867052023,0.10807453416149068,744,692,174,0.34484885872917953,1.615606936416185,0.221298495645289,3242,692,1118
Lung5_Rep1,P5,12,40,415,1080,399,0.4474370112945265,0.39584934665641813,0.17357600269632625,2302,2602,1030,0.4471369592532759,1.9146810146041506,0.2660472070917441,11142,2602,4982
Lung5_Rep1,P5,12,60,415,1080,399,0.613962089690245,0.474964234620887,0.21122952123429298,4326,5592,2656,0.4995016761801214,1.9717453505007152,0.28496846893414657,22074,5592,11026
Lung5_Rep1,P5,12,80,415,1080,399,0.7677554689841175,0.5340838023764853,0.2395287958115183,6674,9594,5124,0.533957456237536,2.0093808630393997,0.29669416399901505,36104,9594,19278
Lung5_Rep1,P5,13,20,373,1116,342,0.23173277661795408,0.6306818181818182,0.14490861618798956,958,352,222,0.4647137150466045,3.965909090909091,0.2937710437710438,3004,352,1396
Lung5_Rep1,P5,13,40,373,1116,342,0.47844827586206895,1.0741935483870968,0.24869305451829724,2784,1240,1332,0.5276745913818722,4.582258064516129,0.3211984171848502,10768,1240,5682
Lung5_Rep1,P5,13,60,373,1116,342,0.7330298013245033,1.3718048024786986,0.3232931726907631,4832,2582,3542,0.5671122994652407,4.92873741285825,0.33713044399703296,22440,2582,12726
Lung5_Rep1,P5,13,80,373,1116,342,0.9428571428571428,1.6219281663516067,0.37353069220722684,7280,4232,6864,0.5839446438790906,5.304347826086956,0.34470685789748473,38442,4232,22448
Lung5_Rep1,P5,14,20,157,1132,353,1.8780487804878048,0.5384615384615384,0.2950191570881226,82,286,154,0.508843537414966,5.230769230769231,0.3168149089368911,2940,286,1496
Lung5_Rep1,P5,14,40,157,1132,353,2.871212121212121,0.6890909090909091,0.35721017907634306,264,1100,758,0.6067763794772507,5.698181818181818,0.35416431235167817,10330,1100,6268
Lung5_Rep1,P5,14,60,157,1132,353,3.4898785425101213,0.7399141630901288,0.37906772207563766,494,2330,1724,0.6233542177426677,5.8927038626609445,0.36049992123089847,22026,2330,13730
Lung5_Rep1,P5,14,80,157,1132,353,3.756218905472637,0.7767489711934157,0.391597510373444,804,3888,3020,0.630387531145629,6.116769547325103,0.3636613860174934,37726,3888,23782
Lung5_Rep1,P5,15,20,304,785,287,0.2156398104265403,1.0,0.15066225165562913,844,182,182,0.6121045392022009,4.8901098901098905,0.35233570863024544,1454,182,890
Lung5_Rep1,P5,15,40,304,785,287,0.36003110419906686,1.1517412935323383,0.21524872152487215,2572,804,926,0.6627731725697061,4.375621890547263,0.3653167185877466,5308,804,3518
Lung5_Rep1,P5,15,60,304,785,287,0.43266832917705733,1.1979286536248561,0.2411955514365153,4812,1738,2082,0.7055819044144472,4.4510932105868815,0.3785106174772483,10964,1738,7736
Lung5_Rep1,P5,15,80,304,785,287,0.4733260751224823,1.2194950911640954,0.2542769410732563,7348,2852,3478,0.7141635489043292,4.685133239831697,0.3826022219677013,18710,2852,13362
Lung5_Rep1,P5,16,20,346,757,555,0.4028103044496487,0.4,0.16715257531584063,854,860,344,0.6388583973655324,1.3534883720930233,0.30265210608424337,1822,860,1164
Lung5_Rep1,P5,16,40,346,757,555,0.6233962264150943,0.4671945701357466,0.21076805307476398,2650,3536,1652,0.7820273631840796,1.4225113122171946,0.3353780504067209,6432,3536,5030
Lung5_Rep1,P5,16,60,346,757,555,0.8158756137479541,0.5153786508141639,0.24003852172866258,4888,7738,3988,0.8540499621498865,1.457999483070561,0.3500465404902265,13210,7738,11282
Lung5_Rep1,P5,16,80,346,757,555,1.028019586507073,0.5685271551075674,0.2679761735923982,7352,13294,7558,0.9289848415250345,1.5212877990070708,0.3657936622775286,21770,13294,20224
Lung5_Rep1,P5,17,20,285,917,227,0.11403508771929824,0.3046875,0.07662082514734773,684,256,78,0.16917922948073702,2.3671875,0.13636363636363635,3582,256,606
Lung5_Rep1,P5,17,40,285,917,227,0.24092741935483872,0.5358744394618834,0.14251639833035182,1984,892,478,0.2039353264185479,2.997757847533632,0.16033097493704282,13112,892,2674
Lung5_Rep1,P5,17,60,285,917,227,0.3831352574985852,0.7318918918918919,0.20094983674680914,3534,1850,1354,0.2072221421363702,3.108108108108108,0.1626683263550979,27748,1850,5750
Lung5_Rep1,P5,17,80,285,917,227,0.48672566371681414,0.9081902245706737,0.24063703185159258,5650,3028,2750,0.22208264749198647,3.3863936591809773,0.17246947219699263,46172,3028,10254
Lung5_Rep1,P5,18,20,94,701,203,1.5,0.5113636363636364,0.27607361963190186,60,176,90,0.43283582089552236,4.613636363636363,0.2835195530726257,1876,176,812
Lung5_Rep1,P5,18,40,94,701,203,2.9315068493150687,0.7328767123287672,0.3696027633851468,146,584,428,0.5177523927138006,5.743150684931507,0.3220046082949309,6478,584,3354
Lung5_Rep1,P5,18,60,94,701,203,3.63265306122449,0.853035143769968,0.4085692425401683,294,1252,1068,0.5347585805700988,5.873801916932908,0.3289202969854191,13752,1252,7354
Lung5_Rep1,P5,18,80,94,701,203,3.8292682926829267,0.8811973807296539,0.41736818785999114,492,2138,1884,0.5338436398039047,5.806361085126286,0.32836057768608157,23254,2138,12414
Lung5_Rep1,P5,19,20,284,1203,377,0.5891472868217055,0.95,0.26666666666666666,516,320,304,0.54524089306698,5.8,0.3326164874551971,3404,320,1856
Lung5_Rep1,P5,19,40,284,1203,377,0.9391891891891891,1.0072463768115942,0.3270588235294118,1480,1380,1390,0.5929015374550213,5.253623188405797,0.34758845526896154,12228,1380,7250
Lung5_Rep1,P5,19,60,284,1203,377,1.3588907014681892,1.1489655172413793,0.38369415016121605,2452,2900,3332,0.6097048056702236,5.398620689655172,0.35393588642220913,25678,2900,15656
Lung5_Rep1,P5,19,80,284,1203,377,1.7704918032786885,1.2363041700735895,0.4212872666480914,3416,4892,6048,0.6183943089430894,5.473017170891251,0.3571676316000107,43296,4892,26774
Lung5_Rep1,P5,20,20,207,664,613,1.2053571428571428,0.26627218934911245,0.17904509283819628,224,1014,270,0.9316666666666666,1.1025641025641026,0.3355342136854742,1200,1014,1118
Lung5_Rep1,P5,20,40,207,664,613,2.0534591194968552,0.34901122394441475,0.22976776917663616,636,3742,1306,1.0778357854769816,1.2137894174238375,0.36341814690350455,4214,3742,4542
Lung5_Rep1,P5,20,60,207,664,613,2.3650546021840873,0.37627202779846114,0.2450695118008406,1282,8058,3032,1.1331563813315637,1.2715313973690743,0.37468002632926206,9042,8058,10246
Lung5_Rep1,P5,20,80,207,664,613,2.4956605593056893,0.3778102189781022,0.24706443914081144,2074,13700,5176,1.1539955964253334,1.3007299270072992,0.3794557301648141,15442,13700,17820
Lung5_Rep1,P5,21,20,40,264,494,1.6666666666666667,0.05830903790087463,0.05333333333333334,24,686,40,1.360759493670886,0.6268221574344023,0.30027932960893855,316,686,430
Lung5_Rep1,P5,21,40,40,264,494,3.066666666666667,0.07261247040252565,0.06623470122390208,60,2534,184,1.5209059233449478,0.6890292028413575,0.3216654384672071,1148,2534,1746
Lung5_Rep1,P5,21,60,40,264,494,3.9482758620689653,0.0910174880763116,0.0816981805208705,116,5032,458,1.7796312554872695,0.8056438791732909,0.35674058430130234,2278,5032,4054
Lung5_Rep1,P5,21,80,40,264,494,4.585106382978723,0.10365560365560365,0.09203502028614136,188,8316,862,1.8816855753646677,0.8376623376623377,0.36694058154235143,3702,8316,6966
Lung5_Rep1,P5,22,20,99,297,332,0.12269938650306748,0.15873015873015872,0.06472491909385113,326,252,40,1.010989010989011,1.4603174603174602,0.37398373983739835,364,252,368
Lung5_Rep1,P5,22,40,99,297,332,0.27419354838709675,0.2518518518518518,0.11604095563139932,992,1080,272,1.405128205128205,1.5222222222222221,0.4221879815100154,1170,1080,1644
Lung5_Rep1,P5,22,60,99,297,332,0.407673860911271,0.3019538188277087,0.14782608695652175,1668,2252,680,1.4962025316455696,1.574600355239787,0.4341332027424094,2370,2252,3546
Lung5_Rep1,P5,22,80,99,297,332,0.5626643295354952,0.34294871794871795,0.17564979480164158,2282,3744,1284,1.645077720207254,1.6960470085470085,0.45506664755625625,3860,3744,6350
Lung5_Rep1,P5,23,20,31,283,594,6.0,0.07758620689655173,0.07114624505928854,12,928,72,3.1333333333333333,0.8103448275862069,0.39166666666666666,240,928,752
Lung5_Rep1,P5,23,40,31,283,594,12.583333333333334,0.08908554572271386,0.08127018299246501,24,3390,302,3.9615384615384617,0.8507374631268436,0.4118823193373322,728,3390,2884
Lung5_Rep1,P5,23,60,31,283,594,14.714285714285714,0.0876595744680851,0.08015564202334631,42,7050,618,4.109067017082785,0.8870921985815603,0.4218265209766626,1522,7050,6254
Lung5_Rep1,P5,23,80,31,283,594,20.115384615384617,0.08938642967014186,0.08171875,52,11702,1046,4.299275945293644,0.913348145616134,0.4296510693037466,2486,11702,10688
Lung5_Rep1,P5,24,20,51,408,487,4.111111111111111,0.13454545454545455,0.11526479750778816,18,550,74,1.0246153846153847,1.210909090909091,0.35691318327974275,650,550,666
Lung5_Rep1,P5,24,40,51,408,487,4.351351351351352,0.16132264529058116,0.1346153846153846,74,1996,322,1.1936936936936937,1.3276553106212425,0.3859598019225168,2220,1996,2650
Lung5_Rep1,P5,24,60,51,408,487,6.280701754385965,0.16902738432483475,0.14133438610343466,114,4236,716,1.3362305580969809,1.379131255901794,0.40429065743944637,4372,4236,5842
Lung5_Rep1,P5,24,80,51,408,487,6.01980198019802,0.16694124107633168,0.13973799126637554,202,7284,1216,1.4285714285714286,1.386600768808347,0.4130203647665004,7070,7284,10100
Lung5_Rep1,P5,25,20,29,334,936,80.0,0.07200720072007201,0.06711409395973154,2,2222,160,4.49438202247191,0.7200720072007201,0.3829583532790809,356,2222,1600
Lung5_Rep1,P5,25,40,29,334,936,88.66666666666667,0.06105118200596741,0.057501080847384346,6,8714,532,4.880523731587561,0.6844158824879504,0.3750943396226415,1222,8714,5964
Lung5_Rep1,P5,25,60,29,334,936,99.5,0.06347012545183925,0.059646318313517833,12,18812,1194,5.149073327961322,0.6793536040825006,0.3750660327522451,2482,18812,12780
Lung5_Rep1,P5,25,80,29,334,936,81.08333333333333,0.06057021912350598,0.05707079594111092,24,32128,1946,5.193867924528302,0.6854457171314741,0.37715362219558146,4240,32128,22022
Lung5_Rep1,P5,26,20,467,771,408,0.19434628975265017,0.39855072463768115,0.11554621848739496,1132,552,220,0.49173553719008267,1.7246376811594204,0.27674418604651163,1936,552,952
Lung5_Rep1,P5,26,40,467,771,408,0.3873034362259755,0.5879752431476569,0.1892968972388272,3434,2262,1330,0.5626076967260195,1.7320954907161803,0.29808277541083383,6964,2262,3918
Lung5_Rep1,P5,26,60,467,771,408,0.535702746365105,0.6862582781456954,0.23127353884781698,6190,4832,3316,0.6255524861878453,1.8745860927152318,0.3192809305604512,14480,4832,9058
Lung5_Rep1,P5,26,80,467,771,408,0.6806349206349206,0.80259545794859,0.26916638767994644,9450,8014,6432,0.671221463089485,2.0104816571000748,0.33476002493247453,24004,8014,16112
Lung5_Rep1,P5,27,20,905,1262,144,0.04197201865423051,1.0677966101694916,0.038817005545286505,3002,118,126,0.14030384271671134,5.322033898305085,0.12026043661432402,4476,118,628
Lung5_Rep1,P5,27,40,905,1262,144,0.10275267913427191,2.1447368421052633,0.08929875821767713,9518,456,978,0.17581419488776437,5.942982456140351,0.1458557588805167,15414,456,2710
Lung5_Rep1,P5,27,60,905,1262,144,0.14290284739255626,3.094688221709007,0.12017937219730941,18754,866,2680,0.20172177656036,7.143187066974596,0.16400657511002703,30666,866,6186
Lung5_Rep1,P5,27,80,905,1262,144,0.1782178217821782,4.251968503937008,0.14606437652150392,30300,1270,5400,0.21404325860435744,8.54015748031496,0.17274001401541697,50672,1270,10846
Lung5_Rep1,P5,28,20,665,851,417,0.08357142857142857,0.4775510204081633,0.06640181611804767,2800,490,234,0.5493697478991597,2.1346938775510202,0.3040697674418605,1904,490,1046
Lung5_Rep1,P5,28,40,665,851,417,0.15997245811338076,0.7360084477296727,0.11614730878186968,8714,1894,1394,0.6110788863109049,2.224920802534319,0.32405413718855736,6896,1894,4214
Lung5_Rep1,P5,28,60,665,851,417,0.2534815538724652,1.0390585878818228,0.16927720672214064,16372,3994,4150,0.6560657984921179,2.396594892338508,0.339963062935076,14590,3994,9572
Lung5_Rep1,P5,28,80,665,851,417,0.34708392603129445,1.3329286798179059,0.2159185880733494,25308,6590,8784,0.6798807509467408,2.5608497723823977,0.34948641484426773,24822,6590,16876
Lung5_Rep1,P5,29,20,291,683,367,0.1330049261083744,0.2755102040816326,0.08231707317073171,812,392,108,0.3416087388282026,1.7551020408163265,0.22236586942469294,2014,392,688
Lung5_Rep1,P5,29,40,291,683,367,0.2396887159533074,0.4201909959072306,0.13241616509028376,2570,1466,616,0.4103496503496504,2.001364256480218,0.25402597402597404,7150,1466,2934
Lung5_Rep1,P5,29,60,291,683,367,0.34301631516116193,0.5615635179153095,0.17556008146639512,5026,3070,1724,0.43505373490778826,2.1361563517915307,0.26548457614768034,15074,3070,6558
Lung5_Rep1,P5,29,80,291,683,367,0.42849859801172574,0.6646896006326611,0.20668879872125906,7846,5058,3362,0.459084054290023,2.287069988137604,0.2765876052027544,25198,5058,11568
Lung5_Rep1,P5,30,20,36,332,1118,111.0,0.07900355871886121,0.07317073170731707,2,2810,222,4.458563535911602,0.5743772241992883,0.3372335979941496,362,2810,1614
Lung5_Rep1,P5,30,40,36,332,1118,79.4,0.07305852042694148,0.06802604523646333,10,10868,794,5.415857605177994,0.6159366948840633,0.356101712948186,1236,10868,6694
Lung5_Rep1,P5,30,60,36,332,1118,68.33333333333333,0.07030781102632255,0.06562625050020009,24,23326,1640,5.6065950920245395,0.6268541541627368,0.36053851464641484,2608,23326,14622
Lung5_Rep1,P5,30,80,36,332,1118,70.25,0.06921182266009852,0.06467203682393556,40,40600,2810,5.825666973321067,0.6238916256157635,0.3604257377842284,4348,40600,25330
Lung5_Rep2,P5,1,20,64,979,448,2.5,0.11627906976744186,0.1,28,602,70,0.7879032258064517,3.2458471760797343,0.3880063542494043,2480,602,1954
Lung5_Rep2,P5,1,40,64,979,448,5.818181818181818,0.1921921921921922,0.1568627450980392,66,1998,384,0.8626550298576022,3.75975975975976,0.4123394445054342,8708,1998,7512
Lung5_Rep2,P5,1,60,64,979,448,8.647058823529411,0.21831683168316832,0.17555732484076433,102,4040,882,0.8841394825646794,3.891089108910891,0.4187533297815663,17780,4040,15720
Lung5_Rep2,P5,1,80,64,979,448,11.380281690140846,0.24227886056971515,0.19174181300427148,142,6670,1616,0.8872255489021956,3.998500749625187,0.42066246056782336,30060,6670,26670
Lung5_Rep2,P5,2,20,415,641,590,0.3439635535307517,0.21757925072046108,0.117601246105919,878,1388,302,0.6241426611796982,0.6556195965417867,0.2422790202342918,1458,1388,910
Lung5_Rep2,P5,2,40,415,641,590,0.5881458966565349,0.2947448591012947,0.16412213740458015,2632,5252,1548,0.767935871743487,0.7296268088347296,0.2722751172374591,4990,5252,3832
Lung5_Rep2,P5,2,60,415,641,590,0.7745499181669394,0.34683034078417,0.19326186830015313,4888,10916,3786,0.8611111111111112,0.7781238548919018,0.2901550864248138,9864,10916,8494
Lung5_Rep2,P5,2,80,415,641,590,0.8651373834131586,0.3764809126810004,0.20781108083560398,7934,18232,6864,0.9133483596293513,0.8001316366827556,0.29898343990818166,15972,18232,14588
Lung5_Rep2,P5,3,20,477,1116,265,0.23340040241448692,0.7116564417177914,0.14948453608247422,994,326,232,0.35902140672782873,3.6012269938650308,0.24612159329140462,3270,326,1174
Lung5_Rep2,P5,3,40,477,1116,265,0.40051847051198963,1.0600343053173242,0.22521865889212828,3086,1166,1236,0.4010858500169664,4.0548885077186965,0.2673905666779776,11788,1166,4728
Lung5_Rep2,P5,3,60,477,1116,265,0.5584554880228817,1.4059405940594059,0.2855575868372943,5594,2222,3124,0.4383166468691668,4.64986498649865,0.2859990034877927,23572,2222,10332
Lung5_Rep2,P5,3,80,477,1116,265,0.6213375083873853,1.552822806036892,0.30736888692188535,8942,3578,5556,0.4601033591731266,4.976523197316937,0.2963517741828107,38700,3578,17806
Lung5_Rep2,P5,4,20,437,880,785,1.103211009174312,0.4883248730964467,0.2528916929547844,872,1970,962,1.425130890052356,1.381725888324873,0.412299303241442,1910,1970,2722
Lung5_Rep2,P5,4,40,437,880,785,1.5993998499624906,0.6126436781609196,0.306983441324694,2666,6960,4264,1.5925373134328358,1.5330459770114941,0.4385532264693794,6700,6960,10670
Lung5_Rep2,P5,4,60,437,880,785,1.9142631370999605,0.6929347826086957,0.3372076837416481,5062,13984,9690,1.676370349332576,1.688358123569794,0.4568675258330431,14084,13984,23610
Lung5_Rep2,P5,4,80,437,880,785,2.215045592705167,0.7617595818815331,0.3617672609936706,7896,22960,17490,1.7308578745198464,1.7662891986062719,0.46643816709606184,23430,22960,40554
Lung5_Rep2,P5,5,20,563,869,515,0.2987220447284345,0.3274956217162872,0.1351156069364162,1252,1142,374,0.6388616290480864,1.1401050788091067,0.29049531459170014,2038,1142,1302
Lung5_Rep2,P5,5,40,563,869,515,0.5154046997389033,0.46777251184834123,0.19692737430167598,3830,4220,1974,0.7767045454545455,1.295734597156398,0.3268770923003348,7040,4220,5468
Lung5_Rep2,P5,5,60,563,869,515,0.608361118235445,0.5291099710015614,0.22056909057095034,7798,8966,4744,0.8395027238441123,1.3406201204550525,0.34047133469295265,14318,8966,12020
Lung5_Rep2,P5,5,80,563,869,515,0.7046979865771812,0.6048225050234427,0.2455539239680209,12814,14930,9030,0.8820805424625816,1.4289350301406565,0.35291976840363937,24186,14930,21334
Lung5_Rep2,P5,7,20,652,992,400,0.10827374872318693,0.23927765237020315,0.0693717277486911,1958,886,212,0.34062927496580025,1.1241534988713318,0.20724094881398253,2924,886,996
Lung5_Rep2,P5,7,40,652,992,400,0.2138364779874214,0.3455674760022586,0.11668255481410868,5724,3542,1224,0.41114274095160636,1.1417278373800113,0.2321203076569854,9836,3542,4044
Lung5_Rep2,P5,7,60,652,992,400,0.3161557269136731,0.44588859416445625,0.1561106983655275,10634,7540,3362,0.4507140717067812,1.1970822281167108,0.24666593790992566,20026,7540,9026
Lung5_Rep2,P5,7,80,652,992,400,0.421021021021021,0.5611591418507845,0.19390351847753928,16650,12492,7010,0.47422555663117133,1.254883125200128,0.25604338168038676,33056,12492,15676
Lung5_Rep2,P5,8,20,655,1096,248,0.10877192982456141,0.6038961038961039,0.08439201451905626,1710,308,186,0.3313679245283019,3.6493506493506493,0.2330016583747927,3392,308,1124
Lung5_Rep2,P5,8,40,655,1096,248,0.2080687336570788,1.0670498084291187,0.14829605963791267,5354,1044,1114,0.3626598465473146,4.074712643678161,0.24982381959126146,11730,1044,4254
Lung5_Rep2,P5,8,60,655,1096,248,0.29340592861464004,1.3990384615384615,0.19519720955191844,9918,2080,2910,0.4066695168875588,4.573076923076923,0.27191126865244986,23390,2080,9512
Lung5_Rep2,P5,8,80,655,1096,248,0.36523105118471005,1.648936170212766,0.23017902813299232,15278,3384,5580,0.4303467000835422,4.871158392434988,0.2833665681083683,38304,3384,16484
