gsm	histo	histo_raw	CLDN4	CD8A	CD274	CLDN4_log2p1	CD8A_log2p1	CD274_log2p1	ESTIMATE_StromalScore	ESTIMATE_ImmuneScore	ESTIMATE_Score	ESTIMATE_TumorPurity	in_primary_nsclc
GSM748276	ADC	ADC	9.845381	8.101137	8.313289	3.4390088308994415	3.186046791662276	3.2192907473796835	5007.9802864850135	6669.626768220508	11677.60705470552	-0.6804145195719434	True
GSM748277	ADC	ADC	9.223517	5.8090725	4.4401	3.3538196791874095	2.767458294451572	2.4436331713612947	1573.1137663060697	2895.4817842752677	4468.595550581337	0.3049359103767529	True
GSM748278	ADC	ADC	8.9626255	8.064098	6.07815	3.3165259929638093	3.1801634594979795	2.82337233564886	4307.408957070978	5944.618758737862	10252.02771580884	-0.5133377743864764	True
GSM748279	ADC	ADC	9.029709	6.618734	6.5340075	3.326207843375124	2.9295512859517316	2.9134174694689294	1950.4994635056796	4924.734745212763	6875.2342087184425	-0.04338188522689813	True
GSM748280	SQC	SQC	7.036627	7.286508	6.6991076	3.0065901243628232	3.0507642666863726	2.9446912333833684	4333.822406711759	6078.840176489623	10412.662583201381	-0.5334286725847378	True
GSM748281	SQC	SQC	7.1427283	7.3690934	6.613662	3.0255122644413213	3.065071348203981	2.928590524490722	4430.6466112748585	6696.989901067527	11127.636512342386	-0.6191021130743407	True
GSM748282	SQC	SQC	9.188647	6.8629627	8.946901	3.348890576617768	2.9750730106061485	3.3142471177843906	2659.626805448463	4369.882701247778	7029.50950669624	-0.0659933326762014	True
GSM748283	SQC	SQC	7.7979603	7.369881	6.5798078	3.1371690912318573	3.065207111194937	2.922161266667821	3954.1216377767587	5863.779894072557	9817.901531849315	-0.4576451656814129	True
GSM748284	SQC	SQC	7.700782	8.169918	7.691183	3.121145071860379	3.196908832890963	3.119552562778898	3004.6619424329406	4996.433988591298	8001.095931024238	-0.20714811950818748	True
GSM748285	SQC	SQC	7.683421	6.375778	5.3610106	3.1182635320012917	2.8827952334355023	2.669255990632891	43.92639487932502	2411.595251987348	2455.521646866673	0.5690639219452035	True
GSM748286	SQC	SQC	7.4845586	5.7771587	5.0204926	3.0848396070684307	2.7606805552830895	2.5898815339123162	261.33998490946306	2401.4465907462973	2662.7865756557603	0.5437869088532985	True
GSM748287	SQC	SQC	8.377688	5.6965938	7.600127	3.229232280728542	2.743427460136279	3.1043579645725665	2123.6039081130375	4763.339253185795	6886.943161298833	-0.04509894063589969	True
GSM748288	SQC	SQC	9.165265	4.926479	4.00787	3.3455759204194897	2.5671752349723618	2.3241971116336266	1724.6073609204557	1748.87421032845	3473.4815712489058	0.4403085703424029	True
GSM748291	BAS	BAS	7.0919557	5.4694514	4.8969793	3.016488421778888	2.693643378978847	2.559976129917034	974.8731871294441	2553.189037072199	3528.062224201643	0.4331011431466649	True
GSM748292	BAS	BAS	7.127307	6.001565	4.999711	3.0227773914940452	2.807677431398295	2.5848930092364197	3642.81244931394	4132.6647980854395	7775.47724739938	-0.17464059253838563	True
GSM748294	BAS	BAS	8.28898	6.907875	6.1912	3.215520186518334	2.9832900665267315	2.846232534168743	2440.767307107696	4125.66784612749	6566.435153235186	0.0019326139446957187	True
GSM748295	BAS	BAS	8.1943865	8.213265	6.2389	3.2007533133064814	3.2037125096904906	2.855770486657391	1898.6979502800236	6284.45624658128	8183.154196861304	-0.2332154283057773	True
GSM748296	LCNE	LCNE	9.470072	6.1723485	5.6328607	3.3881994582340003	2.842445589573645	2.7296312274387673	2017.7714753374355	3530.486748559067	5548.258223896502	0.15081156639407298	False
GSM748297	LCNE	LCNE	8.665679	6.882093	6.3682356	3.2728710832409154	2.978578771785727	2.8813191924712442	1618.3492586248758	3502.3998958966067	5120.7491545214825	0.2125096413713959	False
GSM748298	LCNE	LCNE	8.592321	7.205562	7.8602014	3.2618799382933483	3.036602147492386	3.1473394928524026	1587.9089568395614	4638.65528872908	6226.564245568641	0.05179853054481648	False
GSM748299	LCNE	LCNE	7.6126704	6.1011662	5.4806767	3.106460621538618	2.8280559728984356	2.696144464462087	1094.527787534327	3830.3612316353465	4924.889019169674	0.24051126757826163	False
GSM748300	LCNE	LCNE	8.691394	6.430549	5.297367	3.2767041963154426	2.893468807038048	2.6547487476515923	1666.5472106929901	3325.471903864099	4992.01911455709	0.23093507490860204	False
GSM748301	BAS	BAS	7.886621	7.602234	5.7791157	3.151634960874846	3.1047113763474212	2.761097093652161	1263.523543026321	4642.757647409142	5906.281190435463	0.09867472568053219	True
GSM748302	BAS	BAS	7.9502764	6.167528	6.1865563	3.1619322359804722	2.8414756353754247	2.845300616412657	1320.8133556049952	2164.120434102502	3484.933789707497	0.4387986214928992	True
GSM748303	BAS	BAS	7.6081157	8.14501	7.8502064	3.1056974690068113	3.192984747551085	3.1457111013859365	4027.512562146855	5772.85596399779	9800.368526144644	-0.4553553377325163	True
GSM748304	BAS	BAS	8.688097	5.8367953	5.0928335	3.276213309780218	2.7733202303417865	2.6071133160968283	585.6150801490676	2553.8174028551684	3139.432483004236	0.48378718332430576	True
GSM748305	BAS	BAS	6.851019	6.250951	6.5645714	2.9728799165314586	2.858170224507887	2.919258343299727	2691.8464965290686	4454.120516852343	7145.967013381412	-0.08304020559797486	True
GSM748306	BAS	BAS	8.542233	5.8562107	5.900534	3.254326914140338	2.7774114459694164	2.7867080096215715	1546.3821100179987	3096.3023284697683	4642.684438487767	0.28050184525485017	True
GSM748307	BAS	BAS	6.8091063	8.270133	7.374752	2.9651574510134515	3.212590037563209	3.0660464688258147	3444.959569825673	5962.078845415167	9407.03841524084	-0.4032219525450495	True
GSM748308	BAS	BAS	9.293617	6.3120723	7.5147743	3.363678104432918	2.8702803354856674	3.0899682890833566	1581.0219277141412	3589.47203148477	5170.493959198911	0.20536886345014066	True
GSM748309	BAS	BAS	8.840228	5.5748887	7.4458528	3.29869174347697	2.716966472607658	3.078243103099359	-1989.4816893153766	159.58117443201468	-1829.900514883362	0.9439560282140226	True
GSM748310	BAS	BAS	5.064349	7.528904	7.233505	2.600352782216277	3.092360361079851	3.0415067161462175	4255.9678245666155	5794.896109715866	10050.863934282483	-0.4877767022376887	True
GSM748311	BAS	BAS	6.838302	6.947159	7.1835446	2.970541159251537	2.9904392089331306	3.032725863851347	2283.560803511275	5701.8629325611055	7985.42373607238	-0.2048969756361869	True
GSM748312	SQC	SQC	6.471312	7.4779425	6.577731	2.9013616097735375	3.083714181627007	2.921765926880907	4122.7858190680945	5657.400313400627	9780.186132468722	-0.45271576385319057	True
GSM748313	BAS	BAS	7.3127413	8.351068	6.0743566	3.055324314269396	3.2251311468518074	2.822598943393502	3003.041406871015	4234.868101014386	7237.909507885402	-0.09648171359565613	True
GSM748314	BAS	BAS	7.562074	5.0154095	6.826964	3.0979603044640167	2.5886629524487237	2.968452809238229	783.9961706523088	1867.7699844934973	2651.766155145806	0.5451437830707736	True
GSM748315	BAS	BAS	7.7850766	7.5342155	8.675293	3.1350548656256083	3.093258540918208	3.2743053515150726	3071.2992233782384	5638.768918001908	8710.068141380147	-0.30765531314291433	True
GSM748316	BAS	BAS	8.858845	5.876253	7.998148	3.3014186394656866	2.781622627295679	3.1696280963135006	2089.991890421033	3195.1188524127265	5285.11074283376	0.18887477909764777	True
GSM748317	BAS	BAS	6.3342495	7.5501704	5.957576	2.8746493451728563	3.095953172371082	2.798584762697991	4735.204937726776	5961.075134926839	10696.280072653615	-0.5681703139656927	True
GSM748318	BAS	BAS	8.045728	8.519327	7.6859775	3.1772366155856315	3.250859581087486	3.118688215665342	4507.969145968299	6966.022694601867	11473.991840570166	-0.6582108867156858	True
GSM748319	BAS	BAS	7.2851872	9.023274	7.852939	3.050534294846914	3.325281921989085	3.146156480826817	3881.7824568752853	6270.693029241869	10152.475486117155	-0.5007426337305403	True
GSM748320	BAS	BAS	7.2867184	6.0338874	4.358447	3.050800897216758	2.8143222401719425	2.421814935376725	1894.1180296338005	2285.2353236255185	4179.353353259319	0.34508423645397857	True
GSM748321	BAS	BAS	8.164893	9.70162	9.9655	3.1961180374186804	3.419757301706163	3.454899691766571	4858.402322874774	7210.011446273129	12068.413769147903	-0.7213115043021545	True
GSM748323	BAS	BAS	7.8996716	8.106838	10.099843	3.153752101270874	3.1869502204836446	3.4724673656318172	2054.5294296747547	4365.648595406188	6420.1780250809425	0.023399329151481203	True
GSM748324	BAS	BAS	7.163299	7.896839	5.934095	3.029152300371009	3.1532928451729587	2.793707602201262	3059.120996590379	5524.697482570467	8583.818479160847	-0.28997034897664753	True
GSM748325	BAS	BAS	8.139485	8.493823	8.319224	3.1921128732834605	3.2469891528426955	3.2202098284888456	1777.9587728167962	5843.331557619866	7621.290330436662	-0.15231273270283366	True
GSM748326	BAS	BAS	6.9907837	6.871866	6.6678452	2.99833700311041	2.9767056623970602	2.9388212118826127	2293.9119518714847	4421.717582298813	6715.629534170297	-0.01996606252333025	True
GSM748327	BAS	BAS	7.6768527	7.1541853	5.78349	3.1171718378894373	3.027540741760672	2.762027708502401	1281.7896596147802	3815.05493592547	5096.84459554025	0.2159370908795853	True
GSM748328	BAS	BAS	5.6052556	5.796687	6.080372	2.723614389741239	2.7648316855710275	2.82382516093771	2607.6872236487616	4437.515134235709	7045.202357884471	-0.06829166252771478	True
GSM748329	BAS	BAS	8.271333	5.50601	5.497643	3.2127767794369624	2.7017730398612647	2.699916479851096	24.326392890539864	1971.5159872451604	1995.8423801357003	0.6232115786196599	True
GSM748330	BAS	BAS	8.161803	5.7729793	5.411124	3.19563154190213	2.759790586510063	2.6805773127050023	808.5895176974298	2603.989209149152	3412.578726846582	0.4483174648634084	True
GSM748331	BAS	BAS	7.0721965	7.765062	8.140108	3.012961294132704	3.1317642959792438	3.1922112123450384	2942.7642885410555	5537.987564414225	8480.75185295528	-0.2754587390032546	True
GSM748332	BAS	BAS	9.148509	6.2156816	4.4984055	3.343195879803926	2.8511356794697313	2.4590133075905163	1600.9011321691316	3694.9945598050617	5295.895691974193	0.18731993166692568	True
GSM748333	BAS	BAS	7.9717097	6.969093	6.0843453	3.1653829395117756	2.9944155336431093	2.824634532594751	3336.4046028544008	4549.240015030644	7885.644617885045	-0.1905398394956103	True
GSM748334	BAS	BAS	8.541059	6.991009	6.492281	3.254149405565807	2.998377679297223	2.905405009258498	3663.0657743871952	5313.939639431918	8977.005413819114	-0.34469244962561857	True
GSM748335	BAS	BAS	6.3946123	5.6576304	5.618591	2.886474508713116	2.7350087811288577	2.7265241213120666	1307.6940627938307	3671.820448793707	4979.5145115875375	0.23272059960725253	True
GSM748336	LCNE	LCNE	7.7006617	7.9471292	6.19091	3.121125124525386	3.161424849604931	2.8461743533368744	2608.2758604598976	5552.811054665866	8161.086915125764	-0.23006431053744042	False
GSM748337	LCNE	LCNE	7.6885877	7.983926	6.7639704	3.11912169098754	3.1673460444045083	2.956794617812703	3295.8238474914688	4733.4077162618705	8029.231563753339	-0.21118674484518368	False
GSM748338	LCNE	LCNE	6.924014	7.9300504	5.754984	2.9862314291563155	3.1586683177457	2.7559523523565868	3405.5811735470793	4301.716195448932	7707.297368996011	-0.16477779651311542	False
GSM748339	LCNE	LCNE	8.372972	5.091359	5.1926785	3.2285065729447844	2.6067641335230674	2.630563548833499	288.4356113803201	2150.5235504015436	2438.9591617818637	0.5710613817723595	False
GSM748341	LCNE	LCNE	6.8798094	9.247938	8.107524	2.978160733615611	3.3572617474044706	3.1870588917397136	3097.796268307452	7356.93954725122	10454.735815558672	-0.5386422892859417	False
GSM748342	LCNE	LCNE	8.116581	8.669869	7.803834	3.188492870534402	3.2734963453039243	3.138131942862979	3454.1760336456327	6613.798378830721	10067.974412476353	-0.4899677261628987	False
GSM748343	LCNE	LCNE	6.720129	5.4452515	4.7474813	2.9486249545018244	2.688236655052954	2.522929866999801	727.1213517850592	2190.554728239439	2917.6760800244983	0.5120142714229545	False
GSM748344	LCNE	LCNE	7.3618827	7.6796637	5.043245	3.0638278054825943	3.117639145464521	2.59532343171491	-584.2483718857557	1200.626274748935	616.3779028631793	0.767756270143792	False
GSM748345	LCNE	LCNE	7.185697	4.8666706	4.8467155	3.033105265279927	2.5525419902899023	2.547626391774442	240.75747438025087	1640.7399650920377	1881.4974394722885	0.6362495605849384	False
GSM748346	LCNE	LCNE	8.632848	6.3441515	5.3888345	3.2679624011864448	2.8765958199233297	2.675552767724176	2668.9576405940106	3894.938695527908	6563.8963361219185	0.0023052820078568116	False
GSM748347	LCNE	LCNE	8.069541	6.8066483	4.8663635	3.1810295393116768	2.964703275787133	2.5524664681967453	967.1876871161734	2745.912912169159	3713.1005992853325	0.4084625242770501	False
GSM748348	LCNE	LCNE	7.724779	5.6714196	4.618279	3.1251185880968366	2.7379937826938288	2.490128269519848	1111.7221963026882	1561.6838958071817	2673.40609210987	0.542478049055996	False
GSM748349	LCNE	LCNE	9.038002	5.968734	4.560168	3.327400233544104	2.800896587540444	2.4751284745144657	18.76206224578891	1889.1250340394472	1907.887096285236	0.6332563030141612	False
GSM748350	LCNE	LCNE	8.073029	7.7767115	6.6846313	3.181584270021231	3.1336804851661104	2.9419760426848334	2413.751707977138	5333.420764673347	7747.172472650484	-0.1705481344793911	False
GSM748351	LCNE	LCNE	10.4428	5.645607	6.0699935	3.5163682109761374	2.7324009791696664	2.821708888652485	1504.7204810282706	4107.306357213445	5612.026838241716	0.14155166211130582	False
GSM748352	LCNE	LCNE	7.050665	7.820786	5.9124675	3.00910795746046	3.140907216755407	2.7892007923167403	1651.308808681252	4788.680843127953	6439.9896518092055	0.020491913562521696	False
GSM748353	LCNE	LCNE	8.415227	7.372733	6.2748213	3.234995878464183	3.0656986194261386	2.862911809839448	581.9838785533321	3177.3367799556836	3759.3206585090156	0.40226038581583584	False
GSM748354	LCNE	LCNE	7.9571896	5.329968	4.3678546	3.1630461445426494	2.6621982063901095	2.424345593538855	2556.9608277259904	2101.6777377891176	4658.638565515108	0.2782532156864546	False
GSM748355	LCNE	LCNE	6.362085	7.4873505	7.798784	2.8801144066590236	3.085314257303388	3.1373041557512695	4415.488136164755	5094.077436926559	9509.565573091313	-0.4169478722949098	False
GSM748356	LCNE	LCNE	8.954069	6.7177134	5.7278504	3.3152863875788063	2.9481734698864335	2.750145626286033	3298.1376899297957	4305.228738766033	7603.366428695828	-0.14971188550385595	False
GSM748357	LCNE	LCNE	10.103671	8.295384	7.349608	3.472964821725591	3.216514465301029	3.061708467079946	2787.18385811215	5652.20011998575	8439.3839780979	-0.2696162928585277	False
GSM748358	LCNE	LCNE	6.0775437	6.6599717	6.020194	2.82324875201921	2.9373390620790736	2.8115108993290776	2611.0908270307673	4889.173918924527	7500.2647459552945	-0.134731747562686	False
GSM748359	LCNE	LCNE	7.964113	6.7727375	4.7060146	3.1641608353177495	2.9584227945303003	2.512483438353325	460.94665590871807	2884.235468409087	3345.182124317805	0.45713851662442534	False
GSM748360	LCNE	LCNE	9.0053835	7.1469064	8.379608	3.322704560776167	3.026252333128376	3.229527629747737	1383.47844592054	3724.068917210345	5107.547363130885	0.21440284805539606	False
GSM748361	LCNE	LCNE	8.921669	6.8981795	7.839224	3.3105828278187794	2.981520155949327	3.1439197202397375	2013.6291231192106	4126.15884915675	6139.787972275961	0.06451463503896003	False
GSM748362	LCNE	LCNE	7.1512895	7.887726	7.878213	3.0270283057360152	3.151814340519256	3.150269321228616	4076.373396574496	6255.000652661747	10331.374049236243	-0.5232981343209555	False
GSM748363	LCNE	LCNE	8.48108	5.7218604	5.6123085	3.2450514074249863	2.748860580979887	2.7251540357369204	182.51805386206377	1178.7720145665676	1361.2900684286315	0.6932490503017488	False
GSM748364	LCNE	LCNE	8.704929	6.133043	5.384309	3.2787176584080178	2.834517670561159	2.674530479564534	2197.546375626286	2858.496337254833	5056.042712881119	0.22178112351256107	False
GSM748365	LCNE	LCNE	8.537654	6.543046	6.5401473	3.2536344466515046	2.915147223984847	2.9145927074334335	1826.6394707432632	3084.966960719604	4911.6064314628675	0.24240330733868334	False
GSM748366	LCNE	LCNE	8.746805	7.34677	5.513052	3.2849293813181584	3.0612180171673393	2.7033337451515123	2970.773539964257	4420.398941314244	7391.172481278501	-0.11884768149700758	False
GSM1465989	ADC	ADC	8.256068	7.4578547	6.5787	3.2103994632896575	3.080291776092652	2.9219503992671205	3220.45309268561	4825.5643996077515	8046.017492293362	-0.21359450766708704	True
GSM1465990	LCNE	LCNE	8.002153	7.0658503	6.1247554	3.170270084881815	3.0118266299625107	2.8328404858469383	4026.1648789591	5367.917739724705	9394.082618683806	-0.4014809190555833	False
GSM1465991	LCNE	LCNE	7.652855	8.216406	7.7781024	3.113176226940652	3.2042042716071637	3.133909099898001	1750.635528577091	5015.811733016422	6766.447261593514	-0.02742340379155094	False
GSM1465993	SQC	SQC	9.526828	5.2485642	4.5129642	3.3959988761638806	2.643524724253458	2.462828232909133	-149.97573373233774	876.7723994108135	726.7966656784757	0.7572706098219347	True
GSM1465994	SQC	SQC	6.578441	7.780237	8.704155	2.9219010947161337	3.134259882142187	3.278602594146125	4433.558252269522	5532.169829655651	9965.728081925172	-0.4768294499678644	True
GSM1465995	LCNE	LCNE	7.969763	8.138886	6.5125337	3.165069866611453	3.192018316243361	2.909299557532819	710.1143584911151	4736.045431939729	5446.159790430844	0.16560952933993858	False
GSM1465996	LCNE	LCNE	8.593397	4.694623	3.9218717	3.2620417607349816	2.509600334640369	2.2992070510942795	723.5789762232791	1414.5652899627682	2138.1442661860474	0.6067410747257574	False
GSM1465997	LCNE	LCNE	4.7967873	6.6639733	5.3634486	2.535253550151856	2.9380925349748384	2.669808829931983	1579.8532647135094	3124.6374446929185	4704.490709406427	0.27178220421430926	False
GSM1465998	SQC	SQC	8.6346655	7.6981697	6.711504	3.2682345793525163	3.1207118558427	2.947012261143529	1906.6706542021689	4347.00340502532	6253.674059227489	0.04782406686419266	True
GSM1465999	BAS	BAS	7.828855	6.0219655	5.3253994	3.142226349206426	2.811874908052735	2.6611565777053308	-928.9867183271776	592.1535486950866	-336.8331696320911	0.8496136574957072	True
