feature	kind	subset	test	covariate	n_R	n_NR	median_R	median_NR	mean_R	mean_NR	p_two	p_one_NR_gt_R	U_NR_gt_R	direction	hit_0.019_two	hit_0.019_one	matches_claimed_two	matches_claimed_one	source	n_high	n_low	n_high_NR	n_high_R	n_low_NR	n_low_R	n_mid	resid_R2
userPPT_7gene	user_ppt	all	MW_score_R_vs_NR		5	11	-0.13347758768204152	0.1285857792471457	-0.6639050977548175	0.3017750444340081	0.019230769230769232	0.009615384615384616	48.0	NR>R	False	True	True	True	user PPT / claim-page 7-gene (CLDN1/4/7, F11R, TJP1/2, OCLN); not Cho 2020								
userPPT_7gene	user_ppt	fresh	MW_score_R_vs_NR		5	6	-0.13347758768204152	0.3646677317170236	-0.6639050977548175	0.3875125928780132	0.030303030303030304	0.015151515151515152	27.0	NR>R	False	True	False	True	user PPT / claim-page 7-gene (CLDN1/4/7, F11R, TJP1/2, OCLN); not Cho 2020								
Reactome_R-HSA-420029	database_TJ	all	MW_score_R_vs_NR		5	11	-0.2604383904898047	0.10297633783801509	-0.3807382857719914	0.173062857169087	0.08974358974358976	0.04487179487179488	43.0	NR>R	False	False	False	False	Reactome tight junction interactions / MSigDB REACTOME_TIGHT_JUNCTION_INTERACTIONS								
Reactome_R-HSA-420029	database_TJ	fresh	MW_score_R_vs_NR		5	6	-0.2604383904898047	0.14888187052845822	-0.3807382857719914	0.15660209386100188	0.17748917748917747	0.08874458874458874	23.0	NR>R	False	False	False	False	Reactome tight junction interactions / MSigDB REACTOME_TIGHT_JUNCTION_INTERACTIONS								
GOCC_TIGHT_JUNCTION	database_TJ	all	MW_score_R_vs_NR		5	11	-0.014727820757765478	0.08473551622659366	-0.21736942241417134	0.0988042829155324	0.37728937728937734	0.18864468864468867	36.0	NR>R	False	False	False	False	MSigDB GOCC_TIGHT_JUNCTION (GO:0070160)								
GOCC_TIGHT_JUNCTION	database_TJ	fresh	MW_score_R_vs_NR		5	6	-0.014727820757765478	0.059997558392023684	-0.21736942241417134	0.04253486440364048	0.6623376623376623	0.33116883116883117	18.0	NR>R	False	False	False	False	MSigDB GOCC_TIGHT_JUNCTION (GO:0070160)								
KEGG_hsa04530	database_TJ	all	MW_score_R_vs_NR		5	11	-0.0012099709067938723	0.08806319394880283	-0.10685100422019542	0.04856863828190701	0.440934065934066	0.220467032967033	35.0	NR>R	False	False	False	False	KEGG hsa04530 Tight junction (actin/myosin-heavy comparator)								
KEGG_hsa04530	database_TJ	fresh	MW_score_R_vs_NR		5	6	-0.0012099709067938723	0.09152956415082256	-0.10685100422019542	0.079239165289183	0.42857142857142855	0.21428571428571427	20.0	NR>R	False	False	False	False	KEGG hsa04530 Tight junction (actin/myosin-heavy comparator)								
TJ_15_structural	repo_comparator	all	MW_score_R_vs_NR		5	11	-0.23677677181203707	0.233606619776667	-0.435073226454759	0.1977605574794359	0.22115384615384617	0.11057692307692309	39.0	NR>R	False	False	False	False	repo 15-gene structural TJ (PR #69)								
TJ_15_structural	repo_comparator	fresh	MW_score_R_vs_NR		5	6	-0.23677677181203707	0.323271321347005	-0.435073226454759	0.2732948150751164	0.24675324675324672	0.12337662337662336	22.0	NR>R	False	False	False	False	repo 15-gene structural TJ (PR #69)								
CUSTOM_TJ_CORE	repo_comparator	all	MW_score_R_vs_NR		5	11	-0.12167196709487214	0.16988384608080498	-0.4524163940086723	0.2056438154584874	0.06868131868131869	0.034340659340659344	44.0	NR>R	False	False	False	False	repo CUSTOM_TJ_CORE (prior PRs)								
CUSTOM_TJ_CORE	repo_comparator	fresh	MW_score_R_vs_NR		5	6	-0.12167196709487214	0.16660177637044477	-0.4524163940086723	0.24490039910917746	0.12554112554112554	0.06277056277056277	24.0	NR>R	False	False	False	False	repo CUSTOM_TJ_CORE (prior PRs)								
coreTJ_40	repo_comparator	all	MW_score_R_vs_NR		5	11	-0.07617916993710723	0.15734990321101366	-0.37839163003099524	0.17199619546863412	0.11492673992673993	0.05746336996336997	42.0	NR>R	False	False	False	False	40-gene core TJ (prior PRs; two-sided MW ~0.115)								
coreTJ_40	repo_comparator	fresh	MW_score_R_vs_NR		5	6	-0.07617916993710723	0.19562101733484927	-0.37839163003099524	0.20156737713141912	0.17748917748917747	0.08874458874458874	23.0	NR>R	False	False	False	False	40-gene core TJ (prior PRs; two-sided MW ~0.115)								
CD8A	control	all	MW_score_R_vs_NR		5	11	5.807218416368659	3.2593403512155152	5.629874729946751	3.096570754624079	0.0009157509157509158	0.9997710622710623	1.0	R>NR	True	False	True	False	positive-control immune gene (expect R > NR)								
CD8A	control	fresh	MW_score_R_vs_NR		5	6	5.807218416368659	2.746869084338956	5.629874729946751	2.9642540405665234	0.004329004329004329	1.0	0.0	R>NR	True	False	True	False	positive-control immune gene (expect R > NR)								
CD8	control	all	MW_score_R_vs_NR		5	11	1.2134969607191608	-0.4704792369871714	1.1346579642253805	-0.5157536201024455	0.0004578754578754579	1.0	0.0	R>NR	True	False	True	False	CD8A+CD8B mean-z control								
CD8	control	fresh	MW_score_R_vs_NR		5	6	1.2134969607191608	-0.5211940083223572	1.1346579642253805	-0.5897574293667993	0.004329004329004329	1.0	0.0	R>NR	True	False	True	False	CD8A+CD8B mean-z control								
gene_CLDN1	single_gene	all	MW_score_R_vs_NR		5	11	4.401779622008768	6.228042467055401	5.08113256678264	6.218266249778372	0.37728937728937734	0.18864468864468867	36.0	NR>R	False	False	False	False	single-gene log2CPM CLDN1								
gene_CLDN1	single_gene	fresh	MW_score_R_vs_NR		5	6	4.401779622008768	6.877798389046637	5.08113256678264	6.156451189141644	0.5367965367965368	0.2683982683982684	19.0	NR>R	False	False	False	False	single-gene log2CPM CLDN1								
gene_CLDN4	single_gene	all	MW_score_R_vs_NR		5	11	2.542294564145926	3.7711716113053324	2.231615462887736	3.4971479267993018	0.11492673992673993	0.05746336996336997	42.0	NR>R	False	False	False	False	single-gene log2CPM CLDN4								
gene_CLDN4	single_gene	fresh	MW_score_R_vs_NR		5	6	2.542294564145926	3.7682251036981462	2.231615462887736	3.1853387501146906	0.32900432900432897	0.16450216450216448	21.0	NR>R	False	False	False	False	single-gene log2CPM CLDN4								
gene_CLDN7	single_gene	all	MW_score_R_vs_NR		5	11	4.38932140943765	5.190582001333699	3.9975749915055614	5.203803722510158	0.18040293040293043	0.09020146520146521	40.0	NR>R	False	False	False	False	single-gene log2CPM CLDN7								
gene_CLDN7	single_gene	fresh	MW_score_R_vs_NR		5	6	4.38932140943765	5.428169868199969	3.9975749915055614	5.382733690454207	0.12554112554112554	0.06277056277056277	24.0	NR>R	False	False	False	False	single-gene log2CPM CLDN7								
gene_F11R	single_gene	all	MW_score_R_vs_NR		5	11	6.949101391859923	7.005518504357944	6.588303905385599	7.209088877862223	0.26739926739926745	0.13369963369963372	38.0	NR>R	False	False	False	False	single-gene log2CPM F11R								
gene_F11R	single_gene	fresh	MW_score_R_vs_NR		5	6	6.949101391859923	7.339216205255344	6.588303905385599	7.282673881690208	0.24675324675324672	0.12337662337662336	22.0	NR>R	False	False	False	False	single-gene log2CPM F11R								
gene_PARD3	single_gene	all	MW_score_R_vs_NR		5	11	7.121488378639657	6.786105617823247	6.36107859747152	7.086781432300286	0.5096153846153847	0.25480769230769235	34.0	R>NR	False	False	False	False	single-gene log2CPM PARD3								
gene_PARD3	single_gene	fresh	MW_score_R_vs_NR		5	6	7.121488378639657	6.758362348153313	6.36107859747152	6.94890748204035	1.0	0.5346320346320346	15.0	R>NR	False	False	False	False	single-gene log2CPM PARD3								
gene_TJP1	single_gene	all	MW_score_R_vs_NR		5	11	7.193411242784406	7.7618117335444	6.984214271399265	7.877276829463324	0.08974358974358976	0.04487179487179488	43.0	NR>R	False	False	False	False	single-gene log2CPM TJP1								
gene_TJP1	single_gene	fresh	MW_score_R_vs_NR		5	6	7.193411242784406	7.95797382307304	6.984214271399265	8.08722804140205	0.05194805194805195	0.025974025974025976	26.0	NR>R	False	False	False	False	single-gene log2CPM TJP1								
gene_TJP2	single_gene	all	MW_score_R_vs_NR		5	11	6.696152551620596	7.489711142647829	6.568736571238072	7.5538898322259564	0.05173992673992674	0.02586996336996337	45.0	NR>R	False	False	False	False	single-gene log2CPM TJP2								
gene_TJP2	single_gene	fresh	MW_score_R_vs_NR		5	6	6.696152551620596	7.800104379674441	6.568736571238072	7.767082258636079	0.05194805194805195	0.025974025974025976	26.0	NR>R	False	False	False	False	single-gene log2CPM TJP2								
gene_OCLN	single_gene	all	MW_score_R_vs_NR		5	11	3.947534896754727	5.827701859101286	3.591755200037474	5.726208582157207	0.005494505494505494	0.002747252747252747	51.0	NR>R	True	True	True	True	single-gene log2CPM OCLN								
gene_OCLN	single_gene	fresh	MW_score_R_vs_NR		5	6	3.947534896754727	6.084708642134986	3.591755200037474	5.871530120401485	0.017316017316017316	0.008658008658008658	28.0	NR>R	True	True	True	True	single-gene log2CPM OCLN								
gene_CD8A	single_gene	all	MW_score_R_vs_NR		5	11	5.807218416368659	3.2593403512155152	5.629874729946751	3.096570754624079	0.0009157509157509158	0.9997710622710623	1.0	R>NR	True	False	True	False	single-gene log2CPM CD8A								
gene_CD8A	single_gene	fresh	MW_score_R_vs_NR		5	6	5.807218416368659	2.746869084338956	5.629874729946751	2.9642540405665234	0.004329004329004329	1.0	0.0	R>NR	True	False	True	False	single-gene log2CPM CD8A								
