patient	cohort	unit	malig_def	tissue	n_cells	n_malignant	n_tnk	frac_tnk	in_count_matrix	tacstd2	junction_hallmark	junction_hallmark_no_cldn4	junction_kegg	junction_kegg_no_cldn4	included	exclude_reason
P1119	GSE205335	patient	author_malig	LN	2386	1222	621	0.2602682313495389	True	7.974355364297573	3.297757267574252	3.2704453727901486	4.497743677827632	4.471134466827117	True	
P4001	GSE205335	patient	author_malig	Lung	2308	27	1801	0.7803292894280762	False						False	locked unit has no malignant pseudobulk column
TD1	GSE189357	patient	marker_malig	TUMOR	15216	2186	9915	0.6516167192429022	True	9.355994913125835	3.7191024180971377	3.6910897786274433	4.6578572322063465	4.62865667924202	True	
TD2	GSE189357	patient	marker_malig	TUMOR	18064	1207	11334	0.6274357838795395	True	8.410162986889063	3.726529085837145	3.7029564654661047	4.650109201522965	4.626410275928684	True	
TD3	GSE189357	patient	marker_malig	TUMOR	12658	664	6525	0.5154842787170169	True	8.359015002000628	3.7829207558791644	3.762276782359383	4.689184293425321	4.669066493740539	True	
TD4	GSE189357	patient	marker_malig	TUMOR	11756	491	7096	0.6036066689350119	True	8.83833561517815	3.9396773288148066	3.9202104717613158	4.683156134472526	4.663459241625035	True	
TD5	GSE189357	patient	marker_malig	TUMOR	19079	1736	11055	0.5794328843230777	True	8.5445844111357	3.8990528538783447	3.873883546965431	4.741905203719381	4.715664524736693	True	
TD6	GSE189357	patient	marker_malig	TUMOR	8999	1211	3392	0.3769307700855651	True	9.841796273497033	3.681310528982102	3.6554534406209043	4.616719050342356	4.590215720065551	True	
TD7	GSE189357	patient	marker_malig	TUMOR	3507	849	1851	0.5278015397775877	True	8.334090037099793	3.704828551432243	3.6783295044352267	4.576397562181027	4.548667189241971	True	
TD8	GSE189357	patient	marker_malig	TUMOR	15521	1019	7257	0.4675600798917596	True	8.044177107322884	3.6572651274060544	3.634737770083775	4.664940511002837	4.6431097621165405	True	
TD9	GSE189357	patient	marker_malig	TUMOR	17573	4889	4345	0.2472543105901098	True	9.761939942633683	3.720612934701291	3.6881037639764687	4.647208535685317	4.612256415757822	True	
