ligand	vs	n	rho	p
CCL4	tnk_exh	12	0.2027972027972028	0.5273023541661079
CCL4	tnk_exh_minus_cyto	12	-0.30069930069930073	0.34225952894002437
CCL4L2	tnk_cyto	12	-0.07692307692307693	0.8121826980280591
CCL4L2	tnk_exh	12	0.1258741258741259	0.696683109395766
CCL4L2	tnk_exh_minus_cyto	12	-0.3076923076923077	0.33058925941210965
CCL5	tnk_cyto	12	-0.08391608391608392	0.7954145018538978
CCL5	tnk_exh	12	-0.08391608391608392	0.7954145018538978
CCL5	tnk_exh_minus_cyto	12	-0.06293706293706294	0.8459309212287789
CD274	tnk_cyto	12	-0.06293706293706294	0.8459309212287789
CD274	tnk_exh	12	0.44055944055944063	0.1517350357167303
CD274	tnk_exh_minus_cyto	12	0.3846153846153847	0.21702022575997731
CD320	tnk_cyto	12	0.11558686727582713	0.7205545635404205
CD320	tnk_exh	12	0.12959739664259406	0.6881039438604583
CD320	tnk_exh_minus_cyto	12	0.2521895286018047	0.4290834426749097
CD38	tnk_cyto	12	-0.2797202797202798	0.37856866966230307
CD38	tnk_exh	12	-0.27272727272727276	0.39109677094189615
CD38	tnk_exh_minus_cyto	12	0.08391608391608392	0.7954145018538978
CD40	tnk_cyto	12	-0.5384615384615385	0.07089431754922311
CD40	tnk_exh	12	-0.46153846153846156	0.13094806950717272
CD40	tnk_exh_minus_cyto	12	0.34965034965034975	0.26523878689278996
CD47	tnk_cyto	12	-0.3356643356643357	0.28612290291498743
CD47	tnk_exh	12	-0.6013986013986015	0.03858845292201946
CD47	tnk_exh_minus_cyto	12	-0.18181818181818185	0.5717012385276553
CD55	tnk_cyto	12	-0.006993006993006993	0.9827917689028476
CD55	tnk_exh	12	-0.35664335664335667	0.2551377517589572
CD55	tnk_exh_minus_cyto	12	-0.23076923076923078	0.470531995381542
CD58	tnk_cyto	12	0.02097902097902098	0.9484022252365222
CD58	tnk_exh	12	0.2447552447552448	0.44326193645018325
CD58	tnk_exh_minus_cyto	12	-0.07692307692307693	0.8121826980280591
CD59	tnk_cyto	12	-0.2027972027972028	0.5273023541661079
CD59	tnk_exh	12	-0.2937062937062937	0.3541476412329215
CD59	tnk_exh_minus_cyto	12	0.006993006993006993	0.9827917689028476
CD82	tnk_cyto	12	0.16783216783216784	0.6020994277865379
CD82	tnk_exh	12	-0.2867132867132868	0.36625146058358227
CD82	tnk_exh_minus_cyto	12	-0.4055944055944056	0.19083587400450036
CD9	tnk_cyto	12	0.7412587412587414	0.005801150474478245
CD9	tnk_exh	12	0.6573426573426573	0.020185498509854093
CD9	tnk_exh_minus_cyto	12	-0.23076923076923078	0.470531995381542
CD99	tnk_cyto	12	-0.20979020979020982	0.512840943181826
CD99	tnk_exh	12	-0.2377622377622378	0.45680085263992326
CD99	tnk_exh_minus_cyto	12	0.08391608391608392	0.7954145018538978
CDH1	tnk_cyto	12	0.41958041958041964	0.1745190081300594
CDH1	tnk_exh	12	0.31468531468531474	0.3191387855033045
CDH1	tnk_exh_minus_cyto	12	-0.2027972027972028	0.5273023541661079
CEACAM1	tnk_cyto	12	-0.1188811188811189	0.712884219214772
CEACAM1	tnk_exh	12	0.31468531468531474	0.3191387855033045
CEACAM1	tnk_exh_minus_cyto	12	0.3846153846153847	0.21702022575997731
CEACAM5	tnk_cyto	12	-0.16783216783216784	0.6020994277865379
CEACAM5	tnk_exh	12	-0.23076923076923078	0.470531995381542
CEACAM5	tnk_exh_minus_cyto	12	0.4685314685314686	0.12445479118883407
CEACAM6	tnk_cyto	12	-0.27272727272727276	0.39109677094189615
CEACAM6	tnk_exh	12	-0.7202797202797203	0.008239768712338435
CEACAM6	tnk_exh_minus_cyto	12	-0.07692307692307693	0.8121826980280591
CFH	tnk_cyto	12	0.0	1.0
CFH	tnk_exh	12	-0.4685314685314686	0.12445479118883407
CFH	tnk_exh_minus_cyto	12	-0.41958041958041964	0.1745190081300594
CLCF1	tnk_cyto	12	-0.27272727272727276	0.39109677094189615
CLCF1	tnk_exh	12	-0.2377622377622378	0.45680085263992326
CLCF1	tnk_exh_minus_cyto	12	0.21678321678321683	0.49855598552418845
CLEC11A	tnk_cyto	12	0.3356643356643357	0.28612290291498743
CLEC11A	tnk_exh	12	-0.027972027972027972	0.9312343512018807
CLEC11A	tnk_exh_minus_cyto	12	-0.27272727272727276	0.39109677094189615
CLEC2B	tnk_cyto	12	0.027972027972027972	0.9312343512018807
CLEC2B	tnk_exh	12	0.2867132867132868	0.36625146058358227
CLEC2B	tnk_exh_minus_cyto	12	0.013986013986013986	0.9655902689187796
CLEC2D	tnk_cyto	12	-0.16783216783216784	0.6020994277865379
CLEC2D	tnk_exh	12	-0.30069930069930073	0.34225952894002437
CLEC2D	tnk_exh_minus_cyto	12	0.16083916083916086	0.6175234895401425
COL1A1	tnk_cyto	12	-0.034965034965034975	0.9140933424107599
COL1A1	tnk_exh	12	0.055944055944055944	0.8628980736949713
COL1A1	tnk_exh_minus_cyto	12	0.16083916083916086	0.6175234895401425
COL27A1	tnk_cyto	12	0.10489510489510491	0.7456094809807079
COL27A1	tnk_exh	12	0.18881118881118883	0.5567370561768314
COL27A1	tnk_exh_minus_cyto	12	-0.10489510489510491	0.7456094809807079
COL28A1	tnk_cyto	12	-0.1541158230344362	0.632487778851591
COL28A1	tnk_exh	12	0.01751316170845866	0.9569188239005485
COL28A1	tnk_exh_minus_cyto	12	0.16462372005951137	0.6091580087875201
COL4A1	tnk_cyto	12	-0.13380613488875975	0.6784466863299405
COL4A1	tnk_exh	12	0.15493341934487972	0.6306611257501797
COL4A1	tnk_exh_minus_cyto	12	0.06338185336835989	0.8448536815870231
COL4A3	tnk_cyto	12	-0.37762237762237766	0.22620604493502647
COL4A3	tnk_exh	12	-0.5594405594405596	0.05858947538856764
COL4A3	tnk_exh_minus_cyto	12	0.04895104895104895	0.8799185788786748
COL4A5	tnk_cyto	12	0.027972027972027972	0.9312343512018807
COL4A5	tnk_exh	12	-0.034965034965034975	0.9140933424107599
COL4A5	tnk_exh_minus_cyto	12	-0.10489510489510491	0.7456094809807079
COL5A1	tnk_cyto	12	-0.1619758474969197	0.6150064874069349
COL5A1	tnk_exh	12	-0.12676370673671977	0.6946303258690808
COL5A1	tnk_exh_minus_cyto	12	-0.14084856304079976	0.6623867956109181
COL6A1	tnk_cyto	12	-0.18181818181818185	0.5717012385276553
COL6A1	tnk_exh	12	0.04895104895104895	0.8799185788786748
COL6A1	tnk_exh_minus_cyto	12	0.07692307692307693	0.8121826980280591
COL6A2	tnk_cyto	12	-0.09090909090909093	0.7787253962454419
COL6A2	tnk_exh	12	0.1328671328671329	0.6805975082860817
COL6A2	tnk_exh_minus_cyto	12	0.013986013986013986	0.9655902689187796
COL7A1	tnk_cyto	12	0.7367714488443264	0.006269747864556403
COL7A1	tnk_exh	12	0.6833822134208244	0.014285963567919186
COL7A1	tnk_exh_minus_cyto	12	-0.38084321268764704	0.22194678206244578
COL8A1	tnk_cyto	12	-0.4413316750531582	0.15093472887541387
COL8A1	tnk_exh	12	-0.4728553661283838	0.12054731608984572
COL8A1	tnk_exh_minus_cyto	12	0.042031588100300776	0.8968061517543842
COL9A2	tnk_cyto	12	0.20979020979020982	0.512840943181826
COL9A2	tnk_exh	12	-0.31468531468531474	0.3191387855033045
COL9A2	tnk_exh_minus_cyto	12	-0.5524475524475525	0.06251148327961523
COPA	tnk_cyto	12	0.3636363636363637	0.24526500073077723
COPA	tnk_exh	12	0.3076923076923077	0.33058925941210965
COPA	tnk_exh_minus_cyto	12	-0.3916083916083916	0.20806346369535322
CRLF1	tnk_cyto	12	0.010507897025075194	0.9741445288204628
CRLF1	tnk_exh	12	-0.143607926009361	0.6561292074448724
CRLF1	tnk_exh_minus_cyto	12	-0.10507897025075194	0.7451766219125174
CTF1	tnk_cyto	12	-0.04895104895104895	0.8799185788786748
CTF1	tnk_exh	12	-0.22377622377622378	0.4844516614553987
CTF1	tnk_exh_minus_cyto	12	-0.1398601398601399	0.6646331617926677
CX3CL1	tnk_cyto	12	0.17482517482517487	0.5868236643627043
CX3CL1	tnk_exh	12	-0.1398601398601399	0.6646331617926677
CX3CL1	tnk_exh_minus_cyto	12	0.027972027972027972	0.9312343512018807
CXADR	tnk_cyto	12	0.20979020979020982	0.512840943181826
CXADR	tnk_exh	12	0.22377622377622378	0.4844516614553987
CXADR	tnk_exh_minus_cyto	12	-0.4055944055944056	0.19083587400450036
CXCL10	tnk_cyto	12	0.6479869832129704	0.022685763799563014
CXCL10	tnk_exh	12	0.4448343073948499	0.14733869871238864
CXCL10	tnk_exh_minus_cyto	12	-0.5253948512537597	0.07939623293714608
CXCL14	tnk_cyto	12	-0.7622377622377624	0.003950448972542647
CXCL14	tnk_exh	12	-0.2657342657342658	0.4038330883147116
CXCL14	tnk_exh_minus_cyto	12	0.6783216783216784	0.015317329053281715
CXCL16	tnk_cyto	12	0.15384615384615385	0.6330906812462617
CXCL16	tnk_exh	12	0.006993006993006993	0.9827917689028476
CXCL16	tnk_exh_minus_cyto	12	-0.4265734265734266	0.16669998762494498
DUSP18	tnk_cyto	12	-0.1258741258741259	0.696683109395766
DUSP18	tnk_exh	12	-0.44755244755244755	0.1445863013033476
DUSP18	tnk_exh_minus_cyto	12	-0.055944055944055944	0.8628980736949713
EDIL3	tnk_cyto	12	0.27670795499364675	0.38393960145349687
EDIL3	tnk_exh	12	0.43082377802808297	0.16205750617523695
EDIL3	tnk_exh_minus_cyto	12	-0.19614741113473694	0.5412137259515318
EDN1	tnk_cyto	12	0.15384615384615385	0.6330906812462617
EDN1	tnk_exh	12	0.4055944055944056	0.19083587400450036
EDN1	tnk_exh_minus_cyto	12	0.08391608391608392	0.7954145018538978
EFNB2	tnk_cyto	12	0.30069930069930073	0.34225952894002437
EFNB2	tnk_exh	12	0.3216783216783217	0.30790987618065263
EFNB2	tnk_exh_minus_cyto	12	-0.06293706293706294	0.8459309212287789
F11R	tnk_cyto	12	0.3076923076923077	0.33058925941210965
F11R	tnk_exh	12	0.35664335664335667	0.2551377517589572
F11R	tnk_exh_minus_cyto	12	-0.09090909090909093	0.7787253962454419
FAM200A	tnk_cyto	12	0.3076923076923077	0.33058925941210965
FAM200A	tnk_exh	12	0.013986013986013986	0.9655902689187796
FAM200A	tnk_exh_minus_cyto	12	-0.2447552447552448	0.44326193645018325
FAM3C	tnk_cyto	12	0.4895104895104896	0.10625237175934595
FAM3C	tnk_exh	12	0.6643356643356644	0.01845271802844544
FAM3C	tnk_exh_minus_cyto	12	0.013986013986013986	0.9655902689187796
FBLN1	tnk_cyto	12	0.7622377622377624	0.003950448972542647
FBLN1	tnk_exh	12	0.5034965034965035	0.09515736659412467
FBLN1	tnk_exh_minus_cyto	12	-0.39860139860139865	0.19933549461780897
FGF2	tnk_cyto	12	0.47567781406233567	0.11804066418376953
FGF2	tnk_exh	12	0.7486077073767904	0.005091292485349389
FGF2	tnk_exh_minus_cyto	12	0.03119198780736627	0.9233379595140747
FN1	tnk_cyto	12	0.034965034965034975	0.9140933424107599
FN1	tnk_exh	12	-0.25874125874125875	0.41677476889913817
FN1	tnk_exh_minus_cyto	12	-0.2867132867132868	0.36625146058358227
FURIN	tnk_cyto	12	0.14685314685314685	0.6487957097846665
FURIN	tnk_exh	12	0.39860139860139865	0.19933549461780897
FURIN	tnk_exh_minus_cyto	12	0.22377622377622378	0.4844516614553987
GPC3	tnk_cyto	12	0.3216783216783217	0.30790987618065263
GPC3	tnk_exh	12	0.3636363636363637	0.24526500073077723
GPC3	tnk_exh_minus_cyto	12	-0.034965034965034975	0.9140933424107599
GRN	tnk_cyto	12	-0.5594405594405596	0.05858947538856764
GRN	tnk_exh	12	-0.8111888111888113	0.0013633152527271926
GRN	tnk_exh_minus_cyto	12	0.006993006993006993	0.9827917689028476
HBEGF	tnk_cyto	12	-0.055944055944055944	0.8628980736949713
HBEGF	tnk_exh	12	0.27272727272727276	0.39109677094189615
HBEGF	tnk_exh_minus_cyto	12	0.4055944055944056	0.19083587400450036
HLA-A	tnk_cyto	12	0.3846153846153847	0.21702022575997731
HLA-A	tnk_exh	12	0.5454545454545455	0.06661188226688902
HLA-A	tnk_exh_minus_cyto	12	-0.2377622377622378	0.45680085263992326
HLA-B	tnk_cyto	12	0.3636363636363637	0.24526500073077723
HLA-B	tnk_exh	12	0.6573426573426573	0.020185498509854093
HLA-B	tnk_exh_minus_cyto	12	-0.3076923076923077	0.33058925941210965
HLA-DMA	tnk_cyto	12	-0.20979020979020982	0.512840943181826
HLA-DMA	tnk_exh	12	-0.6223776223776225	0.030675895061640146
HLA-DMA	tnk_exh_minus_cyto	12	-0.25874125874125875	0.41677476889913817
HLA-DMB	tnk_cyto	12	-0.46153846153846156	0.13094806950717272
HLA-DMB	tnk_exh	12	-0.49650349650349657	0.10060263183225476
HLA-DMB	tnk_exh_minus_cyto	12	-0.027972027972027972	0.9312343512018807
HLA-DOA	tnk_cyto	12	0.027972027972027972	0.9312343512018807
HLA-DOA	tnk_exh	12	-0.4125874125874127	0.18256397857316675
HLA-DOA	tnk_exh_minus_cyto	12	-0.32867132867132864	0.2969041156887641
HLA-DOB	tnk_cyto	12	-0.02097902097902098	0.9484022252365222
HLA-DOB	tnk_exh	12	-0.1398601398601399	0.6646331617926677
HLA-DOB	tnk_exh_minus_cyto	12	-0.06293706293706294	0.8459309212287789
HLA-DPB1	tnk_cyto	12	-0.4685314685314686	0.12445479118883407
HLA-DPB1	tnk_exh	12	-0.7202797202797203	0.008239768712338435
HLA-DPB1	tnk_exh_minus_cyto	12	-0.04895104895104895	0.8799185788786748
HLA-DQA1	tnk_cyto	12	-0.5174825174825175	0.08486877113393476
HLA-DQA1	tnk_exh	12	-0.6293706293706295	0.028319671295760004
HLA-DQA1	tnk_exh_minus_cyto	12	0.02097902097902098	0.9484022252365222
HLA-DQB1	tnk_cyto	12	-0.5384615384615385	0.07089431754922311
HLA-DQB1	tnk_exh	12	-0.35664335664335667	0.2551377517589572
HLA-DQB1	tnk_exh_minus_cyto	12	0.034965034965034975	0.9140933424107599
HLA-DRA	tnk_cyto	12	-0.3356643356643357	0.28612290291498743
HLA-DRA	tnk_exh	12	-0.6993006993006995	0.01137419864269093
HLA-DRA	tnk_exh_minus_cyto	12	-0.14685314685314685	0.6487957097846665
HLA-DRB1	tnk_cyto	12	-0.3426573426573427	0.2755674509567803
HLA-DRB1	tnk_exh	12	-0.6853146853146854	0.013905968814362752
HLA-DRB1	tnk_exh_minus_cyto	12	-0.1258741258741259	0.696683109395766
HLA-DRB3	tnk_cyto	12	-0.02097902097902098	0.9484022252365222
HLA-DRB3	tnk_exh	12	-0.1958041958041958	0.5419358857313173
HLA-DRB3	tnk_exh_minus_cyto	12	-0.0979020979020979	0.7621216559962992
HLA-DRB5	tnk_cyto	12	-0.287215852018722	0.3653744519386998
HLA-DRB5	tnk_exh	12	-0.19264477879304523	0.5486025185613919
HLA-DRB5	tnk_exh_minus_cyto	12	-0.0875658085422933	0.7866940142086327
HLA-E	tnk_cyto	12	0.27272727272727276	0.39109677094189615
HLA-E	tnk_exh	12	0.5384615384615385	0.07089431754922311
HLA-E	tnk_exh_minus_cyto	12	-0.27272727272727276	0.39109677094189615
HLA-F	tnk_cyto	12	-0.2867132867132868	0.36625146058358227
HLA-F	tnk_exh	12	0.09090909090909093	0.7787253962454419
HLA-F	tnk_exh_minus_cyto	12	0.27272727272727276	0.39109677094189615
HMGB1	tnk_cyto	12	-0.22377622377622378	0.4844516614553987
HMGB1	tnk_exh	12	-0.3636363636363637	0.24526500073077723
HMGB1	tnk_exh_minus_cyto	12	-0.02097902097902098	0.9484022252365222
HP	tnk_cyto	12	-0.03203354125410115	0.921275215958158
HP	tnk_exh	12	-0.121015600293271	0.7079272414616193
HP	tnk_exh_minus_cyto	12	0.07118564723133589	0.825994817969491
HSPG2	tnk_cyto	12	-0.10489510489510491	0.7456094809807079
HSPG2	tnk_exh	12	-0.27272727272727276	0.39109677094189615
HSPG2	tnk_exh_minus_cyto	12	-0.3076923076923077	0.33058925941210965
ICAM1	tnk_cyto	12	-0.5244755244755246	0.08001937592027474
ICAM1	tnk_exh	12	-0.6993006993006995	0.01137419864269093
ICAM1	tnk_exh_minus_cyto	12	-0.04895104895104895	0.8799185788786748
ICAM4	tnk_cyto	12	-0.29578198238567943	0.3505963593981538
ICAM4	tnk_exh	12	-0.6901579588999188	0.012986425675089524
ICAM4	tnk_exh_minus_cyto	12	-0.13380613488875975	0.6784466863299405
IFITM1	tnk_cyto	12	-0.44755244755244755	0.1445863013033476
IFITM1	tnk_exh	12	0.034965034965034975	0.9140933424107599
IFITM1	tnk_exh_minus_cyto	12	0.6923076923076924	0.012593030496094112
IL15	tnk_cyto	12	-0.055944055944055944	0.8628980736949713
IL15	tnk_exh	12	-0.034965034965034975	0.9140933424107599
IL15	tnk_exh_minus_cyto	12	0.23076923076923078	0.470531995381542
IL7	tnk_cyto	12	-0.29004551352481495	0.3604571272621032
IL7	tnk_exh	12	-0.369808029744139	0.23674184094269438
IL7	tnk_exh_minus_cyto	12	0.014502275676240746	0.9643208120702008
ITGAL	tnk_cyto	12	-0.2797202797202798	0.37856866966230307
ITGAL	tnk_exh	12	-0.27272727272727276	0.39109677094189615
ITGAL	tnk_exh_minus_cyto	12	0.02097902097902098	0.9484022252365222
ITGB1	tnk_cyto	12	-0.15384615384615385	0.6330906812462617
ITGB1	tnk_exh	12	-0.10489510489510491	0.7456094809807079
ITGB1	tnk_exh_minus_cyto	12	-0.18181818181818185	0.5717012385276553
ITGB2	tnk_cyto	12	-0.2657342657342658	0.4038330883147116
ITGB2	tnk_exh	12	-0.44055944055944063	0.1517350357167303
ITGB2	tnk_exh_minus_cyto	12	0.16783216783216784	0.6020994277865379
JAG1	tnk_cyto	12	0.3636363636363637	0.24526500073077723
JAG1	tnk_exh	12	0.6293706293706295	0.028319671295760004
JAG1	tnk_exh_minus_cyto	12	0.10489510489510491	0.7456094809807079
JAG2	tnk_cyto	12	-0.0979020979020979	0.7621216559962992
JAG2	tnk_exh	12	0.1258741258741259	0.696683109395766
JAG2	tnk_exh_minus_cyto	12	-0.02097902097902098	0.9484022252365222
LAMA3	tnk_cyto	12	0.1258741258741259	0.696683109395766
LAMA3	tnk_exh	12	0.2657342657342658	0.4038330883147116
LAMA3	tnk_exh_minus_cyto	12	-0.18181818181818185	0.5717012385276553
LAMA5	tnk_cyto	12	-0.2937062937062937	0.3541476412329215
LAMA5	tnk_exh	12	-0.3076923076923077	0.33058925941210965
LAMA5	tnk_exh_minus_cyto	12	-0.1398601398601399	0.6646331617926677
LAMB2	tnk_cyto	12	-0.4055944055944056	0.19083587400450036
LAMB2	tnk_exh	12	-0.7762237762237763	0.002992863680185982
LAMB2	tnk_exh_minus_cyto	12	-0.1258741258741259	0.696683109395766
LAMB3	tnk_cyto	12	0.0979020979020979	0.7621216559962992
LAMB3	tnk_exh	12	0.18881118881118883	0.5567370561768314
LAMB3	tnk_exh_minus_cyto	12	-0.07692307692307693	0.8121826980280591
LAMC1	tnk_cyto	12	-0.09090909090909093	0.7787253962454419
LAMC1	tnk_exh	12	0.23076923076923078	0.470531995381542
LAMC1	tnk_exh_minus_cyto	12	0.1328671328671329	0.6805975082860817
LAMC2	tnk_cyto	12	0.1398601398601399	0.6646331617926677
LAMC2	tnk_exh	12	0.17482517482517487	0.5868236643627043
LAMC2	tnk_exh_minus_cyto	12	-0.25874125874125875	0.41677476889913817
LFNG	tnk_cyto	12	0.16083916083916086	0.6175234895401425
LFNG	tnk_exh	12	-0.09090909090909093	0.7787253962454419
LFNG	tnk_exh_minus_cyto	12	-0.23076923076923078	0.470531995381542
LGALS1	tnk_cyto	12	0.35664335664335667	0.2551377517589572
LGALS1	tnk_exh	12	0.034965034965034975	0.9140933424107599
LGALS1	tnk_exh_minus_cyto	12	-0.44755244755244755	0.1445863013033476
LGALS3	tnk_cyto	12	-0.2867132867132868	0.36625146058358227
LGALS3	tnk_exh	12	-0.027972027972027972	0.9312343512018807
LGALS3	tnk_exh_minus_cyto	12	0.006993006993006993	0.9827917689028476
LGALS3BP	tnk_cyto	12	0.055944055944055944	0.8628980736949713
LGALS3BP	tnk_exh	12	-0.35664335664335667	0.2551377517589572
LGALS3BP	tnk_exh_minus_cyto	12	-0.2027972027972028	0.5273023541661079
LGALS9	tnk_cyto	12	-0.4545454545454546	0.13765791634772948
LGALS9	tnk_exh	12	-0.7552447552447553	0.004508435484294223
LGALS9	tnk_exh_minus_cyto	12	0.0979020979020979	0.7621216559962992
LTF	tnk_cyto	12	-0.6153846153846154	0.033169901090105904
LTF	tnk_exh	12	-0.2027972027972028	0.5273023541661079
LTF	tnk_exh_minus_cyto	12	0.5874125874125874	0.04460929646336318
LYZ	tnk_cyto	12	-0.18881118881118883	0.5567370561768314
LYZ	tnk_exh	12	-0.32867132867132864	0.2969041156887641
LYZ	tnk_exh_minus_cyto	12	-0.1258741258741259	0.696683109395766
MDK	tnk_cyto	12	-0.15384615384615385	0.6330906812462617
MDK	tnk_exh	12	0.006993006993006993	0.9827917689028476
MDK	tnk_exh_minus_cyto	12	-0.04195804195804196	0.8969858708195542
MELTF	tnk_cyto	12	0.5288974835954515	0.0770523903726765
MELTF	tnk_exh	12	0.62697118916282	0.029112880865987657
MELTF	tnk_exh_minus_cyto	12	-0.06304738215045118	0.8456637160508921
MFAP2	tnk_cyto	12	0.4343264103697747	0.15829394366797928
MFAP2	tnk_exh	12	0.5639238070123688	0.056167175387398065
MFAP2	tnk_exh_minus_cyto	12	-0.15061319069274445	0.6403345250750125
MICA	tnk_cyto	12	0.11188811188811189	0.729194990751066
MICA	tnk_exh	12	0.31468531468531474	0.3191387855033045
MICA	tnk_exh_minus_cyto	12	-0.027972027972027972	0.9312343512018807
MICB	tnk_cyto	12	0.16783216783216784	0.6020994277865379
MICB	tnk_exh	12	0.6153846153846154	0.033169901090105904
MICB	tnk_exh_minus_cyto	12	0.14685314685314685	0.6487957097846665
MMP14	tnk_cyto	12	0.3916083916083916	0.20806346369535322
MMP14	tnk_exh	12	0.1258741258741259	0.696683109395766
MMP14	tnk_exh_minus_cyto	12	-0.3636363636363637	0.24526500073077723
MMP7	tnk_cyto	12	-0.15384615384615385	0.6330906812462617
MMP7	tnk_exh	12	-0.5034965034965035	0.09515736659412467
MMP7	tnk_exh_minus_cyto	12	-0.10489510489510491	0.7456094809807079
MPZL3	tnk_cyto	12	0.34965034965034975	0.26523878689278996
MPZL3	tnk_exh	12	0.3916083916083916	0.20806346369535322
MPZL3	tnk_exh_minus_cyto	12	-0.1258741258741259	0.696683109395766
NAMPT	tnk_cyto	12	0.21678321678321683	0.49855598552418845
NAMPT	tnk_exh	12	0.7622377622377624	0.003950448972542647
NAMPT	tnk_exh_minus_cyto	12	0.04195804195804196	0.8969858708195542
NECTIN1	tnk_cyto	12	0.32867132867132864	0.2969041156887641
NECTIN1	tnk_exh	12	0.6363636363636365	0.02609689105270314
NECTIN1	tnk_exh_minus_cyto	12	0.08391608391608392	0.7954145018538978
NECTIN2	tnk_cyto	12	-0.07692307692307693	0.8121826980280591
NECTIN2	tnk_exh	12	0.20979020979020982	0.512840943181826
NECTIN2	tnk_exh_minus_cyto	12	0.055944055944055944	0.8628980736949713
NECTIN3	tnk_cyto	12	-0.27272727272727276	0.39109677094189615
NECTIN3	tnk_exh	12	-0.43356643356643365	0.15910576941219534
NECTIN3	tnk_exh_minus_cyto	12	-0.07692307692307693	0.8121826980280591
NECTIN4	tnk_cyto	12	0.6573426573426573	0.020185498509854093
NECTIN4	tnk_exh	12	0.7062937062937064	0.010245193941127849
NECTIN4	tnk_exh_minus_cyto	12	-0.1398601398601399	0.6646331617926677
NPNT	tnk_cyto	12	0.3706293706293707	0.23562100351264567
NPNT	tnk_exh	12	-0.16083916083916086	0.6175234895401425
NPNT	tnk_exh_minus_cyto	12	-0.2027972027972028	0.5273023541661079
