sample,cohort,sample_type,GRHL1,GRHL2,GRHL3,TACSTD2,CLDN4,CLDN3,CLDN7,ELF3,KLF5
TCGA-43-6773-11,LUSC,normal,7.5875,8.8339,3.118,11.2177,11.1372,8.2745,10.137,11.9076,10.194
TCGA-85-A513-01,LUSC,primary_tumor,8.2087,9.2405,5.0274,11.9584,13.3404,11.1027,11.434,11.4116,10.4029
TCGA-60-2704-01,LUSC,primary_tumor,9.1229,10.3559,7.0594,11.6415,10.5862,4.6478,9.0604,10.9942,11.0333
TCGA-33-4538-01,LUSC,primary_tumor,9.9632,10.7662,9.47,13.4112,12.2038,6.1751,10.8812,12.1048,13.6116
TCGA-56-7822-01,LUSC,primary_tumor,11.0641,11.156,9.355,15.0865,12.4085,5.8165,10.8122,12.1281,12.7942
TCGA-56-A62T-01,LUSC,primary_tumor,10.4719,11.2231,8.3263,13.7168,11.513,3.4932,7.0204,10.1987,12.1225
TCGA-85-A4JB-01,LUSC,primary_tumor,11.108,11.0525,10.3957,12.2013,11.2797,4.5349,10.7307,10.075,12.2593
TCGA-56-A49D-01,LUSC,primary_tumor,9.2025,11.4834,7.6213,13.5247,12.2127,7.0141,10.8848,12.4607,12.7614
TCGA-58-8386-11,LUSC,normal,7.678,9.0696,1.7826,12.0033,12.1869,9.0297,11.1501,12.3835,10.9572
TCGA-43-2576-01,LUSC,primary_tumor,9.5017,9.6637,4.8469,13.8337,13.6887,12.682,11.0218,13.3539,11.1895
TCGA-39-5034-01,LUSC,primary_tumor,6.3351,11.2642,5.0607,11.3988,12.8972,11.0703,10.2854,12.3298,10.3597
TCGA-18-3411-01,LUSC,primary_tumor,9.2433,11.2112,9.2755,12.4685,12.6919,5.9854,10.0703,13.2399,12.918
TCGA-77-A5FZ-01,LUSC,primary_tumor,7.4588,8.5219,2.672,11.8294,11.7378,8.3184,10.2329,11.0619,10.2633
TCGA-22-4593-11,LUSC,normal,6.3787,8.8085,0.8303,12.5295,11.3399,7.8776,11.6913,10.9153,10.5079
TCGA-43-5670-11,LUSC,normal,7.2397,9.5028,3.006,12.1206,11.5149,9.2334,10.834,12.4424,11.0717
TCGA-39-5030-01,LUSC,primary_tumor,8.8004,10.5856,7.0011,11.3339,11.7253,6.4287,8.8553,10.2796,10.2375
TCGA-58-8390-01,LUSC,primary_tumor,9.8185,11.1801,7.2082,11.3908,12.0447,8.6767,8.2613,11.8472,11.2104
TCGA-34-5232-01,LUSC,primary_tumor,10.6719,11.0924,11.2248,15.5441,12.7107,5.8631,11.8007,13.4348,12.1078
TCGA-43-8118-01,LUSC,primary_tumor,9.715,10.497,9.2632,13.5298,11.6634,5.5725,11.5394,11.2625,11.987
TCGA-66-2793-01,LUSC,primary_tumor,11.093,11.2904,7.9818,13.818,12.4197,6.7256,8.359,12.5578,12.2483
TCGA-68-7757-01,LUSC,primary_tumor,9.4354,10.3386,8.5176,14.3634,12.7639,8.4098,11.0504,13.449,12.5882
TCGA-66-2734-01,LUSC,primary_tumor,9.8962,10.6975,8.6608,13.4754,11.6252,4.6237,10.5668,12.2933,11.7593
TCGA-60-2696-01,LUSC,primary_tumor,9.2397,10.678,7.9923,14.8605,13.2178,7.0344,11.2735,12.181,12.2941
TCGA-60-2723-01,LUSC,primary_tumor,7.9523,10.2979,9.8335,11.1558,12.1035,6.126,9.2314,12.0076,12.4303
TCGA-92-8065-01,LUSC,primary_tumor,12.467,10.0135,10.658,14.7544,12.0062,4.6167,12.0772,13.6208,14.2846
TCGA-60-2726-01,LUSC,primary_tumor,9.8426,11.2775,6.9508,13.1383,11.1786,5.6294,10.7094,13.1416,12.0178
TCGA-52-7811-01,LUSC,primary_tumor,10.2174,10.4549,9.98,13.7244,12.875,7.7889,11.663,12.3917,12.9731
TCGA-21-1072-01,LUSC,primary_tumor,9.1797,11.2619,7.8166,12.2944,11.0306,1.9449,7.9944,10.8382,12.7617
TCGA-33-6737-11,LUSC,normal,6.6792,8.7702,1.2318,12.0412,11.3219,8.0896,9.8005,11.8483,10.2976
TCGA-77-8136-01,LUSC,primary_tumor,9.4172,10.3858,7.868,12.5493,10.7799,4.4502,9.3725,11.4286,11.1104
TCGA-22-5474-01,LUSC,primary_tumor,9.2612,11.2617,8.8743,13.3459,13.1584,9.3564,12.2478,13.5755,12.2644
TCGA-22-5483-11,LUSC,normal,5.5264,9.0294,0.4844,12.0785,12.1475,8.1675,11.1636,12.9169,11.3505
TCGA-33-4587-01,LUSC,primary_tumor,9.5663,11.2925,3.2966,11.1967,12.4758,10.5251,10.6686,13.6744,11.6603
TCGA-39-5027-01,LUSC,primary_tumor,10.477,11.0232,9.9177,12.0401,12.2998,6.8789,9.8121,11.7759,13.4132
TCGA-22-5492-01,LUSC,primary_tumor,9.3744,11.4105,8.6905,13.3011,11.9523,5.27,9.03,12.4766,11.1291
TCGA-18-3409-01,LUSC,primary_tumor,7.4499,11.3083,7.6547,10.1938,9.0657,5.2835,7.8565,8.6964,9.1397
TCGA-22-5485-01,LUSC,primary_tumor,8.8667,10.7442,8.7653,11.2074,10.9021,6.0146,8.5047,10.9665,12.0844
TCGA-66-2756-01,LUSC,primary_tumor,9.5255,11.7944,3.1941,11.1239,13.5221,11.2637,12.0598,13.1847,8.8438
TCGA-33-4583-01,LUSC,primary_tumor,10.1485,10.9474,9.7765,14.3513,12.9785,2.2695,12.5268,13.1242,13.2426
TCGA-43-7657-11,LUSC,normal,8.133,9.2791,2.975,12.0592,11.312,8.5016,10.4779,10.8891,10.798
TCGA-66-2773-01,LUSC,primary_tumor,9.9459,11.6295,8.0688,13.2649,11.9621,7.9318,11.0519,13.0162,12.3964
TCGA-MF-A522-01,LUSC,primary_tumor,9.4304,10.6037,10.505,13.6642,12.768,6.087,11.273,13.608,13.3024
TCGA-56-8628-01,LUSC,primary_tumor,9.7104,10.6948,8.949,13.2108,12.0631,7.3093,10.2172,11.6056,11.209
TCGA-21-A5DI-01,LUSC,primary_tumor,9.7782,10.8729,9.0616,14.2457,11.6452,3.5983,11.7787,12.1125,11.6059
TCGA-18-3414-01,LUSC,primary_tumor,10.0781,11.7019,9.4774,14.1954,13.1285,9.2276,10.7336,13.2269,12.787
TCGA-77-7141-01,LUSC,primary_tumor,10.1235,11.0596,9.1253,13.2089,13.0565,7.2154,9.6913,12.1973,12.1036
TCGA-90-7766-01,LUSC,primary_tumor,10.5649,11.3116,10.6871,15.4956,12.248,7.4513,11.0827,12.9413,12.3707
TCGA-46-3768-01,LUSC,primary_tumor,9.8174,11.5551,8.5231,12.5486,12.9518,9.0423,12.3095,13.4078,12.3266
TCGA-O2-A52Q-01,LUSC,primary_tumor,6.733,9.6823,4.8986,14.3158,14.2424,8.2442,11.6452,12.5369,10.5248
TCGA-22-5489-01,LUSC,primary_tumor,8.4258,9.7569,7.1584,9.7585,10.8198,9.1616,8.9572,10.0637,9.6591
TCGA-70-6723-01,LUSC,primary_tumor,11.2311,11.0569,8.8008,12.9693,11.3832,5.6996,11.2936,12.0753,14.0002
TCGA-NC-A5HD-01,LUSC,primary_tumor,10.9189,11.3859,9.1432,14.0031,13.0807,8.5152,11.3339,12.2868,12.3691
TCGA-NC-A5HM-01,LUSC,primary_tumor,8.5459,10.7019,8.1619,12.9689,11.6715,8.5099,11.6725,13.0253,11.8786
TCGA-60-2720-01,LUSC,primary_tumor,10.0871,8.6526,6.9686,13.7757,12.7635,8.2381,11.0731,11.7965,10.3348
TCGA-46-6025-01,LUSC,primary_tumor,8.4241,10.5515,7.6568,12.9714,11.2606,4.945,8.3898,11.3994,12.4082
TCGA-56-5897-01,LUSC,primary_tumor,10.1031,11.1449,8.8822,13.4036,12.0023,6.4342,9.8723,12.182,12.6131
TCGA-52-7809-01,LUSC,primary_tumor,9.8295,10.2251,8.7537,11.5816,12.5882,7.1487,10.2151,13.0573,12.4781
TCGA-85-8048-01,LUSC,primary_tumor,8.9872,10.7687,9.1807,12.8539,12.0344,7.8709,10.1956,11.7673,10.1465
TCGA-43-8116-01,LUSC,primary_tumor,8.1397,10.9048,6.9468,12.5309,11.2138,7.9478,9.8086,11.4702,12.8698
TCGA-68-7755-01,LUSC,primary_tumor,11.1898,10.372,9.7632,13.4596,14.9244,7.0665,12.565,10.8905,13.0104
TCGA-43-2581-01,LUSC,primary_tumor,8.7068,9.76,4.1341,12.161,11.703,9.3112,11.2701,10.5469,11.1123
TCGA-NC-A5HH-01,LUSC,primary_tumor,8.9728,11.0967,3.3513,8.5283,6.5475,2.2857,6.7165,9.7195,10.3329
TCGA-22-5472-11,LUSC,normal,7.8202,9.2531,3.0759,11.0898,11.0834,7.9956,10.7726,10.4583,10.4533
TCGA-22-5481-01,LUSC,primary_tumor,7.1485,9.2074,4.4694,7.2839,8.1648,4.6982,10.4815,11.0933,8.7238
TCGA-22-4607-01,LUSC,primary_tumor,9.1683,10.4686,9.9747,15.6019,13.5062,8.1011,12.4904,13.4002,11.9661
TCGA-22-5481-11,LUSC,normal,7.048,9.2162,3.2631,12.176,12.163,9.3502,11.3113,12.7378,11.0379
TCGA-21-5787-01,LUSC,primary_tumor,7.55,11.0208,6.1754,12.0967,10.6606,7.113,12.1,11.5319,11.8311
TCGA-85-8350-01,LUSC,primary_tumor,9.681,10.6853,9.1105,14.0255,12.9504,7.8836,11.1493,12.2985,11.089
TCGA-33-4587-11,LUSC,normal,6.4709,9.1917,1.92,12.4158,11.7207,8.4681,11.8153,11.1376,10.7029
TCGA-51-4079-11,LUSC,normal,6.7568,9.6206,1.8907,13.0406,11.8143,8.8226,11.0105,13.6321,11.3998
TCGA-66-2782-01,LUSC,primary_tumor,9.5034,11.4034,7.5566,14.0716,12.004,4.7494,10.9894,11.0298,11.6506
TCGA-66-2765-01,LUSC,primary_tumor,7.4003,10.4584,8.6899,13.4429,9.5291,4.6609,11.2941,11.2602,11.5599
TCGA-NC-A5HL-01,LUSC,primary_tumor,8.9902,10.1254,10.3209,13.772,11.579,5.905,8.2367,11.1974,11.2556
TCGA-43-6771-01,LUSC,primary_tumor,11.5205,9.5385,10.6767,14.0953,12.3802,0.0,10.2737,12.739,12.3663
TCGA-77-A5G7-01,LUSC,primary_tumor,10.4805,11.3993,9.1113,13.744,10.0643,5.1752,11.3637,11.0371,12.3106
TCGA-6A-AB49-01,LUSC,primary_tumor,8.7188,10.5509,5.4752,12.2133,11.5091,7.429,10.8797,11.4291,11.5494
TCGA-33-AASB-01,LUSC,primary_tumor,9.518,10.8481,5.5847,12.9559,12.5464,10.5922,12.643,12.5282,11.473
TCGA-90-7767-11,LUSC,normal,6.0794,9.2559,1.3886,12.2491,11.9583,8.8261,11.1661,12.1536,11.1529
TCGA-85-A511-01,LUSC,primary_tumor,9.3339,10.7421,9.344,12.2545,11.3639,5.45,11.1662,12.3317,12.1353
TCGA-NK-A7XE-01,LUSC,primary_tumor,8.6086,10.665,7.3131,12.4782,11.0034,7.8989,11.0333,12.0121,11.6032
TCGA-56-6545-01,LUSC,primary_tumor,8.1595,10.8751,8.2853,11.9646,8.8138,3.7813,8.4938,9.5269,11.1863
TCGA-34-2608-01,LUSC,primary_tumor,9.4034,10.2098,8.6154,13.6554,12.5405,6.9963,9.4187,11.4832,11.6529
TCGA-46-3769-01,LUSC,primary_tumor,8.6299,10.3265,4.1915,13.3793,13.1724,8.1958,11.1731,10.8644,9.487
TCGA-37-3783-01,LUSC,primary_tumor,10.4728,10.4449,9.1641,13.7986,13.2442,3.6795,10.6608,13.1018,12.4892
TCGA-56-8307-01,LUSC,primary_tumor,6.7779,10.9493,6.3967,11.3879,12.7487,10.8821,10.7693,10.6821,12.1866
TCGA-NK-A5CR-01,LUSC,primary_tumor,11.3639,11.3285,9.9976,14.7585,12.9686,4.9849,9.7819,13.0755,13.2504
TCGA-63-A5MM-01,LUSC,primary_tumor,9.1674,9.4669,6.428,13.7542,12.0746,0.9301,10.4482,10.51,11.514
TCGA-22-0944-01,LUSC,primary_tumor,11.1154,10.8812,10.6134,13.15,13.3658,6.5322,10.962,12.8356,13.8128
TCGA-77-6844-01,LUSC,primary_tumor,10.2773,12.1888,10.9764,14.3967,11.9136,4.4182,10.8695,13.2746,13.7621
TCGA-66-2786-01,LUSC,primary_tumor,8.4396,10.7014,5.2084,13.982,12.8634,6.7998,11.0261,13.0753,12.3478
TCGA-56-8082-01,LUSC,primary_tumor,10.03,11.6256,9.3689,12.9953,12.7188,8.3539,9.1617,12.7621,12.5089
TCGA-98-A539-01,LUSC,primary_tumor,8.6677,10.3152,7.7922,13.1587,10.6618,5.5049,8.5954,9.7482,11.9377
TCGA-O2-A52S-01,LUSC,primary_tumor,10.3741,11.0864,8.1815,8.9177,10.1151,5.3335,9.3212,8.2751,11.5544
TCGA-33-4586-01,LUSC,primary_tumor,6.8255,11.0898,8.8622,11.2103,11.5707,4.7314,8.4518,11.6126,12.4913
TCGA-21-1077-01,LUSC,primary_tumor,9.7587,9.788,8.8905,12.8165,12.741,6.9524,11.1429,11.8671,12.3623
TCGA-60-2713-01,LUSC,primary_tumor,10.2115,10.3985,7.8024,12.7619,10.5967,4.0554,9.772,8.9393,11.2936
TCGA-L3-A524-01,LUSC,primary_tumor,11.2623,10.7373,10.2359,13.0066,13.747,8.3695,12.3579,12.8669,12.2955
TCGA-39-5021-01,LUSC,primary_tumor,9.6788,9.7933,8.8517,10.9455,11.7855,7.8772,11.5863,9.9149,12.3052
TCGA-85-A5B5-01,LUSC,primary_tumor,10.9551,10.7867,9.5919,12.3127,11.5558,6.9649,10.8546,12.4402,13.1114
TCGA-58-A46L-01,LUSC,primary_tumor,11.1283,10.9892,9.8148,12.4035,11.16,6.9515,10.5334,11.794,12.8285
TCGA-77-8144-01,LUSC,primary_tumor,8.5567,10.7665,9.0274,12.8983,8.6742,0.0,9.9639,8.8127,11.5481
TCGA-J1-A4AH-01,LUSC,primary_tumor,10.8257,10.7498,9.7964,12.3501,12.9348,6.3167,11.33,11.8402,13.5669
TCGA-56-7580-01,LUSC,primary_tumor,9.7415,11.5259,9.2779,13.4408,11.2801,1.5395,10.0945,13.4139,12.3215
TCGA-63-A5MY-01,LUSC,primary_tumor,11.7532,11.6767,8.3353,13.9926,11.6802,0.9461,10.8267,13.1418,13.4238
TCGA-33-AASL-01,LUSC,primary_tumor,11.2482,10.7225,11.012,13.5518,13.4821,4.821,11.8883,13.0785,12.3331
TCGA-85-A512-01,LUSC,primary_tumor,11.5828,10.7282,10.2697,13.1105,13.2435,6.1298,11.4362,10.4765,14.0135
TCGA-85-8354-01,LUSC,primary_tumor,10.8038,10.9751,10.146,13.2151,12.4129,5.3348,12.4064,12.6347,12.2802
TCGA-O2-A5IB-01,LUSC,primary_tumor,8.6811,10.9392,7.2701,10.5688,11.6607,8.3725,10.2619,12.1906,10.486
TCGA-77-7335-01,LUSC,primary_tumor,10.4915,9.1821,10.2787,13.6931,11.3404,5.7489,9.6163,9.7565,12.0723
TCGA-56-7731-11,LUSC,normal,7.2397,7.9127,1.8345,12.8964,12.4898,8.9908,11.7785,13.0662,11.8106
