setting	geneset	ligand	pearson	pearson_p	auroc	aupr	n_background	n_geneset	rank_in_set
merged_cldn4_high_to_TNK	a_priori_ifn	OCLN	0.21615140761311263	0.0004042601441787374	0.767641129032258	0.16475005019294164	264	16	47
merged_cldn4_high_to_TNK	a_priori_ifn	HSPG2	0.21564698719447523	0.00041739770289659625	0.771421370967742	0.1668134607784996	264	16	48
merged_cldn4_high_to_TNK	a_priori_ifn	COL18A1	0.2151075848239601	0.00043188424360124264	0.7633568548387097	0.16915675153785192	264	16	49
merged_cldn4_high_to_TNK	a_priori_ifn	C3	0.2150931934992584	0.0004322770627692197	0.7961189516129032	0.17057479246645035	264	16	50
merged_cldn4_high_to_TNK	a_priori_ifn	LAMB3	0.21286770834421007	0.0004971754866138946	0.7575604838709677	0.17443588922557862	264	16	51
merged_cldn4_high_to_TNK	a_priori_ifn	CX3CL1	0.2119053415776053	0.0005279448831159207	0.7857862903225806	0.24526232645968765	264	16	52
merged_cldn4_high_to_TNK	a_priori_ifn	LAMA3	0.21103057214620458	0.000557435086405654	0.7661290322580645	0.16577273409398297	264	16	53
merged_cldn4_high_to_TNK	a_priori_ifn	TGFBI	0.21083446488739163	0.0005642522462850152	0.7615927419354839	0.16506305012662836	264	16	54
merged_cldn4_high_to_TNK	a_priori_ifn	LGALS3	0.2101951430220176	0.0005870163406368029	0.7767137096774194	0.16210413407131063	264	16	55
merged_cldn4_high_to_TNK	a_priori_ifn	CEACAM6	0.20932651043810024	0.0006193088769828087	0.7787298387096775	0.1562948827533751	264	16	56
merged_cldn4_high_to_TNK	a_priori_ifn	NECTIN4	0.20822868626600843	0.0006624727067543662	0.7757056451612903	0.16727895638968698	264	16	57
merged_cldn4_high_to_TNK	a_priori_ifn	LAMB2	0.2067095883104447	0.0007267964521160217	0.7530241935483871	0.16314947297441432	264	16	58
merged_cldn4_high_to_TNK	a_priori_ifn	LRPAP1	0.20495292967471704	0.0008083483454648499	0.7585685483870968	0.21127118397255595	264	16	59
merged_cldn4_high_to_TNK	a_priori_ifn	CD55	0.20431770125043733	0.0008398601223511845	0.777217741935484	0.15796466895075298	264	16	60
merged_cldn4_high_to_TNK	a_priori_ifn	WNT7B	0.20223115931814054	0.0009515123159043247	0.7565524193548386	0.1942570570584227	264	16	61
merged_cldn4_high_to_TNK	a_priori_ifn	F11R	0.2017796798543463	0.0009774035096822994	0.7434475806451613	0.16698917896978788	264	16	62
merged_cldn4_high_to_TNK	a_priori_ifn	CDH1	0.20149285310608553	0.00099418759067313	0.7719254032258065	0.16143278345667372	264	16	63
merged_cldn4_high_to_TNK	a_priori_ifn	CCN1	0.20135196861919394	0.0010025284454997934	0.752016129032258	0.15073672866271412	264	16	64
merged_cldn4_high_to_TNK	a_priori_ifn	ANGPTL4	0.20021216900450775	0.0010724146042720884	0.787046370967742	0.24945469307759574	264	16	65
merged_cldn4_high_to_TNK	a_priori_ifn	NECTIN2	0.19989640242581738	0.0010925532521737352	0.7683971774193548	0.15335984836856667	264	16	66
merged_cldn4_high_to_TNK	a_priori_ifn	PODXL	0.19897027760725738	0.0011536413563626037	0.7527721774193549	0.1531079981586558	264	16	67
merged_cldn4_high_to_TNK	a_priori_ifn	PODXL2	0.19877465290303434	0.001166939946121232	0.7648689516129032	0.1654034087812472	264	16	68
merged_cldn4_high_to_TNK	a_priori_ifn	ST14	0.19877291954031143	0.0011670584073151433	0.7769657258064516	0.14761990274926942	264	16	69
merged_cldn4_high_to_TNK	a_priori_ifn	TGOLN2	0.19679631492690686	0.0013095670044678564	0.755796370967742	0.15571905992582638	264	16	70
merged_cldn4_high_to_TNK	a_priori_ifn	TIMP2	0.19643420230415687	0.0013373437261018652	0.7260584677419355	0.15843162127759394	264	16	71
merged_cldn4_high_to_TNK	a_priori_ifn	GRN	0.19485086825084752	0.0014652587190047714	0.7643649193548387	0.1538642051186564	264	16	72
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-A	0.19412687214367152	0.0015274043865349534	0.8432459677419355	0.23046408102594812	264	16	73
merged_cldn4_high_to_TNK	a_priori_ifn	ICAM4	0.19234919980729062	0.0016903687091431939	0.7563004032258065	0.1798740987724594	264	16	74
merged_cldn4_high_to_TNK	a_priori_ifn	LAMC2	0.19161476667312755	0.0017622221519557524	0.7573084677419355	0.15207844701092266	264	16	75
merged_cldn4_high_to_TNK	a_priori_ifn	SPP1	0.19140878875059933	0.0017828694700027957	0.7749495967741935	0.20446144389103804	264	16	76
merged_cldn4_high_to_TNK	a_priori_ifn	LAMA5	0.19086165537196928	0.0018387925705159198	0.756804435483871	0.1469670895009539	264	16	77
merged_cldn4_high_to_TNK	a_priori_ifn	AGRN	0.18942139823902318	0.0019937492561909465	0.7326108870967742	0.15007270785062626	264	16	78
merged_cldn4_high_to_TNK	a_priori_ifn	ADAM10	0.18938859605135347	0.001997413274829914	0.7134576612903225	0.14369940328572076	264	16	79
merged_cldn4_high_to_TNK	a_priori_ifn	ALCAM	0.1864149510229476	0.0023562620545062923	0.7280745967741935	0.1602552439691592	264	16	80
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-DQA1	0.17930474242330016	0.0034638675071926887	0.7121975806451613	0.18190168990145633	264	16	81
merged_cldn4_high_to_TNK	a_priori_ifn	LYZ	0.1754702928284978	0.004239793431078344	0.7656250000000001	0.1428370313374285	264	16	82
merged_cldn4_high_to_TNK	a_priori_ifn	FBLN1	0.17355111711115562	0.004684233568129107	0.741179435483871	0.13618856317045935	264	16	83
merged_cldn4_high_to_TNK	a_priori_ifn	COL1A1	0.1730685570835596	0.004802387495063897	0.7736895161290323	0.1635549277142858	264	16	84
merged_cldn4_high_to_TNK	a_priori_ifn	CFH	0.16947285797271344	0.005770624698331962	0.741179435483871	0.13248148697503706	264	16	85
merged_cldn4_high_to_TNK	a_priori_ifn	ADAM15	0.1686406531533052	0.006018271702849235	0.7295866935483871	0.1367075204276564	264	16	86
merged_cldn4_high_to_TNK	a_priori_ifn	VCAN	0.16676975569701322	0.006610088342555316	0.7875504032258065	0.17802661905688907	264	16	87
merged_cldn4_high_to_TNK	a_priori_ifn	ADAM28	0.16640804608619503	0.006730333058069592	0.7623487903225806	0.1364257334737499	264	16	88
merged_cldn4_high_to_TNK	a_priori_ifn	WBP1	0.16316200012255969	0.007900030494401331	0.7190020161290323	0.12843979356121782	264	16	89
merged_cldn4_high_to_TNK	a_priori_ifn	CD58	0.16221435772026874	0.008274062905082993	0.797883064516129	0.21790703851057347	264	16	90
merged_cldn4_high_to_TNK	a_priori_ifn	SECTM1	0.1604487171691703	0.009013185584042203	0.7298387096774194	0.12238514829507025	264	16	91
merged_cldn4_high_to_TNK	a_priori_ifn	MMP7	0.15863649421615963	0.009832202041558399	0.7230342741935484	0.12666159762818174	264	16	92
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-DMA	0.15844317019147888	0.00992335114345028	0.7051411290322581	0.1282682814284717	264	16	93
merged_cldn4_high_to_TNK	a_priori_ifn	FAM200A	0.15710413889917016	0.01057548752924201	0.7237903225806452	0.14313015800845	264	16	94
merged_cldn4_high_to_TNK	a_priori_ifn	ITGB2	0.15639659798890798	0.010935150723851822	0.7830141129032258	0.19852988893342627	264	16	95
merged_cldn4_high_to_TNK	a_priori_ifn	SPON2	0.15471327508243768	0.011834601230736682	0.6691028225806452	0.16264563236020685	264	16	96
merged_cldn4_high_to_TNK	a_priori_ifn	COL9A2	0.15143887738641026	0.013772731199675994	0.7658770161290323	0.15287680151284364	264	16	97
merged_cldn4_high_to_TNK	a_priori_ifn	LAMC1	0.14888507583810134	0.015472501553659253	0.7106854838709677	0.12549063961771703	264	16	98
merged_cldn4_high_to_TNK	a_priori_ifn	LGALS3BP	0.14784625811468163	0.01621479831130357	0.7832661290322581	0.171132951481911	264	16	99
merged_cldn4_high_to_TNK	a_priori_ifn	NECTIN3	0.14278080416364314	0.02029720207451179	0.7711693548387097	0.1789339480540481	264	16	100
merged_cldn4_high_to_TNK	a_priori_ifn	ICAM1	0.13936885656636888	0.023525284816450023	0.794858870967742	0.19751278926398091	264	16	101
merged_cldn4_high_to_TNK	a_priori_ifn	FN1	0.13482522386859147	0.028504982408201367	0.7867943548387097	0.18140062015994157	264	16	102
merged_cldn4_high_to_TNK	a_priori_ifn	NPNT	0.13437919302861767	0.029039260916979778	0.7227822580645162	0.1221741127619521	264	16	103
merged_cldn4_high_to_TNK	a_priori_ifn	FAM3C	0.13406859080296013	0.029416357894844133	0.7648689516129032	0.15425176945453642	264	16	104
merged_cldn4_high_to_TNK	a_priori_ifn	SLPI	0.12475311631600884	0.04283673321466324	0.7172379032258065	0.15281043516287965	264	16	105
merged_cldn4_high_to_TNK	a_priori_ifn	CD59	0.12096019626184527	0.04961609185997049	0.7794858870967742	0.15435167742012934	264	16	106
merged_cldn4_high_to_TNK	a_priori_ifn	LGALS9	0.11619514042458737	0.059378562086180586	0.6872479838709677	0.10808936637397036	264	16	107
merged_cldn4_high_to_TNK	a_priori_ifn	HBEGF	0.11391733110605808	0.06457699307934067	0.8326612903225806	0.20343389292959968	264	16	108
merged_cldn4_high_to_TNK	a_priori_ifn	COPA	0.10927145143869994	0.07633866033775272	0.7580645161290323	0.15283648344490897	264	16	109
merged_cldn4_high_to_TNK	a_priori_ifn	TNC	0.10545635415978642	0.087246683298559	0.7963709677419355	0.19052035810928689	264	16	110
merged_cldn4_high_to_TNK	a_priori_ifn	ADGRE5	0.10455751161832573	0.08999062419852637	0.7162298387096774	0.11149341526341823	264	16	111
merged_cldn4_high_to_TNK	a_priori_ifn	PTDSS1	0.10341541946953206	0.09357629329095779	0.6711189516129032	0.09885121117357014	264	16	112
merged_cldn4_high_to_TNK	a_priori_ifn	S100A9	0.1005391290155688	0.10311241663243823	0.7560483870967741	0.1727297685413558	264	16	113
merged_cldn4_high_to_TNK	a_priori_ifn	TIMP1	0.10014440950989036	0.10447900108307724	0.7613407258064516	0.15439219291415257	264	16	114
merged_cldn4_high_to_TNK	a_priori_ifn	APOE	0.09985010470807204	0.10550720888744371	0.7971270161290323	0.1813499343129575	264	16	115
merged_cldn4_high_to_TNK	a_priori_ifn	HLA-DQB1	0.09750397741487817	0.11399179869461099	0.7731854838709677	0.18866472975382886	264	16	116
merged_cldn4_high_to_TNK	a_priori_ifn	COL6A1	0.0956563013150976	0.12104240685574752	0.7290826612903226	0.13000983736711222	264	16	117
merged_cldn4_high_to_TNK	a_priori_ifn	CCN2	0.0931836996318703	0.1310028447357551	0.7560483870967742	0.16908390857802305	264	16	118
merged_cldn4_high_to_TNK	a_priori_ifn	APP	0.0779293155526702	0.20690800688625305	0.737399193548387	0.13487871119780726	264	16	119
merged_cldn4_high_to_TNK	a_priori_ifn	TIMP3	0.07588765675836247	0.2190903976335416	0.7373991935483871	0.12285211059130005	264	16	120
merged_cldn4_high_to_TNK	a_priori_ifn	TRAF2	0.07530428787025768	0.22266353631181118	0.8298891129032259	0.2407186419471186	264	16	121
merged_cldn4_high_to_TNK	a_priori_ifn	PRNP	0.07411470291276748	0.23007782782920327	0.7328629032258065	0.14834159285229684	264	16	122
merged_cldn4_high_to_TNK	a_priori_ifn	TCN1	0.06782434625730337	0.27218230652456465	0.7164818548387097	0.1113250694867288	264	16	123
merged_cldn4_high_to_TNK	a_priori_ifn	BACE1	0.06574716146837295	0.28717115853276937	0.6615423387096774	0.10920138449619139	264	16	124
merged_cldn4_high_to_TNK	a_priori_ifn	CCL20	0.06481472939669432	0.294076371497868	0.807711693548387	0.18110807220646313	264	16	125
merged_cldn4_high_to_TNK	a_priori_ifn	NAMPT	0.06340779639141138	0.3047034582508594	0.7487399193548387	0.13654112478220382	264	16	126
merged_cldn4_high_to_TNK	a_priori_ifn	CD82	0.05934165476210447	0.3368241622957418	0.7318548387096774	0.14281780015875636	264	16	127
merged_cldn4_high_to_TNK	a_priori_ifn	CD99	0.05744393121790563	0.3525303749544753	0.7749495967741935	0.1719267386039997	264	16	128
merged_cldn4_high_to_TNK	a_priori_ifn	B2M	0.05444081362958197	0.3783098774250658	0.8001512096774195	0.17505154988332577	264	16	129
merged_cldn4_high_to_TNK	a_priori_ifn	CXCL16	0.052751419015866316	0.3933064388009194	0.8089717741935484	0.1755120357023032	264	16	130
merged_cldn4_high_to_TNK	a_priori_ifn	JAG1	0.04973242848981124	0.42098125984427837	0.7416834677419355	0.13815960719413928	264	16	131
merged_cldn4_high_to_TNK	a_priori_ifn	CD47	0.03272113648556679	0.5966150523593321	0.7094254032258065	0.13803677164633849	264	16	132
merged_cldn4_high_to_TNK	a_priori_ifn	PLAU	0.03186325413479146	0.6062799417442476	0.802671370967742	0.15626132971517206	264	16	133
merged_cldn4_high_to_TNK	a_priori_ifn	MIF	0.014211386195141102	0.8182288459471357	0.7351310483870968	0.12729164268967624	264	16	134
merged_cldn4_high_to_TNK	a_priori_ifn	CALR	0.012337975856921854	0.8418523142126387	0.7530241935483871	0.13628944158118428	264	16	135
merged_cldn4_high_to_TNK	a_priori_ifn	ADAM17	-0.014781944636880727	0.8110656167075372	0.7719254032258065	0.13556052100402008	264	16	136
