cohort	pair	n	rho	p	ci_low	ci_high	rho_adj_epithelial	p_adj_epithelial	verdict_crude	verdict_adj	n_genes_in_score	genes_used	present	note
adjacent_nonmalignant_extra	CLDN4 vs ImmuneScore	83	0.07238437077316875	0.5154946998820903	-0.15058594800601596	0.2964983350355007	0.10547625196809772	0.34563017740113333	NO_EVIDENCE	NO_EVIDENCE	141	LCP2,LSP1,FYB,PLEK,HCK,IL10RA,LILRB1,NCKAP1L,LAIR1,NCF2,CYBB,PTPRC,IL7R,LAPTM5,CD53,EVI2B,SLA,ITGB2,GIMAP4,MYO1F,HCLS1,MNDA,IL2RG,CD48,AOAH,CCL5,LTB,GMFG,GIMAP6,GZMK,LST1,GPR65,LILRB2,WIPF1,CD37,BIN2,FCER1G,IKZF1,TYROBP,FGL2,FLI1,IRF8,ARHGAP15,SH2B3,TNFRSF1B,DOCK2,CD2,ARHGEF6,CORO1A,LY96,LYZ,ITGAL,TNFAIP3,RNASE6,TGFB1,PSTPIP1,CST7,RGS1,FGR,SELL,MICAL1,TRAF3IP3,ITGA4,MAFB,ARHGDIB,IL4R,RHOH,HLA-DPA1,NKG7,NCF4,LPXN,ITK,SELPLG,HLA-DPB1,CD3D,CD300A,IL2RB,ADCY7,PTGER4,SRGN,CD247,CCR7,MSN,ALOX5AP,PTGER2,RAC2,GBP2,VAV1,CLEC2B,P2RY14,NFKBIA,S100A9,IFI30,MFSD1,RASSF2,TPP1,RHOG,CLEC4A,GZMB,PVRIG,S100A8,CASP1,BCL2A1,HLA-E,KLRB1,GNLY,RAB27A,IL18RAP,TPST2,EMP3,GMIP,LCK,IL32,PTPRCAP,LGALS9,CCDC69,SAMHD1,TAP1,GBP1,CTSS,GZMH,ADAM8,GLRX,PRF1,CD69,HLA-B,HLA-DMA,CD74,KLRK1,PTPRE,HLA-DRA,VNN2,TCIRG1,RABGAP1L,CSTA,ZAP70,HLA-F,HLA-G,CD52,CD302,CD27	True	
adjacent_nonmalignant_extra	CLDN4 vs TACSTD2	83	0.28639197330030863	0.008669703685201714	0.07211124777547812	0.47700661045548126	0.2824932243038524	0.010128329477280042	OPPOSITE	OPPOSITE	1	TACSTD2	True	companion
adjacent_nonmalignant_extra	TACSTD2 vs CD8A	83	-0.332318801032724	0.0021449689437270047	-0.5187012024528775	-0.1149481208872562	-0.2395312835399266	0.03020381372020784	HOLDS	HOLDS	1	TACSTD2,CD8A	True	companion
adjacent_nonmalignant_extra	CLDN4 vs epithelial mean-z	83	0.09300714713525034	0.40298622720358906	-0.1335004892356024	0.3191863767269765			NO_EVIDENCE	NO_EVIDENCE	6	EPCAM,KRT8,KRT18,KRT19,CDH1,KRT7	True	companion
adjacent_nonmalignant_extra	CD8A vs epithelial mean-z	83	-0.25299371347803484	0.02102113173097465	-0.43895336322909373	-0.0540019454076256			HOLDS	NO_EVIDENCE	6	EPCAM,KRT8,KRT18,KRT19,CDH1,KRT7	True	companion
adjacent_nonmalignant_extra	CD274 vs epithelial mean-z	83	-0.19207657968263814	0.08192928355182127	-0.3875347443481191	0.004178335588356331			NO_EVIDENCE	NO_EVIDENCE	6	EPCAM,KRT8,KRT18,KRT19,CDH1,KRT7	True	companion
all_arrays_mixed	CLDN4 vs CD8A	166	-0.33150936676860016	1.2832382222059992e-05	-0.46175657140265824	-0.1837898363535583	-0.1292779118858237	0.09793817236200995	HOLDS	NO_EVIDENCE	1	CD8A	True	
all_arrays_mixed	CLDN4 vs CD274	166	-0.21140874077164565	0.006253144685252699	-0.3533627270759993	-0.06056211205569806	-0.1141962854134752	0.14415040083026773	HOLDS	NO_EVIDENCE	1	CD274	True	
all_arrays_mixed	CLDN4 vs ImmuneScore	166	-0.4513262263770051	1.042729030111251e-09	-0.5560665127796757	-0.3301597166114159	-0.18660193844857492	0.016402205848512756	HOLDS	HOLDS	141	LCP2,LSP1,FYB,PLEK,HCK,IL10RA,LILRB1,NCKAP1L,LAIR1,NCF2,CYBB,PTPRC,IL7R,LAPTM5,CD53,EVI2B,SLA,ITGB2,GIMAP4,MYO1F,HCLS1,MNDA,IL2RG,CD48,AOAH,CCL5,LTB,GMFG,GIMAP6,GZMK,LST1,GPR65,LILRB2,WIPF1,CD37,BIN2,FCER1G,IKZF1,TYROBP,FGL2,FLI1,IRF8,ARHGAP15,SH2B3,TNFRSF1B,DOCK2,CD2,ARHGEF6,CORO1A,LY96,LYZ,ITGAL,TNFAIP3,RNASE6,TGFB1,PSTPIP1,CST7,RGS1,FGR,SELL,MICAL1,TRAF3IP3,ITGA4,MAFB,ARHGDIB,IL4R,RHOH,HLA-DPA1,NKG7,NCF4,LPXN,ITK,SELPLG,HLA-DPB1,CD3D,CD300A,IL2RB,ADCY7,PTGER4,SRGN,CD247,CCR7,MSN,ALOX5AP,PTGER2,RAC2,GBP2,VAV1,CLEC2B,P2RY14,NFKBIA,S100A9,IFI30,MFSD1,RASSF2,TPP1,RHOG,CLEC4A,GZMB,PVRIG,S100A8,CASP1,BCL2A1,HLA-E,KLRB1,GNLY,RAB27A,IL18RAP,TPST2,EMP3,GMIP,LCK,IL32,PTPRCAP,LGALS9,CCDC69,SAMHD1,TAP1,GBP1,CTSS,GZMH,ADAM8,GLRX,PRF1,CD69,HLA-B,HLA-DMA,CD74,KLRK1,PTPRE,HLA-DRA,VNN2,TCIRG1,RABGAP1L,CSTA,ZAP70,HLA-F,HLA-G,CD52,CD302,CD27	True	
all_arrays_mixed	CLDN4 vs TACSTD2	166	0.3784402075188961	4.975216269015357e-07	0.23339573580416048	0.5080802474720957	0.23285871417973017	0.0026135782505002023	OPPOSITE	OPPOSITE	1	TACSTD2	True	companion
all_arrays_mixed	TACSTD2 vs CD8A	166	-0.25553438557008956	0.0008912072219141452	-0.41268617404293256	-0.08397922975065579	-0.08355382177217321	0.28598271575570733	HOLDS	NO_EVIDENCE	1	TACSTD2,CD8A	True	companion
all_arrays_mixed	CLDN4 vs epithelial mean-z	166	0.4861802503113421	3.128422400138592e-11	0.3702624891590662	0.5886081079502895			OPPOSITE	NO_EVIDENCE	6	EPCAM,KRT8,KRT18,KRT19,CDH1,KRT7	True	companion
all_arrays_mixed	CD8A vs epithelial mean-z	166	-0.4777324430211247	7.591305529673591e-11	-0.597988776318128	-0.3376863038143246			HOLDS	NO_EVIDENCE	6	EPCAM,KRT8,KRT18,KRT19,CDH1,KRT7	True	companion
all_arrays_mixed	CD274 vs epithelial mean-z	166	-0.23534543465587418	0.0022710134982906003	-0.3786945365479498	-0.07551162100398091			HOLDS	NO_EVIDENCE	6	EPCAM,KRT8,KRT18,KRT19,CDH1,KRT7	True	companion
