term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	fdr
HALLMARK_P53_PATHWAY	0.5018168399099671	2.500222852872054	0.000999000999000999	195	0.6984983777971487	EPHA2,PTPN14,RAP2B,TP63,CDKN2B,TM4SF1,SDC1,BAIAP2,HBEGF,ZFP36L1,CTSD,FUCA1,PHLDA3,RHBDF2,HEXIM1,NDRG1,KRT17,VAMP8,ST14,MKNK2,SFN,JUN,PLXNB2,NINJ1,ZMAT3	73	0.00146282289139432
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.5553558322936568	2.467028953808486	0.000999000999000999	96	0.7303453097069713	LY6E,CD47,IFIT2,NMI,TRIM5,CD74,IRF2,IFITM3,PARP14,CSF1,IL7,GBP4,RTP4,BST2,IFI44L,HERC6,TRIM26,TRIM21,ELF1,MOV10,RSAD2,LAMP3,IRF7,PROCR,CMPK2	60	0.00146282289139432
HALLMARK_COAGULATION	0.5177637776065304	2.434395404667018	0.000999000999000999	124	0.7722087500898492	ADAM9,CAPN2,F3,THBS1,CTSH,MMP14,FN1,LTA4H,ANXA1,OLR1,TIMP3,PRSS23,THBD,C1QA,CTSO,ITGA2,PLAU,CD9,PLAT,MMP15,SERPINB2,SPARC,MMP2,MMP7,HPN	73	0.00146282289139432
HALLMARK_ALLOGRAFT_REJECTION	0.47849346363745393	2.38252026163584	0.000999000999000999	188	0.6171042841540021	ICAM1,CD47,CCL2,CAPG,BCL10,UBE2D1,CXCL9,TGFB2,FAS,HLA-DOA,HLA-DQA1,TLR2,IL27RA,EGFR,IFNGR1,ABI1,HLA-DRA,CD74,HLA-E,CCL11,HLA-DMA,IGSF6,CSF1,CXCL13,CCL5	96	0.00146282289139432
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.781917069820728	2.297004600592882	0.000999000999000999	17	1.5730802433076498	TP63,TMEM79,LSR,CLDN4,SFN,KRT16,KDF1,MET,CLDN1,IL18,ALOX12,UGCG	12	0.00146282289139432
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.517460341259834	2.2570288178524835	0.000999000999000999	86	0.7471345335370615	CSF2,CXCL9,JUN,TNFRSF1A,FAS,CSF2RA,TLR2,IL13RA1,IFNGR1,OSMR,CD9,TNFRSF12A,CRLF2,CSF1,CXCL13,ITGB3,LTBR,IL7,MAP3K8,MYD88,TNFRSF21,PLA2G2A,CD44,IFNGR2,IL1R1	49	0.00146282289139432
HALLMARK_ANGIOGENESIS	0.610850475076406	2.2270522453608494	0.000999000999000999	35	0.7945851294896462	PTK2,VEGFA,OLR1,THBD,CXCL6,PDGFA,SLCO2A1,SERPINA5,POSTN,ITGAV,COL3A1,TNFRSF21,LUM,S100A4,FSTL1,JAG1,NRP1,APOH	18	0.00146282289139432
HALLMARK_COMPLEMENT	0.4318249201045823	2.1818789309985664	0.000999000999000999	194	0.5067979716375483	ADAM9,CTSD,EHD1,F3,CTSH,MMP14,FN1,PRKCD,LTA4H,OLR1,LGALS3,C1QC,C1QA,PLAUR,CTSO,PPP4C,LTF,STX4,PLAT,MMP15,IRF2,SERPINB2,DOCK9,ME1,CTSC	100	0.00146282289139432
HALLMARK_KRAS_SIGNALING_UP	0.4301404170662983	2.1563937133416733	0.000999000999000999	197	0.5217629967423716	EMP1,MPZL2,ADAM8,ALDH1A3,G0S2,ENG,IGFBP3,JUP,EVI5,HBEGF,GALNT3,ANGPTL4,FUCA1,CSF2,TSPAN1,CLEC4A,CMKLR1,MALL,CSF2RA,PTGS2,KLF4,PLAUR,TOR1AIP2,ITGA2,PLAU	84	0.00146282289139432
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.49082640198835364	2.1183986729464768	0.000999000999000999	74	0.6398037270012349	EPHA2,CLDN23,GRHL2,LSR,PLEC,CLDN4,OCLN,MICALL2,TJP1,CLDN1,CLDN16,EPHB2,F11R,CLDN7,MPP7,ILDR1,CLDN6,PARD3,CLDN9,MARVELD3,POF1B,EXT1,SNAI2,PDCD6IP,MYO1C	31	0.00146282289139432
HALLMARK_TGF_BETA_SIGNALING	0.5178345266892136	2.06215385223689	0.000999000999000999	53	0.6523051319815152	RAB31,ENG,THBS1,CDH1,TJP1,BCAR3,SMURF1,JUNB,ACVR1,SKI,SERPINE1,SMAD3,LTBP2,IFNGR2,SMURF2,WWTR1,PPP1R15A,TGIF1,RHOA,ID1,KLF10,SMAD7,CDK9,CTNNB1	24	0.00146282289139432
KEGG_TIGHT_JUNCTION	0.42244340437188177	2.0402357910089237	0.000999000999000999	154	0.5061153673961029	SYNPO,ERBB2,CLDN23,AMOTL2,PRKCZ,CLDN4,OCLN,PRKCE,JUN,MICALL2,MSN,CCND1,TJP1,CLDN1,PARD6B,SCRIB,CLDN16,EZR,CTTN,MYH14,LLGL2,MYL9,ARHGEF18,CRB3,F11R	61	0.00146282289139432
HALLMARK_HYPOXIA	0.3939974062293473	1.9841922697429206	0.000999000999000999	195	0.4759209535194488	TGFBI,ADORA2B,EDN2,SDC4,ERRFI1,IGFBP3,ZFP36,ANGPTL4,F3,NDRG1,JUN,VEGFA,SULT2B1,MT1E,SDC3,CAV1,PRDX5,IER3,DUSP1,GPC1,FOS,EGFR,PLAUR,CCN1,KLF6	83	0.00146282289139432
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.5102647401741877	1.9552142531332304	0.000999000999000999	42	0.6702887287965561	CLDN23,GRHL2,CLDN4,OCLN,MICALL2,CLDN1,CLDN16,CLDN7,CLDN6,PARD3,CLDN9,MARVELD3,POF1B,PDCD6IP,ARL2,MARVELD2,RAB13,CLDN3,CLDN8	19	0.00146282289139432
HALLMARK_MYC_TARGETS_V1	-0.31746874176393874	-1.6528889009348684	0.000999000999000999	196	-0.3549585090042867	USP1,PGK1,TARDBP,SSB,DDX18,PSMA1,UBA2,CDK2,MRPL9,SMARCC1,RANBP1,GOT2,EIF3B,EIF3D,SSBP1,AIMP2,PSMB2,SRPK1,LSM7,HNRNPC,SNRPA,PSMA2,PCNA,GLO1,MCM7	104	0.00146282289139432
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.34754770796210416	-1.8214254510259495	0.000999000999000999	200	-0.4421296044119826	OPA1,TIMM8B,MRPL35,LRPPRC,NDUFB4,NDUFS7,MDH1,PHYH,ATP5PF,NDUFA2,ATP6V1H,UQCRFS1,SLC25A3,NDUFAB1,COX7C,VDAC3,UQCRC1,TIMM9,CYCS,NDUFA1,ETFA,ATP5F1B,SLC25A5,HCCS,ECI1	93	0.00146282289139432
HALLMARK_G2M_CHECKPOINT	-0.42458367468097713	-2.19312712772252	0.000999000999000999	195	-0.5961544994711695	MCM2,TOP1,MKI67,AURKB,CDC25A,KIF4A,TPX2,HUS1,SMC4,PRC1,UBE2S,DBF4,ORC6,CCNB2,EZH2,ODF2,UPF1,KIF20B,POLQ,POLE,STMN1,POLA2,SFPQ,KPNA2,INCENP	92	0.00146282289139432
HALLMARK_E2F_TARGETS	-0.501843930307251	-2.6174898121796235	0.000999000999000999	198	-0.7485413985044168	HMGB2,NASP,LYAR,POP7,CDK1,RAD1,EXOSC8,TUBG1,PLK1,RPA3,STAG1,RNASEH2A,CDCA8,PTTG1,DEK,NOLC1,CENPM,CDKN3,MSH2,MCM5,DLGAP5,RPA1,MCM4,CTPS1,MCM2	128	0.00146282289139432
HALLMARK_GLYCOLYSIS	0.3202211825570266	1.5955903748309919	0.001998001998001998	196	0.25937101714381383	DSC2,TGFBI,GPR87,ADORA2B,IDH1,B3GNT3,NT5E,QSOX1,SDC1,IGFBP3,ANGPTL4,XYLT2,VEGFA,SDC3,HS6ST2,AGRN,IER3,GPC1,PLOD1,MET,IL13RA1,EGFR,TGFA,TSTA3,ME1	54	0.0028247614454511008
HALLMARK_NOTCH_SIGNALING	0.4987076984959952	1.77555722301098	0.003996003996003996	32	0.6711484735897724	NOTCH3,DTX2,NOTCH2,CCND1,MAML2,PPARD,HES1,APH1A,DTX4,WNT5A,TCF7L2,JAG1,ARRB1,KAT2A,WNT2	15	0.005461205461205461
CUSTOM_CLAUDIN_PANEL	0.5468886419918614	1.7099268345799108	0.004995004995004995	19	0.7588146952236783	CLDN23,CLDN4,CLDN1,CLDN16,CLDN7,CLDN6,CLDN9,CLDN3,CLDN8	9	0.00639985014985015
HALLMARK_APICAL_SURFACE	0.44701648687879053	1.6933911375188802	0.004995004995004995	43	0.451325300474297	EPHB4,HSPB1,AFAP1L2,CX3CL1,PLAUR,ATP6V0A4,ATP8B1,LYPD3,B4GALT1,CRYBG1,DCBLD2,RTN4RL1,RHCG,NTNG1,SHROOM2,CROCC,ADAM10	17	0.00639985014985015
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.43726112937563055	1.421334632305307	0.03996003996003996	21	0.3906570485591434	HLA-E,HLA-F,HLA-B,HLA-G,TAP2,TAPBP,TAP1,B2M,ERAP2,PDIA3,CANX,PSMB10,HLA-A,HLA-C	14	0.049647322374595106
HALLMARK_DNA_REPAIR	-0.2308722135935948	-1.1318954504028569	0.08591408591408592	150	-0.1878838777798705	POLA2,FEN1,RALA,GTF2F1,POLD1,POLR2F,RAD51,EIF1B,PDE6G,SNAPC5,NELFB,POLR2D,SF3A3,TAF9,POM121,POLR1D,CSTF3,ZWINT,SRSF6,RFC4,NFX1,AAAS,COX17,POLR3C,ERCC2	40	0.10360228007286831
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.28344989162586104	1.1017892875963695	0.15284715284715283	46	0.16244431304661636	HMGA2,TGFB2,DLG5,S100A4,WNT5A,LIMS1,TGFBR3,FOXF2,SNAI2,ROCK2,CTNNB1,BMP7,TGFB1,SNAI1	14	0.17904952190666473
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.25953129183448936	0.9930197921099053	0.24575424575424576	41	0.026617783286206335	PPARD,MYC,NUMB,DKK1,WNT6,DKK4,ADAM17,JAG1,CTNNB1,HDAC11,KAT2A	11	0.2798867798867799
HALLMARK_HEDGEHOG_SIGNALING	0.25420962739118097	0.944776207453517	0.26173826173826176	35	0.06511812370528199	CELSR1,VEGFA,RASA1,SHH,NRP2,OPHN1,NRP1,ADGRG1,PML	9	0.2900342900342901
HALLMARK_KRAS_SIGNALING_DN	0.19239599213098735	0.9585361474172022	0.3256743256743257	168	0.008414148691310921	SYNPO,EDN2,EDN1,KRT13,EFHD1,RYR1,TGFB2,CLDN16,SLC30A3,KRT5,PRODH,SERPINB2,PKP1,SLC6A14,LYPD3,KRT15,SCGB1A1,UPK3B,SPRR3,TGM1,TCF7L1,CALML5,IFI44L,IFNG,BMPR1B	26	0.35077742770050463
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.20488381181414173	0.9270977719524272	0.3336663336663337	103	0.06401818718369144	RALB,CAB39,MKNK2,SFN,TNFRSF1A,EGFR,DAPP1,GNA14,NOD1,MYD88,MAPK10,TBK1,SLC2A1,TSC2	14	0.35077742770050463
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.17471773357800918	0.8162054887992453	0.48951048951048953	110	0.02711280910916197	EXOSC4,CCL2,VEGFA,NABP1,YWHAZ,ATF3,EIF4G1,ERO1A,SHC1,BAG3,CEBPB,NFYA,IFIT1,YIF1A,CHAC1	15	0.5017482517482518
HALLMARK_MTORC1_SIGNALING	0.14748339935694554	0.7390524383290701	0.5734265734265734	198	-0.07197874861355029	SERPINH1,IDH1,LTA4H,SYTL2,DAPP1,CD9,ME1,CTSC,ARPC5L,SRD5A1,TES,ERO1A,BCAT1,TBK1,LDLR,ADD3,DHCR24,SLC2A1,CFP,PGM1,FDXR,RAB1A,ENO1,PPP1R15A,STIP1	27	0.5734265734265734
