series	tissue	n	gene	log2FC	p	q
GSE304294	ESCC cell line KYSE30	2 IMMU132 vs 3 vehicle (underpowered)	TAP2	0.0702296553862074	0.19631461506238285	0.5367469344143465
GSE304294	ESCC cell line KYSE30	2 IMMU132 vs 3 vehicle (underpowered)	STAT1	0.19569565721729454	0.03840376043414754	0.25091786377416736
GSE304294	ESCC cell line KYSE30	2 IMMU132 vs 3 vehicle (underpowered)	IRF1	-0.008307709717224832	0.8949636406844186	0.9431139054319383
GSE304294	ESCC cell line KYSE30	2 IMMU132 vs 3 vehicle (underpowered)	CXCL10	-0.1275029364952811	0.717888757860126	0.8397463709168972
E-MTAB-16433	CRC PDOX (subcutaneous, HD42466)	4 SG mice vs 4 vehicle mice (hashed; 1 library per arm)	TACSTD2	-0.42376257758269276	0.033882848407602646	0.3155695575910013
E-MTAB-16433	CRC PDOX (subcutaneous, HD42466)	4 SG mice vs 4 vehicle mice (hashed; 1 library per arm)	CLDN4	-0.34516559600062635	0.06262400425229685	0.38450790042970373
E-MTAB-16433	CRC PDOX (subcutaneous, HD42466)	4 SG mice vs 4 vehicle mice (hashed; 1 library per arm)	CLDN1	-0.5423046041837338	0.005752546173453607	0.19060002856690936
E-MTAB-16433	CRC PDOX (subcutaneous, HD42466)	4 SG mice vs 4 vehicle mice (hashed; 1 library per arm)	CLDN7	-0.1381893350994794	0.32609011057500575	0.668303341443697
E-MTAB-16433	CRC PDOX (subcutaneous, HD42466)	4 SG mice vs 4 vehicle mice (hashed; 1 library per arm)	OCLN	-0.6972899554964673	0.004091337018641535	0.17528528765086493
E-MTAB-16433	CRC PDOX (subcutaneous, HD42466)	4 SG mice vs 4 vehicle mice (hashed; 1 library per arm)	TJP1	-0.5814194770210799	0.004510275352628395	0.1816957324688991
E-MTAB-16433	CRC PDOX (subcutaneous, HD42466)	4 SG mice vs 4 vehicle mice (hashed; 1 library per arm)	F11R	-0.44824303910140006	0.0011448626338245414	0.14245945566899407
E-MTAB-16433	CRC PDOX (subcutaneous, HD42466)	4 SG mice vs 4 vehicle mice (hashed; 1 library per arm)	IFI27	0.03839863208002292	0.8297010375811239	0.9299046545984532
E-MTAB-16433	CRC PDOX (subcutaneous, HD42466)	4 SG mice vs 4 vehicle mice (hashed; 1 library per arm)	OAS2	-0.09124292822597102	0.7806381276032657	0.9084479681285319
E-MTAB-16433	CRC PDOX (subcutaneous, HD42466)	4 SG mice vs 4 vehicle mice (hashed; 1 library per arm)	IFIT1	0.25937386456026346	0.6305966281607006	0.8292938713259019
E-MTAB-16433	CRC PDOX (subcutaneous, HD42466)	4 SG mice vs 4 vehicle mice (hashed; 1 library per arm)	MX1	-0.28836315804477763	0.26316751796269267	0.6274265435623394
E-MTAB-16433	CRC PDOX (subcutaneous, HD42466)	4 SG mice vs 4 vehicle mice (hashed; 1 library per arm)	ISG15	0.029299255302138505	0.9202750648803534	0.9675007539793304
E-MTAB-16433	CRC PDOX (subcutaneous, HD42466)	4 SG mice vs 4 vehicle mice (hashed; 1 library per arm)	HLA-A	0.1062670403033561	0.6821683577388473	0.8578444347091211
E-MTAB-16433	CRC PDOX (subcutaneous, HD42466)	4 SG mice vs 4 vehicle mice (hashed; 1 library per arm)	HLA-B	-0.185151234193639	0.6555216023748152	0.8431257447416761
E-MTAB-16433	CRC PDOX (subcutaneous, HD42466)	4 SG mice vs 4 vehicle mice (hashed; 1 library per arm)	HLA-C	-0.17502238823412952	0.41120206929315567	0.6855168496229829
E-MTAB-16433	CRC PDOX (subcutaneous, HD42466)	4 SG mice vs 4 vehicle mice (hashed; 1 library per arm)	B2M	0.024963357521825102	0.9035315725534686	0.9601813790734276
E-MTAB-16433	CRC PDOX (subcutaneous, HD42466)	4 SG mice vs 4 vehicle mice (hashed; 1 library per arm)	TAP1	0.02475745048339828	0.8925146074627927	0.9559499645818508
E-MTAB-16433	CRC PDOX (subcutaneous, HD42466)	4 SG mice vs 4 vehicle mice (hashed; 1 library per arm)	TAP2	0.07183571533426925	0.7397253781212716	0.8881732520626792
E-MTAB-16433	CRC PDOX (subcutaneous, HD42466)	4 SG mice vs 4 vehicle mice (hashed; 1 library per arm)	STAT1	0.057671010851604976	0.8144154847339986	0.9229266387992893
E-MTAB-16433	CRC PDOX (subcutaneous, HD42466)	4 SG mice vs 4 vehicle mice (hashed; 1 library per arm)	IRF1	-0.1339792114469196	0.6122533218395652	0.8193670382962629
E-MTAB-16433	CRC PDOX (subcutaneous, HD42466)	4 SG mice vs 4 vehicle mice (hashed; 1 library per arm)	CXCL10	0.2526878478335726	0.1928925708430877	0.5646612973468934
