feature,role,n_DCB,n_NDB,median_DCB,median_NDB,delta_median,mannwhitney_U,p_two_sided,AUC_DCB,AUC_95CI_lo,AUC_95CI_hi,left_out
CLDN4,primary,8,18,7.447849852364639,7.12644010475594,0.32140974760869945,77.0,0.8066825622889697,0.5347222222222222,0.2986111111111111,0.7777777777777778,NSCLC1104
TACSTD2,primary,8,18,7.458973738104374,7.864761721395016,-0.4057879832906419,68.0,0.8490886687683028,0.4722222222222222,0.2361111111111111,0.7083333333333334,NSCLC1401
CLDN4,primary,8,18,7.447849852364639,7.44270700348607,0.005142848878569417,72.0,1.0,0.5,0.2638888888888889,0.75,NSCLC1401
TACSTD2,primary,8,18,7.458973738104374,7.864761721395016,-0.4057879832906419,69.0,0.8918903522107186,0.4791666666666667,0.24305555555555555,0.7083333333333334,NSCLC1203
CLDN4,primary,8,18,7.447849852364639,7.12644010475594,0.32140974760869945,75.0,0.8918903522107186,0.5208333333333334,0.2847222222222222,0.7569444444444444,NSCLC1203
TACSTD2,primary,8,18,7.458973738104374,7.287906479153758,0.17106725895061636,75.0,0.8918903522107186,0.5208333333333334,0.2777777777777778,0.7569444444444444,NSCLC1066
CLDN4,primary,8,18,7.447849852364639,7.44270700348607,0.005142848878569417,74.0,0.9350223232145431,0.5138888888888888,0.2777777777777778,0.75,NSCLC1066
TACSTD2,primary,8,18,7.458973738104374,7.864761721395016,-0.4057879832906419,70.0,0.9350223232145431,0.4861111111111111,0.25,0.7222222222222222,NSCLC1164
CLDN4,primary,8,18,7.447849852364639,7.12644010475594,0.32140974760869945,78.0,0.7648410171064635,0.5416666666666666,0.2986111111111111,0.7847222222222222,NSCLC1164
TACSTD2,primary,8,18,7.458973738104374,7.287906479153758,0.17106725895061636,74.0,0.9350223232145431,0.5138888888888888,0.2708333333333333,0.75,NSCLC1412
CLDN4,primary,8,18,7.447849852364639,7.12644010475594,0.32140974760869945,78.0,0.7648410171064635,0.5416666666666666,0.2986111111111111,0.7847222222222222,NSCLC1412
