dataset	label	n_cells	mean_Epcam	mean_Krt8	mean_Sftpc	mean_Cd3e	mean_Cd3d	mean_Ncr1	mean_Cldn4	mean_Tacstd2
GSE180963	doublet	416	1.1314882040023804	0.18268869817256927	1.6204833984375	0.8938191533088684	1.1990089416503906	0.012400149367749691	0.007319818250834942	0.09083986282348633
GSE180963	epi	2177	0.9525934457778931	0.1996399611234665	1.7696844339370728	0.0	0.0	0.0030160921160131693	0.00886539462953806	0.08206667751073837
GSE180963	other	5553	0.06274362653493881	0.007575981318950653	1.1229432821273804	0.012868478894233704	0.043411169201135635	0.0018686284311115742	0.00039561002631671727	0.03469725698232651
GSE149813	NK	1	0.0	0.0	3.931825637817383	0.0	0.0	2.397895336151123	0.0	0.0
GSE149813	T	1	0.0	1.755610466003418	3.11535382270813	2.358394145965576	2.5624423027038574	0.0	0.0	0.0
GSE149813	doublet	1	1.952798843383789	2.4051997661590576	3.671388626098633	0.0	1.1039742231369019	0.0	0.0	0.0
GSE149813	epi	9372	0.8688338398933411	1.613710641860962	6.606515407562256	0.0	0.0	0.0	0.07094120234251022	0.2297920286655426
GSE149813	other	9	0.0	0.0	4.325794696807861	0.0	0.0	0.0	0.25171804428100586	0.42400622367858887
GSE127465	NK	628	0.007300728466361761	0.005296153016388416	0.0010051294229924679	0.06175803020596504	0.15772980451583862	2.145707607269287	0.002737997332587838	0.006902570370584726
GSE127465	T	1979	0.013803170993924141	0.0012584127252921462	0.001069274847395718	0.4453125596046448	0.9229438304901123	0.004321604035794735	0.0028017431031912565	0.005470165051519871
GSE127465	doublet	2	0.34641724824905396	0.5110454559326172	0.0	0.0	0.0	0.0	0.0	0.0
GSE127465	epi	15	0.9199579358100891	0.0	0.25107473134994507	0.0	0.0	0.0	0.0	0.0
GSE127465	other	13291	0.023486953228712082	0.004425916355103254	0.003715741215273738	0.0029488771688193083	0.04326973855495453	0.0033767165150493383	0.002573668025434017	0.18999065458774567
GSE267321	NK	87	0.03448275849223137	0.08045977354049683		0.0	0.0	1.7356321811676025	0.0	0.0
GSE267321	T	1634	0.03059975430369377	0.13831089437007904		6.677478790283203	5.348837375640869	0.007955936715006828	0.0	0.0030599755700677633
GSE267321	doublet	13	1.0	0.6153846383094788		5.461538314819336	4.615384578704834	0.0	0.0	0.0
GSE267321	epi	319	0.35423198342323303	2.3385579586029053		0.0	0.0	0.0	0.043887145817279816	0.043887145817279816
GSE267321	other	5903	0.05014399439096451	0.09774690866470337		0.0006776215741410851	0.0015246485127136111	0.0	0.0005082161515019834	0.024394376203417778
GSE136246	NK	71	0.04578787088394165	0.0	0.15758675336837769	0.0	0.0	0.5631250739097595	0.011002970859408379	0.0
GSE136246	T	510	0.02109929919242859	0.01870955154299736	0.08605752140283585	0.1953328251838684	1.198366641998291	0.005050153471529484	0.001140125561505556	0.002067339839413762
GSE136246	doublet	131	1.2252942323684692	1.7002384662628174	2.98513126373291	0.0309960525482893	0.5824553370475769	0.005984864197671413	0.21964432299137115	0.14042267203330994
GSE136246	epi	4371	0.5994380116462708	1.1288872957229614	4.052980899810791	0.0	0.0	0.001367564662359655	0.09221233427524567	0.1176704615354538
GSE136246	other	10075	0.03646096587181091	0.032549742609262466	0.1653895527124405	0.000817488762550056	0.009242023341357708	0.0	0.001901967916637659	0.0165026243776083
