gene	logFC	p	fdr	se	df	n_q1	n_q4	family	lfc_GSE123902	lfc_GSE131907	lfc_GSE205335
SH3BGRL2	1.4450154221725258	0.0002683859126321683	0.024765270850426804	0.348489299627931	29	18.0	16.0	other	1.6149443888572783	1.595622466224742	1.113904453312337
NOXA1	0.9662676618306634	0.000274868994680307	0.025216034110817232	0.23352327225097158	29	18.0	16.0	other	0.3051394599242623	1.3728458014735012	0.8540289951044239
CYBB	-1.1518996491415368	0.00027975002377207307	0.025364064479881907	0.278820137654058	29	18.0	16.0	other	-1.7037638610387948	-1.007205154340902	-1.2180246667134325
ZNF785	0.8006261988753031	0.0002805742885132587	0.025364064479881907	0.1938440742592325	29	18.0	16.0	other	0.3602112555582416	0.42442556860213476	1.4443720708872245
ZNRF3	1.0953340538071823	0.0002813049802889495	0.025364064479881907	0.26525859083906167	29	18.0	16.0	other	1.6420568248053544	1.0158044788730922	0.7362031480008885
OPTN	-1.053977916296643	0.0002880169667350536	0.025821702943820513	0.25577816234887807	29	18.0	16.0	other	-1.1302057934198133	-1.0997681891392874	-1.1832929276311612
FKBP5	-1.479151952979167	0.00029078144407201803	0.025888876432774217	0.3592639657778072	29	18.0	16.0	other	-1.9600816298982138	-1.6348004101402158	-1.5818252329971954
ZNF275	1.1877911266021586	0.0002946162549435654	0.025888876432774217	0.28883347782571916	29	18.0	16.0	other	0.8515980391878011	1.5079219480775403	1.1647079705178223
LOX	-2.3947006135406133	0.0002951954256916472	0.025888876432774217	0.5824178463193752	29	18.0	16.0	other		-2.760240189587785	-2.658403000331912
MARCH9	0.8586742184470916	0.00029699586971660086	0.025888876432774217	0.20895235330569267	29	18.0	16.0	other	0.9344984341507976	0.99908306578744	0.931712034951046
APPBP2	0.5770134753219541	0.00029801826331651366	0.025888876432774217	0.14045522540360528	29	18.0	16.0	other	0.66738658812872	0.4871855001634538	0.4992889242526591
TRAF3IP3	-1.6963208039383832	0.0003045805448029495	0.025888876432774217	0.4137182249420984	29	18.0	16.0	other	-2.5463130107313883	-0.8892903402237382	-2.5307976769380947
SLC19A2	1.1236578450174266	0.00030576193885907825	0.025888876432774217	0.2741454818799852	29	18.0	16.0	other	1.6003265253991228	1.0053644582168575	1.0464751542371418
CDK18	1.2532616256999458	0.00030641975693532236	0.025888876432774217	0.305824470939543	29	18.0	16.0	other	0.34651505538632316	1.6042113252845682	1.534383315718097
DUSP8	1.3957978298437292	0.000307938162608355	0.025888876432774217	0.34075725164903303	29	18.0	16.0	other	1.7263065010361809	1.8611946416518295	1.0759354667673897
HOOK2	0.8858686610431832	0.00030891037291860666	0.025888876432774217	0.21632886823004463	29	18.0	16.0	other	0.681514360474315	1.1473299514669928	0.6411532666849402
CCL3	-1.9839173573117719	0.0003109719613663631	0.025888876432774217	0.4847607550941659	29	18.0	16.0	chemokine	-2.249355764152211	-2.1729950848047475	-2.6246669679146057
ORC4	0.49343047420711983	0.00031187816557428337	0.025888876432774217	0.12059882892761256	29	18.0	16.0	other	0.7735342047162344	0.13273284879324046	0.5377705394024329
MVB12B	1.3592886222347982	0.0003132065976796928	0.025888876432774217	0.33234893004411237	29	18.0	16.0	other	2.4397672269977964	0.9460654277332746	1.642109217016403
PPFIBP2	1.4011796633337226	0.00031374196696829453	0.025888876432774217	0.34264385003672143	29	18.0	16.0	other	1.6280574720746586	1.9901240538511231	0.5144331494020616
SOCS7	1.069132596793204	0.0003137511290662934	0.025888876432774217	0.26144589316427475	29	18.0	16.0	other	1.9257424480317875	0.38758233829206024	0.9124005589383004
MATK	-1.2546778132949323	0.00031534364881066746	0.025888876432774217	0.30695853821529967	29	18.0	16.0	other			-1.4458249090626536
MTURN	1.5086144699503183	0.00031824280869109076	0.025888876432774217	0.3693878250915498	29	18.0	16.0	other	1.0630839300507253	1.569240695670906	2.0868152772259725
ZNF500	0.6568498116200691	0.00032105544547576494	0.025888876432774217	0.16095844994076902	29	18.0	16.0	other	0.55808278312917	0.38450591666454365	0.7774292898103702
NFATC4	1.405928538842358	0.0003217584480024024	0.025888876432774217	0.3445849910010596	29	18.0	16.0	other	0.9123797485901507	1.0335593409061554	1.9944700779540252
TRBC2	-2.0477768575498567	0.000324129016010113	0.025888876432774217	0.5022298494475157	29	18.0	16.0	other	-1.5392516678972885	-1.5320285030902236	-2.9705093631713084
BTK	-1.0988053362162022	0.00032691347694189117	0.025888876432774217	0.26969637960816495	29	18.0	16.0	other	-2.1101998169064413		-0.7036364206655402
TNRC6A	0.6620230860091174	0.0003269739965569742	0.025888876432774217	0.1624930282373805	29	18.0	16.0	other	0.7473964402975458	0.5417116699723273	0.762943388626243
MSANTD4	0.9716402291378019	0.00032766427021251835	0.025888876432774217	0.23853361668430534	29	18.0	16.0	other	0.7201203506713619	1.6731873629469147	0.5878549320845649
PIGA	0.7318374012573917	0.0003281434366281034	0.025888876432774217	0.1796866818166161	29	18.0	16.0	other	1.5195702919462202	0.6227746520453668	0.16915023821491196
HSD17B12	0.7056265675650584	0.0003413258211703985	0.02679076550321524	0.17386846950521234	29	18.0	16.0	other	0.3206368991992673	1.1773447022214638	0.5421640397858483
TMEM198	1.2669110919777025	0.00034376768147158855	0.02679076550321524	0.31237214625585563	29	18.0	16.0	other		1.0367684668600836	1.8642728824631825
HS6ST1	1.0610943884362667	0.0003446685719724123	0.02679076550321524	0.26168759071582676	29	18.0	16.0	other	1.1515321756980568	1.426924871508375	1.0047740350594507
PARM1	1.995139390913703	0.0003507819836395107	0.027132298626705093	0.4928272089856461	29	18.0	16.0	other	2.4908660815054264	3.053961690625791	0.795414797024632
FOPNL	0.5934169157161472	0.0003546694621466334	0.02729916801566697	0.14672902109462707	29	18.0	16.0	other	0.27537209080198277	0.5768132709178755	0.29333329910793665
GNGT2	-1.0260795197312127	0.0003624554719013945	0.02757397062432065	0.25421141583415124	29	18.0	16.0	other			
ZNF692	0.6779127086169574	0.00036310798503549457	0.02757397062432065	0.1679805337287914	29	18.0	16.0	other	0.5846804418827097	0.34827707535960933	0.7079668654970674
PECAM1	-1.8262451055920088	0.00036348221622781515	0.02757397062432065	0.4525692075989405	29	18.0	16.0	TJ	-3.3377898260887773	-1.1159065073188192	-1.793946329080586
FAM120AOS	0.714158612727054	0.00037645265680003536	0.028421274983960566	0.1775458545684767	29	18.0	16.0	other	0.5967073850052584	1.2413226756190237	0.30529386931365876
CAMSAP3	1.057715962992783	0.0003890135248183133	0.02922973527670555	0.26374902067346123	29	18.0	16.0	other	1.0499678889842865	1.2488940670459343	0.6611616059210652
IL7R	-1.7378236145673702	0.00039882335332103077	0.029824804227737176	0.434331717361326	29	18.0	16.0	other	-2.430914350810127	-1.192711078441883	-2.0139107778593783
B3GNT8	1.9141793803497886	0.0004016630911052688	0.029880825845788318	0.47872066985543876	29	18.0	16.0	other	3.5993064351351105	1.813599699459492	1.613351810611173
WIPF1	-1.4251591112125332	0.0004033599027284943	0.029880825845788318	0.3565591316491391	29	18.0	16.0	other	-1.6920421379768007	-1.265181861082925	-1.6209326665739927
CTPS2	0.5913003831402285	0.00040693746528895	0.030004982545767955	0.14805733324981213	29	18.0	16.0	other	0.9683625294820668	0.33788797793666064	0.6044848454435877
MFSD2A	1.9214297614220799	0.00041025632307838133	0.03010899777606409	0.4814728448801516	29	18.0	16.0	other	2.5258879773059935	3.1194177141550976	1.0257927721621993
PHOSPHO2	0.7262073431309686	0.0004169687779416264	0.030459955310837606	0.1822465009896935	29	18.0	16.0	other	0.1765105860515353	0.6389864800106373	1.2866653985212744
KLHL20	0.7133242650496953	0.0004195595372181606	0.03050797206343482	0.1791160232607014	29	18.0	16.0	other	0.506838949778741	0.6974578398394317	0.79425535268016
FNIP2	1.2240427136118182	0.0004230903797407577	0.030623592210685394	0.3075962304131096	29	18.0	16.0	other	0.863006632955257	1.0403186532740305	1.6921810367366905
TAGAP	-1.6289867740458748	0.0004269549784106789	0.03069945020901071	0.4097019116449699	29	18.0	16.0	other	-2.6503062624113585	-0.7921182094893608	-2.284989086880974
PRR36	1.623488016382108	0.0004280295992130272	0.03069945020901071	0.4084141383530329	29	18.0	16.0	other	1.059871327780914	0.9440878981939707	2.691837732013843
HID1	1.3685512887188973	0.0004318596927788603	0.030731543895990955	0.3445655025325249	29	18.0	16.0	other	1.1177695366164864	1.659033801012363	1.1439771287690916
ZNF629	1.1286010757592018	0.0004324787632040901	0.030731543895990955	0.2841900984551106	29	18.0	16.0	other	1.9110652317579981	0.9280503481763719	0.9621728438856066
THRA	0.9583361229990002	0.00043625211948164564	0.030731543895990955	0.2415109674468606	29	18.0	16.0	other	0.3366757357023015	0.9885283351043745	1.503212023594431
SP5	1.4667403004351267	0.0004362675602194039	0.030731543895990955	0.3696354815885486	29	18.0	16.0	other		2.2533459748493354	1.3598317366115318
TMEM97	1.2375006026157476	0.0004384381559337406	0.030747180722126635	0.31200837699267653	29	18.0	16.0	other	1.9988191487494191	0.9375492730513785	1.222829920824971
PHF12	0.46537855156084046	0.00044444002259610895	0.031030173082053112	0.1174834763516362	29	18.0	16.0	other	0.6489779105873826	0.5492310228384489	0.10781966397144556
C1ORF162	-1.141090753420954	0.0004481230422369101	0.03105079123923629	0.28828670257888206	29	18.0	16.0	other	-0.8951308149687851	-1.2645812536497025	-1.3953896048463859
LINC01480	-1.169543246237762	0.000450275623995458	0.03105079123923629	0.2956070535803229	29	18.0	16.0	other		-0.4004826001015453	-1.4574996576102845
TRAT1	-1.3814349418317813	0.00045177390750541536	0.03105079123923629	0.34927182058524814	29	18.0	16.0	other	-1.3970535413662741		-2.315714221560924
GNPAT	0.5690607628218131	0.0004526067548656028	0.03105079123923629	0.14390185870773556	29	18.0	16.0	other	0.8526390582404724	0.3842004025057928	0.4749141000017577
RELB	-1.1571256215031276	0.0004567937810275683	0.031202376930017314	0.2928611279058351	29	18.0	16.0	other	-0.7850672452715076	-0.6807726945499796	-2.0485317293699663
RHOH	-1.836780022925752	0.0004589767345663058	0.031216352994490253	0.46508450618649827	29	18.0	16.0	other	-1.2474151535300009	-1.7035336005579798	-2.626478983726844
HAGH	0.7642959307314332	0.0004692313360964398	0.03164343717336881	0.19392530599815444	29	18.0	16.0	other	0.7903147858460883	0.5992274644915578	0.9327794573865269
GBP1	-2.278087626584645	0.00046955139445979715	0.03164343717336881	0.5780576012132776	29	18.0	16.0	other	-1.6267336627022178	-1.0502055177022138	-4.732009717928101
BPTF	0.551616106395207	0.0004724117937775756	0.03164343717336881	0.1400505826385733	29	18.0	16.0	other	0.4694732984131066	0.5787573342868908	0.6013309745071782
CASD1	1.3213202628262977	0.00047327784859085105	0.03164343717336881	0.33552948305861385	29	18.0	16.0	other	3.1615234923550974	1.1499583862198985	0.5303317236722663
USP27X	1.4101597907868388	0.00047938507348961807	0.0319165277408974	0.35852021731118694	29	18.0	16.0	other	2.2173335831416696	1.102311069894255	1.398194176706414
ZNF444	0.8262279928833587	0.0004814832200794204	0.03192152827576964	0.21014712454750384	29	18.0	16.0	other	1.0945432735581289	0.5581682981104483	0.8069054198912778
IL18RAP	-0.6018803188647392	0.0005090494383129705	0.03347352505115788	0.1538910965517463	29	18.0	16.0	other			
CCL4	-1.9676931314526165	0.0005091353071980412	0.03347352505115788	0.5031154458128468	29	18.0	16.0	chemokine	-1.8199837910868946	-2.3784982340834695	-2.4214257905696033
MAGI3	0.9999400479742738	0.0005149285930480263	0.03352060068383756	0.25594659040224566	29	18.0	16.0	other	1.780028074962136	0.723091902425123	0.8097897254464038
FCER1G	-1.6272978366131685	0.0005152980562067672	0.03352060068383756	0.41655460271718076	29	18.0	16.0	other	-1.157517362976776	-1.9569450789139597	-1.8903513080907999
PRMT8	1.0880976566120801	0.0005183297683395456	0.03352060068383756	0.27868536711542974	29	18.0	16.0	other		0.7052721345056197	0.7975846978918206
EMP3	-1.9371540165386678	0.0005201430584602537	0.03352060068383756	0.49631137527036157	29	18.0	16.0	other	-3.285474302693343	-0.6541992799571882	-2.8927195728498627
NELFB	0.6100830485007098	0.0005204732345231132	0.03352060068383756	0.15631662502650712	29	18.0	16.0	other	0.6678873448875308	0.49133340856123686	0.4713967442130494
KIF22	1.2528192843253705	0.0005288946885225125	0.033856039729417815	0.32148913723917844	29	18.0	16.0	other	1.4611020353261126	1.1154194082042221	0.9650340632722932
SIT1	-1.7176671430835218	0.0005317696249781872	0.033856039729417815	0.44100207031176575	29	18.0	16.0	other	-1.9550510118134055	-1.1895863089091603	-2.620947652340916
RASSF10	1.7325140325266497	0.0005330375631662329	0.033856039729417815	0.4449146645916134	29	18.0	16.0	other	2.3966291255295986	1.9784208628638733	1.0429712692784376
SBK1	1.829178834656669	0.0005342641417469444	0.033856039729417815	0.4698411623918939	29	18.0	16.0	other	1.388231934080121	1.6600465989740305	2.6564053779403753
PEG10	2.443724852455878	0.0005378439383643387	0.03390178735548639	0.6280918708059825	29	18.0	16.0	other	3.5950091986445765	0.5546236022552206	4.691003029595871
IGKC	-3.6296455984000517	0.0005402144717442772	0.03390178735548639	0.9332907141318941	29	18.0	16.0	other	-5.1635026096473515	-4.319407745863869	-2.0112258717412197
KITLG	1.424538500658366	0.0005434801894197419	0.03390178735548639	0.3665019515970808	29	18.0	16.0	other	1.7313961239413918	1.7793110282974558	1.0943827571505729
EIF4G2	0.6479200741140129	0.000546249110349981	0.03390178735548639	0.1667761490286644	29	18.0	16.0	other	0.770370927208418	0.7109082983704021	0.2859723720856034
SOX4	1.2302187372654418	0.0005470069841122921	0.03390178735548639	0.3167030664635669	29	18.0	16.0	other	1.3703828306018875	0.49215944924473043	1.6718747547186152
ZFP62	0.8138736088804507	0.0005478772910608423	0.03390178735548639	0.20955245578786924	29	18.0	16.0	other	1.3121763021808122	0.8159481960698081	0.579411898251918
MFSD6L	1.3561079070187054	0.0005552909958672405	0.034226314936676515	0.3496128025365563	29	18.0	16.0	other		2.1458246340631915	0.4099387404152091
MMP14	-1.8154292195417512	0.0005586019461190736	0.03423477741261006	0.46829461624258983	29	18.0	16.0	other	-2.796829062392528	-2.461575351381888	-1.125665121279736
SASH3	-1.5558920780366086	0.0005604908614715291	0.03423477741261006	0.40147593234338674	29	18.0	16.0	other			-2.5025968081411323
FCGR3A	-1.354817153354948	0.0005633779343726084	0.03423477741261006	0.3497632830642237	29	18.0	16.0	other	-1.2259064452407322	-1.4657788420388418	-1.3963210801612138
SESN3	1.6095249936414309	0.0005651059583569897	0.03423477741261006	0.4156411827858112	29	18.0	16.0	other	1.643667188216364	2.0434723428050434	1.48004794634816
PTPN3	0.9726608480523937	0.0005671275701153812	0.03423477741261006	0.2512643034327531	29	18.0	16.0	other	1.588272069261138	0.8194708221762638	0.6963657626961426
ZNF337	0.7740806193793313	0.0005703052064771985	0.03423477741261006	0.20007279844902143	29	18.0	16.0	other	1.0174533328117812	0.7044144833106887	0.6015370925045861
TAP2	-1.505808833408376	0.0005755584202009541	0.03423477741261006	0.3895413371965467	29	18.0	16.0	MHC-I/APM	-1.095467596436078	-1.229810911866412	-2.712983854971928
CSGALNACT1	-1.6118002541281287	0.0005755695781064512	0.03423477741261006	0.41696129029636064	29	18.0	16.0	other	-1.7564101813338828	-1.189985779072055	-2.2061044314514406
OCRL	0.8200110739140233	0.0005768693358555226	0.03423477741261006	0.2121769677892489	29	18.0	16.0	other	1.412704346367491	0.498161404962654	0.7058253416942747
BRICD5	0.7323754909305704	0.0005771247095350958	0.03423477741261006	0.18950940625653234	29	18.0	16.0	other		0.054810003431400474	0.9052109172829291
PAK6	1.3321784102150565	0.0005803590181202095	0.03428603388379025	0.34489935083945183	29	18.0	16.0	other	1.8649496211069863	1.3484992075569555	1.132057973550625
PDPK1	0.6183425132955305	0.0005835068547864828	0.03428603388379025	0.1601713300240955	29	18.0	16.0	other	0.6876625955745184	0.8098274400241599	0.281133659686394
XK	1.1243372965586103	0.0005860912332032427	0.03428603388379025	0.29136459768764983	29	18.0	16.0	other		1.7582696531446393	0.623188496645494
HELZ	0.4496622249166712	0.0005866803440410271	0.03428603388379025	0.11653825832944287	29	18.0	16.0	other	0.6616078107787731	0.309154064385738	0.3144810657754547
AUTS2	2.350087556843348	0.000593653284273161	0.03455456499161525	0.6097614169605023	29	18.0	16.0	IFN	1.6121985602811457	3.1732310125119065	2.511557091301738
RAB40C	1.0551659352947989	0.0005971077414607177	0.03455456499161525	0.27392986900928945	29	18.0	16.0	other	1.4392674708587316	0.7925098547544719	0.7187309039094856
CISH	1.1313670080010398	0.0005978449992211777	0.03455456499161525	0.2937472309056073	29	18.0	16.0	other	1.4932427072296746	1.568869192184286	0.8251683967717838
ZNF462	1.5765445494857018	0.0006023450439567861	0.034687600177350834	0.4096288403890876	29	18.0	16.0	other	0.92609324965714	1.9351363211026833	1.8125961824230226
SLX4IP	0.6908377067616437	0.0006063812526567939	0.03479305376607837	0.1796140058763944	29	18.0	16.0	other	0.29205588280227646	0.4307221815049446	0.9670101300996579
SLC36A4	1.0636975490110743	0.000609614715379772	0.03485184997817907	0.2766975806237536	29	18.0	16.0	other	1.467325919254441	0.8312385772576607	1.122221097884803
FAM98B	0.7566504658673728	0.0006140252683639593	0.034923129400411625	0.19696318709974361	29	18.0	16.0	other	0.8311311862450618	0.7574963806704289	0.7603360861227735
RHOF	-1.9378887519923367	0.0006190181159961391	0.034923129400411625	0.5048458590907957	29	18.0	16.0	other	-1.8840087044629077	-1.417108136940878	-3.253815609195796
CELF4	2.085186689430182	0.0006201861283375252	0.034923129400411625	0.5433180533274456	29	18.0	16.0	other	2.903346037987941	1.35181518806414	3.2973975904140396
NPTX1	2.366515071444327	0.000620458619346245	0.034923129400411625	0.6166474401304387	29	18.0	16.0	other		1.0416610619848596	2.55624429870616
