gene	logFC	p	fdr	se	df	n_q1	n_q4	family	lfc_GSE123902	lfc_GSE131907	lfc_GSE205335
SERPINB9	-2.073460514805517	5.986774421903661e-06	0.004498348266819898	0.3756306642374364	29	18.0	16.0	other	-1.775006699221028	-1.3719502632029217	-3.7197348158645998
GZMA	-2.2405132164312462	6.3821006352291505e-06	0.004577416632876399	0.4075982672126989	29	18.0	16.0	IFN	-1.8762512048351787	-1.5324716456919838	-3.602838985930082
CD52	-2.782927069289665	8.288408799357815e-06	0.005541431065333605	0.5151079018316306	29	18.0	16.0	other	-2.518135521968184	-2.768721252860174	-3.849730908825224
REV1	0.8608213634769322	8.42856616819865e-06	0.005541431065333605	0.15951279847806926	29	18.0	16.0	other	1.1922036507791185	0.7426977766622322	0.6983856575369733
TBCD	0.9633925386059735	9.17130027673971e-06	0.0057885578826670355	0.17953197849358754	29	18.0	16.0	TJ	1.3376993835278872	1.1053510003282188	0.5072449346069713
RGS1	-2.377095193479858	9.779844690698109e-06	0.005935237283635594	0.4448999029970803	29	18.0	16.0	other	-3.009170439561304	-1.437737055291734	-3.746421252230003
GOLGA7B	2.3015511943306763	1.0281726700767331e-05	0.0060087172448669525	0.43221916597408194	29	18.0	16.0	other	3.1244753795085773	2.828880794709532	1.9160209363998078
GMFG	-2.382386883308302	1.1226345617550242e-05	0.006026048238243719	0.45007496788896423	29	18.0	16.0	other	-2.7722538208797776	-1.7110413203745751	-3.4099406655373334
TP53I11	2.045624574947857	1.1335037511833315e-05	0.006026048238243719	0.38670807140734603	29	18.0	16.0	other	1.6174262060630094	2.4993352593829288	2.2153484595707473
ACAP1	-1.9879442028628445	1.145709152337357e-05	0.006026048238243719	0.37607824150646874	29	18.0	16.0	other	-2.5424786957003156	-1.473050744603619	-2.895597621339422
GZMM	-2.01839308466295	1.3906687643761521e-05	0.007078504010674614	0.3869441019865427	29	18.0	16.0	other		-1.8727479834553236	-2.503654113691843
GIMAP4	-2.0061329204544687	1.5246262617804012e-05	0.007469001215977431	0.3870493086676808	29	18.0	16.0	other	-2.769430539344537	-1.0667838683786965	-2.7168828203055697
GNLY	-2.7446098358369393	1.562057418893816e-05	0.007469001215977431	0.5304190067488564	29	18.0	16.0	other	-2.435075360720645	-1.9805746752517683	-4.336236480260647
CD3D	-2.4245918500693895	1.7145057747476878e-05	0.007767017300370007	0.4716265981363001	29	18.0	16.0	other	-2.080281100073276	-1.5751955569325815	-3.7947833660519805
PRDM16	1.8235333755515908	1.8661144766592848e-05	0.007767017300370007	0.35682578174216006	29	18.0	16.0	other	1.485945938433623	2.307687310777611	1.6539137358686866
FAAH	1.3160506068395441	1.9030451094921595e-05	0.007767017300370007	0.2578781952966974	29	18.0	16.0	other	1.3614371736039415	1.6886573051319242	0.9193168529691359
ASPSCR1	0.8448343799820031	1.9095202403104896e-05	0.007767017300370007	0.16558371060614266	29	18.0	16.0	other	1.1655846960669045	0.7729849468379707	0.5734098544640991
FAM234A	0.5909302977209694	1.9257313288307083e-05	0.007767017300370007	0.11588873684539831	29	18.0	16.0	other	0.5297623396434772	0.45999140999858407	0.4630105782476348
FAM174B	2.0061372517081217	1.9616512182214257e-05	0.007767017300370007	0.3939419373412172	29	18.0	16.0	other	1.8506698916780895	2.874001978471669	1.7193550640726147
ANKRD65	2.3829417683996557	2.039112081802551e-05	0.007767017300370007	0.4692180938413011	29	18.0	16.0	other	0.976911106291092	3.4983642615642876	2.462478233944517
HCST	-1.7986005833328644	2.046717461617095e-05	0.007767017300370007	0.35425059599530284	29	18.0	16.0	other	-1.7807343503218551	-1.4085219407353797	-2.668395051775132
ZNF827	1.2940107726828625	2.0849625784918286e-05	0.007767017300370007	0.2552018400767885	29	18.0	16.0	other	1.2911502318975305	1.0507831268400316	1.6745588449443298
NKG7	-2.722356588223232	2.1166217372197875e-05	0.007767017300370007	0.5374715757504632	29	18.0	16.0	other	-2.7867823288355695	-2.2185587131611824	-3.840131102244603
ALOX5AP	-1.8811404480621783	2.3299132056267365e-05	0.008326733405169222	0.3739410732216053	29	18.0	16.0	other	-1.8711814106202156	-1.1830865902654752	-3.0465798316529153
DOK2	-1.7315492904507244	2.4120767233157766e-05	0.008326733405169222	0.3450598723340601	29	18.0	16.0	other	-2.3679720404739175	-0.8489677766657783	-2.6690425871802677
PPP1R9A	1.7347331597074684	2.4658162964316483e-05	0.008326733405169222	0.34624128121268305	29	18.0	16.0	other	3.1886526141847438	0.9855500614206797	1.8202780584602687
CD8A	-1.6912272090428753	2.480236200284894e-05	0.008326733405169222	0.33769916499669755	29	18.0	16.0	other	-1.3725612111804633	-0.7976415697917515	-2.8490054299283822
ZNF652	0.833850857773858	2.593795583197142e-05	0.00852656260568077	0.16703800383713416	29	18.0	16.0	other	0.7778442722080405	1.1797291867467405	0.5191744853603465
LSP1	-2.36009874551322	2.6789592722808823e-05	0.00862679558312654	0.47388110496465563	29	18.0	16.0	other	-2.5358129244379417	-1.8668333043095289	-3.4531740455430713
ENTPD1	-1.358230361576314	3.023377699741935e-05	0.009355721364316116	0.27512109945441077	29	18.0	16.0	other	-2.457875422926643	-0.612863463421965	-1.6012136516955255
CD2	-2.1773215585447967	3.077668399713086e-05	0.009355721364316116	0.4416078262446861	29	18.0	16.0	other	-2.1680264185325786	-1.12438864389511	-3.362363832613697
ZNF263	0.7354655571206808	3.0831960893874014e-05	0.009355721364316116	0.14918783338428948	29	18.0	16.0	other	0.9270253341315814	0.474401640070845	0.9605048517084673
NAA60	0.7094889876224975	3.2360019420087095e-05	0.009495118616155264	0.1444284866173206	29	18.0	16.0	other	1.144005909905001	0.45648864610100814	0.47680334939328944
CCDC69	-2.1058049288518803	3.249486059144333e-05	0.009495118616155264	0.42880283916551504	29	18.0	16.0	other	-2.3234465940032485	-1.4034540511146907	-3.0263730179970825
HMOX1	-1.478247074852082	3.823592762834186e-05	0.010969540037229204	0.3046464904771893	29	18.0	16.0	other	-1.3407425949242948	-1.7364724592059075	-1.88565832834774
PTGER2	-1.3193750697075834	4.057059244359602e-05	0.011431488895848243	0.27310611334667523	29	18.0	16.0	other		-1.3722926674983418	-1.4093576387501818
SLC2A3	-2.617419698704882	4.2569969824116745e-05	0.011784413225521722	0.543746545004785	29	18.0	16.0	other	-1.5582046462100605	-4.086921342197054	-2.619048929596822
NUBP2	0.6009845655013785	4.8983325467024345e-05	0.012914864218493648	0.12617431053147113	29	18.0	16.0	other	0.14614345417658725	0.5611409782075496	0.569098199961918
GBP5	-2.3198848639273333	4.903453950855794e-05	0.012914864218493648	0.487089068664853	29	18.0	16.0	other	-2.9996414096816384		-3.9626556864588323
AC133644.2	-1.1409254112763096	4.99173705712141e-05	0.012914864218493648	0.23987548236179124	29	18.0	16.0	other	-2.349326293357333	-0.876410384212617	
CD3E	-2.3603222575669256	4.992754403499034e-05	0.012914864218493648	0.4962569640825667	29	18.0	16.0	other	-1.8273644152521595	-1.720554243975743	-3.635436963821112
KLRD1	-1.4187609170629099	5.197272482597283e-05	0.01319805885483709	0.2992040644364407	29	18.0	16.0	other		-1.0100998162784895	-2.3408645444426854
BIN2	-1.94457062490509	5.344254744724467e-05	0.01319805885483709	0.4109637512997074	29	18.0	16.0	other	-2.8904223986788242	-1.176696854254746	-2.565613479936619
RRN3	0.6636625991642574	5.4985091212379395e-05	0.01319805885483709	0.14056251774204323	29	18.0	16.0	other	0.9278166270516902	0.8003998311647059	0.2900272808620316
HAVCR2	-1.5360312825778624	5.669700298098265e-05	0.01319805885483709	0.3260919445484185	29	18.0	16.0	other	-1.8507807633040838	-1.0106824558663055	-2.1632165505072734
LINC00630	0.7521342957017322	5.697982763901811e-05	0.01319805885483709	0.15973527458129824	29	18.0	16.0	other		0.25359669293630926	0.8363351825496822
GADD45G	2.5095846624539786	5.7845768663386365e-05	0.01319805885483709	0.5335918054447086	29	18.0	16.0	other	2.674803368830821	2.620252229252726	2.316657322881273
CACNA2D2	2.328031211079885	5.786491492201213e-05	0.01319805885483709	0.49500218553665826	29	18.0	16.0	other	4.17486217899832	1.6401049297823376	2.4238943307551453
ATF2	0.5888716598475138	5.806189610457957e-05	0.01319805885483709	0.12524261726849306	29	18.0	16.0	other	0.5885021432184633	0.43359138024239985	0.6033416055105804
BAZ2B	0.8611482109081176	5.855023257738743e-05	0.01319805885483709	0.1832687481928285	29	18.0	16.0	other	0.7791204324649196	0.8214163317219907	1.0203960237993728
RAP1GAP	2.369760041130123	6.135213168980566e-05	0.013259397142981317	0.5061458815483272	29	18.0	16.0	other	4.006304354292876	2.605737532125616	1.3670450911308327
AK1	1.2196739455833527	6.144745716816847e-05	0.013259397142981317	0.2605355699807744	29	18.0	16.0	other	1.123252354331561	1.5244640078215075	1.0563836658389358
AMACR	1.1300009715318948	6.226170360005871e-05	0.013259397142981317	0.24162551073293223	29	18.0	16.0	other		0.664556709896881	1.5946932436195984
WASIR2	1.0707218817931166	6.409838721446586e-05	0.013259397142981317	0.22946455015128683	29	18.0	16.0	other		1.2278070109503187	1.3395043442078243
XCL2	-1.6868196966589935	6.550309377044682e-05	0.013259397142981317	0.36210630996980014	29	18.0	16.0	chemokine			-2.3245521315001505
JMJD8	0.7269767824488909	6.61081801840429e-05	0.013259397142981317	0.1561699145925039	29	18.0	16.0	other	0.5108062768783019	0.911311832176793	0.5064129093832611
CD247	-1.947723872688785	6.823047259399814e-05	0.013259397142981317	0.4194394532717754	29	18.0	16.0	other	-1.5828938769785714	-1.2422871340015242	-2.8895349250544595
KSR2	1.4734143857697366	6.869022013608928e-05	0.013259397142981317	0.3174632890603612	29	18.0	16.0	other		0.9934608900760562	2.0221454054907473
ZBED5	1.1405110651184025	6.980431477356775e-05	0.013259397142981317	0.24604343651784655	29	18.0	16.0	other	1.1505861508235564	1.0465947127269246	1.2792521333096492
RUNDC1	0.5689232542755299	6.982833130882359e-05	0.013259397142981317	0.12273759209845707	29	18.0	16.0	other	0.8285120467524648	0.6046805269697983	0.4128163357510828
PLPPR1	1.6868926235699464	7.089030411470183e-05	0.013259397142981317	0.3643527749706354	29	18.0	16.0	other	3.0475007802288543	1.1487289906993103	1.439541008674259
PLEK	-1.6488601315574172	7.11633292311667e-05	0.013259397142981317	0.35624487984763986	29	18.0	16.0	other	-2.518163130045986	-0.986404675187243	-2.42396990224172
PELI2	1.6432014676225501	7.15043817569904e-05	0.013259397142981317	0.35515472127805964	29	18.0	16.0	other	1.293634665195373	1.849089089048456	1.927320320961488
SGSM1	1.3259778502634223	7.154049273581439e-05	0.013259397142981317	0.28660261932606973	29	18.0	16.0	other	1.253246255711877	1.9168547944085197	1.149268391367169
LNX2	1.0034270503302662	7.205529195036608e-05	0.013259397142981317	0.2170064881949044	29	18.0	16.0	other	1.6308153989685865	0.9466411967444366	0.6599924801941198
FGR	-1.224105170978883	7.308008522914687e-05	0.013259397142981317	0.2650237156864625	29	18.0	16.0	other		-0.8959486298226526	-1.6872204509803714
CLEC2D	-1.2181135406346004	7.476526673767331e-05	0.013259397142981317	0.26419730665696706	29	18.0	16.0	other	-1.6950438121806728	-0.40832184339046074	-2.138914983292382
GBP2	-2.346936875020419	7.557027469378143e-05	0.013259397142981317	0.5094557016753728	29	18.0	16.0	IFN	-2.576788373318859	-1.4050321170653273	-4.102184370306595
ABI3	-1.54775215428126	7.66093418185719e-05	0.013259397142981317	0.3363346206588163	29	18.0	16.0	other	-1.5741024487435593	-0.9438315113627718	-2.3717135957584907
TSPAN3	1.1540340525000659	7.696903776957358e-05	0.013259397142981317	0.2508698405641652	29	18.0	16.0	other	1.5220359608038128	1.5450337781214283	0.5335256247067816
OVOL2	1.5226534630838795	7.720621900636035e-05	0.013259397142981317	0.3310821897390944	29	18.0	16.0	other	2.7874638018640674	0.9836908315313998	1.283702927811191
CD3G	-1.9523405563376413	7.793263121588705e-05	0.013259397142981317	0.42482475515665014	29	18.0	16.0	other	-1.8162003669944724	-0.8592986119499701	-3.369654533752627
THUMPD1	0.8412646363229621	7.814968846550874e-05	0.013259397142981317	0.18309724588054963	29	18.0	16.0	other	0.855451466559553	0.690590864026358	0.8678010711912532
ROGDI	1.1410807737867021	8.071819990307868e-05	0.013549494428411473	0.24898378327348275	29	18.0	16.0	other	1.8775803121594297	0.6167082643733487	1.0521095795158846
LAPTM5	-2.2046999477492295	8.883955110187561e-05	0.014640100071669796	0.4847296166082828	29	18.0	16.0	other	-1.7013720037478228	-1.6641901753796808	-3.6643924172343953
PNMA6A	2.1908536735360014	8.907089212753028e-05	0.014640100071669796	0.4817849307289531	29	18.0	16.0	other		2.1053616205575776	3.276649126888996
PNPLA7	1.1148598607175084	9.065445250746289e-05	0.014746769135208834	0.2455098907927033	29	18.0	16.0	other		1.0635863544350994	0.9193362770726329
CD79B	-1.9649211184399609	9.304694562829332e-05	0.014981507704784087	0.43360628605384793	29	18.0	16.0	other	-2.9751648813626423		-2.0620989456019645
KAT7	0.5748758891252744	9.580071199481946e-05	0.015242520657876709	0.12715592838557216	29	18.0	16.0	other	0.8856365229642305	0.21975043486328502	0.45369990512644554
FBXW4	0.8394376708620853	9.660004219454152e-05	0.015242520657876709	0.18579746104575207	29	18.0	16.0	other	1.3797263153505444	0.8821473855904908	0.5060467922704168
LUC7L3	0.8168482887892655	0.00010590092318719139	0.016544660069016764	0.18213858441143552	29	18.0	16.0	other	0.2661278571097791	0.48990181162115215	1.5137085400504562
KANSL1	0.8523686855383888	0.00011014292116484727	0.01692559458120981	0.1906633388947447	29	18.0	16.0	other	1.178108256269377	0.6257915037740331	0.8759010110517643
TIGIT	-1.6672258026910936	0.00011048458342509732	0.01692559458120981	0.3730294298325306	29	18.0	16.0	other			-2.844908664835608
CLDN3	1.8847380889813639	0.00011319374510302744	0.01712690738052158	0.4225255821895828	29	18.0	16.0	TJ	1.8875194648146432	2.1060901035786546	1.9130853514430464
STX11	-1.797911312099736	0.00011396953387126979	0.01712690738052158	0.40328419285253025	29	18.0	16.0	other	-1.1339621643022473	-1.5277338810790642	-2.9929959942472424
TBC1D30	1.5245914677492804	0.00011547042782840114	0.017188753591550393	0.3423405464328182	29	18.0	16.0	other	2.3447811090816457	1.7744629275096306	1.027070176864221
CSF2RB	-1.111554722235998	0.0001211874665816785	0.0178711872447879	0.2505801032316803	29	18.0	16.0	IFN	-3.033635714011652		
GIMAP7	-1.8596977426403416	0.00012370890837479004	0.018027266080336626	0.41994213303214956	29	18.0	16.0	other	-2.1003279261090477	-0.9989330299375181	-2.4612456995920677
LCK	-2.0351132013844535	0.00012453083229334509	0.018027266080336626	0.459802292054569	29	18.0	16.0	other	-1.4211674922329127	-1.4393761970006662	-3.4490465930725827
CENPB	0.9324253666130651	0.0001257159362377792	0.01803337961723562	0.21083062131962726	29	18.0	16.0	other	1.515753458645644	1.0450876093114028	0.4424091973167429
MYLK	-2.043113541505603	0.0001285075248193184	0.018263514316002684	0.46280152432874666	29	18.0	16.0	other	-3.21679901526102	-1.6463078281678396	-1.778247609217196
MRPS26	0.8286892314226251	0.0001299486851842739	0.018263514316002684	0.1878849538431932	29	18.0	16.0	other	0.727031174781925	0.7003805443122689	0.8472132052050025
MSC	-1.2003157020430597	0.0001316652348489069	0.018263514316002684	0.2724361184739965	29	18.0	16.0	other			
GNAQ	1.0140834641796797	0.00013212801766739185	0.018263514316002684	0.23023341778263665	29	18.0	16.0	other	1.3088677256809154	1.2139470977885292	0.8412075061453178
INPP5J	1.3910522235701186	0.00013310755728121609	0.018263514316002684	0.3160111031983165	29	18.0	16.0	other	0.7790108348158409	1.4561538903973632	1.5033254335722581
RBBP8NL	1.1745756773882539	0.0001347128416528527	0.018324430417589334	0.2670970988743576	29	18.0	16.0	other		1.5396764349466006	0.8816115480371044
PIDD1	0.96100627583075	0.0001423960049117213	0.01897766564573842	0.2195365006547648	29	18.0	16.0	other	0.7978699423569408	0.6740153502003225	1.0931984746012555
SETD7	1.177592656446667	0.00014404433558531536	0.01897766564573842	0.2692714436507908	29	18.0	16.0	other	0.7152720241945784	1.875171245401091	0.541972953057059
TRIM24	1.1148900453697537	0.0001445341176097962	0.01897766564573842	0.25500555480295606	29	18.0	16.0	other	1.478024527537283	0.9521556577897353	1.0836595687060115
MYCL	1.9766693134556805	0.0001461524138345458	0.01897766564573842	0.4525362435143489	29	18.0	16.0	other	3.795578491639845	0.8312186952928711	1.8073689501596684
MBIP	1.5903174076492235	0.0001476042070626494	0.01897766564573842	0.3643847165725046	29	18.0	16.0	other	2.688073915069827	1.5780455165538114	1.2468850542814696
EIF1AX	0.6975842452316575	0.000148550406234836	0.01897766564573842	0.15992043528816524	29	18.0	16.0	other	0.5082617458280742	0.7219218119803794	0.7053395923780703
RBBP6	0.638344023315647	0.00014887385072267297	0.01897766564573842	0.14636618074579263	29	18.0	16.0	other	0.780607414234682	0.5517329255861116	0.4415195819084959
VEZF1	0.8263169035699258	0.0001491368616560976	0.01897766564573842	0.18949441619691648	29	18.0	16.0	other	0.9921118301236547	0.765302846522702	0.8941265942844234
GBP4	-2.1545102082042935	0.00015087704570171642	0.019045511233019067	0.49455904527270744	29	18.0	16.0	IFN	-0.8060319102500737	-1.3132849697342048	-4.3130525009379515
RALGAPA2	1.1568537129603969	0.0001581675016482409	0.01980734133736185	0.2666002012389282	29	18.0	16.0	other	0.9654721454093813	1.9487347715640477	0.7887420107584328
SP140	-1.8023080464984504	0.00016045923152458756	0.019846147179136114	0.4158479766305473	29	18.0	16.0	other	-3.05209822576343		-2.6596055122626763
GZMK	-2.0197652849378853	0.0001609928917503912	0.019846147179136114	0.46615185469515935	29	18.0	16.0	other	-2.2593080707781077	-1.2686622291012408	-2.27673632499351
JADE3	0.8914193988431369	0.00016258819572200828	0.019887435196105183	0.20590551658716724	29	18.0	16.0	other	0.9756709402883867	0.41620896143917097	1.2356603457369484
REPS2	1.344918382444102	0.00016427048392278937	0.019938645890905334	0.31092623991916235	29	18.0	16.0	other	1.3201287126094199	1.6092305471981911	1.1941237144440426
ARSD	1.1140436939280598	0.0001693633548336331	0.020391731632974745	0.2582139681145685	29	18.0	16.0	other	0.8332439204712405	1.6486307626610774	0.7591466103054534
CD69	-2.2860664393435104	0.00017233558347616695	0.020391731632974745	0.5306445981177208	29	18.0	16.0	IFN	-2.891200835892991	-2.2962634359798786	-3.2335723174988606
ORMDL3	0.9789709388232742	0.00017308745081967105	0.020391731632974745	0.22732351411349316	29	18.0	16.0	other	1.0414128183059936	1.1089957692598844	0.7180864706575733
SPOP	0.5681268028142314	0.00017317270034974435	0.020391731632974745	0.13192828090997763	29	18.0	16.0	other	0.17016156941703828	0.4980915167976008	0.7942700936875051
ZMYM3	0.8357590821415941	0.0001750029803019192	0.02040941285357109	0.19424937044133295	29	18.0	16.0	other	1.430465050352636	0.2996434051938971	0.8384795406113718
PTPN7	-1.7654995778091964	0.00017654804722688644	0.02040941285357109	0.41064738482854074	29	18.0	16.0	other	-2.546126329065311	-0.777945776139269	-2.622187214943297
DYNLL2	0.9625541173802422	0.00017720321699342414	0.02040941285357109	0.22395603154877586	29	18.0	16.0	other	1.6109536416117456	0.942264033903804	0.5698159834341399
ZNF710	0.9575294515530433	0.0001807462059185657	0.02066662596513803	0.22316100030613234	29	18.0	16.0	other	1.8428832781599152	0.6969722558412352	0.5833059146153127
CD27	-2.108184116215272	0.00018267080464117838	0.020736421772900384	0.49177343373868876	29	18.0	16.0	other	-3.5363499734605917	-0.9397505566266151	-2.5587453344342683
IL16	-1.6506351119597282	0.00018561108364466853	0.02091969492020875	0.38556435107831405	29	18.0	16.0	other	-2.2772418114837554		-2.3358465552391956
ITM2A	-2.1174575653865784	0.00018748296129344525	0.02098080600176789	0.4950297272687549	29	18.0	16.0	other	-2.5869825806402567	-1.0095610527526035	-2.9279465432162133
SH2D1A	-1.718071642515005	0.00019022152886350146	0.021022648205334105	0.4021557629622348	29	18.0	16.0	other			-2.6910962539979897
GLIPR1	-1.602021398206852	0.0001909640325770531	0.021022648205334105	0.37511599982568844	29	18.0	16.0	other	-2.1200040356118657	-1.0133896414987242	-2.2736628453896817
SIAH1	0.8909269933725795	0.0001918538146630402	0.021022648205334105	0.208694781407376	29	18.0	16.0	other	0.4862383599202589	0.9554728913440667	0.7317028820512925
TBC1D10C	-1.8497217145242713	0.0001938544830613284	0.021032989045971503	0.43367104997419703	29	18.0	16.0	other	-2.4147482284664696	-1.3323414087327776	-2.658385838644626
KLRB1	-1.6603150874327601	0.00019461413275314275	0.021032989045971503	0.38939433761564696	29	18.0	16.0	other	-2.6959784173807066	-0.9512943001831247	-1.8851557845341518
PPP1R13B	1.1716912783561924	0.00019629492168992085	0.021053899709844004	0.2749992513369509	29	18.0	16.0	other	1.8051114742259202	1.2123501931804244	0.61662241007504
PHKB	0.8896001154799956	0.0001980870993662269	0.021053899709844004	0.20895404889687025	29	18.0	16.0	other	0.693801936806785	1.5277829663735591	0.013472907547045809
CST7	-2.0265206396982163	0.0001991985096632264	0.021053899709844004	0.476228080320839	29	18.0	16.0	other	-2.2295360369701687	-0.9107051872185058	-3.0429157269500355
TNFRSF4	-2.0559684053846476	0.00020037227861285806	0.021053899709844004	0.48339143416300656	29	18.0	16.0	other	-3.1070669259994483	-1.233336313405261	-2.5468084789414225
TMEM8B	1.4255047957299074	0.00020185323683536292	0.021053899709844004	0.33537083868774753	29	18.0	16.0	other	1.2907236576890764	1.490651603370824	1.6291609018380007
PTAR1	0.9269912443567403	0.00020281340743369595	0.021053899709844004	0.21817701242169346	29	18.0	16.0	other	0.5300492880354291	0.6829910279239639	1.2730179145019838
ARHGAP15	-1.6401449824782035	0.0002102607521223464	0.02150555685181543	0.387223245651478	29	18.0	16.0	other	-2.734400323373536		-2.1791573413990566
TRIQK	1.000726597988114	0.00021044979149560024	0.02150555685181543	0.23628068610771205	29	18.0	16.0	other	1.0296363403344935	0.9917525591268164	1.1482869499132484
MED13	0.6439816582136347	0.00021269809398900683	0.02150555685181543	0.15218919268679762	29	18.0	16.0	other	0.802412337099973	0.4713776693301993	0.6195619556096866
NR0B2	2.143474287460183	0.00021305951805175325	0.02150555685181543	0.5066314494104814	29	18.0	16.0	other	3.0376741469242448		3.092411208346586
ZDHHC21	1.006079984681308	0.00021397885960675723	0.02150555685181543	0.23788529371861425	29	18.0	16.0	other	1.0128332813049183	1.0898463784507666	1.152334843360076
MID1IP1	1.1228932172722346	0.0002184002267294973	0.02181099479471353	0.2659746695530393	29	18.0	16.0	other	1.47766441785767	1.5731613262568207	0.4925472403108703
GZMH	-1.693743775779577	0.00022192748438500099	0.02202386022711277	0.40174571700207623	29	18.0	16.0	other		-1.3163518021152885	-2.6981845730451863
HES6	2.379031834940533	0.0002272702579000039	0.02240416304885335	0.5654562887986602	29	18.0	16.0	other	2.094005008708952	2.4399300884104225	3.2222781058817263
FRY	1.3581176511267619	0.00022859942017018755	0.02240416304885335	0.32296536522036856	29	18.0	16.0	other	0.17597557626596178	1.6043247714211084	1.8149552254344359
LUC7L	0.7477391855880068	0.00023250184036850555	0.02264596629120154	0.17807681201226536	29	18.0	16.0	other	0.3390076486784806	0.5509927970280358	1.0957655746963266
SECISBP2	0.6312995118480109	0.00024002565092208283	0.02323536653926101	0.15076387543540726	29	18.0	16.0	other	0.2193109355356545	0.8266415673467828	0.6713155582913483
TMX4	1.108942329637743	0.00024292386589415136	0.02324005649142997	0.2651098001893232	29	18.0	16.0	other	0.6180757090413529	1.3861816650992835	0.9971692308049271
ATP1B1	1.5197649151048325	0.0002430197934651084	0.02324005649142997	0.36333581633383233	29	18.0	16.0	other	1.0104962467883456	2.207585923134289	1.1872552921653714
GZMB	-1.998458376755944	0.00024822362781744197	0.023594702550189257	0.4786647553923907	29	18.0	16.0	other	-0.9286747411673243	-2.1083434718292375	-2.5723990567455286
PDCD1	-1.4451052038773071	0.0002502811723332415	0.023647824061354596	0.3463775565111244	29	18.0	16.0	other			-2.2834144321571723
P2RY10	-1.4206762941151407	0.00025813058159213363	0.024244300279418315	0.34144609753817906	29	18.0	16.0	other			-2.023194899320028
EPB41L5	1.1163930720470367	0.0002633387321468348	0.02458711156535448	0.2687864221394492	29	18.0	16.0	other	2.4834221263873975	0.3546252701658213	0.6451149655517991
PCMTD2	0.735906761642152	0.0002651121917188859	0.02460708984195471	0.17728409325912622	29	18.0	16.0	other	0.5904938995387022	0.30198277455203	1.1275425588894643
