symbol	n_probes	n_arrays	tokens	GSM558700	GSM558701	GSM558702	median_log2	mean_log2	direction_median
BCAT2	1	3	BCAT2	-0.454	0	-0.2688	-0.2688	-0.240933	DOWN
BCCIP	4	3	BCCIP	0.26585	0.37285	-0.52195	0.26585	0.0389167	UP
BCHE	2	3	BCHE	2.13575	0.9639	-0.889	0.9639	0.736883	UP
BCKDHA	2	3	BCKDHA	0.72605	0.106	-0.1634	0.106	0.222883	UP
BCKDHB	1	2	BCKDHB	-1.2863	-0.454		-0.87015	-0.87015	DOWN
BCKDK	2	3	BCKDK	-0.73455	0.04475	0.1337	0.04475	-0.185367	UP
BCL10	1	3	BCL10	0.757	1.2928	-0.4344	0.757	0.538467	UP
BCL11A	3	3	BCL11A	-1.9629	0.3927	-0.6897	-0.6897	-0.7533	DOWN
BCL11B	2	2	BCL11B	-1.20255	-0.152		-0.677275	-0.677275	DOWN
BCL2	2	3	BCL2	2.0321	4.2307	-0.11725	2.0321	2.04852	UP
BCL2A1	1	2	BCL2A1	-3.4739	-0.8625		-2.1682	-2.1682	DOWN
BCL2L1	1	3	BCL2L1	-0.8365	0.4957	-4.6439	-0.8365	-1.66157	DOWN
BCL2L10	1	3	BCL2L10	0.5656	0.111	0.4542	0.4542	0.376933	UP
BCL2L11	3	3	BCL2L11	-0.4941	1.70095	-0.64405	-0.4941	0.1876	DOWN
BCL2L12	2	3	BCL2L12	3.4601	1.59415	1.40145	1.59415	2.1519	UP
BCL2L13	2	3	BCL2L13	2.6822	-1.01135	0.60395	0.60395	0.758267	UP
BCL2L14	4	3	BCL2L14	-1.26145	1.5323	-0.9621	-0.9621	-0.230417	DOWN
BCL2L2	1	2	BCL2L2		1.0976	3.1795	2.13855	2.13855	UP
BCL3	1	3	BCL3	1.2141	-2.5564	0.4751	0.4751	-0.289067	UP
BCL6	3	3	BCL6	0.92085	0.4005	0.7743	0.7743	0.69855	UP
BCL6B	1	2	BAZF	1.2265		0.8237	1.0251	1.0251	UP
BCL7A	1	2	BCL7A	-2.737	-0.5778		-1.6574	-1.6574	DOWN
BCL7B	1	3	BCL7B	0.4854	0.5558	1.144	0.5558	0.7284	UP
BCL7C	1	3	BCL7C	1.511	0.757	0.903	0.903	1.057	UP
BCLAF1	2	3	BCLAF1	-0.05705	0.5145	-0.0589	-0.05705	0.13285	DOWN
BCLAF3	1	3	CXORF23	-0.1203	0.6229	0.2388	0.2388	0.247133	UP
BCO1	1	3	BCMO1	2.8258	-2.9434	1.1699	1.1699	0.350767	UP
BCO2	2	3	BCDO2	2.4647	-2.3821	3.4502	2.4647	1.1776	UP
BCORL1	3	3	BCORL1|CXORF10	-0.0893	1.0286	-0.5564	-0.0893	0.127633	DOWN
BCORP1	1	3	BCORL2	0.8156	0.4647	0.9411	0.8156	0.740467	UP
BCR	2	3	BCR	3.75545	-0.82105	-1.00635	-0.82105	0.642683	DOWN
BCS1L	1	3	BCS1L	1.7225	-1.5564	2.5898	1.7225	0.918633	UP
BDH1	1	3	BDH	-0.1844	-3.6439	-2	-2	-1.94277	DOWN
BDH2	2	3	DHRS6	-0.6203	2.0807	0.3274	0.3274	0.595933	UP
BDKRB1	1	2	BDKRB1	-3.1844	-4.6439		-3.91415	-3.91415	DOWN
BDKRB2	1	2	BDKRB2		0.5261	2.7225	1.6243	1.6243	UP
BDNF	4	3	BDNF	0.3448	1.0772	-1.48065	0.3448	-0.01955	UP
BDP1	3	3	BDP1	-2	0.5361	0.26965	0.26965	-0.398083	UP
BECN1	1	3	BECN1	0.251	0.4751	-0.2515	0.251	0.1582	UP
BEND2	2	3	CXORF20	1.7004	-0.14485	-0.8365	-0.14485	0.239683	DOWN
BEND3	1	3	KIAA1553	-1.1203	0	-0.811	-0.811	-0.643767	DOWN
BEND5	1	3	FLJ11588	0.7137	-2	-1.3585	-1.3585	-0.8816	DOWN
BEND6	3	3	C6ORF65	-0.6897	-0.3771	0.0144	-0.3771	-0.3508	DOWN
BEND7	2	3	C10ORF30	-1.9434	1.17885	-0.1601	-0.1601	-0.308217	DOWN
BEST1	2	3	VMD2	0.669	-1.4739	1.373	0.669	0.189367	UP
BEST2	1	2	VMD2L1	5.7732	0		2.8866	2.8866	UP
BEST3	1	3	MGC13168	2.5607	4.1938	-1.5564	2.5607	1.7327	UP
BET1	1	3	BET1	-0.3771	-1.0589	-0.3401	-0.3771	-0.592033	DOWN
BET1L	2	3	BET1L	1.25165	-0.2274	0.1079	0.1079	0.377383	UP
BEX2	1	3	BEX2	-1.1844	0.3103	-0.2515	-0.2515	-0.3752	DOWN
BEX3	1	3	NGFRAP1	1.2928	1.384	-0.074	1.2928	0.8676	UP
BFAR	1	3	BFAR	2.9486	-0.0893	0.546	0.546	1.1351	UP
BFSP1	1	3	BFSP1	-0.3401	0.9635	-3.0589	-0.3401	-0.811833	DOWN
BFSP2	1	2	BFSP2		1.7093	0.6781	1.1937	1.1937	UP
BFSP2-AS1	1	2	MGC2848	-2.8365	0.5261		-1.1552	-1.1552	DOWN
BGLAP	1	3	BGLAP	0.6135	-1.3959	-0.1361	-0.1361	-0.306167	DOWN
BHLHE40	1	3	BHLHB2	1.774	1.4854	-0.2176	1.4854	1.01393	UP
BHLHE41	1	2	BHLHB3	0.0426	-2.2515		-1.10445	-1.10445	DOWN
BHMT	1	3	BHMT	1.6229	-2.9434	2.0286	1.6229	0.236033	UP
BHMT2	1	2	BHMT2	2.0841		1.281	1.68255	1.68255	UP
BICC1	1	3	BICC1	0.0144	1.6229	0.8639	0.8639	0.833733	UP
BICD1	1	3	BICD1	2.2016	-1.8365	1.144	1.144	0.503033	UP
BICD2	2	3	BICD2	-0.0355	1.1939	-0.161	-0.0355	0.332467	DOWN
BICRA	1	3	GLTSCR1	-1.2515	1.7181	2.0942	1.7181	0.8536	UP
BICRAL	1	3	KIAA0240	1.0286	0.3674	0.8718	0.8718	0.755933	UP
BID	2	3	BID	0.3674	1.06745	1.24775	1.06745	0.8942	UP
BIK	1	2	BIK	-0.8625	0.757		-0.05275	-0.05275	DOWN
BIN1	1	3	BIN1	0.6781	0.2141	-1.5146	0.2141	-0.207467	UP
BIN2	1	2	BIN2	-5.0589	-1.4739		-3.2664	-3.2664	DOWN
BIN3	1	3	BIN3	-1.737	3.5814	0.585	0.585	0.8098	UP
BIRC2	1	3	BIRC2	0.7398	-1.3585	-0.6666	-0.6666	-0.428433	DOWN
BIRC3	2	3	BIRC3	-1.91825	-2.4739	-1.3627	-1.91825	-1.91828	DOWN
BIRC5	2	3	BIRC5	-0.3319	-1.1722	0.963	-0.3319	-0.180367	DOWN
BIRC6	1	3	BIRC6	-5.6439	1.6276	-1.1844	-1.1844	-1.73357	DOWN
BIRC7	1	2	BIRC7		0.8319	0.3219	0.5769	0.5769	UP
BIRC8	1	2	BIRC8	-1.5564		-3.4739	-2.51515	-2.51515	DOWN
BIVM	1	3	BIVM	0.4647	0.2141	-0.8365	0.2141	-0.0525667	UP
BLCAP	1	3	BLCAP	-3.0589	1.5705	-4.3219	-3.0589	-1.93677	DOWN
BLK	1	2	BLK	0.4222		-1.7859	-0.68185	-0.68185	DOWN
BLM	2	3	BLM	-0.152	-3.1844	0.7655	-0.152	-0.856967	DOWN
BLMH	1	3	BLMH	2.4168	0.3896	-0.2345	0.3896	0.8573	UP
BLNK	1	2	BLNK		-3.1844	0.9709	-1.10675	-1.10675	DOWN
BLOC1S1	1	3	BLOC1S1	1.4168	-1.1844	-0.9434	-0.9434	-0.237	DOWN
BLOC1S2	1	3	BLOC1S2	-0.415	0.546	0.3785	0.3785	0.169833	UP
BLOC1S4	1	3	CNO	-1	2.0072	-0.5146	-0.5146	0.1642	DOWN
BLOC1S6	2	3	PLDN	0.611	0.0461	0.3987	0.3987	0.351933	UP
BLTP1	2	3	KIAA1109	-0.128	-1.821	3.5336	-0.128	0.5282	DOWN
BLTP2	1	3	KIAA0100	-0.6439	1.111	-0.2688	-0.2688	0.0661	DOWN
BLTP3A	3	3	DJ349A12.1	1.926	-0.3959	0.875	0.875	0.8017	UP
BLTP3B	3	3	KIAA0701	1.189	-0.128	0.4114	0.4114	0.4908	UP
BLVRA	1	3	BLVRA	-1.0291	-1.8365	0.0976	-1.0291	-0.922667	DOWN
BLVRB	1	3	BLVRB	0.5753	2.6982	1.1827	1.1827	1.4854	UP
BMAL1	2	3	ARNTL	-0.74705	1.4661	-0.60545	-0.60545	0.0378667	DOWN
BMAL2	1	3	ARNTL2	-0.9714	0.263	0.0426	0.0426	-0.221933	UP
BMF	1	3	BMF	-2.737	1.5898	0.2265	0.2265	-0.3069	UP
BMI1	1	3	BMI1	-0.6666	-0.3401	-1.1844	-0.6666	-0.730367	DOWN
BMP1	5	3	BMP1	0.4114	1.11885	-1.1844	0.4114	0.115283	UP
BMP10	1	3	BMP10	-1.1203	-1.7859	-5.6439	-1.7859	-2.85003	DOWN
BMP15	1	3	BMP15	-0.0291	0.8639	-2.3959	-0.0291	-0.520367	DOWN
BMP2	1	3	BMP2	-0.0291	1.6229	-0.5995	-0.0291	0.331433	DOWN
BMP2K	3	3	BMP2K	-0.3959	0.263	-1.0291	-0.3959	-0.387333	DOWN
BMP3	1	3	BMP3	-0.6897	-3.8365	-3.3219	-3.3219	-2.61603	DOWN
BMP4	3	3	BMP4	1.26925	0.0144	-1.4739	0.0144	-0.0634167	UP
BMP5	1	2	BMP5		1.1043	-1.889	-0.39235	-0.39235	DOWN
BMP6	1	2	BMP6	-5.0589	1.373		-1.84295	-1.84295	DOWN
BMP7	2	2	BMP7		0.1375	-0.3771	-0.1198	-0.1198	DOWN
BMP8B	1	3	BMP8B	-0.1361	-1.9434	-0.074	-0.1361	-0.717833	DOWN
BMPER	2	3	BMPER	-0.5146	-0.7495	-0.0589	-0.5146	-0.441	DOWN
BMPR1A	1	3	BMPR1A	-0.074	-0.6897	-1.2515	-0.6897	-0.671733	DOWN
BMPR1B	1	2	BMPR1B	-4.0589	-0.3219		-2.1904	-2.1904	DOWN
BMPR2	1	3	BMPR2	1.1635	-4.3219	1.0976	1.0976	-0.686933	UP
BMS1	1	3	BMS1L	-0.0291	-1.152	-0.1681	-0.1681	-0.449733	DOWN
BMX	1	2	BMX	0.9561	1.144		1.05005	1.05005	UP
BNC1	1	3	BNC1	3.2898	-2.2515	-1.3959	-1.3959	-0.1192	DOWN
BNC2	3	3	BNC2	-2.80765	2.2016	2.3618	2.2016	0.58525	UP
BNIP1	1	3	BNIP1	0.1243	-0.415	0.189	0.1243	-0.0339	UP
BNIP2	1	3	BNIP2	-1.1844	2.3702	-1.4344	-1.1844	-0.0828667	DOWN
BNIP3	1	3	BNIP3	0.4436	0.7991	0.4222	0.4436	0.554967	UP
BNIP3L	1	3	BNIP3L	0.7137	1.373	1.0072	1.0072	1.0313	UP
BNIPL	3	3	BNIPL	0.6182	0.05085	-0.0301	0.05085	0.212983	UP
BOC	3	3	BOC	-0.56805	1.88995	-0.454	-0.454	0.2893	DOWN
BOD1	1	3	FAM44B	0.6229	-2.2515	0.5261	0.5261	-0.3675	UP
BOD1L1	2	3	FAM44A|KIAA1327	-0.54585	-0.2916	-0.0498	-0.2916	-0.29575	DOWN
BOD1L2	1	3	MGC33608	-0.0589	-0.1361	0.5361	-0.0589	0.1137	DOWN
BOK	1	3	BOK	0.3674	0.433	-1.152	0.3674	-0.1172	UP
BOLA1	1	3	CGI-143	1.6088	-3.6439	2.8856	1.6088	0.2835	UP
BOLA2	8	3	MY016	0.78295	-1.2863	0.0802	0.0802	-0.14105	UP
BOLL	4	3	BOLL	0.3437	0.4005	0.0128	0.3437	0.252333	UP
BOP1	1	3	BOP1	0.7049	0.189	0.3448	0.3448	0.4129	UP
BORA	2	3	FLJ22624	1.85595	-2.2614	0.23545	0.23545	-0.0566667	UP
BORCS5	2	3	LOH12CR1	1.0393	-0.737	-0.2971	-0.2971	0.00173333	DOWN
BORCS6	2	3	FLJ20014	0.66625	0.23545	0.6806	0.66625	0.527433	UP
BORCS7	1	3	C10ORF32	-1	1.844	-1.0291	-1	-0.0617	DOWN
BPGM	1	3	BPGM	-0.6897	0.84	-0.3959	-0.3959	-0.0818667	DOWN
BPHL	1	3	BPHL	0.4647	-3.6439	0.4751	0.4647	-0.901367	UP
BPIFA1	1	2	PLUNC	-3.8365	1.3103		-1.2631	-1.2631	DOWN
BPIFA2	1	3	C20ORF70	-0.454	-2.9434	-3.4739	-2.9434	-2.29043	DOWN
BPIFB1	1	3	C20ORF114	-1.9434	2.541	-0.6897	-0.6897	-0.0307	DOWN
BPIFB2	1	3	BPIL1	-0.2345	-0.3959	1.7485	-0.2345	0.3727	DOWN
BPIFB6	1	2	BPIL3	0.3219	-2.6439		-1.161	-1.161	DOWN
BPIFB9P	1	3	C20ORF115	-3.1844	-0.304	-0.9434	-0.9434	-1.47727	DOWN
BPNT1	1	3	BPNT1	0	-1.0893	-1	-1	-0.696433	DOWN
BPNT2	2	3	FLJ20421	-0.96815	3.086	-0.24095	-0.24095	0.625633	DOWN
BPTF	2	3	FALZ	0.9436	0.6953	0.09005	0.6953	0.576317	UP
BRAF	2	3	BRAF	0.5921	1.89395	-2.8365	0.5921	-0.116817	UP
BRAT1	1	3	C7ORF27	0.4542	-0.5353	0.4957	0.4542	0.1382	UP
BRCA1	3	3	BRCA1	0.1763	0.0772	-0.8625	0.0772	-0.203	UP
BRCA2	1	3	BRCA2	-2.1203	-1.737	-1.3219	-1.737	-1.7264	DOWN
BRCC3	1	3	C6.1A	-1.6439	1.6229	-1.3959	-1.3959	-0.4723	DOWN
BRD1	1	3	BRD1	0.3448	-0.454	-0.7612	-0.454	-0.290133	DOWN
BRD2	3	3	BRD2	0.6653	0.3219	-1.9434	0.3219	-0.318733	UP
BRD3	1	3	BRD3	0.669	-0.9159	1.3045	0.669	0.352533	UP
BRD4	3	3	BRD4	0.7655	-0.9434	1.2667	0.7655	0.362933	UP
BRD7	2	3	BRD7	-1.06205	0.88375	-1.49425	-1.06205	-0.557517	DOWN
BRD8	2	3	BRD8	1.6508	-0.4822	0.30585	0.30585	0.491483	UP
BRD9	4	3	BRD9	-0.2402	-1	-0.28035	-0.28035	-0.50685	DOWN
BRDT	1	2	BRDT	4.1938		-0.9714	1.6112	1.6112	UP
BRF2	1	3	BRF2	0.3561	-0.5995	0.848	0.3561	0.201533	UP
BRI3	1	3	BRI3	0.433	-0.6897	-1.3219	-0.6897	-0.5262	DOWN
BRI3BP	1	3	BRI3BP	-0.0589	-1.3219	2.5286	-0.0589	0.3826	DOWN
BRINP3	1	3	DBCCR1L	-3.0589	0.757	1.6323	0.757	-0.2232	UP
BRIP1	1	2	BRIP1	0.1375	-3.4739		-1.6682	-1.6682	DOWN
BRIX1	3	3	BRIX	-0.8762	1.55775	-3.26645	-0.8762	-0.861633	DOWN
BRK1	1	3	C3ORF10	-0.737	1.9635	-0.5778	-0.5778	0.216233	DOWN
BRME1	3	3	MGC11271	-0.75155	0.2655	-1.152	-0.75155	-0.546017	DOWN
BRMS1	1	3	BRMS1	1.0566	1.257	0.0704	1.0566	0.794667	UP
BRMS1L	1	3	BRMS1L	-0.737	-0.6897	-0.1361	-0.6897	-0.520933	DOWN
BROX	1	2	FLJ32421	-0.152		-0.0291	-0.09055	-0.09055	DOWN
BRPF1	1	3	BRPF1	1.4906	0.546	0.1243	0.546	0.7203	UP
BRPF3	2	3	BRPF3	0.2029	0.8718	-0.9857	0.2029	0.0296667	UP
BRS3	1	3	BRS3	-0.4941	1.5656	1.144	1.144	0.7385	UP
BRSK1	2	3	KIAA1811	1.33415	0.68475	0.546	0.68475	0.854967	UP
BRSK2	3	3	STK29	0.46905	0.0144	-0.737	0.0144	-0.0845167	UP
BRWD3	1	3	BRODL	1.5801	0.1375	-0.811	0.1375	0.3022	UP
BSCL2	2	3	BSCL2	0.9222	0.24475	0.66165	0.66165	0.609533	UP
BSDC1	2	3	FLJ10276	-0.14525	-1.66965	-0.23875	-0.23875	-0.68455	DOWN
BSG	1	3	BSG	0.6135	-2.3219	0.8639	0.6135	-0.2815	UP
BSN	1	3	BSN	-0.5778	-0.1203	-1	-0.5778	-0.566033	DOWN
BSND	1	3	BSND	-2	-1.5995	-0.7131	-1.5995	-1.43753	DOWN
BSPRY	2	2	BSPRY	0.9245	0.0118		0.46815	0.46815	UP
BST1	1	3	BST1	-1.4739	-0.5778	-4.3219	-1.4739	-2.12453	DOWN
BST2	1	3	BST2	-0.8625	0.9782	-0.811	-0.811	-0.231767	DOWN
BTAF1	2	3	BTAF1	1.4013	0.7485	0.04825	0.7485	0.732683	UP
BTBD1	1	3	BTBD1	-1.6439	0.5945	-1.737	-1.6439	-0.9288	DOWN
BTBD10	1	3	GMRP-1	0.4005	0.8074	0.926	0.8074	0.7113	UP
BTBD16	1	3	C10ORF87	1.6323	-2.3219	1.111	1.111	0.140467	UP
BTBD2	1	3	BTBD2	0.6229	-3.0589	1.4594	0.6229	-0.325533	UP
BTBD3	1	3	BTBD3	0.5059	-0.2688	-0.415	-0.2688	-0.0593	DOWN
BTBD7	2	3	BTBD7	-0.0674	1.4424	-1.13615	-0.0674	0.0796167	DOWN
BTBD8	1	2	KIAA1107	1.7004	-2.3219		-0.31075	-0.31075	DOWN
BTBD9	1	2	BTBD9	-0.3959	-1.2515		-0.8237	-0.8237	DOWN
BTC	1	3	BTC	-1.2176	3.4046	1.1699	1.1699	1.11897	UP
BTF3	1	3	BTF3	-0.2688	0.7824	0.0286	0.0286	0.180733	UP
BTF3L4	1	3	MGC23908	-0.152	2.1827	0.5753	0.5753	0.868667	UP
BTF3P12	1	3	BTF3L2	-2.9434	-0.9159	-1.152	-1.152	-1.67043	DOWN
BTF3P13	1	3	BTF3L3	-0.3959	-0.7131	2.1603	-0.3959	0.350433	DOWN
BTG1	1	2	BTG1	-3.0589		-0.2688	-1.66385	-1.66385	DOWN
BTG2	1	3	BTG2	-0.3401	0.6041	-2.9434	-0.3401	-0.893133	DOWN
BTG3	1	3	BTG3	1.384	0.8237	-2.5564	0.8237	-0.116233	UP
BTG4	3	3	BTG4	-1.3094	1.1635	2.4114	1.1635	0.755167	UP
BTK	2	3	BTK	-0.811	-1.67555	-2.6439	-1.67555	-1.71015	DOWN
BTN1A1	1	2	BTN1A1		0.7312	-2.6439	-0.95635	-0.95635	DOWN
BTN2A1	2	3	BTN2A1	-2.0779	-0.16175	0.46195	-0.16175	-0.592567	DOWN
BTN2A2	3	3	BTN2A2	-1.6897	-0.2009	0.3334	-0.2009	-0.519067	DOWN
BTN2A3P	3	3	BTN2A3	1.7769	-0.3771	0.2779	0.2779	0.559233	UP
BTN3A1	2	3	BTN3A1	0.86505	-0.97615	1.9928	0.86505	0.627233	UP
BTN3A2	2	3	BTN3A2	0.71965	1.031	-1.3514	0.71965	0.133083	UP
BTN3A3	1	3	BTN3A3	0.8718	1.281	0.433	0.8718	0.861933	UP
BTNL2	1	3	BTNL2	-1.4344	-0.3959	-0.6666	-0.6666	-0.8323	DOWN
BTNL3	1	3	BTNL3	2.6554	-3.1844	3.2157	2.6554	0.895567	UP
BTNL8	1	2	BTNL8	0.2016	-1.2176		-0.508	-0.508	DOWN
BTNL9	1	3	BTNL9	1.696	0.4957	-3.3219	0.4957	-0.376733	UP
BTRC	3	3	BTRC	-0.152	2.6758	-2.7402	-0.152	-0.0721333	DOWN
BUB1	1	2	BUB1	1.5656		1.856	1.7108	1.7108	UP
BUB1B	1	3	BUB1B	1.263	-0.9714	-0.074	-0.074	0.0725333	DOWN
BUB3	1	3	BUB3	-0.3585	0.189	1.6871	0.189	0.505867	UP
BUD13	1	3	MGC13125	1.0072	-0.4941	-0.8365	-0.4941	-0.1078	DOWN
BUD23	1	3	WBSCR22	0.4957	1.0772	-2.6439	0.4957	-0.357	UP
BYSL	1	3	BYSL	1.5705	-0.5778	-0.4941	-0.4941	0.1662	DOWN
BZW1	2	3	BZW1	-0.6944	0.97995	-1.057	-0.6944	-0.25715	DOWN
BZW2	3	3	BZW2	-0.13975	0.4957	-0.6944	-0.13975	-0.112817	DOWN
C10orf53	1	2	C10ORF53	-1.737	1.9672		0.1151	0.1151	UP
C10orf67	1	2	C10ORF67	2.3785	1.7991		2.0888	2.0888	UP
C10orf71	1	3	C10ORF71	1.9782	3.4867	1.8758	1.9782	2.4469	UP
C10orf88	1	3	C10ORF88	0.3103	1.0072	0.1375	0.3103	0.485	UP
C10orf90	3	3	C10ORF90	-0.29155	0	-1.3402	-0.29155	-0.543917	DOWN
C10orf95	1	3	C10ORF95	-0.2009	0.7991	-3.4739	-0.2009	-0.958567	DOWN
C11orf16	2	3	C11ORF16	-1.8627	-2.93075	0.7398	-1.8627	-1.35122	DOWN
C11orf21	1	3	C11ORF21	0.6415	-0.889	0.111	0.111	-0.0455	UP
C11orf24	1	3	C11ORF24	0.6508	-1.5995	0.6135	0.6135	-0.111733	UP
C11orf42	1	2	MGC34805	-0.4941		1.8639	0.6849	0.6849	UP
C11orf52	1	2	MGC14839	-0.0291	-1.8365		-0.9328	-0.9328	DOWN
C11orf65	1	2	MGC33948	0.7824		-0.1844	0.299	0.299	UP
C11orf68	1	3	BLES03	1.6182	0.9561	-0.3401	0.9561	0.744733	UP
C11orf71	1	3	FLJ20010	3.3868	-3.3219	-0.2345	-0.2345	-0.0565333	DOWN
C12orf42	1	3	FLJ25323	1.433	-1.3959	1.2388	1.2388	0.4253	UP
C12orf43	1	3	FLJ12448	0.9561	-1.737	3.0179	0.9561	0.745667	UP
C12orf57	1	3	GRCC10	0.1243	0.5261	-0.7131	0.1243	-0.0209	UP
C12orf76	1	3	FLJ40142	0.8718	-0.6897	-1.5146	-0.6897	-0.444167	DOWN
C14orf119	1	2	C14ORF119	-3.1844	0.8718		-1.1563	-1.1563	DOWN
C14orf39	1	3	C14ORF39	0.189	2.9672	-2.8365	0.189	0.106567	UP
C14orf93	2	3	C14ORF93	0.44	2.05585	0.1506	0.44	0.88215	UP
C15orf40	1	3	MGC29937	0.2016	1.4168	1.384	1.384	1.0008	UP
C16orf54	1	2	FLJ35681	3.5423		-0.1203	1.711	1.711	UP
C16orf78	1	2	MGC33367	-1.8365		1.4647	-0.1859	-0.1859	DOWN
C16orf89	3	3	MGC45438	-0.01455	-0.04425	-1.6897	-0.04425	-0.582833	DOWN
C17orf75	1	3	NJMU-R1	1.4436	-0.3771	0.7824	0.7824	0.6163	UP
C17orf78	2	3	FLJ39647	2.0179	0.5393	-1.6258	0.5393	0.310467	UP
C18orf15	1	3	C18ORF15	4.4912	-1.152	0.7225	0.7225	1.3539	UP
C18orf54	1	3	MGC33382	-3.0589	0.189	-0.8625	-0.8625	-1.24413	DOWN
C19orf12	2	3	C19ORF12	1.2987	0.17745	-0.1361	0.17745	0.446683	UP
C19orf18	1	3	C19ORF18	0.5361	-0.9714	0.4005	0.4005	-0.0116	UP
C19orf25	2	3	C19ORF25	1.86515	-0.57025	0.7183	0.7183	0.671067	UP
C19orf33	2	3	C19ORF33	0.0099	-0.22055	-0.0291	-0.0291	-0.0799167	DOWN
C19orf44	1	2	FLJ21742	-1.0589	1.7527		0.3469	0.3469	UP
C19orf47	1	3	FLJ36888	-0.0439	-0.304	2.7845	-0.0439	0.8122	DOWN
C19orf48P	1	3	MGC13170	1.9373	2.4983	2.8679	2.4983	2.4345	UP
C19orf53	1	3	HSPC023	0.7398	-1.2176	-0.152	-0.152	-0.209933	DOWN
C19orf73	1	3	FLJ10490	1.0286	-2.3959	-0.7859	-0.7859	-0.717733	DOWN
C1D	2	3	C1D	0.21065	0.0286	-0.8625	0.0286	-0.20775	UP
C1GALT1	1	3	C1GALT1	-3.4739	-0.6439	-0.2345	-0.6439	-1.45077	DOWN
C1QB	1	2	C1QB		2.3533	1.263	1.80815	1.80815	UP
C1QBP	1	3	C1QBP	-0.5564	1.2449	0.7137	0.7137	0.4674	UP
C1QC	1	2	C1QG	-0.5778		-0.9714	-0.7746	-0.7746	DOWN
C1QL1	1	3	C1QL1	0.2265	-0.7131	-0.0589	-0.0589	-0.181833	DOWN
C1QTNF1	2	3	C1QTNF1	-0.9434	0.6677	-1.737	-0.9434	-0.6709	DOWN
C1QTNF2	1	2	C1QTNF2	0.2987	1.144		0.72135	0.72135	UP
C1QTNF3	1	3	C1QTNF3	0.8319	4.0374	-1.0893	0.8319	1.26	UP
C1QTNF5	1	3	C1QTNF5	1.2079	-0.3219	1	1	0.628667	UP
C1QTNF6	1	3	C1QTNF6	1.6554	-0.9434	0.9184	0.9184	0.543467	UP
C1QTNF7	3	3	C1QTNF7	-0.5477	-0.32195	-1.2782	-0.5477	-0.71595	DOWN
C1R	1	3	C1R	-2	3.6508	-2.6439	-2	-0.331033	DOWN
C1RL	1	3	C1RL	-0.1681	-1.5564	-0.3401	-0.3401	-0.6882	DOWN
C1orf115	1	3	FLJ14146	-0.2863	0.2987	-2.3219	-0.2863	-0.769833	DOWN
C1orf116	2	3	SARG	-0.4941	2.54035	0.056	0.056	0.70075	UP
C1orf159	2	3	FLJ20584	4.33735	-0.2761	1.1626	1.1626	1.74128	UP
C1orf167	3	3	DKFZP434E1410	-0.3959	-0.5353	-0.06405	-0.3959	-0.33175	DOWN
C1orf198	2	3	FLJ14525	0.0352	-1.50115	0.1375	0.0352	-0.442817	UP
C1orf216	1	3	FLJ38984	0.5753	1.5945	0.1635	0.5753	0.777767	UP
C1orf35	1	3	C1ORF35	0.263	0.3103	-1	0.263	-0.142233	UP
C1orf50	1	3	MGC955	0.5558	-1.3219	0.5753	0.5558	-0.0636	UP
C1orf52	1	3	GM117	-0.2009	0.3219	1.275	0.3219	0.465333	UP
C1orf54	1	3	FLJ23221	-3.4739	0.4114	1.6323	0.4114	-0.476733	UP
C1orf56	1	3	FLJ20519	0.5945	-0.7131	1.7782	0.5945	0.5532	UP
C1orf74	1	2	FLJ25078	0.111	-0.454		-0.1715	-0.1715	DOWN
C1orf87	1	3	MGC34837	0.757	-0.7612	-2.5564	-0.7612	-0.853533	DOWN
C1orf94	1	3	MGC15882	-0.1681	0.6041	-0.3959	-0.1681	0.0133667	DOWN
C2	2	3	C2	-1.2262	-1.1203	-1.1145	-1.1203	-1.15367	DOWN
C20orf141	2	3	C20ORF141	0.14015	-0.60095	0.58175	0.14015	0.0403167	UP
C20orf144	1	2	C20ORF144	-2.5564		-1.1203	-1.83835	-1.83835	DOWN
C20orf173	1	3	C20ORF173	-1.5564	0.6871	-1.152	-1.152	-0.673767	DOWN
C20orf181	1	3	C20ORF181	3.99	1.4854	0.8875	1.4854	2.12097	UP
C20orf203	1	3	FLJ33706	-0.7859	-0.2345	0.1763	-0.2345	-0.281367	DOWN
C20orf96	2	3	C20ORF96	-4.8514	-1	-2.6439	-2.6439	-2.83177	DOWN
C21orf58	3	3	C21ORF58	-0.4344	-0.9159	-0.30105	-0.4344	-0.55045	DOWN
C22orf23	1	2	C22ORF23	0.516		0.4854	0.5007	0.5007	UP
C22orf31	1	2	HS747E2A	1.4803	0.7137		1.097	1.097	UP
C2CD2L	1	3	TMEM24	-2.3219	0.6135	0.6871	0.6135	-0.340433	UP
C2CD3	3	3	DKFZP586P0123	1.0976	0.0144	1.78965	1.0976	0.967217	UP
C2CD4C	2	3	KIAA1957	1.0098	2.6077	-0.32	1.0098	1.09917	UP
C2orf15	1	3	C2ORF15	3.6171	0.6508	-3.1844	0.6508	0.361167	UP
C2orf42	1	3	FLJ20558	5.6943	0.4957	-0.5146	0.4957	1.8918	UP
C2orf69	1	3	FLJ38973	0.4647	-0.9434	0.6599	0.4647	0.0604	UP
C3	1	3	C3	-2.6439	5.594	-2.3959	-2.3959	0.184733	DOWN
C3AR1	1	2	C3AR1	-0.2515	4.1843		1.9664	1.9664	UP
C3orf22	1	2	MGC34728	-1.0893	-2		-1.54465	-1.54465	DOWN
