accession	mouse	group	source	n_qc	n_epi	cldn4_pct	cldn4_mean	frac_tnk	frac_ptprc	ifn	ifn_kind	immune_ok	ifn_ok	primary_ifn	primary_immune	note
GSE264739	KP2	KP	rescore	9444	6713	0.06450171309399673	0.06752069230311675	0.1670902160101652	0.900571791613723	0.12708609767598075	IFN_only	True	True	True	True	GEO replicate of autochthonous KP or KPP lung tumor
GSE264739	KP3	KP	rescore	10338	7135	0.07372109320252278	0.07767137073047078	0.18910814470884116	0.8811182046817566	0.13500380331284392	IFN_only	True	True	True	True	GEO replicate of autochthonous KP or KPP lung tumor
GSE264739	KPP1	KPP	rescore	6026	3913	0.04191157679529772	0.04290123500792112	0.013773647527381347	0.9203451709259873	0.10769010105027345	IFN_only	True	True	True	True	GEO replicate of autochthonous KP or KPP lung tumor
GSE264739	KPP2	KPP	rescore	7685	4515	0.06046511627906977	0.06100921403185838	0.019908913467794404	0.8913467794404685	0.10463176416371625	IFN_only	True	True	True	True	GEO replicate of autochthonous KP or KPP lung tumor
GSE264739	KPP3	KPP	rescore	11648	7770	0.05855855855855856	0.05548977333309107	0.011589972527472528	0.9191277472527473	0.10318986932896637	IFN_only	True	True	True	True	GEO replicate of autochthonous KP or KPP lung tumor
GSE281744	pool_ON	21wk_ON	rescore	7330	5388	0.020415738678544914	0.0192513367949116	0.5077762619372442	0.6930422919508867	0.11577654124319348	IFN_only	False	False	False	False	GEO number of mice pooled = 2
GSE281744	pool_OFF	20wkON_1wkOFF	rescore	4595	2631	0.014823261117445839	0.010288270675562013	0.48879216539717085	0.7099020674646355	0.11754760747915594	IFN_only	False	False	False	False	GEO number of mice pooled = 2
GSE281964	KP_pre	KP_pre	rescore	7247	6763	0.060771846813544285	0.058798401419863	0.20987995032427212	0.8131640678901615	0.1175696930092335	IFN_only	False	False	False	False	pre/post library without a mouse id
GSE281964	KP_post	KP_post	rescore	7009	7008	0.4871575342465753	0.5116681767617502	0.00014267370523612499	0.006848337851333999	0.05821876621395352	IFN_only	False	False	False	False	pre/post library without a mouse id
GSE281964	KPH_pre	KPH_pre	rescore	6226	6012	0.10262807717897539	0.085600780310456	0.16527465467394797	0.7823642788307099	0.1304285364260741	IFN_only	False	False	False	False	pre/post library without a mouse id
GSE281964	KPH_post	KPH_post	rescore	7565	7565	0.4885657633840053	0.48128596187520584	0.00013218770654329148	0.008195637805684072	0.06257511243153331	IFN_only	False	False	False	False	pre/post library without a mouse id
GSE317576	PBS	tumor_free_PBS	rescore	8695	1468	0.0013623978201634877	0.0004370416170982205	0.3291546866014951	0.8257619321449109	0.11675236480877325	IFN_only	False	False	False	False	condition library; mouse replicates not in GEO
GSE317576	PR8	tumor_free_PR8	rescore	8220	1853	0.0005396654074473826	0.0003727680742065122	0.2628953771289538	0.8521897810218978	0.11035862898353356	IFN_only	False	False	False	False	condition library
GSE317576	PBS-T6	PBS_T6	rescore	26071	7783	0.003983039958884749	0.0023433870108174023	0.2720647462698017	0.6524874381496683	0.23140078016080542	IFN_only	False	False	False	False	condition library
GSE317576	PR8-T6	IAV_T6	rescore	25038	8703	0.008387912214179019	0.006924626499388269	0.24434859014298266	0.641345155363847	0.20582967584357142	IFN_only	False	False	False	False	condition library
GSE317576	PBS-T12	PBS_T12	rescore	15623	10828	0.007111193202807536	0.007166977581059399	0.191512513601741	0.5696089099404724	0.25157768529576596	IFN_only	False	False	False	False	condition library
GSE317576	PR8-T12	IAV_T12	rescore	15761	12895	0.027762698720434277	0.02863249693146474	0.17657509041304487	0.6663917264132987	0.16857365361749166	IFN_only	False	False	False	False	condition library
GSE319598	2731	vehicle	rescore	5697	5697	0.06687730384412849	0.012037461795413153	0.00280849569949096	0.015271195365982097	0.00989504229919105	IFN_only	False	True	True	False	eGFP+ tumor cells; tumors collapsed to filename mouse id
GSE319598	2733	vehicle	rescore	1258	1258	0.08187599364069953	0.024750434203406012	0.00397456279809221	0.007154213036565978	0.013864798929995467	IFN_only	False	True	True	False	eGFP+ tumor cells; tumors collapsed to filename mouse id
GSE319598	2868	sotorasib	rescore	1248	1248	0.01282051282051282	0.0021197778333262836	0.004006410256410256	0.014423076923076924	0.007820454694219969	IFN_only	False	True	True	False	eGFP+ tumor cells; tumors collapsed to filename mouse id
GSE319598	2873	sotorasib	rescore	1661	1661	0.03431667670078266	0.005849557359937037	0.003612281757977122	0.017459361830222758	0.011245065086309455	IFN_only	False	True	True	False	eGFP+ tumor cells; tumors collapsed to filename mouse id
GSE319598	Stromal_control	vehicle_pool	rescore	564	564	0.0035460992907801418	0.0006357064598274157	0.20390070921985815	0.7570921985815603	0.01858016852923988	IFN_only	False	False	False	False	GEO: stromal cells pooled across mice
GSE319598	Stromal_Treated	sotorasib_pool	rescore	219	219	0.0	0.0	0.2876712328767123	0.7123287671232876	0.0284679900759776	IFN_only	False	False	False	False	GEO: stromal cells pooled across mice
GSE338088	T1_NG	MCT2_control	rescore	3109	7	0.0	0.0	0.03409456416854294	0.3081376648440013	0.5265827804140901	IFN_only	False	False	False	False	snRNA biological replicate
GSE338088	T1_Pos	MCT2_knockout	rescore	4836	5	0.0	0.0	0.019851116625310174	0.304177005789909	0.3324929873730989	IFN_only	False	False	False	False	snRNA biological replicate
GSE338088	T2_NG	MCT2_control	rescore	3052	10	0.0	0.0	0.03571428571428571	0.381389252948886	0.40947423432940466	IFN_only	False	False	False	False	snRNA biological replicate
GSE338088	T3_NG	MCT2_control	rescore	1827	1	0.0	0.0	0.038314176245210725	0.38752052545155996	0.11846799737471712	IFN_only	False	False	False	False	snRNA biological replicate
GSE338088	T3_Pos	MCT2_knockout	rescore	3451	1	0.0	0.0	0.022891915386844392	0.5250651984931903	0.4060421222456071	IFN_only	False	False	False	False	snRNA biological replicate
GSE295824	M3	LN2A	rescore	5489	645	0.26666666666666666	0.2564016574357192	0.038987065039169246	0.7735470941883767	0.1791380454986025	IFN_only	True	True	True	True	Sox2 GEMM lung tumor; mouse id is in the archive name
GSE295824	M4	LN2A	rescore	10334	1227	0.12795436022819887	0.11050420678695648	0.0815753822334043	0.704567447261467	0.2389922488177171	IFN_only	True	True	True	True	Sox2 GEMM lung tumor; mouse id is in the archive name
GSE295824	M5	LN2A	rescore	9505	1462	0.09439124487004104	0.09052183907586316	0.03724355602314571	0.5068911099421357	0.22198902096275647	IFN_only	True	True	True	True	Sox2 GEMM lung tumor; mouse id is in the archive name
GSE295824	M7	LN2A	rescore	10038	1305	0.13486590038314175	0.13474061169324106	0.08069336521219367	0.6788204821677625	0.19549282929286044	IFN_only	True	True	True	True	Sox2 GEMM lung tumor; mouse id is in the archive name
GSE295824	M38	p53	rescore	4886	1834	0.015267175572519083	0.011841607716388067	0.04195661072451903	0.5616045845272206	0.11893675432556049	IFN_only	True	True	True	True	Sox2 GEMM lung tumor; mouse id is in the archive name
GSE295824	M43	p53	rescore	5075	1149	0.019147084421235857	0.022196538209536546	0.05812807881773399	0.7064039408866996	0.18670786606026965	IFN_only	True	True	True	True	Sox2 GEMM lung tumor; mouse id is in the archive name
GSE295824	M44	p53	rescore	5015	935	0.0374331550802139	0.03160596080130706	0.15832502492522432	0.6705882352941176	0.1737055155776168	IFN_only	True	True	True	True	Sox2 GEMM lung tumor; mouse id is in the archive name
GSE295824	M45	p53	rescore	4679	1068	0.08801498127340825	0.06766025248354608	0.09489207095533234	0.6415900833511434	0.10662772763431312	IFN_only	True	True	True	True	Sox2 GEMM lung tumor; mouse id is in the archive name
GSE295824	M100	PTEN	rescore	5527	3158	0.02026599113362888	0.01411657871339381	0.054459924009408356	0.4051022254387552	0.1263996553964574	IFN_only	True	True	True	True	Sox2 GEMM lung tumor; mouse id is in the archive name
GSE295824	M74	PTEN	rescore	6208	3125	0.00608	0.004221843850994512	0.14255798969072164	0.5125644329896907	0.153096587643901	IFN_only	True	True	True	True	Sox2 GEMM lung tumor; mouse id is in the archive name
GSE295824	M80	PTEN	rescore	6056	1935	0.020671834625323	0.017242713251395026	0.15967635402906208	0.7523117569352709	0.13611120276166136	IFN_only	True	True	True	True	Sox2 GEMM lung tumor; mouse id is in the archive name
GSE295824	M99	PTEN	rescore	7356	3145	0.0069952305246422895	0.0038516854744542676	0.11595976073953236	0.6858346927678086	0.1672082070761084	IFN_only	True	True	True	True	Sox2 GEMM lung tumor; mouse id is in the archive name
GSE295824	M16	SH	rescore	1413	752	0.04521276595744681	0.046833731817015466	0.055201698513800426	0.4175513092710545	0.0813855473267756	IFN_only	True	True	True	True	Sox2 GEMM lung tumor; mouse id is in the archive name
GSE295824	M20	SH	rescore	5322	2868	0.12831241283124128	0.08190870622068994	0.05054490792934987	0.38857572341225105	0.10221537603258755	IFN_only	True	True	True	True	Sox2 GEMM lung tumor; mouse id is in the archive name
GSE295824	M21	SH	rescore	2427	1523	0.028233749179251477	0.025973489943849792	0.06963329213020189	0.2080758137618459	0.1102912789804622	IFN_only	True	True	True	True	Sox2 GEMM lung tumor; mouse id is in the archive name
GSE295824	M24	SH	rescore	9549	8682	0.3621285418106427	0.3224578206309521	0.007749502565713687	0.06576604880092156	0.21121906758209405	IFN_only	True	True	True	True	Sox2 GEMM lung tumor; mouse id is in the archive name
