sample	TACSTD2	CLDN4	CD8A	GEP18	ESTIMATE_StromalScore	ESTIMATE_ImmuneScore	ESTIMATE_Score	ESTIMATE_TumorPurity
GSM773752	23585.921	858.6077	185.88327	-0.7123986123567276	2839.6998801886816	3228.2765635739793	6067.976443762661	0.07502999574591893
GSM773753	18520.649	680.265	894.65994	0.13011132129142688	3959.6832801161663	5297.334043540748	9257.017323656914	-0.38297402437123707
GSM773754	14992.621	761.4204	694.24405	-0.015134025095018754	4108.156858425503	5805.917268643945	9914.074127069449	-0.47015108405335837
GSM773755	21638.033	1061.4041	369.2384	-0.5568758592573034	2890.81070439813	3761.07005854181	6651.88076293994	-0.010609610134699713
GSM773756	8632.807	496.6126	582.04771	0.9632798649129488	5143.503208598298	6658.090218438027	11801.593427036325	-0.6936383838389968
GSM773757	21345.832	1555.7999	329.72317	-0.3605659783841602	4102.750227765064	4602.250963693932	8705.001191458996	-0.30694753303902056
GSM773758	20490.243	942.8556	797.98059	-0.2383365047939632	4400.402908443706	5073.28176146316	9473.684669906866	-0.4121548654661396
GSM773759	18800.192	1177.6084	193.41324	-0.7008328819114289	3395.9571119839675	3237.9964141363903	6633.953526120358	-0.00797821413816196
GSM773760	20743.788	669.134	373.54587	-0.23550052075764402	4494.3721398736325	5222.104981282302	9716.477121155935	-0.4443575612923313
GSM773761	16926.921	558.0945	564.27559	-0.20180288570074328	5227.125347691368	5621.042810462984	10848.168158154353	-0.5863747223834023
GSM773762	17947.078	1297.145	437.36805	-0.48092023709973586	3592.937758829963	3744.921881630612	7337.859640460575	-0.11107387971812453
GSM773763	16981.385	1325.9591	370.89867	-0.2134842263993874	4396.915302185598	5371.87866341725	9768.793965602848	-0.4512240724285301
GSM773764	20836.241	1406.783	742.45306	0.48548659263346683	3970.0365082099825	5415.42412833861	9385.460636548592	-0.40032146968442206
GSM773765	20157.522	1008.3821	923.99105	-0.1220598550294878	4835.147675422388	5407.208008052887	10242.355683475274	-0.5121188536736461
