query,cohort,gene,r,n,p,q
TACSTD2,pan-cancer,TAL1,0.17138833774046264,1178,3.219389731819027e-09,9.034336505914036e-07
TACSTD2,pan-cancer,PLCB2,0.1712610119069621,1178,3.3079416054430517e-09,9.110928795880464e-07
TACSTD2,pan-cancer,P3H3,0.17106019139341594,349,0.001337175295343889,0.010814878530097207
TACSTD2,pan-cancer,ZNF507,0.17023042470072994,1178,4.117330158467574e-09,1.0558112318429004e-06
TACSTD2,pan-cancer,NDST3,0.1701167750044864,1178,4.217576176667291e-09,1.0565495541005353e-06
TACSTD2,pan-cancer,NHLRC1,0.16966937328665044,1178,4.63577118734293e-09,1.1302922109729735e-06
TACSTD2,pan-cancer,TNFSF15,0.1693025872177872,1178,5.008428983766161e-09,1.201457488315389e-06
TACSTD2,pan-cancer,UTF1,0.16892140066405292,1178,5.42652603029941e-09,1.2737489136910722e-06
TACSTD2,pan-cancer,HELB,0.16887379246505851,1178,5.481068410961381e-09,1.2737489136910722e-06
TACSTD2,pan-cancer,MT3,0.16875955079792854,1178,5.614131118653158e-09,1.284599571195822e-06
TACSTD2,pan-cancer,TTC22,0.16793648422684862,1178,6.669998826705161e-09,1.4806401873072517e-06
TACSTD2,pan-cancer,SLC48A1,0.16770201723586295,1178,7.004530282641286e-09,1.509831578169911e-06
TACSTD2,pan-cancer,KDR,0.16746298126339992,1178,7.362337414819801e-09,1.5642863481516414e-06
TACSTD2,pan-cancer,ECE2,0.16692553236422836,349,0.001752697856206908,0.013139050007744629
TACSTD2,pan-cancer,HOXD1,0.16679299415350404,1178,8.462436314327013e-09,1.7507753944916964e-06
TACSTD2,pan-cancer,SHISA6,0.1658311224157876,1178,1.032519145150858e-08,2.023673866121479e-06
TACSTD2,pan-cancer,CEACAM16,0.16582242635964398,1178,1.034372519107144e-08,2.023673866121479e-06
TACSTD2,pan-cancer,SNW1,0.16459274820612926,1178,1.331682948113222e-08,2.415380547230238e-06
TACSTD2,pan-cancer,SSTR5,0.1644078057743923,1178,1.3830327330298111e-08,2.478294679319564e-06
TACSTD2,pan-cancer,TFR2,0.16428810613443082,1178,1.4172862851806371e-08,2.5094403475585255e-06
TACSTD2,pan-cancer,HRK,0.16350893794335267,1178,1.661235452575659e-08,2.8399488374893993e-06
TACSTD2,pan-cancer,DCP1B,0.16325973892001175,1178,1.7475178745409233e-08,2.9203183537131634e-06
TACSTD2,pan-cancer,PRKCH,0.16256740879601586,1178,2.010666670162594e-08,3.2505049331878546e-06
TACSTD2,pan-cancer,MESP2,0.16229539832770248,1178,2.1242404736128173e-08,3.361045591919514e-06
TACSTD2,pan-cancer,SLC36A1,0.1621887752740883,1178,2.1704355145461287e-08,3.397988148194165e-06
TACSTD2,pan-cancer,ASB5,0.16165894037791873,1178,2.4148192179951604e-08,3.6690298599169127e-06
TACSTD2,pan-cancer,IRX5,0.16124202105200078,1178,2.6256740815525613e-08,3.944611173225379e-06
TACSTD2,pan-cancer,KRT7,0.16109796323902897,1178,2.7025963941063466e-08,4.019571616954369e-06
TACSTD2,pan-cancer,HOXB8,0.16080485991454077,1178,2.865904092564243e-08,4.165098171045096e-06
TACSTD2,pan-cancer,DLX3,0.16069963612233368,1178,2.9268322832008314e-08,4.165098171045096e-06
TACSTD2,pan-cancer,IFFO1,0.16067638358318564,1178,2.9404646538004104e-08,4.165098171045096e-06
TACSTD2,pan-cancer,IQCA1,0.16022832011163887,1178,3.21549141668782e-08,4.504174124415178e-06
TACSTD2,pan-cancer,OPN3,0.15994635968070117,1178,3.401168181335095e-08,4.6838494778700805e-06
TACSTD2,pan-cancer,CYP4A22,0.15979293370840766,1178,3.50652309287303e-08,4.716532271813544e-06
TACSTD2,pan-cancer,GDF2,0.1597735779114385,1178,3.5200368598890836e-08,4.716532271813544e-06
TACSTD2,pan-cancer,ISLR2,0.15972775722335963,1178,3.55222917683763e-08,4.717170048848756e-06
TACSTD2,pan-cancer,GSTM3,0.15960188446926227,1178,3.642138476988875e-08,4.793763324624384e-06
TACSTD2,pan-cancer,RIMKLA,0.1591312962106086,1178,3.9982081525740046e-08,5.1263232632097564e-06
TACSTD2,pan-cancer,ISG20,0.1587534118573247,1178,4.308322391742606e-08,5.476724695075878e-06
TACSTD2,pan-cancer,ZNF491,0.1585964786951064,1178,4.4438457719704745e-08,5.601128658179395e-06
TACSTD2,pan-cancer,RGS9BP,0.15853506224174269,1178,4.497999488144199e-08,5.62174339387972e-06
TACSTD2,pan-cancer,ARFGEF1,0.15801246272818234,1178,4.985389546353109e-08,6.0646087426265105e-06
TACSTD2,pan-cancer,TNFRSF18,0.15794449497643565,1178,5.05241770038776e-08,6.0646087426265105e-06
TACSTD2,pan-cancer,CLTCL1,0.15762978113867743,1178,5.3743214761236016e-08,6.3129229844798625e-06
TACSTD2,pan-cancer,STEAP2,0.15761437235458584,1178,5.390581718744992e-08,6.3129229844798625e-06
TACSTD2,pan-cancer,TRIM47,0.1575240023673057,1178,5.486908235984249e-08,6.375530171390135e-06
TACSTD2,pan-cancer,TBX1,0.15736988703587762,1178,5.655037756059451e-08,6.519951670222653e-06
TACSTD2,pan-cancer,FAM114A1,0.15685133250058395,1178,6.258153213505581e-08,7.111131895018856e-06
TACSTD2,pan-cancer,OR51A2,0.1566524833071221,1043,3.685420313124022e-07,2.536712350060638e-05
TACSTD2,pan-cancer,NYX,0.1564924149634958,1178,6.71156645220691e-08,7.339788812034806e-06
TACSTD2,pan-cancer,MT1E,0.1561428910733939,1162,8.80836127030024e-08,9.161311690431851e-06
TACSTD2,pan-cancer,MMP21,0.15604425628726853,1178,7.322475842661837e-08,7.891824870138368e-06
TACSTD2,pan-cancer,LHX9,0.1556282101951431,1178,7.937521106510292e-08,8.466578322918871e-06
TACSTD2,pan-cancer,HPGDS,0.15553625054485987,1178,8.080058347147011e-08,8.490004049352365e-06
TACSTD2,pan-cancer,PHKG2,0.1550384271118817,1178,8.895702761893634e-08,9.187901887336391e-06
TACSTD2,pan-cancer,SLC18A3,0.15492456410945582,1178,9.093150908808498e-08,9.3270643770144e-06
TACSTD2,pan-cancer,SSTR3,0.1547016458603953,1178,9.492050893970786e-08,9.669539242878596e-06
TACSTD2,pan-cancer,ABHD2,0.15457682549311297,1178,9.722744734436792e-08,9.837168873148191e-06
TACSTD2,pan-cancer,ADRA2B,0.1544835802933842,1178,9.898608702535639e-08,9.947432921135984e-06
TACSTD2,pan-cancer,LYRM2,0.15317109630723316,1177,1.288230010285069e-07,1.2361190285786989e-05
TACSTD2,pan-cancer,CPXM2,0.15240306467058665,1178,1.4725697204206822e-07,1.4039441956292825e-05
TACSTD2,pan-cancer,APOBEC3B,0.15217271331933535,1178,1.5382722656123534e-07,1.4443180808157311e-05
TACSTD2,pan-cancer,MTFP1,0.1521520248617751,1178,1.5443098332673238e-07,1.4443180808157311e-05
TACSTD2,pan-cancer,CDRT15,0.152119795184156,1178,1.5537611304411818e-07,1.4443180808157311e-05
TACSTD2,pan-cancer,MFNG,0.1520344031401552,1178,1.5790730745264566e-07,1.4587300520144093e-05
TACSTD2,pan-cancer,AMPD3,0.15166637890026421,1178,1.6927937650754702e-07,1.5175815147102115e-05
TACSTD2,pan-cancer,OR2C1,0.15097431934308592,1059,7.992021247067901e-07,4.386174612828077e-05
TACSTD2,pan-cancer,SPPL2C,0.15091504442695972,1178,1.95001779278902e-07,1.643075282111536e-05
TACSTD2,pan-cancer,LPAR5,0.1509053039017953,1178,1.953588364334565e-07,1.643075282111536e-05
TACSTD2,pan-cancer,UBC,0.1508914901376773,347,0.0048504729943949524,0.02773590343930647
TACSTD2,pan-cancer,NKAIN4,0.15077765446221938,1178,2.0009679270146145e-07,1.663894874542915e-05
TACSTD2,pan-cancer,LRRC8E,0.15076933072506715,1178,2.0040956654847783e-07,1.663894874542915e-05
TACSTD2,pan-cancer,PPP1R16B,0.15072955457376755,1178,2.019107278186982e-07,1.663894874542915e-05
TACSTD2,pan-cancer,ADGRF4,0.15042246049332147,1178,2.1387155054961917e-07,1.706954986832485e-05
TACSTD2,pan-cancer,PDE1C,0.1504038619719857,1178,2.1461748304825835e-07,1.706954986832485e-05
TACSTD2,pan-cancer,APOBEC3H,0.15031555421973758,1178,2.1819364845738527e-07,1.726167092290793e-05
TACSTD2,pan-cancer,B9D2,0.15014520376078033,1178,2.2525541854207342e-07,1.7726052063366445e-05
TACSTD2,pan-cancer,POMGNT2,0.14986762691120642,1178,2.3723710302910725e-07,1.857067070185217e-05
TACSTD2,pan-cancer,UBN1,0.14956216969584546,1178,2.511327896115212e-07,1.925308237057812e-05
TACSTD2,pan-cancer,SP4,0.1494903344641438,1178,2.545129563419302e-07,1.9412159998325783e-05
TACSTD2,pan-cancer,KLHL13,0.14901504543465716,1178,2.780089587330712e-07,2.083443171700399e-05
TACSTD2,pan-cancer,TIAM1,0.1486557773068491,1178,2.9714405080839427e-07,2.1558163256942673e-05
TACSTD2,pan-cancer,OCEL1,0.14805128655282065,1178,3.322405703098412e-07,2.353054286770604e-05
TACSTD2,pan-cancer,RTBDN,0.1479344864847212,1178,3.3946795516526645e-07,2.3815598571570793e-05
TACSTD2,pan-cancer,PTGER1,0.1478145643326148,1178,3.470461385005493e-07,2.4232944685064174e-05
TACSTD2,pan-cancer,RXRA,0.14772832708481481,1178,3.5259622020565263e-07,2.4505437304292858e-05
TACSTD2,pan-cancer,PDHA2,0.14746451092228874,1178,3.701113292295828e-07,2.536712350060638e-05
TACSTD2,pan-cancer,PAX1,0.1469061153615775,1178,4.099921990344947e-07,2.7591918444525068e-05
TACSTD2,pan-cancer,MIP,0.1467684984552911,1178,4.204393268585568e-07,2.81675410286816e-05
TACSTD2,pan-cancer,CDX4,0.14656181120279044,1178,4.366132727242684e-07,2.8757043578266486e-05
TACSTD2,pan-cancer,PPFIA2,0.14655742023811286,1178,4.3696329996822776e-07,2.8757043578266486e-05
TACSTD2,pan-cancer,SLC6A2,0.14655730499401648,1178,4.369724903306815e-07,2.8757043578266486e-05
TACSTD2,pan-cancer,ACOT6,0.1461310635672594,1178,4.72269154661637e-07,3.094299179419616e-05
TACSTD2,pan-cancer,AQP5,0.14608081378630844,1178,4.7660692640021534e-07,3.104549262755755e-05
TACSTD2,pan-cancer,NUDT19,0.1458948449364054,1178,4.929968273309353e-07,3.1879747012578264e-05
TACSTD2,pan-cancer,KRTAP22-1,0.14555648029525045,1178,5.242204776102442e-07,3.3462365508571515e-05
TACSTD2,pan-cancer,KIF21B,0.14527007710459106,1178,5.52129608310497e-07,3.4943930486817114e-05
TACSTD2,pan-cancer,ERCC6L2,0.14520159229219048,1178,5.590122214395587e-07,3.4972411276605474e-05
TACSTD2,pan-cancer,ACSS3,0.1451954471105404,1178,5.596338253097628e-07,3.4972411276605474e-05
TACSTD2,pan-cancer,FAM210B,0.14512623575118808,1178,5.666808844617734e-07,3.5063528300195026e-05
TACSTD2,pan-cancer,ARVCF,0.14511177053725732,1178,5.681644806257649e-07,3.5063528300195026e-05
TACSTD2,pan-cancer,RXFP3,0.1450104096471101,1178,5.786657750329072e-07,3.556403335563814e-05
TACSTD2,pan-cancer,PCSK7,0.1449455268728888,1178,5.854856544359909e-07,3.583509521986211e-05
TACSTD2,pan-cancer,OLIG1,0.14476284316788707,1178,6.051059045015842e-07,3.650370813462187e-05
TACSTD2,pan-cancer,SHCBP1L,0.14473885583837265,1178,6.07728685572365e-07,3.650370813462187e-05
TACSTD2,pan-cancer,LEPROT,0.14473016649982876,1178,6.086814776700211e-07,3.650370813462187e-05
TACSTD2,pan-cancer,EFCAB9,0.14450037812736422,1178,6.344061922956317e-07,3.774209319205172e-05
TACSTD2,pan-cancer,SLC39A7,0.14433177898598767,1178,6.539430801208577e-07,3.8458540278096706e-05
TACSTD2,pan-cancer,VIM,0.14428915081156007,1178,6.589737069960753e-07,3.8586283244695384e-05
TACSTD2,pan-cancer,BRICD5,0.14421664446717364,1178,6.676159815363386e-07,3.8939029385842996e-05
TACSTD2,pan-cancer,SPMIP2,0.14417648113698095,1178,6.724500237271011e-07,3.906777032380146e-05
TACSTD2,pan-cancer,ABHD16A,0.1436498941465447,1178,7.390305942875448e-07,4.2113417735013994e-05
TACSTD2,pan-cancer,NT5M,0.14353141313740886,1178,7.548623381748235e-07,4.239580027189234e-05
TACSTD2,pan-cancer,ZXDB,0.14351948191652283,1178,7.564745828011058e-07,4.239580027189234e-05
TACSTD2,pan-cancer,TIGD4,0.14324374825395075,1178,7.946704032392521e-07,4.386174612828077e-05
TACSTD2,pan-cancer,DES,0.14323483550428612,1178,7.959354782856191e-07,4.386174612828077e-05
TACSTD2,pan-cancer,EDNRB,0.1430398277565106,1178,8.241047324104478e-07,4.489710507377505e-05
TACSTD2,pan-cancer,BMP10,0.1428875674846808,1178,8.467632354240637e-07,4.596317372431423e-05
TACSTD2,pan-cancer,OR5B17,0.1428458027732314,1059,3.056430583831461e-06,0.00012187209671132793
TACSTD2,pan-cancer,GNPTG,0.14270535685608435,1178,8.746668340285711e-07,4.7133767472851226e-05
TACSTD2,pan-cancer,CLEC14A,0.14239474524254112,1178,9.242841667315324e-07,4.909599432785029e-05
TACSTD2,pan-cancer,HLA-G,0.14219935012438592,1178,9.568717721941253e-07,5.0646099173819306e-05
TACSTD2,pan-cancer,OR2A14,0.14212380287497994,1059,3.4312216222192466e-06,0.00013202225888474397
TACSTD2,pan-cancer,AFF3,0.14202817186184846,1178,9.863259123160491e-07,5.201994785062624e-05
TACSTD2,pan-cancer,FBXO41,0.14169766503352174,1178,1.045680096310493e-06,5.45698248155297e-05
TACSTD2,pan-cancer,KRT8,0.14162721901862477,349,0.008056528229213024,0.040061766751282285
TACSTD2,pan-cancer,LAMC2,0.14159068888342544,1178,1.0656163064700881e-06,5.5222687547489964e-05
TACSTD2,pan-cancer,LPO,0.141445673433448,1178,1.093225641947961e-06,5.626140128959178e-05
TACSTD2,pan-cancer,MAP3K10,0.14142065969833528,1178,1.0980569828424286e-06,5.631517760626014e-05
TACSTD2,pan-cancer,NID2,0.14126519174274496,1178,1.128548547988771e-06,5.748254299396231e-05
TACSTD2,pan-cancer,ADAMTS7,0.1412176587803375,349,0.008242990407424586,0.04061378991749221
TACSTD2,pan-cancer,NKD1,0.14116743986865046,1178,1.1481353036625501e-06,5.788547922499358e-05
TACSTD2,pan-cancer,HOXD12,0.1409633499377498,1178,1.1900876454107557e-06,5.979788361552085e-05
TACSTD2,pan-cancer,SVOPL,0.14079741505945584,1178,1.2252787589475414e-06,6.0342950270949615e-05
TACSTD2,pan-cancer,LIPM,0.14055100171040671,1178,1.279388265789562e-06,6.259322920094788e-05
TACSTD2,pan-cancer,CPT2,0.14049151225532316,1178,1.2927914116127788e-06,6.304159562267822e-05
TACSTD2,pan-cancer,EFNA2,0.14031359862338846,1178,1.3336856163662405e-06,6.482322278501664e-05
TACSTD2,pan-cancer,GREB1,0.14012683106606563,1178,1.3779507743124644e-06,6.632447205938279e-05
TACSTD2,pan-cancer,KIF6,0.13983943636778443,1178,1.448832913542584e-06,6.906567924076555e-05
TACSTD2,pan-cancer,KLHDC1,0.13974821281509653,1178,1.472054970327367e-06,6.994847787117868e-05
TACSTD2,pan-cancer,ME1,0.13965521706402265,1178,1.4960958682595203e-06,7.06394725353138e-05
TACSTD2,pan-cancer,KCNC1,0.139630326140489,1178,1.502594258444871e-06,7.072178609446382e-05
TACSTD2,pan-cancer,PRR23B,0.13932108954838954,1178,1.5856223697322312e-06,7.416025630511784e-05
TACSTD2,pan-cancer,RGCC,0.13902184250733182,1178,1.670150425171269e-06,7.738363636626879e-05
TACSTD2,pan-cancer,CDHR4,0.1384678689968506,1178,1.8381791486036704e-06,8.438036567031601e-05
TACSTD2,pan-cancer,FAM83A,0.13840885977153897,1178,1.8570048616343154e-06,8.472157456161709e-05
TACSTD2,pan-cancer,OR2T6,0.1383001639145957,1059,6.271892443373567e-06,0.00020411784750611612
TACSTD2,pan-cancer,GPR150,0.1382855395466517,1178,1.8969468499175713e-06,8.627917583738238e-05
TACSTD2,pan-cancer,GNB1L,0.13816584362494536,1178,1.9365024963041155e-06,8.67518121311178e-05
TACSTD2,pan-cancer,GPR146,0.13800557948598188,1178,1.990705447106902e-06,8.864599435575136e-05
TACSTD2,pan-cancer,MYO1E,0.13792273076286962,1178,2.0192934627497615e-06,8.965060200440956e-05
TACSTD2,pan-cancer,NIBAN3,0.13782322096057034,1178,2.054151383195793e-06,9.092676643533045e-05
TACSTD2,pan-cancer,RAB36,0.13768543378658804,349,0.010017512354188187,0.04625596437250572
TACSTD2,pan-cancer,SOD3,0.1375732171746115,1178,2.1442921766813177e-06,9.453329467229604e-05
TACSTD2,pan-cancer,ZC2HC1C,0.13756222990627134,1178,2.148339514505215e-06,9.453329467229604e-05
TACSTD2,pan-cancer,AJM1,0.1373824509152798,1178,2.215614021979092e-06,9.692008043792657e-05
TACSTD2,pan-cancer,PPM1N,0.13734837187262472,1178,2.228592404141907e-06,9.719689970022103e-05
TACSTD2,pan-cancer,PPP1R14A,0.13733158430174894,1178,2.235012418306703e-06,9.719689970022103e-05
TACSTD2,pan-cancer,C11orf42,0.137233494283228,1178,2.272880721483395e-06,9.82760981093238e-05
TACSTD2,pan-cancer,COL6A3,0.1371545940466592,1178,2.303786439905937e-06,9.931656730643768e-05
TACSTD2,pan-cancer,PSG5,0.137062407630971,1178,2.340407008934877e-06,0.00010060368047366598
TACSTD2,pan-cancer,FAM78B,0.1368829360695847,1178,2.4133086051129713e-06,0.0001030269010249452
TACSTD2,pan-cancer,PDPN,0.1368726279037383,1178,2.4175612490893483e-06,0.0001030269010249452
TACSTD2,lung,ZNF676,0.4799917514468226,42,0.0012963548536807188,0.14573230302918813
TACSTD2,lung,OR8G5,0.4273676369104649,117,1.5425456212681705e-06,0.01904735333141937
TACSTD2,lung,CFHR4,0.4062859243914097,42,0.007589208539609712,0.276015261103734
TACSTD2,lung,PRH2,0.3815939398894266,42,0.012647733026675795,0.3079007088861253
TACSTD2,lung,UTY,0.37537663968308,42,0.014300573524433912,0.3207770347937649
TACSTD2,lung,KLRC2,0.34926593846685744,124,7.013499772461869e-05,0.07333733742213125
TACSTD2,lung,ECE2,0.34676844036872173,42,0.024460852779588173,0.36566525035076114
TACSTD2,lung,ADGRF4,0.34564338024162683,126,7.368560930029934e-05,0.07333733742213125
TACSTD2,lung,GH2,0.3425614832073305,126,8.622638953600665e-05,0.07333733742213125
TACSTD2,lung,SPATA31D1,0.33789601943456793,42,0.028629496099666172,0.3863573965450031
TACSTD2,lung,KRT6C,0.3366042165323862,115,0.00023490458906883283,0.10153458262331909
TACSTD2,lung,NME7,0.32565539583139225,126,0.0001984337904508231,0.10153458262331909
TACSTD2,lung,FBXL12,0.32293449816630815,126,0.00022591159434224333,0.10153458262331909
TACSTD2,lung,RRN3,0.3219352999127639,42,0.037605713077934436,0.4202310815260945
TACSTD2,lung,UNC119B,0.32115707299934965,126,0.0002457234622055738,0.10153458262331909
TACSTD2,lung,GRIA4,0.32036913439194353,126,0.00025501109884875587,0.10153458262331909
TACSTD2,lung,FUT11,0.3197019769688243,126,0.0002631281700636711,0.10153458262331909
TACSTD2,lung,NOMO1,0.31958003801719714,115,0.0004987314399476686,0.12220497196459776
TACSTD2,lung,MSL2,0.3162257770218165,126,0.00030943177215807775,0.10670312197539797
TACSTD2,lung,FXR2,0.3151856285022142,126,0.0003246865402148139,0.10670312197539797
TACSTD2,lung,RBM4,0.314869855987861,42,0.04225574622862669,0.4373436601909406
TACSTD2,lung,LCN1,0.3148434816565667,42,0.042273942171958186,0.4373436601909406
TACSTD2,lung,CALHM1,0.3126757287017617,126,0.0003644044386824263,0.11249165022126499
TACSTD2,lung,PRAMEF4,0.30844209120286836,117,0.0007160072859342743,0.12793482797124378
TACSTD2,lung,PEX11A,0.3064301036401821,126,0.00048350857537907317,0.12220497196459776
TACSTD2,lung,NTRK3,0.3057679987934459,126,0.0004980431919334576,0.12220497196459776
TACSTD2,lung,C22orf39,0.30471557434921503,126,0.0005219764033897097,0.12394931978954107
TACSTD2,lung,ZNF567,0.3042325583784676,126,0.0005333113277276241,0.12425147688265475
TACSTD2,lung,PRAMEF14,0.3036251286916594,115,0.0009714025386294133,0.12793482797124378
TACSTD2,lung,VPS9D1,0.3012958385992297,126,0.0006072456012969433,0.127347063014601
TACSTD2,lung,DCTN5,0.3012497636396697,126,0.0006084772204293374,0.127347063014601
TACSTD2,lung,OR8B3,0.30037900986620303,115,0.0011075365823538651,0.1391136005058567
TACSTD2,lung,OR5I1,0.2992581663638292,117,0.0010466769110961509,0.13586332631046405
TACSTD2,lung,PXMP2,0.298874174146215,126,0.000675179080768465,0.12793482797124378
TACSTD2,lung,OR5M10,0.2972123249077866,115,0.0012568945593286758,0.14573230302918813
TACSTD2,lung,GGCX,0.2964637347192121,126,0.0007496650168575541,0.12793482797124378
TACSTD2,lung,BMP5,0.2938674551368482,126,0.0008382689905377343,0.12793482797124378
TACSTD2,lung,SEMA6D,0.2933545108574869,126,0.0008568709050036345,0.12793482797124378
TACSTD2,lung,RAB3D,0.2932393771337754,126,0.0008610978506483355,0.12793482797124378
TACSTD2,lung,FAM210B,0.29287420856655516,126,0.0008746310879495281,0.12793482797124378
TACSTD2,lung,KCNG3,0.2927813992376836,126,0.0008781015289997657,0.12793482797124378
TACSTD2,lung,ARHGEF12,0.29253786175149993,126,0.0008872682306965712,0.12793482797124378
TACSTD2,lung,VPS8,0.2925039930784532,126,0.0008885499578796893,0.12793482797124378
TACSTD2,lung,PSG5,0.29190185371510163,126,0.00091162219879156,0.12793482797124378
TACSTD2,lung,LIAT1,0.29148997641130514,126,0.000927718620044049,0.12793482797124378
TACSTD2,lung,RPS2,0.29094894476474187,42,0.06157717270253839,0.48893766429031826
TACSTD2,lung,CXCL3,0.29073982204853605,126,0.0009577050598398501,0.12793482797124378
TACSTD2,lung,ZNF507,0.2905355759831982,126,0.0009660217309237593,0.12793482797124378
TACSTD2,lung,DMRT1,0.2883579457634695,126,0.0010588918026693962,0.13586332631046405
TACSTD2,lung,PSMD4,0.28584197323300703,126,0.0011763074620064562,0.14110272979360505
TACSTD2,lung,MNX1,0.2834888773362629,126,0.0012967546846509909,0.14573230302918813
TACSTD2,lung,ZIC5,0.2834305670488321,126,0.0012998772716215916,0.14573230302918813
TACSTD2,lung,RNF32,0.2833248564965302,126,0.0013055556844597314,0.14573230302918813
TACSTD2,lung,RHOV,0.2832888976529092,126,0.0013074924201349116,0.14573230302918813
TACSTD2,lung,DYNC1H1,0.28190208583134574,126,0.0013842142128853729,0.149488380610311
TACSTD2,lung,CGB7,0.28064331502683093,115,0.0023816539646703584,0.20281836659137645
TACSTD2,lung,ZNF260,0.28026072880117014,126,0.0014803049358488828,0.15133447719364648
TACSTD2,lung,PILRB,0.28003344810316433,126,0.0014940789636451312,0.15133447719364648
TACSTD2,lung,ORM2,0.27930866969622437,126,0.0015387858119944912,0.1541630420136591
TACSTD2,lung,SORL1,0.27915972639409153,126,0.001548122546946366,0.1541630420136591
TACSTD2,lung,TMEM30B,0.27867376242100245,126,0.0015789454325631574,0.15597454561031893
TACSTD2,lung,ERBB4,0.27636202139284977,126,0.0017333531669449728,0.16721441332372283
TACSTD2,lung,HGSNAT,0.27234291093170354,126,0.002034775760950572,0.18474566982512988
TACSTD2,lung,GULP1,0.2720691899285895,126,0.002056937545419927,0.18539463365580483
TACSTD2,lung,DGAT2,0.2706734319972595,126,0.002173383445961884,0.19110852645419274
TACSTD2,lung,KLHL26,0.2705700642007182,126,0.0021822402194720744,0.19110852645419274
TACSTD2,lung,HLA-DRB5,0.2689249943410999,126,0.0023276618450481642,0.1995970032128801
TACSTD2,lung,OR8J3,0.2688124441356577,117,0.003383366571932393,0.22848337653022818
