gene,class,n_lines_screened_twice,between_screen_r,p,sd_screen1
ENO1,common essential,32,0.36717849531972413,0.0387086103357071,0.48453845951621105
DLD,common essential,32,0.36664033555236875,0.039016696528857024,0.21730626928644609
GPR148,non-essential control,32,0.3665936315053351,0.039043526607324665,0.1858248790898294
EIF2B2,common essential,32,0.3652876496921248,0.03979981389445339,0.27975619163606613
CKAP5,common essential,32,0.36230682344437004,0.04157020529124881,0.4354669313630505
GMNN,common essential,32,0.3616430832971387,0.041972900961493295,0.28270585589665587
EXOSC1,common essential,32,0.3610564839602563,0.04233139624969308,0.28698241346500863
ATP6AP2,common essential,32,0.3606056765307262,0.04260856981158816,0.40343188458819873
DCTN5,common essential,32,0.36014057703051217,0.04289605463146385,0.43202695768849564
DNAJC2,common essential,32,0.3590984612630106,0.04354585011373754,0.2681915948359134
GPATCH1,common essential,32,0.3581026639753061,0.044174110849482244,0.2470875825174554
GH2,non-essential control,32,0.35768647252214486,0.044438832344248065,0.14339232144573794
BRDT,non-essential control,32,0.3558071811561188,0.04565002325928719,0.12629874791473933
KLK12,non-essential control,32,0.35488836213585545,0.04625172441339758,0.12948368475050054
CEP85,common essential,32,0.35471189107705625,0.0463680107816277,0.2897799361725878
CMPK1,common essential,32,0.35313479122807956,0.04741764776635161,0.26639296669041634
COQ4,common essential,32,0.35139546166843955,0.04859714411895931,0.3581520308441023
DDX4,non-essential control,32,0.34973412376178076,0.04974546158048193,0.14622314184776591
EXOC2,common essential,32,0.3482440589348125,0.05079366262822068,0.2547185207811125
CRYGB,non-essential control,32,0.3481780256417549,0.0508405173644964,0.183269987302131
GFM1,common essential,32,0.34699637776238756,0.05168479110883001,0.34822107498317856
COL20A1,non-essential control,31,0.34571414049435606,0.0567848100929552,0.10372700765137594
FH,common essential,32,0.3440464510736872,0.05384109950653927,0.2850671587371886
CNOT3,common essential,32,0.3438355921915388,0.05399791808447711,0.5553928730880411
CDC7,common essential,32,0.343668880839197,0.05412215937717153,0.30816612421964573
CLDN4,target,32,0.343380434095904,0.054337658165965044,0.22034986981772972
ATP6V1D,common essential,32,0.3427828001629535,0.05478631209203027,0.2740128390477139
LHX3,non-essential control,32,0.3427618979340932,0.054802056627988247,0.12442855546481017
CYP4A22,non-essential control,32,0.34152921853248674,0.05573691651911566,0.1406063461407761
EWSR1,common essential,32,0.3413132104156119,0.055902026404248295,0.3178358713510095
BDP1,common essential,32,0.3411741760637754,0.0560085042082686,0.37333144330778595
GRWD1,common essential,32,0.339980161201687,0.056929537054206295,0.3592954065764425
LCN9,non-essential control,32,0.33970391168254704,0.05714432227540633,0.16943791909608355
C10orf53,non-essential control,32,0.3387140812292654,0.05791917488517277,0.13997314728702726
LGALS14,non-essential control,32,0.3365188287108166,0.05966720581700131,0.1256389434057295
DDI1,non-essential control,32,0.33549158174134874,0.060499310657427,0.14228132672353064
CTU1,common essential,32,0.33300223457080824,0.06255362685189528,0.27787630233088334
CHAF1A,common essential,32,0.33148024120244435,0.0638363486832424,0.34272296235508143
CCDC86,common essential,32,0.33106460074285093,0.06419020474772395,0.22907711370545494
ALPI,non-essential control,32,0.33050268201765454,0.06467103542361334,0.18217308521127612
IFNA14,non-essential control,32,0.3299438384407414,0.0651520267794026,0.09474935620610536
KRT35,non-essential control,32,0.3293839122603251,0.06563675278162762,0.13176622404730315
GEMIN5,common essential,32,0.32913117226027766,0.06585647062739992,0.5280079584081901
MTNR1B,non-essential control,32,0.32894216950914257,0.06602115443277264,0.13246451103012885
DENR,common essential,32,0.32879646391640094,0.06614833174548916,0.364382007502471
EMC3,common essential,32,0.3276711861294487,0.06713697788749727,0.49154393143137276
MEP1A,non-essential control,32,0.32621501481497517,0.06843342375160215,0.12850539733156346
ATP6V1E1,common essential,32,0.3258187970918159,0.06878953789217394,0.26168046539567413
MFRP,non-essential control,32,0.32432599879476054,0.07014423169041682,0.1663787835063368
ATP6V1G1,common essential,32,0.3233400025549832,0.07105033779917695,0.39926433216980517
ELP5,common essential,32,0.32240575202817584,0.07191726594181888,0.5546944635008771
DGCR8,common essential,32,0.3200412799228338,0.07414809289252097,0.1764361129381942
MAS1,non-essential control,32,0.3197674131759528,0.0744099088057448,0.12776682022063787
FAM210A,common essential,32,0.3191626041540234,0.07499064331313096,0.2863951312337475
COA5,common essential,32,0.315763485122395,0.07832004081903116,0.3099801102106123
CTDP1,common essential,32,0.3134178124855918,0.08068336487912858,0.24519434118203517
ALG8,common essential,32,0.31223464583792754,0.08189609190792597,0.21979732421926976
C16orf78,non-essential control,32,0.3121862522735316,0.08194599147359156,0.15092005296474573
EVX1,non-essential control,32,0.31197059535882976,0.0821686440992088,0.11232067222981414
DPH5,common essential,32,0.31095800026765097,0.08322031582747419,0.2931494664001799
CSTF3,common essential,32,0.3108167017066371,0.08336788591011157,0.23511466511400286
CD200R1L,non-essential control,32,0.3097623997342442,0.0844753394768197,0.12114886819798339
MRGPRD,non-essential control,32,0.3088617188974533,0.08543034203245399,0.10395005170681128
CELA3A,non-essential control,29,0.3081215378502395,0.10391972028938384,0.16686330692807022
ELAC2,common essential,32,0.3076432744188998,0.0867354241402034,0.34784568672820193
EIF3B,common essential,32,0.30717368660633737,0.08724245898499997,0.47978227310070387
CDC45,common essential,32,0.3066365035644101,0.08782525880618373,0.6229605909771518
ANAPC10,common essential,32,0.3037649918710598,0.09099127922372198,0.15922875788311946
FEZF2,non-essential control,32,0.30279549458224153,0.0920796398462094,0.12642345899091725
ACTR6,common essential,32,0.3021554826047272,0.09280353749339369,0.3642690645463444
DDX49,common essential,32,0.30205822180703334,0.0929139244839699,0.5476619009867819
HAUS1,common essential,32,0.300921697873647,0.09421125497556562,0.4065221776478997
H2AC1,non-essential control,32,0.2991169307168715,0.09629962921797626,0.16399879759449276
CDC20,common essential,32,0.2987615830063143,0.09671492617160064,0.4435817129657467
DDOST,common essential,32,0.2974966380603572,0.09820431090503269,0.22272427759831404
EXOSC7,common essential,32,0.29734303325389766,0.09838634674887711,0.22855052738101622
EXOC4,common essential,32,0.29632378276454285,0.09960073596622596,0.19003127214630997
CEP152,common essential,32,0.2963204016309674,0.09960478321881822,0.20425395519153053
ACTR10,common essential,32,0.2959711560094957,0.1000235047369058,0.2679316722480978
CYLC2,non-essential control,32,0.295951072753783,0.10004762360933113,0.1303346370332436
EIF2S1,common essential,32,0.29509168314196227,0.10108383075362722,0.5032243956290805
ATP6V1A,common essential,32,0.29432997959235285,0.10200901585136986,0.41185306813608047
HRG,non-essential control,32,0.29407379980156045,0.10232161115534903,0.13170300637146284
EXOSC5,common essential,32,0.2939919065876526,0.10242169114839095,0.20506517623414092
KRT25,non-essential control,32,0.29387115176108697,0.1025693978994654,0.17537669469531195
GTF2A1,common essential,32,0.2925941336895399,0.1041412966338223,0.29146766179126116
CDC73,common essential,32,0.2920784044699584,0.10478123592345708,0.20221580328428165
HAUS7,common essential,32,0.2918695769922341,0.10504119900137517,0.5134657898275423
CUL2,common essential,32,0.29140278699605543,0.10562404787350754,0.43013304436497996
COG3,common essential,32,0.2907821980577429,0.10640270023975766,0.46304134527413765
DDX20,common essential,32,0.2898498198851959,0.10758065964470921,0.263677267007858
MEPE,non-essential control,32,0.28880317661732746,0.10891462388797936,0.12699258346405887
ELP2,common essential,32,0.2888017794391041,0.10891641287177277,0.3103938699994918
KRT78,non-essential control,32,0.2878786618441704,0.1101032243059434,0.16774076168545643
DTX2,non-essential control,32,0.28665004865334454,0.11169780184821651,0.25731663396778964
CNBD1,non-essential control,31,0.28643667322039135,0.11823798173581888,0.12170123378051145
LBX1,non-essential control,32,0.28595554636056186,0.11260678784641283,0.1312903981441229
ART1,non-essential control,32,0.28569224719805536,0.1129528443893978,0.14651407427693408
KRTAP17-1,non-essential control,32,0.28522737738092907,0.11356576754789807,0.09573231718540329
HTR6,non-essential control,32,0.28407891804278806,0.11509064373539683,0.17338322632812422
HAUS8,common essential,32,0.28354889472340783,0.11579951740913284,0.2790881386910162
DEFB126,non-essential control,32,0.28176110728871717,0.11821459675468254,0.1432762041040121
HJURP,common essential,32,0.2804963906760227,0.11994557273964139,0.3172527275065929
BUD13,common essential,32,0.279548063833861,0.12125582006680743,0.3322750787407293
LYZL6,non-essential control,32,0.27924909234482065,0.12167108548813826,0.10799082303653275
INSL6,non-essential control,32,0.2791134115517262,0.12185989108142245,0.10639453227305577
DTL,common essential,32,0.2791047637825148,0.12187193218304627,0.3698648845723279
GOSR2,common essential,32,0.2786967362809026,0.12244107097200432,0.2804343386697607
IL21,non-essential control,32,0.278497370596417,0.1227198725497486,0.10090586930116043
HTR1A,non-essential control,32,0.2774108390456654,0.12424760108809423,0.10114622392667863
AQP8,non-essential control,32,0.27735086929938846,0.12433233018606268,0.11914830673600872
EXOC5,common essential,32,0.27695855777904477,0.12488766831502883,0.17319118555966861
HAUS5,common essential,32,0.276355614825077,0.12574474083752218,0.510420659849447
GPN3,common essential,32,0.27596275754303434,0.1263055150019834,0.3782775044919629
KRTAP11-1,non-essential control,32,0.27542348984646003,0.12707828516331776,0.07554072133606636
GSX2,non-essential control,32,0.27477361586982474,0.12801418575058043,0.1309648204854836
GABRA1,non-essential control,32,0.27450866610869684,0.12839720247109676,0.0971661704659826
KCNA10,non-essential control,32,0.27123154276272915,0.13320478407534495,0.21294971023274645
ADH7,non-essential control,32,0.2701094800850751,0.13488086208680253,0.09798854223131262
ALG13,common essential,32,0.26920200241173814,0.13624767495929688,0.5633407690081931
IFNW1,non-essential control,32,0.26911699710858,0.13637622482188688,0.1340815441136716
IFNK,non-essential control,31,0.2678417855575657,0.1451806790100256,0.09176753277331463
DARS1,common essential,32,0.26696899108882743,0.13965411194933194,0.3734705551591382
ATP6V0D1,common essential,32,0.26629374866623956,0.1406963289808298,0.1834834447557838
COX6B1,common essential,32,0.26522013984834325,0.1423650788762095,0.3721936712856005
EBNA1BP2,common essential,32,0.26501960891862436,0.1426783628327364,0.18939007921937318
CRX,non-essential control,32,0.2645785006692685,0.14336926056377067,0.17606315443885176
COX5B,common essential,32,0.2641704960482859,0.14401047377824963,0.3058552111980583
KIF2B,non-essential control,32,0.26217096093560194,0.1471830950942145,0.13585345527632456
ELL,common essential,32,0.2610232749826077,0.14902684900224056,0.4493812150187307
KRT38,non-essential control,32,0.26093722237003303,0.14916576329032746,0.1439485194888896
GLE1,common essential,32,0.2608112535421159,0.1493692831944945,0.3632115762466587
CSN3,non-essential control,32,0.26005333104131534,0.15059805651666333,0.07771752546175718
CCDC83,non-essential control,32,0.25937794022978183,0.15169917221804322,0.13596493837706317
CHMP6,common essential,32,0.25920503073006534,0.15198200618206426,0.5389163497245905
KRT73,non-essential control,32,0.2580881141090748,0.1538181679423856,0.1304659250824374
C10orf120,non-essential control,32,0.257656982552486,0.15453119176149455,0.07664508314080151
CDC40,common essential,32,0.2565362512143873,0.15639584567847728,0.3613047721646598
FNBP4,common essential,32,0.2560671688244831,0.15718108445693862,0.23092680257015402
IL1F10,non-essential control,32,0.25592631888948436,0.15741741823284655,0.10149529879406495
INS,non-essential control,32,0.25566783503468915,0.15785179585095788,0.1482245940444429
CENPJ,common essential,32,0.25484714167448735,0.15923666575528259,0.1708434712380717
DRD3,non-essential control,32,0.25267274137246215,0.16294795696390726,0.1147162950448091
HAUS4,common essential,32,0.2512484816680312,0.16541220324937453,0.3673994059334149
GDF2,non-essential control,32,0.25065903715939614,0.16643980230831967,0.13041730987149222
GEMIN8,common essential,32,0.24872008528760134,0.16985216023292915,0.26282120089164096
CELA3B,non-essential control,32,0.24829056631754842,0.1706147534663172,0.11142865024702857
DDX51,common essential,32,0.24827540044707147,0.17064172425363192,0.3356814632043749
EFCAB3,non-essential control,32,0.24813207436632911,0.17089676316416583,0.11081588797079259
BET1,common essential,32,0.24767889073514665,0.17170495442147538,0.2057425584579825
ATP6V0C,common essential,32,0.24703089563225505,0.17286527502574595,0.500033295989282
DNAJA3,common essential,32,0.24677748378036815,0.17332055191348203,0.27710347735037205
CHMP2A,common essential,32,0.24651174717314955,0.17379888400723034,0.46611103675762555
HOXB1,non-essential control,32,0.2462427476132152,0.1742840418219162,0.09169874669074357
ADGRG7,non-essential control,32,0.24346200271491453,0.17935560817608862,0.10827224310075609
GNL3L,common essential,32,0.24235770711963434,0.18139823549282738,0.2944061786552648
BUB1B,common essential,32,0.24095230135260579,0.1840214474191931,0.3501779813713306
GATC,common essential,32,0.2400465645285233,0.18572607668755584,0.2320781907870142
EIF4A1,common essential,32,0.23993434344762055,0.18593804948675943,0.45212885667080693
ARL2,common essential,32,0.23952428369078554,0.1867140483153128,0.3342939230628347
CCNA2,common essential,32,0.23942144523811987,0.1869090157600391,0.2981693211708125
KRT85,non-essential control,32,0.23937740485402137,0.18699255384055286,0.17068014497427766
EEFSEC,common essential,32,0.2386078291609004,0.18845655022233443,0.2775915793524378
CARS1,common essential,32,0.2385583592026306,0.18855093263317702,0.33757296905252315
FARSB,common essential,32,0.23745034046369887,0.19067356602568816,0.36727306543962485
BYSL,common essential,32,0.2364128959951819,0.19267607978165502,0.2713582910410938
COPB1,common essential,32,0.2362722057725291,0.19294877020457737,0.4426615260047529
CCT4,common essential,32,0.2357197339085655,0.19402219185035555,0.44523597789558
EIF3M,common essential,32,0.23458466196692018,0.19624060773239826,0.30764208109438573
DHDDS,common essential,32,0.23432874321212577,0.19674320839479048,0.3393921738267471
DHX38,common essential,32,0.23425580659923168,0.19688661276393177,0.20539625199573758
CYP7A1,non-essential control,32,0.23421446013121355,0.19696793839438112,0.11149696165441132
GTF3C5,common essential,32,0.23404532241269763,0.19730086353141363,0.23681328554151757
DDX54,common essential,32,0.23384886464293117,0.19768805494163597,0.3322282817564115
MRGPRX2,non-essential control,32,0.23368575738074543,0.19800991763086911,0.07823610562658882
EXOSC8,common essential,32,0.23359461470241533,0.1981899295521,0.5592412755497636
KRTAP10-9,non-essential control,32,0.23187200292361232,0.20161356164081515,0.36831433103044087
C8A,non-essential control,32,0.23176750115943004,0.20182256345623445,0.12808555345434364
IFIT1B,non-essential control,32,0.23153996345336395,0.20227815348595513,0.08406294689026861
LHX5,non-essential control,32,0.23091196620807644,0.2035392568665476,0.17231541259045793
CENPM,common essential,32,0.2303573365262569,0.20465753565093683,0.16180746328071793
DIDO1,common essential,32,0.2294946457409111,0.20640536007352275,0.27211274013774206
ECD,common essential,32,0.2291871920618526,0.2070307442418595,0.37444572913072266
CNOT1,common essential,32,0.2276598061842291,0.21015690320601255,0.31940130753916196
CPSF3,common essential,32,0.22754141399000577,0.21040056731166204,0.19080715714958102
EIF6,common essential,32,0.227202459332705,0.21109924554786014,0.32809847167939865
BORA,common essential,32,0.2252506873133181,0.21515335643945707,0.3303080175468736
GRM5,non-essential control,32,0.22504112211352675,0.2155917961149536,0.09845595182204178
ASCC3,common essential,32,0.2234149289821622,0.2190147775260384,0.24092502912945032
KRTAP13-4,non-essential control,31,0.22217652830667728,0.22964381001818063,0.17360011902007644
ADAM2,non-essential control,32,0.2221093217194488,0.22178961908922074,0.11038268281136905
KRT74,non-essential control,32,0.2214638076734697,0.22317033707777306,0.16022433553596238
ERCC3,common essential,32,0.22095078666275186,0.22427181332687263,0.1952848037827342
IFNA6,non-essential control,32,0.22092960967116385,0.2243173602604655,0.08910138705350665
GTF3C3,common essential,32,0.22089234980320172,0.22439751306351702,0.24833766688622644
GALR1,non-essential control,32,0.2198554069164698,0.2266359623110713,0.13721127043187678
H1-8,non-essential control,32,0.21977927608191256,0.22680089934228845,0.17224673868548446
CELA2A,non-essential control,32,0.21962350022251295,0.2271386399893203,0.13633122841892104
GTF2A2,common essential,32,0.21935943398709648,0.2277119440529958,0.4479421343427884
CENPW,common essential,32,0.21892766866787522,0.22865143950610403,0.611358231068819
EIF3D,common essential,32,0.21885169032512203,0.22881703439061105,0.26151388622060956
CSN2,non-essential control,32,0.21791160376854135,0.23087265790519845,0.12625250323515574
DDX24,common essential,32,0.21743206954395547,0.23192600390381848,0.38626840176525423
KRT40,non-essential control,32,0.21677837297395525,0.23336712282224226,0.12133378907053625
DEFA5,non-essential control,32,0.21668373805111496,0.23357625009862412,0.13500791211043497
KRTAP10-10,non-essential control,32,0.21593847566103883,0.23522756015019924,0.12583959758523156
CEBPZ,common essential,32,0.215061419264108,0.237180913297466,0.19746206904234642
GSC2,non-essential control,32,0.21493041033614607,0.2374736232008075,0.19551789761367716
GKN2,non-essential control,32,0.21490070502582817,0.23754002668035532,0.12492108937025127
CENPA,common essential,32,0.21426440473756375,0.23896540636476007,0.6135255272805473
GALR3,non-essential control,32,0.21398906476398563,0.23958396807243057,0.12621245373778134
IL13,non-essential control,32,0.21365773048518763,0.24032974216015207,0.1133407800480667
COG2,common essential,32,0.21350093886387342,0.24068319245466235,0.2985753915406631
GSTA5,non-essential control,32,0.21233429513472551,0.2433240294765356,0.13575424005736886
DMRTB1,non-essential control,32,0.21113005313903474,0.24607016734869788,0.1532179535395145
ALPG,non-essential control,29,0.20965938087993985,0.275019978831398,0.12375595352942768
