spec	estimator	cohort	model	model_name	n	k	ll	aic	bic	aicc	delta_bic	lr_vs_saturated	df	p_vs_saturated	srmr	resid_r_TC	resid_r_TI	resid_r_CI	is_winner
c4_pct	within_dataset	GSE131907	M3	M3_independent	21	5	-87.9221092340265	185.844218468053	191.0668306566701	189.844218468053	23.393317366859975	23.65987269340991	1	1.1495464686456722e-06	0.37579787932604103	0.8221229862914223	-0.3968347015837741	0.11823828341907278	False
c4_pct	within_dataset	GSE131907	saturated	saturated	21	6	-76.09217288732154	164.18434577464308	170.45148040098363	170.18434577464308	2.7779671111734956	0.0	0	1.0	1.8994495946156144e-16	-2.220446049250313e-16	1.3877787807814457e-16	2.220446049250313e-16	False
c4_pct	within_dataset	GSE189357	M1	M1_TACSTD2_to_CLDN4_to_immune	9	5	-22.37776359425482	54.75552718850964	55.741650075190734	74.75552718850963	0.0	0.11463133999135522	1	0.7349317995939428	0.007819870461880683	-2.220446049250313e-16	0.019154692486269886	2.220446049250313e-16	True
c4_pct	within_dataset	GSE189357	M2	M2_CLDN4_to_TACSTD2_to_immune	9	5	-23.20575130903207	56.41150261806414	57.397625504745236	76.41150261806413	1.655975429554502	1.7706067695458572	1	0.18330700435613329	0.0322058519703984	0.0	0.0	-0.0788879040590843	False
c4_pct	within_dataset	GSE189357	M3	M3_independent	9	5	-33.87636503120096	77.75273006240192	78.73885294908303	97.75273006240192	22.99720287389229	23.11183421388364	1	1.528470680722418e-06	0.55006110984189	0.9608901173598287	-0.9430193359755632	0.05299114736796873	False
c4_pct	within_dataset	GSE189357	saturated	saturated	9	6	-22.320447924259142	56.640895848518284	57.8242433125356	98.64089584851828	2.0825932373448666	0.0	0	1.0	2.2662332591841974e-16	-2.220446049250313e-16	4.440892098500626e-16	1.1102230246251565e-16	False
c4_pct	within_dataset	GSE205335	M1	M1_TACSTD2_to_CLDN4_to_immune	22	5	-91.68709608471889	193.37419216943778	198.82940443622937	197.12419216943778	2.2400900192171207	2.272357144302134	1	0.1316994594775871	0.11697296485336547	2.7755575615628914e-17	0.2865240775912559	5.551115123125783e-17	False
c4_pct	within_dataset	GSE205335	M2	M2_CLDN4_to_TACSTD2_to_immune	22	5	-92.7940749085781	195.5881498171562	201.04336208394778	199.3381498171562	4.454047666935537	4.486314792020551	1	0.03416725551110038	0.1686544953179148	-3.469446951953614e-17	-1.1102230246251565e-16	-0.41311745635550584	False
c4_pct	within_dataset	GSE205335	M3	M3_independent	22	5	-90.56705107511033	191.13410215022066	196.58931441701225	194.88410215022066	0.0	0.032267125085013504	1	0.8574426399092243	0.01712821508267734	0.038283318082480144	-0.014543427899202765	0.009117607857715315	True
c4_pct	within_dataset	GSE205335	saturated	saturated	22	6	-90.55091751256782	193.10183502513564	199.64808974528555	198.70183502513564	3.058775328273299	0.0	0	1.0	9.681352727116468e-17	2.7755575615628914e-17	-5.551115123125783e-17	5.551115123125783e-17	False
c4_pct	dataset_bic_sum	ALL	M1	M1_TACSTD2_to_CLDN4_to_immune	65	20	-241.7595571973648	523.5191143947296	538.0078085241271		0.0	2.85609779839303	4	0.5821885663857802	0.04674450951740336				True
c4_pct	dataset_bic_sum	ALL	M2	M2_CLDN4_to_TACSTD2_to_immune	65	20	-246.1326258758758	532.2652517517516	546.7539458811491		8.746137357022008	11.602235155414995	4	0.020567756880520316	0.10840581118452758				False
c4_pct	dataset_bic_sum	ALL	M3	M3_independent	65	20	-265.15812357358266	570.3162471471653	584.8049412765629		46.7971327524358	49.65323055082874	4	4.2658489627823153e-10	0.28655104004890714				False
c4_pct	dataset_bic_sum	ALL	saturated	saturated	65	24	-240.3315082981683	528.6630165963365	546.0494495516136		8.041641027486548	0.0	0	1.0	1.5723437219011946e-16				False
c4_mean	pooled_within_z	ALL	M1	M1_TACSTD2_to_CLDN4_to_immune	65	5	-262.0032426550195	534.006485310039	544.8784216595172	535.0234344625813	0.0	1.547795532227724	1	0.21346117528817235	0.049956869412460976	0.0	0.12236883920738187	-1.1102230246251565e-16	True
c4_mean	pooled_within_z	ALL	M2	M2_CLDN4_to_TACSTD2_to_immune	65	5	-264.8732668387174	539.7465336774349	550.6184700269131	540.7634828299772	5.740048367395843	7.287843899623567	1	0.006942274405982715	0.11084969856495516	0.0	-5.551115123125783e-17	-0.27152519962546484	False
c4_mean	pooled_within_z	ALL	M3	M3_independent	65	5	-272.9990942587	555.9981885174	566.8701248668782	557.0151376699423	21.991703207360956	23.53949873958868	1	1.2237550788277644e-06	0.24298468200405451	0.5511981273266786	-0.20869125904113886	0.08293320784255154	False
c4_mean	pooled_within_z	ALL	saturated	saturated	65	6	-261.22934488890564	534.4586897778113	547.5050133971852	535.9069656398802	2.6265917376679226	0.0	0	1.0	5.067451620406765e-17	0.0	-5.551115123125783e-17	-1.1102230246251565e-16	False
c4_mean	within_dataset	GSE123902	M1	M1_TACSTD2_to_CLDN4_to_immune	13	5	-53.45516317849372	116.91032635698744	119.73507314429513	125.48175492841601	0.0	0.49617577490496956	1	0.48118529034324486	0.06834694643737006	-5.551115123125783e-17	-0.16741514424888926	0.0	True
c4_mean	within_dataset	GSE123902	M2	M2_CLDN4_to_TACSTD2_to_immune	13	5	-54.18650768665431	118.37301537330862	121.1977621606163	126.94444394473719	1.4626890163211783	1.9588647912261479	1	0.16163477904474666	0.13973715295310266	-2.220446049250313e-16	0.0	-0.3422847228443491	False
c4_mean	within_dataset	GSE123902	M3	M3_independent	13	5	-53.78146068823823	117.56292137647645	120.38766816378414	126.13434994790502	0.6525950194890129	1.1487707943939824	1	0.28380661327183476	0.1275866744933859	0.2908180382581121	-0.10499010064007983	-0.04552037391077085	False
c4_mean	within_dataset	GSE123902	saturated	saturated	13	6	-53.207075291041235	118.41415058208247	121.80384672685169	132.41415058208247	2.0687735825565596	0.0	0	1.0	6.798699777552591e-17	-5.551115123125783e-17	1.1102230246251565e-16	1.1102230246251565e-16	False
c4_mean	within_dataset	GSE131907	M1	M1_TACSTD2_to_CLDN4_to_immune	21	5	-82.16715472890252	174.33430945780503	179.55692164642215	178.33430945780503	0.0	1.7894273636044318	1	0.18099594853525788	0.08270803554149751	1.1102230246251565e-16	0.2025924847046447	5.551115123125783e-17	True
c4_mean	within_dataset	GSE131907	M2	M2_CLDN4_to_TACSTD2_to_immune	21	5	-82.99133117103905	175.9826623420781	181.20527453069522	179.9826623420781	1.6483528842730664	3.437780247877498	1	0.06372125057416987	0.11695767314663813	0.0	-3.469446951953614e-18	-0.28648662071247766	False
c4_mean	within_dataset	GSE131907	M3	M3_independent	21	5	-87.67131855106672	185.34263710213344	190.56524929075056	189.34263710213344	11.008327644328403	12.797755007932835	1	0.0003470355472524024	0.3142850601023455	0.6755236586818267	-0.31460685135404176	0.19323796123801468	False
c4_mean	within_dataset	GSE131907	saturated	saturated	21	6	-81.2724410471003	174.5448820942006	180.81201672054115	180.5448820942006	1.255095074118998	0.0	0	1.0	1.1192215753200368e-16	1.1102230246251565e-16	3.469446951953614e-17	-1.1102230246251565e-16	False
c4_mean	within_dataset	GSE189357	M1	M1_TACSTD2_to_CLDN4_to_immune	9	5	-27.62475247152474	65.24950494304949	66.23562782973057	85.24950494304949	0.0	0.412934736917677	1	0.5204836947410394	0.026369424702197806	1.1102230246251565e-16	0.06459163533112688	-3.3306690738754696e-16	True
c4_mean	within_dataset	GSE189357	M2	M2_CLDN4_to_TACSTD2_to_immune	9	5	-29.0514196810406	68.1028393620812	69.0889622487623	88.1028393620812	2.853334419031725	3.266269155949395	1	0.0707182810933816	0.0804968966475289	1.1102230246251565e-16	-2.220446049250313e-16	-0.19717632266399965	False
c4_mean	within_dataset	GSE189357	M3	M3_independent	9	5	-34.81535122449849	79.63070244899698	80.61682533567809	99.63070244899698	14.381197505947512	14.794132242865182	1	0.00011990802429281027	0.5047185637475956	0.8981949834235826	-0.8454242581773892	0.08335806491597308	False
c4_mean	within_dataset	GSE189357	saturated	saturated	9	6	-27.4182851030659	66.8365702061318	68.01991767014911	108.8365702061318	1.7842898404185377	0.0	0	1.0	1.4332917616497527e-16	1.1102230246251565e-16	-2.220446049250313e-16	-1.1102230246251565e-16	False
c4_mean	within_dataset	GSE205335	M1	M1_TACSTD2_to_CLDN4_to_immune	22	5	-91.19437263559489	192.38874527118978	197.84395753798137	196.13874527118978	1.7093806816130552	2.697375452088181	1	0.10051358562250165	0.12403183239877172	-1.1102230246251565e-16	0.3038147012393936	-2.0816681711721685e-17	False
c4_mean	within_dataset	GSE205335	M2	M2_CLDN4_to_TACSTD2_to_immune	22	5	-90.33968229478836	190.67936458957672	196.1345768563683	194.42936458957672	0.0	0.987994770475126	1	0.32023296443627247	0.07360138024690056	5.551115123125783e-17	5.551115123125783e-17	-0.18028582596946735	True
c4_mean	within_dataset	GSE205335	M3	M3_independent	22	5	-92.26620742165159	194.53241484330317	199.98762711009476	198.28241484330317	3.853050253726451	4.841045024201577	1	0.027790049515929383	0.19606000697913387	0.44443145889763896	-0.08629844249558394	0.16021989634530645	False
c4_mean	within_dataset	GSE205335	saturated	saturated	22	6	-89.8456849095508	191.6913698191016	198.2376245392515	197.2913698191016	2.1030476828831866	0.0	0	1.0	6.798699777552591e-17	-1.1102230246251565e-16	1.1102230246251565e-16	5.551115123125783e-17	False
c4_mean	dataset_bic_sum	ALL	M1	M1_TACSTD2_to_CLDN4_to_immune	65	20	-254.44144301451587	548.8828860290317	563.3715801584292		0.0	5.3959133275152595	4	0.2490314090538971	0.07536405976995927				True
c4_mean	dataset_bic_sum	ALL	M2	M2_CLDN4_to_TACSTD2_to_immune	65	20	-256.56894083352233	553.1378816670447	567.6265757964421		4.254995638012929	9.650908965528167	4	0.046737078201344553	0.10269827574854257				False
c4_mean	dataset_bic_sum	ALL	M3	M3_independent	65	20	-268.53433788545505	577.0686757709101	591.5573699003075		28.185789741878352	33.581703069393576	4	9.078677050488423e-07	0.2856625763306152				False
c4_mean	dataset_bic_sum	ALL	saturated	saturated	65	24	-251.74348635075825	551.4869727015165	568.8734056567935		5.501825498364269	0.0	0	1.0	9.780633231200769e-17				False
c4_pct_logit	pooled_within_z	ALL	M1	M1_TACSTD2_to_CLDN4_to_immune	65	5	-257.43312884251645	524.8662576850329	535.7381940345111	525.8832068375752	0.0	1.689184349875859	1	0.19370852470459227	0.04861908166477428	0.0	0.11909194184140229	0.0	True
c4_pct_logit	pooled_within_z	ALL	M2	M2_CLDN4_to_TACSTD2_to_immune	65	5	-266.7104882984946	543.4209765969892	554.2929129464675	544.4379257495316	18.554718911956343	20.2439032618322	1	6.817036186376281e-06	0.18112536547621683	-1.1102230246251565e-16	0.0	-0.44366472489184744	False
c4_pct_logit	pooled_within_z	ALL	M3	M3_independent	65	5	-265.95298923596295	541.9059784719259	552.7779148214041	542.9229276244682	17.039720786892985	18.728905136768844	1	1.5068099767567555e-05	0.23692313449003793	0.5003410033573739	-0.28912899142582527	0.05346715455238982	False
c4_pct_logit	pooled_within_z	ALL	saturated	saturated	65	6	-256.5885366675785	525.177073335157	538.2233969545309	526.625349197226	2.4852029200197876	0.0	0	1.0	1.3597399555105182e-16	0.0	0.0	-1.1102230246251565e-16	False
c4_pct_logit	within_dataset	GSE123902	M1	M1_TACSTD2_to_CLDN4_to_immune	13	5	-51.44381828885123	112.88763657770247	115.71238336501015	121.45906514913104	0.0	0.45301543723741133	1	0.5009064389059124	0.05599156097090308	-1.6653345369377348e-16	-0.13715075428064602	2.220446049250313e-16	True
c4_pct_logit	within_dataset	GSE123902	M2	M2_CLDN4_to_TACSTD2_to_immune	13	5	-52.861733166223104	115.72346633244621	118.5482131197539	124.29489490387478	2.8358297547437417	3.288845191981153	1	0.06975206453366418	0.15952909883501545	1.1102230246251565e-16	2.220446049250313e-16	-0.39076489127181424	False
c4_pct_logit	within_dataset	GSE123902	M3	M3_independent	13	5	-52.64193882945763	115.28387765891526	118.10862444622295	123.85530623034383	2.396241081212793	2.849256518450204	1	0.09141620333002533	0.2015750627673137	0.44364141938895457	-0.20917634698596577	-0.05676779405648391	False
c4_pct_logit	within_dataset	GSE123902	saturated	saturated	13	6	-51.21731057023253	114.43462114046505	117.82431728523427	128.43462114046505	2.111933920224118	0.0	0	1.0	1.4510973109558773e-16	-1.6653345369377348e-16	2.220446049250313e-16	2.220446049250313e-16	False
c4_pct_logit	within_dataset	GSE131907	M1	M1_TACSTD2_to_CLDN4_to_immune	21	5	-75.6856026497781	161.3712052995562	166.59381748817333	165.3712052995562	0.0	0.742775071328424	1	0.3887733714210616	0.039621723468668886	-2.220446049250313e-16	0.09705300522789595	1.6653345369377348e-16	True
c4_pct_logit	within_dataset	GSE131907	M2	M2_CLDN4_to_TACSTD2_to_immune	21	5	-76.96346246569837	163.92692493139674	169.14953712001386	167.92692493139674	2.5557196318405317	3.2984947031689558	1	0.06934340202846975	0.08611681630886243	-2.220446049250313e-16	2.7755575615628914e-17	-0.21094225822970167	False
c4_pct_logit	within_dataset	GSE131907	M3	M3_independent	21	5	-87.14415146081885	184.2883029216377	189.5109151102548	188.2883029216377	22.917097622081485	23.65987269340991	1	1.1495464686456722e-06	0.3975472401414739	0.8221229862914223	-0.4962061336168167	0.1617285294465392	False
c4_pct_logit	within_dataset	GSE131907	saturated	saturated	21	6	-75.31421511411389	162.62843022822778	168.89556485456833	168.62843022822778	2.3017473663950057	0.0	0	1.0	1.7444108782428046e-16	-2.220446049250313e-16	8.326672684688674e-17	2.7755575615628914e-16	False
c4_pct_logit	within_dataset	GSE189357	M1	M1_TACSTD2_to_CLDN4_to_immune	9	5	-22.31168087533344	54.62336175066688	55.609484637347975	74.62336175066687	0.0	0.10193376592385306	1	0.7495212655167003	0.007322695315491061	-2.220446049250313e-16	0.017936867064821782	2.220446049250313e-16	True
c4_pct_logit	within_dataset	GSE189357	M2	M2_CLDN4_to_TACSTD2_to_immune	9	5	-23.138215107811057	56.27643021562211	57.262553102303215	76.27643021562211	1.6530684649552398	1.7550022308790858	1	0.1852491160603311	0.03183726269194774	0.0	0.0	-0.07798504840221954	False
c4_pct_logit	within_dataset	GSE189357	M3	M3_independent	9	5	-33.816631099313334	77.63326219862667	78.61938508530777	97.63326219862667	23.009900447959794	23.11183421388364	1	1.528470680722418e-06	0.5482980244182594	0.9608901173598287	-0.9369879039763743	0.05028112616054248	False
c4_pct_logit	within_dataset	GSE189357	saturated	saturated	9	6	-22.260713992371514	56.52142798474303	57.704775448760344	98.52142798474303	2.0952908114123687	0.0	0	1.0	1.634204043630099e-16	-2.220446049250313e-16	2.220446049250313e-16	1.1102230246251565e-16	False
c4_pct_logit	within_dataset	GSE205335	M1	M1_TACSTD2_to_CLDN4_to_immune	22	5	-90.87270257492628	191.74540514985256	197.20061741664415	195.49540514985256	4.230509739852096	4.262776864937109	1	0.03895619191852954	0.15102083079139125	2.7755575615628914e-17	0.36992397597010684	1.6653345369377348e-16	False
c4_pct_logit	within_dataset	GSE205335	M2	M2_CLDN4_to_TACSTD2_to_immune	22	5	-92.17973548208597	194.35947096417195	199.81468323096354	198.10947096417195	6.8445755541714846	6.876842679256498	1	0.008731968182330945	0.1978471005458652	-3.469446951953614e-17	-1.6653345369377348e-16	-0.48462444342648897	False
c4_pct_logit	within_dataset	GSE205335	M3	M3_independent	22	5	-88.75744770500023	187.51489541000046	192.97010767679205	191.26489541000046	0.0	0.032267125085013504	1	0.8574426399092243	0.017520006126817103	0.038283318082480144	-0.016056232080656707	0.010876058848222181	True
c4_pct_logit	within_dataset	GSE205335	saturated	saturated	22	6	-88.74131414245772	189.48262828491545	196.02888300506535	195.08262828491544	3.058775328273299	0.0	0	1.0	1.2256530327225745e-16	2.7755575615628914e-17	-1.1102230246251565e-16	1.6653345369377348e-16	False
c4_pct_logit	dataset_bic_sum	ALL	M1	M1_TACSTD2_to_CLDN4_to_immune	65	20	-240.31380438888905	520.6276087777782	535.1163029071756		0.0	5.560501139426798	4	0.23446234633350874	0.06348920263661356				True
c4_pct_logit	dataset_bic_sum	ALL	M2	M2_CLDN4_to_TACSTD2_to_immune	65	20	-245.1431462218185	530.286292443637	544.7749865730345		9.658683665858916	15.219184805285693	4	0.004267549836057305	0.11883256959542271				False
c4_pct_logit	dataset_bic_sum	ALL	M3	M3_independent	65	20	-262.36016909459005	564.7203381891801	579.2090323185776		44.09272941140193	49.653230550828766	4	4.2658489627822527e-10	0.29123508336346604				False
c4_pct_logit	dataset_bic_sum	ALL	saturated	saturated	65	24	-237.53355381917567	523.0671076383513	540.4535405936283		5.337237686452681	0.0	0	1.0	1.5138413163878389e-16				False
c4_pct_min30_malignant	pooled_within_z	ALL	M1	M1_TACSTD2_to_CLDN4_to_immune	64	5	-255.61411165938904	521.2282233187781	532.0226387355765	522.2627060773988	0.0	1.0199054227122133	1	0.31254144419436425	0.03946700999861836	2.220446049250313e-16	0.0966740361699368	-1.1102230246251565e-16	True
c4_pct_min30_malignant	pooled_within_z	ALL	M2	M2_CLDN4_to_TACSTD2_to_immune	64	5	-262.59351040122	535.18702080244	545.9814362192383	536.2215035610607	13.958797483661783	14.97870290637411	1	0.00010873141607981862	0.15990610180064838	1.1102230246251565e-16	0.0	-0.39168835616913084	False
c4_pct_min30_malignant	pooled_within_z	ALL	M3	M3_independent	64	5	-264.3734299025966	538.7468598051933	549.5412752219916	539.781342563814	17.518636486415062	18.53854190912739	1	1.6650311444983486e-05	0.23111087109834572	0.5014833103426203	-0.25825327660977015	0.04788677277852166	False
c4_pct_min30_malignant	pooled_within_z	ALL	saturated	saturated	64	6	-255.10415894803293	522.2083178960659	535.1616163962238	523.6820021065922	3.138977660647356	0.0	0	1.0	1.1387681191624302e-16	2.220446049250313e-16	-2.7755575615628914e-17	-1.6653345369377348e-16	False
c4_pct_min30_malignant	within_dataset	GSE123902	M1	M1_TACSTD2_to_CLDN4_to_immune	13	5	-51.469246967794604	112.93849393558921	115.7632407228969	121.50992250701778	0.0	0.20255398754960652	1	0.6526671907814681	0.037693719422668956	-1.6653345369377348e-16	-0.09233037909317465	0.0	True
c4_pct_min30_malignant	within_dataset	GSE123902	M2	M2_CLDN4_to_TACSTD2_to_immune	13	5	-53.111874142452784	116.22374828490557	119.04849507221326	124.79517685633414	3.285254349316361	3.4878083368659674	1	0.06182238115141281	0.1668635302937355	1.1102230246251565e-16	1.1102230246251565e-16	-0.4087305058990952	False
c4_pct_min30_malignant	within_dataset	GSE123902	M3	M3_independent	13	5	-52.79259823324489	115.58519646648978	118.40994325379746	124.15662503791835	2.646702530900569	2.8492565184501757	1	0.09141620333002663	0.2032169559450203	0.44364141938895457	-0.22265933106944935	-0.037254535181920456	False
c4_pct_min30_malignant	within_dataset	GSE123902	saturated	saturated	13	6	-51.3679699740198	114.7359399480396	118.12563609280882	128.7359399480396	2.3623953699119227	0.0	0	1.0	1.1555567610933196e-16	-1.6653345369377348e-16	5.551115123125783e-17	2.220446049250313e-16	False
c4_pct_min30_malignant	within_dataset	GSE131907	M1	M1_TACSTD2_to_CLDN4_to_immune	21	5	-76.2254505505965	162.450901101193	167.67351328981013	166.450901101193	0.0	0.2665553265499341	1	0.6056519048743289	0.024491483331698323	-2.220446049250313e-16	0.059991637206540216	-5.551115123125783e-17	True
c4_pct_min30_malignant	within_dataset	GSE131907	M2	M2_CLDN4_to_TACSTD2_to_immune	21	5	-77.02092551581285	164.0418510316257	169.26446322024282	168.0418510316257	1.5909499304326857	1.8575052569826198	1	0.1729130056947893	0.06589936715606164	-2.220446049250313e-16	5.551115123125783e-17	-0.16141982390467563	False
c4_pct_min30_malignant	within_dataset	GSE131907	M3	M3_independent	21	5	-87.9221092340265	185.844218468053	191.0668306566701	189.844218468053	23.393317366859975	23.65987269340991	1	1.1495464686456722e-06	0.37579787932604103	0.8221229862914223	-0.3968347015837741	0.11823828341907278	False
c4_pct_min30_malignant	within_dataset	GSE131907	saturated	saturated	21	6	-76.09217288732154	164.18434577464308	170.45148040098363	170.18434577464308	2.7779671111734956	0.0	0	1.0	1.8994495946156144e-16	-2.220446049250313e-16	1.3877787807814457e-16	2.220446049250313e-16	False
c4_pct_min30_malignant	within_dataset	GSE189357	M1	M1_TACSTD2_to_CLDN4_to_immune	9	5	-22.37776359425482	54.75552718850964	55.741650075190734	74.75552718850963	0.0	0.11463133999135522	1	0.7349317995939428	0.007819870461880683	-2.220446049250313e-16	0.019154692486269886	2.220446049250313e-16	True
c4_pct_min30_malignant	within_dataset	GSE189357	M2	M2_CLDN4_to_TACSTD2_to_immune	9	5	-23.20575130903207	56.41150261806414	57.397625504745236	76.41150261806413	1.655975429554502	1.7706067695458572	1	0.18330700435613329	0.0322058519703984	0.0	0.0	-0.0788879040590843	False
c4_pct_min30_malignant	within_dataset	GSE189357	M3	M3_independent	9	5	-33.87636503120096	77.75273006240192	78.73885294908303	97.75273006240192	22.99720287389229	23.11183421388364	1	1.528470680722418e-06	0.55006110984189	0.9608901173598287	-0.9430193359755632	0.05299114736796873	False
c4_pct_min30_malignant	within_dataset	GSE189357	saturated	saturated	9	6	-22.320447924259142	56.640895848518284	57.8242433125356	98.64089584851828	2.0825932373448666	0.0	0	1.0	2.2662332591841974e-16	-2.220446049250313e-16	4.440892098500626e-16	1.1102230246251565e-16	False
c4_pct_min30_malignant	within_dataset	GSE205335	M1	M1_TACSTD2_to_CLDN4_to_immune	21	5	-87.87062917081684	185.74125834163368	190.9638705302508	189.74125834163368	3.257280174833511	3.2654829529697054	1	0.07075218649810158	0.14409129433361081	1.3877787807814457e-17	0.3529501474945316	0.0	False
c4_pct_min30_malignant	within_dataset	GSE205335	M2	M2_CLDN4_to_TACSTD2_to_immune	21	5	-88.05264813774744	186.10529627549488	191.327908464112	190.10529627549488	3.621318108694709	3.6295208868309032	1	0.05676315516041001	0.15258867266097634	6.938893903907228e-18	0.0	-0.3737643885479615	False
c4_pct_min30_malignant	within_dataset	GSE205335	M3	M3_independent	21	5	-86.24198908340009	182.48397816680017	187.7065903554173	186.48397816680017	0.0	0.00820277813619441	1	0.9278349142856619	0.00883633130177333	0.01976188769109265	-0.006471548079567568	0.006005944187776058	True
c4_pct_min30_malignant	within_dataset	GSE205335	saturated	saturated	21	6	-86.23788769433199	184.47577538866398	190.74291001500453	190.47577538866398	3.0363196595872353	0.0	0	1.0	1.2832264423908535e-16	1.3877787807814457e-17	0.0	2.220446049250313e-16	False
c4_pct_min30_malignant	dataset_bic_sum	ALL	M1	M1_TACSTD2_to_CLDN4_to_immune	64	20	-237.94309028346277	515.8861805669255	530.1422746181486		0.0	3.849223607060601	4	0.4267956087450957	0.053524091887464695				True
c4_pct_min30_malignant	dataset_bic_sum	ALL	M2	M2_CLDN4_to_TACSTD2_to_immune	64	20	-241.39119910504513	522.7823982100903	537.0384922613133		6.896217643164732	10.745441250225348	4	0.029578895938038013	0.10438935552029296				False
c4_pct_min30_malignant	dataset_bic_sum	ALL	M3	M3_independent	64	20	-260.8330615818724	561.6661231637448	575.9222172149679		45.779942596819296	49.62916620387992	4	4.315474987753007e-10	0.2844780691036812				False
c4_pct_min30_malignant	dataset_bic_sum	ALL	saturated	saturated	64	24	-236.01847847993247	520.0369569598649	537.1442698213326		7.001995203184038	0.0	0	1.0	1.6511165143209962e-16				False
tcga_cd8_krt819	pooled_within_z	ALL	M1	M1_TACSTD2_to_CLDN4_to_immune	3444	5	-14485.658041703187	28981.316083406375	29012.038027734114	28981.333535413356	0.0	2.9517515332991024	1	0.08578453759619858	0.011357825397514546	1.1102230246251565e-16	-0.027820876811534154	1.3877787807814457e-17	True
tcga_cd8_krt819	pooled_within_z	ALL	M2	M2_CLDN4_to_TACSTD2_to_immune	3444	5	-14492.783518132466	28995.567036264933	29026.28898059267	28995.584488271914	14.250952858557866	17.20270439185697	1	3.359577540922023e-05	0.02744752183523323	-5.551115123125783e-17	2.7755575615628914e-17	-0.0672324232002211	False
tcga_cd8_krt819	pooled_within_z	ALL	M3	M3_independent	3444	5	-14647.067298320453	29304.134596640906	29334.856540968645	29304.152048647888	322.81851323453157	325.77026476783067	1	8.01765030915148e-73	0.12303810456188914	0.30042429162516854	-0.022181313577938674	-0.009137033138116465	False
tcga_cd8_krt819	pooled_within_z	ALL	saturated	saturated	3444	6	-14484.182165936538	28980.364331873076	29017.23066506636	28980.388771791608	5.192637332245795	0.0	0	1.0	1.0373588368671509e-16	1.1102230246251565e-16	3.469446951953614e-17	4.163336342344337e-17	False
tcga_cd8_krt819	within_cohort_primary	LUAD	M1	M1_TACSTD2_to_CLDN4_to_immune	516	5	-2157.5995480214933	4325.199096042987	4346.429629870395	4325.31674310181	0.0	2.1431274296246556	1	0.14320967970692142	0.024373491951904563	0.0	-0.05970261853199857	-5.551115123125783e-17	True
