ModelID,CLDN4,CLDN7,KLF4,KRT5,PECAM1,TACSTD2,CellLineName,ModelType,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode
ACH-000894,8.397845735630698,7.709083812550344,5.289465630958221,0.2016338611696504,0.01435529297707,9.039522271711608,NCI-H1869,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000596,9.30108459093582,7.621612353024317,5.300123724569014,0.4329594072761062,0.0976107966264223,7.790315911515695,LCLC-97TM1,Cell Line,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC
ACH-001046,0.0426443374084937,0.2750070474998697,0.01435529297707,0.925999418556223,0.1890338243900171,0.070389327891398,COR-L26,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000179,7.90026304356897,6.6915341649192,5.853496703702325,0.963474123974886,0.0976107966264223,0.3219280948873623,NCI-H1618,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000578,9.614378575081137,7.19918154876397,4.214124805352848,2.327687364176047,0.0840642647884745,8.982565834895489,HCC-1171,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000033,8.275239901744591,7.68873986801449,2.280956313831056,0.5753123306874368,0.2141248053528473,7.580899204225743,NCI-H1819,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000481,8.974787405160122,6.783063710045979,3.14893410452634,0.2387868595871165,0.0426443374084937,7.403693786262805,NCI-H2170,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000871,8.014578464922891,7.279657006533684,2.4195388915137843,0.3334237337251918,0.0565835283663675,2.4905701304462013,NCI-H510,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000690,7.300123724569014,5.413458688007979,3.694880192799191,11.84203599652491,0.4750848829487829,6.095080491901415,HCC-2814,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000858,7.26463025566923,6.168321115739722,3.2957230245399685,9.372886820054685,0.1243281350022017,7.16400181665555,KNS-62,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000787,5.530757457461217,4.699329525673156,5.110613805500896,0.7311832415722002,0.0426443374084937,3.711494906650088,LXF-289,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000749,1.4059923596758368,0.722466024471091,1.4489009511451276,1.01435529297707,0.3561438102252753,0.5849625007211562,DMS 273,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000358,4.549053029337288,5.583458910130768,4.733896605247495,0.5753123306874368,0.0976107966264223,0.3673710656485294,NCI-H69,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000594,7.937462100716437,5.699884728697476,4.499527024215096,1.0772429989324606,0.3895668117627256,1.3950627995175775,DMS 153,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000868,8.80135269277206,8.100977647724822,0.9411063109464316,1.01435529297707,0.1110313123887439,6.915759896038,HCC-1195,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,LUAS
ACH-000186,9.399705168175638,7.997800468423478,3.168321115739723,1.2265085298086795,0.0976107966264223,7.261154672615572,NCI-H2444,Cell Line,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-000677,3.056583528366368,1.0,3.104336659814736,1.4436066514756145,1.0285691521967708,1.632268215499513,SW 1573,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000672,6.011227255423254,4.417515002885087,2.381283372503784,0.4005379295837288,0.0426443374084937,0.4329594072761062,IA-LM,Cell Line,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC
ACH-000530,0.9855004303048848,0.4222330006830478,1.1505596765753812,0.9781956296816516,0.2387868595871165,0.3448284969974411,DMS 114,Cell Line,Lung,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,
ACH-000012,8.083532513265412,7.658354316774077,3.9231491804723087,1.6915341649192002,0.070389327891398,8.326968711587892,HCC-827,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-003120,6.050719347751264,6.717128026199244,2.786596361890807,8.688984585172312,0.4750848829487829,4.954661620837898,NCI-H1607,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-002074,6.180108068712015,5.49761236561836,2.990954860396993,0.6690267655096305,0.070389327891398,0.0,Lu-143,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000945,1.15704371014558,0.4114262457264649,2.6803243568440163,0.2141248053528473,0.4005379295837288,4.558879853475442,NCI-H650,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000662,7.970911158577129,8.04193288184217,4.719731056749852,5.244887059123535,0.1763227726404628,7.484863164322325,COR-L23,Cell Line,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC
ACH-000282,7.779325391448742,3.4019034716079584,4.012568673503056,0.2141248053528473,0.1110313123887439,4.305970520984387,NCI-H1755,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000261,3.125981653854716,3.1127001327493624,3.713695814843359,0.9708536543404837,0.3219280948873623,4.621172752683435,RERF-LC-AI,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000681,2.204766750654613,0.722466024471091,2.414135532984451,0.7136958148433591,0.01435529297707,0.2016338611696504,A549,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000866,2.780310099043376,6.443440891144429,3.4828482830684653,1.0840642647884746,0.01435529297707,0.1243281350022017,NCI-H1048,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000586,6.044175512639209,5.9590746011405145,6.621905345519412,1.063502942306158,0.0565835283663675,1.1243281350022014,NCI-H1876,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000394,6.338602690352632,5.979568100095187,2.550900664647523,0.4956951626240687,0.070389327891398,0.3895668117627256,NCI-H2081,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000379,9.610046680169242,8.20755126408418,3.0531113364595623,0.4005379295837288,0.3448284969974411,8.715447262875877,NCI-H1781,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000901,2.867896463992655,2.715893370547605,4.007195501404204,1.2387868595871168,0.1243281350022017,0.6507645591169022,HCC-1359,Cell Line,Lung,Non-Small Cell Lung Cancer,Giant Cell Carcinoma of the Lung,GCLC
ACH-000816,4.606442228131607,0.2141248053528473,0.6599245584023783,0.3448284969974411,2.241840183564671,0.3561438102252753,NCI-H524,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000511,6.3466023752989855,3.2600256559614555,3.381283372503784,0.7739963251111731,0.6135316529179271,6.24412594328373,Calu-1,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-002077,5.033863451866284,4.893362210763872,2.526068811667588,4.024142345897803,0.0285691521967709,0.1505596765753814,Lu-165,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000975,1.1826922975161902,0.8559896973084807,2.38404980679516,0.3448284969974411,0.070389327891398,4.129283016944966,HCC2450,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000109,10.91513244895065,8.637784110291324,3.4475791965488827,0.2868811477881615,1.232660756790275,9.574479999326677,NCI-H3255,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000712,8.312746845558241,8.372386258332641,3.494415610397496,1.1243281350022014,0.2630344058337938,0.5849625007211562,HCC-1833,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000523,0.8953026213333066,0.84799690655495,3.0089887832272546,0.3334237337251918,0.0285691521967709,0.2387868595871165,NCI-H1184,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000890,2.130930869826449,0.4436066514756145,5.489928219405183,1.0908534304511135,0.0426443374084937,0.4854268271702416,SW 1271,Cell Line,Lung,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,
ACH-000562,8.728600810643192,8.186361891252986,5.260778431893426,0.5360529002402097,0.0426443374084937,9.636479618780534,HCC-78,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000399,7.545968369105292,5.4356285940520905,1.933572638261024,0.2630344058337938,0.6690267655096305,5.420549772116318,NCI-H2196,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000066,7.705701496845794,8.063502942306158,3.583759753639499,0.5459683691052926,0.0976107966264223,7.941282410432874,HCC4006,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000314,4.928844036712568,3.860962797858116,0.8639384504239714,0.6780719051126377,0.1505596765753814,0.6780719051126377,HCC-2108,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000893,6.492333914544719,5.29020320512607,1.2387868595871168,0.3673710656485294,0.2265085298086797,0.1890338243900171,NCI-H1651,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002650,7.795455272044121,7.228145275667782,2.39231742277876,0.1763227726404628,0.1890338243900171,8.676944359106912,ETCC-016,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000187,6.727239777484807,6.6796208433757,1.8519988371124465,1.111031312388744,0.01435529297707,0.1634987322828795,COR-L311,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000924,2.957914598632985,3.2479275134435857,4.68873986801449,0.4005379295837288,0.0426443374084937,6.455656002220498,NCI-H2172,Cell Line,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-002034,0.6507645591169022,3.574101508089389,0.4541758931858022,5.442280035252584,0.0,0.0840642647884745,T3M-11,Cell Line,Lung,Non-Small Cell Lung Cancer,NUT Carcinoma of the Lung,NUTCL
ACH-000639,1.6690267655096307,5.144454313926194,5.589763486984977,0.1505596765753814,0.0840642647884745,0.963474123974886,NCI-H211,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000590,6.471187460386985,6.109151579170521,5.585263030883869,0.5849625007211562,0.6507645591169022,6.330737650206952,NCI-H2073,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000553,8.568070117946721,7.3049672876759635,5.936402377725063,0.925999418556223,0.1505596765753814,9.11097913063484,Sq-1,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000339,3.4329594072761065,1.978195629681652,2.2016338611696504,2.2016338611696504,0.6415460290875237,4.007195501404204,HCC-461,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000789,6.785419772149728,6.7718855785153655,6.338959175415203,0.2750070474998697,0.070389327891398,0.4436066514756145,NCI-H810,Cell Line,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC
ACH-002170,6.019479533703628,6.670585440262214,5.369815424283912,0.0,0.0,1.1505596765753812,NCI-H1688,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000670,1.807354922057604,0.8155754288625725,0.2265085298086797,0.9781956296816516,0.0840642647884745,0.3219280948873623,SBC-5,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000744,8.588864518190148,6.39780296186249,5.034303767768035,0.9107326619029126,0.01435529297707,6.357727932310624,NCI-H1623,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000525,7.073498932290183,6.037162550127378,3.092545741543565,1.2448870591235344,0.9107326619029126,0.1505596765753814,NCI-H2171,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-003154,0.1890338243900171,3.326249700837456,3.0617761975866897,0.1110313123887439,0.0,2.996388746447621,ABM-T0795,Cell Line,Lung,Non-Cancerous,"Immortalized Epithelial Cells, Lung",
ACH-000853,2.097610796626422,2.0669502439246266,0.3673710656485294,0.8318772411916731,0.0565835283663675,0.8237493603082727,NCI-H661,Cell Line,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC
ACH-000675,7.9066501263953795,6.261530815243406,3.75595576955096,0.4750848829487829,1.3103401206121503,1.4698859762744636,NCI-H1734,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-002490,5.090853430451113,6.80025280637239,5.394033895367782,6.677226328235317,0.0285691521967709,4.304511041809953,NCI-H1882,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000891,1.599317793698226,2.929790997718597,4.248686626873828,1.2265085298086795,0.070389327891398,6.668884984266247,HCC-1438,Cell Line,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC
ACH-000851,7.696202521253611,8.027629591733156,4.7420062108667365,0.1243281350022017,0.0426443374084937,6.603181229013857,MOR/CPR,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000506,2.111031312388744,6.4379600883344725,3.1667154449664223,0.6040713236688608,0.0565835283663675,0.9560566524124028,NCI-H146,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000603,8.753350480643723,7.285217246102088,4.460087240116833,1.097610796626422,0.0840642647884745,0.5753123306874368,BEN,Cell Line,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-001386,6.463851292611099,5.787118982813345,0.8718436485093178,0.0426443374084937,0.2016338611696504,0.2016338611696504,SCLC-22H,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000129,4.563768278452033,0.3448284969974411,2.6959938131099,8.965149359150237,0.1763227726404628,0.2986583155645151,NCI-H1341,Cell Line,Lung,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,
ACH-000434,1.6182386555954549,4.443606651475615,3.9307373375628862,0.3561438102252753,0.1243281350022017,1.7907720378619998,NCI-H1915,Cell Line,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC
ACH-000514,5.560409266362118,3.361768359419153,2.533563348214512,0.4436066514756145,0.0976107966264223,0.3334237337251918,NCI-H1092,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000414,5.127633279725874,3.593353770980297,3.82273014794452,0.632268215499513,0.3561438102252753,0.7048719644563528,NCI-H1944,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-003071,4.993221467368938,6.884353706847985,5.462706750670158,0.9855004303048848,0.0,0.879705766282288,NCI-H748,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000665,7.105908508571158,1.819668183496456,4.444269502413482,1.1375035237499351,0.2265085298086797,7.525207571284386,SK-MES-1,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-002522,1.5459683691052926,2.1473066987802936,1.9818526532897407,0.0,2.3673710656485296,3.428946344769483,SNU-2292,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000803,7.3474884972117955,6.531537419117717,5.232660756790275,0.6599245584023783,0.3219280948873623,1.4750848829487828,COLO 668,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-001549,7.003152448666922,5.269781238274379,3.979110755015786,6.37920505996061,0.070389327891398,0.1505596765753814,Lu-135,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000706,1.6780719051126378,1.070389327891398,3.063502942306158,1.6040713236688608,0.2750070474998697,1.613531652917927,EKVX,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000737,7.925584109389362,7.47994190147713,3.3088850574117634,0.3103401206121505,0.0976107966264223,0.5160151470036647,NCI-H1385,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-003121,5.414135532984451,5.886306263452426,2.2016338611696504,4.144862142915734,0.0,0.7398481026993275,NCI-H2679,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000251,9.220378327695228,2.0250287944915226,4.993221467368938,0.3785116232537298,0.2265085298086797,0.3673710656485294,NCI-H2887,Cell Line,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-002526,6.617798025902778,6.58781501278806,4.631104282365877,0.0840642647884745,0.4005379295837288,7.847809043407229,SNU-1327,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000951,8.997687581487513,7.141187525005,2.4195388915137843,0.5945485495503542,0.01435529297707,7.909533114946893,NCI-H2342,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000826,8.59245703726808,7.983506695107868,4.817111572795697,2.807354922057604,0.0840642647884745,9.267582613736998,CAL-12T,Cell Line,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-000669,8.359793477311143,7.243935601566864,3.8379432418910273,1.1375035237499351,0.2509615735332187,6.709290635723358,SW 900,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-002051,6.302501844112321,6.521364878446219,4.512858954449976,5.059182199211692,0.0,2.0840642647884744,Lu-134-A,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000589,7.278356528010724,7.311157949208863,3.814550423461808,0.2387868595871165,0.6415460290875237,6.179909090014935,NCI-H1437,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000628,7.769507291436245,7.011674533380918,6.457955380049278,7.072748951560641,1.3103401206121503,9.605553595494404,NCI-H596,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,LUAS
ACH-000264,3.5360529002402097,1.2387868595871168,3.960697039304312,1.0,0.137503523749935,0.5260688116675876,Calu-6,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000297,6.15704371014558,4.903520373723376,1.4956951626240689,0.5260688116675876,0.0976107966264223,0.3561438102252753,NCI-H889,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000843,3.2078928516413328,3.316145742293356,3.095924419998536,11.78086780181646,0.070389327891398,5.270528942380718,HARA,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-002052,2.805292455600712,6.817239510989448,2.9763636357327616,0.0,0.01435529297707,0.0,Lu-139,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000840,1.835924074254375,3.502075956045791,3.598126959919604,0.5945485495503542,0.1890338243900171,4.655351828612554,HCC-366,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,LUAS
ACH-000912,0.9411063109464316,0.3673710656485294,2.19534759832222,0.137503523749935,0.01435529297707,1.1309308698264486,NCI-H2286,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000508,7.228818690495881,5.94766615679601,4.45022149589718,1.7004397181410922,0.1110313123887439,1.922197848396367,COR-L88,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000667,5.751410160064371,3.844988156682612,5.148527425160464,0.9560566524124028,0.2141248053528473,4.516015147003665,HCC-44,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-003157,0.1634987322828795,0.3103401206121505,4.397118409042582,0.0,0.8559896973084807,0.0285691521967709,ABM-T0822,Cell Line,Lung,Non-Cancerous,Immortalized MPLC Cells,
ACH-000718,9.779932707234156,7.666472568842073,5.922673592849446,0.6507645591169022,0.0976107966264223,8.58942643932765,NCI-H2291,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000747,0.8718436485093178,0.4222330006830478,1.510961919277379,0.2630344058337938,0.0565835283663675,0.3785116232537298,NCI-H1703,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-000438,7.421644094048272,2.39231742277876,4.521678951603199,0.5260688116675876,2.1795110502715103,3.613531652917927,Lu-65,Cell Line,Lung,Non-Small Cell Lung Cancer,Giant Cell Carcinoma of the Lung,GCLC
ACH-002996,0.7570232465074596,4.234961094839504,1.811471030529836,0.3561438102252753,0.2868811477881615,4.034743949324734,CI34601,Cell Line,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-000021,6.397118409042582,6.263973354803409,2.8011586560936985,0.3561438102252753,0.137503523749935,5.864681405572597,NCI-H1693,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000980,5.060047383669939,2.596935142387232,0.9560566524124028,0.3334237337251918,1.3219280948873624,0.3561438102252753,NCI-H1155,Cell Line,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC
ACH-003156,6.021923838554758,7.410832910311608,4.434294617959925,7.363258701707985,0.01435529297707,8.855927424942402,ABM-T0797,Cell Line,Lung,Non-Cancerous,"Immortalized Epithelial Cells, Lung",
ACH-000845,7.982594354827899,6.187648995310601,4.395062799517578,0.070389327891398,0.0840642647884745,7.475247047287838,NCI-H1373,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000698,8.729212856911676,8.580258567499788,2.920293300211007,0.765534746362977,0.137503523749935,6.278356528010724,DMS 53,Cell Line,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-000852,9.144556281982275,7.4046306842176115,5.600210274420093,0.933572638261024,0.0285691521967709,8.705943353973835,NCI-H1435,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-003153,4.0522419811811385,7.457873322486426,2.8933622107638715,7.811920518250673,0.01435529297707,7.410493751910778,ABM-T0794,Cell Line,Lung,Non-Cancerous,"Immortalized Epithelial Cells, Lung",
ACH-000448,6.976478203534362,7.354381632113322,2.967168607532628,3.674686619927999,2.372952097911829,8.693591496830619,NCI-H1666,Cell Line,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-000867,7.581049900945041,7.1543118114364885,6.040454121349624,1.82781902461732,0.137503523749935,7.084702108011991,ChaGo-K-1,Cell Line,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
