expression_rank,gene,median_log2tpm1,mean_log2tpm1,pct_log2tpm1_gt1,expression_percentile
1662,IZUMO1R,0.2149951346149232,0.3489845954460085,6.336633663366337,38.1608339538347
1663,FCRL3,0.212756083403638,0.5074743485403767,15.643564356435643,38.123603871928516
1664,OR2C1,0.2125070852944785,0.2549751496907934,0.19801980198019803,38.08637379002234
1665,ABCC2,0.2123825701223572,0.23062833257056503,0.39603960396039606,38.04914370811616
1666,SCN3A,0.2118844019403045,0.3373145848030619,6.138613861386139,38.01191362620998
1667,SLC6A3,0.2115106628835391,0.3506473903235778,6.336633663366337,37.9746835443038
1668,OR4D6,0.2048919248372339,0.3909339922807418,10.693069306930694,37.93745346239762
1669,DCT,0.203890227146661,0.2740088830677591,2.376237623762376,37.90022338049144
1670,GNRHR,0.2035144111307585,0.22902660047707007,0.0,37.86299329858526
1671,NMBR,0.2035144111307585,0.26127752394494896,0.7920792079207921,37.82576321667908
1672,GRM2,0.2028878334701434,0.24350735175466576,0.7920792079207921,37.7885331347729
1673,LPAR4,0.2011319669078869,0.24765740131554054,0.594059405940594,37.75130305286672
1674,CNR2,0.1997508567158369,0.3871763882877911,9.702970297029703,37.71407297096053
1675,PCDH10,0.1974880024059813,0.2951798979523918,2.5742574257425743,37.67684288905435
1676,MFSD2B,0.1971105147126964,0.2134232980003071,0.0,37.63961280714817
1677,LILRA4,0.196984663529218,0.35694952141140723,6.732673267326733,37.602382725242
1678,UNC5D,0.1967329282221949,0.4882925869551839,13.861386138613863,37.56515264333582
1679,SLC6A17,0.1959774586425879,0.4310501280850222,11.08910891089109,37.52792256142964
1680,CHRNA4,0.1955995754499035,0.46669622547584844,15.049504950495049,37.49069247952346
1681,PRSS21,0.1948435119995196,0.30998992003809417,5.544554455445545,37.45346239761728
1682,CACNA1G,0.1944653316379966,0.38954533900646454,9.108910891089108,37.4162323157111
1683,MANSC4,0.1940870521163022,0.3471843413210463,6.534653465346535,37.37900223380491
1684,KIAA1549L,0.1932040139838749,0.3879340266741989,9.702970297029703,37.34177215189873
1685,GABRP,0.1920678844796504,0.23536788660839703,0.7920792079207921,37.30454206999255
1686,KIAA0319,0.1900458868944387,0.3192984644757448,5.544554455445545,37.26731198808637
1687,PKD2L1,0.1889072666425881,0.30365295796806313,4.752475247524752,37.23008190618019
1688,MALRD1,0.1870075669770331,0.28325065483383915,3.564356435643564,37.19285182427401
1689,FLT3LG,0.1867540845831823,0.2079548464594724,0.0,37.15562174236783
1690,CNTN1,0.1857397094027824,0.4579016055744878,13.861386138613863,37.11839166046166
1691,GDPD2,0.1856128623423509,0.22218117354687006,0.0,37.08116157855548
1692,GPR37L1,0.1848515456804152,0.2979862192076529,4.158415841584159,37.04393149664929
1693,NUP210L,0.1848515456804152,0.35509176344374466,7.920792079207921,37.00670141474311
1694,OR2B6,0.1839628348425951,0.261252886329439,1.3861386138613863,36.96947133283693
1695,FPR2,0.1835817911178225,0.35037681684264466,7.128712871287128,36.93224125093075
1696,HTR3A,0.1833277060448007,0.46886124333548734,12.475247524752476,36.89501116902457
1697,GRPR,0.1829464945111019,0.22937327741681124,1.188118811881188,36.85778108711839
1698,CR1,0.1810389244316682,0.33064271358135083,7.920792079207921,36.82055100521221
1699,OPN4,0.1790013990992441,0.32265734995699386,5.742574257425743,36.78332092330603
1700,GPR158,0.1787465059818162,0.36615286599651214,9.900990099009901,36.74609084139985
1701,TPSG1,0.178619042533318,0.24394238567302207,1.5841584158415842,36.70886075949367
1702,GUCY2C,0.17683337078449,0.20105353708688378,0.0,36.67163067758749
1703,ART1,0.1760674057859349,0.23873076554244807,1.188118811881188,36.63440059568131
1704,SLC4A8,0.1750454861109138,0.25328291645289025,2.376237623762376,36.59717051377513
1705,LRP1B,0.1737670677367066,0.6868011003752659,26.534653465346537,36.55994043186895
1706,NCR1,0.1729994725917622,0.2838724658969785,4.356435643564356,36.52271034996277
1707,PTPRQ,0.1728715003522772,0.382647197900702,11.287128712871288,36.48548026805659
1708,SLC6A4,0.1710786960586829,0.24255087820662907,1.9801980198019802,36.44825018615041
1709,UNC5A,0.1709505533183675,0.2456834181517092,1.9801980198019802,36.41102010424423
1710,PSEN2,0.1696684995230859,0.18391039748600554,0.0,36.37379002233805
1711,CXCR1,0.1681285295769488,0.24313482228052213,1.9801980198019802,36.33655994043187
1712,GRIA3,0.1678717080291609,0.5738395852383668,18.415841584158414,36.29932985852569
1713,KCNS1,0.1663298179206312,0.28867306055211167,4.9504950495049505,36.26209977661951
1714,GRIK1,0.1656868770298755,0.1798101902470731,0.19801980198019803,36.22486969471333
1715,TENM2,0.1650436494830444,0.4381086322748456,12.07920792079208,36.187639612807146
1716,LRRC19,0.1649149695524513,0.19336397225414062,0.0,36.15040953090097
1717,NKAIN2,0.1649149695524513,0.2264536192809033,0.594059405940594,36.11317944899479
1718,OR51E2,0.1644001350244117,0.268641158021533,4.158415841584159,36.07594936708861
1719,PLP1,0.1641426488483063,0.648255967091735,16.831683168316832,36.03871928518243
1720,HCAR3,0.1616942354361315,0.2627887412110433,4.356435643564356,36.00148920327625
1721,LY6G6F,0.161307263720935,0.2124104702662172,0.594059405940594,35.96425912137007
1722,MMEL1,0.1610492249005567,0.4488505935222203,12.673267326732674,35.92702903946389
1723,SLC18A2,0.159758338056298,0.26767640548519267,3.762376237623762,35.88979895755771
1724,OR2A1,0.1592416597301063,0.19202287491769993,0.0,35.85256887565153
1725,SLC28A2,0.1592416597301063,0.19573412837421128,0.594059405940594,35.81533879374534
1726,SCN7A,0.1587247962974794,0.359092380475611,9.702970297029703,35.77810871183916
1727,CHRNA7,0.1575611760911883,0.24843272681304132,2.5742574257425743,35.74087862993298
1728,GPR182,0.1561376978889861,0.2450777223530934,2.9702970297029703,35.7036485480268
1729,ADAM20,0.1534162422552479,0.16903860415638786,0.0,35.66641846612063
1730,MLNR,0.1528972871989724,0.29951866553595985,7.7227722772277225,35.62918838421445
1731,GPR88,0.1527675192617688,0.22329810765359262,2.178217821782178,35.59195830230827
1732,TMEFF2,0.1523781454010392,0.20698843589693536,0.9900990099009901,35.55472822040209
1733,SLAMF9,0.1493894493589498,0.24885982647336918,2.7722772277227725,35.51749813849591
1734,CNTNAP3,0.1492593654996228,0.23835382742361258,2.7722772277227725,35.48026805658972
1735,FCRL5,0.1474369588174809,0.5497380965402157,20.99009900990099,35.44303797468354
1736,GFRA3,0.1470461434173153,0.22412298855153037,2.376237623762376,35.40580789277736
1737,OPRL1,0.1469158480872752,0.17055831711655853,0.19801980198019803,35.36857781087118
1738,VSTM1,0.1441769243465266,0.23923403863608736,2.7722772277227725,35.331347728965
1739,IL9R,0.1436546345260376,0.20625601959517836,1.188118811881188,35.29411764705882
1740,LY6D,0.1436546345260376,0.4975986328796965,15.049504950495049,35.25688756515264
1741,PCDHGA8,0.1430015062424898,0.18879620333508992,0.7920792079207921,35.21965748324646
1742,CDHR1,0.1426094872986651,0.28243009817125675,4.752475247524752,35.18242740134029
1743,CHRNA5,0.1418251297000284,0.1620664274953517,0.0,35.145197319434104
1744,TRHR,0.141040345433593,0.4103233382782941,14.257425742574256,35.10796723752792
1745,GPR156,0.1393385136014288,0.16921770295216346,0.19801980198019803,35.07073715562174
1746,MUC16,0.1380280447667612,0.47086055953820444,17.62376237623762,35.03350707371556
1747,FFAR1,0.1372411917115926,0.35029806102703265,10.099009900990099,34.99627699180938
1748,IMPG2,0.1372411917115926,0.15437999699329263,0.0,34.9590469099032
1749,SHISA9,0.1365851528476257,0.3516998311944343,9.108910891089108,34.92181682799702
1750,SLC10A1,0.1342209397606333,0.16205480949711323,0.0,34.88458674609084
1751,GABRG1,0.1340894809204231,0.2890268097721963,7.524752475247524,34.84735666418466
1752,PKDREJ,0.1323794250528661,0.15061444590775191,0.0,34.81012658227848
1753,GABRA6,0.1314577854790878,0.17692926661439787,0.19801980198019803,34.7728965003723
1754,KIR3DL2,0.1311943517084501,0.23727111385340013,3.3663366336633667,34.73566641846612
1755,ZPLD1,0.1307991108381943,0.22946671939558028,2.9702970297029703,34.69843633655994
1756,SLITRK5,0.1305355567561882,0.36159325385309254,10.099009900990099,34.66120625465376
1757,TAS1R1,0.1298764608331304,0.23578496329558224,3.762376237623762,34.62397617274758
1758,ITGAD,0.1285573649737574,0.2638540948268582,5.346534653465347,34.5867460908414
1759,BCAN,0.1273691466162218,0.2302565032262637,2.5742574257425743,34.54951600893522
1760,CNTNAP2,0.1268407352776934,0.3245503051267964,7.128712871287128,34.51228592702904
1761,SLC1A7,0.1265764570133731,0.2145804219148634,2.9702970297029703,34.47505584512286
1762,OR7C1,0.126179948823193,0.1562903385753607,0.0,34.43782576321668
1763,ZP1,0.125915549474723,0.23906716051232282,3.564356435643564,34.4005956813105
1764,GRM1,0.1257833316273236,0.16487517743152402,0.9900990099009901,34.36336559940432
1765,SLC5A11,0.1256511016615201,0.15045654061858635,0.0,34.32613551749814
1766,ADAM32,0.1253866053658139,0.1481360721521987,0.0,34.28890543559196
1767,LRRTM2,0.1249897699786635,0.15623748702271076,0.0,34.251675353685776
1768,GSG1L,0.1247251523988885,0.2764851119957363,4.356435643564356,34.2144452717796
1769,SLC18A3,0.1245928254058226,0.7489892450031788,25.346534653465348,34.17721518987342
1770,CDH8,0.1241957715871918,0.19106121723127878,1.3861386138613863,34.13998510796724
1771,SLC24A4,0.1239310083196311,0.14677154456286243,0.19801980198019803,34.10275502606106
1772,TTYH1,0.1236661964538197,0.15660497612389837,0.19801980198019803,34.06552494415488
1773,ENPP6,0.1235337722909942,0.1813926607645176,1.3861386138613863,34.0282948622487
1774,PCDHA7,0.1230039540548197,0.18379465313432106,0.7920792079207921,33.99106478034252
1775,CCR9,0.1226064626510409,0.30705469299086385,7.7227722772277225,33.95383469843634
1776,ASTN1,0.1224739411756445,0.28087068521038294,4.356435643564356,33.91660461653016
1777,KLRC2,0.1224739411756445,0.21594268670192276,2.9702970297029703,33.87937453462398
1778,EFNA2,0.1194225826478845,0.2052083601387819,2.5742574257425743,33.84214445271779
1779,CRB1,0.1188912521784265,0.14568409837458007,0.0,33.80491437081161
1780,CHRNA1,0.1186255135442456,0.2288356361717462,3.564356435643564,33.76768428890543
1781,MEGF11,0.1184926258694046,0.30596989956990994,7.326732673267326,33.73045420699926
1782,CACNG8,0.1178280038274809,0.14612120603471504,0.594059405940594,33.69322412509308
1783,SCN11A,0.1176950426697545,0.14142551251387037,0.0,33.6559940431869
1784,PCDHA6,0.1163647566917846,0.23595819482125277,4.752475247524752,33.61876396128072
1785,TNFRSF13B,0.1158322986525648,0.37466443636553015,11.683168316831685,33.58153387937454
1786,CLCA2,0.1156991534315863,0.436427418921197,11.08910891089109,33.54430379746836
1787,PRLR,0.1156991534315863,0.23391666240913056,3.9603960396039604,33.50707371556217
1788,KLRK1,0.11503324294624,0.19456024251796158,1.782178217821782,33.46984363365599
1789,LYPD2,0.1149000239571903,0.18334963844393476,1.782178217821782,33.43261355174981
1790,CALY,0.1146335490689394,0.27437726233366144,5.742574257425743,33.39538346984363
1791,OR51B5,0.1135671570470781,0.13681840005003645,0.0,33.35815338793745
1792,NPY5R,0.1112984534025409,0.19654903318244066,1.782178217821782,33.32092330603127
1793,SLITRK6,0.1111648890788897,0.5167204546707137,16.03960396039604,33.28369322412509
1794,GRIN1,0.1104968819174023,0.18048286833387908,1.3861386138613863,33.24646314221892
1795,SLC2A12,0.1100959291034204,0.2680076588360643,5.742574257425743,33.20923306031274
1796,GPR45,0.1096948648259298,0.14968105833503279,0.19801980198019803,33.17200297840655
1797,KIR2DS4,0.1078217559128535,0.2056876247751814,2.9702970297029703,33.13477289650037
1798,CDHR5,0.107553970289646,0.16358336313713553,0.594059405940594,33.09754281459419
1799,DPEP3,0.1072861349522223,0.16274032240875255,1.5841584158415842,33.06031273268801
1800,OTOA,0.1068842886915428,0.1531695971118675,0.7920792079207921,33.02308265078183
1801,RRH,0.106214296090968,0.11428347440655592,0.0,32.98585256887565
1802,PCDHA2,0.1054098940400817,0.18191726313439655,0.9900990099009901,32.94862248696947
1803,PKD1L3,0.1048733767260183,0.11638762302799216,0.0,32.91139240506329
1804,SLC26A3,0.1044708577629173,0.2932399322369145,8.316831683168317,32.87416232315711
1805,HTR1E,0.1042024493824429,0.2951941757749631,7.920792079207921,32.83693224125093
1806,FAM187B,0.1040682264637166,0.13829649034108302,0.39603960396039606,32.79970215934475
1807,OR2L13,0.1037997431576679,0.2729775679034893,6.534653465346535,32.762472077438574
1808,CALCR,0.1033969244922313,0.1401014004656047,0.594059405940594,32.72524199553239
1809,BTN1A1,0.1027253100110882,0.14299274881029397,0.19801980198019803,32.68801191362621
1810,CDHR2,0.1005740402131974,0.11782375934237899,0.0,32.65078183172003
1811,CHRNA3,0.0990931792191091,0.15635284089615534,0.7920792079207921,32.61355174981385
1812,ADRB3,0.0988237683796915,0.19171043013150957,1.9801980198019802,32.57632166790767
1813,LRFN5,0.0982847957234224,0.23818081512968475,4.9504950495049505,32.53909158600149
1814,NLGN1,0.0980152338689594,0.16544563825311812,1.3861386138613863,32.50186150409531
1815,P2RX3,0.0978804340519131,0.1907462282567987,2.376237623762376,32.46463142218913
1816,SLC45A2,0.0970713705439032,0.24086826835752773,4.554455445544554,32.42740134028295
1817,PTGDR2,0.0959919129246028,0.12902557222307154,0.39603960396039606,32.39017125837677
1818,ROBO2,0.0942360698457655,0.1437106861904048,1.188118811881188,32.35294117647059
1819,SLC1A2,0.0942360698457655,0.1980588377731939,2.178217821782178,32.315711094564406
1820,CLDN18,0.0939657503694474,0.13236850605059072,0.19801980198019803,32.27848101265823
1821,MS4A15,0.0939657503694474,0.27549542109714714,6.732673267326733,32.24125093075205
1822,OR5A1,0.0934249594191029,0.19335979603818818,1.782178217821782,32.20402084884587
1823,CEACAM3,0.0930192331335447,0.1310231548070353,0.39603960396039606,32.16679076693969
1824,MEGF10,0.092342768995447,0.21739493118955752,4.752475247524752,32.12956068503351
1825,LRFN2,0.092072094502929,0.26350161917765924,5.9405940594059405,32.09233060312733
1826,SLC8A2,0.0916659875218128,0.19835868266603685,2.5742574257425743,32.05510052122115
1827,NPBWR1,0.0901759497902069,0.19055602543408173,3.1683168316831685,32.01787043931497
1828,PTCHD1,0.0889556823082184,0.17424693107172914,2.376237623762376,31.980640357408785
1829,DNER,0.0884130097267249,0.1815459682028229,2.7722772277227725,31.943410275502604
1830,HHLA2,0.0880058712900201,0.11342171252830241,0.0,31.906180193596423
1831,LHFPL4,0.087598617923621,0.23242814824822058,5.544554455445545,31.868950111690243
1832,LHCGR,0.0867837661420666,0.20493659353529362,3.3663366336633667,31.831720029784062
1833,GCGR,0.0862402758207441,0.3959899986612769,8.118811881188119,31.794489947877892
1834,SLC19A3,0.0850166734887138,0.16350319360095902,1.188118811881188,31.75725986597171
1835,ADCY2,0.0840642647884745,0.16387444751306285,2.376237623762376,31.720029784065527
1836,SLCO5A1,0.0840642647884745,0.18011708959592265,1.782178217821782,31.682799702159347
1837,P2RX6,0.0829750272577682,0.10869647393914628,0.19801980198019803,31.645569620253166
1838,LGR5,0.0828388147248917,0.2569795069689272,5.742574257425743,31.608339538346986
1839,FCAR,0.0827025893302493,0.13041691173103157,0.39603960396039606,31.571109456440805
1840,OPRD1,0.0824300999459491,0.10665799315964332,0.19801980198019803,31.533879374534624
1841,OR7D2,0.0824300999459491,0.23425360693979863,10.495049504950495,31.496649292628444
1842,SV2B,0.0818849667292273,0.15893121965172258,0.594059405940594,31.45941921072226
1843,SLC5A10,0.0816123228578898,0.09723882494289514,0.0,31.42218912881608
1844,OR2A12,0.0807940819582424,0.11096393329577559,0.19801980198019803,31.3849590469099
1845,PSCA,0.0806576633452251,0.16413320421075314,2.178217821782178,31.347728965003718
1846,SLC28A1,0.0805212318314924,0.11699982078623297,0.594059405940594,31.310498883097548
1847,SLC46A2,0.0801118598615981,0.11377218212857168,0.594059405940594,31.273268801191367
1848,KLRF2,0.0795658498102747,0.1374835577706382,0.594059405940594,31.236038719285187
1849,TAS2R3,0.0794293150029151,0.13107068218680412,0.0,31.198808637379006
1850,KCNMB2,0.079019633034838,0.15044906698382832,2.178217821782178,31.161578555472826
1851,GALR3,0.0786098346963664,0.12968029918146515,0.594059405940594,31.12434847356664
1852,GSG1,0.0784732093786935,0.10027673706958563,0.0,31.08711839166046
1853,TMEM132C,0.0784732093786935,0.22236354173314749,3.762376237623762,31.04988830975428
1854,PCDHA8,0.0780632557768191,0.10644853437627681,0.0,31.0126582278481
1855,OR2AG2,0.077926578685069,0.09475389161075412,0.0,30.97542814594192
1856,SLC5A1,0.0773797407970135,0.2393536768776905,5.346534653465347,30.93819806403574
1857,GABRA5,0.0765590951316044,0.17852701953497813,2.5742574257425743,30.900967982129558
1858,KIR3DL1,0.0764222754586023,0.14783820072754686,0.9900990099009901,30.863737900223377
1859,NKAIN1,0.0762854428089157,0.14375690854686118,0.9900990099009901,30.826507818317197
1860,FCRL1,0.0760117385696412,0.3124177104054982,8.514851485148515,30.789277736411023
1861,SLC35F4,0.0756010848240282,0.18103929529054194,4.356435643564356,30.752047654504842
1862,OR13C5,0.0743684217815533,0.1003255875432703,0.0,30.714817572598662
1863,NTRK1,0.0738202332916713,0.1845486408853446,1.782178217821782,30.67758749069248
1864,OR13J1,0.0738202332916713,0.10770076209483687,0.0,30.6403574087863
1865,OR1F12,0.0738202332916713,0.10371521397852462,0.19801980198019803,30.60312732688012
