gene,spearman_rank,spearman_r,spearman_p,pearson_r,pearson_p,mean_log2tpm1,spearman_q,pearson_q,pearson_rank
MST1R,32,0.6726923936033138,8.369367831716177e-68,0.7673850440841142,3.788647446115785e-99,3.0326246762175098,6.993652994377831e-66,6.753895513942407e-97,15
VASN,33,0.6699693261251591,4.481567377440607e-67,0.7288367679998612,8.714238368000705e-85,6.952115831662029,3.6314276264473283e-65,1.0131249302623428e-82,23
CLDN10,34,0.669669618703652,5.3847153162769624e-67,0.732564391457013,4.5853457717748605e-86,2.8963042680151543,4.23492022227194e-65,6.130607296862989e-84,20
TNFRSF21,35,0.6693173355219997,6.679796779236235e-67,0.720697004088441,4.5715611175478815e-82,4.967865575709057,5.103364739336484e-65,3.943340138168721e-80,31
SIGLEC6,36,0.661826078512693,6.096902560963943e-65,0.5503391241549246,2.5192560792080666e-41,1.8497526054917184,4.52864373556044e-63,4.318263305001519e-40,128
SIGLEC15,37,0.6563341570571104,1.537073106502412e-63,0.6579084327026639,6.136726810400312e-64,2.026328041182406,1.1108468883209324e-61,2.829242670863868e-62,55
CDH3,38,0.6557269391535426,2.1870615899700974e-63,0.7567733671128825,6.297120749927093e-95,5.528363597158913,1.5390007083105367e-61,1.0524063053315654e-92,16
IGSF9,39,0.6539692478564627,6.042748595755169e-63,0.6910425491487777,6.32239280748788e-73,2.5931216187481856,4.143156344884441e-61,3.842290538005134e-71,43
LDLR,40,0.6534346912952165,8.220209205655781e-63,0.723532378336321,5.2933336980092006e-83,3.2646211187698078,5.49520985398089e-61,5.242360854991335e-81,27
ICAM5,41,0.6527561762387419,1.2137608612033395e-62,0.7473104349181898,2.4184804028496362e-91,3.544796988141934,7.916089128921292e-61,3.403692945905225e-89,19
CD276,42,0.6512174509376404,2.926488632814091e-62,0.6784340800236083,2.292278906585312e-69,5.39692808941367,1.863197762891638e-60,1.1787603454248315e-67,50
LPAR5,43,0.6506322992547702,4.0842578511407465e-62,0.701370981812223,5.568806623698186e-76,5.723960678672945,2.539838486965199e-60,3.7227472279422376e-74,39
ICAM1,44,0.6475923058144324,2.2807772051240767e-61,0.7783123222919706,9.778016139188876e-104,5.910071730210431,1.3860905105685868e-59,2.178867929682588e-101,12
PTPRU,45,0.644784136798773,1.0978492643639635e-60,0.691645000209584,4.2288334533153766e-73,4.490864991448378,6.523664295353863e-59,2.6297443381779807e-71,42
ECE1,46,0.6440077858717549,1.690257408028916e-60,0.6399709550285435,1.5621873792090164e-59,7.964790049981802,9.61648576397728e-59,6.143072135301338e-58,64
HRH1,47,0.6410686248998029,8.561704319622767e-60,0.6421353653661238,4.761262826471956e-60,2.8605160550226083,4.76958278138985e-58,1.9002413131322405e-58,63
SLC7A4,48,0.6388451959276391,2.887256196623927e-59,0.5962308429644962,6.237827854896869e-50,0.8648934520147153,1.5756169530147718e-57,1.5735803475466255e-48,95
DSC3,49,0.6359726129025581,1.3681433204040566e-58,0.5512582228668651,1.745049859090021e-41,1.3714916390924514,7.316830477520894e-57,3.049845309285435e-40,127
CACNG4,50,0.6350981312885287,2.189745639506793e-58,0.6056119286786535,7.256198501169744e-52,1.8070766187610505,1.1481136941257183e-56,2.042428925487147e-50,86
ITGB4,51,0.634609672147339,2.8457833307760837e-58,0.6860871267628991,1.6650129312448889e-71,5.344794061156494,1.4633893512490862e-56,9.472860804571985e-70,46
CD47,52,0.6298551283699798,3.5593240027621745e-57,0.6507640650732425,3.7891541313023384e-62,6.274205437421933,1.795779694978501e-55,1.6082854201749926e-60,59
TM4SF4,53,0.6264306396715892,2.137247801340444e-56,0.6480818218719839,1.7313264358488715e-61,2.643522609111345,1.0583334482933976e-54,7.233698264781066e-60,60
MUC21,54,0.626112253953525,2.521973199971902e-56,0.6620844162559714,5.229358007447425e-65,2.7581775063942113,1.2261375157681575e-54,2.453211107353406e-63,54
CD58,55,0.623639289394778,9.06284513633413e-56,0.7051215519658512,4.013306838149683e-77,4.67375854129458,4.327508552599547e-54,2.9004276987060146e-75,36
ACVR1,56,0.6217946639384435,2.3356321899256396e-55,0.5970019202826625,4.349522084171118e-50,6.408626228207618,1.0956983290984493e-53,1.1402570640268204e-48,91
TMEM184A,57,0.6213411392693885,2.944885764607559e-55,0.721520043863689,2.4517084802886307e-82,2.241990587103512,1.3576938852690715e-53,2.185289492097266e-80,30
CDCP1,58,0.6184335824886836,1.2898032908866138e-54,0.6295329819929945,4.217126736646635e-57,4.980534018513925,5.845650847170858e-53,1.4644931030900134e-55,70
ITGA2,59,0.6182338109587356,1.4267564181320094e-54,0.6513163477316312,2.7659743423771286e-62,4.540439737127352,6.358577770141656e-53,1.2124943264781053e-60,57
CXCL16,60,0.6170382566206931,2.6060065582142033e-54,0.7285547983056351,1.086674118976556e-84,5.985218428915453,1.1423707437155378e-52,1.210736080893046e-82,24
CYSLTR2,61,0.6162243553547901,3.921394662162701e-54,0.6986333706161183,3.7007428418380825e-75,3.9668192014506736,1.6644141788290576e-52,2.4136064290426908e-73,40
OR4D10,62,0.6137071313440394,1.3773092922572737e-53,0.5396239450812346,1.6765528669817013e-39,0.7364183856077763,5.7003505316333926e-52,2.4768521360823587e-38,149
ABCA4,63,0.6136949788736297,1.3856499048473093e-53,0.5501101084259178,2.760132132032329e-41,0.9841129689091537,5.7003505316333926e-52,4.659851334792675e-40,129
PLXNC1,64,0.6100949846537449,8.192176917660501e-53,0.6935197070149366,1.2021251807095326e-73,4.121865763193683,3.319072890579421e-51,7.653530317184025e-72,41
NRP2,65,0.6097391416160249,9.753164760343774e-53,0.6638563374868117,1.8173175176977226e-65,5.145631519145606,3.892531726740187e-51,8.677691147006625e-64,53
TM4SF1,66,0.6064995629997783,4.724333263364855e-52,0.6291988774805017,5.026989934179957e-57,6.929745691976947,1.857774580329062e-50,1.7233552671791287e-55,71
VTCN1,67,0.6049807319887777,9.837378092678616e-52,0.5205214806162132,2.0739048424026916e-36,1.621264759738542,3.812340437655452e-50,2.6790442263694675e-35,168
PAM,68,0.6036919530462364,1.8273792994887308e-51,0.6304702823790925,2.573294347423558e-57,7.105063163463591,6.980588924046951e-50,9.174652113347459e-56,69
GPR153,69,0.6033393808330593,2.163674271470593e-51,0.713387546024833,1.0499790100239798e-79,2.3989482020980595,8.148823946355445e-50,8.257776096482712e-78,34
SLC22A4,70,0.6006409880865055,7.828101177756394e-51,0.6083119108453,1.958794143186112e-52,1.6411819360458992,2.9072697985167498e-49,5.572144190297514e-51,85
NGFR,71,0.5993372318598319,1.4507256791796327e-50,0.6340575712016111,3.824650480797786e-58,4.025738773498518,5.314028035789504e-49,1.4009747103634631e-56,67
SLC6A12,72,0.5984977069135485,2.155074021560172e-50,0.6683353455070786,1.2161754105173716e-66,3.4335102436403,7.787389099529596e-49,6.1359491466480214e-65,51
LAMP5,73,0.5972067156878829,3.9516638700642693e-50,0.6253642947091774,3.717820244599395e-56,3.37640457588936,1.3903617353357706e-48,1.2426814167573478e-54,73
EPHA4,74,0.5958966704123828,7.290650345494553e-50,0.6651199355215003,8.514690828272474e-66,5.278984664582684,2.5318440290717447e-48,4.139687868145562e-64,52
RAET1L,75,0.5946962768899048,1.2747307527333704e-49,0.48362513902794546,5.7864357706359185e-31,0.4219508692925687,4.370038503601324e-48,5.7951045882698304e-30,212
ROR1,76,0.5932974923243692,2.437193190526714e-49,0.6083873918939198,1.8880392857615587e-52,1.395961514538694,8.249436191732193e-48,5.428620484006891e-51,84
PLAUR,77,0.5926061239664339,3.3535376900026736e-49,0.7066180307971583,1.3889583642840634e-77,3.8935562076034658,1.107081454699648e-47,1.0316874072487738e-75,35
CLDN16,78,0.5910700076218802,6.796493620912349e-49,0.7152468170916104,2.6770851972402207e-80,5.588894063666598,2.2163199929658073e-47,2.2370393179438593e-78,32
SDK1,79,0.5905375147111961,8.674551172797452e-49,0.6327389930939824,7.729842178402175e-58,2.5976830348040227,2.7946686549470345e-47,2.7931889168982996e-56,68
CLDN1,80,0.5895994878991004,1.331770378662947e-48,0.7014584963441111,5.239778746105617e-76,8.044166277948854,4.2394690387437147e-47,3.592607273611903e-74,38
GRM4,81,0.5869418002516122,4.4529124776801226e-48,0.49052678880207284,6.216999078253082e-32,1.0790375926724876,1.400833878272547e-46,6.703328844858363e-31,198
OR5A1,82,0.5854227955759049,8.832661591443854e-48,0.38291630737387194,4.4123401593050785e-19,0.19335979603818818,2.7463415227349844e-46,2.4839152812593223e-18,360
SLC2A3,83,0.582949909897822,2.672914518486262e-47,0.6473533656439584,2.608748145483351e-61,4.7338279703148824,8.19135830730156e-46,1.0731988524649972e-59,61
CEACAM6,84,0.5829308418011125,2.695734970241351e-47,0.5996697314482026,1.2398573581081289e-50,2.4924434411100393,8.19135830730156e-46,3.282553045129838e-49,90
IL4R,85,0.581735813332886,4.587573966573486e-47,0.6510573849601123,3.206113831423301e-62,4.911760077162007,1.3783340209682587e-45,1.3827658685848236e-60,58
MUC1,86,0.5788853419503441,1.6163000386221338e-46,0.7297679287490303,4.1954023503067337e-85,5.200186955218184,4.80220700363954e-45,5.342145659390574e-83,21
DCBLD2,87,0.5785902503293807,1.8400788071597543e-46,0.5552779827564361,3.455653532223628e-42,5.148519250464028,5.4070008025771244e-45,6.285998330044885e-41,123
DPP4,88,0.5758541805665439,6.085030303870193e-46,0.723152917609468,7.074852517222914e-83,4.5484095607247506,1.768627286146619e-44,6.756484153947884e-81,28
ANKH,89,0.5745579216306724,1.0681880775094616e-45,0.5755322302549111,6.999419828095036e-46,4.805584800505004,3.071327870172366e-44,1.509391017768236e-44,107
ATP1B3,90,0.5744144424010984,1.1366614980326561e-45,0.5736924125406531,1.5531667065538246e-45,6.6610999371493635,3.2334391975950243e-44,3.296164899464228e-44,108
LYNX1,91,0.5736801009293476,1.5614464849148326e-45,0.6033471613150773,2.155628447700581e-51,4.252647248138969,4.349279063189856e-44,5.881786193011586e-50,88
CDH22,92,0.5734864765989182,1.6975725525785916e-45,0.5245819327279074,4.740704094816132e-37,1.6380891114407214,4.679700005768199e-44,6.338321374769169e-36,164
EPHA2,93,0.5733003113975994,1.8395363982102358e-45,0.615811531733647,4.822313298666498e-54,5.914736131746136,5.019306457973643e-44,1.499402995422583e-52,79
HTR1D,94,0.5732033270126169,1.9180972401744522e-45,0.38702601982828894,1.7155375993779077e-19,0.48153603220559793,5.180800020430793e-44,9.994221221648205e-19,348
IL1RL1,95,0.5727223610275177,2.3596724392411944e-45,0.5458216467207972,1.5063244972853302e-40,2.838926533594446,6.309764102530954e-44,2.3555039214859493e-39,140
HLA-G,96,0.5693940512063629,9.805678259521457e-45,0.5967627071848002,4.864819735730579e-50,3.8385503316102483,2.596077590689146e-43,1.2629638809071424e-48,92
CDH11,97,0.5690832725139737,1.119134890786434e-44,0.621095549877803,3.3381849843714594e-55,2.53222690421956,2.9338889195714946e-43,1.0843573225820707e-53,75
ANO6,98,0.5687084811916826,1.3122908103473614e-44,0.5393427754939375,1.868011218610858e-39,5.055829427768852,3.4068598319114993e-43,2.7374930398875283e-38,150
OSMR,99,0.5673292484527956,2.353597843213358e-44,0.6362479307375263,1.1794676472939693e-58,3.974500064053243,6.051462146877422e-43,4.3804117900889916e-57,66
ITGB6,100,0.5665184220285383,3.313770666425372e-44,0.6105541426689077,6.539113888180861e-53,3.9316124934909724,8.359455435869288e-43,1.9214934656039144e-51,82
MPZL3,101,0.5655887017273156,4.899995390948615e-44,0.5886957411715892,2.0101708318105192e-48,4.931388518200557,1.2132025625367217e-42,4.8425196434786745e-47,98
SUSD4,102,0.5637486550770449,1.0588037115289629e-43,0.5629531918084851,1.4751141424912351e-43,2.709005137133764,2.597468921677474e-42,2.879164391986542e-42,114
MS4A15,103,0.5615309194968752,2.6628302633677132e-43,0.3604233392481687,6.15979540169394e-17,0.27549542109714714,6.473098294768423e-42,3.067279870415195e-16,405
GPRC5B,104,0.5613176535044809,2.9087126532174616e-43,0.5478309586380584,6.822373250070501e-41,5.527927469645385,7.007114986219363e-42,1.0923967706999113e-39,136
TGFA,105,0.5603209389261907,4.391355878825149e-43,0.6210793985724049,3.365806199488103e-55,5.766213353764287,1.0484362160695043e-41,1.0843573225820707e-53,76
CLDN7,106,0.5581967824111603,1.0515846973663181e-42,0.5494877771412742,3.5362377048094324e-41,7.559109524908933,2.488440248457995e-41,5.873229579292187e-40,131
SLC6A6,107,0.557408691179677,1.451630486143632e-42,0.6184519683869196,1.277874938884641e-54,4.617710137425236,3.4049648420597126e-41,4.0200442195029764e-53,78
CD151,108,0.5520099214890433,1.2912765392264252e-41,0.6084919455016372,1.794205194583931e-52,7.721763639204462,3.0024986659925748e-40,5.214896402518948e-51,83
NPC1,109,0.5511001410700076,1.8589615245025637e-41,0.5725614290188881,2.5288694630130015e-45,3.573477387888656,4.248600954290475e-40,5.161982400073867e-44,111
OR4D6,110,0.5510196387064306,1.9197732867986011e-41,0.4517218073821748,9.22989207793551e-27,0.3909339922807418,4.350401499067339e-40,7.664823421242097e-26,250
RAET1E,111,0.5460187113022867,1.3940711435844284e-40,0.4872387579965671,1.8108960388622792e-31,0.8175548185422241,3.1325598638191275e-39,1.8768744216735405e-30,203
IFNAR2,112,0.5437218717432618,3.426992723254029e-40,0.5429900259086609,4.557721008184794e-40,0.6825918301995348,7.511293886869896e-39,6.885506201065615e-39,146
NOTCH2,113,0.5417814141662614,7.287694942925584e-40,0.5574799941719192,1.4099503391920907e-42,4.985897140451377,1.5715561514018557e-38,2.618199449305313e-41,120
AXL,114,0.5408495168037656,1.0451990164301852e-39,0.6047881974142474,1.0792860379459284e-51,4.818523836866393,2.2358897359474523e-38,3.006261318195222e-50,87
TNFRSF10A,115,0.5401420236777257,1.3733126723616112e-39,0.6125480336007001,2.4468523646284503e-53,3.38523216281882,2.9144746713451974e-38,7.269870247796084e-52,81
CD1A,116,0.5381142602462174,2.9926340401819946e-39,0.5455852385172354,1.6528659556380707e-40,2.2635520795593687,6.301026317674531e-38,2.554776627385087e-39,142
SLC17A5,117,0.5370247273174522,4.5380550259499024e-39,0.5419875123286446,6.7280383983410754e-40,7.2239196052856105,9.480280577648468e-38,1.0107176784923617e-38,147
SSPN,118,0.5364457253178734,5.6583722768596393e-39,0.5276556297072076,1.5306186266106797e-37,4.277485933136683,1.1729060052963314e-37,2.08820112630457e-36,162
PLXNB2,119,0.5334871685926357,1.735526675175644e-38,0.5522216970302752,1.1860754524688924e-41,8.297663495280029,3.569844868784363e-37,2.106377953602066e-40,126
MRC1,120,0.5324699550700411,2.544919340141019e-38,0.5967406925159771,4.915182589193435e-50,3.2819382696167825,5.194743752318386e-37,1.263769061875312e-48,93
PRNP,121,0.5318757652162732,3.180689429878998e-38,0.5129295380907208,3.1063158437834265e-35,7.932472386040975,6.443305708709424e-37,3.8277827494363516e-34,177
CDH6,122,0.5314289814074575,3.7602465995472965e-38,0.5736045585884015,1.613217288650808e-45,3.3413320454455087,7.560074742247723e-37,3.3966480550017803e-44,109
ADCY7,123,0.5313896978401834,3.815951745018354e-38,0.5706876809153223,5.647689344177768e-45,1.4530484249056426,7.614817138939612e-37,1.1440849474493447e-43,112
NOX4,124,0.5302483943327967,5.845019105592465e-38,0.5556331954318767,2.9917344917847074e-42,2.1060204970762983,1.1577467472855002e-36,5.479382213035828e-41,122
SERINC5,125,0.5283580189158208,1.1802225522909031e-37,0.5444520531801414,2.5766563937624074e-40,3.9197054006050216,2.3156030751518044e-36,3.9371309696689585e-39,144
CLEC5A,126,0.5283439790823301,1.1863785388773268e-37,0.6223520621441215,1.7557318450468148e-55,1.8667101379153908,2.3156030751518044e-36,5.796082658833559e-54,74
EMP1,127,0.5275419156822515,1.596322807428295e-37,0.5481365481072835,6.045275882530363e-41,6.448194345182666,3.093164628306711e-36,9.85674860358914e-40,134
TNFRSF1A,128,0.526438665445085,2.3980563031580507e-37,0.5833014995139973,2.284881497306913e-47,7.052620350800669,4.613239247945775e-36,5.2220283109390474e-46,102
SLC2A1,129,0.5256945537495029,3.1528157388278114e-37,0.5047360200647318,5.34695073659199e-34,4.510328400987285,6.02187806116112e-36,6.270941346336395e-33,186
OR5AN1,130,0.5237430722014772,6.441215508596154e-37,0.3009784956978211,4.92568216545413e-12,0.04983114064995208,1.2129443852102899e-35,1.8551090296372315e-11,515
GPR55,131,0.5234092342778349,7.275180989030898e-37,0.43349333418784364,1.4958702982012002e-24,0.6692266232139608,1.3604079695572463e-35,1.1173064741312875e-23,269
NRCAM,132,0.523351722906067,7.429284604963213e-37,0.5610019368218381,3.3146188047389757e-43,4.603559979040326,1.3795768773383078e-35,6.286021761611363e-42,117
SLC1A5,133,0.5230674620257056,8.239781627279283e-37,0.6206744637062873,4.137555341200956e-55,4.711785702867008,1.519529384230676e-35,1.3171217836156377e-53,77
TNFSF18,134,0.5205422307721682,2.0584263549536206e-36,0.4993246325631915,3.3586014255345866e-33,1.2587825343180723,3.7069104637464717e-35,3.7734874839829766e-32,192
CCKBR,135,0.5205326538503787,2.065555942775708e-36,0.43409753926004063,1.2699111257057407e-24,0.8274362133740046,3.7069104637464717e-35,9.51188333371751e-24,268
P2RY6,136,0.5204940059223314,2.0945770328924242e-36,0.6399357224871398,1.592569894562601e-59,2.530644089973012,3.733932657302895e-35,6.1717853595078194e-58,65
CD177,137,0.5196337376934936,2.8560871394734213e-36,0.37724391952760955,1.5903178951677352e-18,1.3221018693256559,5.057733119835714e-35,8.7500206824661e-18,366
CD1C,138,0.519029568659761,3.549151099665576e-36,0.5568469273684273,1.8257052414145005e-42,1.9715136611753215,6.202895451310947e-35,3.366852286580948e-41,121
FAIM2,139,0.515162853152737,1.4110095184533098e-35,0.4165040771669263,1.3095217448819693e-22,0.5925333950121102,2.450025618405292e-34,8.88746483709235e-22,297
FCER1A,140,0.5144201461025057,1.8356271754463948e-35,0.593547399331559,2.1712172561238895e-49,3.0448896618082486,3.1667529465442965e-34,5.37577309525489e-48,97
MMP16,141,0.5141674846250345,2.0071907404695502e-35,0.5478834483554893,6.682182138009485e-41,2.2134258791517123,3.4405307948817804e-34,1.0763948817492387e-39,135
UPK2,142,0.5140786478692648,2.0712123191066163e-35,0.44257040818466425,1.233804286664936e-25,0.9851883129626938,3.5276571600580205e-34,9.725327679996476e-25,259
SEMA4C,143,0.5123805237666624,3.7679705626576095e-35,0.5730542286442111,2.045410301748806e-45,4.721423787547017,6.376932458573701e-34,4.272989958497115e-44,110
MMP14,144,0.5119653269674793,4.3594084977220165e-35,0.5362982609771582,5.985031488198012e-39,6.742774183927616,7.33148322195514e-34,8.51275223374547e-38,155
GPR161,145,0.5105020403554807,7.276036801921363e-35,0.5318390972667938,3.2247161961364365e-38,2.1701326219484303,1.2084548079712873e-33,4.514602674591011e-37,157
RNF149,146,0.5094492679081573,1.0502321349951786e-34,0.5534069453516675,7.36319779590139e-42,4.807272505507294,1.7335313141833997e-33,1.3214222084725045e-40,125
CD1E,147,0.5093117956091372,1.1016857339063386e-34,0.5304655131390695,5.390281479309871e-38,1.8045594150682516,1.8073053082610734e-33,7.468193096204454e-37,159
AMIGO2,148,0.5081131094475907,1.6702536925699906e-34,0.5858389118199581,7.324277375487435e-48,4.5585211650768835,2.723328276787899e-33,1.7179927808818772e-46,101
SEMA7A,149,0.5073043447350407,2.2096055860933348e-34,0.5174316070515791,6.29169760474012e-36,2.2295907863572064,3.580900204371865e-33,7.898591265293466e-35,174
TCIRG1,150,0.50691718240147,2.525679854642056e-34,0.5764289027362606,4.7376259707437286e-46,5.680809686341977,4.0684746574173847e-33,1.0299521825828236e-44,106
SCNN1A,151,0.506601871367261,2.8158612174690705e-34,0.6529808245963049,1.0669513223889168e-62,6.239540567639414,4.508750236833709e-33,4.755046393446606e-61,56
MSLN,152,0.5045891477651553,5.622834847414724e-34,0.4005210777209555,7.013125309093908e-21,1.1347364728281961,8.949678798801769e-33,4.3409946936382197e-20,327
CD164L2,153,0.5012123850303352,1.775735902041203e-33,0.6026526184130099,3.004906405870021e-51,2.557879863222597,2.760649884917545e-32,8.116282554844886e-50,89
CD82,154,0.5003004609537149,2.417124940609663e-33,0.49724544572029417,6.745535575299186e-33,5.257561934386271,3.736064792595514e-32,7.362270256469397e-32,195
SLC17A9,155,0.49820366345036715,4.89439516688624e-33,0.5964036263329742,5.754148265898798e-50,2.1520108709794488,7.521616480605637e-32,1.4653897583822273e-48,94
MRC2,156,0.49814605684170904,4.989844829410854e-33,0.6443729035807303,1.3800082838728794e-60,6.162390559578715,7.624482899339784e-32,5.591124471327393e-59,62
AJAP1,157,0.4976852380825606,5.822758279492283e-33,0.469345781129767,4.991901807880283e-29,1.1290473280408526,8.846622522364981e-32,4.65099144051285e-28,225
NIPAL2,158,0.4966730794975403,8.1662759322549e-33,0.5487088232101842,4.818568191634599e-41,3.7695666599938122,1.233707448748565e-31,7.904816775724489e-40,133
SSTR3,159,0.49623829718656104,9.440038962061032e-33,0.4891141383972786,9.855584362618781e-32,1.2596165233243557,1.4181272013792809e-31,1.0457870073667708e-30,201
CHPT1,160,0.4961938119277766,9.580969769024463e-33,0.4638030366889003,2.663681178761207e-28,5.758315374782019,1.4312577185682354e-31,2.3507206178242466e-27,238
PTPRN,161,0.4948141791709116,1.5154187675457532e-32,0.21866507730236434,6.981382048738956e-07,0.13360420073471227,2.2512387691207465e-31,1.844685335803159e-06,702
TMEM158,162,0.49476407971351527,1.540800821035849e-32,0.45702011068856474,1.9838225601676274e-27,1.1517673558578267,2.27629911350821e-31,1.7057046707036125e-26,243
TNFSF11,163,0.49388654306143537,2.0602036426246281e-32,0.4476622354644913,2.943927938953635e-26,0.8576678548905246,3.0103740657804676e-31,2.3845439416377145e-25,254
SLC6A20,164,0.4938108763340918,2.1123781995367475e-32,0.45217516494430615,8.100667297963681e-27,1.5285085738770245,3.069836579109382e-31,6.769120110860901e-26,248
ATP2B4,165,0.49205637955099857,3.7658312733114763e-32,0.5124752690732484,3.6445679489118847e-35,5.39149894584143,5.402693453304111e-31,4.450034107484192e-34,178
KISS1R,166,0.4920463605208939,3.7782486004781933e-32,0.4667673314238623,1.091984817933372e-28,0.9937554855640331,5.402693453304111e-31,9.898194586962157e-28,231
CD70,167,0.4890932650605105,9.922751145349775e-32,0.4848472793231928,3.9124918093578766e-31,1.591313729183359,1.4038855324161532e-30,3.947925697442627e-30,210
FAP,168,0.48655183002237373,2.2608025137040354e-31,0.4848691213229664,3.885167417449426e-31,1.4942614869141362,3.181782064023469e-30,3.9352036644923354e-30,209
SLC2A13,169,0.48399327084866745,5.143854776223063e-31,0.5162137935612188,9.713522725423578e-36,2.1876359744080447,7.163889412302329e-30,1.2137364377468525e-34,175
