accession	system	class	gene	log2fc	lfcse	pvalue	padj	baseMean	n_treat	n_ctrl	method	mean_treat	mean_ctrl	tpm_ctrl	tpm_treat
GSE288796	HCC827 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CXCL10	5.286209648328326	0.13338014946129262	0.0012142100031186276		66.07924388262268	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			2.1030;2.6108	122.8799;136.7233
GSE288796	H2228 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CXCL10	3.1978338113991285	0.20080317548197077	0.03909656112317356		4.725458984669416	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			0.1255;0.1058	10.7617;7.9088
GSE288796	H1650 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CXCL10	3.6736736140189983	0.14302721269854038	0.010212829085629902		10.465288660900594	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			0.8258;0.5180	19.4911;21.0263
GSE288796	H596 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CXCL10	7.765109930634894	0.14537252275005327	0.00916491912523047		1994.7697097102734	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			19.1628;15.5393	3898.6352;4045.7416
GSE288796	H1975 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CXCL10	3.60429550599019	0.11300738050668259	0.0038076076479289355		6.493991097985726	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			0.1790;0.0949	13.8056;11.8964
GSE288796	H358 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CXCL10	5.512524713978038	0.16396785180764661	0.005285661341826171		76.9704884920981	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet2. Column map is the GEO sample-title prefix. Welch p is descriptive.			2.0108;2.7026	144.3976;158.7710
GSE288796	HCC827 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	IFNB1	4.3272170910260455	0.2473808678156749	0.026199298427158943		20.43226320960135	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			0.7198;1.3986	41.5015;38.1092
GSE288796	H2228 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	IFNB1	0.0	0.0	1.0		0.0	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			0.0000;0.0000	0.0000;0.0000
GSE288796	H1650 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	IFNB1	5.63195996919587	0.08268979580765938	0.002680380337024069		97.58498777920276	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			3.1091;2.6948	196.4156;188.1204
GSE288796	H596 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	IFNB1	9.199450601908104	0.1300982558730479	0.006612244819050521		603.6913299949574	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			0.8794;1.2433	1185.4285;1227.2142
GSE288796	H1975 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	IFNB1	5.517562628864498	0.2254873862762471	0.017659549512971502		29.597824515792	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			0.1226;0.5196	61.1948;56.5544
GSE288796	H358 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	IFNB1	5.081602152568197	0.01727233622152813	0.0021638585780465853		16.432294068854375	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet2. Column map is the GEO sample-title prefix. Welch p is descriptive.			0.0000;0.0000	33.2700;32.4592
GSE288796	HCC827 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	IFNL1	5.976055558161721	0.18697205812636697	0.011441759213662224		40.46238183518692	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			0.1443;0.4673	77.6317;83.6063
GSE288796	H2228 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	IFNL1	7.259099560008887	0.45364337245039454	0.03807890336486293		104.5156245902402	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			0.0000;0.8707	214.5558;202.6360
GSE288796	H1650 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	IFNL1	6.402587859673448	0.2669443903521732	0.026527328767533186		387.3561251847986	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			9.9158;6.5395	766.5401;766.4291
GSE288796	H596 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	IFNL1	7.89196394242358	0.26847916347209905	0.01692053142419062		142.2558182322113	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			0.4407;0.0000	294.5750;274.0076
GSE288796	H1975 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	IFNL1	7.167656535635045	0.04338185425041702	0.002617226521766201		89.7410249824279	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			0.2457;0.2604	184.5427;173.9153
GSE288796	H358 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	IFNL1	0.881861176858802	0.41779239057896667	0.20098937500779124		0.8602841535482065	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet2. Column map is the GEO sample-title prefix. Welch p is descriptive.			0.6533;0.0000	1.7358;1.0521
GSE288796	HCC827 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	IFIT1	5.746547066729244	0.3318048673755596	0.03670456242982077		702.6056429505162	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			19.4348;31.3690	1382.4008;1377.2179
GSE288796	H2228 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	IFIT1	6.856708315470152	0.3486107936163579	0.03232716737672451		452.15439898886405	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			5.0873;8.8696	895.5449;899.1159
GSE288796	H1650 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	IFIT1	3.275714800482705	0.05316148042555711	0.0003080812736444635		1469.2624292527544	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			281.9290;266.5378	2728.2268;2600.3561
GSE288796	H596 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	IFIT1	4.666200576068718	0.25000701110835627	0.024803341577286284		1229.3340374969157	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			109.1937;77.6858	2268.4314;2462.0252
GSE288796	H1975 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	IFIT1	4.347214097099112	0.03443122149956186	0.0033033036888333316		468.10786366784384	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			41.9226;43.9733	897.7394;888.7962
GSE288796	H358 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	IFIT1	5.159236489910967	0.17613297258957616	0.006525069837546315		152.19574693013195	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet2. Column map is the GEO sample-title prefix. Welch p is descriptive.			8.3093;6.4522	282.0400;311.9816
GSE288796	HCC827 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	ISG15	3.7947399616514437	0.19409632000261956	0.030882934437423914		1331.435459910385	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			155.5581;203.6391	2451.0493;2515.4953
GSE288796	H2228 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	ISG15	4.241192663124242	0.026814129007925146	0.004005452823013056		926.0863887670262	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			90.4055;93.8663	1760.7657;1759.3081
GSE288796	H1650 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	ISG15	1.3295839253535355	0.10157088685379256	0.006000263472453982		1214.8893053863085	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			727.3579;655.2082	1820.6941;1656.2970
GSE288796	H596 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	ISG15	3.601389133090626	0.20650722981366487	0.022268507325861032		2711.7331403390413	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			471.7765;358.6367	4796.7724;5219.7469
GSE288796	H1975 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	ISG15	2.8660467215547527	0.08508539893093801	0.003063483510051832		720.169371570207	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			182.0506;164.1691	1230.5560;1303.9018
GSE288796	H358 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	ISG15	2.527134076250382	0.07899504348924852	0.009723976858444096		1633.7625226690502	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet2. Column map is the GEO sample-title prefix. Welch p is descriptive.			473.4322;490.2915	2930.1529;2641.1734
GSE288796	HCC827 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CCL5	4.7961751475614225	0.22342376186292892	0.02603398686001792		47.357839510718165	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			1.8811;2.9135	94.4693;90.1675
GSE288796	H2228 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CCL5	6.192720175084455	0.08045727175660376	0.0016407144037191878		95.13659823250994	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			1.4642;1.7273	193.0790;184.2759
GSE288796	H1650 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CCL5	2.8097533674950697	0.035673630387066356	0.0015932287435649001		761.3659481424671	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			185.0679;193.6275	1347.1042;1319.6641
GSE288796	H596 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CCL5	6.123274595706372	0.10042951962734607	0.00032791795025745855		739.4003800339796	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			21.0660;18.8355	1524.2075;1393.4925
GSE288796	H1975 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	CCL5	5.877657829987915	0.04451421091574512	6.673115290077748e-05		77.04016725204684	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			1.6710;1.5497	155.5838;149.3561
GSE288796	HCC827 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	TMEM173	0.4284615543597967	0.0384206416318044	0.04589631734064462		21.820928977278026	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			17.9546;18.9663	25.3325;25.0303
GSE288796	H2228 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	TMEM173	0.6068426725318341	0.06389286608629176	0.023672122349597934		186.57607180667338	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			141.9590;153.5317	220.6233;230.1903
GSE288796	H1650 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	TMEM173	0.38871810721926625	0.03678675423041879	0.022602712293821575		40.705669095393894	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			35.9465;34.3031	46.8311;45.7420
GSE288796	H596 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	TMEM173	0.9222305556459807	0.039974913397935824	0.011315290224010332		118.18618138842503	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			80.4755;82.1708	159.0626;151.0359
GSE288796	H1975 HT-DNA vs untreated	cGAS ligand (herring-testis DNA), not a CDN STING agonist	TMEM173	0.6442621649049594	0.04426419355494788	0.008435731081590304		42.353718260142955	2	2	Difference of mean log2(TPM+1). n=2. Sheet Sheet1. Column map is the GEO sample-title prefix. Welch p is descriptive.			31.9651;33.7053	52.7565;50.9880
GSE252340	NCI-H1944 BAY1217389 vs DMSO, 48 h	adjacent: MPS1 inhibitor, micronucleus cGAS-STING activation, not a STING agonist or STING KO	CLDN4	0.6424636344590022	0.08727138342473903	1.816155790731836e-13	5.309217186328689e-12	1803.2320567818547	2	2	PyDESeq2 on author read counts, first sheet of each GEO sample only. n=2, so the dispersion prior carries weight. Duplicate symbols were summed.				
GSE252340	NCI-H1944 BAY1217389 vs DMSO, 48 h	adjacent: MPS1 inhibitor, micronucleus cGAS-STING activation, not a STING agonist or STING KO	CLDN1	0.43928461297809707	0.054740296379695554	1.016206474056618e-15	3.475789884083139e-14	4898.529521886813	2	2	PyDESeq2 on author read counts, first sheet of each GEO sample only. n=2, so the dispersion prior carries weight. Duplicate symbols were summed.				
GSE252340	NCI-H1944 BAY1217389 vs DMSO, 48 h	adjacent: MPS1 inhibitor, micronucleus cGAS-STING activation, not a STING agonist or STING KO	CLDN7	-0.3058498060340722	0.33165653276657475	0.3564303146965512	0.6871154729297386	146.69591589220173	2	2	PyDESeq2 on author read counts, first sheet of each GEO sample only. n=2, so the dispersion prior carries weight. Duplicate symbols were summed.				
GSE252340	NCI-H1944 BAY1217389 vs DMSO, 48 h	adjacent: MPS1 inhibitor, micronucleus cGAS-STING activation, not a STING agonist or STING KO	TACSTD2	1.4462664330954256	1.941880423256701	0.4564069905545902		3.907652588934015	2	2	PyDESeq2 on author read counts, first sheet of each GEO sample only. n=2, so the dispersion prior carries weight. Duplicate symbols were summed.				
GSE252340	NCI-H1944 BAY1217389 vs DMSO, 48 h	adjacent: MPS1 inhibitor, micronucleus cGAS-STING activation, not a STING agonist or STING KO	KRT8	0.29603251027305716	0.01692035406992217	1.5465135143682724e-68	1.791260994028524e-66	100711.6046535857	2	2	PyDESeq2 on author read counts, first sheet of each GEO sample only. n=2, so the dispersion prior carries weight. Duplicate symbols were summed.				
GSE252340	NCI-H1944 BAY1217389 vs DMSO, 48 h	adjacent: MPS1 inhibitor, micronucleus cGAS-STING activation, not a STING agonist or STING KO	STING1	1.0119601598959522	0.12143561421496255	7.861547479293573e-17	2.8686205110004637e-15	906.7633627754904	2	2	PyDESeq2 on author read counts, first sheet of each GEO sample only. n=2, so the dispersion prior carries weight. Duplicate symbols were summed.				
GSE252340	NCI-H1944 BAY1217389 vs DMSO, 48 h	adjacent: MPS1 inhibitor, micronucleus cGAS-STING activation, not a STING agonist or STING KO	CXCL10	8.416334485834083	2.454850921232556	0.0006070375718843358	0.005424311768871777	32.853207393652454	2	2	PyDESeq2 on author read counts, first sheet of each GEO sample only. n=2, so the dispersion prior carries weight. Duplicate symbols were summed.				
GSE252340	NCI-H1944 BAY1217389 vs DMSO, 48 h	adjacent: MPS1 inhibitor, micronucleus cGAS-STING activation, not a STING agonist or STING KO	IFNB1	6.892318738550591	2.5950701469441273	0.007909056441450475		11.42332154173765	2	2	PyDESeq2 on author read counts, first sheet of each GEO sample only. n=2, so the dispersion prior carries weight. Duplicate symbols were summed.				
GSE252340	NCI-H1944 BAY1217389 vs DMSO, 48 h	adjacent: MPS1 inhibitor, micronucleus cGAS-STING activation, not a STING agonist or STING KO	IFNL1	6.163299555458464	0.6284287257570785	1.0455104712798161e-22	4.903315826808929e-21	132.9498651703484	2	2	PyDESeq2 on author read counts, first sheet of each GEO sample only. n=2, so the dispersion prior carries weight. Duplicate symbols were summed.				
GSE252340	NCI-H1944 BAY1217389 vs DMSO, 48 h	adjacent: MPS1 inhibitor, micronucleus cGAS-STING activation, not a STING agonist or STING KO	IFIT1	3.9905863930422503	0.03963279561930436	0.0	0.0	14093.583012556417	2	2	PyDESeq2 on author read counts, first sheet of each GEO sample only. n=2, so the dispersion prior carries weight. Duplicate symbols were summed.				
GSE252340	NCI-H1944 BAY1217389 vs DMSO, 48 h	adjacent: MPS1 inhibitor, micronucleus cGAS-STING activation, not a STING agonist or STING KO	ISG15	2.866891654500247	0.02790294240367644	0.0	0.0	33945.69092668022	2	2	PyDESeq2 on author read counts, first sheet of each GEO sample only. n=2, so the dispersion prior carries weight. Duplicate symbols were summed.				
GSE252340	NCI-H1944 BAY1217389 vs DMSO, 48 h	adjacent: MPS1 inhibitor, micronucleus cGAS-STING activation, not a STING agonist or STING KO	MX1	4.030797711639126	0.03431841261068674	0.0	0.0	19686.395200608968	2	2	PyDESeq2 on author read counts, first sheet of each GEO sample only. n=2, so the dispersion prior carries weight. Duplicate symbols were summed.				
GSE252340	NCI-H1944 BAY1217389 vs DMSO, 48 h	adjacent: MPS1 inhibitor, micronucleus cGAS-STING activation, not a STING agonist or STING KO	STAT1	2.0090189272253545	0.028973229442708245	0.0	0.0	22989.603372961476	2	2	PyDESeq2 on author read counts, first sheet of each GEO sample only. n=2, so the dispersion prior carries weight. Duplicate symbols were summed.				
GSE252340	NCI-H1944 BAY1217389 vs DMSO, 48 h	adjacent: MPS1 inhibitor, micronucleus cGAS-STING activation, not a STING agonist or STING KO	CCL5	2.1452016326224337	0.07960282164807747	5.889815131796757e-160	1.2683011767611355e-157	2699.7935943339953	2	2	PyDESeq2 on author read counts, first sheet of each GEO sample only. n=2, so the dispersion prior carries weight. Duplicate symbols were summed.				
