accession	system	class	gene	log2fc	lfcse	pvalue	padj	baseMean	n_treat	n_ctrl	method	mean_treat	mean_ctrl	tpm_ctrl	tpm_treat
GSE166209	Calu-3 diABZI vs DMSO, 12 h	direct STING agonist	OAS1	2.18086107950675	0.264403259732877	1.60746653252339e-16	2.15120314769896e-14	6949.33221645516	2	2	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 6 h	same series, not a cancer line	Cldn4	0.206609732631812	0.43094078301128	0.631626495229358	0.864035576597115	29.5183818539238	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 6 h	same series, not a cancer line	Cldn1	0.125323329488562	0.277386777254415	0.651413112509032	0.874924853367822	32.901385135044	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 6 h	same series, not a cancer line	Cldn3	0.194242856886429	0.16925581383287	0.251121810018701	0.597524564031635	271.490316956934	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 6 h	same series, not a cancer line	Cldn7	0.0247750796515719	0.333810152707997	0.94083607069595	0.979628093469974	100.122212901202	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 6 h	same series, not a cancer line	Tacstd2	1.63751754605345	0.402114835746371	4.65584760963201e-05	0.0011364794686011	97.7377793463609	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 6 h	same series, not a cancer line	Tjp1	0.360872160486486	0.166233984795918	0.0299410962153705	0.185031611624928	303.016161108155	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 6 h	same series, not a cancer line	Cxcl10	7.89572985449657	0.862047461714073	5.2247092455877e-20	5.32314579659152e-18	746.441955130814	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 6 h	same series, not a cancer line	Ifit1	6.71272423908889	0.331750496449522	4.8895670931092404e-91	1.7186828332279e-87	1635.32304694328	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 6 h	same series, not a cancer line	Isg15	6.06184570076617	0.52428706543514	6.4140857664692305e-31	1.2353704914596899e-28	604.411339539346	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 6 h	same series, not a cancer line	Sting1	0.779303939083365	0.539382458470068	0.148511902530861	0.46549882877394	63.1812221520936	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 6 h	same series, not a cancer line	Krt8	0.299532498400618	0.225640643872418	0.184351333896531	0.51572064969306	625.764586744269	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 12 h	same series, not a cancer line	Cldn4	1.03430494843183	0.456379418599683	0.0234313762086846	0.320166881852462	29.5183818539238	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 12 h	same series, not a cancer line	Cldn1	0.307870927085072	0.306665781339261	0.315412434983835	0.822414128149167	32.901385135044	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 12 h	same series, not a cancer line	Cldn3	-0.0506566685738296	0.176227038200718	0.773766884430954	0.967992058022294	271.490316956934	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 12 h	same series, not a cancer line	Cldn7	0.306304051836644	0.346202503146669	0.37628932045189	0.857965404634475	100.122212901202	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 12 h	same series, not a cancer line	Tacstd2	0.878064478757686	0.419749935055676	0.0364496812226212	0.397887375309801	97.7377793463609	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 12 h	same series, not a cancer line	Tjp1	-0.125158577964547	0.176505701718091	0.478268101056729	0.899844303350155	303.016161108155	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 12 h	same series, not a cancer line	Cxcl10	5.27409576682767	0.942387677355311	2.18691373410735e-08	2.57700680787505e-06	746.441955130814	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 12 h	same series, not a cancer line	Ifit1	5.26170051739323	0.365297604118956	4.892288848773471e-47	1.68624965895099e-43	1635.32304694328	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 12 h	same series, not a cancer line	Isg15	5.40606972989828	0.560029015897781	4.764724091948489e-22	1.77543921772146e-19	604.411339539346	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 12 h	same series, not a cancer line	Sting1	-1.13527642742615	0.555806108845085	0.041094391697611	0.42042837989647	63.1812221520936	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE166209	Mouse lung diABZI vs PBS, 12 h	same series, not a cancer line	Krt8	0.0522178500221593	0.228814642492792	0.819482782267863	0.978030159098427	625.764586744269	5	5	author DESeq2 supplementary contrast; not recomputed				
GSE271679	NCI-H596 STING KO vs WT, unstimulated	STING knockout	CLDN4	0.744329598864768	0.19071993813394886	9.511136301837327e-05	0.0010168122337564666	118.86362497877408	4	4	PyDESeq2 Wald, BH padj; KO versus WT				
GSE271679	NCI-H596 STING KO vs WT, unstimulated	STING knockout	CLDN1	-0.5191874584487777	0.12455219907888	3.067012999755159e-05	0.0003746709262603145	8337.028566810337	4	4	PyDESeq2 Wald, BH padj; KO versus WT				
GSE271679	NCI-H596 STING KO vs WT, unstimulated	STING knockout	CLDN3	0.402609322422335	1.0570404467887144	0.703289656109346	0.8839999925607572	59.25361162962406	4	4	PyDESeq2 Wald, BH padj; KO versus WT				
GSE271679	NCI-H596 STING KO vs WT, unstimulated	STING knockout	CLDN7	1.8525142859885995	0.32371529684871947	1.0486575026772602e-08	2.5512683136476995e-07	266.3296603416782	4	4	PyDESeq2 Wald, BH padj; KO versus WT				
GSE271679	NCI-H596 STING KO vs WT, unstimulated	STING knockout	TACSTD2	1.7281594072011852	0.2189628164583234	2.9624244515176565e-15	1.5562396857581004e-13	4527.463985390459	4	4	PyDESeq2 Wald, BH padj; KO versus WT				
GSE271679	NCI-H596 STING KO vs WT, unstimulated	STING knockout	TJP1	0.11802723005658472	0.16827820900657472	0.4830649366737566	0.7479621824142867	2628.523459842389	4	4	PyDESeq2 Wald, BH padj; KO versus WT				
GSE271679	NCI-H596 STING KO vs WT, unstimulated	STING knockout	OCLN	0.5991968905696038	0.2952254518198518	0.04239469483659732	0.16262750431121795	77.16544106807146	4	4	PyDESeq2 Wald, BH padj; KO versus WT				
GSE271679	NCI-H596 STING KO vs WT, unstimulated	STING knockout	KRT8	0.09943623492933588	0.27827438415171424	0.7208435653124426	0.8927349830165177	19667.45483255164	4	4	PyDESeq2 Wald, BH padj; KO versus WT				
GSE271679	NCI-H596 STING KO vs WT, unstimulated	STING knockout	EPCAM	0.45932827419919353	0.21260886626386719	0.030738778257008617	0.12809946531296879	60.55710377790108	4	4	PyDESeq2 Wald, BH padj; KO versus WT				
GSE271679	NCI-H596 STING KO vs WT, unstimulated	STING knockout	STING1	-1.3396331628988374	0.22649822454457877	3.3280119659088593e-09	8.696052045985228e-08	1457.5017407827095	4	4	PyDESeq2 Wald, BH padj; KO versus WT				
GSE271679	NCI-H596 STING KO vs WT, unstimulated	STING knockout	CGAS	-0.5881842326217506	0.16154592652772656	0.0002716104330292633	0.0025680460115360794	574.4161567146758	4	4	PyDESeq2 Wald, BH padj; KO versus WT				
GSE271679	NCI-H596 STING KO vs WT, unstimulated	STING knockout	CXCL10	-7.85534550022096	1.7010683973823228	3.8766300552107635e-06	5.807728720092372e-05	19.763059399068588	4	4	PyDESeq2 Wald, BH padj; KO versus WT				
GSE271679	NCI-H596 STING KO vs WT, unstimulated	STING knockout	IFNB1	-5.760203053770143	1.7696421785421816	0.0011338835834658098	0.008754312240726052	4.632894298751495	4	4	PyDESeq2 Wald, BH padj; KO versus WT				
GSE271679	NCI-H596 STING KO vs WT, unstimulated	STING knockout	IFNL1	-3.2203871899486214	2.086449254971066	0.12271499626000311		0.7981392312617984	4	4	PyDESeq2 Wald, BH padj; KO versus WT				
GSE271679	NCI-H596 STING KO vs WT, unstimulated	STING knockout	IFIT1	-2.031671033575724	0.11618892300087155	1.8340591811084939e-68	8.786016839024499e-66	2303.144555496109	4	4	PyDESeq2 Wald, BH padj; KO versus WT				
GSE271679	NCI-H596 STING KO vs WT, unstimulated	STING knockout	IFIT2	-2.789025590821373	0.10181996782238327	3.4404498153607795e-165	9.888835755008412e-162	1776.5351340317186	4	4	PyDESeq2 Wald, BH padj; KO versus WT				
GSE271679	NCI-H596 STING KO vs WT, unstimulated	STING knockout	ISG15	-3.1665249231903836	0.7466284295427238	2.224282104940241e-05	0.00028075631086196774	1316.5617087120922	4	4	PyDESeq2 Wald, BH padj; KO versus WT				
GSE271679	NCI-H596 STING KO vs WT, unstimulated	STING knockout	MX1	-3.9210624318883633	0.17321437584770277	1.871583782693848e-113	3.138022142316685e-110	3908.92589709556	4	4	PyDESeq2 Wald, BH padj; KO versus WT				
GSE271679	NCI-H596 STING KO vs WT, unstimulated	STING knockout	STAT1	-1.084438745758266	0.08958249201221197	9.879409683203266e-34	1.6989207079149546e-31	12107.379972195638	4	4	PyDESeq2 Wald, BH padj; KO versus WT				
GSE271679	NCI-H596 STING KO vs WT, unstimulated	STING knockout	CCL5	-7.382681158046923	0.43213182034405917	1.941717833946871e-65	8.878946095229782e-63	330.5867014930028	4	4	PyDESeq2 Wald, BH padj; KO versus WT				
GSE271679	NCI-H596 STING KO vs WT, unstimulated	STING knockout	OAS1	-1.450655878583191	0.13788743489715655	6.944429319087585e-26	8.218936347061306e-24	1089.8998817361314	4	4	PyDESeq2 Wald, BH padj; KO versus WT				
GSE271679	NCI-H596 genome-wide	STING knockout	_n_padj_lt_0.05						4	4	3678 genes with padj<0.05 out of 20120 tested				
GSE244945	CORL88 STING KO vs WT, DMSO	STING knockout	CLDN4	0.21352748700000035	0.12824949726139495	0.17132954498926095			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	7.140325683333334	6.926798196333333		
GSE244945	CORL88 TAS1440 vs DMSO, STING WT	NOTCH activator, not STING agonist	CLDN4	0.7219755220000001	0.1555407085251563	0.012618216375199434			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	7.6487737183333335	6.926798196333333		
GSE244945	CORL88 TAS1440 vs DMSO, STING KO	NOTCH activator in STING KO	CLDN4	0.40294046499999947	0.10487035731710165	0.02955138673316251			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	7.543266148333333	7.140325683333334		
GSE244945	H82 STING KO vs STING WT, NOTCH off	STING knockout	CLDN4	0.7558912163333333	0.21377392542915247	0.035206864331325576			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	1.2000507393333333	0.444159523		
GSE244945	H82 STING KO vs STING WT, NOTCH on	STING knockout	CLDN4	-0.3111297060000001	0.2659846119044918	0.3149387388158171			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.7667623036666665	1.0778920096666667		
GSE244945	H82 NOTCH dox vs no dox, STING WT	NOTCH activation	CLDN4	0.6337324866666667	0.1834903014616016	0.03079136366746829			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	1.0778920096666667	0.444159523		
GSE244945	H82 NOTCH dox vs no dox, STING KO	NOTCH activation in STING KO	CLDN4	-0.43328843566666675	0.2877123810907388	0.20844150285759788			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.7667623036666665	1.2000507393333333		
GSE244945	H82 NOTCH dox x STING KO interaction	STING-dependent component of NOTCH activation	CLDN4	1.0670209223333336	0.34124346874829997	0.01408190481831571			12	12	OLS y ~ dox + STINGKO + dox:STINGKO on author log2 RPKM. log2fc column is the STING-dependent dox effect (dox effect in WT minus dox effect in KO).				
GSE244945	CORL88 TAS1440 x STING KO interaction	STING-dependent component of NOTCH activation	CLDN4	0.3190350570000007	0.1875918544402294	0.12742027479273896			12	12	OLS y ~ dox + STINGKO + dox:STINGKO on author log2 RPKM. log2fc column is the STING-dependent dox effect (dox effect in WT minus dox effect in KO).				
GSE244945	CORL88 STING KO vs WT, DMSO	STING knockout	CLDN7	0.1197131246666654	0.16815703393374076	0.525454203057678			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	7.883762277333333	7.764049152666668		
GSE244945	CORL88 TAS1440 vs DMSO, STING WT	NOTCH activator, not STING agonist	CLDN7	0.5584279919999977	0.08591533198917549	0.015881989207922945			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	8.322477144666665	7.764049152666668		
GSE244945	CORL88 TAS1440 vs DMSO, STING KO	NOTCH activator in STING KO	CLDN7	0.01839039633333428	0.20377896306269536	0.9324335655544916			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	7.902152673666667	7.883762277333333		
GSE244945	H82 STING KO vs STING WT, NOTCH off	STING knockout	CLDN7	2.3909508593333326	0.2796941434590949	0.0012031834593928328			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	5.213156647333332	2.8222057879999998		
GSE244945	H82 STING KO vs STING WT, NOTCH on	STING knockout	CLDN7	1.8033344466666659	0.5293706770017069	0.03034313170753368			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	5.920741381	4.117406934333334		
GSE244945	H82 NOTCH dox vs no dox, STING WT	NOTCH activation	CLDN7	1.2952011463333344	0.3652565621392801	0.03560690979473112			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	4.117406934333334	2.8222057879999998		
GSE244945	H82 NOTCH dox vs no dox, STING KO	NOTCH activation in STING KO	CLDN7	0.7075847336666676	0.47439410975343743	0.23328625500352992			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	5.920741381	5.213156647333332		
GSE244945	H82 NOTCH dox x STING KO interaction	STING-dependent component of NOTCH activation	CLDN7	0.587616412666666	0.5987170680334429	0.35511187669814037			12	12	OLS y ~ dox + STINGKO + dox:STINGKO on author log2 RPKM. log2fc column is the STING-dependent dox effect (dox effect in WT minus dox effect in KO).				
GSE244945	CORL88 TAS1440 x STING KO interaction	STING-dependent component of NOTCH activation	CLDN7	0.5400375956666658	0.22114997186913138	0.04044119379224259			12	12	OLS y ~ dox + STINGKO + dox:STINGKO on author log2 RPKM. log2fc column is the STING-dependent dox effect (dox effect in WT minus dox effect in KO).				
GSE244945	CORL88 STING KO vs WT, DMSO	STING knockout	CLDN1	0.0	0.0	1.0			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.0	0.0		
GSE244945	CORL88 TAS1440 vs DMSO, STING WT	NOTCH activator, not STING agonist	CLDN1	0.36619414566666664	0.17209794881994875	0.16716729265114522			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.36619414566666664	0.0		
GSE244945	CORL88 TAS1440 vs DMSO, STING KO	NOTCH activator in STING KO	CLDN1	0.010439318666666668	0.010439318666666666	0.42264973081037416			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.010439318666666668	0.0		
GSE244945	H82 STING KO vs STING WT, NOTCH off	STING knockout	CLDN1	-0.12620146233333332	0.037440687960854035	0.07787321503160599			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.0	0.12620146233333332		
GSE244945	H82 STING KO vs STING WT, NOTCH on	STING knockout	CLDN1	-1.2113646376666676	0.6322498488700081	0.16360568831574399			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	4.267197552666667	5.478562190333334		
GSE244945	H82 NOTCH dox vs no dox, STING WT	NOTCH activation	CLDN1	5.352360728000001	0.2406286415387911	0.0015825226996774272			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	5.478562190333334	0.12620146233333332		
GSE244945	H82 NOTCH dox vs no dox, STING KO	NOTCH activation in STING KO	CLDN1	4.267197552666667	0.5858664808489441	0.01833324504666812			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	4.267197552666667	0.0		
GSE244945	H82 NOTCH dox x STING KO interaction	STING-dependent component of NOTCH activation	CLDN1	1.0851631753333388	0.6333574634526147	0.12499957596642461			12	12	OLS y ~ dox + STINGKO + dox:STINGKO on author log2 RPKM. log2fc column is the STING-dependent dox effect (dox effect in WT minus dox effect in KO).				
GSE244945	CORL88 TAS1440 x STING KO interaction	STING-dependent component of NOTCH activation	CLDN1	0.3557548270000005	0.17241427830158937	0.07297671486527195			12	12	OLS y ~ dox + STINGKO + dox:STINGKO on author log2 RPKM. log2fc column is the STING-dependent dox effect (dox effect in WT minus dox effect in KO).				
GSE244945	CORL88 STING KO vs WT, DMSO	STING knockout	TACSTD2	-2.0145769623333334	0.5419843348361849	0.022665719663659326			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	2.820565649666667	4.835142612		
GSE244945	CORL88 TAS1440 vs DMSO, STING WT	NOTCH activator, not STING agonist	TACSTD2	4.989915954000001	0.4908120702103049	0.0005415960691182884			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	9.825058566000001	4.835142612		
GSE244945	CORL88 TAS1440 vs DMSO, STING KO	NOTCH activator in STING KO	TACSTD2	5.381571361333332	0.626511866163266	0.001032752703015617			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	8.202137011	2.820565649666667		
GSE244945	H82 STING KO vs STING WT, NOTCH off	STING knockout	TACSTD2	1.1347046713333333	0.6173663713741094	0.1961419104419292			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	1.3713904313333334	0.23668576		
GSE244945	H82 STING KO vs STING WT, NOTCH on	STING knockout	TACSTD2	-0.2676373793333333	0.39213243002160797	0.5470582201720585			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.6520632136666666	0.919700593		
GSE244945	H82 NOTCH dox vs no dox, STING WT	NOTCH activation	TACSTD2	0.683014833	0.38058173637080106	0.18676439372349599			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.919700593	0.23668576		
GSE244945	H82 NOTCH dox vs no dox, STING KO	NOTCH activation in STING KO	TACSTD2	-0.7193272176666667	0.6245531371462897	0.35538775777319653			3	3	Welch t-test on author log2 RPKM; delta is mean(log2 treat) - mean(log2 ctrl). Not genome-wide FDR.	0.6520632136666666	1.3713904313333334		
GSE244945	H82 NOTCH dox x STING KO interaction	STING-dependent component of NOTCH activation	TACSTD2	1.402342050666667	0.7313747870813473	0.09148082264066498			12	12	OLS y ~ dox + STINGKO + dox:STINGKO on author log2 RPKM. log2fc column is the STING-dependent dox effect (dox effect in WT minus dox effect in KO).				
