dataset	unit_id	unit_type	tissue	n_cells	n_malignant	n_malignant_scored	n_tnk	frac_tnk	malig_def	mal_KRT_mean	mal_CLDN4_pct	mal_CLDN4_mean	mal_CLDN3_pct	mal_CLDN3_mean	mal_CLDN7_pct	mal_CLDN7_mean	mal_OCLN_pct	mal_OCLN_mean	mal_F11R_pct	mal_F11R_mean	mal_CDH1_pct	mal_CDH1_mean
GSE131907	NS_04	sample	mBrain	1904	1229	1229	131	0.06880252100840337	author_malig	2.6231278650130516	89.34092758340114	1.9523515591538418	83.8893409275834	1.567180538396638	89.01545972335232	1.882155992408495	69.08055329536208	0.9000367688641319	78.11228641171685	1.1606195560732835	74.53213995117981	1.0607698731452788
GSE131907	NS_06	sample	mBrain	1070	83	83	383	0.3579439252336449	author_malig	2.244879712320412	60.24096385542169	1.434511918266367	43.373493975903614	0.6576506984140565	66.26506024096386	1.2893227759563064	31.32530120481928	0.3782190200394486	30.120481927710845	0.38545045600210737	32.53012048192771	0.4082536564182098
GSE131907	NS_07	sample	mBrain	5730	5108	5108	166	0.028970331588132635	author_malig	1.6105664429588222	90.40720438527799	1.5931307483262624	45.30148786217698	0.4811091670694946	53.132341425215344	0.5422181154901791	32.2043852779953	0.26841279522623396	52.27094753328113	0.48934332831573857	48.649177760375885	0.4499218193903103
GSE131907	NS_12	sample	mBrain	3182	2811	2811	22	0.0069138906348208675	author_malig	2.1515608806028594	86.33938100320171	1.728830943634575	77.73034507292779	1.4530979399794608	82.49733191035219	1.6121729434544414	55.069370330843114	0.6932542001113008	47.705442902881536	0.525667968817702	57.48843827819281	0.8428649208066464
GSE131907	NS_13	sample	mBrain	4845	1352	1352	1780	0.3673890608875129	author_malig	1.285099723273353	72.41124260355029	0.9959480312401604	46.89349112426036	0.5623267820813717	49.112426035502956	0.5727757090703847	12.42603550295858	0.09545698089242925	44.230769230769226	0.41447871089946997	58.72781065088757	0.6658830084484804
GSE131907	NS_16	sample	mBrain	1317	79	79	385	0.29233105542900534	author_malig	2.7874846326441802	11.39240506329114	0.10313755860663223	25.31645569620253	0.2751364529901852	89.87341772151899	1.825836174560595	24.050632911392405	0.223823147100858	54.43037974683544	0.596537260335916	46.835443037974684	0.5679073476970073
GSE131907	NS_17	sample	mBrain	2409	1112	1112	410	0.170195101701951	author_malig	2.4601488839508834	88.21942446043165	2.3008201233302157	77.15827338129496	1.6561626488764387	77.15827338129496	1.40678525629101	36.330935251798564	0.37762474585003303	43.435251798561154	0.4382474947943704	48.47122302158273	0.629042927807131
GSE131907	NS_19	sample	mBrain	3300	755	755	370	0.11212121212121212	author_malig	1.7089015705477089	67.1523178807947	1.0082934839931024	67.54966887417218	0.9687808150025827	77.6158940397351	1.2217325989809862	20.0	0.1682388703745491	45.82781456953642	0.47078615545694497	42.384105960264904	0.45063124293900403
GSE205335	P0031	patient	Lung	6428	319	319	3824	0.5948973242065961	author_malig	1.9455488259879197	59.24764890282132	1.0321074000131345	53.60501567398119	1.0204164657439414	51.09717868338558	0.6642972222443371	32.288401253918494	0.36101576770249044	44.827586206896555	0.5570398122619123	45.141065830721004	0.6011137223796622
GSE205335	P1006	patient	Effusion,Lung	6090	1282	1282	2998	0.4922824302134647	author_malig	2.1323068936834293	74.18096723868955	1.454419941675175	75.58502340093604	1.6701431145413121	73.32293291731669	1.2645423226252512	41.80967238689547	0.464550287172842	62.558502340093604	0.8832456948033753	62.324492979719196	1.0496128113628391
GSE205335	P1015	patient	LN	1195	291	291	473	0.39581589958158997	author_malig	1.8418347007474123	41.580756013745706	1.0137949164303333	33.33333333333333	0.6305136319820814	37.80068728522337	0.6047367674204776	21.305841924398624	0.25079523352227223	31.615120274914087	0.5267310091706248	36.08247422680412	0.7484496853713961
GSE205335	P1016	patient	LN,Liver	6924	5336	5336	763	0.11019641825534374	author_malig	0.6775355644369562	82.64617691154422	1.6930493563274216	53.69190404797601	0.6576853700637282	21.43928035982009	0.19487003848714213	33.002248875562216	0.28221201899734094	67.33508245877061	0.8508907845911078	24.64392803598201	0.23716612532746095
GSE205335	P1017	patient	LN,Liver	6266	2186	2186	2370	0.3782317267794446	author_malig	2.1242554834382545	64.31838975297347	1.5546208471745202	26.7612076852699	0.46927046843957104	40.43915827996341	0.6775027429235942	21.271729185727356	0.21566738342404088	61.02470265324794	1.0987150479119732	46.111619396157366	0.6184492034643468
GSE205335	P1018	patient	Bronchus	5029	1180	1180	2546	0.5062636707098827	author_malig	3.170397538612917	67.03389830508475	2.1044393337254506	62.45762711864407	1.5742741929125195	72.88135593220339	1.6250436118942555	47.71186440677966	0.6869492959923154	66.10169491525424	1.2556654712604929	57.45762711864407	0.8523087276367637
GSE205335	P1025	patient	LN	1222	980	980	128	0.10474631751227496	author_malig	2.5965673493460333	92.85714285714286	2.310694428602225	93.9795918367347	2.4489595045981916	85.20408163265306	1.4311036078028636	50.40816326530613	0.486018368034433	60.40816326530612	0.64144631604316	70.40816326530613	0.9441845403335137
GSE205335	P1027	patient	LN	4600	1318	1318	2619	0.5693478260869566	author_malig	2.4089913405563914	78.07283763277694	2.173997848939513	54.40060698027314	1.1125106983044768	57.5113808801214	1.1712943112677328	48.710166919575116	0.7141326953999764	54.40060698027314	0.9213610358901446	55.46282245827011	1.0075940691646674
GSE205335	P1030	patient	LN	861	603	603	140	0.16260162601626016	author_malig	2.067476173618562	61.69154228855721	1.4841073595315695	71.97346600331676	1.6488507914027235	46.93200663349917	0.8185271935380959	24.378109452736318	0.26224571974161026	38.14262023217247	0.5538763803826432	36.152570480928695	0.5562976786590055
GSE205335	P1037	patient	LN	4983	3671	3671	611	0.12261689745133454	author_malig	1.7819066340469771	86.05284663579407	1.1972718181497537	16.725687823481337	0.13003688926039397	41.05148460909834	0.343220776606773	8.172160174339417	0.0597840033320097	37.78262053936257	0.30936383037472587	45.682375374557346	0.3897346248509813
GSE205335	P1056	patient	LN,Liver	5103	2386	2386	1354	0.26533411718596905	author_malig	1.1291058133485992	49.70662196144174	0.9966856921366043	1.9698239731768652	0.02177143392349183	31.6848281642917	0.4466673253602442	17.812238055322716	0.17592788543576873	46.43755238893546	0.4942397869128583	35.4149203688181	0.3926053378746956
GSE205335	P1062	patient	LN	3057	188	188	1934	0.6326463853451095	author_malig	1.715800026032441	45.21276595744681	1.379111871252045	39.361702127659576	0.849410299918491	46.808510638297875	1.1055885710689222	20.212765957446805	0.26051236450725396	47.87234042553192	0.7499300092732463	37.234042553191486	0.6436407012799464
GSE205335	P1063	patient	Bronchus,LN	4297	131	131	3144	0.7316732604142425	author_malig	0.737074368894637	35.11450381679389	0.6928500047568636	29.770992366412212	0.4991563077192867	33.587786259541986	0.49478802004673195	14.50381679389313	0.14342624180793948	42.74809160305343	0.4850942058728189	20.610687022900763	0.2429111473129749
GSE205335	P1072	patient	LN	1273	406	406	586	0.4603299293008641	author_malig	1.402224528571667	58.86699507389162	1.4728426381811568	57.635467980295566	1.119567743278054	63.54679802955665	0.9549260928831078	23.645320197044335	0.2203759023322442	65.02463054187191	1.1491426315383722	64.03940886699507	1.0084774302512705
GSE205335	P1076	patient	LN	6975	849	849	2089	0.2994982078853047	author_malig	2.3810633649920696	59.36395759717315	1.306213510413085	60.541813898704355	1.3384204142228724	57.243816254416956	0.9424351605057338	43.93404004711425	0.6137509087847777	42.638398115429915	0.5231330937742169	49.352179034157835	0.8230151464747767
GSE205335	P1079	patient	LN	1277	543	543	501	0.3923257635082224	author_malig	2.5359257997431963	51.38121546961326	1.1764317688232504	15.469613259668508	0.14776437983629073	61.32596685082873	1.2805328143928696	27.992633517495396	0.28657379166346697	42.7255985267035	0.6068224173885882	42.7255985267035	0.6131412149592432
GSE205335	P1084	patient	LN	3534	196	196	2350	0.6649688737973967	author_malig	3.6721443882474993	86.73469387755102	2.981590002184837	80.61224489795919	2.3485818774942273	82.6530612244898	2.1203050991170582	55.61224489795919	0.7297171502684663	75.0	1.4331618028894229	78.06122448979592	1.5437868027107615
GSE205335	P1089	patient	LN	1609	1063	1063	272	0.16904909881914232	author_malig	1.6572599514745967	87.77046095954844	2.2718277259375386	82.12605832549389	1.7680897169147618	62.84101599247413	0.9415527732791045	49.38852304797742	0.5569208703828511	70.83725305738476	1.2244962583262695	62.93508936970837	1.0565751957041445
GSE205335	P1090	patient	LN	976	566	566	247	0.2530737704918033	author_malig	2.191809877767735	38.16254416961131	0.7449887665860461	9.010600706713781	0.11319061942106409	48.409893992932865	0.6926568183771171	13.250883392226148	0.11372399482399445	53.35689045936396	0.893022265178959	31.62544169611308	0.3886793726855375
GSE205335	P1115	patient	Liver	4397	3769	3769	271	0.06163293154423471	author_malig	0.7560283464475459	88.8829928362961	1.3679334731676376	95.46298752984876	1.725804911516354	23.00344919076678	0.20700994615839288	5.147253913504909	0.036750539026190625	43.80472273812682	0.40874734428155723	29.238524807641287	0.25436556741739336
GSE205335	P1119	patient	LN	2386	1222	1222	621	0.26026823134953897	author_malig	1.709510138655399	36.08837970540098	0.8679366284287895	25.20458265139116	0.3762205022353622	54.25531914893617	1.2648848645438813	24.713584288052374	0.2962033860017315	44.59901800327332	0.8013648700555468	30.11456628477905	0.40072346498193223
GSE205335	P4001	patient	Lung	2308	27	27	1801	0.7803292894280762	author_malig	0.8782870536445091	48.148148148148145	0.8066909648545527	29.629629629629626	0.3468245353425348	37.03703703703704	0.5130240594288944	22.22222222222222	0.19472205081584376	33.33333333333333	0.3564360611012416	25.925925925925924	0.2247565032683004
GSE189357	TD1	patient	TUMOR	15216	2186	2186	9915	0.6516167192429022	marker_malig	1.2156686259375304	56.1299176578225	0.9674971541301649	47.62122598353156	0.793920283786249	47.07227813357731	0.6436500026882739	23.467520585544374	0.23377996483732685	30.786825251601098	0.32218815716634513	32.616651418115275	0.37342709918940925
GSE189357	TD2	patient	TUMOR	18064	1207	1207	11334	0.6274357838795395	marker_malig	0.8851209855711306	35.62551781275891	0.5306434754503818	23.032311516155758	0.2608606848907434	29.328914664457333	0.33001428774626873	15.824357912178957	0.1446989972696092	22.535211267605636	0.21956033858061502	22.286661143330573	0.23032158038923545
GSE189357	TD3	patient	TUMOR	12658	664	664	6525	0.5154842787170169	marker_malig	0.847147398431021	48.04216867469879	0.6981268538447051	25.903614457831324	0.28649975927102717	35.8433734939759	0.35296241324718636	47.74096385542169	0.49022780571152036	43.825301204819276	0.451535284456796	41.41566265060241	0.44731330812792
GSE189357	TD4	patient	TUMOR	11756	491	491	7096	0.6036066689350119	marker_malig	0.7675480367230406	30.346232179226067	0.5108686257635009	16.08961303462322	0.2007647626560652	30.549898167006113	0.371676358326912	28.716904276985744	0.37057653172476973	33.401221995926676	0.36228990867661887	27.698574338085542	0.3219759060945557
GSE189357	TD5	patient	TUMOR	19079	1736	1736	11055	0.5794328843230777	marker_malig	0.6151740482140712	36.86635944700461	0.5360227792318812	21.08294930875576	0.25729036604638755	23.04147465437788	0.264582362517464	14.45852534562212	0.14005493960557236	17.68433179723502	0.17679780397698025	16.186635944700463	0.1693559090283048
GSE189357	TD6	patient	TUMOR	8999	1211	1211	3392	0.3769307700855651	marker_malig	1.2944111228594442	63.501238645747314	1.1397017546722699	42.11395540875309	0.5204969450261157	56.56482246077622	0.8044696260635669	46.573080099091655	0.5627835042603686	44.75639966969447	0.4519536252135979	44.26094137076796	0.4980851865758403
GSE189357	TD7	patient	TUMOR	3507	849	849	1851	0.5278015397775877	marker_malig	0.6106831146707338	36.63133097762073	0.45111739216566615	16.372202591283862	0.15742540031278174	23.910482921083627	0.22212076436712552	6.831566548881036	0.05055713685933757	11.071849234393403	0.09162413654805739	8.8339222614841	0.07552887895390331
GSE189357	TD8	patient	TUMOR	15521	1019	1019	7257	0.4675600798917596	marker_malig	0.9436280825289322	45.338567222767416	0.6825880840310956	26.889106967615312	0.2714740219652159	36.50637880274779	0.4214395540127374	33.07163886162905	0.3527369108542701	31.79587831207066	0.30606963126866865	29.244357212953876	0.29287803193048206
GSE189357	TD9	patient	TUMOR	17573	4889	4889	4345	0.24725431059010983	marker_malig	1.1578699888705066	78.56412354264675	1.286821189923943	44.2217222335856	0.45326917637772873	38.20822254039681	0.36769557201998626	25.97668234812845	0.2197490261805432	20.740437717324607	0.16074224228877693	36.96052362446308	0.3385347834408247
