cohort,gene,signature,stratum,n1,n2,U,p,rbc,hl_shift,median1,median2,z
GSE81089,TACSTD2,Myeloid,all,49.0,50.0,1156.0,0.631653997196053,-0.05632653061224491,-0.0821493662265127,0.14253108788416471,0.12019588910985181,
GSE81089,TACSTD2,Myeloid,purity_P1,17.0,17.0,147.0,0.9450795155118642,0.01730103806228378,0.027338029988863477,-0.10345823006677106,-0.004113331357589067,
GSE81089,TACSTD2,Myeloid,purity_P2,16.0,17.0,109.0,0.33978985113695126,-0.19852941176470584,-0.19757286469048446,-0.03290801013703342,0.3384941589357951,
GSE81089,TACSTD2,Myeloid,purity_P3,17.0,17.0,166.0,0.4694868880489569,0.1487889273356402,0.2975378782432241,0.2606320654704725,-0.14088786362259065,
GSE81089,TACSTD2,Myeloid,purity_stratified_stouffer,,,,0.9314607824146378,,,,,-0.08600708835682053
GSE81089,TACSTD2,Epithelial,all,49.0,50.0,1668.0,0.0019558559100277457,0.3616326530612244,0.42388178908145724,0.4591564823846741,-0.014790801713792823,
GSE81089,TACSTD2,Epithelial,purity_P1,17.0,17.0,164.0,0.5128366746384507,0.13494809688581322,0.09293543042578511,-0.6109752707502697,-0.7445923433732077,
GSE81089,TACSTD2,Epithelial,purity_P2,16.0,17.0,162.0,0.35832646674888025,0.19117647058823528,0.060660601919041955,0.14775553245359868,0.03516669014334971,
GSE81089,TACSTD2,Epithelial,purity_P3,17.0,17.0,249.0,0.0003408076032308285,0.7231833910034602,0.32435056100620674,0.8452364132181032,0.4514728133797372,
GSE81089,TACSTD2,Epithelial,purity_stratified_stouffer,,,,0.0028533743018453136,,,,,2.9831078479483284
GSE81089,CLDN4,TLS_Cabrita,all,49.0,50.0,1373.0,0.30193864318981,0.12081632653061214,0.17533944611883756,-0.007777679719322389,-0.11808859961765687,
GSE81089,CLDN4,TLS_Cabrita,purity_P1,17.0,17.0,162.0,0.5581846494226572,0.12110726643598624,0.2637478124422641,0.12523041379703845,0.21282412665376024,
GSE81089,CLDN4,TLS_Cabrita,purity_P2,16.0,17.0,178.0,0.134938145808173,0.3088235294117647,0.39212052724559404,0.1944392384951693,-0.15114923184934206,
GSE81089,CLDN4,TLS_Cabrita,purity_P3,17.0,17.0,149.0,0.8904189322440568,0.03114186851211076,0.06404467291787108,0.009500946353787315,0.1038716050626637,
GSE81089,CLDN4,TLS_Cabrita,purity_stratified_stouffer,,,,0.2026046003975822,,,,,1.2741659763266346
GSE81089,CLDN4,B_cell,all,49.0,50.0,1260.0,0.8092065943786029,0.02857142857142847,0.03655614113484195,-0.11168330140727814,-0.07687776984540678,
GSE81089,CLDN4,B_cell,purity_P1,17.0,17.0,185.0,0.16828318155453104,0.2802768166089966,0.4035162909909771,0.21333312609348604,0.027798351657097906,
GSE81089,CLDN4,B_cell,purity_P2,16.0,17.0,183.0,0.09393055856393946,0.34558823529411775,0.6423823619452611,0.2448743051410267,-0.312649647202085,
GSE81089,CLDN4,B_cell,purity_P3,17.0,17.0,151.0,0.8362744674315843,0.04498269896193774,0.09863432553981799,-0.1264029968769146,0.013001569547614958,
GSE81089,CLDN4,B_cell,purity_stratified_stouffer,,,,0.060556179888904035,,,,,1.8767221885709915
GSE81089,CLDN4,Plasma_cell,all,49.0,50.0,1072.0,0.28584646680556647,-0.12489795918367352,-0.21680985723615004,-0.1618999098595296,0.17650673219084395,
GSE81089,CLDN4,Plasma_cell,purity_P1,17.0,17.0,150.0,0.8632664146869172,0.03806228373702414,0.05572911946471548,0.06986910193044442,0.16549685268038977,
GSE81089,CLDN4,Plasma_cell,purity_P2,16.0,17.0,168.0,0.2565051861805062,0.23529411764705888,0.34172596532430677,0.08728261598181675,0.07364187105327062,
GSE81089,CLDN4,Plasma_cell,purity_P3,17.0,17.0,136.0,0.7828950572330956,-0.05882352941176472,-0.04331110083261878,-0.146105339108389,-0.05246631682084817,
GSE81089,CLDN4,Plasma_cell,purity_stratified_stouffer,,,,0.5561012025800873,,,,,0.588642373381297
GSE81089,CLDN4,T_cell_CD8,all,49.0,50.0,1083.0,0.32203057996847584,-0.11591836734693872,-0.175129840003797,-0.2654455784954467,0.04989053272685783,
GSE81089,CLDN4,T_cell_CD8,purity_P1,17.0,17.0,116.0,0.3348359525493185,-0.19723183391003463,-0.37105081861414757,-0.2324990833070532,0.4313027381372281,
GSE81089,CLDN4,T_cell_CD8,purity_P2,16.0,17.0,170.0,0.22753463256539452,0.25,0.42783880724599416,0.16327040954947947,-0.0320466474943787,
GSE81089,CLDN4,T_cell_CD8,purity_P3,17.0,17.0,135.0,0.7565672012945115,-0.06574394463667821,-0.10304984812512683,-0.05882996656716743,-0.045446890606315384,
GSE81089,CLDN4,T_cell_CD8,purity_stratified_stouffer,,,,0.9604098273477993,,,,,-0.049639301255905065
GSE81089,CLDN4,IFNg_Ayers,all,49.0,50.0,1148.0,0.5923812597228395,-0.06285714285714283,-0.07782212226510543,-0.18166055731934808,0.04787489548344318,
GSE81089,CLDN4,IFNg_Ayers,purity_P1,17.0,17.0,114.0,0.3014607391928351,-0.2110726643598616,-0.351359189150469,0.05189788597059638,0.40325707512106534,
GSE81089,CLDN4,IFNg_Ayers,purity_P2,16.0,17.0,136.0,1.0,0.0,-0.00601111130630225,-0.2876875658887883,0.012853524803525146,
GSE81089,CLDN4,IFNg_Ayers,purity_P3,17.0,17.0,163.0,0.5352686001887101,0.12802768166089962,0.17902807928488607,0.08659893161887151,-0.20107393830808676,
GSE81089,CLDN4,IFNg_Ayers,purity_stratified_stouffer,,,,0.8104773795861427,,,,,-0.2398102253277125
GSE81089,CLDN4,Myeloid,all,49.0,50.0,1511.0,0.04570757835938407,0.23346938775510195,0.3739329469657181,0.29763694415834535,-0.13061869412766244,
GSE81089,CLDN4,Myeloid,purity_P1,17.0,17.0,165.0,0.4909046772325092,0.1418685121107266,0.27827253834256216,0.43738580063962845,-0.008802007747408552,
GSE81089,CLDN4,Myeloid,purity_P2,16.0,17.0,196.0,0.032088733978231254,0.4411764705882353,0.5867281162250173,0.5330632064731418,-0.08574052639071873,
GSE81089,CLDN4,Myeloid,purity_P3,17.0,17.0,170.0,0.38918941278422226,0.17647058823529416,0.33346981841617784,0.29763694415834535,-0.08963900278897312,
GSE81089,CLDN4,Myeloid,purity_stratified_stouffer,,,,0.03363569899130394,,,,,2.1244121011039026
GSE81089,CLDN4,Epithelial,all,49.0,50.0,2317.0,2.1907053106815145e-14,0.8914285714285715,1.0668316965539268,0.5002330144000574,-0.5477551798519653,
GSE81089,CLDN4,Epithelial,purity_P1,17.0,17.0,229.0,0.0038126956634328114,0.5847750865051904,0.4903063542249526,-0.36753228968335455,-0.9106432633307099,
GSE81089,CLDN4,Epithelial,purity_P2,16.0,17.0,206.0,0.012296382523679119,0.5147058823529411,0.16144143773532996,0.1460818797608484,-0.04296627944535076,
GSE81089,CLDN4,Epithelial,purity_P3,17.0,17.0,211.0,0.023009726863706215,0.46020761245674735,0.1997455178753897,0.6910231355540418,0.5325278576553577,
GSE81089,CLDN4,Epithelial,purity_stratified_stouffer,,,,9.482268196701394e-06,,,,,4.428654725011297
GSE72094,TACSTD2,TLS_Cabrita,all,111.0,111.0,4761.0,0.003458970428369547,-0.22717311906501092,-0.32088794515972796,-0.28482177832403816,-0.005524385577980739,
GSE72094,TACSTD2,TLS_Cabrita,purity_P1,37.0,37.0,617.0,0.4688666470117496,-0.09861212563915267,-0.11763591998443135,0.2543096428552106,0.4254655147287396,
GSE72094,TACSTD2,TLS_Cabrita,purity_P2,37.0,37.0,649.0,0.7051495278942547,-0.051862673484295074,-0.05301818608906349,-0.125329329178466,-0.2521798434977496,
GSE72094,TACSTD2,TLS_Cabrita,purity_P3,37.0,37.0,711.0,0.7786482115608918,0.0387143900657414,0.03748870275167127,-0.3640788161716023,-0.3800634174930264,
GSE72094,TACSTD2,TLS_Cabrita,purity_stratified_stouffer,,,,0.6352407419767605,,,,,-0.47436346441526017
GSE72094,TACSTD2,B_cell,all,111.0,111.0,3959.0,4.229761848957787e-06,-0.3573573573573574,-0.4735021717490365,-0.42178917182333237,0.13358832965381867,
GSE72094,TACSTD2,B_cell,purity_P1,37.0,37.0,542.0,0.12475063740487771,-0.20818115412710003,-0.3389084601634765,0.14722662381890808,0.452904710156403,
GSE72094,TACSTD2,B_cell,purity_P2,37.0,37.0,587.0,0.29433985664332707,-0.14243973703433166,-0.16164830794429155,-0.44932793725239073,-0.14060427867646944,
GSE72094,TACSTD2,B_cell,purity_P3,37.0,37.0,565.0,0.19827333201882202,-0.17457998539079622,-0.16017350333537544,-0.4861822559861685,-0.39362508929569673,
GSE72094,TACSTD2,B_cell,purity_stratified_stouffer,,,,0.025450088544752735,,,,,-2.2345015823771464
GSE72094,TACSTD2,Plasma_cell,all,111.0,111.0,3567.0,5.993926328570675e-08,-0.42098855612369124,-0.5848275745690895,-0.22375529327151816,0.2857897204496075,
GSE72094,TACSTD2,Plasma_cell,purity_P1,37.0,37.0,416.0,0.0037639288369165007,-0.3922571219868517,-0.6354587690010565,0.08702983104758197,0.7992998947518475,
GSE72094,TACSTD2,Plasma_cell,purity_P2,37.0,37.0,426.0,0.005284018786217596,-0.3776479181884588,-0.41373616077056397,-0.12519416648977236,0.2529135502765234,
GSE72094,TACSTD2,Plasma_cell,purity_P3,37.0,37.0,407.0,0.002748098284874209,-0.4054054054054054,-0.4663424665175287,-0.5087829601406433,-0.10390659338441037,
GSE72094,TACSTD2,Plasma_cell,purity_stratified_stouffer,,,,5.386034457687863e-07,,,,,-5.012024499019131
GSE72094,TACSTD2,T_cell_CD8,all,111.0,111.0,3603.0,9.104429765019223e-08,-0.415144874604334,-0.6789315551618003,-0.31113915974277595,0.3443788352934859,
GSE72094,TACSTD2,T_cell_CD8,purity_P1,37.0,37.0,445.0,0.009772303578681219,-0.34989043097151207,-0.48813402594059857,0.1294703476432335,0.6926109269611669,
GSE72094,TACSTD2,T_cell_CD8,purity_P2,37.0,37.0,526.0,0.08761628471773808,-0.23155588020452889,-0.3681918779549755,-0.34612934766390846,0.027646487644592793,
GSE72094,TACSTD2,T_cell_CD8,purity_P3,37.0,37.0,641.0,0.6420282329632041,-0.0635500365230095,-0.08210173224346318,-0.31113915974277595,-0.48467319882136045,
GSE72094,TACSTD2,T_cell_CD8,purity_stratified_stouffer,,,,0.006026890387598085,,,,,-2.7463147939830845
GSE72094,TACSTD2,IFNg_Ayers,all,111.0,111.0,5181.0,0.04075995131511101,-0.15899683467251036,-0.2506231225637126,-0.09107727792641103,0.1728254231375126,
GSE72094,TACSTD2,IFNg_Ayers,purity_P1,37.0,37.0,611.0,0.4300014396044952,-0.10737764791818849,-0.15465658376527447,0.2653225807334137,0.4133859414546878,
GSE72094,TACSTD2,IFNg_Ayers,purity_P2,37.0,37.0,635.0,0.5962993321666203,-0.07231555880204532,-0.11365348751161175,-0.16733439770480663,-0.09238822418954269,
GSE72094,TACSTD2,IFNg_Ayers,purity_P3,37.0,37.0,665.0,0.8372553974139647,-0.028487947406866332,-0.04996886795591449,-0.19683350587713,-0.14731129733604467,
GSE72094,TACSTD2,IFNg_Ayers,purity_stratified_stouffer,,,,0.37882189951047207,,,,,-0.8800690589809431
GSE72094,TACSTD2,Myeloid,all,111.0,111.0,4877.0,0.00733415264942641,-0.2083434786137489,-0.2910461394638926,-0.059871477336039904,0.3152267551508611,
GSE72094,TACSTD2,Myeloid,purity_P1,37.0,37.0,621.0,0.49582018738216493,-0.09276844411979546,-0.1155481367022777,0.29790192975224816,0.3711803939868487,
GSE72094,TACSTD2,Myeloid,purity_P2,37.0,37.0,621.0,0.49582018738216493,-0.09276844411979546,-0.12409098083942219,-0.03592334994580277,0.16111200287513938,
GSE72094,TACSTD2,Myeloid,purity_P3,37.0,37.0,600.0,0.36382110708257187,-0.12344777209642077,-0.13942487504610565,-0.28528849896043235,-0.20710060401391406,
GSE72094,TACSTD2,Myeloid,purity_stratified_stouffer,,,,0.18994523048055145,,,,,-1.310741151673745
GSE72094,TACSTD2,Epithelial,all,111.0,111.0,10235.0,1.6796037176190704e-17,0.6613911208505803,0.6207060143452645,0.37080149253996947,-0.30007006738868097,
GSE72094,TACSTD2,Epithelial,purity_P1,37.0,37.0,971.0,0.001988852664893376,0.41855368882395916,0.25661145663766016,-0.4022309969281877,-0.6532674586092394,
GSE72094,TACSTD2,Epithelial,purity_P2,37.0,37.0,851.0,0.072718314999665,0.2432432432432432,0.053697509650225086,0.108018966783081,0.05852785094558919,
GSE72094,TACSTD2,Epithelial,purity_P3,37.0,37.0,964.0,0.002559506771534844,0.408327246165084,0.12965783151543558,0.6512273199099426,0.4438566510102862,
GSE72094,TACSTD2,Epithelial,purity_stratified_stouffer,,,,5.051738855864332e-06,,,,,4.562627532730989
GSE72094,CLDN4,TLS_Cabrita,all,111.0,111.0,4867.0,0.006888715134286767,-0.20996672348023704,-0.2760753757728587,-0.1390348038718999,0.186593645649077,
GSE72094,CLDN4,TLS_Cabrita,purity_P1,37.0,37.0,740.0,0.5521144941499168,0.08108108108108114,0.11359649388005864,0.40789509601110496,0.15676300724788628,
GSE72094,CLDN4,TLS_Cabrita,purity_P2,37.0,37.0,619.0,0.48224104301587556,-0.09569028487947406,-0.11296524926124717,-0.13784715179234514,0.11731478361362899,
GSE72094,CLDN4,TLS_Cabrita,purity_P3,37.0,37.0,671.0,0.8882329236054076,-0.019722425127830512,-0.02992043530625388,-0.29623168132787586,-0.24299224388948776,
GSE72094,CLDN4,TLS_Cabrita,purity_stratified_stouffer,,,,0.8858500102378238,,,,,-0.14355736423093401
GSE72094,CLDN4,B_cell,all,111.0,111.0,4166.0,3.084155509668855e-05,-0.3237561886210535,-0.42713910530356225,-0.2355111164703603,0.19540591613671826,
GSE72094,CLDN4,B_cell,purity_P1,37.0,37.0,711.0,0.7786482115608918,0.0387143900657414,0.07936419622996943,0.2836825693592808,0.286026030533588,
GSE72094,CLDN4,B_cell,purity_P2,37.0,37.0,522.0,0.07988540736037676,-0.2373995617238861,-0.27703294067655015,-0.2355111164703603,0.03534442259976388,
GSE72094,CLDN4,B_cell,purity_P3,37.0,37.0,581.0,0.2654879477903075,-0.15120525931336737,-0.1479151779806256,-0.45904560545803214,-0.34189943479516427,
GSE72094,CLDN4,B_cell,purity_stratified_stouffer,,,,0.13576515155596258,,,,,-1.4917482630953574
GSE72094,CLDN4,Plasma_cell,all,111.0,111.0,4316.0,0.00011635362334871329,-0.2994075156237318,-0.40602881343163544,-0.11916851658694608,0.1881432652068895,
GSE72094,CLDN4,Plasma_cell,purity_P1,37.0,37.0,616.0,0.46225719818243416,-0.10007304601899192,-0.19526918334844398,0.14112193294798953,0.17275122216676939,
GSE72094,CLDN4,Plasma_cell,purity_P2,37.0,37.0,496.0,0.04210989755576322,-0.27538349159970776,-0.29406250693900304,-0.18188846761683147,0.32255724272151165,
GSE72094,CLDN4,Plasma_cell,purity_P3,37.0,37.0,494.0,0.03997046030614929,-0.27830533235938637,-0.350354882510723,-0.3357825725643083,-0.12801435031578964,
GSE72094,CLDN4,Plasma_cell,purity_stratified_stouffer,,,,0.005373202511914636,,,,,-2.7837645411737637
GSE72094,CLDN4,T_cell_CD8,all,111.0,111.0,4000.0,6.359310776838439e-06,-0.35070205340475613,-0.5552843114467911,-0.20644858944034603,0.3623948905083302,
GSE72094,CLDN4,T_cell_CD8,purity_P1,37.0,37.0,548.0,0.14148856957100717,-0.19941563184806432,-0.2664462281083443,0.1294703476432335,0.5164469053673367,
GSE72094,CLDN4,T_cell_CD8,purity_P2,37.0,37.0,503.0,0.05037607342963921,-0.2651570489408327,-0.4386585988894157,-0.3728396158460545,0.10904455935077373,
GSE72094,CLDN4,T_cell_CD8,purity_P3,37.0,37.0,550.0,0.14743572791520065,-0.19649379108838572,-0.2635813865768135,-0.4427480306976753,-0.18549512230690612,
GSE72094,CLDN4,T_cell_CD8,purity_stratified_stouffer,,,,0.004878138315407087,,,,,-2.8149726638326626
GSE72094,CLDN4,IFNg_Ayers,all,111.0,111.0,4605.0,0.0011551971160401562,-0.25249573898222544,-0.35683995444201455,-0.1604059764412429,0.22600073508915097,
GSE72094,CLDN4,IFNg_Ayers,purity_P1,37.0,37.0,549.0,0.14443869098116832,-0.19795471146822496,-0.2658936226339925,-0.1167827390559099,0.37621192238444556,
GSE72094,CLDN4,IFNg_Ayers,purity_P2,37.0,37.0,568.0,0.20982235889233558,-0.17019722425127826,-0.25923521412636213,-0.2379947561317541,0.18475047863658997,
GSE72094,CLDN4,IFNg_Ayers,purity_P3,37.0,37.0,602.0,0.3753554329406332,-0.12052593133674216,-0.1790055338774309,-0.11323435263672775,0.0209561428424018,
GSE72094,CLDN4,IFNg_Ayers,purity_stratified_stouffer,,,,0.037666922228628615,,,,,-2.0784609690826534
GSE72094,CLDN4,Myeloid,all,111.0,111.0,4897.0,0.008303304302866021,-0.20509698888077266,-0.2865637322944275,-0.0763542982889365,0.3659555907691581,
GSE72094,CLDN4,Myeloid,purity_P1,37.0,37.0,576.0,0.2429812388064786,-0.15850986121256394,-0.2226454849241125,0.29790192975224816,0.520394390052675,
GSE72094,CLDN4,Myeloid,purity_P2,37.0,37.0,695.0,0.9139099365123767,0.015339663988312546,0.022887004301519298,0.029463566770878333,-0.04442013428380019,
GSE72094,CLDN4,Myeloid,purity_P3,37.0,37.0,645.0,0.6733012218453495,-0.05770635500365229,-0.08495150386052186,-0.1739974213810469,-0.20710060401391406,
GSE72094,CLDN4,Myeloid,purity_stratified_stouffer,,,,0.39249437203761284,,,,,-0.8551025608538242
GSE72094,CLDN4,Epithelial,all,111.0,111.0,10229.0,1.8713750867711093e-17,0.6604171739306874,0.6397855536927537,0.36206150756881694,-0.3016301623151563,
GSE72094,CLDN4,Epithelial,purity_P1,37.0,37.0,1113.0,3.7095212175919303e-06,0.6260043827611395,0.5150603624461734,-0.3268625617728251,-0.9172913593743611,
GSE72094,CLDN4,Epithelial,purity_P2,37.0,37.0,745.0,0.5165655030950083,0.0883856829802776,0.01959281469492921,0.108018966783081,0.09247192437842129,
GSE72094,CLDN4,Epithelial,purity_P3,37.0,37.0,751.0,0.4755280540083334,0.09715120525931331,0.023038049145642336,0.5025146598177828,0.46942410876193735,
GSE72094,CLDN4,Epithelial,purity_stratified_stouffer,,,,0.0005444842673732607,,,,,3.457859990605975
