cohort,signature,gene,n_samples,n_genes,adjustment,rho_crude,rho_adjusted,crude_percentile,crude_rank_from_bottom,crude_n_genes,crude_p_empirical_two_sided,adj_percentile,adj_rank_from_bottom,adj_n_genes,adj_p_empirical_two_sided
TCGA-LUAD,Plasma_cell,TACSTD2,528,31865,ABSOLUTE purity,-0.23168264140274628,-0.24164734853808695,7.481562843244939,2384,31865,0.11103091165855955,4.2931115644123645,1368,31865,0.06339243684293111
TCGA-LUAD,Plasma_cell,CLDN4,528,31865,ABSOLUTE purity,-0.20781942488341373,-0.19036656253832906,11.470265181233328,3655,31865,0.15725717872273653,12.863643495998744,4099,31865,0.1564412364663424
TCGA-LUAD,Plasma_cell,EPCAM,528,31865,ABSOLUTE purity,-0.2295300222101713,-0.11951016734686207,7.829907421936294,2495,31865,0.11473403420680998,36.29687745174957,11566,31865,0.41393378314765417
TCGA-LUAD,Plasma_cell,KRT8,528,31865,ABSOLUTE purity,-0.18180709466763495,-0.16516525574012006,17.206966891573828,5483,31865,0.22341126627961713,19.7709085203201,6300,31865,0.23175898321041896
TCGA-LUAD,Plasma_cell,CDH1,528,31865,ABSOLUTE purity,-0.25870276099396955,-0.2572393077864095,4.016946493017418,1280,31865,0.07098697630629217,2.7867566295308333,888,31865,0.04647732621999059
TCGA-LUAD,Plasma_cell,MUC1,528,31865,ABSOLUTE purity,-0.1138087036088349,-0.06298038358000405,39.905852816569904,12716,31865,0.48705476227836186,60.781421622469786,19368,31865,0.7007688686646791
TCGA-LUAD,T_cell_CD8,TACSTD2,528,31865,ABSOLUTE purity,-0.07958527861194092,-0.06337053628506491,24.286835085517026,7739,31865,0.46000313823944766,21.600502118311628,6883,31865,0.4255766514985093
TCGA-LUAD,T_cell_CD8,CLDN4,528,31865,ABSOLUTE purity,-0.10209137899043667,-0.05710660637881316,17.36701710340499,5534,31865,0.35474658716460067,24.277420367174017,7736,31865,0.47086144672838537
TCGA-LUAD,T_cell_CD8,EPCAM,528,31865,ABSOLUTE purity,-0.2828509825008894,-0.12211675411029602,0.16005021183116272,51,31865,0.06649929389612427,5.300486427114389,1689,31865,0.16372195198493644
TCGA-LUAD,T_cell_CD8,KRT8,528,31865,ABSOLUTE purity,-0.08878981469132231,-0.058930388936063706,21.28981641299231,6784,31865,0.4132119880746901,23.508551702494902,7491,31865,0.457367017103405
TCGA-LUAD,T_cell_CD8,CDH1,528,31865,ABSOLUTE purity,-0.12063969271636167,-0.09276810184041842,12.772634552016319,4070,31865,0.2855170249490036,11.366703279460223,3622,31865,0.2626078769810137
TCGA-LUAD,T_cell_CD8,MUC1,528,31865,ABSOLUTE purity,-0.17555019169357203,-0.129191706134292,4.271143888278676,1361,31865,0.1543386160364036,4.198964380982269,1338,31865,0.14614781107798525
TCGA-LUAD,Myeloid,TACSTD2,528,31865,ABSOLUTE purity,0.09802003056792624,0.15212783373796387,60.46759767770281,19268,31865,0.5194727757727915,71.17840891260003,22681,31865,0.31307076729954497
TCGA-LUAD,Myeloid,CLDN4,528,31865,ABSOLUTE purity,0.0632053995727534,0.13969170499075548,51.768397928761964,16496,31865,0.6734661854699514,68.59877608661542,21859,31865,0.34602228150007847
TCGA-LUAD,Myeloid,EPCAM,528,31865,ABSOLUTE purity,-0.2882644468017321,-0.13991483477102648,0.37031225482504315,118,31865,0.11498509336262357,3.1696218421465554,1010,31865,0.3453318688215911
TCGA-LUAD,Myeloid,KRT8,528,31865,ABSOLUTE purity,-0.08841391137388382,-0.05012027457676546,14.156598148438725,4511,31865,0.5607092421151734,15.305193786285894,4877,31865,0.7099325278518751
TCGA-LUAD,Myeloid,CDH1,528,31865,ABSOLUTE purity,0.08996831357592236,0.15848361636364344,58.4591244311941,18628,31865,0.5540247920916366,72.49960772006904,23102,31865,0.2964380982268947
TCGA-LUAD,Myeloid,MUC1,528,31865,ABSOLUTE purity,-0.07772149599574514,-0.018797106064697432,16.07720069041268,5123,31865,0.606245096500863,22.993880433077045,7327,31865,0.8860505256551074
TCGA-LUSC,TLS_Cabrita,TACSTD2,501,32628,ABSOLUTE purity,-0.16458467924708353,-0.1856606171205879,15.793183768542358,5153,32628,0.33958563197253894,2.436557557925708,795,32628,0.19241142576927792
TCGA-LUSC,TLS_Cabrita,CLDN4,501,32628,ABSOLUTE purity,-0.030313715199083904,0.013520396110793512,51.385313227902415,16766,32628,0.8606718156184872,43.26651955375751,14117,32628,0.9062155204119161
TCGA-LUSC,TLS_Cabrita,EPCAM,501,32628,ABSOLUTE purity,-0.2367777274136985,-0.06567834207237015,5.256221650116465,1715,32628,0.18318622042417557,17.996812553634914,5872,32628,0.5792877283314944
TCGA-LUSC,TLS_Cabrita,KRT8,501,32628,ABSOLUTE purity,-0.19378190233079656,-0.05267058455230839,10.806669118548486,3526,32628,0.2667034448939561,21.398798577908547,6982,32628,0.6535490989334314
TCGA-LUSC,TLS_Cabrita,CDH1,501,32628,ABSOLUTE purity,-0.18240475224849106,-0.09553242050979766,12.630256221650116,4121,32628,0.2935515508152507,11.925340198602427,3891,32628,0.43940787054063996
TCGA-LUSC,TLS_Cabrita,MUC1,501,32628,ABSOLUTE purity,0.18564811413030513,0.06398287138126084,83.56319725389237,27265,32628,0.28518450410690205,59.596052470270934,19445,32628,0.5877467206080667
TCGA-LUSC,B_cell,TACSTD2,501,32628,ABSOLUTE purity,-0.19980246677958824,-0.22268031302639052,10.959911732254506,3576,32628,0.24773200931715092,2.1484614441583916,701,32628,0.13390339585631972
TCGA-LUSC,B_cell,CLDN4,501,32628,ABSOLUTE purity,-0.08340988143235442,-0.03606003671918742,34.41522618609783,11229,32628,0.604327571411058,25.784602182174822,8413,32628,0.7875137918352335
TCGA-LUSC,B_cell,EPCAM,501,32628,ABSOLUTE purity,-0.16524569983538898,0.03037036603213953,16.136447223243838,5265,32628,0.32631482162559766,45.03493931592497,14694,32628,0.8210432757141106
TCGA-LUSC,B_cell,KRT8,501,32628,ABSOLUTE purity,-0.15983901519669824,-0.011912150272056384,17.09574598504352,5578,32628,0.34087286992766946,32.07061419639574,10464,32628,0.9292325609905603
TCGA-LUSC,B_cell,CDH1,501,32628,ABSOLUTE purity,-0.19376300784884415,-0.105850420740128,11.818070369008215,3856,32628,0.26054309182297414,12.038739732744881,3928,32628,0.4330942748559519
TCGA-LUSC,B_cell,MUC1,501,32628,ABSOLUTE purity,0.1312062409046449,-0.006576330314531502,80.14895182052226,26151,32628,0.42671938212578153,33.58465121981121,10958,32628,0.9597584896407994
TCGA-LUSC,Plasma_cell,TACSTD2,501,32628,ABSOLUTE purity,-0.12471131044683541,-0.14350148569812807,46.76658085080299,15259,32628,0.5974316537942871,20.776633566262106,6779,32628,0.2906092926320951
TCGA-LUSC,Plasma_cell,CLDN4,501,32628,ABSOLUTE purity,-0.08697750316100866,-0.04029571521393979,57.11352212823342,18635,32628,0.7278411180581096,56.89285276449675,18563,32628,0.7701667279637121
TCGA-LUSC,Plasma_cell,EPCAM,501,32628,ABSOLUTE purity,-0.2531455018250352,-0.0654113217289405,15.057619222753463,4913,32628,0.22011769032732623,47.54811818070369,15514,32628,0.6331065342650484
TCGA-LUSC,Plasma_cell,KRT8,501,32628,ABSOLUTE purity,-0.21458634921392275,-0.06818970520487719,22.827019737648648,7448,32628,0.31135834252789013,46.579624862081644,15198,32628,0.6197437783498836
TCGA-LUSC,Plasma_cell,CDH1,501,32628,ABSOLUTE purity,-0.2291626786268101,-0.14789424256877998,19.77749172489886,6453,32628,0.2749785460340812,19.516979281598626,6368,32628,0.2754689223979404
TCGA-LUSC,Plasma_cell,MUC1,501,32628,ABSOLUTE purity,0.06487162726340148,-0.10241081999308857,82.4261370601937,26894,32628,0.8049834497977197,34.151648890523475,11143,32628,0.455804830207184
TCGA-LUSC,T_cell_CD8,TACSTD2,501,32628,ABSOLUTE purity,-0.2633771500823055,-0.28582024655413424,4.382738751992154,1430,32628,0.13243226676474193,1.250459727841118,408,32628,0.0782456785582935
TCGA-LUSC,T_cell_CD8,CLDN4,501,32628,ABSOLUTE purity,-0.11254469546961854,-0.09522956601568207,32.55792570798087,10623,32628,0.5081525070491603,22.93122471496874,7482,32628,0.45224960156920435
TCGA-LUSC,T_cell_CD8,EPCAM,501,32628,ABSOLUTE purity,-0.18090989336068897,-0.05675133561954987,15.646070859384578,5105,32628,0.2853683952433493,34.044379060929266,11108,32628,0.6444158391565527
TCGA-LUSC,T_cell_CD8,KRT8,501,32628,ABSOLUTE purity,-0.22555249660042465,-0.13601338563951776,8.287360549221527,2704,32628,0.1876302562216501,14.064607085938457,4589,32628,0.3030832413877651
TCGA-LUSC,T_cell_CD8,CDH1,501,32628,ABSOLUTE purity,-0.3226934179449865,-0.28034964115254335,1.2627191369375996,412,32628,0.08158636753708472,1.4128968983694985,461,32628,0.08131053083241388
TCGA-LUSC,T_cell_CD8,MUC1,501,32628,ABSOLUTE purity,0.05065858720805401,-0.052853563498249836,73.72808630624004,24056,32628,0.7700134853500061,35.25499570920682,11503,32628,0.6668505578031139
TCGA-LUSC,Myeloid,TACSTD2,501,32628,ABSOLUTE purity,-0.1664643939213207,-0.19584184888890838,16.1303175186956,5263,32628,0.35300968493318624,2.0105430918229743,656,32628,0.19547627804339832
TCGA-LUSC,Myeloid,CLDN4,501,32628,ABSOLUTE purity,-0.04366180785838681,-0.006991663894298901,46.567365452985165,15194,32628,0.8090597033222998,37.881574108127985,12360,32628,0.9573372563442442
TCGA-LUSC,Myeloid,EPCAM,501,32628,ABSOLUTE purity,-0.25813259536703487,-0.0940938127738689,3.9260757631482166,1281,32628,0.16914919700870418,14.135098688243227,4612,32628,0.4861775162437171
TCGA-LUSC,Myeloid,KRT8,501,32628,ABSOLUTE purity,-0.24965441229095595,-0.1224849526576247,4.585019002084099,1496,32628,0.17984553144538434,8.900331004045604,2904,32628,0.37455559642025255
TCGA-LUSC,Myeloid,CDH1,501,32628,ABSOLUTE purity,-0.18437531311878236,-0.10672347178797077,12.875444403579747,4201,32628,0.30581095991173224,11.539168812063258,3765,32628,0.4313779575824445
TCGA-LUSC,Myeloid,MUC1,501,32628,ABSOLUTE purity,0.2173549633800129,0.10669977714179345,84.70638715213926,27638,32628,0.232714233173961,68.3983082015447,22317,32628,0.43150055167340934
GSE81089,TLS_Cabrita,TACSTD2,197,24760,epithelial score,-0.03900341862633378,-0.048272305743841525,39.135702746365105,9690,24760,0.8215266558966074,37.386914378029076,9257,24760,0.7843699515347334
GSE81089,TLS_Cabrita,CLDN4,197,24760,epithelial score,0.09877601248159623,0.09891983409683773,69.1518578352181,17122,24760,0.5628836833602585,69.09127625201938,17107,24760,0.5682552504038773
GSE81089,TLS_Cabrita,EPCAM,197,24760,epithelial score,-0.17650188824953147,-0.2503403494874675,11.635702746365105,2881,24760,0.3067447495961228,3.990306946688207,988,24760,0.1596930533117932
GSE81089,TLS_Cabrita,KRT8,197,24760,epithelial score,-0.022392159447997013,-0.08459357585059571,43.08966074313409,10669,24760,0.8970516962843296,28.962035541195476,7171,24760,0.6238691437802908
GSE81089,TLS_Cabrita,CDH1,197,24760,epithelial score,-0.06016342854631469,-0.09593294963537984,34.17609046849758,8462,24760,0.7254038772213247,26.52665589660743,6568,24760,0.5793618739903069
GSE81089,TLS_Cabrita,MUC1,197,24760,epithelial score,0.06327284028516805,0.05283148054550129,62.225363489499195,15407,24760,0.7126817447495961,59.97172859450727,14849,24760,0.7626817447495962
GSE81089,B_cell,TACSTD2,197,24760,epithelial score,-0.10634470677980468,-0.08039505650719125,24.22859450726979,5999,24760,0.4974959612277868,29.390145395799678,7277,24760,0.6090872374798061
GSE81089,B_cell,CLDN4,197,24760,epithelial score,0.0228300826560435,0.13287456961265362,56.001615508885294,13866,24760,0.880573505654281,77.86348949919226,19279,24760,0.4059773828756058
GSE81089,B_cell,EPCAM,197,24760,epithelial score,-0.2231948617010256,-0.18625201802940988,5.908723747980614,1463,24760,0.17193053311793216,10.004038772213248,2477,24760,0.2495961227786753
GSE81089,B_cell,KRT8,197,24760,epithelial score,-0.12143657647646044,-0.03446332558208448,20.94507269789984,5186,24760,0.4386914378029079,40.37560581583199,9997,24760,0.8231017770597738
GSE81089,B_cell,CDH1,197,24760,epithelial score,-0.18755670242254724,-0.14252474570448018,10.072697899838449,2494,24760,0.245718901453958,16.797253634894993,4159,24760,0.37431340872374796
GSE81089,B_cell,MUC1,197,24760,epithelial score,-0.04046473227038854,0.02842150270770284,39.55977382875606,9795,24760,0.7888933764135703,56.57915993537964,14009,24760,0.8529886914378029
GSE81089,Plasma_cell,TACSTD2,197,24760,epithelial score,-0.0548377172742655,-0.030413745022163326,43.352180936995154,10734,24760,0.7225767366720517,49.62843295638126,12288,24760,0.8468901453957997
GSE81089,Plasma_cell,CLDN4,197,24760,epithelial score,-0.04409839616511117,0.034066114000409826,46.18336025848142,11435,24760,0.7747980613893376,65.79159935379644,16290,24760,0.8287964458804523
GSE81089,Plasma_cell,EPCAM,197,24760,epithelial score,-0.26735761217269555,-0.25330811103027606,3.8166397415185784,945,24760,0.0824313408723748,4.676898222940226,1158,24760,0.0968497576736672
GSE81089,Plasma_cell,KRT8,197,24760,epithelial score,-0.06944771448034683,0.033776629636541364,39.4264943457189,9762,24760,0.6513731825525041,65.69870759289176,16267,24760,0.8306138933764136
GSE81089,Plasma_cell,CDH1,197,24760,epithelial score,-0.26193301501495847,-0.24207978483361914,4.236672051696284,1049,24760,0.08921647819063006,5.678513731825525,1406,24760,0.1111470113085622
GSE81089,Plasma_cell,MUC1,197,24760,epithelial score,-0.10741989458450663,-0.05880996530887105,29.660743134087237,7344,24760,0.48239095315024233,41.995153473344104,10398,24760,0.7060581583198707
GSE81089,T_cell_CD8,TACSTD2,197,24760,epithelial score,-0.11415198289745063,-0.1023659558639634,22.964458804523424,5686,24760,0.41744749596122777,25.8562197092084,6402,24760,0.4674071082390953
GSE81089,T_cell_CD8,CLDN4,197,24760,epithelial score,-0.046234645219416795,-0.007189960426069744,41.92245557350566,10380,24760,0.7339256865912762,53.38449111470113,13218,24760,0.9581179321486268
GSE81089,T_cell_CD8,EPCAM,197,24760,epithelial score,-0.20577681926485408,-0.21072152615722262,6.587237479806139,1631,24760,0.17261712439418417,6.215670436187399,1539,24760,0.16817447495961227
GSE81089,T_cell_CD8,KRT8,197,24760,epithelial score,-0.06139243883986451,-0.01624182919256174,37.27786752827141,9230,24760,0.6518982229402261,50.65831987075929,12543,24760,0.9060581583198708
GSE81089,T_cell_CD8,CDH1,197,24760,epithelial score,-0.1115432790559694,-0.09126539704167817,23.602584814216478,5844,24760,0.4275444264943457,28.820678513731824,7136,24760,0.5157915993537965
GSE81089,T_cell_CD8,MUC1,197,24760,epithelial score,-0.029719132692301656,0.0039477483723404875,46.96688206785137,11629,24760,0.8265347334410339,56.647819063004846,14026,24760,0.9782310177705977
GSE81089,Myeloid,TACSTD2,197,24760,epithelial score,-0.058083685712402175,-0.07089844033743263,36.38529886914378,9009,24760,0.7326332794830371,33.81663974151858,8373,24760,0.6789176090468497
GSE81089,Myeloid,CLDN4,197,24760,epithelial score,0.14809181632966983,0.15223970657134997,78.3642972536349,19403,24760,0.3951130856219709,78.84087237479807,19521,24760,0.38562197092084005
GSE81089,Myeloid,EPCAM,197,24760,epithelial score,-0.1612059683125673,-0.2409735000415658,15.605815831987076,3864,24760,0.3562197092084006,6.159127625201939,1525,24760,0.1821486268174475
GSE81089,Myeloid,KRT8,197,24760,epithelial score,-0.027174783157379243,-0.10979552051981309,43.796445880452346,10844,24760,0.872172859450727,25.488691437802906,6311,24760,0.5252019386106623
GSE81089,Myeloid,CDH1,197,24760,epithelial score,-0.03691111885455613,-0.07650445681750084,41.42568659127625,10257,24760,0.8272617124394184,32.435379644588046,8031,24760,0.6538368336025848
GSE81089,Myeloid,MUC1,197,24760,epithelial score,0.13334369280707206,0.12698182847161196,76.33683360258482,18901,24760,0.4419224555735057,75.52504038772213,18700,24760,0.46449919224555736
GSE72094,TLS_Cabrita,TACSTD2,442,22115,epithelial score,-0.14221477041692004,-0.019323838848711347,12.557087949355642,2777,22115,0.33945286004974,41.88559801040018,9263,22115,0.8717612480217047
GSE72094,TLS_Cabrita,CLDN4,442,22115,epithelial score,-0.10191213140925758,0.026227357775637273,20.66922903007009,4571,22115,0.4778657020122089,56.90707664481122,12585,22115,0.8272665611575853
GSE72094,TLS_Cabrita,EPCAM,442,22115,epithelial score,-0.40021266363812413,-0.3109378470049823,0.018087271082975358,4,22115,0.046167759439294596,0.12208907981008366,27,22115,0.06669681211847163
GSE72094,TLS_Cabrita,KRT8,442,22115,epithelial score,-0.15535389359772386,0.11089925364330717,10.404702690481574,2301,22115,0.3008365362875876,75.69975130002261,16741,22115,0.39425729143115534
GSE72094,TLS_Cabrita,CDH1,442,22115,epithelial score,-0.1559885631627195,0.00017255848536767616,10.332353606149672,2285,22115,0.29880171829075286,48.45579923129098,10716,22115,0.9987791092018992
GSE72094,TLS_Cabrita,MUC1,442,22115,epithelial score,-0.16234985051495854,-0.11524445239488518,9.495817318562063,2100,22115,0.28288491973773455,14.297987791092018,3162,22115,0.37861180194438165
GSE72094,B_cell,TACSTD2,442,22115,epithelial score,-0.24474677836036565,-0.11518877003181956,1.8629889215464615,412,22115,0.117793352927877,11.946642550305222,2642,22115,0.33063531539678953
GSE72094,B_cell,CLDN4,442,22115,epithelial score,-0.19220947625447124,-0.05442403190552577,5.037304996608636,1114,22115,0.18851458286231065,28.709021026452636,6349,22115,0.6295726882206647
GSE72094,B_cell,EPCAM,442,22115,epithelial score,-0.38898539099612756,-0.2691341229097001,0.018087271082975358,4,22115,0.040877232647524304,0.2893963373276057,64,22115,0.0724395206873163
GSE72094,B_cell,KRT8,442,22115,epithelial score,-0.19082534906652365,0.11817100372270686,5.18200316527244,1146,22115,0.19109201899163464,79.38051096540809,17555,22115,0.3192855527922225
GSE72094,B_cell,CDH1,442,22115,epithelial score,-0.25284077861045445,-0.08888182810516791,1.537418042052905,340,22115,0.10969929911824554,17.956138367623783,3971,22115,0.4394754691385937
GSE72094,B_cell,MUC1,442,22115,epithelial score,-0.16826546558890965,-0.11330424073598272,7.4338684151028716,1644,22115,0.23608410581053585,12.312909789735475,2723,22115,0.3379606601853945
GSE72094,Plasma_cell,TACSTD2,442,22115,epithelial score,-0.2941745056539383,-0.22049662678972207,0.12208907981008366,27,22115,0.040018087271082976,1.0354962695003391,229,22115,0.07153515713316753
GSE72094,Plasma_cell,CLDN4,442,22115,epithelial score,-0.21275292544522584,-0.12743764604359692,1.7589871128193533,389,22115,0.09161202803527017,9.45964277639611,2092,22115,0.23513452407867963
GSE72094,Plasma_cell,EPCAM,442,22115,epithelial score,-0.2577277481577802,-0.16580170727107485,0.44765995930364005,99,22115,0.05521139498078227,4.037983269274249,893,22115,0.13818675107393172
GSE72094,Plasma_cell,KRT8,442,22115,epithelial score,-0.11131141117672977,0.11703032627484106,14.013113271535158,3099,22115,0.3109654080940538,84.46303413972417,18679,22115,0.26999773909111463
GSE72094,Plasma_cell,CDH1,442,22115,epithelial score,-0.2842797824113149,-0.19473270794001382,0.18991634637124125,42,22115,0.04354510513226317,2.1162107167081166,468,22115,0.09712864571557767
GSE72094,Plasma_cell,MUC1,442,22115,epithelial score,-0.1405501252419704,-0.10103269635628333,8.297535609314945,1835,22115,0.2167307257517522,15.202351345240785,3362,22115,0.3349762604567036
GSE72094,T_cell_CD8,TACSTD2,442,22115,epithelial score,-0.26017792150219565,-0.14608679161423188,1.9308161881076191,427,22115,0.10856884467555958,8.930590097219081,1975,22115,0.2535835405833145
GSE72094,T_cell_CD8,CLDN4,442,22115,epithelial score,-0.22716077227904533,-0.10855339965137398,3.4727560479312682,768,22115,0.14424598688672846,15.767578566583767,3487,22115,0.375763056748813
GSE72094,T_cell_CD8,EPCAM,442,22115,epithelial score,-0.4626090060959268,-0.3754633956993997,0.0045218177707438394,1,22115,0.03400406963599367,0.022609088853719195,5,22115,0.04494686864119376
GSE72094,T_cell_CD8,KRT8,442,22115,epithelial score,-0.15397282371882595,0.14571566899458654,10.454442685959755,2312,22115,0.2725299570427312,83.54058331449242,18475,22115,0.25421659507121863
GSE72094,T_cell_CD8,CDH1,442,22115,epithelial score,-0.25094872121447986,-0.10413001872909548,2.274474338684151,503,22115,0.11716029843997287,16.730725751752203,3700,22115,0.39389554600949583
GSE72094,T_cell_CD8,MUC1,442,22115,epithelial score,-0.2731810557179983,-0.22970354098680512,1.5328962242821615,339,22115,0.09853040922450826,2.111688898937373,467,22115,0.11602984399728691
GSE72094,Myeloid,TACSTD2,442,22115,epithelial score,-0.13288393203323606,-0.04159774281775801,14.840605923581279,3282,22115,0.37133167533348405,36.210716708116664,8008,22115,0.7545557314040244
GSE72094,Myeloid,CLDN4,442,22115,epithelial score,-0.10111945455383056,-0.0061851194726819225,21.03549626950034,4652,22115,0.4774135202351345,47.06760117567262,10409,22115,0.96151933077097
GSE72094,Myeloid,EPCAM,442,22115,epithelial score,-0.4407920487173859,-0.39669357309258135,0.04069635993669455,9,22115,0.03735021478634411,0.10852362649785213,24,22115,0.045851232195342526
GSE72094,Myeloid,KRT8,442,22115,epithelial score,-0.12627680000633698,0.07251149052437687,15.952973095184264,3528,22115,0.39082070992539003,67.92674655211395,15022,22115,0.5928555279222247
GSE72094,Myeloid,CDH1,442,22115,epithelial score,-0.0972648826851456,0.028403026764309967,21.894641645941668,4842,22115,0.4924711734117115,57.32760569749039,12678,22115,0.8280352701786118
GSE72094,Myeloid,MUC1,442,22115,epithelial score,-0.19601262974368425,-0.16139321850728316,6.904815735925843,1527,22115,0.22315170698620845,10.10626271761248,2235,22115,0.28605019217725525
