interaction_name	pathway_name	ligand	receptor	lr_class	split	k_units	n_patients	mean_delta	median_delta	se	p_meta	p_wilcoxon_patients	i2	units
ICAM1_SPN	ICAM	ICAM1	SPN	other	q4q1	2	24	0.1346889596176545	0.1351126577001572	0.0349617025548488	0.000116931631884	5.125999450683594e-06	47.72602860773036	GSE123902+GSE205335
CXCL16_CXCR6	CXCL	CXCL16	CXCR6	recruit	q4q1	2	20	0.0688011164666811	0.0406488336379337	0.017986980408163	0.0001307450452021	1.9073486328125e-06	0.0	GSE123902+GSE205335
HLA-E_KLRC2	MHC-I	HLA-E	KLRC2	inhibitory	q4q1	1	11	0.0974576286458813	0.0892108641634033	0.0259295672518302	0.000170899476704	0.0009765625	0.0	GSE205335
CD55_ADGRE5	ADGRE	CD55	ADGRE5	other	q4q1	2	31	0.1562911936101557	0.1437000550712552	0.041681839138486	0.0001771004309829	9.313225746154784e-09	73.02712627941233	GSE123902+GSE205335
LAMA5_CD44	LAMININ	LAMA5	CD44	other	q4q1	2	29	0.2039691398128419	0.1535010013883891	0.0558474526673608	0.0002599475337222	3.725290298461914e-09	70.7764970533294	GSE123902+GSE205335
LAMB3_CD44	LAMININ	LAMB3	CD44	other	q4q1	2	27	0.28171331900112	0.274336326615523	0.0780124051025417	0.0003048600244423	1.2290322210248407e-05	71.70843320076948	GSE123902+GSE205335
LAMC1_CD44	LAMININ	LAMC1	CD44	other	q4q1	2	28	0.1164921285196117	0.107553993475592	0.0339118596756118	0.0005922385693297	7.450580596923828e-08	67.06883271244783	GSE123902+GSE205335
SPP1_CD44	SPP1	SPP1	CD44	other	q4q1	2	17	0.1006523933690466	0.0434808682971655	0.0326088712824028	0.0020242117545263	0.0052339091907882	0.0	GSE123902+GSE205335
HLA-A_CD8A	MHC-I	HLA-A	CD8A	other	q4q1	2	29	0.0404053774164551	0.0251910168063047	0.0139405547848578	0.0037506559586702	0.001978114247322	0.0	GSE123902+GSE205335
LGALS9_P4HB	GALECTIN	LGALS9	P4HB	inhibitory	q4q1	2	27	0.0413197466767515	0.0343762322840588	0.0144134689491234	0.0041471641696867	0.0038779973983764	0.0	GSE123902+GSE205335
JAG2_NOTCH1	NOTCH	JAG2	NOTCH1	other	q4q1	1	8	0.0026712944970509	0.0010539756773183	0.0009355156226643	0.0042979301527585	0.0078125	0.0	GSE205335
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	barrier|inhibitory	q4q1	2	28	0.1467690993467907	0.106827952993923	0.0514156922870912	0.0043096699336188	7.450580596923828e-09	81.5223627877676	GSE123902+GSE205335
ULBP2_KLRK1	MHC-I	ULBP2	KLRK1	recruit	q4q1	1	8	0.0128918864506573	0.0109837595103322	0.0047030058815044	0.0061214966929332	0.0390625	0.0	GSE205335
LAMA3_CD44	LAMININ	LAMA3	CD44	other	q4q1	2	17	0.1198418104195341	0.1209864238513885	0.04399501007808	0.0064499156653191	0.0005312427827532	77.99206843411338	GSE123902+GSE205335
HLA-A_CD8B	MHC-I	HLA-A	CD8B	other	q4q1	2	27	0.0360134454232954	0.0170732169471123	0.0135485220612396	0.0078580525289601	0.0020453035831451	7.578785034129067	GSE123902+GSE205335
TGM2_ADGRG1	ADGRG	TGM2	ADGRG1	other	q4q1	1	8	0.0992637083153778	0.0574865212450495	0.0385590282641235	0.0100434089608342	0.0234375	0.0	GSE205335
FN1_CD44	FN1	FN1	CD44	other	q4q1	2	21	0.0809290025596998	0.0599398912091201	0.0329295908947285	0.0139854201308051	0.0319194793701171	31.34998149021605	GSE123902+GSE205335
PVR_TIGIT	PVR	PVR	TIGIT	barrier|inhibitory	q4q1	2	19	0.045166610102791	0.0449424691005597	0.0184068794266187	0.0141359646634942	3.814697265625e-06	67.81182893793336	GSE123902+GSE205335
APP_SORL1	APP	APP	SORL1	other	q4q1	2	24	0.1030611595588796	0.0726759471885751	0.0433036907535137	0.0173144005460758	1.1920928955078125e-07	73.53398518599786	GSE123902+GSE205335
NECTIN2_CD226	NECTIN	NECTIN2	CD226	barrier|inhibitory	q4q1	2	16	0.0380316000872442	0.0468746547343442	0.0164662466350917	0.0209064167185354	3.0517578125e-05	73.44868900226435	GSE123902+GSE205335
JAG1_NOTCH1	NOTCH	JAG1	NOTCH1	other	q4q1	1	10	0.0093664754052669	0.0052820390318503	0.0040702498340189	0.0213801000489538	0.001953125	0.0	GSE205335
CLEC2C_KLRB1	CLEC	CD69	KLRB1	other	q4q1	2	11	-0.132677127995519	-0.1084444309772821	0.0581484018838592	0.0225071399583706	0.0185546875	0.0	GSE123902+GSE205335
HLA-C_CD8A	MHC-I	HLA-C	CD8A	other	q4q1	2	29	0.0392365622900399	0.0297248605085383	0.0173795241705986	0.0239686392592765	0.0092162415385246	24.747853161400247	GSE123902+GSE205335
TNFSF15_TNFRSF25	VEGI	TNFSF15	TNFRSF25	other	q4q1	2	11	0.0091452088542013	0.0077993584620234	0.0041441621809528	0.0273301981124577	0.0009765625	67.67749850052002	GSE123902+GSE205335
NECTIN3_TIGIT	NECTIN	NECTIN3	TIGIT	barrier	q4q1	2	12	0.0170293871440882	0.0124326963006625	0.0079219058135962	0.0315822875836864	0.00927734375	36.33211240925484	GSE123902+GSE205335
LAMC2_CD44	LAMININ	LAMC2	CD44	other	q4q1	2	24	0.2005535323381861	0.198255660281381	0.0967688757362613	0.0382188002642659	1.1920928955078125e-07	90.71480666688828	GSE123902+GSE205335
MDK_SDC4	MK	MDK	SDC4	other	q4q1	1	8	0.0395991755486421	0.0114138051728833	0.0208182470302293	0.0571531359439997	0.0078125	0.0	GSE123902
COL1A1_CD44	COLLAGEN	COL1A1	CD44	other	q4q1	2	24	0.1199294710969416	0.1080386936524595	0.0644545946639594	0.0627891696162098	0.0001270771026611	61.6945234037553	GSE123902+GSE205335
HLA-F_CD8A	MHC-I	HLA-F	CD8A	inhibitory	q4q1	2	27	0.0691057745514494	0.0519715619789913	0.0372079253524683	0.0632704151269362	0.0004272311925888	75.26900001389036	GSE123902+GSE205335
CD99_CD99	CD99	CD99	CD99	other	q4q1	2	32	0.0963337903956348	0.0480063511885851	0.0520652460903637	0.0642773350713112	0.0038655917160212	61.533158793333385	GSE123902+GSE205335
HLA-DMA_CD4	MHC-II	HLA-DMA	CD4	other	q4q1	2	19	0.0151866423547681	0.0057925653650053	0.0082512241185221	0.0656901649034264	0.012359619140625	0.0	GSE123902+GSE205335
HLA-DRB1_CD4	MHC-II	HLA-DRB1	CD4	other	q4q1	2	16	0.0307730888610882	0.0135751466221587	0.0170265306328196	0.0707059975542971	0.009185791015625	37.98167712652344	GSE123902+GSE205335
HLA-B_CD8A	MHC-I	HLA-B	CD8A	other	q4q1	2	29	0.0300069045083613	0.0255574794154531	0.0168635103692654	0.0751744575406451	0.0064515434205532	42.73940550115331	GSE123902+GSE205335
PVR_CD226	PVR	PVR	CD226	barrier|inhibitory	q4q1	2	12	0.0108567610473106	0.011059121102471	0.0061893717202328	0.0794138134399144	0.00048828125	78.26925753374142	GSE123902+GSE205335
PECAM1_PECAM1	PECAM1	PECAM1	PECAM1	other	q4q1	2	9	-0.0005475048688903	-0.0002647256400771	0.0003450221299853	0.1125423523902085	0.09765625	0.0	GSE123902+GSE205335
COL9A2_CD44	COLLAGEN	COL9A2	CD44	other	q4q1	2	19	0.0654625597814934	0.0260165108325563	0.0416210540063084	0.1157597596892464	0.0002670288085937	17.801195664957557	GSE123902+GSE205335
HLA-C_CD8B	MHC-I	HLA-C	CD8B	other	q4q1	2	27	0.0355706188026543	0.0245347468031089	0.0229810740711888	0.1216650872189519	0.0050233453512191	65.63493427300544	GSE123902+GSE205335
BAG6_NCR3-PS	BAG	BAG6	NCR3	other	q4q1	2	9	0.0109714078598366	0.0144007683061438	0.0071034385297525	0.1224622401842018	0.00390625	85.3483130557819	GSE123902+GSE205335
COL6A1_CD44	COLLAGEN	COL6A1	CD44	other	q4q1	2	22	0.1004276361089113	0.0911680554830503	0.0657623181577712	0.1267285856059324	0.0001769065856933	79.70500752178081	GSE123902+GSE205335
GDF15_TGFBR2	GDF	GDF15	TGFBR2	other	q4q1	2	19	0.1540341897371142	0.1013450776674052	0.1045893914114391	0.1408180372110993	3.814697265625e-06	90.28783620174224	GSE123902+GSE205335
HLA-E_CD8A	MHC-I	HLA-E	CD8A	inhibitory	q4q1	2	29	0.0757232116726903	0.0806733491337159	0.0514452160960875	0.1410426437966155	0.0003683641552925	86.25562676372859	GSE123902+GSE205335
JAG1_NOTCH2	NOTCH	JAG1	NOTCH2	other	q4q1	1	8	0.0127076103079415	0.005479922728793	0.0087510468512655	0.1464669661581394	0.0078125	0.0	GSE205335
HLA-DRA_CD4	MHC-II	HLA-DRA	CD4	other	q4q1	2	17	0.0188706191903518	0.0049576774319447	0.0130302302266537	0.1475559797980267	0.2246856689453125	0.0	GSE123902+GSE205335
ICAM1_ITGAL	ICAM	ICAM1	ITGAL	other	q4q1	2	19	0.0816400840311777	0.055229311049929	0.0567709081576621	0.1504164718112884	0.0001640319824218	83.81967908525968	GSE123902+GSE205335
LPAR1_ADGRE5	ADGRE	LPAR1	ADGRE5	other	q4q1	2	11	0.0121753967653458	0.0093943220831881	0.0086610130384035	0.1597922799169382	0.0068359375	34.65137799562508	GSE123902+GSE205335
HLA-F_CD8B	MHC-I	HLA-F	CD8B	inhibitory	q4q1	2	26	0.0498134598315542	0.0360801611483712	0.0365779746127567	0.173247428013736	0.0002822875976562	80.67972208440209	GSE123902+GSE205335
HLA-B_CD8B	MHC-I	HLA-B	CD8B	other	q4q1	2	27	0.0288361277286895	0.0207039744118769	0.0213690230512828	0.1771969831004788	0.0103784501552581	66.73417429855051	GSE123902+GSE205335
HLA-G_CD8A	MHC-I	HLA-G	CD8A	inhibitory	q4q1	2	15	0.0541632917291647	0.0307793520240986	0.040169836713916	0.1775434974710474	0.0042724609375	36.04006460463012	GSE123902+GSE205335
LPAR2_ADGRE5	ADGRE	LPAR2	ADGRE5	other	q4q1	2	25	0.0250140325293111	0.0102262954432936	0.0199120946595101	0.2090351074774931	1.233816146850586e-05	83.20680792626452	GSE123902+GSE205335
IGFBP3_TMEM219	IGFBP	IGFBP3	TMEM219	other	q4q1	2	19	0.0853906676772532	0.0651275565317127	0.0681795049094909	0.2104099602359406	0.0001258850097656	90.19929123764852	GSE123902+GSE205335
HLA-G_CD8B	MHC-I	HLA-G	CD8B	inhibitory	q4q1	2	14	0.0338624738539488	0.0143961009043402	0.0278529915646255	0.2240774435202056	0.0052490234375	30.98545793828873	GSE123902+GSE205335
HLA-E_CD8B	MHC-I	HLA-E	CD8B	inhibitory	q4q1	2	27	0.0581508011074289	0.0619781508600791	0.0501896610162711	0.2466106574087985	0.0005356669425964	91.00358976901762	GSE123902+GSE205335
COL6A2_CD44	COLLAGEN	COL6A2	CD44	other	q4q1	2	17	0.0777959323257262	0.0691336571135422	0.076364780168878	0.3083259435686666	0.010986328125	60.27522129901006	GSE123902+GSE205335
LCK_CD8A_CD8B1	LCK	LCK	CD8 receptor	other	q4q1	2	11	-0.0201504121165215	-0.0094414662568831	0.0200634425969967	0.3152173010226652	0.083984375	12.549358553311992	GSE123902+GSE205335
CLEC2D_KLRB1	CLEC	CLEC2D	KLRB1	other	q4q1	2	21	-0.0143342734777156	0.0002871938818836	0.0143022820323668	0.316229234868149	0.8648872375488281	0.0	GSE123902+GSE205335
HLA-DMB_CD4	MHC-II	HLA-DMB	CD4	other	q4q1	2	15	0.0122789650556618	0.0026369591462468	0.0122771290497216	0.3172381413565535	0.03533935546875	64.1188005986407	GSE123902+GSE205335
MIF_CD74_CD44	MIF	MIF	CD74_CD44	other	q4q1	2	34	0.0505104076866272	0.0096673493900453	0.0526365248541133	0.3372527579234665	0.0020458354847505	94.87047959163772	GSE123902+GSE205335
MIF_CD74_CXCR4	MIF	MIF	CD74_CXCR4	other	q4q1	2	34	0.0399009202577055	0.0068532977004379	0.0422087650973453	0.3444939536047156	0.0026452430756762	94.22326081512304	GSE123902+GSE205335
HLA-DQB1_CD4	MHC-II	HLA-DQB1	CD4	other	q4q1	2	15	0.021492165799603	0.0056660523205511	0.0254923614450973	0.3991822618274121	0.1688232421875	52.29894298829703	GSE123902+GSE205335
SFTPD_ADGRE5	ADGRE	SFTPD	ADGRE5	other	q4q1	2	11	0.0629425886462893	0.0055226668102686	0.0810720866313762	0.4375258001450778	0.0537109375	80.20295384329505	GSE123902+GSE205335
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	inhibitory	q4q1	2	17	0.0202186682250978	0.0062739091630898	0.0282114362075267	0.4735694663916733	0.078730811196134	76.03420456467472	GSE123902+GSE205335
COL9A3_CD44	COLLAGEN	COL9A3	CD44	other	q4q1	2	9	0.0036680816067668	0.0062222160829222	0.0053552878829619	0.4933781630132837	0.1484375	43.20158724004655	GSE123902+GSE205335
HLA-DPB1_CD4	MHC-II	HLA-DPB1	CD4	other	q4q1	2	17	-0.0174786561038506	0.0007611177653541	0.032033386785357	0.585314304244476	0.4306793212890625	81.73776188600283	GSE123902+GSE205335
PPIA_BSG	CypA	PPIA	BSG	other	q4q1	2	33	0.0165366572690933	0.0040335814858288	0.0312572882774804	0.5967710114173208	0.5134843902196735	86.19237087758776	GSE123902+GSE205335
HLA-DRB5_CD4	MHC-II	HLA-DRB5	CD4	other	q4q1	2	16	-0.0050758763815001	4.257371713394054e-05	0.0153391014492227	0.7407117629800933	0.743560791015625	44.42635283252152	GSE123902+GSE205335
HLA-DPA1_CD4	MHC-II	HLA-DPA1	CD4	other	q4q1	2	17	-0.0058228922216013	0.0022338377147512	0.0194626183705291	0.7648001189598708	0.926513671875	69.56668269069365	GSE123902+GSE205335
CLEC2B_KLRB1	CLEC	CLEC2B	KLRB1	other	q4q1	2	22	-0.0090243554500207	0.0022647167242318	0.0350674689446755	0.7969142694730041	0.9492697715759276	63.65627977049283	GSE123902+GSE205335
LAMB1_CD44	LAMININ	LAMB1	CD44	other	q4q1	2	13	0.0079354363313358	0.0239841212132727	0.0446608982970906	0.8589727468361164	0.19091796875	61.710124772436295	GSE123902+GSE205335
COL4A2_CD44	COLLAGEN	COL4A2	CD44	other	q4q1	2	9	0.0058972008713095	0.0231097603277591	0.0522697678727316	0.9101713558727796	0.546875	56.28071046639468	GSE123902+GSE205335
HLA-DQA1_CD4	MHC-II	HLA-DQA1	CD4	other	q4q1	2	14	-4.382290072746366e-05	0.0004837777945353	0.0361937016011355	0.999033931159016	0.9031982421875	82.96964325869273	GSE123902+GSE205335
