interaction_name	pathway_name	ligand	receptor	lr_class	split	k_units	n_patients	mean_delta	median_delta	se	p_meta	p_wilcoxon_patients	i2	units
NECTIN2_CD226	NECTIN	NECTIN2	CD226	barrier|inhibitory	median	2	16	0.03251990719974136	0.03344500389652098	0.008639050435547203	0.0001670217212407891	3.0517578125e-05	30.10887781748609	GSE123902+GSE205335
HLA-DRB1_CD4	MHC-II	HLA-DRB1	CD4	other	median	2	16	0.038461786784667246	0.03668987662181514	0.01026210303861633	0.00017829009677022983	0.00213623046875	0.0	GSE123902+GSE205335
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	barrier|inhibitory	median	2	28	0.11280354103395497	0.10494677870073776	0.03075654845420659	0.00024481216478686684	7.450580596923828e-09	67.87017818997381	GSE123902+GSE205335
CXCL16_CXCR6	CXCL	CXCL16	CXCR6	recruit	median	2	18	0.05805460971028944	0.03414950627508607	0.01595338410762834	0.0002736824837791877	7.62939453125e-06	0.0	GSE123902+GSE205335
LAMA5_CD44	LAMININ	LAMA5	CD44	other	median	2	30	0.156877219381619	0.1521508889081128	0.04345279397091909	0.0003058539835696865	1.862645149230957e-09	78.37194659589937	GSE123902+GSE205335
HLA-E_KLRC2	MHC-I	HLA-E	KLRC2	inhibitory	median	1	11	0.07971706024411114	0.06804572494792038	0.022539122879032248	0.00040495926700076366	0.0009765625	0.0	GSE205335
LGALS9_CD44	GALECTIN	LGALS9	CD44	inhibitory	median	2	28	0.0682031003359425	0.06322509134997215	0.021197070311236483	0.0012928056561377975	0.01164825778943783	0.0	GSE123902+GSE205335
LGALS9_CD45	GALECTIN	LGALS9	PTPRC	inhibitory	median	2	27	0.08963640701810184	0.10063932453107044	0.028132321233877787	0.0014413356171795698	0.016390197154517942	0.0	GSE123902+GSE205335
HLA-E_KLRK1	MHC-I	HLA-E	KLRK1	inhibitory	median	1	20	0.09290007149493995	0.0905762270960421	0.030160718478022406	0.002068840564483788	0.01068878173828125	0.0	GSE205335
HLA-E_CD94:NKG2A	MHC-I	HLA-E	CD94:NKG2A	inhibitory	median	1	6	0.12328235728101515	0.102918414108294	0.04023191528160836	0.00218185453334019	0.03125	0.0	GSE205335
LGALS9_P4HB	GALECTIN	LGALS9	P4HB	inhibitory	median	2	27	0.02382613524414425	0.027329903244095625	0.007843124347878538	0.0023828261334920367	0.011500916397185087	0.0	GSE123902+GSE205335
MDK_SDC4	MK	MDK	SDC4	other	median	1	8	0.023296243841612666	0.012808298400117383	0.007692439266522009	0.0024580369779460334	0.0078125	0.0	GSE123902
DLL3_NOTCH2	NOTCH	DLL3	NOTCH2	other	median	1	2	0.0006082350930845583	0.0006082350930845583	0.00020324270671744896	0.0027656312354497866	0.5	0.0	GSE205335
TNFSF15_TNFRSF25	VEGI	TNFSF15	TNFRSF25	other	median	2	13	0.0063214519141705176	0.005680082831906216	0.002146159836444947	0.003224632024676967	0.000244140625	33.64334282786289	GSE123902+GSE205335
HLA-F_CD8A	MHC-I	HLA-F	CD8A	inhibitory	median	2	26	0.054235942252291405	0.0467398194445752	0.018671006477255097	0.003674625221092531	0.0039003193378448486	0.0	GSE123902+GSE205335
HLA-DOB_CD4	MHC-II	HLA-DOB	CD4	other	median	1	4	0.004969132825316817	0.006235333676090473	0.001711622084433539	0.003694040294211933	0.125	0.0	GSE123902
LTA_TNFRSF1A	LT	LTA	TNFRSF1A	attack	median	1	3	-0.013431854329725372	-0.010998415970059123	0.004637521121799509	0.003775388540415311	0.25	0.0	GSE205335
COL4A3_CD44	COLLAGEN	COL4A3	CD44	other	median	2	10	0.03933476067465107	0.03990626847477273	0.013969879832424223	0.0048673585765894025	0.01953125	0.0	GSE123902+GSE205335
THBS3_CD47	THBS	THBS3	CD47	other	median	2	20	0.02098397725162829	0.013587411051251263	0.007460374699699762	0.0049123748630646715	1.9073486328125e-06	59.67214309485743	GSE123902+GSE205335
CEACAM6_CEACAM6	CEACAM	CEACAM6	CEACAM6	barrier	median	2	5	0.035432044345115134	0.03994441672544807	0.012599849005487022	0.004921908997414811	0.0625	2.4514656246382533	GSE123902+GSE205335
TGM2_ADGRG1	ADGRG	TGM2	ADGRG1	other	median	1	8	0.07540366661530959	0.05232341630928525	0.02714235472037818	0.005468094393614261	0.0390625	0.0	GSE205335
COL9A2_CD44	COLLAGEN	COL9A2	CD44	other	median	2	20	0.04981840622681786	0.022138872031979926	0.01838453656410059	0.006732391137691732	0.0004633944245426167	0.0	GSE123902+GSE205335
EFNA1_EPHA4	EPHA	EFNA1	EPHA4	other	median	1	2	0.012584565013798345	0.012584565013798345	0.004824862086334035	0.00909999326361202	0.5	0.0	GSE205335
Q9HDB5_CLSTN3	NRXN	NRXN3	CLSTN3	other	median	1	2	0.0009695219728225557	0.0009695219728225557	0.00037802851841614994	0.010327116219144596	0.5	0.0	GSE205335
CLEC2C_KLRB1	CLEC	CD69	KLRB1	other	median	2	12	-0.17936262807449507	-0.17894986232149357	0.07024459017838545	0.010667650744962199	0.0341796875	0.0	GSE123902+GSE205335
SPP1_CD44	SPP1	SPP1	CD44	other	median	2	15	0.07229001748810743	0.03416216979565312	0.029915548689624993	0.01567182977198327	0.012451171875	33.277233121390225	GSE123902+GSE205335
COL4A5_CD44	COLLAGEN	COL4A5	CD44	other	median	2	8	0.08453710519436325	0.08255944883922889	0.03519841183194265	0.016317717613034785	0.015625	0.0	GSE123902+GSE205335
HLA-E_KLRC1	MHC-I	HLA-E	KLRC1	inhibitory	median	1	6	0.08779288421777168	0.060574646687837526	0.03709743624268746	0.0179548188085949	0.03125	0.0	GSE205335
NECTIN3_TIGIT	NECTIN	NECTIN3	TIGIT	barrier	median	2	13	0.016487460120422886	0.02233220476803437	0.007011976926117341	0.018706518416975758	0.00341796875	44.83651346051013	GSE123902+GSE205335
LPAR3_ADGRE5	ADGRE	LPAR3	ADGRE5	other	median	1	6	0.09382376227026441	0.06267669473559297	0.04019637900762787	0.0195886708568136	0.03125	0.0	GSE205335
FASL_FAS	FASLG	FASLG	FAS	attack	median	1	2	-0.0015640671167180874	-0.0015640671167180874	0.000670937313535175	0.01974454038565969	0.5	0.0	GSE205335
ULBP2_KLRK1	MHC-I	ULBP2	KLRK1	recruit	median	1	10	0.007736504813006815	0.0036260125706498512	0.003328313502823921	0.020101283991438786	0.013671875	0.0	GSE205335
HLA-F_CD8B	MHC-I	HLA-F	CD8B	inhibitory	median	2	25	0.04284688537699888	0.029861674273382606	0.018787870745986233	0.02257443705033385	0.0041751861572265625	16.962139532440222	GSE123902+GSE205335
HLA-DRA_CD4	MHC-II	HLA-DRA	CD4	other	median	2	17	0.02995696387260297	0.028370277177855625	0.013318320721334745	0.02449310517961974	0.0347900390625	0.0	GSE123902+GSE205335
TNFSF10_TNFRSF10B	TRAIL	TNFSF10	TNFRSF10A	attack	median	1	7	0.019059691297526913	0.01069710144405423	0.008584314528498598	0.026398901863311324	0.046875	0.0	GSE205335
LAMC1_CD44	LAMININ	LAMC1	CD44	other	median	2	30	0.09026513591466699	0.07121352986323165	0.04122555671555121	0.028557384807675053	1.30385160446167e-08	89.87136329873586	GSE123902+GSE205335
PVR_TIGIT	PVR	PVR	TIGIT	barrier|inhibitory	median	2	22	0.037732107887537246	0.01821915488355964	0.01731001649925554	0.029273429874881626	3.337860107421875e-06	70.24007387840335	GSE123902+GSE205335
HLA-DMA_CD4	MHC-II	HLA-DMA	CD4	other	median	2	18	0.028644016302011816	0.006072559347400178	0.013167006452124472	0.02959725194925	0.0182342529296875	0.0	GSE123902+GSE205335
COL1A1_CD44	COLLAGEN	COL1A1	CD44	other	median	2	25	0.09379675704695402	0.07943611569127555	0.04331467712097094	0.030351492856774753	0.000102996826171875	43.143835745932265	GSE123902+GSE205335
THBS2_SDC4	THBS	THBS2	SDC4	other	median	1	2	-0.0011857989010736127	-0.0011857989010736127	0.0005544510833125876	0.03246079565248959	0.5	0.0	GSE123902
COL1A1_SDC4	COLLAGEN	COL1A1	SDC4	other	median	1	7	0.0061565846385828295	0.0022681011667095956	0.002911911795161873	0.0344917180916951	0.109375	0.0	GSE123902
JAG1_NOTCH1	NOTCH	JAG1	NOTCH1	other	median	1	10	0.008198869837053107	0.003739645735371537	0.0038890807868391507	0.035015700408850485	0.001953125	0.0	GSE205335
CD99_CD99	CD99	CD99	CD99	other	median	2	33	0.06634417312553996	0.03271894492536537	0.03151072657519038	0.035252393073915284	0.0009519711602479219	33.7610643460186	GSE123902+GSE205335
HLA-A_CD8A	MHC-I	HLA-A	CD8A	other	median	2	29	0.023274396116598532	0.01799338017162455	0.011139830524989734	0.03668114471229608	0.014758598059415817	0.0	GSE123902+GSE205335
COL6A3_SDC4	COLLAGEN	COL6A3	SDC4	other	median	1	2	-0.002676388526478334	-0.002676388526478334	0.0012872401424417835	0.037601910762899815	0.5	0.0	GSE123902
ICOSL_ICOS	ICOS	ICOSLG	ICOS	other	median	2	5	0.010952577311639212	0.010844070068539052	0.0054517077101357315	0.044535256139687916	0.0625	0.0	GSE123902+GSE205335
JAG2_NOTCH1	NOTCH	JAG2	NOTCH1	other	median	1	9	0.002767975952308578	0.0009248310604845788	0.001397384329018407	0.04761073048035193	0.0390625	0.0	GSE205335
HLA-DQB1_CD4	MHC-II	HLA-DQB1	CD4	other	median	2	15	0.02947590336127885	0.011741358402446014	0.014957250615200044	0.048760881998282594	0.02154541015625	0.0	GSE123902+GSE205335
PVR_CD226	PVR	PVR	CD226	barrier|inhibitory	median	2	13	0.00976249669379123	0.007401151301741019	0.0050343415664257695	0.05247937049833834	0.00048828125	66.84280218046172	GSE123902+GSE205335
APP_SORL1	APP	APP	SORL1	other	median	2	25	0.07759188515319553	0.06067628200019698	0.04013673471130525	0.05321294660579274	1.1920928955078125e-07	75.51181805920866	GSE123902+GSE205335
HLA-G_CD8A	MHC-I	HLA-G	CD8A	inhibitory	median	2	14	0.061035563845504216	0.020134894159616088	0.03175600340565048	0.054603676357314175	0.0052490234375	0.0	GSE123902+GSE205335
SFTPD_ADGRE5	ADGRE	SFTPD	ADGRE5	other	median	2	12	0.10797258398275088	0.007946307816307393	0.056272156857094725	0.05501511858885194	0.06396484375	0.0	GSE123902+GSE205335
F11R_F11R	JAM	F11R	F11R	barrier	median	1	7	0.020872400005056982	0.00732672324521238	0.010909184526238642	0.055711331959385685	0.015625	0.0	GSE205335
HLA-G_CD8B	MHC-I	HLA-G	CD8B	inhibitory	median	2	13	0.052106012578188345	0.009064184747111527	0.028188387983392075	0.0645311857709906	0.006103515625	0.0	GSE123902+GSE205335
COL9A2_SDC4	COLLAGEN	COL9A2	SDC4	other	median	1	4	0.004794496615506135	0.003487743150640409	0.002595932291807706	0.06475776701568849	0.125	0.0	GSE123902
HLA-C_CD8A	MHC-I	HLA-C	CD8A	other	median	2	29	0.023164800088062692	0.021857574582009542	0.012777909017272522	0.06985052004629062	0.038631681352853775	0.0	GSE123902+GSE205335
SELPLG_SELL	SELPLG	SELPLG	SELL	other	median	1	6	-0.2279978859582509	-0.05989530574102461	0.12641674835555822	0.07130317181307866	0.3125	0.0	GSE205335
HLA-DQA2_CD4	MHC-II	HLA-DQA2	CD4	other	median	2	8	0.02531676208367072	0.017713036934127284	0.01409195884495951	0.0724087408631808	0.078125	0.0	GSE123902+GSE205335
THBS3_SDC4	THBS	THBS3	SDC4	other	median	1	4	0.0009135424637385554	0.0006826329105375451	0.0005103520440394173	0.07345003545136618	0.125	0.0	GSE123902
COL4A6_CD44	COLLAGEN	COL4A6	CD44	other	median	1	2	0.13459972495669534	0.13459972495669534	0.07559726601524992	0.0749967803910674	0.5	0.0	GSE205335
RAET1E_KLRK1	MHC-I	RAET1E	KLRK1	other	median	1	2	0.016209567615378506	0.016209567615378506	0.009265218530528104	0.08020336507216703	0.5	0.0	GSE205335
COL9A1_CD44	COLLAGEN	COL9A1	CD44	other	median	1	2	0.026242152657002613	0.026242152657002613	0.015023824451323721	0.08068894578815249	0.5	0.0	GSE205335
COL6A1_CD44	COLLAGEN	COL6A1	CD44	other	median	2	21	0.09063437878254442	0.05764921016341307	0.0519610017005507	0.08111080485007184	0.00029277801513671875	65.60744542574372	GSE123902+GSE205335
FN1_SDC4	FN1	FN1	SDC4	other	median	1	6	0.004038414953672254	0.002275714383286599	0.0023346653177081004	0.08367283659876013	0.3125	0.0	GSE123902
JAG2_NOTCH2	NOTCH	JAG2	NOTCH2	other	median	1	8	0.004421042416840964	0.0011165021846728485	0.002570654043282132	0.08546656789031908	0.0078125	0.0	GSE205335
C3_C3AR1	COMPLEMENT	C3	C3AR1	other	median	1	6	0.005267824457148526	0.006419317848090672	0.003087640294354511	0.08798938113587279	0.15625	0.0	GSE123902
CNTN1_NOTCH1	CNTN	CNTN1	NOTCH1	other	median	1	2	0.010141485798969833	0.010141485798969833	0.005945067726759724	0.08803312858816176	0.5	0.0	GSE205335
COL4A4_SDC4	COLLAGEN	COL4A4	SDC4	other	median	1	5	0.005476076744376636	0.0019405863798180462	0.0032350723509239703	0.09050847779025332	0.0625	0.0	GSE123902
THBS1_SDC4	THBS	THBS1	SDC4	other	median	1	6	0.003922696993327886	0.00042897324974546137	0.002327171863588268	0.09187153580528905	0.03125	0.0	GSE123902
CLEC2L_KLRB1	CLEC	CLEC2L	KLRB1	other	median	2	4	0.013121523189578306	0.011957187778561465	0.007819524490004896	0.09333808440782079	0.25	0.0	GSE123902+GSE205335
HLA-A_CD8B	MHC-I	HLA-A	CD8B	other	median	2	27	0.019261727193522957	0.015391964359820653	0.01147993064363706	0.09337424979890448	0.018655240535736084	0.0	GSE123902+GSE205335
COL2A1_CD44	COLLAGEN	COL2A1	CD44	other	median	1	3	0.042826014730724525	0.0389968732639933	0.025623100382962526	0.09464604893952995	0.25	0.0	GSE205335
ICAM1_ITGAL	ICAM	ICAM1	ITGAL	other	median	2	19	0.06652093114153974	0.05574242601850889	0.04038406596070499	0.09951542917471964	3.814697265625e-05	88.75738942343537	GSE123902+GSE205335
HLA-B_CD8A	MHC-I	HLA-B	CD8A	other	median	2	29	0.017803895238426456	0.01768849752118018	0.01082748404596426	0.10010923031911263	0.02433420717716217	0.0	GSE123902+GSE205335
TNF_TNFRSF1A	TNF	TNF	TNFRSF1A	attack	median	1	4	-0.009260587621092074	-0.007450637163887741	0.005640557487180725	0.10063438692123038	0.625	0.0	GSE205335
THBS2_CD47	THBS	THBS2	CD47	other	median	1	2	-0.08531128410312133	-0.08531128410312133	0.05221777409110551	0.10230936093551501	0.5	0.0	GSE123902
CXCL13_CXCR3	CXCL	CXCL13	CXCR3	other	median	1	4	0.006695478175761465	0.010043217263642197	0.00411236888831397	0.10349696180852032	0.25	0.0	GSE123902
PECAM1_PECAM1	PECAM1	PECAM1	PECAM1	other	median	2	8	-0.0014172863317903897	-4.552176817036664e-05	0.0008762405389899663	0.10577845475370735	0.3828125	0.0	GSE123902+GSE205335
COL6A2_SDC4	COLLAGEN	COL6A2	SDC4	other	median	1	5	0.0026106866913274815	0.0024648975530154518	0.0016192300993618646	0.10689640439428114	0.1875	0.0	GSE123902
COL1A2_SDC4	COLLAGEN	COL1A2	SDC4	other	median	1	3	-0.004495017570929768	-0.002492033166808226	0.002813044594955116	0.11006099195180348	0.25	0.0	GSE123902
LPAR1_ADGRE5	ADGRE	LPAR1	ADGRE5	other	median	2	9	0.01763705367725888	0.016920543914130646	0.011176018392254726	0.11453895825038105	0.01171875	32.27396501040219	GSE123902+GSE205335
CCL20_CCR6	CCL	CCL20	CCR6	other	median	2	8	0.0029656641554036776	0.0023473929907611157	0.0018888344010044307	0.11639120054020756	0.1953125	0.0	GSE123902+GSE205335
CLEC2D_KLRB1	CLEC	CLEC2D	KLRB1	other	median	2	25	-0.02856557090461834	-2.7389450431367177e-05	0.018376642095464916	0.12007711968883775	0.7711594104766846	0.0	GSE123902+GSE205335
ANGPTL4_SDC4	ANGPTL	ANGPTL4	SDC4	other	median	1	6	0.003714242033526775	0.0016294350859522703	0.0023974796620794716	0.12132697976486671	0.09375	0.0	GSE123902
HLA-DOA_CD4	MHC-II	HLA-DOA	CD4	other	median	2	11	0.009566349562541196	0.00904744467708324	0.006204508152057664	0.12311284299716743	0.123046875	0.0	GSE123902+GSE205335
COL4A1_CD44	COLLAGEN	COL4A1	CD44	other	median	1	5	-0.12338713932953693	0.0	0.0837007416959744	0.14044220261099516	0.625	0.0	GSE123902
GDF15_TGFBR2	GDF	GDF15	TGFBR2	other	median	2	20	0.10132817659198776	0.05065884796360422	0.06914681369227733	0.14281009891250637	1.9073486328125e-06	85.0852683776938	GSE123902+GSE205335
CLEC2B_KLRB1	CLEC	CLEC2B	KLRB1	other	median	2	21	-0.0485203723660821	0.0029808320761404543	0.033210679287615376	0.14401899531450932	0.9728584289550781	0.0	GSE123902+GSE205335
TNC_SDC4	TENASCIN	TNC	SDC4	other	median	1	4	0.009358668130019149	0.003796367325309957	0.00644410808743051	0.14642295376539258	0.125	0.0	GSE123902
CEACAM5_CEACAM6	CEACAM	CEACAM5	CEACAM6	barrier	median	1	4	0.015845974964321826	0.01503518416208342	0.011002910360757677	0.1498215309392034	0.125	0.0	GSE123902
CCL5_CCR5	CCL	CCL5	CCR5	recruit	median	1	2	-0.003062982068638794	-0.003062982068638794	0.0021758454016762067	0.15921386382154779	0.5	0.0	GSE205335
CEACAM1_CEACAM6	CEACAM	CEACAM1	CEACAM6	barrier	median	1	3	0.004174011797781717	0.007207382333132608	0.0030333705353508917	0.16881204544937922	0.25	0.0	GSE123902
DLL3_NOTCH1	NOTCH	DLL3	NOTCH1	other	median	1	3	0.00113276821459413	0.00047768624729173544	0.0008263179573831359	0.17041785575638002	0.25	0.0	GSE205335
EFNB3_EPHB6	EPHB	EFNB3	EPHB6	other	median	1	2	0.0018867788784592556	0.0018867788784592556	0.0013802966036325218	0.17164496701218124	0.5	0.0	GSE205335
JAG1_NOTCH2	NOTCH	JAG1	NOTCH2	other	median	1	8	0.011412091111543185	0.0035256494373059983	0.00834942698330329	0.17168446136343052	0.0078125	0.0	GSE205335
TNFSF14_TNFRSF14	LIGHT	TNFSF14	TNFRSF14	other	median	2	12	-0.013254976373376248	0.00016163231527526495	0.009735304306506565	0.1733440700346306	0.51953125	0.0	GSE123902+GSE205335
DLL1_NOTCH1	NOTCH	DLL1	NOTCH1	other	median	1	3	0.0082536191999152	0.0025296862620714827	0.006109559672263153	0.1767161921651048	0.25	0.0	GSE205335
CD274_PDCD1	PD-L1	CD274	PDCD1	inhibitory	median	1	6	0.01584523346670293	0.007416925608002151	0.011769623060376247	0.17821153945590873	0.03125	0.0	GSE205335
HLA-C_CD8B	MHC-I	HLA-C	CD8B	other	median	2	27	0.021553563954542877	0.020545930464680007	0.016303903000629553	0.1861721502455177	0.03399476408958435	40.9430746891443	GSE123902+GSE205335
TNFSF12_TNFRSF12A	TWEAK	TNFSF12	TNFRSF12A	other	median	1	6	0.0003734910705632376	0.0003294552661533439	0.0002860897880202037	0.19172163337697468	0.21875	0.0	GSE123902
HLA-DPA1_CD4	MHC-II	HLA-DPA1	CD4	other	median	2	17	0.01797034804267888	0.003908877386432225	0.01379144651702845	0.19257245368069686	0.4585723876953125	0.0	GSE123902+GSE205335
TNF_TNFRSF1B	TNF	TNF	TNFRSF1B	attack	median	1	6	-0.020739625403157696	-0.007228994192021848	0.016111992595899707	0.19801877966159576	0.4375	0.0	GSE205335
MDK_SDC1	MK	MDK	SDC1	other	median	1	3	0.12207972209986744	0.02604419650285905	0.09603552559700837	0.2036598695595988	0.25	0.0	GSE123902
HLA-E_CD8A	MHC-I	HLA-E	CD8A	inhibitory	median	2	29	0.04740320341145819	0.04846408016092755	0.037307356853506786	0.20386644762438644	0.008593697100877762	77.04839903269881	GSE123902+GSE205335
BAG6_NCR3-PS	BAG	BAG6	NCR3	other	median	2	9	0.008811896393351164	0.010095599063285554	0.007039977242848798	0.21068143288787966	0.00390625	84.99594946958425	GSE123902+GSE205335
FN1_CD44	FN1	FN1	CD44	other	median	2	21	0.06652526636221776	0.06940931476524803	0.05408152305387688	0.21866253428369975	0.005541801452636719	79.67069489958965	GSE123902+GSE205335
DLL1_NOTCH2	NOTCH	DLL1	NOTCH2	other	median	1	4	0.009923760777674281	0.0024833742605117753	0.008290573219491127	0.23130915772610172	0.125	0.0	GSE205335
HLA-DMB_CD4	MHC-II	HLA-DMB	CD4	other	median	2	14	0.011583809060556248	0.007404104032094842	0.009804029807249941	0.23739006753427982	0.013427734375	67.65312201376737	GSE123902+GSE205335
CCL5_CCR4	CCL	CCL5	CCR4	recruit	median	1	4	-0.010305850795750596	-0.003030910551323302	0.008754049127903228	0.23908906150125742	0.375	0.0	GSE205335
COL6A1_SDC4	COLLAGEN	COL6A1	SDC4	other	median	1	5	0.002561239642841579	0.000994269052359333	0.0021881914275328897	0.2418068764237601	0.3125	0.0	GSE123902
F2_F2R	PARs	F2	F2R	other	median	1	2	0.0005781171202816481	0.0005781171202816481	0.0004983787893532372	0.24605066493408523	0.5	0.0	GSE205335
TNFSF9_TNFRSF9	CD137	TNFSF9	TNFRSF9	other	median	2	6	0.011887875787023824	0.005857596149520472	0.010595951570740458	0.261893815529587	0.03125	48.91780405986941	GSE123902+GSE205335
LPAR2_ADGRE5	ADGRE	LPAR2	ADGRE5	other	median	2	25	0.018557803148140428	0.00890432193006836	0.01669381697284333	0.2662855348056362	0.00016231562257156015	85.35394749307478	GSE123902+GSE205335
HLA-B_CD8B	MHC-I	HLA-B	CD8B	other	median	2	27	0.017523213748769292	0.013248351744434061	0.01577369016789181	0.26660535483776715	0.040983185172080994	45.85779760113261	GSE123902+GSE205335
PTN_NCL	PTN	PTN	NCL	other	median	2	6	0.08557153728538468	0.020314425056501925	0.0770448912567486	0.2667099285642822	0.5625	0.0	GSE123902+GSE205335
KLK8_F2R	KLK	KLK8	F2R	other	median	1	4	0.02125478328174148	0.0022604554873003934	0.019179337336652013	0.2677700108043668	0.125	0.0	GSE205335
PRSS3_F2R	PARs	PRSS3	F2R	other	median	1	2	0.03666533707838902	0.03666533707838902	0.03327061484582835	0.2704470431756335	0.5	0.0	GSE205335
HLA-B_KIR3DL2	MHC-I	HLA-B	KIR3DL2	other	median	1	2	0.022805457583424185	0.022805457583424185	0.02085946592615718	0.27426623789390303	0.5	0.0	GSE205335
KLK6_F2R	KLK	KLK6	F2R	other	median	1	4	0.031819131926334086	0.0036783840974424662	0.029916176043670598	0.28750559333643677	0.125	0.0	GSE205335
SEMA3E_PLXND1	SEMA3	SEMA3E	PLXND1	other	median	1	2	0.001996136939871964	0.001996136939871964	0.0018811818883336323	0.28864087365982105	0.5	0.0	GSE123902
LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	inhibitory	median	2	15	0.017420665669995308	0.009293715944312334	0.01656080998232903	0.2928357443657228	0.0042856952994814864	87.55263966547842	GSE123902+GSE205335
CDH1_CDH1	CDH	CDH1	CDH1	barrier|inhibitory	median	1	3	0.003026004566775177	0.005914824971388302	0.002888820404613125	0.29487458640207587	0.25	0.0	GSE205335
