unit	interaction_name	pathway_name	lr_class	n	mean	sd	se	median	wilcoxon_p
GSE123902	CLEC2B_KLRB1	CLEC	other	10	-0.056403783381365626	0.1327721894108666	0.04198625284656281	-0.016155239534240827	0.130859375
GSE123902	CLEC2C_KLRB1	CLEC	other	7	-0.19158888166525054	0.24203648793861568	0.09148119361272306	-0.10844443097728214	0.015625
GSE123902	CLEC2D_KLRB1	CLEC	other	9	-0.026177828979693177	0.08043392604934861	0.026811308683116205	-0.00010249371139146553	0.734375
GSE123902	CLEC2L_KLRB1	CLEC	other	1	0.06871811083653903			0.06871811083653903	
GSE123902	COL1A1_CD44	COLLAGEN	other	11	0.06363651371790982	0.1520838943576413	0.04585501947639499	0.1047512079936343	0.0673828125
GSE123902	COL1A1_SDC1	COLLAGEN	other	2	0.00339023302289026	0.00519394320959853	0.003672672464604942	0.00339023302289026	1.0
GSE123902	COL1A1_SDC4	COLLAGEN	other	7	0.008258524491081214	0.01290680179604704	0.004878312539077467	0.0024678360121264294	0.109375
GSE123902	COL1A2_CD44	COLLAGEN	other	3	-0.15595279235553391	0.2315315365720661	0.13367479496577006	-0.048350857582340756	0.5
GSE123902	COL1A2_SDC4	COLLAGEN	other	3	-0.0017236629014351454	0.0015331354066697902	0.0008851561397449498	-0.0025203553585276127	0.5
GSE123902	COL4A1_CD44	COLLAGEN	other	4	-0.07914627898256871	0.12600555510955452	0.06300277755477726	-0.05609280828536742	0.375
GSE123902	COL4A1_SDC4	COLLAGEN	other	3	-0.00034635774843035354	0.0013674459124989316	0.0007894952656835116	-0.00032386351190591807	0.75
GSE123902	COL4A2_CD44	COLLAGEN	other	4	-0.07225678495229532	0.14477277462035854	0.07238638731017927	-0.019167881539713924	0.625
GSE123902	COL4A2_SDC4	COLLAGEN	other	3	-0.0004791593020532434	0.0011427279224632734	0.0006597542736446727	-0.00037289601716704654	0.75
GSE123902	COL4A3_CD44	COLLAGEN	other	5	0.1077287485138529	0.09788480725662303	0.043775416598054756	0.07515282837993634	0.0625
GSE123902	COL4A3_SDC1	COLLAGEN	other	1	0.006641331474302695			0.006641331474302695	
GSE123902	COL4A3_SDC4	COLLAGEN	other	4	0.008633763776794038	0.009880131945779748	0.004940065972889874	0.008518763484867324	0.125
GSE123902	COL4A4_CD44	COLLAGEN	other	7	0.06560556652576126	0.05243583421364684	0.019818882445360234	0.058189191891555275	0.015625
GSE123902	COL4A4_SDC1	COLLAGEN	other	1	0.005066378099272042			0.005066378099272042	
GSE123902	COL4A4_SDC4	COLLAGEN	other	5	0.003982504235053223	0.005509616530114188	0.0024639754182583682	0.0012696629248001355	0.0625
GSE123902	COL4A5_CD44	COLLAGEN	other	2	0.12300253336355096	0.12073871989481551	0.08537516758940715	0.12300253336355096	0.5
GSE123902	COL4A5_SDC4	COLLAGEN	other	1	0.011693220281458364			0.011693220281458364	
GSE123902	COL6A1_CD44	COLLAGEN	other	10	0.032644704507818624	0.1420885412235598	0.0449323419677177	0.0442559473987605	0.083984375
GSE123902	COL6A1_SDC1	COLLAGEN	other	1	0.0011837018548942146			0.0011837018548942146	
GSE123902	COL6A1_SDC4	COLLAGEN	other	5	0.002081359208463523	0.0031972239283563197	0.0014298420086187296	0.0018433180604438704	0.1875
GSE123902	COL6A2_CD44	COLLAGEN	other	7	-0.020323070675173225	0.23631608879661284	0.08931908596561351	0.01642014541516168	0.578125
GSE123902	COL6A2_SDC4	COLLAGEN	other	5	0.002568388694258351	0.004336206135712067	0.001939210336780772	0.0010649477114967228	0.3125
GSE123902	COL6A3_CD44	COLLAGEN	other	2	-0.30223615216500876	0.35028927450032116	0.24769192137609305	-0.30223615216500876	0.5
GSE123902	COL6A3_SDC4	COLLAGEN	other	2	-0.0013133448540852085	0.0001150263197910533	8.133589073918617e-05	-0.0013133448540852085	0.5
GSE123902	COL9A2_CD44	COLLAGEN	other	5	0.18009768064252024	0.25860374324293656	0.11565110982542161	0.09749968743390058	0.0625
GSE123902	COL9A2_SDC1	COLLAGEN	other	1	0.0017025661827723545			0.0017025661827723545	
GSE123902	COL9A2_SDC4	COLLAGEN	other	3	0.008792710645294641	0.005717795078902924	0.0033011705279757204	0.0067068057608953135	0.25
GSE123902	COL9A3_CD44	COLLAGEN	other	2	0.0008234236964705253	0.0011644969591280037	0.0008234236964705252	0.0008234236964705253	1.0
GSE123902	COL9A3_SDC4	COLLAGEN	other	1	1.1129473146036205e-05			1.1129473146036205e-05	
GSE123902	CSF1_CSF1R	CSF	other	1	0.004979336223790449			0.004979336223790449	
GSE123902	CXCL10_CXCR3	CXCL	recruit	2	0.0017526417493838025	0.0020993399111519143	0.0014844574871910826	0.0017526417493838025	0.5
GSE123902	CXCL12_CXCR4	CXCL	other	2	0.014051951303575188	0.05359134136786999	0.03789480089410402	0.014051951303575188	1.0
GSE123902	CXCL13_CXCR3	CXCL	other	3	0.007161708402412579	0.011748547295826884	0.006783026943832701	0.0007645461107786723	0.5
GSE123902	CXCL16_CXCR6	CXCL	recruit	9	0.06570665271201742	0.09843038657704163	0.032810128859013875	0.03852254994098932	0.00390625
GSE123902	CXCL9_CXCR3	CXCL	recruit	1	0.0005704099200019995			0.0005704099200019995	
GSE123902	F11R_F11R	JAM	barrier	1	0.02979199770279273			0.02979199770279273	
GSE123902	FGF18_FGFR1	FGF	other	1	0.003706788014612962			0.003706788014612962	
GSE123902	FGF2_FGFR1	FGF	other	1	0.00024099136417955665			0.00024099136417955665	
GSE123902	FGF7_FGFR1	FGF	other	1	0.00027447505712177713			0.00027447505712177713	
GSE123902	FGF9_FGFR1	FGF	other	1	0.001073051581473952			0.001073051581473952	
GSE123902	FN1_CD44	FN1	other	10	0.026065099947095126	0.17948267102885723	0.05675740409819056	-0.004387313107400523	0.921875
GSE123902	FN1_SDC1	FN1	other	2	0.008866985176481004	0.013124365398361844	0.009280327771951744	0.008866985176481004	1.0
GSE123902	FN1_SDC4	FN1	other	6	0.010323824070638853	0.017226568229165563	0.0070327170301159375	0.0035886307977139775	0.4375
GSE123902	GAS6_AXL	GAS	other	1	0.006355681609943551			0.006355681609943551	
GSE123902	GDF15_TGFBR2	GDF	other	9	0.05803390731736061	0.04804947969908124	0.01601649323302708	0.06548633690864566	0.00390625
GSE123902	GJA1_GJA1	GAP	other	1	0.006701028248013958			0.006701028248013958	
GSE123902	GZMA_F2R	PARs	other	2	-0.002580151522572131	0.0035590787789044915	0.0025166487393405027	-0.002580151522572131	0.5
GSE123902	HBEGF_EGFR	EGF	other	1	0.0007021068128000243			0.0007021068128000243	
GSE123902	HC_C5AR1	COMPLEMENT	other	1	-0.017258306513435573			-0.017258306513435573	
GSE123902	HLA-A_CD8A	MHC-I	other	11	0.03357832548597385	0.0593359260805674	0.017890454854318668	0.02399012163467429	0.0419921875
GSE123902	HLA-A_CD8B	MHC-I	other	10	0.02252439069692668	0.058111350188917825	0.018376422450463635	0.014401668596606354	0.064453125
GSE123902	HLA-B_CD8A	MHC-I	other	11	0.017683465578256452	0.04304644500582041	0.01297899151299767	0.024592635826052756	0.123046875
GSE123902	HLA-B_CD8B	MHC-I	other	10	0.01008470617506339	0.043396011573186344	0.013723023793829562	0.011647646486177575	0.193359375
GSE123902	HLA-C_CD8A	MHC-I	other	11	0.02398374175463466	0.06487660891689734	0.019561033586179447	0.02655336894636734	0.2060546875
GSE123902	HLA-C_CD8B	MHC-I	other	10	0.013151332349406474	0.05805636747452094	0.018359035389520367	0.012805903990658951	0.193359375
GSE123902	HLA-DMA_CD4	MHC-II	other	9	0.03292097927522104	0.06423357484164517	0.021411191613881723	0.0056548940347169625	0.12890625
GSE123902	HLA-DMB_CD4	MHC-II	other	8	0.025773499012881812	0.03320331548508341	0.011739144768689388	0.018452723579102458	0.078125
GSE123902	HLA-DOA_CD4	MHC-II	other	5	0.010573030735435498	0.03029712459351326	0.013549286022775267	0.014043759927131513	0.4375
GSE123902	HLA-DOB_CD4	MHC-II	other	4	0.010118866685383051	0.020156749691803203	0.010078374845901602	6.075353680142965e-05	0.25
GSE123902	HLA-DPA1_CD4	MHC-II	other	9	0.017571780128229162	0.05855982969219491	0.019519943230731637	0.006751777404639968	0.25
GSE123902	HLA-DPB1_CD4	MHC-II	other	9	0.011960485557942857	0.0427774867499035	0.014259162249967832	0.003692240222190916	0.49609375
GSE123902	HLA-DQA1_CD4	MHC-II	other	8	0.033725989695644824	0.046142774595674896	0.016313934409682034	0.008575337934225259	0.1484375
GSE123902	HLA-DQA2_CD4	MHC-II	other	6	0.022048115833700577	0.04767256517608884	0.01946224323516536	0.014272405004898505	0.21875
GSE123902	HLA-DQB1_CD4	MHC-II	other	8	0.04326718458727444	0.058463305224339575	0.02066989978735471	0.016654394159019897	0.0546875
GSE123902	HLA-DRA_CD4	MHC-II	other	9	0.026694299251494004	0.04966074590418866	0.016553581968062888	0.003306951921799887	0.359375
GSE123902	HLA-DRB1_CD4	MHC-II	other	8	0.05120167199578686	0.06194327332644954	0.02190025430901213	0.014677579220907636	0.0078125
GSE123902	HLA-DRB5_CD4	MHC-II	other	8	0.018240864454564364	0.06517932270879331	0.02304437054026704	0.0017381243846910821	0.546875
GSE123902	HLA-E_CD8A	MHC-I	inhibitory	11	0.026763245634881003	0.07165638064623801	0.02160521167622326	0.023415854597022445	0.1748046875
GSE123902	HLA-E_CD8B	MHC-I	inhibitory	10	0.009435555420892059	0.05507588369510711	0.01741652366230691	0.012508912300592888	0.232421875
GSE123902	HLA-E_CD94:NKG2A	MHC-I	inhibitory	1	0.07708937182819123			0.07708937182819123	
GSE123902	HLA-E_KLRC1	MHC-I	inhibitory	1	0.08015702329763646			0.08015702329763646	
GSE123902	HLA-F_CD8A	MHC-I	inhibitory	11	0.03794638312734562	0.04748233140538495	0.01431646158572459	0.04729769380321055	0.0419921875
GSE123902	HLA-F_CD8B	MHC-I	inhibitory	10	0.019016802675056347	0.02508878449213075	0.007933770272024394	0.01808812515247626	0.037109375
GSE123902	HLA-G_CD8A	MHC-I	inhibitory	10	0.03340059196235443	0.05450465007116654	0.017235883729534482	0.0263345052195337	0.064453125
GSE123902	HLA-G_CD8B	MHC-I	inhibitory	9	0.020776306611413928	0.03493854509191874	0.011646181697306246	0.008908884984245379	0.09765625
GSE123902	HSPG2_DAG1	HSPG	other	1	0.005299262626323583			0.005299262626323583	
GSE123902	ICAM1_ITGAL	ICAM	other	6	0.03136405288146111	0.040066914417891154	0.01635724931526597	0.010691733343885288	0.03125
GSE123902	ICAM1_SPN	ICAM	other	8	0.10320608548863006	0.09094606018520213	0.03215428793957815	0.08658359879043813	0.0078125
GSE123902	ICOSL_CD28	ICOS	other	2	0.00412534594564249	0.005486665284805282	0.0038796582289866346	0.00412534594564249	0.5
GSE123902	ICOSL_CTLA4	ICOS	other	2	0.0035816182806964	0.0017623110826033967	0.0012461421170690675	0.0035816182806964	0.5
GSE123902	ICOSL_ICOS	ICOS	other	2	0.021552755068566527	0.029966666067320357	0.021189632785755034	0.021552755068566527	0.5
GSE123902	IGF2_IGF2R	IGF	other	1	0.004869033500002295			0.004869033500002295	
GSE123902	IGFBP3_TMEM219	IGFBP	other	6	0.021076362343027958	0.047145575530521046	0.01924710061327015	0.03136997040521893	0.3125
GSE123902	LAMA3_CD44	LAMININ	other	6	0.07580166771791517	0.07166270683261383	0.029256177554427595	0.06031134281955777	0.0625
GSE123902	LAMA3_DAG1	LAMININ	other	1	0.0008182166854636329			0.0008182166854636329	
GSE123902	LAMA4_CD44	LAMININ	other	2	-0.14240188390881417	0.17457518947896164	0.1234433003075002	-0.14240188390881417	0.5
GSE123902	LAMA5_CD44	LAMININ	other	10	0.14587595980881382	0.14394234357718846	0.04551856574464245	0.08081836923918136	0.001953125
GSE123902	LAMA5_DAG1	LAMININ	other	1	0.000532545605596679			0.000532545605596679	
GSE123902	LAMB1_CD44	LAMININ	other	3	-0.04753296295755125	0.08646674771110863	0.049921600066960024	-0.02295512742950387	0.75
GSE123902	LAMB2_CD44	LAMININ	other	10	0.1136633271981359	0.12848007313341023	0.040628966504658276	0.0848627294445723	0.009765625
GSE123902	LAMB2_DAG1	LAMININ	other	1	0.0019288685601741714			0.0019288685601741714	
GSE123902	LAMB3_CD44	LAMININ	other	11	0.19975686732707373	0.21115439665617527	0.06366544604930985	0.168226815231371	0.00390625
GSE123902	LAMB3_DAG1	LAMININ	other	1	0.0001234618259526489			0.0001234618259526489	
GSE123902	LAMC1_CD44	LAMININ	other	10	0.08539294777546597	0.07503184157430995	0.02372715164117334	0.07575375618888386	0.00390625
GSE123902	LAMC1_DAG1	LAMININ	other	1	0.002063547068303261			0.002063547068303261	
GSE123902	LAMC2_CD44	LAMININ	other	9	0.10594605103953193	0.10885746044280244	0.03628582014760081	0.05536910693695853	0.00390625
GSE123902	LAMC2_DAG1	LAMININ	other	1	0.00034860749188465423			0.00034860749188465423	
GSE123902	LCK_CD8A_CD8B1	LCK	other	5	-0.014420449480499175	0.01912068011133438	0.008551028100994383	-0.009441466256883102	0.1875
GSE123902	LGALS9_CD44	GALECTIN	inhibitory	11	0.0922704854640955	0.09648817852442435	0.02909228044275848	0.11687143617566857	0.0185546875
GSE123902	LGALS9_CD45	GALECTIN	inhibitory	11	0.11263299116716427	0.12707597007049165	0.038314846599477585	0.1401482220742139	0.0244140625
GSE123902	LGALS9_HAVCR2	GALECTIN	inhibitory	8	-0.0023011601716813428	0.015553613418308104	0.005499032760019869	0.0021165961316449715	0.9453125
GSE123902	LGALS9_P4HB	GALECTIN	inhibitory	10	0.033895888895632845	0.0520986922521648	0.016475053063300816	0.03160593087201963	0.037109375
GSE123902	LPAR1_ADGRE5	ADGRE	other	4	0.007408960197940795	0.009978151289275592	0.004989075644637796	0.005994166145115947	0.375
GSE123902	LPAR2_ADGRE5	ADGRE	other	6	0.008163469849335926	0.00351272208775706	0.0014340627872014718	0.009915939663445342	0.03125
GSE123902	MDK_NCL	MK	other	13	0.23765714883736447	0.20054964440035025	0.055622463550887104	0.22335194695986543	0.000244140625
GSE123902	MDK_SDC1	MK	other	2	0.05075203635490247	0.030256981295700532	0.021394916652424375	0.05075203635490247	0.5
GSE123902	MDK_SDC2	MK	other	1	0.020901944882270897			0.020901944882270897	
GSE123902	MDK_SDC4	MK	other	7	0.0395991755486421	0.05507990437429585	0.02081824703022936	0.013052506092447413	0.015625
GSE123902	MIF_CD74_CD44	MIF	other	13	0.10584255282364773	0.08548701427616417	0.023709831796848616	0.08911028970256485	0.000244140625
GSE123902	MIF_CD74_CXCR4	MIF	other	13	0.0845671091182372	0.07287856109497969	0.020212876069998793	0.06615255771992135	0.000244140625
GSE123902	MPZL1_MPZL1	MPZ	other	2	8.524116631436737e-05	0.00013348358204343086	9.438714603998082e-05	8.524116631436737e-05	1.0
GSE123902	NECTIN2_CD226	NECTIN	barrier|inhibitory	4	0.01910887643124099	0.029877240142896923	0.014938620071448461	0.006116659818690442	0.125
GSE123902	NECTIN2_TIGIT	NECTIN	barrier|inhibitory	10	0.09595073729379752	0.09567046099335347	0.0302536561537292	0.05263621239232781	0.001953125
GSE123902	NECTIN3_TIGIT	NECTIN	barrier	3	0.011379124107915563	0.011446177653080066	0.006608453749198055	0.0075035517846512145	0.25
GSE123902	NRXN1_CLSTN1	NRXN	other	1	0.00010819197420429073			0.00010819197420429073	
GSE123902	OCLN_OCLN	OCLN	barrier	1	0.00035740028724289344			0.00035740028724289344	
GSE123902	PECAM1_CD38	PECAM2	other	3	-0.006859170432415698	0.008329321383966134	0.004808935943199754	-0.0035440268404008553	0.25
GSE123902	PECAM1_PECAM1	PECAM1	other	5	-0.0004012616388988438	0.0008425400949951602	0.0003767953852356617	-4.2375904118211504e-05	0.3125
GSE123902	PLAU_PLAUR	PLAU	other	5	0.0034017259302959657	0.03268563230383565	0.014617459143787915	0.019593411445996682	0.625
GSE123902	PPIA_BSG	CypA	other	12	0.051391958903774494	0.07649375210501641	0.022081844184577863	0.02642024496950722	0.01611328125
GSE123902	PROS1_MERTK	PROS	other	1	0.0007362453851806532			0.0007362453851806532	
GSE123902	PRSS3_F2R	PARs	other	1	-0.017968836114807422			-0.017968836114807422	
GSE123902	PTN_NCL	PTN	other	2	0.09347687842800224	0.23730423740201279	0.16779943547126558	0.09347687842800224	1.0
GSE123902	PTN_SDC4	PTN	other	1	-0.00014719928454453538			-0.00014719928454453538	
GSE123902	PVR_CD226	PVR	barrier|inhibitory	2	0.004754943626230176	0.005578717882749152	0.003944749245218584	0.004754943626230176	0.5
GSE123902	PVR_TIGIT	PVR	barrier|inhibitory	4	0.029428542739899526	0.02150550584382535	0.010752752921912676	0.029792284446140096	0.125
GSE123902	Q9HDB5_CLSTN1	NRXN	other	1	6.441145786720238e-05			6.441145786720238e-05	
GSE123902	RETN_CAP1	RESISTIN	other	1	-0.00040809614498983735			-0.00040809614498983735	
GSE123902	SCGB3A2_MARCO	UGRP1	other	1	0.05036727453209233			0.05036727453209233	
GSE123902	SELPLG_SELL	SELPLG	other	1	-0.00029131614674150926			-0.00029131614674150926	
GSE123902	SEMA3C_PLXND1	SEMA3	other	1	0.0003228844458545165			0.0003228844458545165	
GSE123902	SEMA3E_PLXND1	SEMA3	other	2	0.0002992561135200723	0.00037895009343928487	0.0002679581808021941	0.0002992561135200723	0.5
GSE123902	SEMA4A_PLXNB2	SEMA4	other	1	0.01307745123962497			0.01307745123962497	
GSE123902	SEMA4C_PLXNB2	SEMA4	other	1	0.0006304802991191842			0.0006304802991191842	
GSE123902	SEMA4D_PLXNB2	SEMA4	other	1	0.007143935308778008			0.007143935308778008	
GSE123902	SFTPD_ADGRE5	ADGRE	other	6	0.16157074089068182	0.1791130678224226	0.07312260373824198	0.08682193265261168	0.0625
GSE123902	SPP1_CD44	SPP1	other	11	0.07773771946169546	0.15612157718756522	0.047072426655423896	0.04348086829716552	0.10546875
GSE123902	TGM2_ADGRG1	ADGRG	other	1	4.43068533807034e-05			4.43068533807034e-05	
GSE123902	THBS1_CD47	THBS	other	8	0.03633695980679602	0.04343557101852896	0.015356793405955851	0.02254732067184173	0.015625
GSE123902	THBS1_SDC1	THBS	other	1	0.01467007217949994			0.01467007217949994	
GSE123902	THBS1_SDC4	THBS	other	6	0.009408451774068615	0.01550929653069748	0.0063316437949543685	0.00023707330510464714	0.0625
GSE123902	THBS2_CD47	THBS	other	2	-0.07562877267964395	0.08754022328948997	0.061900285514582896	-0.07562877267964395	0.5
GSE123902	THBS2_SDC4	THBS	other	2	-0.0006833941280968748	7.360459794843767e-05	5.204631033584971e-05	-0.0006833941280968748	0.5
GSE123902	THBS3_CD47	THBS	other	3	0.02518398766265201	0.02108943066365404	0.012175988470716608	0.02952310672009399	0.25
GSE123902	THBS3_SDC4	THBS	other	3	0.0019163185760042419	0.0022722141344429336	0.0013118634421771004	0.0013096935314357407	0.25
GSE123902	THY1_ADGRE5	ADGRE	other	2	-0.1219068993516281	0.11944863224351875	0.0844629378628502	-0.1219068993516281	0.5
GSE123902	TNC_SDC4	TENASCIN	other	4	0.013117805281863903	0.02281879011349179	0.011409395056745895	0.002232886475401946	0.125
GSE123902	TNFSF12_TNFRSF12A	TWEAK	other	6	0.0008424283004191453	0.0015592562003899752	0.000636563678204386	0.0003729765050752874	0.3125
GSE123902	TNFSF14_TNFRSF14	LIGHT	other	3	-0.02611214750431778	0.036718651330272835	0.02119952322981303	-0.011067192010934401	0.5
GSE123902	TNFSF15_TNFRSF25	VEGI	other	4	0.005241764477867522	0.006027151779045349	0.0030135758895226744	0.004192443243265513	0.125
GSE123902	TNFSF9_TNFRSF9	CD137	other	2	0.002061546467807221	0.005300752993065479	0.0037481983867914885	0.002061546467807221	1.0
GSE123902	TNF_TNFRSF1B	TNF	attack	1	-0.015421071316257858			-0.015421071316257858	
GSE123902	TNXB_SDC4	TENASCIN	other	1	0.011227945752926252			0.011227945752926252	
GSE205335	AGRN_DAG1	AGRN	other	1	0.0011686738613390921			0.0011686738613390921	
GSE205335	APP_CD74	APP	other	20	0.2844818413764165	0.2305521493072942	0.051553027820979085	0.2684818635544723	1.9073486328125e-06
GSE205335	APP_SORL1	APP	other	16	0.15246194362099813	0.1554185035657251	0.03885462589143127	0.1304179396045595	3.0517578125e-05
GSE205335	APP_TNFRSF21	APP	other	1	0.007100800548519769			0.007100800548519769	
GSE205335	BAG6_NCR3-PS	BAG	other	7	0.018938203045628783	0.013660618968174363	0.0051632286492858765	0.02029402596977645	0.015625
GSE205335	BTLA_TNFRSF14	BTLA	other	2	-0.044452543214111365	0.01836951293984267	0.012989207166856783	-0.044452543214111365	0.5
GSE205335	C1QL1_ADGRB3	ADGRB	other	1	-0.0032484603441961177			-0.0032484603441961177	
GSE205335	CADM1_CADM1	CADM	barrier	1	0.04393027235113123			0.04393027235113123	
GSE205335	CCL15_CCR1	CCL	other	1	0.008440814285927321			0.008440814285927321	
GSE205335	CCL20_CCR6	CCL	other	3	0.007682855872103554	0.0030615289663604196	0.001767574572860025	0.006529557009982906	0.25
GSE205335	CCL3_CCR5	CCL	recruit	1	-0.010206536670319922			-0.010206536670319922	
GSE205335	CCL4_CCR5	CCL	recruit	1	-0.05177940779300087			-0.05177940779300087	
GSE205335	CCL5_CCR1	CCL	recruit	1	-0.0024712863831474864			-0.0024712863831474864	
GSE205335	CCL5_CCR4	CCL	recruit	4	-0.01132002064196031	0.016714497753852822	0.008357248876926411	-0.004289784113355295	0.125
GSE205335	CCL5_CCR5	CCL	recruit	2	-0.017862507430234785	0.023853354793633052	0.016866868928626568	-0.017862507430234785	0.5
GSE205335	CD274_PDCD1	PD-L1	inhibitory	5	0.019583354374160276	0.03620788646103339	0.016192659089692987	0.0012025635518394238	0.0625
GSE205335	CD46_JAG1	CD46	other	1	0.004349772697483198			0.004349772697483198	
GSE205335	CD48_CD244A	CD48	other	1	-0.0027152039048443303			-0.0027152039048443303	
GSE205335	CD55_ADGRE5	ADGRE	other	19	0.19978812680165675	0.14372702679653784	0.03297324132956162	0.18880845331859936	3.814697265625e-06
GSE205335	CD70_CD27	CD70	other	3	-0.02579927106997612	0.026454408802338614	0.015273460043282606	-0.027407753137936336	0.5
GSE205335	CD80_CD28	CD80	inhibitory	1	-0.01305010160925988			-0.01305010160925988	
GSE205335	CD80_CTLA4	CD80	inhibitory	1	-0.008268160280390641			-0.008268160280390641	
GSE205335	CD86_CD28	CD86	inhibitory	1	-0.0050201228468043455			-0.0050201228468043455	
GSE205335	CD86_CTLA4	CD86	inhibitory	1	-0.0031711478508585716			-0.0031711478508585716	
GSE205335	CD99_CD99	CD99	other	19	0.14443682668740665	0.1780052983135411	0.040837216145449294	0.11655169494058415	0.0033416748046875
GSE205335	CDH1_CDH1	CDH	barrier|inhibitory	2	0.004784653289534811	0.006528548553177297	0.00461638095325729	0.004784653289534811	0.5
GSE205335	CDH1_KLRG1	CDH1	barrier|inhibitory	16	0.09402304413438685	0.06972686683748272	0.01743171670937068	0.07819512724305208	3.0517578125e-05
GSE205335	CDH2_CDH2	CDH	other	1	0.015881969758306108			0.015881969758306108	
GSE205335	CEACAM1_CEACAM6	CEACAM	barrier	1	0.029005005013231645			0.029005005013231645	
GSE205335	CEACAM5_CEACAM6	CEACAM	barrier	1	0.04623003966844457			0.04623003966844457	
GSE205335	CEACAM6_CEACAM6	CEACAM	barrier	2	0.029944777557056153	0.03817219720134065	0.026991819493858125	0.029944777557056153	0.5
GSE205335	CLDN3_CLDN3	CLDN	barrier	3	0.03065459380268311	0.007953869702538223	0.004592168813859651	0.031757357203242464	0.25
GSE205335	CLEC2B_KLRB1	CLEC	other	12	0.016930524798168756	0.04796136516303765	0.013845253543790865	0.019702827955008967	0.1513671875
GSE205335	CLEC2C_KLRB1	CLEC	other	4	-0.09273894275946684	0.15064509865866607	0.07532254932933304	-0.09828571182404797	0.625
GSE205335	CLEC2D_KLRB1	CLEC	other	12	-0.00962359080975477	0.058574624157589954	0.016909037512532858	0.004174462508553507	0.5185546875
GSE205335	CLEC2L_KLRB1	CLEC	other	2	0.015054523035624877	0.0063327983696508505	0.004477964671067229	0.015054523035624877	0.5
GSE205335	CNTN1_NOTCH1	CNTN	other	2	0.011343105764128303	0.006676307804247041	0.004720862521671751	0.011343105764128303	0.5
GSE205335	CNTN1_NOTCH2	CNTN	other	1	0.027345142924280752			0.027345142924280752	
GSE205335	COL1A1_CD44	COLLAGEN	other	13	0.19372901844214382	0.23862536817735355	0.06618276927614779	0.11105938273361851	0.001220703125
GSE205335	COL1A2_CD44	COLLAGEN	other	4	0.02791627930693343	0.026418594912913713	0.013209297456456857	0.03600264832302214	0.25
