interaction_name	pathway_name	ligand	receptor	lr_class	split	k_units	n_q1	n_q4	n_compared	mean_delta	se	p_meta	i2	units
HLA-DPB1_CD4	MHC-II	HLA-DPB1	CD4	other	between_q4q1_given_pct	1	3	3	6	0.19569754020337754	0.16239239481344828	0.22816834794007235	0.0	GSE123902
CXCL16_CXCR6	CXCL	CXCL16	CXCR6	recruit	between_q4q1_given_pct	1	3	2	5	0.10957979593425941	0.09125660230942174	0.22983360538654618	0.0	GSE123902
COL6A1_CD44	COLLAGEN	COL6A1	CD44	other	between_q4q1_given_pct	1	3	2	5	0.24849311508523111	0.21446668067928887	0.24659641603210547	0.0	GSE205335
LAMB1_CD44	LAMININ	LAMB1	CD44	other	between_q4q1_given_pct	1	3	2	5	0.05517675158050647	0.04791722705604846	0.2495260407235823	0.0	GSE205335
LAMC1_CD44	LAMININ	LAMC1	CD44	other	between_q4q1_given_pct	2	6	6	12	0.04565293646441137	0.04054633722769432	0.26018889636421594	0.0	GSE123902+GSE205335
HLA-DRA_CD4	MHC-II	HLA-DRA	CD4	other	between_q4q1_given_pct	1	3	3	6	0.23338043510163448	0.2108734755039313	0.26840979155836076	0.0	GSE123902
HLA-DPA1_CD4	MHC-II	HLA-DPA1	CD4	other	between_q4q1_given_pct	1	3	3	6	0.18515665012528046	0.17802327126734868	0.29830741581168985	0.0	GSE123902
FN1_CD44	FN1	FN1	CD44	other	between_q4q1_given_pct	2	6	6	12	-0.02548188627763856	0.024837669141583328	0.3049212331518637	0.0	GSE123902+GSE205335
LAMB3_CD44	LAMININ	LAMB3	CD44	other	between_q4q1_given_pct	1	6	2	8	0.31472998330999813	0.30704481352375695	0.3053492813048255	0.0	GSE205335
LAMA5_CD44	LAMININ	LAMA5	CD44	other	between_q4q1_given_pct	2	8	7	15	0.03991294880714308	0.04087737759963278	0.3288629209115769	0.0	GSE123902+GSE205335
NECTIN3_TIGIT	NECTIN	NECTIN3	TIGIT	barrier	between_q4q1_given_pct	1	3	2	5	0.03033140993382176	0.031512693945395985	0.3357914608310717	0.0	GSE205335
HLA-DQA2_CD4	MHC-II	HLA-DQA2	CD4	other	between_q4q1_given_pct	1	2	2	4	-0.029876842072271516	0.03138002276573872	0.34104752310939446	0.0	GSE123902
THBS1_SDC4	THBS	THBS1	SDC4	other	between_q4q1_given_pct	1	2	2	4	0.005191567471401031	0.005593684059156597	0.3533492741649755	0.0	GSE123902
HLA-DQA1_CD4	MHC-II	HLA-DQA1	CD4	other	between_q4q1_given_pct	1	3	3	6	-0.048783072157710126	0.05281987042349548	0.3557080261994099	0.0	GSE123902
HLA-B_CD8B	MHC-I	HLA-B	CD8B	other	between_q4q1_given_pct	2	9	5	14	-0.17314389128410218	0.21168931544599656	0.41340565756903325	70.0585552013451	GSE123902+GSE205335
CLEC2B_KLRB1	CLEC	CLEC2B	KLRB1	other	between_q4q1_given_pct	1	4	2	6	-0.054490597796458096	0.06676442628517161	0.41440740078464255	0.0	GSE123902
HLA-DRB1_CD4	MHC-II	HLA-DRB1	CD4	other	between_q4q1_given_pct	1	3	3	6	0.12897179217173968	0.15815171594429883	0.4147895371009581	0.0	GSE123902
MDK_NCL	MK	MDK	NCL	other	between_q4q1_given_pct	2	10	9	19	0.1934897205905939	0.24099329704459327	0.42204164491346763	88.50302443232036	GSE123902+GSE205335
APP_CD74	APP	APP	CD74	other	between_q4q1_given_pct	2	10	9	19	0.07720574810418203	0.10143624774453916	0.4465819146939106	0.0	GSE123902+GSE205335
MDK_SDC4	MK	MDK	SDC4	other	between_q4q1_given_pct	1	2	3	5	0.03162147261419805	0.0428455914593304	0.4604942228571517	0.0	GSE123902
PVR_TIGIT	PVR	PVR	TIGIT	barrier|inhibitory	between_q4q1_given_pct	1	3	3	6	0.030177716111699324	0.04112957722568156	0.46311758785767265	0.0	GSE205335
HLA-F_CD8B	MHC-I	HLA-F	CD8B	inhibitory	between_q4q1_given_pct	2	9	5	14	-0.12292498274170992	0.17327230206454744	0.4780561959984235	71.7620611171755	GSE123902+GSE205335
PPIA_BSG	CypA	PPIA	BSG	other	between_q4q1_given_pct	2	10	9	19	-0.03705224818887275	0.054921215984340264	0.49990221006366475	0.0	GSE123902+GSE205335
LGALS9_CD44	GALECTIN	LGALS9	CD44	inhibitory	between_q4q1_given_pct	2	9	5	14	-0.06334931769134262	0.11871115309178867	0.5935888913298013	28.56093968446023	GSE123902+GSE205335
ANGPTL4_SDC4	ANGPTL	ANGPTL4	SDC4	other	between_q4q1_given_pct	1	2	2	4	-0.00032070057440607776	0.0006617014681713323	0.6279171795198208	0.0	GSE123902
LGALS9_P4HB	GALECTIN	LGALS9	P4HB	inhibitory	between_q4q1_given_pct	2	9	5	14	0.052389789349502225	0.10829337888898441	0.6285445107713847	44.164607078171834	GSE123902+GSE205335
HLA-C_CD8B	MHC-I	HLA-C	CD8B	other	between_q4q1_given_pct	2	9	5	14	-0.122932788633396	0.2560920092967982	0.631203447353512	82.1467596794711	GSE123902+GSE205335
HLA-A_CD8B	MHC-I	HLA-A	CD8B	other	between_q4q1_given_pct	2	9	5	14	-0.1150846273975912	0.24510384589536	0.6386878765900021	81.85861611001319	GSE123902+GSE205335
MIF_CD74_CD44	MIF	MIF	CD74_CD44	other	between_q4q1_given_pct	2	10	9	19	-0.029545089881928537	0.06334570555965274	0.6409218363317156	0.0	GSE123902+GSE205335
HLA-F_CD8A	MHC-I	HLA-F	CD8A	inhibitory	between_q4q1_given_pct	2	9	5	14	-0.10664452658633866	0.27909913908720024	0.7023852105217085	85.39493049719474	GSE123902+GSE205335
COL1A1_CD44	COLLAGEN	COL1A1	CD44	other	between_q4q1_given_pct	2	5	6	11	-0.09301512631502802	0.24526048127866418	0.704501956450718	58.71608943307093	GSE123902+GSE205335
HLA-DRB5_CD4	MHC-II	HLA-DRB5	CD4	other	between_q4q1_given_pct	1	3	3	6	-0.02187331678311947	0.06105913285030214	0.7201699282999546	0.0	GSE123902
HLA-C_CD8A	MHC-I	HLA-C	CD8A	other	between_q4q1_given_pct	2	9	6	15	-0.07080376703224113	0.21940699946894365	0.7469185571895619	76.28092285726478	GSE123902+GSE205335
LPAR2_ADGRE5	ADGRE	LPAR2	ADGRE5	other	between_q4q1_given_pct	1	4	5	9	-0.004806316706225153	0.018904100428898007	0.7993045020157247	0.0	GSE205335
HLA-A_CD8A	MHC-I	HLA-A	CD8A	other	between_q4q1_given_pct	2	9	6	15	-0.04945435084367151	0.2069359450314164	0.8111180982987396	80.09014807800993	GSE123902+GSE205335
ICAM1_ITGAL	ICAM	ICAM1	ITGAL	other	between_q4q1_given_pct	1	2	2	4	-0.0026947259848565663	0.011879811780422939	0.820554083976766	0.0	GSE123902
NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	barrier|inhibitory	between_q4q1_given_pct	2	9	5	14	0.012324273172996019	0.06856367541535466	0.8573493820637597	0.0	GSE123902+GSE205335
CD55_ADGRE5	ADGRE	CD55	ADGRE5	other	between_q4q1_given_pct	2	10	7	17	0.012373933858157386	0.07870628597045597	0.8750741542984524	0.0	GSE123902+GSE205335
HLA-DMA_CD4	MHC-II	HLA-DMA	CD4	other	between_q4q1_given_pct	2	7	5	12	0.02546001965221805	0.1663935932955236	0.8783897450166025	77.88896166910177	GSE123902+GSE205335
CDH1_KLRG1	CDH1	CDH1	KLRG1	barrier|inhibitory	between_q4q1_given_pct	1	5	3	8	0.00956310486696172	0.10381153315008049	0.9266028021453101	0.0	GSE205335
THBS1_CD47	THBS	THBS1	CD47	other	between_q4q1_given_pct	1	3	2	5	-0.003512420978272507	0.04138148248607445	0.9323575462500322	0.0	GSE123902
MIF_CD74_CXCR4	MIF	MIF	CD74_CXCR4	other	between_q4q1_given_pct	2	10	9	19	0.002463998173606396	0.049227586173969426	0.9600799946380385	0.0	GSE123902+GSE205335
COL6A2_CD44	COLLAGEN	COL6A2	CD44	other	between_q4q1_given_pct	1	2	2	4	-0.002904437255554254	0.12136492698087578	0.9809072973634324	0.0	GSE205335
FN1_SDC4	FN1	FN1	SDC4	other	between_q4q1_given_pct	1	2	3	5	0.0006289781122361966	0.03068265260144482	0.9836449349786405	0.0	GSE123902
COL9A2_CD44	COLLAGEN	COL9A2	CD44	other	between_q4q1_given_pct	1	2	3	5	-0.0013516615504792356	0.15042547634223358	0.9928306335056956	0.0	GSE205335
