ModelID,CellLineName,DepmapModelType,OncotreePrimaryDisease,OncotreeSubtype,tacstd2_expression,ifna_z,ifna_rank,ifng_z,ifng_rank,tacstd2_gene_effect
ACH-000451,NCI-H2085,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.03804103701151,-0.27120329818589295,0.4257038065027754,-0.07192531104947658,0.48700951825951816,
ACH-000454,HCC-95,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,8.221393782341856,-0.10096356245700686,0.4739294210943693,-0.07077791150137445,0.4950466200466204,-0.0713205773408121
ACH-000161,COR-L105,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.7484612330040357,0.17237737484520432,0.553206780333069,0.19435649900524118,0.5484897047397048,0.1363836318770325
ACH-000395,NCI-H520,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,1.3448284969974411,-0.07837921360305188,0.47038560666137985,-0.17554345236090158,0.45470328282828304,-0.0358405409477182
ACH-000916,NCI-H1573,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.812113112983306,0.3806363933541409,0.6365483743061064,0.23904567195143814,0.614559052059052,-0.0589267097954731
ACH-000292,NCI-H841,SMARCA4-UT,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,0.2141248053528473,-0.35636769801440094,0.3853588421887393,-0.3105471475542716,0.3885975135975136,-0.0225853136062636
ACH-000837,NCI-H322,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.898389766534846,-0.49722453962898805,0.3653350515463919,-0.2827426860204684,0.42163218725718743,-0.0907637377673982
ACH-000463,NCI-H460,LCLC,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,0.2265085298086797,-0.1673345866184839,0.4321471054718477,-0.20704410118436162,0.4112155205905207,0.2241910087280799
ACH-000861,HOP-62,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,1.6369145803558778,0.16976786607062003,0.561260904044409,0.28535371014314465,0.5983998640248642,-0.1357081665138717
ACH-000563,EBC-1,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,7.840652055941782,0.31837047283646885,0.6112955987311657,0.226303939705962,0.5950369075369075,0.0720489122370045
ACH-000355,NCI-H82,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3895668117627256,-1.0363030675445695,0.22239294210943703,-0.8089781640776277,0.28299825174825194,0.158082859568931
ACH-000757,A427,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.2016338611696504,-0.17486656436639883,0.4420103092783506,-0.14781596104960582,0.4505633255633254,-0.0715010546924624
ACH-000447,NCI-H2228,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,5.212569338850806,0.8883352696720329,0.7641256938937349,0.8129531744518792,0.7215423465423465,
ACH-000892,NCI-H1563,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,5.00943675560809,0.16184318891145447,0.5559823552735924,0.14994072185199686,0.5438155594405595,
ACH-000904,NCI-H2106,LCLC,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,0.8639384504239714,-0.2232751643635651,0.44951923076923056,-0.06351291062319764,0.5125534188034185,
ACH-000610,NCI-H2227,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3448284969974411,-0.32848611712338344,0.4013431800158605,-0.24931778782580938,0.41315802253302225,
ACH-000416,NCI-H838,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,3.1651079851445365,-0.5216968408672004,0.3388927438540839,-0.3771095458279925,0.3869099650349653,0.0059576535407543
ACH-000752,NCI-H196,SMARCA4-UT,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,0.4854268271702416,0.7995159806456119,0.7349821570182395,0.5897236543413155,0.6816967754467755,
ACH-000731,HCC-2279,LUAS,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,5.03738222200308,0.8322988550340109,0.7458614195083267,0.4948802123240932,0.6716443278943284,
ACH-000875,NCI-H2347,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,9.138297402341518,0.3912542975965183,0.6241821966693099,0.2688316336778926,0.582677738927739,
ACH-000442,RERF-LC-Sq1,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,3.4918530963296748,0.3002372381707094,0.6114690721649484,0.4008343582236324,0.62975912975913,-0.1544583155401303
ACH-000841,NCI-H2087,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.132319783167718,0.46368185984326094,0.6669310071371929,0.3376504068251765,0.638039044289044,-0.184147396287994
ACH-000860,NCI-H358,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.492414035336726,0.24861059722799014,0.5955095162569388,0.11515746716011564,0.5587971056721058,0.0083509866278825
ACH-000929,NCI-H2110,NSCLC,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,8.766860143829545,0.06385699727167134,0.5253271213322757,0.014234056995486381,0.5249732905982912,-0.1494714902042452
ACH-000311,NCI-H2122,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.302227645681221,-0.0706462825192406,0.495043616177637,-0.12893574814096911,0.457349941724942,0.0866463820269576
ACH-000390,LUDLU-1,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,7.742882021000409,0.1029081356592701,0.5502825138778747,0.08559895992069978,0.538850038850039,-0.0981146001646965
ACH-000496,NCI-H1792,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,4.558879853475442,0.5110151095254287,0.6598185963521016,0.42213354471366554,0.6394230769230768,0.1126498110005191
ACH-000062,RERF-LC-MS,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,3.534808661231747,0.40175028442246247,0.6502527755749404,0.3917331427914872,0.6369099650349651,
ACH-000878,HCC-15,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,4.805808348701467,0.4046351473092459,0.627279936558287,0.29335886030281716,0.5809052059052059,0.0266599837840008
ACH-000515,HCC-33,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.5945485495503542,-0.7544344135115795,0.29611915146708967,-0.4875262485126119,0.3509615384615383,0.3312778779890857
ACH-003119,NCI-H1450,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,4.297191416565856,-0.37117931144147226,0.3893735130848534,-0.431123117542304,0.35539287101787104,
ACH-000825,HOP-92,NSCLC,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,8.219700960636958,0.15631579123465447,0.5517198651863603,0.07515272843556758,0.5276199494949493,
ACH-000743,COR-L95,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,2.983677694698067,0.15544725014936217,0.5777408802537669,0.08324862057482511,0.5533945221445221,
ACH-000813,T3M-10,LCLC,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,4.5496691707264905,1.1738178104382353,0.8008772799365579,0.7367509830087227,0.708114801864802,
ACH-000257,COR-L279,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.831877241191673,-0.29977432026343354,0.40994250594766046,-0.20229290109348413,0.4373543123543124,0.2310753739715945
ACH-000521,NCI-H2030,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.4329594072761062,0.26926594310408775,0.5863897700237908,0.2658741459788619,0.5842195998446,0.0905321615820472
ACH-000029,HCC-827-GR5,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.195347598322218,0.1359664395559525,0.5547928231562252,-0.06935572398431422,0.4899596930846927,-0.0706022003159212
ACH-000150,HCC2935,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.589388984726849,0.813535038314356,0.7670499603489292,0.7044184105507059,0.7303443084693085,
ACH-002531,SNU-2535,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.845960418293286,0.34597098447594005,0.6060418318794607,0.24526582805328984,0.5665792540792544,-0.0972119637913204
ACH-000869,NCI-H1568,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,6.552745936748446,-0.016088328859181034,0.5022055908009515,-0.019612797931449794,0.4942331973581976,-0.1642627687360721
ACH-003061,NCI-H774,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.6507645591169022,0.07726595972299893,0.537742862807296,0.09611636769399799,0.5319177350427349,
ACH-000431,NCI-H1694,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.4005379295837288,-0.48052851928037993,0.36070083267248193,-0.308341297565632,0.39472853535353536,-0.1085649632914506
ACH-001489,COR-L32,LUSC,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.0,-0.02412844196782077,0.4790592783505155,-0.029193963361301048,0.44065656565656564,
ACH-000703,DMS 79,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.070389327891398,0.05477722285779647,0.5226258921490881,0.07874214125895214,0.5302301864801865,
ACH-000337,NCI-H3122,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.42097076340615,-0.3278685254966088,0.4064482553528948,-0.28272007295989976,0.42009032634032617,-0.0896625267176473
ACH-000444,LU99,GCLC,Non-Small Cell Lung Cancer,Giant Cell Carcinoma of the Lung,3.582556003014061,-0.3766785516964117,0.37812252180808886,-0.30523304356639436,0.41009858197358173,-0.2159276522103479
ACH-000298,NCI-H2029,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.0071955014042038,0.0709272058891777,0.5360329103885804,0.03112125099330558,0.5076486013986017,
ACH-000886,NCI-H2009,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.03842520687726,0.31513813732058243,0.6142694290245836,0.1821946232326578,0.5656565656565657,-0.0315025635855569
ACH-000888,NCI-H1793,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.835545165508693,0.10258760954422336,0.5527111419508326,0.10442666337579348,0.548890345765346,-0.0651995024477514
ACH-000659,SCLC-21H,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.4436066514756145,-0.5580219138356035,0.33034298176050764,-0.382014996135782,0.38705565268065245,
ACH-000030,PC-14,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.783784026219614,-0.17094111286061336,0.45982850911974626,-0.17976302264153662,0.4658362470862474,-0.1331333347247935
ACH-000775,NCI-H727,LUCA,Lung Neuroendocrine Tumor,Lung Carcinoid,1.8237493603082728,-0.07731203524889914,0.4796044805709754,-0.13803369545492047,0.4776248057498057,-0.1569284948292214
ACH-000559,NCI-H1836,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.232660756790275,-0.31122842467620726,0.4270915939730375,-0.192195589169456,0.45261509324009297,0.013125739367114
ACH-000510,NCI-H1299,LCLC,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,0.1634987322828795,-0.5135942140573903,0.31205392545598737,-0.45490547343093657,0.3375704156954157,-0.0166289147290659
ACH-000844,DMS 454,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,2.572889668420581,0.011256310614577048,0.5182147105471845,-0.1600759349228347,0.46130778943278933,
ACH-002497,NCI-H920,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,4.85598969730848,0.24948399797209234,0.5497620935765264,0.23236529727036712,0.5391899766899766,
ACH-000925,DV-90,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.058099988493412,0.4108321581002245,0.6250743457573356,0.17996901175162788,0.5667492229992231,
ACH-000143,HCC2429,NUTCL,Non-Small Cell Lung Cancer,NUT Carcinoma of the Lung,4.371558862611963,0.170138436452186,0.5355372720063442,-0.04467653510109012,0.4793609168609169,0.0327781814679229
ACH-001591,NCI-H1417,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.0426443374084937,-0.6577179960902027,0.304817605075337,-0.47420047321168574,0.3541666666666666,
ACH-000382,COR-L24,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.6599245584023783,-0.3693879333880036,0.38424365582870723,-0.19993500183491011,0.45413267288267306,
ACH-002035,LCAM1,NSCLCPD,Non-Small Cell Lung Cancer,Poorly Differentiated Non-Small Cell Lung Cancer,4.531069492725954,0.09622782691895573,0.5495638382236321,0.14694958682651582,0.5382430069930071,-0.1298994451164917
ACH-000695,COR-L47,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.6507645591169022,-0.31066971936809135,0.3995836637589215,-0.2624149443115838,0.42174145299145266,-0.1433157393029824
ACH-000015,NCI-H1581,LCLC,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,0.1505596765753814,-0.5281118053464295,0.34600515463917525,-0.4309615517792863,0.3667200854700852,-0.0683223299220262
ACH-000791,RERF-LC-Ad1,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,10.143893360756412,1.3102776956882722,0.8637737906423475,0.9808942335637475,0.7801330613830612,0.0361678157155452
ACH-001075,NCI-H292,LUMEC,Non-Small Cell Lung Cancer,Mucoepidermoid Carcinoma of the Lung,9.616107697600578,0.0781722639074635,0.5364542030134815,0.0329089451770596,0.5314806721056716,-0.0145614193675486
ACH-000900,NCI-H23,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.4436066514756145,-0.5096845010654825,0.3337381046788263,-0.24861173871803108,0.43429487179487186,0.1009087708989679
ACH-000666,NCI-H1355,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,4.462706750670158,0.14708847140595085,0.5531572164948453,0.07774551546674138,0.5349893162393159,-0.0245639582493333
ACH-000872,HCC515,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,5.92837032301897,-0.2882867795328548,0.4060765265662172,-0.21712549291452857,0.43447698135198126,0.0017146628085307
ACH-000121,NCI-H2405,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,1.3448284969974411,0.6875477789855089,0.7321570182394924,0.615006401714385,0.7044483294483295,
ACH-000781,NCI-H2023,LUAD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,1.7782085763980875,0.12916501369802508,0.5496877478191912,0.14737537726022887,0.5624514374514376,-0.0314353813910123
ACH-000830,NCI-H1436,SCLC,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3895668117627256,-0.18952651389429415,0.44751189532117375,-0.1927738180592188,0.43977029914529914,
